Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity RFWD2-N1,Intensity RFWD2-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
Q5T5U3;A0A087WW76;A0A452Q6Z5;A0A1B0GV73;A0A1B0GTZ9;Q5JSD8;E7ESW5;H0Y468;A0A1B0GW11;H0Y5T2,Q5T5U3;A0A087WW76;A0A452Q6Z5;A0A1B0GV73;A0A1B0GTZ9,10;9;9;8;6;4;4;3;1;1,10;9;9;8;6;4;4;3;1;1,10;9;9;8;6;4;4;3;1;1,Rho GTPase-activating protein 21,ARHGAP21,sp|Q5T5U3|RHG21_HUMAN Rho GTPase-activating protein 21 OS=Homo sapiens OX=9606 GN=ARHGAP21 PE=1 SV=2;tr|A0A087WW76|A0A087WW76_HUMAN Rho GTPase-activating protein 21 OS=Homo sapiens OX=9606 GN=ARHGAP21 PE=1 SV=1;tr|A0A452Q6Z5|A0A452Q6Z5_HUMAN Rho GTPase-act,10,10,5.8,23.4621387732267,26.3246243256022,26.7285815471603,26.6600333344167
A0A3B3IPE9;A0A087WZG4;Q6ZSZ5;M0QZS0;A0A590UK10,A0A3B3IPE9;A0A087WZG4;Q6ZSZ5;M0QZS0;A0A590UK10,10;10;9;8;8,10;10;9;8;8,10;10;9;8;8,Rho guanine nucleotide exchange factor 18,ARHGEF18,tr|A0A3B3IPE9|A0A3B3IPE9_HUMAN Rho guanine nucleotide exchange factor 18 OS=Homo sapiens OX=9606 GN=ARHGEF18 PE=1 SV=2;tr|A0A087WZG4|A0A087WZG4_HUMAN Rho guanine nucleotide exchange factor 18 OS=Homo sapiens OX=9606 GN=ARHGEF18 PE=1 SV=3;sp|Q6ZSZ5|ARHGI_HU,10,10,14.4,4.52842334622658,4.50098623350307,26.7995885464406,26.0387751810876
Q8NFD5;A0A3F2YNW7;A0A1B0GV63;A0A1B0GWJ2;A0A1B0GTJ8;A0A1B0GVK1;H0Y7H8;A0A1B0GTI6;H0Y3S9;H0Y2R3;A0A1B0GUC6;A0A1B0GUG2;A0A1B0GU09,Q8NFD5;A0A3F2YNW7;A0A1B0GV63;A0A1B0GWJ2;A0A1B0GTJ8;A0A1B0GVK1;H0Y7H8;A0A1B0GTI6,12;12;11;11;11;11;11;6;2;2;1;1;1,10;10;9;9;9;9;9;5;1;1;1;1;1,10;10;9;9;9;9;9;5;1;1;1;1;1,AT-rich interactive domain-containing protein 1B,ARID1B,sp|Q8NFD5|ARI1B_HUMAN AT-rich interactive domain-containing protein 1B OS=Homo sapiens OX=9606 GN=ARID1B PE=1 SV=2;tr|A0A3F2YNW7|A0A3F2YNW7_HUMAN AT-rich interactive domain-containing protein 1B OS=Homo sapiens OX=9606 GN=ARID1B PE=1 SV=1;tr|A0A1B0GV63|A0A,12,10,7.3,27.1575953496907,26.8538853685423,26.2938104984571,24.4930780098938
Q9H425;E5RFY9;E5RI90,Q9H425,10;4;3,10;4;3,10;4;3,Uncharacterized protein C1orf198,C1orf198,sp|Q9H425|CA198_HUMAN Uncharacterized protein C1orf198 OS=Homo sapiens OX=9606 GN=C1orf198 PE=1 SV=1,10,10,42.8,26.3413328605698,27.2431806675093,26.2559831691626,26.494558863765
Q9HB71;B2ZWH1,Q9HB71,10;2,10;2,10;2,Calcyclin-binding protein,CACYBP,sp|Q9HB71|CYBP_HUMAN Calcyclin-binding protein OS=Homo sapiens OX=9606 GN=CACYBP PE=1 SV=2,10,10,53.5,28.8937126739275,28.4925891471534,27.7087910022031,28.4074235705931
P47756;B1AK87;B1AK85;B1AK88,P47756;B1AK87;B1AK85;B1AK88,10;9;9;9,10;9;9;9,10;9;9;9,F-actin-capping protein subunit beta,CAPZB,sp|P47756|CAPZB_HUMAN F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=4;tr|B1AK87|B1AK87_HUMAN F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=1;tr|B1AK85|B1AK85_HUMAN F-actin-capping protein subu,10,10,45.8,26.8926130366954,28.2245343240418,28.4771895010659,28.4429654462031
Q8TEP8;K7ELX0;H0Y966;A0A0A0MR42;K7ENP4;H0Y9P3;K7EPA2,Q8TEP8;K7ELX0;H0Y966,10;7;5;4;4;3;1,10;7;5;4;4;3;1,10;7;5;4;4;3;1,Centrosomal protein of 192 kDa,CEP192,sp|Q8TEP8|CE192_HUMAN Centrosomal protein of 192 kDa OS=Homo sapiens OX=9606 GN=CEP192 PE=1 SV=3;tr|K7ELX0|K7ELX0_HUMAN Centrosomal protein of 192 kDa (Fragment) OS=Homo sapiens OX=9606 GN=CEP192 PE=1 SV=8;tr|H0Y966|H0Y966_HUMAN Centrosomal protein of 192,10,10,6.1,25.2156014278355,25.5936588231496,26.4811453356158,26.2504457472708
Q53SF7;A0A0X1KG75;A0A590PXD8;A0A0D9SG04;A0A0B4J1Z0;H7C1G2;C9J8C4;C9JWZ0;C9JAU3;C9J5Y6;C9JK90,Q53SF7;A0A0X1KG75;A0A590PXD8;A0A0D9SG04;A0A0B4J1Z0,10;10;10;10;5;3;2;1;1;1;1,10;10;10;10;5;3;2;1;1;1;1,10;10;10;10;5;3;2;1;1;1;1,Cordon-bleu protein-like 1,COBLL1,sp|Q53SF7|COBL1_HUMAN Cordon-bleu protein-like 1 OS=Homo sapiens OX=9606 GN=COBLL1 PE=1 SV=3;tr|A0A0X1KG75|A0A0X1KG75_HUMAN Cordon-bleu protein-like 1 (Fragment) OS=Homo sapiens OX=9606 GN=COBLL1 PE=1 SV=1;tr|A0A590PXD8|A0A590PXD8_HUMAN Cordon-bleu protein,10,10,14.0,4.52842334622658,4.50098623350307,26.4366020091033,27.0198798052128
P26196;Q8IV96,P26196,10;3,10;3,10;3,Probable ATP-dependent RNA helicase DDX6,DDX6,sp|P26196|DDX6_HUMAN Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens OX=9606 GN=DDX6 PE=1 SV=2,10,10,31.1,26.0408664378368,26.2050098606633,26.9731182143356,27.2646344474005
Q99704;H7C093,Q99704,10;1,10;1,10;1,Docking protein 1,DOK1,sp|Q99704|DOK1_HUMAN Docking protein 1 OS=Homo sapiens OX=9606 GN=DOK1 PE=1 SV=1,10,10,29.3,26.773415924834,25.6088230914415,26.3284301872941,26.6429258076655
Q6UN15;A0A0B4J203;H0Y8P7,Q6UN15;A0A0B4J203,10;6;2,10;6;2,10;6;2,Pre-mRNA 3-end-processing factor FIP1,FIP1L1,sp|Q6UN15|FIP1_HUMAN Pre-mRNA 3-end-processing factor FIP1 OS=Homo sapiens OX=9606 GN=FIP1L1 PE=1 SV=1;tr|A0A0B4J203|A0A0B4J203_HUMAN Protein kinase domain-containing protein OS=Homo sapiens OX=9606 PE=3 SV=1,10,10,23.7,26.5778752583337,26.9423484080774,28.8892220388049,28.6142823091193
P51114;B4DXZ6;E7EU85;E9PFF5;C9JZE0;C9JY20;C9IZ22;C9JAJ4;H7C4S4,P51114;B4DXZ6;E7EU85;E9PFF5,13;13;12;12;2;2;1;1;1,13;13;12;12;2;2;1;1;1,10;10;9;9;2;2;1;1;1,Fragile X mental retardation syndrome-related protein 1,FXR1,sp|P51114|FXR1_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3;tr|B4DXZ6|B4DXZ6_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=1;tr|E7EU85|E7EU85,13,10,27.5,25.7424486315039,26.5128143524744,27.6881916045273,27.7658499864682
Q9NZ52;J3KSS7;J3QRS8;J3KSG3;B7Z1E9;J3QS87;J3KTR5;J3QRP3;J3KS27;J3QRK7,Q9NZ52;J3KSS7,11;9;3;3;3;3;2;2;1;1,11;9;3;3;3;3;2;2;1;1,10;8;2;3;2;3;2;1;1;1,ADP-ribosylation factor-binding protein GGA3,GGA3,sp|Q9NZ52|GGA3_HUMAN ADP-ribosylation factor-binding protein GGA3 OS=Homo sapiens OX=9606 GN=GGA3 PE=1 SV=1;tr|J3KSS7|J3KSS7_HUMAN ADP-ribosylation factor-binding protein GGA3 OS=Homo sapiens OX=9606 GN=GGA3 PE=1 SV=1,11,10,23.2,25.5568975135536,24.6938642264709,28.1471501029899,27.9625115291148
Q9UQL6;K7EJL4;K7EJL6;P56524;K7EJZ7;K7ES01;C9J0X4;C9J481,Q9UQL6,12;4;3;2;1;1;1;1,12;4;3;2;1;1;1;1,10;3;3;1;1;1;1;1,Histone deacetylase 5,HDAC5,sp|Q9UQL6|HDAC5_HUMAN Histone deacetylase 5 OS=Homo sapiens OX=9606 GN=HDAC5 PE=1 SV=2,12,10,15.2,4.52842334622658,4.50098623350307,27.0906325781347,27.0332816695127
P51858,P51858,10,10,10,Hepatoma-derived growth factor,HDGF,sp|P51858|HDGF_HUMAN Hepatoma-derived growth factor OS=Homo sapiens OX=9606 GN=HDGF PE=1 SV=1,10,10,55.8,24.5557864661048,26.3868300242533,28.0298638937855,27.6093586705408
Q9H583;Q5T3Q7;Q6P664,Q9H583;Q5T3Q7,10;9;1,10;9;1,10;9;1,"HEAT repeat-containing protein 1;HEAT repeat-containing protein 1, N-terminally processed",HEATR1,sp|Q9H583|HEAT1_HUMAN HEAT repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=HEATR1 PE=1 SV=3;tr|Q5T3Q7|Q5T3Q7_HUMAN HEAT repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=HEATR1 PE=1 SV=1,10,10,6.4,4.52842334622658,4.50098623350307,25.8177772676828,25.3538352145552
P04792;F8WE04;C9J3N8,P04792;F8WE04,10;6;2,10;6;2,10;6;2,Heat shock protein beta-1,HSPB1,sp|P04792|HSPB1_HUMAN Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2;tr|F8WE04|F8WE04_HUMAN Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=1,10,10,71.2,29.4423722896825,29.8583686038094,28.3465497122273,28.556985191395
Q63ZY3;K7EIU4;Q14678;Q5W0W2;Q5W0W3,Q63ZY3,15;5;1;1;1,15;5;1;1;1,10;5;1;1;1,KN motif and ankyrin repeat domain-containing protein 2,KANK2,sp|Q63ZY3|KANK2_HUMAN KN motif and ankyrin repeat domain-containing protein 2 OS=Homo sapiens OX=9606 GN=KANK2 PE=1 SV=1,15,10,24.1,26.4187976391284,25.5283248541323,27.6028619418057,27.5482644318581
Q9NQT8;E7ERX9;F2Z2F9;H0YBA8,Q9NQT8;E7ERX9,13;8;1;1,13;8;1;1,10;5;1;1,Kinesin-like protein KIF13B;Kinesin-like protein,KIF13B,sp|Q9NQT8|KI13B_HUMAN Kinesin-like protein KIF13B OS=Homo sapiens OX=9606 GN=KIF13B PE=1 SV=2;tr|E7ERX9|E7ERX9_HUMAN Kinesin-like protein OS=Homo sapiens OX=9606 GN=KIF13B PE=1 SV=1,13,10,10.2,22.9737751294449,24.1999757855652,27.1392662379792,26.4547070636082
Q02241;A0A2U3TZL8;H7BYN4;A0A2R8Y531;H0YME6;H0YMJ4,Q02241;A0A2U3TZL8;H7BYN4,10;10;10;4;4;1,10;10;10;4;4;1,10;10;10;4;4;1,Kinesin-like protein KIF23;Kinesin-like protein,KIF23,sp|Q02241|KIF23_HUMAN Kinesin-like protein KIF23 OS=Homo sapiens OX=9606 GN=KIF23 PE=1 SV=3;tr|A0A2U3TZL8|A0A2U3TZL8_HUMAN Kinesin-like protein OS=Homo sapiens OX=9606 GN=KIF23 PE=1 SV=1;tr|H7BYN4|H7BYN4_HUMAN Kinesin-like protein OS=Homo sapiens OX=9606 G,10,10,14.5,26.1811276831352,26.9304410233184,26.9779286599715,26.6853870124977
P00338;F5GXY2;F5GYU2;F5GXH2;F5H5J4;F5H6W8;F5GWW2;F5GXU1;F5GZQ4;F5GXC7;F5H8H6;P07864;Q6ZMR3;F5H5G7;F5H155;A0A087WUM2;G3XAP5;F5H245,P00338;F5GXY2;F5GYU2,11;7;6;5;3;3;2;2;2;2;2;1;1;1;1;1;1;1,11;7;6;5;3;3;2;2;2;2;2;1;1;1;1;1;1;1,10;7;6;5;3;3;2;2;2;2;2;0;0;0;0;0;0;0,L-lactate dehydrogenase A chain,LDHA,sp|P00338|LDHA_HUMAN L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2;tr|F5GXY2|F5GXY2_HUMAN L-lactate dehydrogenase A chain (Fragment) OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=8;tr|F5GYU2|F5GYU2_HUMAN L-lactate dehydrogenase A chai,11,10,45.2,28.65133384519,29.113987753755,25.1853309788769,25.7397219051674
Q6MZP7,Q6MZP7,10,10,10,Protein lin-54 homolog,LIN54,sp|Q6MZP7|LIN54_HUMAN Protein lin-54 homolog OS=Homo sapiens OX=9606 GN=LIN54 PE=1 SV=3,10,10,19.0,26.0370790381519,26.4531061964679,27.1937573982806,27.1440406358127
Q9H9A6,Q9H9A6,10,10,10,Leucine-rich repeat-containing protein 40,LRRC40,sp|Q9H9A6|LRC40_HUMAN Leucine-rich repeat-containing protein 40 OS=Homo sapiens OX=9606 GN=LRRC40 PE=1 SV=1,10,10,22.9,27.2624854474388,28.3440113940998,4.41334328787,4.32921797042726
Q32MZ4;C9JTC6,Q32MZ4,10;1,10;1,10;1,Leucine-rich repeat flightless-interacting protein 1,LRRFIP1,sp|Q32MZ4|LRRF1_HUMAN Leucine-rich repeat flightless-interacting protein 1 OS=Homo sapiens OX=9606 GN=LRRFIP1 PE=1 SV=2,10,10,20.3,4.52842334622658,4.50098623350307,27.1312409141605,26.9613527156937
Q8IWC1;A0A0A0MRP0,Q8IWC1;A0A0A0MRP0,10;8,10;8,10;8,MAP7 domain-containing protein 3,MAP7D3,sp|Q8IWC1|MA7D3_HUMAN MAP7 domain-containing protein 3 OS=Homo sapiens OX=9606 GN=MAP7D3 PE=1 SV=2;tr|A0A0A0MRP0|A0A0A0MRP0_HUMAN MAP7 domain-containing protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=MAP7D3 PE=1 SV=1,10,10,13.9,24.3137516149692,24.8349596344876,26.6032865344534,26.5193985804233
Q96GX5;A0A087WUU7,Q96GX5,11;4,10;4,10;4,Serine/threonine-protein kinase greatwall,MASTL,sp|Q96GX5|GWL_HUMAN Serine/threonine-protein kinase greatwall OS=Homo sapiens OX=9606 GN=MASTL PE=1 SV=1,11,10,20.9,28.2374023268394,28.127506669752,26.9063272998003,26.2969286661346
P25205;J3KQ69;A0A499FHX9,P25205;J3KQ69;A0A499FHX9,10;8;8,10;8;8,10;8;8,DNA replication licensing factor MCM3,MCM3,sp|P25205|MCM3_HUMAN DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3;tr|J3KQ69|J3KQ69_HUMAN DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3;tr|A0A499FHX9|A0A499FHX9_HUMAN DNA replication licen,10,10,16.5,26.3311327610767,27.6496561532847,24.6653567379494,24.1799515987556
P55081,P55081,10,10,10,Microfibrillar-associated protein 1,MFAP1,sp|P55081|MFAP1_HUMAN Microfibrillar-associated protein 1 OS=Homo sapiens OX=9606 GN=MFAP1 PE=1 SV=2,10,10,37.6,25.9067630935027,26.1215907441268,28.5790269957791,28.2744432777251
Q6UB35;A0A087WVM4;B7ZM99;H0Y327;Q5JYA8;Q5JYA3;Q4VXM1;Q4VXM0,Q6UB35;A0A087WVM4;B7ZM99,11;11;11;4;3;3;1;1,10;10;10;4;3;3;1;1,10;10;10;4;3;3;1;1,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",MTHFD1L,"sp|Q6UB35|C1TM_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1;tr|A0A087WVM4|A0A087WVM4_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 S",11,10,14.8,25.1703554289113,27.2413632131988,4.41334328787,4.32921797042726
Q14764;H3BQK6;H3BRL2;H3BP76;H3BUK7;H3BNF6;H3BPZ2;H3BNF2;H3BUP3;I3L155;H3BQE7,Q14764,10;4;3;2;2;2;1;1;1;1;1,10;4;3;2;2;2;1;1;1;1;1,10;4;3;2;2;2;1;1;1;1;1,Major vault protein,MVP,sp|Q14764|MVP_HUMAN Major vault protein OS=Homo sapiens OX=9606 GN=MVP PE=1 SV=4,10,10,16.1,27.0651731922192,27.3899341671933,25.7309149568465,25.2172666952823
Q8NHV4;G3V4I9,Q8NHV4,10;2,10;2,10;2,Protein NEDD1,NEDD1,sp|Q8NHV4|NEDD1_HUMAN Protein NEDD1 OS=Homo sapiens OX=9606 GN=NEDD1 PE=1 SV=1,10,10,25.6,23.0232853264707,23.743905725057,27.3475637903203,26.9858744145607
Q9H3P2;A0A0C4DFX9;H0Y3X6;C9JHL4;C9JEM7;H7C2C7;F8W954;F8WF98;H7C0W2;H7C3C2;H7C2M8,Q9H3P2;A0A0C4DFX9;H0Y3X6;C9JHL4,10;10;8;5;3;3;2;2;2;1;1,10;10;8;5;3;3;2;2;2;1;1,10;10;8;5;3;3;2;2;2;1;1,Negative elongation factor A,NELFA,sp|Q9H3P2|NELFA_HUMAN Negative elongation factor A OS=Homo sapiens OX=9606 GN=NELFA PE=1 SV=3;tr|A0A0C4DFX9|A0A0C4DFX9_HUMAN Negative elongation factor A OS=Homo sapiens OX=9606 GN=NELFA PE=1 SV=1;tr|H0Y3X6|H0Y3X6_HUMAN Negative elongation factor A (Fragme,10,10,24.8,26.0645154972295,26.1159877303451,27.5203581481568,27.2926350581185
Q9Y6R0;A0A0C4DGH3;M0QXQ4;M0QYC2;M0R0Q4;M0QZV7,Q9Y6R0;A0A0C4DGH3;M0QXQ4;M0QYC2,14;14;9;9;5;5,10;10;6;6;4;4,10;10;6;6;4;4,Numb-like protein,NUMBL,sp|Q9Y6R0|NUMBL_HUMAN Numb-like protein OS=Homo sapiens OX=9606 GN=NUMBL PE=1 SV=1;tr|A0A0C4DGH3|A0A0C4DGH3_HUMAN Numb-like protein OS=Homo sapiens OX=9606 GN=NUMBL PE=1 SV=1;tr|M0QXQ4|M0QXQ4_HUMAN Numb-like protein (Fragment) OS=Homo sapiens OX=9606 GN=NU,14,10,27.3,23.6454842904313,24.4539382412927,27.9598614437207,27.3141493684338
Q9UQ80;F8VR77;H0YIN7;F8W0A3,Q9UQ80;F8VR77,10;5;3;3,10;5;3;3,10;5;3;3,Proliferation-associated protein 2G4,PA2G4,sp|Q9UQ80|PA2G4_HUMAN Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=3;tr|F8VR77|F8VR77_HUMAN Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=1,10,10,28.4,25.0400093891829,25.1987297873464,27.7813176866066,27.2822426064387
Q13442;F8WBW6,Q13442,10;1,10;1,10;1,28 kDa heat- and acid-stable phosphoprotein,PDAP1,sp|Q13442|HAP28_HUMAN 28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens OX=9606 GN=PDAP1 PE=1 SV=1,10,10,39.8,28.4273436662941,28.6480108061675,29.8874073369529,29.6060963089377
Q15084,Q15084,10,10,10,Protein disulfide-isomerase A6,PDIA6,sp|Q15084|PDIA6_HUMAN Protein disulfide-isomerase A6 OS=Homo sapiens OX=9606 GN=PDIA6 PE=1 SV=1,10,10,36.4,29.6136150856965,29.4097921462191,23.7317954859166,23.5146060420419
O15173;U3KQM0;O00264;U3KPU8,O15173;U3KQM0,10;5;1;1,10;5;1;1,10;5;1;1,Membrane-associated progesterone receptor component 2,PGRMC2,sp|O15173|PGRC2_HUMAN Membrane-associated progesterone receptor component 2 OS=Homo sapiens OX=9606 GN=PGRMC2 PE=1 SV=1;tr|U3KQM0|U3KQM0_HUMAN Membrane-associated progesterone receptor component 2 OS=Homo sapiens OX=9606 GN=PGRMC2 PE=1 SV=1,10,10,35.9,24.4636984774164,25.8104655332485,29.7286139814864,29.099538597253
Q13492;E9PLJ8;E9PI56;E9PKP6;E5RK51;E9PDG8;E5RGY9;O60641;E5RIJ5;E5RFC6;E5RHK9;E5RFU0;E9PK13;H0YE97;H0YEY8;H0YCY1;H0YD48;H0YEF7;H0YEH1;E9PJT1,Q13492;E9PLJ8;E9PI56;E9PKP6,10;5;5;5;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1,10;5;5;5;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1,10;5;5;5;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1,Phosphatidylinositol-binding clathrin assembly protein,PICALM,sp|Q13492|PICAL_HUMAN Phosphatidylinositol-binding clathrin assembly protein OS=Homo sapiens OX=9606 GN=PICALM PE=1 SV=2;tr|E9PLJ8|E9PLJ8_HUMAN Phosphatidylinositol-binding clathrin assembly protein (Fragment) OS=Homo sapiens OX=9606 GN=PICALM PE=1 SV=1;tr,10,10,18.7,24.1988047111366,24.5394233296811,28.1836662723616,27.5951978281389
C9J2Y9;P30876;A0A1W2PPT5;C9J4M6;C9JZW8,C9J2Y9;P30876;A0A1W2PPT5;C9J4M6,10;9;9;8;1,10;9;9;8;1,10;9;9;8;1,DNA-directed RNA polymerase;DNA-directed RNA polymerase II subunit RPB2,POLR2B,tr|C9J2Y9|C9J2Y9_HUMAN DNA-directed RNA polymerase subunit beta OS=Homo sapiens OX=9606 GN=POLR2B PE=1 SV=2;sp|P30876|RPB2_HUMAN DNA-directed RNA polymerase II subunit RPB2 OS=Homo sapiens OX=9606 GN=POLR2B PE=1 SV=1;tr|A0A1W2PPT5|A0A1W2PPT5_HUMAN DNA-dire,10,10,13.5,26.0717950677841,27.7771840665571,24.3597779735659,21.0810880908142
P62937;F8WE65;C9J5S7;F5H284;Q9Y536;E5RIZ5;P0DN26;A0A0H2UH34;A0A0B4J2A2;A0A075B767;A0A075B759,P62937;F8WE65;C9J5S7,10;6;6;1;1;1;1;1;1;1;1,10;6;6;1;1;1;1;1;1;1;1,10;6;6;1;1;1;1;1;1;1;1,"Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed;Peptidyl-prolyl cis-trans isomerase",PPIA,sp|P62937|PPIA_HUMAN Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2;tr|F8WE65|F8WE65_HUMAN Peptidyl-prolyl cis-trans isomerase OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=1;tr|C9J5S7|C9J5S7_HUMAN Peptidyl-prolyl cis-trans isome,10,10,74.5,29.1266208259331,29.3931094065825,26.6470501530727,26.3043639954165
Q8WUA2,Q8WUA2,10,10,10,Peptidyl-prolyl cis-trans isomerase-like 4,PPIL4,sp|Q8WUA2|PPIL4_HUMAN Peptidyl-prolyl cis-trans isomerase-like 4 OS=Homo sapiens OX=9606 GN=PPIL4 PE=1 SV=1,10,10,25.6,27.1671999057743,27.0012062978024,27.5021073977141,27.192817286791
Q96SB3,Q96SB3,11,11,10,Neurabin-2,PPP1R9B,sp|Q96SB3|NEB2_HUMAN Neurabin-2 OS=Homo sapiens OX=9606 GN=PPP1R9B PE=1 SV=3,11,10,21.5,26.475636591822,26.4988161678172,26.4402507487947,26.8705600080997
Q6P2P2,Q6P2P2,10,10,10,Putative protein arginine N-methyltransferase 9,PRMT9,sp|Q6P2P2|ANM9_HUMAN Protein arginine N-methyltransferase 9 OS=Homo sapiens OX=9606 GN=PRMT9 PE=1 SV=1,10,10,13.5,4.52842334622658,4.50098623350307,26.5446286762203,26.1717874791638
O43242;H0YGV8,O43242,10;1,10;1,10;1,26S proteasome non-ATPase regulatory subunit 3,PSMD3,sp|O43242|PSMD3_HUMAN 26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens OX=9606 GN=PSMD3 PE=1 SV=2,10,10,24.0,25.3205659406288,25.1868049100462,24.8937936666838,26.4711616748551
P62826;B5MDF5;J3KQE5;F5H018;B4DV51;H0YFC6;A0A087X0W0,P62826;B5MDF5;J3KQE5;F5H018;B4DV51,10;10;9;8;6;3;1,10;10;9;8;6;3;1,10;10;9;8;6;3;1,GTP-binding nuclear protein Ran,RAN,sp|P62826|RAN_HUMAN GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=3;tr|B5MDF5|B5MDF5_HUMAN GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=1;tr|J3KQE5|J3KQE5_HUMAN GTP-binding nuclear protein Ran (Fragment) O,10,10,44.4,28.7789704919704,29.2851785711643,27.5022591804645,27.2481668934329
Q9NPQ8;H0YEN0;E9PSI0;H0YE35;E9PLE5;E9PI04,Q9NPQ8;H0YEN0,11;6;4;2;1;1,11;6;4;2;1;1,10;6;4;1;1;1,Synembryn-A,RIC8A,sp|Q9NPQ8|RIC8A_HUMAN Synembryn-A OS=Homo sapiens OX=9606 GN=RIC8A PE=1 SV=3;tr|H0YEN0|H0YEN0_HUMAN Synembryn-A (Fragment) OS=Homo sapiens OX=9606 GN=RIC8A PE=1 SV=8,11,10,25.6,26.2826491413119,26.9142199623256,27.380552089938,26.7076725573973
P18621;A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;J3KRB3;A0A087WWH0;J3QS96;J3QLC8;A0A0A0MRF8;A0A087WY81;J3KSJ0,P18621;A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;J3KRB3;A0A087WWH0;J3QS96;J3QLC8;A0A0A0MRF8;A0A087WY81,10;10;10;10;10;9;9;9;9;9;5;2,10;10;10;10;10;9;9;9;9;9;5;2,10;10;10;10;10;9;9;9;9;9;5;2,60S ribosomal protein L17,RPL17;RPL17-C18orf32,sp|P18621|RL17_HUMAN 60S ribosomal protein L17 OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=3;tr|A0A087WXM6|A0A087WXM6_HUMAN 60S ribosomal protein L17 (Fragment) OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=1;tr|J3QQT2|J3QQT2_HUMAN 60S ribosomal protein L17 (Fragm,10,10,43.5,28.4177197824266,29.8204487764404,23.7676946875591,23.8327804551361
P62753;A2A3R5;A2A3R7,P62753;A2A3R5,10;7;4,10;7;4,10;7;4,40S ribosomal protein S6,RPS6,sp|P62753|RS6_HUMAN 40S ribosomal protein S6 OS=Homo sapiens OX=9606 GN=RPS6 PE=1 SV=1;tr|A2A3R5|A2A3R5_HUMAN 40S ribosomal protein S6 OS=Homo sapiens OX=9606 GN=RPS6 PE=1 SV=1,10,10,33.3,28.8575086653186,29.3146464061029,25.911159532868,25.0410962911225
Q99961;M0QYE0;M0R0I3;Q99962;M0R2K6,Q99961;M0QYE0;M0R0I3,10;7;7;2;1,10;7;7;2;1,10;7;7;2;1,Endophilin-A2,SH3GL1,sp|Q99961|SH3G1_HUMAN Endophilin-A2 OS=Homo sapiens OX=9606 GN=SH3GL1 PE=1 SV=1;tr|M0QYE0|M0QYE0_HUMAN Endophilin-A2 (Fragment) OS=Homo sapiens OX=9606 GN=SH3GL1 PE=1 SV=8;tr|M0R0I3|M0R0I3_HUMAN Endophilin-A2 (Fragment) OS=Homo sapiens OX=9606 GN=SH3GL1 PE,10,10,32.3,25.6779350864264,26.220591474714,28.0335967486915,27.990480291953
