Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity RBBP4_N1,Intensity RBBP4_N2,Intensity U2OS-BirA-alone_N1,Intensity U2OS-BirA-alone_N2
Q7Z569;J3KNN7,Q7Z569;J3KNN7,9;9,9;9,9;9,BRCA1-associated protein,BRAP,sp|Q7Z569|BRAP_HUMAN BRCA1-associated protein OS=Homo sapiens OX=9606 GN=BRAP PE=1 SV=2;tr|J3KNN7|J3KNN7_HUMAN BRCA1-associated protein OS=Homo sapiens OX=9606 GN=BRAP PE=1 SV=1,9,9,19.1,4.31753116899141,4.15777444202647,27.2739099667557,27.262754247559
O14981;A0A0A0MTH9,O14981;A0A0A0MTH9,9;9,9;9,9;9,TATA-binding protein-associated factor 172,BTAF1,sp|O14981|BTAF1_HUMAN TATA-binding protein-associated factor 172 OS=Homo sapiens OX=9606 GN=BTAF1 PE=1 SV=2;tr|A0A0A0MTH9|A0A0A0MTH9_HUMAN TATA-binding protein-associated factor 172 OS=Homo sapiens OX=9606 GN=BTAF1 PE=1 SV=1,9,9,6.8,4.31753116899141,4.15777444202647,26.5262514695657,25.852957291932
P49662;E9PMT1;P51878;Q6UXS9;H7C0P5;A0A384DVP2,P49662,9;4;2;1;1;1,9;4;2;1;1;1,9;4;2;1;1;1,Caspase-4;Caspase-4 subunit 1;Caspase-4 subunit 2,CASP4,sp|P49662|CASP4_HUMAN Caspase-4 OS=Homo sapiens OX=9606 GN=CASP4 PE=1 SV=1,9,9,30.5,24.47283558691,23.6679338140559,26.9684015489097,27.0486401931693
Q86WR0;G3V121;B7Z2L8;Q0VGD4,Q86WR0,9;4;4;1,9;4;4;1,9;4;4;1,Coiled-coil domain-containing protein 25,CCDC25,sp|Q86WR0|CCD25_HUMAN Coiled-coil domain-containing protein 25 OS=Homo sapiens OX=9606 GN=CCDC25 PE=1 SV=2,9,9,35.1,4.31753116899141,4.15777444202647,27.5445844608778,27.6922552554256
P24941;G3V5T9;E7ESI2;Q00526,P24941;G3V5T9;E7ESI2,13;13;8;4,13;13;8;4,9;9;5;0,Cyclin-dependent kinase 2,CDK2,sp|P24941|CDK2_HUMAN Cyclin-dependent kinase 2 OS=Homo sapiens OX=9606 GN=CDK2 PE=1 SV=2;tr|G3V5T9|G3V5T9_HUMAN Cyclin-dependent kinase 2 OS=Homo sapiens OX=9606 GN=CDK2 PE=1 SV=1;tr|E7ESI2|E7ESI2_HUMAN Cyclin-dependent kinase 2 OS=Homo sapiens OX=9606 GN=,13,9,57.0,24.8409982737193,21.8566945133564,27.5458367044884,27.5913504490892
Q8TEP8;K7ELX0;H0Y966;H0Y9P3;A0A0A0MR42;K7ENP4,Q8TEP8;K7ELX0,9;7;4;3;3;3,9;7;4;3;3;3,9;7;4;3;3;3,Centrosomal protein of 192 kDa,CEP192,sp|Q8TEP8|CE192_HUMAN Centrosomal protein of 192 kDa OS=Homo sapiens OX=9606 GN=CEP192 PE=1 SV=3;tr|K7ELX0|K7ELX0_HUMAN Centrosomal protein of 192 kDa (Fragment) OS=Homo sapiens OX=9606 GN=CEP192 PE=1 SV=8,9,9,5.5,4.31753116899141,4.15777444202647,26.4811453356158,26.2504457472708
Q99439;B4DDF4;B4DUT8;H3BVI6;A0A087X271;A0A087X1X5;K7ES69;H3BQH0;A0A087WV51;U3KPS3,Q99439;B4DDF4;B4DUT8;H3BVI6;A0A087X271;A0A087X1X5;K7ES69,10;10;10;9;8;6;5;2;1;1,9;9;9;8;7;6;4;2;1;1,9;9;9;8;7;6;4;2;1;1,Calponin-2;Calponin,CNN2,sp|Q99439|CNN2_HUMAN Calponin-2 OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=4;tr|B4DDF4|B4DDF4_HUMAN Calponin OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=1;tr|B4DUT8|B4DUT8_HUMAN Calponin OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=1;tr|H3BVI6|H3BVI6_HUMAN Calponin OS,10,9,38.2,23.6660072354613,22.6498534688997,29.6597441950181,29.8748892338091
Q9NQC7;J3KRR7;H3BS09;J3QKR2;H3BTB8;H3BSW9,Q9NQC7;J3KRR7;H3BS09,9;8;5;1;1;1,9;8;5;1;1;1,9;8;5;1;1;1,Ubiquitin carboxyl-terminal hydrolase CYLD,CYLD,sp|Q9NQC7|CYLD_HUMAN Ubiquitin carboxyl-terminal hydrolase CYLD OS=Homo sapiens OX=9606 GN=CYLD PE=1 SV=1;tr|J3KRR7|J3KRR7_HUMAN Ubiquitin carboxyl-terminal hydrolase CYLD OS=Homo sapiens OX=9606 GN=CYLD PE=1 SV=1;tr|H3BS09|H3BS09_HUMAN Ubiquitin carboxyl-,9,9,11.6,4.31753116899141,4.15777444202647,27.1571134393275,27.3154456293023
Q13561;F8W1I6;H0YI98;F8VW18;F8VRV7;H0YHL1;F8VX93;F8W0U6,Q13561;F8W1I6;H0YI98;F8VW18,9;7;6;6;3;2;2;1,9;7;6;6;3;2;2;1,9;7;6;6;3;2;2;1,Dynactin subunit 2,DCTN2,sp|Q13561|DCTN2_HUMAN Dynactin subunit 2 OS=Homo sapiens OX=9606 GN=DCTN2 PE=1 SV=4;tr|F8W1I6|F8W1I6_HUMAN Dynactin subunit 2 OS=Homo sapiens OX=9606 GN=DCTN2 PE=1 SV=1;tr|H0YI98|H0YI98_HUMAN Dynactin subunit 2 (Fragment) OS=Homo sapiens OX=9606 GN=DCTN2 P,9,9,27.2,4.31753116899141,4.15777444202647,26.3826477715797,26.7528961235438
Q9UJW0;E5RGG1;H9KVE0;E5RI97;E5RK21,Q9UJW0,9;3;3;2;2,9;3;3;2;2,9;3;3;2;2,Dynactin subunit 4,DCTN4,sp|Q9UJW0|DCTN4_HUMAN Dynactin subunit 4 OS=Homo sapiens OX=9606 GN=DCTN4 PE=1 SV=1,9,9,31.5,4.31753116899141,4.15777444202647,27.4870013042223,27.2348013545748
Q9Y6V7;M0R1S3;M0QZC0;M0R0K1,Q9Y6V7,9;2;2;2,9;2;2;2,9;2;2;2,Probable ATP-dependent RNA helicase DDX49,DDX49,sp|Q9Y6V7|DDX49_HUMAN Probable ATP-dependent RNA helicase DDX49 OS=Homo sapiens OX=9606 GN=DDX49 PE=1 SV=1,9,9,21.9,4.31753116899141,4.15777444202647,27.3184657163187,25.9338885403043
P26196;Q8IV96,P26196,9;3,9;3,9;3,Probable ATP-dependent RNA helicase DDX6,DDX6,sp|P26196|DDX6_HUMAN Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens OX=9606 GN=DDX6 PE=1 SV=2,9,9,27.1,4.31753116899141,4.15777444202647,26.9731182143356,27.2646344474005
O60879;A6NML8;K4DI95;C9J6U3,O60879;A6NML8;K4DI95;C9J6U3,9;9;9;9,9;9;9;9,9;9;9;9,Protein diaphanous homolog 2,DIAPH2,"sp|O60879|DIAP2_HUMAN Protein diaphanous homolog 2 OS=Homo sapiens OX=9606 GN=DIAPH2 PE=1 SV=1;tr|A6NML8|A6NML8_HUMAN Diaphanous homolog 2 (Drosophila), isoform CRA_c OS=Homo sapiens OX=9606 GN=DIAPH2 PE=1 SV=3;tr|K4DI95|K4DI95_HUMAN Diaphanous homolog 2 (",9,9,10.1,4.31753116899141,4.15777444202647,26.4950012982827,26.364026953834
Q14689;A0A494C143;Q9P265;Q9Y2E4;E7EPU2;A0A0U1RQW6;H0Y7Q3,Q14689;A0A494C143,9;9;2;2;2;2;1,9;9;2;2;2;2;1,9;9;2;2;2;2;1,Disco-interacting protein 2 homolog A,DIP2A,sp|Q14689|DIP2A_HUMAN Disco-interacting protein 2 homolog A OS=Homo sapiens OX=9606 GN=DIP2A PE=1 SV=2;tr|A0A494C143|A0A494C143_HUMAN Disco-interacting protein 2 homolog A OS=Homo sapiens OX=9606 GN=DIP2A PE=1 SV=1,9,9,8.0,4.31753116899141,4.15777444202647,26.6538979684776,25.8881828568814
O14641;I3L2N2;I3L2W9;I3L0M7;I3L0Z8;A0A3B3ITC6,O14641;I3L2N2;I3L2W9,11;11;8;5;3;2,11;11;8;5;3;2,9;9;6;3;3;0,Segment polarity protein dishevelled homolog DVL-2,DVL2,sp|O14641|DVL2_HUMAN Segment polarity protein dishevelled homolog DVL-2 OS=Homo sapiens OX=9606 GN=DVL2 PE=1 SV=1;tr|I3L2N2|I3L2N2_HUMAN Segment polarity protein dishevelled homolog DVL-2 OS=Homo sapiens OX=9606 GN=DVL2 PE=1 SV=1;tr|I3L2W9|I3L2W9_HUMAN Seg,11,9,21.9,24.6122867439134,23.8606660259468,28.9966615256595,28.7266341519838
Q15029;K7EP67;K7EJ74,Q15029;K7EP67,10;6;4,9;5;3,9;5;3,116 kDa U5 small nuclear ribonucleoprotein component,EFTUD2,sp|Q15029|U5S1_HUMAN 116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens OX=9606 GN=EFTUD2 PE=1 SV=1;tr|K7EP67|K7EP67_HUMAN 116 kDa U5 small nuclear ribonucleoprotein component (Fragment) OS=Homo sapiens OX=9606 GN=EFTUD2 PE=1 SV=1,10,9,15.4,4.31753116899141,4.15777444202647,25.9974424160931,26.357699113594
A0A1C7CYX1;Q6PJG2;A0A0A0MSU2;H7C1L3,A0A1C7CYX1;Q6PJG2;A0A0A0MSU2,9;7;7;3,9;7;7;3,9;7;7;3,ELM2 and SANT domain-containing protein 1,ELMSAN1,tr|A0A1C7CYX1|A0A1C7CYX1_HUMAN Mitotic deacetylase-associated SANT domain protein OS=Homo sapiens OX=9606 GN=MIDEAS PE=1 SV=1;sp|Q6PJG2|MDEAS_HUMAN Mitotic deacetylase-associated SANT domain protein OS=Homo sapiens OX=9606 GN=MIDEAS PE=1 SV=2;tr|A0A0A0MSU2,9,9,12.6,4.31753116899141,4.15777444202647,27.3033016599468,26.9250165016557
A0A096LPC5;A0A0A0MR88;Q9Y4E1;J3KP36;Q5SRD0;A0A0A0MT65;B1AP61,A0A096LPC5;A0A0A0MR88;Q9Y4E1;J3KP36,42;41;40;38;10;9;5,42;41;40;38;10;9;5,9;8;9;9;4;1;0,WASH complex subunit FAM21C,FAM21C,tr|A0A096LPC5|A0A096LPC5_HUMAN WASH complex subunit 2C OS=Homo sapiens OX=9606 GN=WASHC2C PE=1 SV=1;tr|A0A0A0MR88|A0A0A0MR88_HUMAN WASH complex subunit 2C OS=Homo sapiens OX=9606 GN=WASHC2C PE=1 SV=1;sp|Q9Y4E1|WAC2C_HUMAN WASH complex subunit 2C OS=Homo sa,42,9,52.3,23.7073566041806,22.8545008139444,30.954421823042,30.6540345937953
O95684;A0A087WV25,O95684;A0A087WV25,9;8,9;8,9;8,FGFR1 oncogene partner,FGFR1OP,sp|O95684|CEP43_HUMAN Centrosomal protein 43 OS=Homo sapiens OX=9606 GN=CEP43 PE=1 SV=1;tr|A0A087WV25|A0A087WV25_HUMAN Centrosomal protein 43 OS=Homo sapiens OX=9606 GN=CEP43 PE=1 SV=1,9,9,33.6,4.31753116899141,4.15777444202647,27.2201117019832,27.3209632936482
Q6UN15;A0A0B4J203;H0Y8P7,Q6UN15;A0A0B4J203,9;5;2,9;5;2,9;5;2,Pre-mRNA 3-end-processing factor FIP1,FIP1L1,sp|Q6UN15|FIP1_HUMAN Pre-mRNA 3-end-processing factor FIP1 OS=Homo sapiens OX=9606 GN=FIP1L1 PE=1 SV=1;tr|A0A0B4J203|A0A0B4J203_HUMAN Protein kinase domain-containing protein OS=Homo sapiens OX=9606 PE=3 SV=1,9,9,20.4,4.31753116899141,4.15777444202647,28.6647873119266,28.4227402320889
Q9NZ52;J3KSS7;J3QRS8;B7Z1E9;J3QS87;J3KTR5;J3KSG3;J3QRP3;J3KS27;J3QRK7,Q9NZ52;J3KSS7,10;8;3;3;3;2;2;2;1;1,10;8;3;3;3;2;2;2;1;1,9;7;2;2;3;2;2;1;1;1,ADP-ribosylation factor-binding protein GGA3,GGA3,sp|Q9NZ52|GGA3_HUMAN ADP-ribosylation factor-binding protein GGA3 OS=Homo sapiens OX=9606 GN=GGA3 PE=1 SV=1;tr|J3KSS7|J3KSS7_HUMAN ADP-ribosylation factor-binding protein GGA3 OS=Homo sapiens OX=9606 GN=GGA3 PE=1 SV=1,10,9,21.4,4.31753116899141,4.15777444202647,28.1471501029899,27.9422924712362
Q8TBA6;H0YK03,Q8TBA6,9;1,9;1,9;1,Golgin subfamily A member 5,GOLGA5,sp|Q8TBA6|GOGA5_HUMAN Golgin subfamily A member 5 OS=Homo sapiens OX=9606 GN=GOLGA5 PE=1 SV=3,9,9,14.5,4.31753116899141,4.15777444202647,26.2472253637351,26.1273689075441
P51858,P51858,9,9,9,Hepatoma-derived growth factor,HDGF,sp|P51858|HDGF_HUMAN Hepatoma-derived growth factor OS=Homo sapiens OX=9606 GN=HDGF PE=1 SV=1,9,9,53.8,4.31753116899141,4.15777444202647,28.0298638937855,27.6093586705408
Q9H583;Q5T3Q7;Q6P664,Q9H583;Q5T3Q7,9;8;1,9;8;1,9;8;1,"HEAT repeat-containing protein 1;HEAT repeat-containing protein 1, N-terminally processed",HEATR1,sp|Q9H583|HEAT1_HUMAN HEAT repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=HEATR1 PE=1 SV=3;tr|Q5T3Q7|Q5T3Q7_HUMAN HEAT repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=HEATR1 PE=1 SV=1,9,9,5.5,23.1826210661502,22.5339493060946,24.9103133438609,25.3538352145552
Q9P2D3;H7C2X3,Q9P2D3,9;1,9;1,9;1,HEAT repeat-containing protein 5B,HEATR5B,sp|Q9P2D3|HTR5B_HUMAN HEAT repeat-containing protein 5B OS=Homo sapiens OX=9606 GN=HEATR5B PE=1 SV=2,9,9,6.4,4.31753116899141,4.15777444202647,25.8693131314223,26.2834795304273
Q63ZY3;K7EIU4;Q14678;Q5W0W2;Q5W0W3,Q63ZY3,14;5;1;1;1,14;5;1;1;1,9;5;1;1;1,KN motif and ankyrin repeat domain-containing protein 2,KANK2,sp|Q63ZY3|KANK2_HUMAN KN motif and ankyrin repeat domain-containing protein 2 OS=Homo sapiens OX=9606 GN=KANK2 PE=1 SV=1,14,9,21.9,4.31753116899141,4.15777444202647,27.6887251949323,27.5482644318581
Q14847;C9J9W2;F6S2S5;K7ESD6;J3KSN1,Q14847;C9J9W2,9;7;2;1;1,9;7;2;1;1,9;7;2;1;1,LIM and SH3 domain protein 1,LASP1,sp|Q14847|LASP1_HUMAN LIM and SH3 domain protein 1 OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=2;tr|C9J9W2|C9J9W2_HUMAN LIM and SH3 domain protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=1,9,9,41.8,24.1772163429609,21.4061344038626,29.2131740982532,29.0323885713032
P78559;E9PGC8,P78559;E9PGC8,9;9,9;9,9;9,Microtubule-associated protein 1A;MAP1A heavy chain;MAP1 light chain LC2,MAP1A,sp|P78559|MAP1A_HUMAN Microtubule-associated protein 1A OS=Homo sapiens OX=9606 GN=MAP1A PE=1 SV=6;tr|E9PGC8|E9PGC8_HUMAN Microtubule-associated protein 1A OS=Homo sapiens OX=9606 GN=MAP1A PE=1 SV=1,9,9,5.0,4.31753116899141,4.15777444202647,26.4317969988458,25.7574305009263
Q8IWC1;A0A0A0MRP0,Q8IWC1;A0A0A0MRP0,9;7,9;7,9;7,MAP7 domain-containing protein 3,MAP7D3,sp|Q8IWC1|MA7D3_HUMAN MAP7 domain-containing protein 3 OS=Homo sapiens OX=9606 GN=MAP7D3 PE=1 SV=2;tr|A0A0A0MRP0|A0A0A0MRP0_HUMAN MAP7 domain-containing protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=MAP7D3 PE=1 SV=1,9,9,12.2,4.31753116899141,4.15777444202647,26.6032865344534,26.5193985804233
O95983;K7EIE8;A0A0A0MTS6;A0A087WT34;A0A087X1H1;A0A087WZ12;J3KSA7,O95983;K7EIE8;A0A0A0MTS6;A0A087WT34;A0A087X1H1,10;9;6;5;5;1;1,10;9;6;5;5;1;1,9;8;5;4;4;1;0,Methyl-CpG-binding domain protein 3,MBD3,"sp|O95983|MBD3_HUMAN Methyl-CpG-binding domain protein 3 OS=Homo sapiens OX=9606 GN=MBD3 PE=1 SV=1;tr|K7EIE8|K7EIE8_HUMAN Methyl-CpG binding domain protein 3, isoform CRA_b OS=Homo sapiens OX=9606 GN=MBD3 PE=1 SV=1;tr|A0A0A0MTS6|A0A0A0MTS6_HUMAN Methyl-CpG",10,9,34.0,29.1766458446838,28.3540959332025,23.1041360901049,22.4286954844279
P43121,P43121,9,9,9,Cell surface glycoprotein MUC18,MCAM,sp|P43121|MUC18_HUMAN Cell surface glycoprotein MUC18 OS=Homo sapiens OX=9606 GN=MCAM PE=1 SV=2,9,9,15.6,4.31753116899141,4.15777444202647,27.5789550391198,27.7844413509302
P55081,P55081,9,9,9,Microfibrillar-associated protein 1,MFAP1,sp|P55081|MFAP1_HUMAN Microfibrillar-associated protein 1 OS=Homo sapiens OX=9606 GN=MFAP1 PE=1 SV=2,9,9,32.8,23.9358901752743,23.2574208699397,28.4860806798629,28.2171095021946
Q9BTC8;E7EQY4;E7EV10;E9PCS8;F6RRE2;E9PF88;H0YIT0,Q9BTC8;E7EQY4;E7EV10;E9PCS8;F6RRE2,20;20;20;17;15;5;2,9;9;9;6;7;2;0,9;9;9;6;7;2;0,Metastasis-associated protein MTA3,MTA3,sp|Q9BTC8|MTA3_HUMAN Metastasis-associated protein MTA3 OS=Homo sapiens OX=9606 GN=MTA3 PE=1 SV=2;tr|E7EQY4|E7EQY4_HUMAN Metastasis-associated protein MTA3 OS=Homo sapiens OX=9606 GN=MTA3 PE=1 SV=1;tr|E7EV10|E7EV10_HUMAN Metastasis-associated protein MTA3,20,9,35.9,28.0171206965335,26.3233878328183,4.51593238036728,4.43639371883917
Q9Y217,Q9Y217,9,9,9,Myotubularin-related protein 6,MTMR6,sp|Q9Y217|MTMR6_HUMAN Myotubularin-related protein 6 OS=Homo sapiens OX=9606 GN=MTMR6 PE=1 SV=3,9,9,19.5,4.31753116899141,4.15777444202647,27.3433337543312,26.7909169890899
Q5VZE5,Q5VZE5,9,9,9,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",NAA35,"sp|Q5VZE5|NAA35_HUMAN N-alpha-acetyltransferase 35, NatC auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA35 PE=1 SV=1",9,9,16.6,22.8144659018418,22.3989726614458,26.3293886408461,25.9878919729717
Q8NHV4;G3V4I9,Q8NHV4,9;1,9;1,9;1,Protein NEDD1,NEDD1,sp|Q8NHV4|NEDD1_HUMAN Protein NEDD1 OS=Homo sapiens OX=9606 GN=NEDD1 PE=1 SV=1,9,9,22.0,4.31753116899141,4.15777444202647,27.3475637903203,26.9858744145607
Q8IVD9,Q8IVD9,9,9,9,NudC domain-containing protein 3,NUDCD3,sp|Q8IVD9|NUDC3_HUMAN NudC domain-containing protein 3 OS=Homo sapiens OX=9606 GN=NUDCD3 PE=1 SV=3,9,9,33.0,4.31753116899141,4.15777444202647,27.1639415257928,27.1019944195967
Q9UKK9;A6NFX8;A6NJU6;A6NCQ0;H0YEY4;C9JYY9,Q9UKK9;A6NFX8;A6NJU6;A6NCQ0,9;9;7;5;3;2,9;9;7;5;3;2,9;9;7;5;3;2,ADP-sugar pyrophosphatase,NUDT5,sp|Q9UKK9|NUDT5_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1;tr|A6NFX8|A6NFX8_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1;tr|A6NJU6|A6NJU6_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606,9,9,39.7,4.31753116899141,4.15777444202647,29.3524551442997,29.2134058900053
Q9Y6R0;A0A0C4DGH3;M0QXQ4;M0QYC2;M0R0Q4;M0QZV7,Q9Y6R0;A0A0C4DGH3;M0QXQ4;M0QYC2,13;13;9;8;5;5,9;9;6;5;4;4,9;9;6;5;4;4,Numb-like protein,NUMBL,sp|Q9Y6R0|NUMBL_HUMAN Numb-like protein OS=Homo sapiens OX=9606 GN=NUMBL PE=1 SV=1;tr|A0A0C4DGH3|A0A0C4DGH3_HUMAN Numb-like protein OS=Homo sapiens OX=9606 GN=NUMBL PE=1 SV=1;tr|M0QXQ4|M0QXQ4_HUMAN Numb-like protein (Fragment) OS=Homo sapiens OX=9606 GN=NU,13,9,22.0,4.31753116899141,4.15777444202647,27.8102326121261,27.3141493684338
Q96KB5;E5RFX4;E5RIE1,Q96KB5;E5RFX4,9;6;2,9;6;2,9;6;2,Lymphokine-activated killer T-cell-originated protein kinase,PBK,sp|Q96KB5|TOPK_HUMAN Lymphokine-activated killer T-cell-originated protein kinase OS=Homo sapiens OX=9606 GN=PBK PE=1 SV=3;tr|E5RFX4|E5RFX4_HUMAN Lymphokine-activated killer T-cell-originated protein kinase (Fragment) OS=Homo sapiens OX=9606 GN=PBK PE=1 SV,9,9,31.7,21.3418553954514,21.0168448573825,27.3509389118523,26.9333708119582
O15173;U3KQM0;O00264;U3KPU8,O15173;U3KQM0,9;5;1;1,9;5;1;1,9;5;1;1,Membrane-associated progesterone receptor component 2,PGRMC2,sp|O15173|PGRC2_HUMAN Membrane-associated progesterone receptor component 2 OS=Homo sapiens OX=9606 GN=PGRMC2 PE=1 SV=1;tr|U3KQM0|U3KQM0_HUMAN Membrane-associated progesterone receptor component 2 OS=Homo sapiens OX=9606 GN=PGRMC2 PE=1 SV=1,9,9,33.2,4.31753116899141,4.15777444202647,29.7286139814864,29.099538597253
P30041,P30041,9,9,9,Peroxiredoxin-6,PRDX6,sp|P30041|PRDX6_HUMAN Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3,9,9,54.0,24.7504191302196,24.0330505677064,27.6505466001038,27.4519908178506
O43242;H0YGV8,O43242,9;1,9;1,9;1,26S proteasome non-ATPase regulatory subunit 3,PSMD3,sp|O43242|PSMD3_HUMAN 26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens OX=9606 GN=PSMD3 PE=1 SV=2,9,9,22.3,4.31753116899141,4.15777444202647,24.8937936666838,26.4711616748551
Q8WXF1;X6RDA4,Q8WXF1;X6RDA4,9;6,9;6,9;6,Paraspeckle component 1,PSPC1,sp|Q8WXF1|PSPC1_HUMAN Paraspeckle component 1 OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1;tr|X6RDA4|X6RDA4_HUMAN Paraspeckle component 1 (Fragment) OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1,9,9,21.8,4.31753116899141,4.15777444202647,27.6965064893419,27.2558391409057
P78332;E9PGM9;F8WCA5;F8WF63;C9J250;C9JSL1,P78332;E9PGM9;F8WCA5,10;10;7;2;1;1,9;9;7;2;1;1,9;9;7;2;1;1,RNA-binding protein 6,RBM6,sp|P78332|RBM6_HUMAN RNA-binding protein 6 OS=Homo sapiens OX=9606 GN=RBM6 PE=1 SV=5;tr|E9PGM9|E9PGM9_HUMAN RNA-binding protein 6 OS=Homo sapiens OX=9606 GN=RBM6 PE=1 SV=1;tr|F8WCA5|F8WCA5_HUMAN RNA-binding protein 6 OS=Homo sapiens OX=9606 GN=RBM6 PE=1 SV,10,9,13.0,4.31753116899141,4.15777444202647,26.2383411749594,26.4574182049409
Q8WVM8;J3KNG4;G3V4I1;G3V5F3;G3V2M8;G3V3K9;G3V363;H0YJS6;H0YJY1,Q8WVM8,9;4;3;3;3;2;2;2;1,9;4;3;3;3;2;2;2;1,9;4;3;3;3;2;2;2;1,Sec1 family domain-containing protein 1,SCFD1,sp|Q8WVM8|SCFD1_HUMAN Sec1 family domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SCFD1 PE=1 SV=4,9,9,20.7,4.31753116899141,4.15777444202647,26.2796593187012,26.7139771342515
Q7Z333;X6RI79,Q7Z333;X6RI79,9;6,9;6,9;6,Probable helicase senataxin,SETX,sp|Q7Z333|SETX_HUMAN Probable helicase senataxin OS=Homo sapiens OX=9606 GN=SETX PE=1 SV=4;tr|X6RI79|X6RI79_HUMAN Probable helicase senataxin (Fragment) OS=Homo sapiens OX=9606 GN=SETX PE=1 SV=1,9,9,4.3,22.505766980627,22.1204908480948,26.4207421781172,25.2533523874935
Q99961;M0QYE0;M0R0I3;Q99962;M0R2K6,Q99961;M0QYE0;M0R0I3,9;7;7;2;1,9;7;7;2;1,9;7;7;2;1,Endophilin-A2,SH3GL1,sp|Q99961|SH3G1_HUMAN Endophilin-A2 OS=Homo sapiens OX=9606 GN=SH3GL1 PE=1 SV=1;tr|M0QYE0|M0QYE0_HUMAN Endophilin-A2 (Fragment) OS=Homo sapiens OX=9606 GN=SH3GL1 PE=1 SV=8;tr|M0R0I3|M0R0I3_HUMAN Endophilin-A2 (Fragment) OS=Homo sapiens OX=9606 GN=SH3GL1 PE,9,9,31.8,4.31753116899141,4.15777444202647,27.9157021638652,27.990480291953
Q96FS4;F6RY50;E9PIB3,Q96FS4;F6RY50,9;7;2,9;7;2,9;7;2,Signal-induced proliferation-associated protein 1,SIPA1,sp|Q96FS4|SIPA1_HUMAN Signal-induced proliferation-associated protein 1 OS=Homo sapiens OX=9606 GN=SIPA1 PE=1 SV=1;tr|F6RY50|F6RY50_HUMAN Signal-induced proliferation-associated protein 1 OS=Homo sapiens OX=9606 GN=SIPA1 PE=1 SV=1,9,9,12.6,4.31753116899141,4.15777444202647,27.1334964280578,26.9881520976905
O43166;H0YJY2;Q9P2F8,O43166,38;7;1,38;7;1,9;2;0,Signal-induced proliferation-associated 1-like protein 1,SIPA1L1,sp|O43166|SI1L1_HUMAN Signal-induced proliferation-associated 1-like protein 1 OS=Homo sapiens OX=9606 GN=SIPA1L1 PE=1 SV=4,38,9,31.8,4.31753116899141,4.15777444202647,29.85445025105,29.6527019447126
Q9Y5X3;Q5QPE4;Q5QPE5;A0A087WUY5;U3KQL0;U3KQP5,Q9Y5X3;Q5QPE4;Q5QPE5,9;7;6;4;1;1,9;7;6;4;1;1,9;7;6;4;1;1,Sorting nexin-5,SNX5,sp|Q9Y5X3|SNX5_HUMAN Sorting nexin-5 OS=Homo sapiens OX=9606 GN=SNX5 PE=1 SV=1;tr|Q5QPE4|Q5QPE4_HUMAN Sorting nexin-5 (Fragment) OS=Homo sapiens OX=9606 GN=SNX5 PE=1 SV=7;tr|Q5QPE5|Q5QPE5_HUMAN Sorting nexin-5 (Fragment) OS=Homo sapiens OX=9606 GN=SNX5 PE=,9,9,26.2,4.31753116899141,4.15777444202647,27.3516972272658,27.5032453792951
Q8NB90;P62195;J3QRR3;J3QRW1;J3QLH6;J3KRP2;J3QSA9;J3QQM1,Q8NB90,9;1;1;1;1;1;1;1,9;1;1;1;1;1;1;1,9;1;1;1;1;1;1;1,Spermatogenesis-associated protein 5,SPATA5,sp|Q8NB90|AFG2H_HUMAN ATPase family protein 2 homolog OS=Homo sapiens OX=9606 GN=SPATA5 PE=1 SV=3,9,9,13.0,4.31753116899141,4.15777444202647,26.4983685049527,26.4771354477329
Q92783;A6NMU3;C9J1E5,Q92783,11;5;1,11;5;1,9;5;1,Signal transducing adapter molecule 1,STAM,sp|Q92783|STAM1_HUMAN Signal transducing adapter molecule 1 OS=Homo sapiens OX=9606 GN=STAM PE=1 SV=3,11,9,26.7,4.31753116899141,4.15777444202647,28.0294953422339,27.4876913871653
