WSB1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
PPIF,0.5215343008,0.0117873805921568,0,P30405;H0Y548;R4GN99,P30405;H0Y548;R4GN99,10;6;5,10;6;5,10;6;5,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial;Peptidyl-prolyl cis-trans isomerase",PPIF,"sp|P30405|PPIF_HUMAN Peptidyl-prolyl cis-trans isomerase F, mitochondrial OS=Homo sapiens OX=9606 GN=PPIF PE=1 SV=1;tr|H0Y548|H0Y548_HUMAN Peptidyl-prolyl cis-trans isomerase (Fragment) OS=Homo sapiens OX=9606 GN=PPIF PE=1 SV=1;tr|R4GN99|R4GN99_HUMAN Pepti",10,10,60.9,207
NMT1,-0.4096127282,0.0117710754621637,0,P30419;K7EN82;B7Z8J4,P30419;K7EN82;B7Z8J4,6;3;3,6;3;3,6;3;3,Glycylpeptide N-tetradecanoyltransferase 1,NMT1,sp|P30419|NMT1_HUMAN Glycylpeptide N-tetradecanoyltransferase 1 OS=Homo sapiens OX=9606 GN=NMT1 PE=1 SV=2;tr|K7EN82|K7EN82_HUMAN Glycylpeptide N-tetradecanoyltransferase 1 (Fragment) OS=Homo sapiens OX=9606 GN=NMT1 PE=1 SV=1;tr|B7Z8J4|B7Z8J4_HUMAN Glycylpe,6,6,14.7,496
ALDH1B1,0.2843642074,0.0389789290926743,0,P30837,P30837,12,12,11,"Aldehyde dehydrogenase X, mitochondrial",ALDH1B1,"sp|P30837|AL1B1_HUMAN Aldehyde dehydrogenase X, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH1B1 PE=1 SV=3",12,11,36,517
SDHA,-0.2104430113,0.113284184885339,0,P31040;D6RFM5;A0A087X1I3;A0A494C1T6;H0Y8X1,P31040;D6RFM5;A0A087X1I3;A0A494C1T6,14;12;9;8;1,14;12;9;8;1,14;12;9;8;1,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",SDHA,"sp|P31040|SDHA_HUMAN Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHA PE=1 SV=2;tr|D6RFM5|D6RFM5_HUMAN Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens OX=9606 ",14,14,27.1,664
GDI1,0.5257036776,0.355080162901166,0,P31150;G5E9U5,P31150,13;4,4;1,4;1,Rab GDP dissociation inhibitor alpha,GDI1,sp|P31150|GDIA_HUMAN Rab GDP dissociation inhibitor alpha OS=Homo sapiens OX=9606 GN=GDI1 PE=1 SV=2,13,4,33.6,447
MAT2A,0.4803608488,0.0277647408532915,0,P31153;Q00266,P31153,13;1,13;1,13;1,S-adenosylmethionine synthase isoform type-2,MAT2A,sp|P31153|METK2_HUMAN S-adenosylmethionine synthase isoform type-2 OS=Homo sapiens OX=9606 GN=MAT2A PE=1 SV=1,13,13,30.4,395
RRM2,-0.4579375433,0.125585759849891,0,P31350;A0A286YFD6;C9JXC1,P31350;A0A286YFD6;C9JXC1,10;9;6,10;9;6,10;9;6,Ribonucleoside-diphosphate reductase subunit M2,RRM2,sp|P31350|RIR2_HUMAN Ribonucleoside-diphosphate reductase subunit M2 OS=Homo sapiens OX=9606 GN=RRM2 PE=1 SV=1;tr|A0A286YFD6|A0A286YFD6_HUMAN Ribonucleoside-diphosphate reductase subunit M2 OS=Homo sapiens OX=9606 GN=RRM2 PE=1 SV=1;tr|C9JXC1|C9JXC1_HUMAN R,10,10,32.9,389
DNAJA1,0.3576799388,0.0710011521446033,0,P31689,P31689,6,6,6,DnaJ homolog subfamily A member 1,DNAJA1,sp|P31689|DNJA1_HUMAN DnaJ homolog subfamily A member 1 OS=Homo sapiens OX=9606 GN=DNAJA1 PE=1 SV=2,6,6,26.4,397
UQCRC1,0.0696630729,0.508101167246599,0,P31930,P31930,18,18,18,"Cytochrome b-c1 complex subunit 1, mitochondrial",UQCRC1,"sp|P31930|QCR1_HUMAN Cytochrome b-c1 complex subunit 1, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC1 PE=1 SV=3",18,18,42.9,480
ATIC,-0.1244582499,0.282470210527361,0,P31939;H7C1S2;C9JLK0;F8WEF0,P31939,32;13;7;3,32;13;7;3,32;13;7;3,Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase,ATIC,sp|P31939|PUR9_HUMAN Bifunctional purine biosynthesis protein ATIC OS=Homo sapiens OX=9606 GN=ATIC PE=1 SV=3,32,32,65,592
HNRNPH3,-0.2418308312,0.0662725604108489,0,P31942,P31942,14,13,13,Heterogeneous nuclear ribonucleoprotein H3,HNRNPH3,sp|P31942|HNRH3_HUMAN Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens OX=9606 GN=HNRNPH3 PE=1 SV=2,14,13,61.8,346
YWHAB,-0.0813990152,0.417018794559036,0,P31946;Q4VY20;Q4VY19;A0A0J9YWE8;A0A0J9YWZ2,P31946;Q4VY20;Q4VY19;A0A0J9YWE8,21;11;11;11;5,15;9;9;9;3,13;7;7;7;3,"14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed",YWHAB,sp|P31946|1433B_HUMAN 14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=3;tr|Q4VY20|Q4VY20_HUMAN 14-3-3 protein beta/alpha (Fragment) OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=1;tr|Q4VY19|Q4VY19_HUMAN 14-3-3 protein beta/alpha (Fragment) OS,21,13,70.7,246
SFN,0.7602563674,0.00347600522191327,0,P31947,P31947,21,18,18,14-3-3 protein sigma,SFN,sp|P31947|1433S_HUMAN 14-3-3 protein sigma OS=Homo sapiens OX=9606 GN=SFN PE=1 SV=1,21,18,88.3,248
STIP1,0.0572280502,0.592963168273841,0,P31948;F5H783;F5GXD8;H0YGI8,P31948;F5H783,33;18;14;4,33;18;14;4,33;18;14;4,Stress-induced-phosphoprotein 1,STIP1,sp|P31948|STIP1_HUMAN Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1;tr|F5H783|F5H783_HUMAN Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1,33,33,58.2,543
S100A11,-0.1777686688,0.129839295152521,0,P31949,P31949,6,6,6,"Protein S100-A11;Protein S100-A11, N-terminally processed",S100A11,sp|P31949|S10AB_HUMAN Protein S100-A11 OS=Homo sapiens OX=9606 GN=S100A11 PE=1 SV=2,6,6,46.7,105
PRDX2,-0.4844648372,0.00664310736082633,0,P32119;A6NIW5,P32119;A6NIW5,10;5,9;5,9;5,Peroxiredoxin-2,PRDX2,"sp|P32119|PRDX2_HUMAN Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5;tr|A6NIW5|A6NIW5_HUMAN Peroxiredoxin 2, isoform CRA_a OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=2",10,9,36.4,198
PYCR1,-0.1283045272,0.409592701611018,0,P32322;E2QRB3;J3QL24;J3KQ22;J3QLK9;J3QL32;J3QR88;J3QL23;J3KTA8;J3QKT3;J3QRZ0;J3QKT4;J3KSA9,P32322;E2QRB3;J3QL24;J3KQ22;J3QLK9;J3QL32,12;11;7;7;6;6;5;5;4;4;4;4;1,12;11;7;7;6;6;5;5;4;4;4;4;1,11;10;7;7;6;6;5;5;4;4;4;3;1,"Pyrroline-5-carboxylate reductase 1, mitochondrial;Pyrroline-5-carboxylate reductase",PYCR1,"sp|P32322|P5CR1_HUMAN Pyrroline-5-carboxylate reductase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PYCR1 PE=1 SV=2;tr|E2QRB3|E2QRB3_HUMAN Pyrroline-5-carboxylate reductase 1, isoform CRA_c OS=Homo sapiens OX=9606 GN=PYCR1 PE=1 SV=2;tr|J3QL24|J3QL24_HUMAN ",12,11,44.2,319
RPL9,0.3292115602,0.0334489099526735,0,P32969;D6RAN4;A0A2R8Y5Y7;E7ESE0;H0Y9V9;H0Y9R4,P32969;D6RAN4;A0A2R8Y5Y7;E7ESE0;H0Y9V9,13;11;11;9;8;5,13;11;11;9;8;5,13;11;11;9;8;5,60S ribosomal protein L9,RPL9,sp|P32969|RL9_HUMAN 60S ribosomal protein L9 OS=Homo sapiens OX=9606 GN=RPL9 PE=1 SV=1;tr|D6RAN4|D6RAN4_HUMAN 60S ribosomal protein L9 (Fragment) OS=Homo sapiens OX=9606 GN=RPL9 PE=1 SV=8;tr|A0A2R8Y5Y7|A0A2R8Y5Y7_HUMAN 60S ribosomal protein L9 OS=Homo sapi,13,13,55.7,192
KIF5B,-0.0489729826,0.724521292231467,0,P33176;C9JWB9,P33176,17;1,17;1,12;0,Kinesin-1 heavy chain,KIF5B,sp|P33176|KINH_HUMAN Kinesin-1 heavy chain OS=Homo sapiens OX=9606 GN=KIF5B PE=1 SV=1,17,12,19.6,963
CKS2,0.229095075,0.26237775058045,0,P33552,P33552,4,4,4,Cyclin-dependent kinases regulatory subunit 2,CKS2,sp|P33552|CKS2_HUMAN Cyclin-dependent kinases regulatory subunit 2 OS=Homo sapiens OX=9606 GN=CKS2 PE=1 SV=1,4,4,69.6,79
MCM5,-0.1157830636,0.443980559557497,0,P33992;B1AHB1;B1AHB2;B1AHA9;F8WFD7,P33992;B1AHB1,25;24;8;5;1,25;24;8;5;1,25;24;8;5;1,DNA replication licensing factor MCM5;DNA helicase,MCM5,sp|P33992|MCM5_HUMAN DNA replication licensing factor MCM5 OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=5;tr|B1AHB1|B1AHB1_HUMAN DNA helicase OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=1,25,25,40.5,734
MCM7,-0.2860149259,0.131946121784717,0,P33993;C9J8M6,P33993,27;6,27;6,27;6,DNA replication licensing factor MCM7,MCM7,sp|P33993|MCM7_HUMAN DNA replication licensing factor MCM7 OS=Homo sapiens OX=9606 GN=MCM7 PE=1 SV=4,27,27,51.7,719
SHMT1,-0.1512756117,0.339255284305075,0,P34896;J3KRZ5;A0A087WTD8;J3KRK5,P34896;J3KRZ5,6;3;1;1,5;3;1;1,5;3;1;1,"Serine hydroxymethyltransferase, cytosolic",SHMT1,"sp|P34896|GLYC_HUMAN Serine hydroxymethyltransferase, cytosolic OS=Homo sapiens OX=9606 GN=SHMT1 PE=1 SV=1;tr|J3KRZ5|J3KRZ5_HUMAN Serine hydroxymethyltransferase, cytosolic (Fragment) OS=Homo sapiens OX=9606 GN=SHMT1 PE=1 SV=1",6,5,23.2,483
SHMT2,-0.0986051642,0.352908914304271,0,P34897;H0YIZ0;G3V2Y4;G3V5L0;G3V4W5;G3V540;G3V241;G3V3Y8;G3V4T0;G3V4X0;G3V2W0;G3V2E4;G3V2D2,P34897;H0YIZ0,30;17;13;11;11;9;7;7;7;7;7;7;1,30;17;13;11;11;9;7;7;7;7;7;7;1,28;17;12;9;9;7;6;6;6;6;6;6;0,"Serine hydroxymethyltransferase, mitochondrial;Serine hydroxymethyltransferase",SHMT2,"sp|P34897|GLYM_HUMAN Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=SHMT2 PE=1 SV=3;tr|H0YIZ0|H0YIZ0_HUMAN Serine hydroxymethyltransferase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=SHMT2 PE=1 SV=1",30,28,67.7,504
HSPA4,0.1742983782,0.125947998009749,0,P34932;A0A087WYC1;A0A087WTS8,P34932;A0A087WYC1;A0A087WTS8,50;41;33,50;41;33,46;37;31,Heat shock 70 kDa protein 4,HSPA4,sp|P34932|HSP74_HUMAN Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4;tr|A0A087WYC1|A0A087WYC1_HUMAN Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=1;tr|A0A087WTS8|A0A087WTS8_HUMAN Heat shock 70 kDa protein 4 OS,50,46,58.5,840
GPC1,-1.9018357832,0.28325595758336,0,P35052;C9J4Y6;H7BZE9;H7C024;H7C410,P35052;C9J4Y6;H7BZE9;H7C024;H7C410,2;1;1;1;1,2;1;1;1;1,2;1;1;1;1,Glypican-1;Secreted glypican-1,GPC1,sp|P35052|GPC1_HUMAN Glypican-1 OS=Homo sapiens OX=9606 GN=GPC1 PE=1 SV=2;tr|C9J4Y6|C9J4Y6_HUMAN Glypican-1 (Fragment) OS=Homo sapiens OX=9606 GN=GPC1 PE=1 SV=1;tr|H7BZE9|H7BZE9_HUMAN Glypican-1 (Fragment) OS=Homo sapiens OX=9606 GN=GPC1 PE=1 SV=2;tr|H7C02,2,2,5.2,558
CTNNA1,-0.0834324735,0.818495399722373,0,P35221;G3XAM7;E5RIB1;E5RJZ2;E5RIT8;E5RFM3;E5RJL0;E5RIE0;E5RHV7;E5RGY7;E5RGY6;E5RG03;E5RJ41,P35221;G3XAM7,8;7;2;1;1;1;1;1;1;1;1;1;1,8;7;2;1;1;1;1;1;1;1;1;1;1,8;7;2;1;1;1;1;1;1;1;1;1;1,Catenin alpha-1,CTNNA1,"sp|P35221|CTNA1_HUMAN Catenin alpha-1 OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1;tr|G3XAM7|G3XAM7_HUMAN Catenin (Cadherin-associated protein), alpha 1, 102kDa, isoform CRA_a OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1",8,8,10.8,906
PHB,0.0331526099,0.742808239304802,0,P35232;C9JW96;C9JZ20;E7ESE2;E9PCW0;D6RBK0,P35232;C9JW96;C9JZ20;E7ESE2;E9PCW0,26;23;20;20;20;11,26;23;20;20;20;11,26;23;20;20;20;11,Prohibitin,PHB,sp|P35232|PHB_HUMAN Prohibitin OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1;tr|C9JW96|C9JW96_HUMAN Prohibitin (Fragment) OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=2;tr|C9JZ20|C9JZ20_HUMAN Prohibitin (Fragment) OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1;tr|E7ESE2|E7,26,26,88.2,272
RPA3,-0.1476404804,0.248512350388438,0,P35244;B5MC59,P35244,5;2,5;2,5;2,Replication protein A 14 kDa subunit,RPA3,sp|P35244|RFA3_HUMAN Replication protein A 14 kDa subunit OS=Homo sapiens OX=9606 GN=RPA3 PE=1 SV=1,5,5,47.1,121
RFC2,0.1685467411,0.538640493706488,0,P35250;H7C5P4;A0A087WVY3,P35250;H7C5P4;A0A087WVY3,5;3;3,5;3;3,5;3;3,Replication factor C subunit 2,RFC2,sp|P35250|RFC2_HUMAN Replication factor C subunit 2 OS=Homo sapiens OX=9606 GN=RFC2 PE=1 SV=3;tr|H7C5P4|H7C5P4_HUMAN Replication factor C subunit 2 (Fragment) OS=Homo sapiens OX=9606 GN=RFC2 PE=1 SV=1;tr|A0A087WVY3|A0A087WVY3_HUMAN Replication factor C sub,5,5,15.8,354
RPL22,0.2421413946,0.0727505346367253,0,P35268;K7ERI7;K7EMH1;K7ELC4;K7EP65;K7EKS7;K7EJT5,P35268;K7ERI7;K7EMH1;K7ELC4;K7EP65;K7EKS7,10;9;8;7;5;5;3,10;9;8;7;5;5;3,8;7;6;5;5;5;3,60S ribosomal protein L22,RPL22,sp|P35268|RL22_HUMAN 60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=2;tr|K7ERI7|K7ERI7_HUMAN 60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=1;tr|K7EMH1|K7EMH1_HUMAN 60S ribosomal protein L22 (Fragment) OS=Homo sapien,10,8,69.5,128
SPR,-0.424285036,0.0140930453033163,0,P35270,P35270,7,7,7,Sepiapterin reductase,SPR,sp|P35270|SPRE_HUMAN Sepiapterin reductase OS=Homo sapiens OX=9606 GN=SPR PE=1 SV=1,7,7,37.5,261
MYH9,0.2993688264,0.04273395517278,0,P35579;Q5BKV1;B1AH99;A0A0C4DFM8;A0A494C024;P13535;P11055;Q9UKX3;A0A2R8Y4C3;A1L2Z2,P35579,118;11;5;2;2;1;1;1;1;1,118;11;5;2;2;1;1;1;1;1,101;11;5;0;0;0;0;0;0;0,Myosin-9,MYH9,sp|P35579|MYH9_HUMAN Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4,118,101,58.5,1960
MYH10,0.2726928519,0.234783333200605,0,P35580;E7ERA5,P35580,18;1,6;1,5;1,Myosin-10,MYH10,sp|P35580|MYH10_HUMAN Myosin-10 OS=Homo sapiens OX=9606 GN=MYH10 PE=1 SV=3,18,5,9,1976
COPB2,-0.0712326505,0.640763011772726,0,P35606;D6RBZ7;D6RCL6;D6RBG7;D6RBT6;D6R997;H0Y938;H0YAC7,P35606,17;4;4;4;4;4;4;1,17;4;4;4;4;4;4;1,17;4;4;4;4;4;4;1,Coatomer subunit beta,COPB2,sp|P35606|COPB2_HUMAN Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB2 PE=1 SV=2,17,17,26.2,906
PSMC2,-0.1894986758,0.112251502825344,0,P35998;C9JLS9,P35998,18;2,18;2,18;2,26S protease regulatory subunit 7,PSMC2,sp|P35998|PRS7_HUMAN 26S proteasome regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMC2 PE=1 SV=3,18,18,49,433
ARL3,-0.4330331369,0.00873570770074343,0,P36405,P36405,9,9,9,ADP-ribosylation factor-like protein 3,ARL3,sp|P36405|ARL3_HUMAN ADP-ribosylation factor-like protein 3 OS=Homo sapiens OX=9606 GN=ARL3 PE=1 SV=2,9,9,44.5,182
MAP2K2;MAP2K1,-0.0545904252,0.671579606777616,0,P36507;Q02750;G5E9C7;A0A1B0GUL7;H3BRW9,P36507;Q02750;G5E9C7;A0A1B0GUL7,4;4;3;3;1,4;4;3;3;1,4;4;3;3;1,Dual specificity mitogen-activated protein kinase kinase 2;Dual specificity mitogen-activated protein kinase kinase 1,MAP2K2;MAP2K1,sp|P36507|MP2K2_HUMAN Dual specificity mitogen-activated protein kinase kinase 2 OS=Homo sapiens OX=9606 GN=MAP2K2 PE=1 SV=1;sp|Q02750|MP2K1_HUMAN Dual specificity mitogen-activated protein kinase kinase 1 OS=Homo sapiens OX=9606 GN=MAP2K1 PE=1 SV=2;tr|G5E,4,4,13.8,400
ATP5C1,-0.14751376,0.477841293134369,0,P36542,P36542,8,8,8,"ATP synthase subunit gamma, mitochondrial",ATP5C1,"sp|P36542|ATPG_HUMAN ATP synthase subunit gamma, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1C PE=1 SV=1",8,8,30.9,298
ATP6V1E1,0.7063895541,0.00256346842183326,0,P36543;C9J8H1,P36543;C9J8H1,4;2,4;2,4;2,V-type proton ATPase subunit E 1,ATP6V1E1,sp|P36543|VATE1_HUMAN V-type proton ATPase subunit E 1 OS=Homo sapiens OX=9606 GN=ATP6V1E1 PE=1 SV=1;tr|C9J8H1|C9J8H1_HUMAN V-type proton ATPase subunit E 1 (Fragment) OS=Homo sapiens OX=9606 GN=ATP6V1E1 PE=1 SV=1,4,4,23,226
CPOX,-0.3390429242,0.0654236389558,0,P36551;H0YA22;D6RER6,P36551,13;3;1,13;3;1,13;3;1,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",CPOX,"sp|P36551|HEM6_HUMAN Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial OS=Homo sapiens OX=9606 GN=CPOX PE=1 SV=3",13,13,32.8,454
RPL4,0.1787800815,0.154030029817209,0,P36578;H3BM89;H3BTP7;H3BU31,P36578;H3BM89,37;26;17;16,37;26;17;16,37;26;17;16,60S ribosomal protein L4,RPL4,sp|P36578|RL4_HUMAN 60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=5;tr|H3BM89|H3BM89_HUMAN 60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=1,37,37,63,427
DLST,-0.2507276172,0.109515630599686,0,P36957;Q86SW4;H0YJF9;G3V5M3;G3V3F0,P36957,8;3;2;2;2,8;3;2;2;2,8;3;2;2;2,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",DLST,"sp|P36957|ODO2_HUMAN Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLST PE=1 SV=4",8,8,16.6,453
SRP14,-0.2094438458,0.0927206136740932,0,P37108;H0YLA2,P37108;H0YLA2,8;5,8;5,8;5,Signal recognition particle 14 kDa protein,SRP14,sp|P37108|SRP14_HUMAN Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=2;tr|H0YLA2|H0YLA2_HUMAN Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=1,8,8,47.1,136
TAGLN2,0.0225122456,0.824411948582078,0,P37802;X6RJP6;Q9UI15;C9J5W6,P37802;X6RJP6,20;18;1;1,20;18;1;1,20;18;1;1,Transgelin-2,TAGLN2,sp|P37802|TAGL2_HUMAN Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3;tr|X6RJP6|X6RJP6_HUMAN Transgelin-2 (Fragment) OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=1,20,20,90.5,199
TALDO1,-0.347202353,0.0512336213500552,0,P37837;F2Z393,P37837;F2Z393,19;12,19;12,19;12,Transaldolase,TALDO1,sp|P37837|TALDO_HUMAN Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=2;tr|F2Z393|F2Z393_HUMAN Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=1,19,19,48.1,337
ETFB,-0.3959427131,0.117583166364574,0,P38117;M0QY67,P38117,9;4,9;4,9;4,Electron transfer flavoprotein subunit beta,ETFB,sp|P38117|ETFB_HUMAN Electron transfer flavoprotein subunit beta OS=Homo sapiens OX=9606 GN=ETFB PE=1 SV=3,9,9,42.7,255
ATP6V1A,-0.6794527709,0.00206639740259273,0,P38606;C9JVW8;C9JA17;F8WDJ3,P38606,21;7;6;1,21;7;6;1,21;7;6;1,V-type proton ATPase catalytic subunit A,ATP6V1A,sp|P38606|VATA_HUMAN V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2,21,21,51.5,617
HSPA9,-0.078822937,0.442600641258212,0,P38646;A0A3B3ITI4;D6RJI2;D6RA73;H0YBG6;H0Y8S0;A0A3B3ITN1,P38646,31;11;8;4;4;3;1,31;11;8;4;4;3;1,31;11;8;4;4;3;1,"Stress-70 protein, mitochondrial",HSPA9,"sp|P38646|GRP75_HUMAN Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2",31,31,49,679
EIF4A3,-0.0734506682,0.626689471678552,0,P38919;I3L3H2;E9PBH4;F8WE11,P38919;I3L3H2,20;17;1;1,17;14;0;0,17;14;0;0,"Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-III, N-terminally processed",EIF4A3,sp|P38919|IF4A3_HUMAN Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4;tr|I3L3H2|I3L3H2_HUMAN Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=2,20,17,41.4,411
RPS19,0.4718793759,0.0113228663704226,0,P39019;M0R2L9;M0QYF7;M0R140;A0A075B6E2,P39019;M0R2L9;M0QYF7;M0R140,14;10;10;10;3,14;10;10;10;3,14;10;10;10;3,40S ribosomal protein S19,RPS19,sp|P39019|RS19_HUMAN 40S ribosomal protein S19 OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=2;tr|M0R2L9|M0R2L9_HUMAN 40S ribosomal protein S19 (Fragment) OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=1;tr|M0QYF7|M0QYF7_HUMAN 40S ribosomal protein S19 (Fragment) OS=,14,14,62.1,145
RPL3,0.2690896938,0.0528004341571583,0,P39023;G5E9G0;B5MCW2;H7C422;H7C3M2;F8WCR1;Q92901,P39023;G5E9G0;B5MCW2;H7C422;H7C3M2,27;24;19;17;14;6;3,27;24;19;17;14;6;3,27;24;19;17;14;6;3,60S ribosomal protein L3,RPL3,sp|P39023|RL3_HUMAN 60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=2;tr|G5E9G0|G5E9G0_HUMAN 60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=1;tr|B5MCW2|B5MCW2_HUMAN 60S ribosomal protein L3 (Fragment) OS=Homo sapiens OX=9,27,27,51.6,403
FEN1,-0.1212687003,0.282732703776044,0,P39748;I3L3E9;F5H1Y3,P39748;I3L3E9,12;6;4,12;6;4,12;6;4,Flap endonuclease 1,FEN1,sp|P39748|FEN1_HUMAN Flap endonuclease 1 OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1;tr|I3L3E9|I3L3E9_HUMAN Flap endonuclease 1 (Fragment) OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1,12,12,38.4,380
TXLNA,-0.0170977872,0.868877381514504,0,P40222,P40222,8,8,8,Alpha-taxilin,TXLNA,sp|P40222|TXLNA_HUMAN Alpha-taxilin OS=Homo sapiens OX=9606 GN=TXLNA PE=1 SV=3,8,8,20.5,546
CCT6A,0.1887523163,0.11729464872061,0,P40227,P40227,31,31,26,T-complex protein 1 subunit zeta,CCT6A,sp|P40227|TCPZ_HUMAN T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3,31,26,56.9,531
NNMT,-0.3571964153,0.0166612489410498,0,P40261,P40261,5,5,5,Nicotinamide N-methyltransferase,NNMT,sp|P40261|NNMT_HUMAN Nicotinamide N-methyltransferase OS=Homo sapiens OX=9606 GN=NNMT PE=1 SV=1,5,5,20.8,264
RPL13A;RPL13a,0.4005549533,0.0168016220882778,0,P40429;M0QYS1;Q8J015;Q6NVV1;M0QZU1;A0A096LPE0,P40429;M0QYS1;Q8J015,17;15;13;7;2;2,17;15;13;7;2;2,17;15;13;7;2;2,60S ribosomal protein L13a,RPL13A;RPL13a,sp|P40429|RL13A_HUMAN 60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2;tr|M0QYS1|M0QYS1_HUMAN 60S ribosomal protein L13a (Fragment) OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2;tr|Q8J015|Q8J015_HUMAN 60S ribosomal protein L13a OS=Homo ,17,17,52.2,203
STAT3,-0.2286721849,0.154173175072861,0,P40763;G8JLH9,P40763;G8JLH9,3;2,3;2,3;2,Signal transducer and activator of transcription 3;Signal transducer and activator of transcription,STAT3,sp|P40763|STAT3_HUMAN Signal transducer and activator of transcription 3 OS=Homo sapiens OX=9606 GN=STAT3 PE=1 SV=2;tr|G8JLH9|G8JLH9_HUMAN Signal transducer and activator of transcription OS=Homo sapiens OX=9606 GN=STAT3 PE=1 SV=1,3,3,6.8,770
