GNB2_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
RPS27;RPS27L,-0.1523341759,0.256761658091147,0,P42677;Q71UM5;H0YMV8;C9JLI6;C9J1C5,P42677;Q71UM5;H0YMV8,5;3;3;2;1,5;3;3;2;1,5;3;3;2;1,40S ribosomal protein S27;40S ribosomal protein S27-like,RPS27;RPS27L,sp|P42677|RS27_HUMAN 40S ribosomal protein S27 OS=Homo sapiens OX=9606 GN=RPS27 PE=1 SV=3;sp|Q71UM5|RS27L_HUMAN 40S ribosomal protein S27-like OS=Homo sapiens OX=9606 GN=RPS27L PE=1 SV=3;tr|H0YMV8|H0YMV8_HUMAN 40S ribosomal protein S27 OS=Homo sapiens OX=9,5,5,45.2,84
LRPPRC,0.2332766068,0.120922478396893,0,P42704;A0A0C4DG06;B8ZZ38;C9JCA9;H7C3W8,P42704,57;19;18;14;2,57;19;18;14;2,57;19;18;14;2,"Leucine-rich PPR motif-containing protein, mitochondrial",LRPPRC,"sp|P42704|LPPRC_HUMAN Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3",57,57,46.1,1394
ACAA2,-0.1758362278,0.370374105920138,0,P42765;A0A0B4J2A4;K7EME0;K7EJB1;K7EJ68;K7ER88,P42765;A0A0B4J2A4;K7EME0,14;12;8;2;2;1,14;12;8;2;2;1,14;12;8;2;2;1,"3-ketoacyl-CoA thiolase, mitochondrial",ACAA2,"sp|P42765|THIM_HUMAN 3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=2;tr|A0A0B4J2A4|A0A0B4J2A4_HUMAN 3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=1;tr|K7EME0|K7EME0_HUMAN 3-ketoacyl-CoA th",14,14,52.6,397
RPL35,0.1002952738,0.545183109822058,0,P42766;F2Z388,P42766;F2Z388,8;7,8;7,8;7,60S ribosomal protein L35,RPL35,sp|P42766|RL35_HUMAN 60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=2;tr|F2Z388|F2Z388_HUMAN 60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=1,8,8,43.1,123
MSH2,-0.4522278882,0.415788718925182,0,P43246;A0A2R8Y7S8;A0A2R8YFH0;E9PHA6;A0A2R8Y6P0;A0A2R8YG02,P43246;A0A2R8Y7S8;A0A2R8YFH0;E9PHA6;A0A2R8Y6P0;A0A2R8YG02,6;5;5;5;5;5,6;5;5;5;5;5,6;5;5;5;5;5,DNA mismatch repair protein Msh2,MSH2,sp|P43246|MSH2_HUMAN DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1;tr|A0A2R8Y7S8|A0A2R8Y7S8_HUMAN DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1;tr|A0A2R8YFH0|A0A2R8YFH0_HUMAN DNA mismatch repair pro,6,6,8.6,934
GPD2,0.0784758701,0.807583267373409,0,P43304;F5GYK7,P43304;F5GYK7,8;4,8;4,8;4,"Glycerol-3-phosphate dehydrogenase, mitochondrial;Glycerol-3-phosphate dehydrogenase",GPD2,"sp|P43304|GPDM_HUMAN Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=GPD2 PE=1 SV=3;tr|F5GYK7|F5GYK7_HUMAN Glycerol-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GPD2 PE=1 SV=1",8,8,14.7,727
MAGEA4,-0.2615923432,0.123944837693701,0,P43358;P43361;C9JZJ5;C9J9C2;C9JK50;C9JIR1;P43363;P43355;P43362;O15480;A2A368;A8MXT2;Q3SYA6;A0A0A0MSA3,P43358,17;5;5;5;5;5;3;2;2;1;1;1;1;1,17;5;5;5;5;5;3;2;2;1;1;1;1;1,16;4;5;5;5;5;2;1;2;0;0;0;0;0,Melanoma-associated antigen 4,MAGEA4,sp|P43358|MAGA4_HUMAN Melanoma-associated antigen 4 OS=Homo sapiens OX=9606 GN=MAGEA4 PE=1 SV=2,17,16,37.2,317
NAMPT,0.8062727233,0.0148903655579437,0,P43490;A0A0C4DFS8;C9JF35;C9JG65,P43490;A0A0C4DFS8,11;6;2;2,11;6;2;2,11;6;2;2,Nicotinamide phosphoribosyltransferase,NAMPT,sp|P43490|NAMPT_HUMAN Nicotinamide phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAMPT PE=1 SV=1;tr|A0A0C4DFS8|A0A0C4DFS8_HUMAN Nicotinamide phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAMPT PE=1 SV=1,11,11,27.5,491
PSMC4,-0.2943609638,0.170016751070327,0,P43686,P43686,11,11,11,26S protease regulatory subunit 6B,PSMC4,sp|P43686|PRS6B_HUMAN 26S proteasome regulatory subunit 6B OS=Homo sapiens OX=9606 GN=PSMC4 PE=1 SV=2,11,11,33.5,418
VDAC2,0.077147566,0.556312198038749,0,P45880;A0A0A0MR02;Q5JSD2;Q5JSD1;A2A3S1,P45880;A0A0A0MR02;Q5JSD2;Q5JSD1,18;17;12;12;7,18;17;12;12;7,18;17;12;12;7,Voltage-dependent anion-selective channel protein 2,VDAC2,sp|P45880|VDAC2_HUMAN Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2;tr|A0A0A0MR02|A0A0A0MR02_HUMAN Voltage-dependent anion-selective channel protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=1;tr,18,18,55.8,294
CBX5,-0.7772480818,0.00727988019966658,0,P45973;F8VNY3,P45973,6;1,5;1,5;1,Chromobox protein homolog 5,CBX5,sp|P45973|CBX5_HUMAN Chromobox protein homolog 5 OS=Homo sapiens OX=9606 GN=CBX5 PE=1 SV=1,6,5,33,191
USP5,0.2497060032,0.224839295449584,0,P45974;F5H571,P45974,22;2,22;2,20;2,Ubiquitin carboxyl-terminal hydrolase 5,USP5,sp|P45974|UBP5_HUMAN Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens OX=9606 GN=USP5 PE=1 SV=2,22,20,35.1,858
RANGAP1,-0.2947275009,0.120885404066335,0,P46060;H0Y4Q3;B0QYT5;B0QYT4;B0QYT6,P46060;H0Y4Q3,27;14;4;4;3,27;14;4;4;3,27;14;4;4;3,Ran GTPase-activating protein 1,RANGAP1,sp|P46060|RAGP1_HUMAN Ran GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RANGAP1 PE=1 SV=1;tr|H0Y4Q3|H0Y4Q3_HUMAN Ran GTPase-activating protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=RANGAP1 PE=1 SV=1,27,27,50.4,587
RECQL,-0.0453845332,0.723678780410701,0,P46063;F5H2L2;F8WA66;F8WD97;F5H4P4;F5H3W0,P46063,19;3;3;3;1;1,19;3;3;3;1;1,19;3;3;3;1;1,ATP-dependent DNA helicase Q1,RECQL,sp|P46063|RECQ1_HUMAN ATP-dependent DNA helicase Q1 OS=Homo sapiens OX=9606 GN=RECQL PE=1 SV=3,19,19,37.9,649
NOP2,0.1732675716,0.225425116615316,0,P46087;F5GYR3;F5H5X6;F5GWB7;F5H709;F5H359;F5H8G6,P46087,19;4;3;2;2;1;1,19;4;3;2;2;1;1,19;4;3;2;2;1;1,Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase,NOP2,sp|P46087|NOP2_HUMAN Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NOP2 PE=1 SV=2,19,19,23.5,812
RPL27A,0.0884599786,0.510012255300557,0,P46776;E9PJD9;E9PLL6;E9PLX7,P46776;E9PJD9;E9PLL6,14;11;11;6,14;11;11;6,14;11;11;6,60S ribosomal protein L27a,RPL27A,sp|P46776|RL27A_HUMAN 60S ribosomal protein L27a OS=Homo sapiens OX=9606 GN=RPL27A PE=1 SV=2;tr|E9PJD9|E9PJD9_HUMAN 60S ribosomal protein L27a OS=Homo sapiens OX=9606 GN=RPL27A PE=1 SV=1;tr|E9PLL6|E9PLL6_HUMAN 60S ribosomal protein L27a OS=Homo sapiens OX=,14,14,62.8,148
RPL5,0.2560737457,0.128801018968854,0,P46777;A0A2R8Y6J3;A0A2R8Y4A2;Q5T7N0;R4GNJ2,P46777;A0A2R8Y6J3,26;21;11;10;4,26;21;11;10;4,26;21;11;10;4,60S ribosomal protein L5,RPL5,sp|P46777|RL5_HUMAN 60S ribosomal protein L5 OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=3;tr|A0A2R8Y6J3|A0A2R8Y6J3_HUMAN 60S ribosomal protein L5 (Fragment) OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=1,26,26,65.3,297
RPL21,0.2365518212,0.104388026568166,0,P46778;M0R181;G3V1B3;M0R3I5,P46778;M0R181;G3V1B3,15;11;8;2,15;11;8;2,15;11;8;2,60S ribosomal protein L21,RPL21,sp|P46778|RL21_HUMAN 60S ribosomal protein L21 OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=2;tr|M0R181|M0R181_HUMAN 60S ribosomal protein L21 (Fragment) OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=1;tr|G3V1B3|G3V1B3_HUMAN 60S ribosomal protein L21 OS=Homo sapien,15,15,62.5,160
RPL28,0.0889368657,0.599068912050791,0,P46779;H0YKD8;H0YMF4;H0YLP6,P46779;H0YKD8;H0YMF4;H0YLP6,18;17;14;9,18;17;14;9,18;17;14;9,60S ribosomal protein L28,RPL28,sp|P46779|RL28_HUMAN 60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3;tr|H0YKD8|H0YKD8_HUMAN 60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=1;tr|H0YMF4|H0YMF4_HUMAN 60S ribosomal protein L28 OS=Homo sapiens OX=9606 G,18,18,71.5,137
RPS9,0.1733418866,0.292516815133352,0,P46781;B5MCT8;C9JM19;F2Z3C0;A8MXK4,P46781;B5MCT8;C9JM19,26;19;19;7;7,26;19;19;7;7,26;19;19;7;7,40S ribosomal protein S9,RPS9,sp|P46781|RS9_HUMAN 40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=3;tr|B5MCT8|B5MCT8_HUMAN 40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=1;tr|C9JM19|C9JM19_HUMAN 40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9,26,26,61.3,194
RPS10,-0.0839497916,0.500906764242824,0,P46783;A0A2R8Y6L3;F6U211;A0A2R8Y7H1;A0A2R8YFH6;A0A1W2PQS6;S4R435;Q9NQ39,P46783;A0A2R8Y6L3;F6U211;A0A2R8Y7H1;A0A2R8YFH6;A0A1W2PQS6,12;9;9;9;9;9;5;4,12;9;9;9;9;9;5;4,12;9;9;9;9;9;5;4,40S ribosomal protein S10,RPS10,sp|P46783|RS10_HUMAN 40S ribosomal protein S10 OS=Homo sapiens OX=9606 GN=RPS10 PE=1 SV=1;tr|A0A2R8Y6L3|A0A2R8Y6L3_HUMAN RPS10-NUDT3 readthrough (Fragment) OS=Homo sapiens OX=9606 GN=RPS10-NUDT3 PE=4 SV=1;tr|F6U211|F6U211_HUMAN 40S ribosomal protein S10 OS,12,12,68.5,165
YAP1,-0.349873709,0.0981082861139446,0,P46937,P46937,2,2,2,Transcriptional coactivator YAP1,YAP1,sp|P46937|YAP1_HUMAN Transcriptional coactivator YAP1 OS=Homo sapiens OX=9606 GN=YAP1 PE=1 SV=2,2,2,9.5,504
IQGAP1,-0.1082792775,0.460537137995668,0,P46940;H0YLE8;A0A0J9YXZ5;Q13576;Q86VI3;A0A087X225;A0A087WWP1;E9PDT6;E7EWC2;F5H7S7;F2Z2E2,P46940;H0YLE8;A0A0J9YXZ5,16;10;10;1;1;1;1;1;1;1;1,16;10;10;1;1;1;1;1;1;1;1,16;10;10;1;1;1;1;1;1;1;1,Ras GTPase-activating-like protein IQGAP1,IQGAP1,sp|P46940|IQGA1_HUMAN Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens OX=9606 GN=IQGAP1 PE=1 SV=1;tr|H0YLE8|H0YLE8_HUMAN Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens OX=9606 GN=IQGAP1 PE=1 SV=1;tr|A0A0J9YXZ5|A0A0J9YXZ5_HUMAN Ras GTPa,16,16,11.7,1657
STT3A,0.0576880308,0.634937650249035,0,P46977;A0A0C4DH80;E9PN73;E9PI32,P46977;A0A0C4DH80;E9PN73;E9PI32,7;4;4;4,6;3;3;3,6;3;3;3,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,STT3A,sp|P46977|STT3A_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Homo sapiens OX=9606 GN=STT3A PE=1 SV=2;tr|A0A0C4DH80|A0A0C4DH80_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A (Fragm,7,6,5.4,705
CAPZB,0.7697775747,0.177498284794916,0,P47756;B1AK87;B1AK88;B1AK85,P47756;B1AK87;B1AK88;B1AK85,8;7;7;5,8;7;7;5,8;7;7;5,F-actin-capping protein subunit beta,CAPZB,sp|P47756|CAPZB_HUMAN F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=4;tr|B1AK87|B1AK87_HUMAN F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=1;tr|B1AK88|B1AK88_HUMAN F-actin-capping protein subu,8,8,39.7,277
EIF1AX,0.0595254963,0.618861664246063,0,P47813;X6RAC9;O14602;A6NJH9,P47813;X6RAC9,3;3;1;1,3;3;1;1,3;3;1;1,"Eukaryotic translation initiation factor 1A, X-chromosomal",EIF1AX,"sp|P47813|IF1AX_HUMAN Eukaryotic translation initiation factor 1A, X-chromosomal OS=Homo sapiens OX=9606 GN=EIF1AX PE=1 SV=2;tr|X6RAC9|X6RAC9_HUMAN Eukaryotic translation initiation factor 1A, X-chromosomal OS=Homo sapiens OX=9606 GN=EIF1AX PE=1 SV=1",3,3,20.8,144
QARS,0.0707548424,0.734927392479503,0,P47897;A0A1B0GVU9;B4DDN1;H7C0R3;C9J165;A0A1B0GTT3;A0A0U1RQQ5;A0A0U1RQE9;A0A0U1RQT0;A0A0U1RQM8;A0A0U1RRI9;A0A0U1RQU2;A0A0U1RQX5;A0A0U1RRC8;A0A0U1RQX9;A0A0U1RR79;F2Z2V6;A0A0U1RQC3,P47897;A0A1B0GVU9;B4DDN1,21;19;16;7;6;6;6;5;5;5;4;4;3;2;2;1;1;1,21;19;16;7;6;6;6;5;5;5;4;4;3;2;2;1;1;1,16;14;14;7;2;6;6;2;2;2;1;1;3;2;2;1;1;1,Glutamine--tRNA ligase,QARS,sp|P47897|SYQ_HUMAN Glutamine--tRNA ligase OS=Homo sapiens OX=9606 GN=QARS1 PE=1 SV=1;tr|A0A1B0GVU9|A0A1B0GVU9_HUMAN Glutamine--tRNA ligase (Fragment) OS=Homo sapiens OX=9606 GN=QARS1 PE=1 SV=1;tr|B4DDN1|B4DDN1_HUMAN Glutamine--tRNA ligase OS=Homo sapiens ,21,16,29.7,775
ATP5O,0.0248750299,0.866493964680923,0,P48047;A0A494C0K9;H7C0C1;H7C068;H7C086,P48047;A0A494C0K9;H7C0C1,15;9;9;4;2,15;9;9;4;2,15;9;9;4;2,"ATP synthase subunit O, mitochondrial",ATP5O,"sp|P48047|ATPO_HUMAN ATP synthase subunit O, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PO PE=1 SV=1;tr|A0A494C0K9|A0A494C0K9_HUMAN ATP synthase subunit O, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PO PE=4 SV=1;tr|H7C0C1|H7C0C1_HUMAN Uncharacterized p",15,15,58.7,213
ARCN1,-0.1442451091,0.25732789187235,0,P48444;B0YIW6;Q6P1Q5;E9PK34,P48444;B0YIW6;Q6P1Q5,8;7;5;2,8;7;5;2,8;7;5;2,Coatomer subunit delta,ARCN1,sp|P48444|COPD_HUMAN Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 PE=1 SV=1;tr|B0YIW6|B0YIW6_HUMAN Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 PE=1 SV=1;tr|Q6P1Q5|Q6P1Q5_HUMAN Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 P,8,8,17.6,511
LSS,-0.7241501232,0.116361921898813,0,P48449;A0A0G2JQD0;C9J315;A0A0G2JS81;H7C3A5,P48449;A0A0G2JQD0,10;8;3;1;1,10;8;3;1;1,10;8;3;1;1,Lanosterol synthase,LSS,sp|P48449|LSS_HUMAN Lanosterol synthase OS=Homo sapiens OX=9606 GN=LSS PE=1 SV=1;tr|A0A0G2JQD0|A0A0G2JQD0_HUMAN Lanosterol synthase (Fragment) OS=Homo sapiens OX=9606 GN=LSS PE=1 SV=1,10,10,18,732
PSMD8,0.2283336057,0.459341771396621,0,P48556;R4GMR5;K7EJC1;K7EJR3,P48556;R4GMR5;K7EJC1;K7EJR3,3;3;2;2,3;3;2;2,3;3;2;2,26S proteasome non-ATPase regulatory subunit 8,PSMD8,sp|P48556|PSMD8_HUMAN 26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMD8 PE=1 SV=2;tr|R4GMR5|R4GMR5_HUMAN 26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMD8 PE=1 SV=1;tr|K7EJC1|K7EJC1_HUMAN 26S prot,3,3,6.6,350
CCT5,-0.0754031404,0.563511466528037,0,P48643;E7ENZ3;B7ZAR1;E9PCA1;D6RIZ7;H0Y914,P48643;E7ENZ3;B7ZAR1;E9PCA1,42;38;35;35;4;4,42;38;35;35;4;4,42;38;35;35;4;4,T-complex protein 1 subunit epsilon,CCT5,sp|P48643|TCPE_HUMAN T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1;tr|E7ENZ3|E7ENZ3_HUMAN T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1;tr|B7ZAR1|B7ZAR1_HUMAN T-complex protein 1 subunit epsil,42,42,81.5,541
ALDH9A1,0.4082520384,0.309358117650255,0,P49189,P49189,8,8,8,4-trimethylaminobutyraldehyde dehydrogenase,ALDH9A1,sp|P49189|AL9A1_HUMAN 4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH9A1 PE=1 SV=3,8,8,23.5,494
RPL34,0.333851632,0.0743063495897626,0,P49207,P49207,13,13,13,60S ribosomal protein L34,RPL34,sp|P49207|RL34_HUMAN 60S ribosomal protein L34 OS=Homo sapiens OX=9606 GN=RPL34 PE=1 SV=3,13,13,65,117
RPIA,1.0233149429,0.0333134538832005,1,P49247,P49247,3,3,3,Ribose-5-phosphate isomerase,RPIA,sp|P49247|RPIA_HUMAN Ribose-5-phosphate isomerase OS=Homo sapiens OX=9606 GN=RPIA PE=1 SV=3,3,3,14.5,311
LMAN1,0.0996693041,0.41561173175152,0,P49257,P49257,9,9,9,Protein ERGIC-53,LMAN1,sp|P49257|LMAN1_HUMAN Protein ERGIC-53 OS=Homo sapiens OX=9606 GN=LMAN1 PE=1 SV=2,9,9,30.6,510
NASP,-0.1546141659,0.238274943245581,0,P49321;E9PI86;E9PPQ8;Q5T624;H0YDS9;E9PRH9;H0YF33;E9PPR5,P49321;E9PI86;E9PPQ8;Q5T624,11;7;6;6;4;4;4;3,11;7;6;6;4;4;4;3,11;7;6;6;4;4;4;3,Nuclear autoantigenic sperm protein,NASP,sp|P49321|NASP_HUMAN Nuclear autoantigenic sperm protein OS=Homo sapiens OX=9606 GN=NASP PE=1 SV=2;tr|E9PI86|E9PI86_HUMAN Nuclear autoantigenic sperm protein (Fragment) OS=Homo sapiens OX=9606 GN=NASP PE=1 SV=1;tr|E9PPQ8|E9PPQ8_HUMAN Nuclear autoantigenic ,11,11,14.5,788
FASN,-0.353364758,0.0965409014475082,0,P49327;A0A0U1RQF0;A0A0U1RRG3;A0A1B0GTR5;J3KTF0,P49327;A0A0U1RQF0,111;109;7;1;1,111;109;7;1;1,111;109;7;1;1,Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase,FASN,sp|P49327|FAS_HUMAN Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3;tr|A0A0U1RQF0|A0A0U1RQF0_HUMAN Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=1,111,111,54.2,2511
CCT3,-0.110489896,0.426460990020914,0,P49368;B4DUR8;E9PRC8;Q5SZX6;E9PM09;Q5SZX9;E9PQ35;Q5SZW8,P49368;B4DUR8,42;38;20;19;11;11;10;8,42;38;20;19;11;11;10;8,42;38;20;19;11;11;10;8,T-complex protein 1 subunit gamma,CCT3,sp|P49368|TCPG_HUMAN T-complex protein 1 subunit gamma OS=Homo sapiens OX=9606 GN=CCT3 PE=1 SV=4;tr|B4DUR8|B4DUR8_HUMAN T-complex protein 1 subunit gamma OS=Homo sapiens OX=9606 GN=CCT3 PE=1 SV=1,42,42,67.9,545
TUFM,0.1314772683,0.304583153209273,0,P49411;H3BNU3,P49411,24;3,24;3,24;3,"Elongation factor Tu, mitochondrial",TUFM,"sp|P49411|EFTU_HUMAN Elongation factor Tu, mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=2",24,24,61.1,452
SRP9,-0.029278734,0.853590964678732,0,P49458;Q6P2S0;E9PE20,P49458;Q6P2S0;E9PE20,10;5;5,10;5;5,5;0;0,Signal recognition particle 9 kDa protein,SRP9,sp|P49458|SRP09_HUMAN Signal recognition particle 9 kDa protein OS=Homo sapiens OX=9606 GN=SRP9 PE=1 SV=2;tr|Q6P2S0|Q6P2S0_HUMAN SRP9 protein OS=Homo sapiens OX=9606 GN=SRP9 PE=1 SV=1;tr|E9PE20|E9PE20_HUMAN Signal recognition particle 9 kDa protein OS=Homo,10,5,64,86
SARS,0.6198511066,0.0142978629136203,0,P49591;Q5T5C7,P49591;Q5T5C7,8;8,8;8,8;8,"Serine--tRNA ligase, cytoplasmic",SARS,"sp|P49591|SYSC_HUMAN Serine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=SARS1 PE=1 SV=3;tr|Q5T5C7|Q5T5C7_HUMAN Serine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=SARS1 PE=1 SV=1",8,8,16.3,514
PSMB3,-0.0352676654,0.793148791064196,0,P49720;A0A087WXQ8;A0A087WY10;A0A087WUL2,P49720;A0A087WXQ8;A0A087WY10;A0A087WUL2,9;8;8;7,9;8;8;7,9;8;8;7,Proteasome subunit beta type-3,PSMB3,sp|P49720|PSB3_HUMAN Proteasome subunit beta type-3 OS=Homo sapiens OX=9606 GN=PSMB3 PE=1 SV=2;tr|A0A087WXQ8|A0A087WXQ8_HUMAN Proteasome subunit beta type-3 OS=Homo sapiens OX=9606 GN=PSMB3 PE=1 SV=1;tr|A0A087WY10|A0A087WY10_HUMAN Proteasome subunit beta t,9,9,42,205
PSMB2,0.6732622976,0.186394542349191,0,P49721;A0A087WVV1,P49721,9;3,9;3,9;3,Proteasome subunit beta type-2,PSMB2,sp|P49721|PSB2_HUMAN Proteasome subunit beta type-2 OS=Homo sapiens OX=9606 GN=PSMB2 PE=1 SV=1,9,9,48.8,201
MCM2,-0.5543531714,0.071675509256423,0,P49736;H0Y8E6,P49736;H0Y8E6,25;24,25;24,25;24,DNA replication licensing factor MCM2,MCM2,sp|P49736|MCM2_HUMAN DNA replication licensing factor MCM2 OS=Homo sapiens OX=9606 GN=MCM2 PE=1 SV=4;tr|H0Y8E6|H0Y8E6_HUMAN DNA helicase (Fragment) OS=Homo sapiens OX=9606 GN=MCM2 PE=1 SV=1,25,25,32.9,904
ACADVL,-0.0483428754,0.747862869858518,0,P49748;G3V1M7;J3QRJ8;J3KSR4;K7EQP4;J3QKU9;K7EMF8;K7EJW8,P49748,20;8;4;3;3;2;1;1,20;8;4;3;3;2;1;1,20;8;4;3;3;2;1;1,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADVL,"sp|P49748|ACADV_HUMAN Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADVL PE=1 SV=1",20,20,28.9,655
TMED10,-0.108387164,0.423296887394306,0,P49755;G3V2K7,P49755,6;2,6;2,6;2,Transmembrane emp24 domain-containing protein 10,TMED10,sp|P49755|TMEDA_HUMAN Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens OX=9606 GN=TMED10 PE=1 SV=2,6,6,23.3,219
HINT1,0.0476078043,0.754261622953898,0,P49773;D6REP8;D6RE99;D6RD60;D6RC06,P49773;D6REP8;D6RE99;D6RD60,8;5;5;5;3,8;5;5;5;3,8;5;5;5;3,Histidine triad nucleotide-binding protein 1,HINT1,sp|P49773|HINT1_HUMAN Histidine triad nucleotide-binding protein 1 OS=Homo sapiens OX=9606 GN=HINT1 PE=1 SV=2;tr|D6REP8|D6REP8_HUMAN Histidine triad nucleotide-binding protein 1 OS=Homo sapiens OX=9606 GN=HINT1 PE=1 SV=1;tr|D6RE99|D6RE99_HUMAN Histidine tr,8,8,92.9,126
RANBP2;RGPD5;RGPD3;RGPD8,0.0184447572,0.892718863408636,0,P49792;Q99666;A6NKT7;O14715;J3KNE0;Q7Z3J3;P0DJD0;P0DJD1;F8W705;F8VYC4;A0A286YES2;A0A1W2PNU4;H0YBN8;C9J1W9;C9JF75;C9J6W1,P49792;Q99666;A6NKT7;O14715;J3KNE0,6;3;3;3;3;2;2;2;2;2;2;2;1;1;1;1,6;3;3;3;3;2;2;2;2;2;2;2;1;1;1;1,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,E3 SUMO-protein ligase RanBP2;RANBP2-like and GRIP domain-containing protein 5/6;RanBP2-like and GRIP domain-containing protein 3;RANBP2-like and GRIP domain-containing protein 8,RANBP2;RGPD5;RGPD3;RGPD8,sp|P49792|RBP2_HUMAN E3 SUMO-protein ligase RanBP2 OS=Homo sapiens OX=9606 GN=RANBP2 PE=1 SV=2;sp|Q99666|RGPD5_HUMAN RANBP2-like and GRIP domain-containing protein 5/6 OS=Homo sapiens OX=9606 GN=RGPD5 PE=1 SV=3;sp|A6NKT7|RGPD3_HUMAN RanBP2-like and GRIP do,6,3,2.2,3224
SEPHS1,4.009344756,7.76674722508207e-05,1,P49903;Q5T5U6,P49903,3;1,3;1,3;1,"Selenide, water dikinase 1",SEPHS1,"sp|P49903|SPS1_HUMAN Selenide, water dikinase 1 OS=Homo sapiens OX=9606 GN=SEPHS1 PE=1 SV=2",3,3,13.3,392
