Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity WDTC1-N1,Intensity WDTC1-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
Q96MW1;Q86WV7;K7ER24,Q96MW1;Q86WV7,6;6;2,6;6;2,6;6;2,Coiled-coil domain-containing protein 43,CCDC43,sp|Q96MW1|CCD43_HUMAN Coiled-coil domain-containing protein 43 OS=Homo sapiens OX=9606 GN=CCDC43 PE=1 SV=2;tr|Q86WV7|Q86WV7_HUMAN CCDC43 protein OS=Homo sapiens OX=9606 GN=CCDC43 PE=1 SV=1,6,6,32.6,24.871735319807,23.6453743414894,28.6777133519761,27.4328484678312
Q3V6T2;A0A2R8Y7B1;A0A2U3TZV9;H7C2C6;A0A2R8YG73;A0A2R8Y4W8;A0A2R8Y4X4;A0A2R8Y820;A0A2R8Y885;A0A2R8YCU9;A0A2R8YGU1;A0A2R8YDS8;H0Y470;A0A2R8Y7D4;A0A2R8YG52;A0A087WXD9;H0Y7U8;A0A2R8Y5D7;A0A2R8Y6B2;A0A2R8Y7D9;H0Y7K3;A0A2R8Y4Z5;A0A2R8Y4C6,Q3V6T2;A0A2R8Y7B1;A0A2U3TZV9;H7C2C6;A0A2R8YG73;A0A2R8Y4W8;A0A2R8Y4X4;A0A2R8Y820;A0A2R8Y885;A0A2R8YCU9;A0A2R8YGU1;A0A2R8YDS8;H0Y470;A0A2R8Y7D4,6;6;5;4;4;4;4;4;4;4;4;3;3;3;2;2;2;2;2;2;2;2;1,6;6;5;4;4;4;4;4;4;4;4;3;3;3;2;2;2;2;2;2;2;2;1,6;6;5;4;4;4;4;4;4;4;4;3;3;3;2;2;2;2;2;2;2;2;1,Girdin,CCDC88A,sp|Q3V6T2|GRDN_HUMAN Girdin OS=Homo sapiens OX=9606 GN=CCDC88A PE=1 SV=2;tr|A0A2R8Y7B1|A0A2R8Y7B1_HUMAN Girdin OS=Homo sapiens OX=9606 GN=CCDC88A PE=1 SV=1;tr|A0A2U3TZV9|A0A2U3TZV9_HUMAN Girdin OS=Homo sapiens OX=9606 GN=CCDC88A PE=1 SV=1;tr|H7C2C6|H7C2C6_,6,6,4.3,24.6411900604649,22.976906689252,4.51797218234219,4.43654697102791
P30260;G5EA36;I3L394;I3L2Z8;I3L328;I3L3H6;F6QPS0,P30260;G5EA36,6;5;2;1;1;1;1,6;5;2;1;1;1;1,6;5;2;1;1;1;1,Cell division cycle protein 27 homolog,CDC27,"sp|P30260|CDC27_HUMAN Cell division cycle protein 27 homolog OS=Homo sapiens OX=9606 GN=CDC27 PE=1 SV=2;tr|G5EA36|G5EA36_HUMAN Cell division cycle 27, isoform CRA_c OS=Homo sapiens OX=9606 GN=CDC27 PE=1 SV=1",6,6,9.5,4.09524828417093,4.01027517941627,27.115551247437,26.1206419407336
Q9NX08,Q9NX08,6,6,6,COMM domain-containing protein 8,COMMD8,sp|Q9NX08|COMD8_HUMAN COMM domain-containing protein 8 OS=Homo sapiens OX=9606 GN=COMMD8 PE=1 SV=1,6,6,50.8,23.5543818136214,23.1503342408377,27.3688629008213,27.0618817148676
A0A0A6YYL4;P57737;Q9Y3D7;I3L1U7;I3L0X9;I3L3T0;E7EP81;I3L167,A0A0A6YYL4;P57737,6;5;1;1;1;1;1;1,6;5;1;1;1;1;1;1,6;5;1;1;1;1;1;1,Coronin;Coronin-7,CORO7-PAM16;CORO7,tr|A0A0A6YYL4|A0A0A6YYL4_HUMAN Coronin OS=Homo sapiens OX=9606 GN=CORO7-PAM16 PE=1 SV=1;sp|P57737|CORO7_HUMAN Coronin-7 OS=Homo sapiens OX=9606 GN=CORO7 PE=1 SV=2,6,6,7.9,4.09524828417093,4.01027517941627,26.2582317451268,25.8321214513447
P21291;E9PS42;E9PND2;E9PP21,P21291;E9PS42;E9PND2;E9PP21,6;4;3;3,6;4;3;3,6;4;3;3,Cysteine and glycine-rich protein 1,CSRP1,sp|P21291|CSRP1_HUMAN Cysteine and glycine-rich protein 1 OS=Homo sapiens OX=9606 GN=CSRP1 PE=1 SV=3;tr|E9PS42|E9PS42_HUMAN Cysteine and glycine-rich protein 1 OS=Homo sapiens OX=9606 GN=CSRP1 PE=1 SV=1;tr|E9PND2|E9PND2_HUMAN Cysteine and glycine-rich prot,6,6,50.3,25.5355212454301,25.3409255592968,27.9916700097991,28.4028779836729
Q69YN2;A0A286YF56;A0A0S2Z5Q6;A0A286YEP9,Q69YN2,6;2;1;1,6;2;1;1,6;2;1;1,CWF19-like protein 1,CWF19L1,sp|Q69YN2|C19L1_HUMAN CWF19-like protein 1 OS=Homo sapiens OX=9606 GN=CWF19L1 PE=1 SV=2,6,6,12.3,4.09524828417093,4.01027517941627,26.1447797413315,26.0204097986213
Q9H5V9,Q9H5V9,6,6,6,UPF0428 protein CXorf56,CXorf56,sp|Q9H5V9|CX056_HUMAN UPF0428 protein CXorf56 OS=Homo sapiens OX=9606 GN=CXorf56 PE=1 SV=1,6,6,29.7,22.589208574532,22.0380508997942,28.6484223188988,28.7219170660761
Q92499;A0A087X2G1;F1T0B3,Q92499;A0A087X2G1;F1T0B3,6;6;6,6;6;6,6;6;6,ATP-dependent RNA helicase DDX1,DDX1,sp|Q92499|DDX1_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=2;tr|A0A087X2G1|A0A087X2G1_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=1;tr|F1T0B3|F1T0B3_HUMAN ATP-dependent RNA helicase DDX1 O,6,6,12.2,4.09524828417093,4.01027517941627,26.547014294629,26.4925280276618
Q9NVR5,Q9NVR5,6,6,6,Protein kintoun,DNAAF2,sp|Q9NVR5|KTU_HUMAN Protein kintoun OS=Homo sapiens OX=9606 GN=DNAAF2 PE=1 SV=2,6,6,12.3,23.9044449944313,22.9236118454958,28.0975307404996,27.6433387731874
P26358;K7ENQ6;K7ERQ1;K7ELB1;K7EJL0,P26358,6;2;1;1;1,6;2;1;1;1,6;2;1;1;1,DNA (cytosine-5)-methyltransferase 1,DNMT1,sp|P26358|DNMT1_HUMAN DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens OX=9606 GN=DNMT1 PE=1 SV=2,6,6,4.8,4.09524828417093,4.01027517941627,28.4706110293663,23.440884371292
Q5QJE6;J3KP30;E9PRB3,Q5QJE6;J3KP30,6;4;1,6;4;1,6;4;1,Deoxynucleotidyltransferase terminal-interacting protein 2,DNTTIP2,sp|Q5QJE6|TDIF2_HUMAN Deoxynucleotidyltransferase terminal-interacting protein 2 OS=Homo sapiens OX=9606 GN=DNTTIP2 PE=1 SV=2;tr|J3KP30|J3KP30_HUMAN Deoxynucleotidyltransferase terminal-interacting protein 2 OS=Homo sapiens OX=9606 GN=DNTTIP2 PE=1 SV=1,6,6,11.8,4.09524828417093,4.01027517941627,26.2831085645707,26.0006906889488
P26641,P26641,6,6,6,Elongation factor 1-gamma,EEF1G,sp|P26641|EF1G_HUMAN Elongation factor 1-gamma OS=Homo sapiens OX=9606 GN=EEF1G PE=1 SV=3,6,6,16.9,23.6003684781558,22.7385112339019,27.3602637266566,27.4349173044917
O00418;H3BRH4,O00418;H3BRH4,6;4,6;4,6;4,Eukaryotic elongation factor 2 kinase,EEF2K,sp|O00418|EF2K_HUMAN Eukaryotic elongation factor 2 kinase OS=Homo sapiens OX=9606 GN=EEF2K PE=1 SV=2;tr|H3BRH4|H3BRH4_HUMAN Eukaryotic elongation factor 2 kinase OS=Homo sapiens OX=9606 GN=EEF2K PE=1 SV=1,6,6,9.0,4.09524828417093,4.01027517941627,26.3126788634232,26.5478086249427
P20042,P20042,6,6,6,Eukaryotic translation initiation factor 2 subunit 2,EIF2S2,sp|P20042|IF2B_HUMAN Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens OX=9606 GN=EIF2S2 PE=1 SV=2,6,6,18.9,17.8875062316717,20.5984160367746,26.4283983847963,22.9318751094516
P28715;A0A494C0S2;A0A1W2PS85;R4GMW8;A0A090HNM7;A0A494C113,P28715;A0A494C0S2;A0A1W2PS85;R4GMW8;A0A090HNM7,6;6;5;5;4;2,6;6;5;5;4;2,6;6;5;5;4;2,DNA repair protein complementing XP-G cells,ERCC5;BIVM-ERCC5;ERCC5-201,sp|P28715|ERCC5_HUMAN DNA repair protein complementing XP-G cells OS=Homo sapiens OX=9606 GN=ERCC5 PE=1 SV=3;tr|A0A494C0S2|A0A494C0S2_HUMAN DNA repair protein-complementing XP-G cells OS=Homo sapiens OX=9606 GN=ERCC5 PE=1 SV=1;tr|A0A1W2PS85|A0A1W2PS85_HUMA,6,6,8.3,23.2450626610997,20.8529287262589,26.874669416895,24.4171242028014
Q06265;D6RIY6;D6R905;D6RA17;D6RAP4;H0Y9L5,Q06265;D6RIY6;D6R905;D6RA17,6;5;4;4;2;2,6;5;4;4;2;2,6;5;4;4;2;2,Exosome complex component RRP45,EXOSC9,sp|Q06265|EXOS9_HUMAN Exosome complex component RRP45 OS=Homo sapiens OX=9606 GN=EXOSC9 PE=1 SV=3;tr|D6RIY6|D6RIY6_HUMAN Exosome complex component RRP45 OS=Homo sapiens OX=9606 GN=EXOSC9 PE=1 SV=1;tr|D6R905|D6R905_HUMAN Exosome complex component RRP45 (Fra,6,6,17.3,4.09524828417093,4.01027517941627,26.9338210210556,26.6433387731874
Q9NSI2;C9JJU7,Q9NSI2;C9JJU7,6;4,6;4,6;4,Protein FAM207A,FAM207A,sp|Q9NSI2|F207A_HUMAN Protein FAM207A OS=Homo sapiens OX=9606 GN=FAM207A PE=1 SV=2;tr|C9JJU7|C9JJU7_HUMAN Protein FAM207A (Fragment) OS=Homo sapiens OX=9606 GN=FAM207A PE=1 SV=1,6,6,35.2,4.09524828417093,4.01027517941627,27.2262812066933,27.2216795982983
Q8TB52,Q8TB52,6,6,6,F-box only protein 30,FBXO30,sp|Q8TB52|FBX30_HUMAN F-box only protein 30 OS=Homo sapiens OX=9606 GN=FBXO30 PE=1 SV=3,6,6,11.4,4.09524828417093,4.01027517941627,25.6626431701312,26.3398048875204
Q16658;C9JPH9;C9JFC0;A0A0A0MSB2,Q16658,6;1;1;1,6;1;1;1,6;1;1;1,Fascin,FSCN1,sp|Q16658|FSCN1_HUMAN Fascin OS=Homo sapiens OX=9606 GN=FSCN1 PE=1 SV=3,6,6,14.6,26.2295669649073,25.1829089521128,4.51797218234219,4.43654697102791
Q96AE4;E9PEB5,Q96AE4;E9PEB5,13;13,12;12,6;6,Far upstream element-binding protein 1,FUBP1,sp|Q96AE4|FUBP1_HUMAN Far upstream element-binding protein 1 OS=Homo sapiens OX=9606 GN=FUBP1 PE=1 SV=3;tr|E9PEB5|E9PEB5_HUMAN Far upstream element-binding protein 1 OS=Homo sapiens OX=9606 GN=FUBP1 PE=1 SV=1,13,6,28.3,4.09524828417093,4.01027517941627,28.5665247890513,28.1005916044721
Q08379;A0A2Q2TH77;B7ZC06;H0Y7B8;A0A087WYC0;A0A1W2PQY5,Q08379;A0A2Q2TH77;B7ZC06,6;6;4;1;1;1,6;6;4;1;1;1,6;6;4;1;1;1,Golgin subfamily A member 2,GOLGA2,sp|Q08379|GOGA2_HUMAN Golgin subfamily A member 2 OS=Homo sapiens OX=9606 GN=GOLGA2 PE=1 SV=3;tr|A0A2Q2TH77|A0A2Q2TH77_HUMAN Golgin subfamily A member 2 OS=Homo sapiens OX=9606 GN=GOLGA2 PE=1 SV=1;tr|B7ZC06|B7ZC06_HUMAN Golgin subfamily A member 2 (Fragmen,6,6,7.9,4.09524828417093,4.01027517941627,25.3497247775152,24.8413416734658
P31629,P31629,6,6,6,Transcription factor HIVEP2,HIVEP2,sp|P31629|ZEP2_HUMAN Transcription factor HIVEP2 OS=Homo sapiens OX=9606 GN=HIVEP2 PE=1 SV=2,6,6,3.6,4.09524828417093,4.01027517941627,24.8778315536566,25.0247484160897
P07910;G3V2Q1;G3V4C1;B2R5W2;B4DY08;G3V4W0;G3V576;G3V555;G3V575;B4DSU6;G3V251;O60812;G3V3K6;G3V2D6;G3V5X6;G3V5V7;P0DMR1;B2RXH8;A0A0G2JPF8;A0A0G2JNQ3;B7ZW38;G3V4M8;G3V2H6,P07910;G3V2Q1;G3V4C1;B2R5W2;B4DY08;G3V4W0;G3V576;G3V555;G3V575;B4DSU6;G3V251;O60812;G3V3K6;G3V2D6;G3V5X6;G3V5V7;P0DMR1;B2RXH8;A0A0G2JPF8;A0A0G2JNQ3;B7ZW38,6;6;6;6;6;6;6;4;4;3;3;3;3;3;3;3;3;3;3;3;3;2;2,6;6;6;6;6;6;6;4;4;3;3;3;3;3;3;3;3;3;3;3;3;2;2,6;6;6;6;6;6;6;4;4;3;3;3;3;3;3;3;3;3;3;3;3;2;2,Heterogeneous nuclear ribonucleoproteins C1/C2;Heterogeneous nuclear ribonucleoprotein C-like 1;Heterogeneous nuclear ribonucleoprotein C-like 4;Heterogeneous nuclear ribonucleoprotein C-like 2;Heterogeneous nuclear ribonucleoprotein C-like 3,HNRNPC;HNRNPCL1;HNRNPCL4;HNRNPCL2;HNRNPCL3,sp|P07910|HNRPC_HUMAN Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=4;tr|G3V2Q1|G3V2Q1_HUMAN Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1;tr|G3V4C1|G3V4C1_HUMAN Hetero,6,6,22.5,4.09524828417093,4.01027517941627,27.3511917279471,27.1649965130726
Q14103;H0YA96;D6RAF8;H0Y8G5;D6RF44;D6RBQ9;D6RD83,Q14103;H0YA96;D6RAF8;H0Y8G5;D6RF44;D6RBQ9,7;7;7;7;6;5;3,7;7;7;7;6;5;3,6;6;6;6;5;4;3,Heterogeneous nuclear ribonucleoprotein D0,HNRNPD,sp|Q14103|HNRPD_HUMAN Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1;tr|H0YA96|H0YA96_HUMAN Heterogeneous nuclear ribonucleoprotein D0 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1;tr|D6RAF8|D6RAF8_HUMAN Het,7,6,21.4,23.9791942011584,21.7628783469462,28.3300985128301,27.9383714930165
P04792;F8WE04;C9J3N8,P04792;F8WE04,6;5;1,6;5;1,6;5;1,Heat shock protein beta-1,HSPB1,sp|P04792|HSPB1_HUMAN Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2;tr|F8WE04|F8WE04_HUMAN Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=1,6,6,33.2,26.525131497994,26.0866903716814,28.4570893784192,28.5750640402469
O75874;C9J4N6;C9JJE5;C9JLU6;P48735,O75874;C9J4N6,6;4;2;2;1,6;4;2;2;1,6;4;2;2;1,Isocitrate dehydrogenase [NADP] cytoplasmic,IDH1,sp|O75874|IDHC_HUMAN Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens OX=9606 GN=IDH1 PE=1 SV=2;tr|C9J4N6|C9J4N6_HUMAN Isocitrate dehydrogenase [NADP] cytoplasmic (Fragment) OS=Homo sapiens OX=9606 GN=IDH1 PE=1 SV=1,6,6,18.4,24.1662231642601,23.8231821763634,25.0255089746457,26.1328495543151
Q9H1H9;A0A1B0GUA8;H0Y307;Q9P2P6,Q9H1H9;A0A1B0GUA8,9;9;2;1,6;6;2;0,6;6;2;0,Kinesin-like protein KIF13A,KIF13A,sp|Q9H1H9|KI13A_HUMAN Kinesin-like protein KIF13A OS=Homo sapiens OX=9606 GN=KIF13A PE=1 SV=2;tr|A0A1B0GUA8|A0A1B0GUA8_HUMAN Kinesin-like protein KIF13A OS=Homo sapiens OX=9606 GN=KIF13A PE=1 SV=1,9,6,6.0,4.09524828417093,4.01027517941627,26.4545031302676,25.29070315139
P00338;F5GXY2;F5GXH2;F5GYU2;F5H5J4;F5H6W8;P07864;Q6ZMR3;F5GZQ4;F5H5G7;F5H155;A0A087WUM2;G3XAP5;F5H245,P00338;F5GXY2,7;4;3;3;2;2;1;1;1;1;1;1;1;1,7;4;3;3;2;2;1;1;1;1;1;1;1;1,6;4;3;3;2;2;0;0;1;0;0;0;0;0,L-lactate dehydrogenase A chain,LDHA,sp|P00338|LDHA_HUMAN L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2;tr|F5GXY2|F5GXY2_HUMAN L-lactate dehydrogenase A chain (Fragment) OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=8,7,6,26.2,23.2522698519577,21.1958047203677,25.1853309788769,25.7966460612552
P09382;F8WEI7,P09382,6;1,6;1,6;1,Galectin-1,LGALS1,sp|P09382|LEG1_HUMAN Galectin-1 OS=Homo sapiens OX=9606 GN=LGALS1 PE=1 SV=2,6,6,57.0,26.6022956238236,25.9567302841396,23.5442749155317,24.1305341149102
Q15334;A0A087WW77,Q15334;A0A087WW77,6;6,6;6,6;6,Lethal(2) giant larvae protein homolog 1,LLGL1,sp|Q15334|L2GL1_HUMAN Lethal(2) giant larvae protein homolog 1 OS=Homo sapiens OX=9606 GN=LLGL1 PE=1 SV=3;tr|A0A087WW77|A0A087WW77_HUMAN Lethal(2) giant larvae protein homolog 1 OS=Homo sapiens OX=9606 GN=LLGL1 PE=1 SV=1,6,6,8.4,4.09524828417093,4.01027517941627,26.7062238699371,26.316067421064
P43358;P43363;C9JZJ5;C9J9C2;C9JK50;C9JIR1;P43362;P43355;O15480;P43361;A2A368;Q96M61;A8MXT2;Q3SYA6;A0A0A0MSA3,P43358,7;3;3;3;3;3;2;1;1;1;1;1;1;1;1,7;3;3;3;3;3;2;1;1;1;1;1;1;1;1,6;2;3;3;3;3;2;0;0;0;0;0;0;0;0,Melanoma-associated antigen 4,MAGEA4,sp|P43358|MAGA4_HUMAN Melanoma-associated antigen 4 OS=Homo sapiens OX=9606 GN=MAGEA4 PE=1 SV=2,7,6,17.4,24.5519790306276,23.2769649447154,27.9132500065557,28.1378992171952
Q66K74;M0R1M7;M0QXQ9;M0R1J2;M0QY41,Q66K74,6;1;1;1;1,6;1;1;1;1,6;1;1;1;1,Microtubule-associated protein 1S;MAP1S heavy chain;MAP1S light chain,MAP1S,sp|Q66K74|MAP1S_HUMAN Microtubule-associated protein 1S OS=Homo sapiens OX=9606 GN=MAP1S PE=1 SV=2,6,6,8.6,4.09524828417093,4.01027517941627,25.3575648906753,25.3048687659326
F5H199;Q8IXL7;F5H7C4;F5H6G9;H0YFW5;H7C2B7;A0A2R8Y7J8,F5H199;Q8IXL7;F5H7C4;F5H6G9;H0YFW5;H7C2B7,6;5;5;4;4;3;1,6;5;5;4;4;3;1,6;5;5;4;4;3;1,Methionine-R-sulfoxide reductase B3,MSRB3,tr|F5H199|F5H199_HUMAN Peptide-methionine (R)-S-oxide reductase (Fragment) OS=Homo sapiens OX=9606 GN=MSRB3 PE=1 SV=1;sp|Q8IXL7|MSRB3_HUMAN Methionine-R-sulfoxide reductase B3 OS=Homo sapiens OX=9606 GN=MSRB3 PE=1 SV=2;tr|F5H7C4|F5H7C4_HUMAN Methionine-R-s,6,6,53.0,26.9506032386885,26.1226771481111,24.6350015467788,24.4339628254354
Q9ULD2;H0YC63;A0A0U1RQI2,Q9ULD2;H0YC63,6;4;1,6;4;1,6;4;1,Microtubule-associated tumor suppressor 1,MTUS1,sp|Q9ULD2|MTUS1_HUMAN Microtubule-associated tumor suppressor 1 OS=Homo sapiens OX=9606 GN=MTUS1 PE=1 SV=2;tr|H0YC63|H0YC63_HUMAN Microtubule-associated tumor suppressor 1 (Fragment) OS=Homo sapiens OX=9606 GN=MTUS1 PE=1 SV=1,6,6,6.0,22.8902627924241,21.8653300296574,25.9640441470662,25.1812414468888
Q96PU5;A0A1B0GVY1;K7ERN1,Q96PU5;A0A1B0GVY1;K7ERN1,8;8;6,8;8;6,6;6;4,E3 ubiquitin-protein ligase NEDD4-like,NEDD4L,sp|Q96PU5|NED4L_HUMAN E3 ubiquitin-protein ligase NEDD4-like OS=Homo sapiens OX=9606 GN=NEDD4L PE=1 SV=2;tr|A0A1B0GVY1|A0A1B0GVY1_HUMAN E3 ubiquitin-protein ligase NEDD4-like OS=Homo sapiens OX=9606 GN=NEDD4L PE=1 SV=1;tr|K7ERN1|K7ERN1_HUMAN E3 ubiquitin-p,8,6,11.1,21.8719608701291,21.2075887244806,26.6349184844906,26.0107333113615
P35240;A0A5K1VW66,P35240;A0A5K1VW66,7;5,7;5,6;4,Merlin,NF2,sp|P35240|MERL_HUMAN Merlin OS=Homo sapiens OX=9606 GN=NF2 PE=1 SV=1;tr|A0A5K1VW66|A0A5K1VW66_HUMAN Merlin (Fragment) OS=Homo sapiens OX=9606 GN=NF2 PE=1 SV=1,7,6,15.0,27.119910145335,26.3467100564054,26.324504157523,25.6123992435267
P30419;K7EN82;O60551;B7Z8J4;Q5VUC6,P30419,6;2;1;1;1,6;2;1;1;1,6;2;1;1;1,Glycylpeptide N-tetradecanoyltransferase 1,NMT1,sp|P30419|NMT1_HUMAN Glycylpeptide N-tetradecanoyltransferase 1 OS=Homo sapiens OX=9606 GN=NMT1 PE=1 SV=2,6,6,18.5,24.8244452693849,23.8388438323236,27.5778752583337,27.8933655106049
Q96F24,Q96F24,6,6,6,Nuclear receptor-binding factor 2,NRBF2,sp|Q96F24|NRBF2_HUMAN Nuclear receptor-binding factor 2 OS=Homo sapiens OX=9606 GN=NRBF2 PE=1 SV=1,6,6,32.4,24.4784013083176,23.3719892900809,27.189144987279,26.9123936213384
Q9H0J9;G5E9U9,Q9H0J9;G5E9U9,7;4,6;3,6;3,Poly [ADP-ribose] polymerase 12,PARP12,"sp|Q9H0J9|PAR12_HUMAN Protein mono-ADP-ribosyltransferase PARP12 OS=Homo sapiens OX=9606 GN=PARP12 PE=1 SV=1;tr|G5E9U9|G5E9U9_HUMAN Poly (ADP-ribose) polymerase family, member 12, isoform CRA_a OS=Homo sapiens OX=9606 GN=PARP12 PE=1 SV=1",7,6,9.8,4.09524828417093,4.01027517941627,25.8309375776001,24.1109203729438
Q15366;H3BRU6;F8VZX2;F8W0G4;F8VXH9;F8W1G6;P57721;J3QT27;E9PFP8;H3BND9;H3BSS4;F8VRH0,Q15366;H3BRU6;F8VZX2;F8W0G4;F8VXH9;F8W1G6,10;9;9;7;7;6;4;4;4;3;2;2,6;5;5;3;4;3;1;1;1;2;2;2,6;5;5;3;4;3;1;1;1;2;2;2,Poly(rC)-binding protein 2,PCBP2,sp|Q15366|PCBP2_HUMAN Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1;tr|H3BRU6|H3BRU6_HUMAN Poly(rC)-binding protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1;tr|F8VZX2|F8VZX2_HUMAN Poly(rC)-binding protein 2 OS=Homo sa,10,6,40.3,26.2863733205257,26.0557519312186,28.7645534945143,28.942432309273
Q13442;F8WBW6,Q13442,6;1,6;1,6;1,28 kDa heat- and acid-stable phosphoprotein,PDAP1,sp|Q13442|HAP28_HUMAN 28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens OX=9606 GN=PDAP1 PE=1 SV=1,6,6,27.1,26.6897917840509,26.5900657059807,29.8816578296067,29.6598972760358
Q13371,Q13371,6,6,6,Phosducin-like protein,PDCL,sp|Q13371|PHLP_HUMAN Phosducin-like protein OS=Homo sapiens OX=9606 GN=PDCL PE=1 SV=3,6,6,22.6,23.9269626342664,23.8893903274513,24.7766069232908,25.464041386167
Q15121;B1AKZ5,Q15121;B1AKZ5,6;3,6;3,6;3,Astrocytic phosphoprotein PEA-15,PEA15,sp|Q15121|PEA15_HUMAN Astrocytic phosphoprotein PEA-15 OS=Homo sapiens OX=9606 GN=PEA15 PE=1 SV=2;tr|B1AKZ5|B1AKZ5_HUMAN Astrocytic phosphoprotein PEA-15 OS=Homo sapiens OX=9606 GN=PEA15 PE=1 SV=1,6,6,51.5,24.5866341205192,21.7828078933678,29.092675252175,28.6400317343963
O15212,O15212,10,10,6,Prefoldin subunit 6,PFDN6,sp|O15212|PFD6_HUMAN Prefoldin subunit 6 OS=Homo sapiens OX=9606 GN=PFDN6 PE=1 SV=1,10,6,58.1,28.5060485686509,27.416351192402,4.51797218234219,4.43654697102791
P18669;Q8N0Y7,P18669,9;3,9;3,6;1,Phosphoglycerate mutase 1,PGAM1,sp|P18669|PGAM1_HUMAN Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2,9,6,49.2,24.7075145894383,23.2943189743189,27.5571313092905,27.992480618912
Q86UU1;A0A087WZL0,Q86UU1;A0A087WZL0,6;4,6;4,6;4,Pleckstrin homology-like domain family B member 1,PHLDB1,sp|Q86UU1|PHLB1_HUMAN Pleckstrin homology-like domain family B member 1 OS=Homo sapiens OX=9606 GN=PHLDB1 PE=1 SV=1;tr|A0A087WZL0|A0A087WZL0_HUMAN Pleckstrin homology-like domain family B member 1 (Fragment) OS=Homo sapiens OX=9606 GN=PHLDB1 PE=1 SV=1,6,6,5.8,23.2994987107561,20.8484273340239,24.5268335113618,23.756845399379
Q9BY77;F6VRR5;Q8WUT1;F8WCX5;Q6R954;F8WEE2,Q9BY77;F6VRR5;Q8WUT1;F8WCX5,6;6;3;3;2;2,6;6;3;3;2;2,6;6;3;3;2;2,Polymerase delta-interacting protein 3,POLDIP3,sp|Q9BY77|PDIP3_HUMAN Polymerase delta-interacting protein 3 OS=Homo sapiens OX=9606 GN=POLDIP3 PE=1 SV=2;tr|F6VRR5|F6VRR5_HUMAN Polymerase delta-interacting protein 3 OS=Homo sapiens OX=9606 GN=POLDIP3 PE=1 SV=1;tr|Q8WUT1|Q8WUT1_HUMAN POLDIP3 protein OS=H,6,6,18.1,4.09524828417093,4.01027517941627,26.4210793933415,26.1781476719264
Q08209;P16298;E9PPC8;E9PK68;E7ETC2;Q5F2F8;P48454;H0YB02;Q5F2G0;H0YC26;G3V111,Q08209;P16298;E9PPC8;E9PK68;E7ETC2;Q5F2F8,6;4;4;4;4;4;2;1;1;1;1,6;4;4;4;4;4;2;1;1;1;1,6;4;4;4;4;4;2;1;1;1;1,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform;Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform;Serine/threonine-protein phosphatase,PPP3CA;PPP3CB,sp|Q08209|PP2BA_HUMAN Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Homo sapiens OX=9606 GN=PPP3CA PE=1 SV=1;sp|P16298|PP2BB_HUMAN Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform OS=Homo sapiens OX=9606 G,6,6,11.3,4.09524828417093,4.01027517941627,26.1002707694025,26.2186160017832
Q96BP3;F5H7P7;H0Y8N5;D6R9Q1;D6RD43;D6RB19;D6RHV0,Q96BP3;F5H7P7,6;6;2;2;1;1;1,6;6;2;2;1;1;1,6;6;2;2;1;1;1,Peptidylprolyl isomerase domain and WD repeat-containing protein 1,PPWD1,sp|Q96BP3|PPWD1_HUMAN Peptidylprolyl isomerase domain and WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=PPWD1 PE=1 SV=1;tr|F5H7P7|F5H7P7_HUMAN Peptidylprolyl isomerase domain and WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=PPWD1 P,6,6,11.5,22.0593338974727,22.2591862669224,25.7704195154898,24.336948334083
