Gene_names,PHIP_vs_BirA_logFC,PHIP_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_DCAF14_N1,Peptides_DCAF14_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_DCAF14_N1,Razor___unique_peptides_DCAF14_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_DCAF14_N1,Unique_peptides_DCAF14_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_DCAF14_N1,Identification_type_DCAF14_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_DCAF14_N1,Ratio_H_L_DCAF14_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_DCAF14_N1,Ratio_H_L_normalized_DCAF14_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____DCAF14_N1,Ratio_H_L_variability_____DCAF14_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_DCAF14_N1,Ratio_H_L_count_DCAF14_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_DCAF14_N1,Ratio_H_L_iso_count_DCAF14_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_DCAF14_N1,Ratio_H_L_type_DCAF14_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_DCAF14_N1____,Sequence_coverage_DCAF14_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_DCAF14_N1,Intensity_L_DCAF14_N1,Intensity_H_DCAF14_N1,Intensity_DCAF14_N2,Intensity_L_DCAF14_N2,Intensity_H_DCAF14_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_DCAF14_N1,metacell_Intensity_L_DCAF14_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
EXOSC2,1.21067916492693,0.0381528610501533,Q13868;A3KFL2;A3KFL5;A3KFL1,Q13868;A3KFL2;A3KFL5;A3KFL1,8;6;6;4,8;6;6;4,8;6;6;4,Exosome complex component RRP4,sp|Q13868|EXOS2_HUMAN Exosome complex component RRP4 OS=Homo sapiens OX=9606 GN=EXOSC2 PE=1 SV=2;tr|A3KFL2|A3KFL2_HUMAN Exosome complex component RRP4 OS=Homo sapiens OX=9606 GN=EXOSC2 PE=1 SV=1;tr|A3KFL5|A3KFL5_HUMAN Exosome complex component RRP4 (Fragme,4,8,8,8,2,3,7,6,2,3,7,6,2,3,7,6,29.4,29.4,29.4,32.789,293,293;285;237;200,0.0,17.234,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.30658,0.77907,0.88726,18,12,Leave out requantified,0.29052,0.32147,0.2872,0.33369,0.89012,0.82491,0.85094,0.8648,28.705,56.753,48.583,33.668,2,3,7,6,1,1,5,5,Median,Median,Median,Median,8.9,9.6,23.5,24.6,1011100000,725080000,285980000,59820000,43045000,16775000,97914000,65035000,32879000,542330000,399620000,142710000,311000000,217380000,93615000,,,,2168,7464;10517;10974;10975;11116;12361;14143;22043,True;True;True;True;True;True;True;True,8031;11338;11818;11819;11969;13291;15193;23543,20532;29309;29310;30458;30459;30460;30461;30462;30463;30850;30851;34219;34220;39076;39077;39078;39079;60627,39153;55589;55590;57731;57732;57733;57734;57735;58481;58482;58483;58484;64551;73610;73611;73612;73613;73614;73615;114685;114686,39153;55590;57731;57734;58482;64551;73615;114685,,,,,-1;-1;-1;-1,protein_2169,quanti,quanti,quanti,quanti
CKAP5,2.32625430019916,0.0194729377751748,Q14008;E9PQH5;H0YDX5,Q14008,7;1;1,7;1;1,7;1;1,Cytoskeleton-associated protein 5,sp|Q14008|CKAP5_HUMAN Cytoskeleton-associated protein 5 OS=Homo sapiens OX=9606 GN=CKAP5 PE=1 SV=3,3,7,7,7,2,1,3,5,2,1,3,5,2,1,3,5,5.3,5.3,5.3,225.49,2032,2032;151;203,0.0,4.4613,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.6303,1.5191,66.671,13,0,Leave out requantified,0.83918,1.0358,0.82638,0.60451,2.114,2.4096,1.8623,1.4175,20.461,,90.35,37.032,3,1,3,6,0,0,0,0,Plateau,Median,Leave out requantified,Leave out requantified,1.8,0.8,2.3,3.4,982340000,447150000,535190000,43383000,23118000,20265000,23367000,11180000,12187000,504210000,136030000,368180000,411390000,276820000,134560000,,,,2170,1900;2348;4979;14066;14809;15038;19144,True;True;True;True;True;True;True,2035;2507;5311;15113;15883;16120;20436,5490;6738;6739;13464;13465;38869;38870;38871;38872;40865;40866;41432;52423,10545;12911;25597;25598;25599;73183;73184;73185;77030;78046;98605;98606,10545;12911;25597;73185;77030;78046;98605,,,,,-1;-1;-1,protein_2171,quanti,quanti,quanti,quanti
IL18,-0.742526005307479,0.189638584833288,Q14116,Q14116,10,10,10,Interleukin-18,sp|Q14116|IL18_HUMAN Interleukin-18 OS=Homo sapiens OX=9606 GN=IL18 PE=1 SV=1,1,10,10,10,7,6,7,7,7,6,7,7,7,6,7,7,63.2,63.2,63.2,22.326,193,193,0.0,16.874,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.31521,0.77255,12.477,25,12,Leave out requantified,0.26108,0.31708,0.38938,0.31289,0.71195,0.83476,0.99435,0.7629,24.95,9.6499,33.726,16.945,6,5,7,7,5,1,4,2,Median,Leave out requantified,Leave out requantified,Leave out requantified,31.1,39.9,51.8,54.4,2337600000,1706800000,630860000,302550000,242600000,59951000,610250000,460320000,149930000,587070000,357630000,229440000,837740000,646200000,191540000,,,,2171,81;6604;6605;11215;13829;14533;16394;16847;18514;18515,True;True;True;True;True;True;True;True;True;True,81;7091;7092;12076;14854;15596;17541;18022;19774;19775;19776,202;203;204;205;18056;18057;18058;18059;18060;31111;31112;31113;31114;38155;40119;40120;40121;44889;44890;44891;44892;46137;46138;46139;46140;50756;50757;50758;50759,359;360;361;362;363;364;365;366;367;368;369;370;34445;34446;34447;34448;34449;34450;34451;58953;58954;58955;58956;58957;58958;71774;75551;75552;75553;84162;84163;84164;84165;84166;84167;84168;84169;86434;86435;86436;86437;86438;86439;86440;95373;95374;95375;95376,361;34445;34450;58958;71774;75552;84165;86440;95373;95375,,,,,-1,protein_2172,quanti,quanti,quanti,quanti
DSG2,20.3195290822798,1.42903488239929e-07,Q14126;J3KSI6,Q14126;J3KSI6,2;1,2;1,2;1,Desmoglein-2,sp|Q14126|DSG2_HUMAN Desmoglein-2 OS=Homo sapiens OX=9606 GN=DSG2 PE=1 SV=2;tr|J3KSI6|J3KSI6_HUMAN Desmoglein-2 OS=Homo sapiens OX=9606 GN=DSG2 PE=1 SV=1,2,2,2,2,0,0,2,2,0,0,2,2,0,0,2,2,2.8,2.8,2.8,122.29,1118,1118;232,0.00046318,2.0594,,,By MS/MS,By MS/MS,0.68319,1.6152,32.838,4,0,Leave out requantified,,,0.63405,0.73614,,,1.6108,1.6195,,,28.134,37.541,0,0,2,2,0,0,0,0,Median,Median,Median,Median,0.0,0.0,2.8,2.8,179850000,98300000,81548000,0,0,0,0,0,0,103190000,57917000,45269000,76663000,40384000,36279000,,,,2172,2540;6776,True;True,2718;7278,7309;7310;18520;18521,14082;14083;35289;35290;35291;35292;35293,14082;35289,,,,,-1;-1,protein_2173,quanti,quanti,imputed MEC,imputed MEC
BOP1,0.179830100751783,0.691576682973974,Q14137;A0A075B729,Q14137,13;3,13;3,13;3,Ribosome biogenesis protein BOP1,sp|Q14137|BOP1_HUMAN Ribosome biogenesis protein BOP1 OS=Homo sapiens OX=9606 GN=BOP1 PE=1 SV=2,2,13,13,13,6,5,9,6,6,5,9,6,6,5,9,6,28.0,28.0,28.0,83.629,746,746;217,0.0,18.05,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.50629,1.2328,16.129,27,5,Leave out requantified,0.40963,0.40499,0.51716,0.53803,0.9002,1.075,1.3556,1.2526,25.787,16.691,18.203,8.3153,6,5,10,6,1,1,1,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,9.7,9.9,23.1,11.8,1489700000,941060000,548630000,145350000,98897000,46453000,214260000,147650000,66613000,737130000,457020000,280110000,392940000,237490000,155450000,,,,2173,3198;3257;4978;10273;12619;12620;13023;16102;16562;19137;19472;21611;22333,True;True;True;True;True;True;True;True;True;True;True;True;True,3414;3475;5310;11069;13562;13563;13995;17229;17716;20429;20793;23097;23851,8989;9129;9130;9131;13463;28486;28487;34888;34889;34890;34891;36004;36005;36006;44129;44130;45307;45308;45309;45310;52409;53413;53414;53415;59510;59511;61399,17263;17487;17488;17489;17490;17491;17492;17493;25596;53989;53990;65759;65760;65761;65762;65763;67898;67899;67900;67901;67902;82725;82726;82727;84867;84868;84869;84870;84871;98586;100787;100788;100789;100790;100791;100792;100793;100794;112749;112750;112751;112752;112753;112754;116106,17263;17490;25596;53990;65760;65763;67898;82727;84871;98586;100790;112751;116106,,,,,-1;-1,protein_2174,quanti,quanti,quanti,quanti
EIF3A,-0.0430910271314922,0.891989449096998,Q14152,Q14152,29,29,29,Eukaryotic translation initiation factor 3 subunit A,sp|Q14152|EIF3A_HUMAN Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens OX=9606 GN=EIF3A PE=1 SV=1,1,29,29,29,16,14,20,23,16,14,20,23,16,14,20,23,24.7,24.7,24.7,166.57,1382,1382,0.0,86.297,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.38783,1.0645,28.438,80,20,Leave out requantified,0.33322,0.3778,0.37339,0.41695,1.0644,0.99928,1.029,1.07,13.248,13.05,20.44,33.094,18,14,23,25,5,2,6,7,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,15.3,13.6,18.2,20.3,4790300000,3251900000,1538400000,685020000,488840000,196180000,680670000,485040000,195630000,1580800000,1080400000,500360000,1843900000,1197600000,646210000,,,,2175,636;1186;2335;3060;3290;3730;4308;5268;7348;8105;9896;10372;10613;11479;11480;11693;11770;12745;13632;14322;14715;15039;16007;16687;18784;18785;20505;20506;21561,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,665;1258;2492;3273;3518;3984;4594;5616;7901;8728;10662;11177;11435;12363;12364;12597;12677;13698;14643;15379;15783;16121;17134;17850;20057;20058;21923;21924;23044,1710;1711;1712;3323;3324;6705;6706;8677;9278;10332;10333;11718;14231;14232;20163;20164;20165;22302;22303;22304;22305;27360;28801;28802;28803;29488;29489;31907;31908;31909;31910;31911;31912;32534;32535;32740;32741;32742;35239;35240;35241;35242;35243;35244;37664;37665;37666;39533;39534;39535;39536;40598;40599;40600;40601;40602;41433;41434;41435;41436;41437;41438;43902;43903;43904;45676;51474;51475;51476;51477;51478;51479;51480;56462;56463;56464;56465;56466;59358;59359;59360;59361,3190;6213;6214;6215;6216;6217;6218;12849;12850;12851;12852;12853;16712;17858;19783;19784;19785;22290;26976;26977;26978;38349;38350;38351;42456;42457;42458;42459;52020;54585;54586;54587;54588;54589;55857;55858;60370;60371;60372;60373;60374;60375;60376;60377;60378;61649;61650;62043;62044;62045;62046;66379;66380;66381;66382;66383;66384;66385;66386;66387;66388;66389;66390;66391;66392;70943;70944;70945;70946;70947;70948;70949;74395;74396;74397;74398;74399;74400;74401;76528;76529;76530;76531;76532;76533;76534;76535;78047;78048;78049;78050;78051;78052;78053;78054;78055;78056;78057;82368;82369;85521;96837;96838;96839;96840;96841;96842;96843;96844;106871;106872;106873;106874;106875;106876;106877;106878;106879;106880;106881;106882;106883;112449;112450,3190;6213;12849;16712;17858;19783;22290;26977;38350;42457;52020;54586;55858;60373;60378;61649;62043;66388;70947;74395;76528;78056;82368;85521;96837;96840;106875;106879;112449,,,,,-1,protein_2176,quanti,quanti,quanti,quanti
TTLL12,-1.16236694319869,0.105342655504248,Q14166,Q14166,5,5,5,Tubulin--tyrosine ligase-like protein 12,sp|Q14166|TTL12_HUMAN Tubulin--tyrosine ligase-like protein 12 OS=Homo sapiens OX=9606 GN=TTLL12 PE=1 SV=2,1,5,5,5,3,3,2,3,3,3,2,3,3,3,2,3,12.4,12.4,12.4,74.403,644,644,0.0,4.9139,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.41016,1.1953,95.15,11,4,Leave out requantified,0.39613,0.47151,2.1172,0.66433,1.2334,1.2076,5.2864,1.6596,23.391,24.625,34.402,53.203,3,3,2,3,1,0,1,2,Median,Leave out requantified,Median,Median,8.4,8.4,4.0,8.4,431440000,260120000,171310000,94587000,64870000,29718000,82921000,54341000,28580000,91181000,40656000,50525000,162750000,100260000,62491000,,,,2176,1697;15626;17667;21493;21562,True;True;True;True;True,1816;16733;18885;22975;23045,4920;42892;42893;42894;48448;48449;48450;59174;59175;59176;59362,9460;80696;80697;80698;80699;80700;90687;112127;112128;112129;112130;112451;112452,9460;80696;90687;112129;112451,,,,,-1,protein_2177,quanti,quanti,quanti,quanti
FHL2,1.18363627668071,0.0723058534117063,Q14192,Q14192,4,4,4,Four and a half LIM domains protein 2,sp|Q14192|FHL2_HUMAN Four and a half LIM domains protein 2 OS=Homo sapiens OX=9606 GN=FHL2 PE=1 SV=3,1,4,4,4,1,1,2,4,1,1,2,4,1,1,2,4,22.9,22.9,22.9,32.193,279,279,0.0,2.4315,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.51781,1.3334,22.335,8,0,Leave out requantified,0.40229,0.6227,0.49666,0.55537,1.1315,1.603,1.3392,1.415,,,3.103,30.356,1,1,2,4,0,0,0,0,Median,Median,Median,Leave out requantified,6.5,6.5,11.1,22.9,387970000,235990000,151980000,22364000,13978000,8386000,34487000,20944000,13543000,101370000,63703000,37662000,229750000,137360000,92386000,,,,2177,2899;5985;6912;16561,True;True;True;True,3101;6405;7417;17715,8255;16209;16210;16211;16212;18846;18847;45306,15887;30951;30952;30953;30954;30955;30956;35822;84866,15887;30952;35822;84866,,,,,-1,protein_2178,quanti,quanti,quanti,quanti
DPYSL3,-1.16174336539729,0.0176264728716181,Q14195;H0YBT4;D6RF19;Q14117,Q14195,16;6;2;1,14;4;2;1,13;3;2;0,Dihydropyrimidinase-related protein 3,sp|Q14195|DPYL3_HUMAN Dihydropyrimidinase-related protein 3 OS=Homo sapiens OX=9606 GN=DPYSL3 PE=1 SV=1,4,16,14,13,10,10,10,13,9,9,9,11,8,8,8,10,42.5,38.4,37.2,61.963,570,570;209;92;519,0.0,55.998,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.39074,1.1423,19.176,37,14,Leave out requantified,0.38081,0.42731,0.33992,0.42887,1.1601,1.1881,0.97776,1.0604,23.435,18.505,13.621,18.779,9,9,9,10,2,4,5,3,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,24.6,27.0,24.4,33.5,2427300000,1695000000,732280000,518370000,369040000,149340000,654980000,446360000,208620000,533630000,386930000,146700000,720330000,492700000,227620000,,,,2178,1019;1112;4973;5741;6640;7993;8643;9068;13261;13636;13930;13986;14314;14495;15369;16234,True;True;True;True;True;True;True;True;False;True;False;True;True;True;True;True,1071;1180;5305;6122;7129;8605;9317;9768;14245;14647;14967;15028;15371;15556;16464;17372,2820;2821;3115;3116;3117;3118;13448;13449;15462;15463;15464;15465;18177;18178;18179;21963;21964;21965;21966;21967;23959;23960;23961;23962;23963;25121;36650;36651;36652;36653;37673;37674;38469;38649;38650;39520;39521;40014;40015;42261;42262;44449;44450;44451;44452,5262;5263;5264;5265;5848;5849;5850;5851;5852;5853;5854;5855;5856;25567;25568;25569;25570;25571;25572;25573;25574;25575;29404;29405;29406;29407;29408;29409;29410;34654;34655;34656;34657;41764;41765;41766;41767;41768;45660;45661;45662;45663;45664;45665;45666;45667;45668;47828;69099;69100;69101;69102;69103;69104;70963;70964;72332;72694;72695;74370;74371;74372;74373;74374;74375;75339;75340;75341;75342;75343;75344;75345;79601;79602;83273;83274;83275;83276;83277;83278;83279,5262;5849;25571;29405;34654;41764;45667;47828;69104;70963;72332;72695;74374;75344;79601;83279,,,,,-1;-1;-1;-1,protein_2179,quanti,quanti,quanti,quanti
DYNC1H1,-1.44915859706025,0.0566279221656168,Q14204;A0A2R8Y706;A0A2R8Y5T0;A0A2R8Y6H2;A0A2R8YFZ7;A0A2R8Y542;H0YJ21;A0A2R8Y6I5;A0A2R8YGC7,Q14204;A0A2R8Y706,55;35;27;23;22;17;8;5;4,55;35;27;23;22;17;8;5;4,55;35;27;23;22;17;8;5;4,Cytoplasmic dynein 1 heavy chain 1,sp|Q14204|DYHC1_HUMAN Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=5;tr|A0A2R8Y706|A0A2R8Y706_HUMAN Cytoplasmic dynein 1 heavy chain 1 (Fragment) OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=1,9,55,55,55,30,30,13,29,30,30,13,29,30,30,13,29,15.8,15.8,15.8,532.4,4646,4646;1942;1476;1400;1686;1076;309;355;421,0.0,87.031,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.40689,1.0286,25.673,100,27,Leave out requantified,0.33468,0.41887,0.35475,0.50034,0.99748,1.0327,0.98442,1.1614,24.662,30.537,26.156,30.023,28,29,13,30,11,6,2,8,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,8.5,8.9,4.0,8.6,3979800000,2533800000,1446000000,843330000,582380000,260940000,1052600000,698780000,353780000,544180000,350500000,193680000,1539800000,902140000,637630000,,,,2179,261;2073;2627;2819;3187;3562;3646;5166;5273;5495;5712;6325;6652;7019;8011;8018;8352;8824;9551;10837;11672;11717;12184;12407;13602;13844;14497;15018;15580;15970;17128;17129;17355;18284;18329;18628;18711;18974;19063;19069;19237;19383;20531;20644;20736;20762;20848;21060;21117;21130;21434;21508;21509;21653;21689,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,271;2217;2807;3011;3012;3403;3804;3894;5507;5621;5854;6089;6783;7142;7532;8624;8631;8996;9507;10287;11676;12570;12622;13112;13338;14609;14874;15558;16100;16687;17097;18317;18318;18559;19527;19574;19894;19981;20263;20354;20360;20539;20700;21952;22073;22172;22201;22293;22513;22571;22584;22913;22991;22992;23139;23178,677;678;5980;5981;7522;8016;8017;8965;8966;9908;10110;10111;10112;13962;13963;13964;13965;14241;14824;14825;14826;14827;15392;15393;17251;18207;18208;18209;19123;22014;22015;22032;23067;24444;24445;24446;24447;24448;26404;30100;30101;32446;32447;32448;32449;32604;32605;33771;34333;34334;37592;37593;37594;38213;40018;40019;41385;42792;42793;43813;43814;43815;46959;46960;46961;47593;50094;50095;50197;50198;51057;51295;51991;51992;51993;51994;52216;52233;52234;52721;52722;53165;56536;56537;56538;56539;56838;56839;57079;57080;57157;57400;57926;57927;58097;58121;58122;59025;59226;59227;59623;59624;59625;59708,1244;1245;1246;11464;11465;11466;14462;15319;15320;17222;17223;19018;19388;19389;19390;19391;26481;26482;26483;26484;26485;26486;26487;26488;26489;26490;26491;26492;26996;28146;28147;28148;28149;29240;29241;29242;29243;29244;29245;32938;32939;34701;34702;34703;34704;36308;41843;41844;41898;41899;44009;46563;46564;46565;46566;46567;46568;50305;57044;61417;61418;61419;61420;61767;61768;61769;61770;61771;63820;63821;64742;64743;70814;70815;71890;71891;75352;75353;77965;80535;82230;82231;87943;87944;87945;87946;89150;93892;93893;94142;94143;94144;94145;94146;95993;96458;97859;97860;97861;97862;97863;97864;97865;97866;97867;97868;98253;98293;98294;98295;98296;99278;100265;107067;107068;107069;107070;107071;107072;107073;107074;107075;107076;107077;107078;107079;107700;107701;107702;108132;108133;108280;108856;109726;109727;110014;110039;110040;111826;112218;112219;112907;113063,1245;11465;14462;15320;17223;19018;19391;26481;26996;28149;29243;32938;34704;36308;41843;41899;44009;46565;50305;57044;61417;61771;63820;64743;70815;71890;75352;77965;80535;82231;87943;87946;89150;93892;94144;95993;96458;97859;98253;98293;99278;100265;107072;107700;108132;108280;108856;109726;110014;110039;111826;112218;112219;112907;113063,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_2180,quanti,quanti,quanti,quanti
EIF2B1,-2.30458042206838,0.0171709594497976,Q14232,Q14232,4,4,4,Translation initiation factor eIF-2B subunit alpha,sp|Q14232|EI2BA_HUMAN Translation initiation factor eIF-2B subunit alpha OS=Homo sapiens OX=9606 GN=EIF2B1 PE=1 SV=1,1,4,4,4,1,3,1,2,1,3,1,2,1,3,1,2,12.8,12.8,12.8,33.712,305,305,0.0,10.472,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.3105,0.70935,20.303,6,2,Leave out requantified,0.30239,0.31883,0.36171,1.3498,0.95164,0.70935,0.72307,3.3777,,15.669,,,1,3,1,1,0,0,1,1,Median,Leave out requantified,Median,Median,4.6,9.2,3.6,7.2,204780000,137510000,67274000,32253000,23867000,8386200,95652000,71738000,23915000,22755000,15243000,7512500,54121000,26661000,27460000,,,,2180,1901;1902;8147;13254,True;True;True;True,2036;2037;8770;14238,5491;5492;5493;22427;22428;22429;36630,10546;10547;10548;10549;10550;10551;42665;42666;42667;69063,10547;10551;42665;69063,,,,,-1,protein_2181,quanti,quanti,quanti,quanti
EIF4A2,0.102359203154144,0.802824203804568,Q14240;E7EQG2,Q14240;E7EQG2,16;14,5;3,5;3,"Eukaryotic initiation factor 4A-II;Eukaryotic initiation factor 4A-II, N-terminally processed",sp|Q14240|IF4A2_HUMAN Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2 PE=1 SV=2;tr|E7EQG2|E7EQG2_HUMAN Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2 PE=1 SV=1,2,16,5,5,11,12,11,10,3,3,3,2,3,3,3,2,41.5,15.2,15.2,46.402,407,407;362,0.0,17.101,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.39366,1.0534,40.24,11,4,Leave out requantified,0.44981,0.68042,0.26554,0.31042,1.1156,1.4821,0.84479,0.74152,19.184,48.251,25.838,31.78,3,3,3,2,2,0,2,0,Median,Leave out requantified,Plateau,Median,35.1,30.5,32.7,29.2,576520000,403970000,172560000,62480000,40382000,22098000,122460000,74868000,47591000,226650000,169970000,56683000,164930000,118750000,46185000,,,,2181,2963;5980;6189;6190;6317;7012;7180;9619;10012;12122;13441;15275;15984;19836;19837;20495,True;True;False;False;False;True;False;True;False;True;False;False;False;False;False;False,3170;6400;6627;6628;6774;6775;7523;7709;10362;10787;13039;14439;14440;16369;17111;21177;21178;21910;21911,8416;16196;16197;16766;16767;16768;16769;17214;17215;17216;17217;17218;17219;17220;17221;17222;17223;17224;17225;17226;17227;17228;19097;19098;19586;19587;19588;19589;26595;26596;27705;27706;33585;33586;33587;33588;37157;37158;37159;37160;37161;37162;42045;42046;43851;54385;54386;54387;54388;54389;54390;54391;54392;54393;54394;54395;54396;56424;56425;56426;56427;56428,16215;30930;30931;32035;32036;32037;32038;32039;32040;32041;32867;32868;32869;32870;32871;32872;32873;32874;32875;32876;32877;32878;32879;32880;32881;32882;32883;32884;32885;32886;32887;32888;32889;32890;32891;32892;32893;36266;37153;37154;37155;37156;37157;37158;37159;37160;37161;50655;50656;50657;52577;52578;52579;63494;63495;63496;63497;63498;63499;63500;63501;63502;70018;70019;70020;70021;70022;70023;70024;70025;70026;70027;70028;70029;70030;70031;70032;70033;70034;70035;70036;70037;70038;70039;70040;70041;79242;79243;79244;79245;82296;102726;102727;102728;102729;102730;102731;102732;102733;102734;102735;102736;102737;102738;102739;102740;102741;102742;102743;102744;106806;106807;106808;106809;106810;106811;106812;106813;106814;106815;106816;106817;106818;106819;106820;106821;106822;106823;106824,16215;30931;32036;32039;32868;36266;37154;50657;52578;63494;70022;79245;82296;102727;102732;106811,,194,,188,-1;-1,protein_2182,quanti,quanti,quanti,quanti
TRIM25,-2.63476947760744,0.00965817172874766,Q14258;A0A3B3IUA7,Q14258;A0A3B3IUA7,5;4,5;4,5;4,E3 ubiquitin/ISG15 ligase TRIM25,sp|Q14258|TRI25_HUMAN E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=2;tr|A0A3B3IUA7|A0A3B3IUA7_HUMAN E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=1,2,5,5,5,4,3,1,2,4,3,1,2,4,3,1,2,11.3,11.3,11.3,70.973,630,630;456,0.0,14.018,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.4146,1.084,23.41,10,1,Leave out requantified,0.42798,0.57128,0.36257,0.72471,1.0883,1.462,0.74466,1.6279,19.182,33.497,,53.049,4,3,1,2,0,1,0,0,Leave out requantified,Plateau,Median,Median,9.2,6.2,2.2,4.1,271870000,161820000,110050000,85073000,57356000,27716000,83887000,55229000,28658000,20033000,13202000,6831900,82879000,36034000,46846000,,,,2183,1411;6224;10022;14766;20806,True;True;True;True;True,1504;6664;10797;15838;22249,4011;4012;4013;16870;27727;40759;57306;57307;57308;57309,7531;7532;7533;7534;32201;32202;52613;76843;76844;76845;108628,7534;32201;52613;76845;108628,,,,,-1;-1,protein_2184,quanti,quanti,quanti,quanti
