PHIP_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
SERPINH1,-0.5829283825,0.00457003222722353,0,P50454;E9PPV6;E9PKH2;E9PR70;E9PK86;E9PMI5;E9PNX1;E9PJH8;E9PIG2;E9PRS3;H0YEP8;E9PQ34;E9PLA6,P50454;E9PPV6;E9PKH2;E9PR70,18;13;12;12;7;7;4;3;3;3;2;2;1,18;13;12;12;7;7;4;3;3;3;2;2;1,18;13;12;12;7;7;4;3;3;3;2;2;1,Serpin H1,SERPINH1,sp|P50454|SERPH_HUMAN Serpin H1 OS=Homo sapiens OX=9606 GN=SERPINH1 PE=1 SV=2;tr|E9PPV6|E9PPV6_HUMAN Serpin H1 OS=Homo sapiens OX=9606 GN=SERPINH1 PE=1 SV=1;tr|E9PKH2|E9PKH2_HUMAN Serpin H1 OS=Homo sapiens OX=9606 GN=SERPINH1 PE=1 SV=1;tr|E9PR70|E9PR70_HUM,18,18,52.9,418
PDLIM4,-0.409924991,0.0456237489551829,0,P50479;C9J542,P50479,14;3,14;3,14;3,PDZ and LIM domain protein 4,PDLIM4,sp|P50479|PDLI4_HUMAN PDZ and LIM domain protein 4 OS=Homo sapiens OX=9606 GN=PDLIM4 PE=1 SV=2,14,14,54.5,330
ST13;ST13P5;ST13P4,-0.2141808875,0.139271366703882,0,P50502;Q8NFI4;H7C3I1;Q3KNR6;F6VDH7;Q8IZP2;F8WAQ7,P50502;Q8NFI4;H7C3I1;Q3KNR6;F6VDH7;Q8IZP2,13;11;10;10;7;7;2,13;11;10;10;7;7;2,13;11;10;10;7;7;2,Hsc70-interacting protein;Putative protein FAM10A5;Putative protein FAM10A4,ST13;ST13P5;ST13P4,sp|P50502|F10A1_HUMAN Hsc70-interacting protein OS=Homo sapiens OX=9606 GN=ST13 PE=1 SV=2;sp|Q8NFI4|F10A5_HUMAN Putative protein FAM10A5 OS=Homo sapiens OX=9606 GN=ST13P5 PE=5 SV=1;tr|H7C3I1|H7C3I1_HUMAN Hsc70-interacting protein (Fragment) OS=Homo sapiens,13,13,32.2,369
VASP,-0.630057898,0.0468002248823729,0,P50552;K7ENL7;K7ENR7;K7EIG8;K7EM16,P50552;K7ENL7,7;4;3;1;1,7;4;3;1;1,7;4;3;1;1,Vasodilator-stimulated phosphoprotein,VASP,sp|P50552|VASP_HUMAN Vasodilator-stimulated phosphoprotein OS=Homo sapiens OX=9606 GN=VASP PE=1 SV=3;tr|K7ENL7|K7ENL7_HUMAN Vasodilator-stimulated phosphoprotein OS=Homo sapiens OX=9606 GN=VASP PE=1 SV=1,7,7,25.3,380
CCT8,-0.0922491462,0.480789920935022,0,P50990;H7C4C8;H7C2U0,P50990;H7C4C8,46;26;4,46;26;4,46;26;4,T-complex protein 1 subunit theta,CCT8,sp|P50990|TCPQ_HUMAN T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4;tr|H7C4C8|H7C4C8_HUMAN T-complex protein 1 subunit theta (Fragment) OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=1,46,46,75,548
CCT4,-0.025741374,0.82010706679653,0,P50991,P50991,26,26,26,T-complex protein 1 subunit delta,CCT4,sp|P50991|TCPD_HUMAN T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4,26,26,52.1,539
ANXA11,0.0330106826,0.839981704004188,0,P50995;H0Y6E1,P50995,14;5,14;5,14;5,Annexin A11,ANXA11,sp|P50995|ANX11_HUMAN Annexin A11 OS=Homo sapiens OX=9606 GN=ANXA11 PE=1 SV=1,14,14,31.7,505
RAB5C,-0.389900311,0.0301948701735111,0,P51148;K7ERI8;K7ERQ8;K7ENY4;F8VVK3;F8VVZ0;F8VUA5;K7EIP6,P51148;K7ERI8;K7ERQ8;K7ENY4,7;5;5;4;3;2;2;1,7;5;5;4;3;2;2;1,5;3;3;3;1;0;0;1,Ras-related protein Rab-5C,RAB5C,sp|P51148|RAB5C_HUMAN Ras-related protein Rab-5C OS=Homo sapiens OX=9606 GN=RAB5C PE=1 SV=2;tr|K7ERI8|K7ERI8_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=4 SV=1;tr|K7ERQ8|K7ERQ8_HUMAN PCAF_N domain-containing protein (Fragment) OS=Homo sapiens ,7,5,40.3,216
RAB7A,-0.0687152654,0.600534095706559,0,P51149;C9J592;C9J8S3;C9IZZ0;C9J4V0;C9J4S4;C9J7D1,P51149;C9J592;C9J8S3;C9IZZ0;C9J4V0,13;10;10;8;7;4;3,13;10;10;8;7;4;3,13;10;10;8;7;4;3,Ras-related protein Rab-7a,RAB7A,sp|P51149|RAB7A_HUMAN Ras-related protein Rab-7a OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1;tr|C9J592|C9J592_HUMAN Ras-related protein Rab-7a (Fragment) OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1;tr|C9J8S3|C9J8S3_HUMAN Ras-related protein Rab-7a OS=Homo sa,13,13,69.1,207
RAB13,-0.6817377872,0.0016416467958759,0,P51153;A0A087WWB9;H0YMN7;Q96E17;P20336;M0R257,P51153;A0A087WWB9,6;3;2;1;1;1,5;3;1;1;1;1,3;2;0;0;0;0,Ras-related protein Rab-13,RAB13,sp|P51153|RAB13_HUMAN Ras-related protein Rab-13 OS=Homo sapiens OX=9606 GN=RAB13 PE=1 SV=1;tr|A0A087WWB9|A0A087WWB9_HUMAN Ras-related protein Rab-13 OS=Homo sapiens OX=9606 GN=RAB13 PE=1 SV=1,6,3,33.5,203
SSR4,-0.1027605584,0.42943288508155,0,P51571;A6NLM8,P51571,7;3,7;3,7;3,Translocon-associated protein subunit delta,SSR4,sp|P51571|SSRD_HUMAN Translocon-associated protein subunit delta OS=Homo sapiens OX=9606 GN=SSR4 PE=1 SV=1,7,7,38.2,173
BCAP31,-0.179381351,0.166840401209069,0,P51572;A0A2R8Y5M6;C9JSP1;C9JQ75;C9J0M4;C9JM14;C9JMD7,P51572;A0A2R8Y5M6,5;4;2;2;2;1;1,5;4;2;2;2;1;1,5;4;2;2;2;1;1,B-cell receptor-associated protein 31,BCAP31,sp|P51572|BAP31_HUMAN B-cell receptor-associated protein 31 OS=Homo sapiens OX=9606 GN=BCAP31 PE=1 SV=3;tr|A0A2R8Y5M6|A0A2R8Y5M6_HUMAN B-cell receptor-associated protein OS=Homo sapiens OX=9606 GN=BCAP31 PE=1 SV=1,5,5,29.7,246
PSMD7,0.0877570826,0.510930750870467,0,P51665;H3BNT7;H3BTM8;H3BQV2,P51665;H3BNT7;H3BTM8,8;7;7;1,8;7;7;1,8;7;7;1,26S proteasome non-ATPase regulatory subunit 7,PSMD7,sp|P51665|PSMD7_HUMAN 26S proteasome non-ATPase regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMD7 PE=1 SV=2;tr|H3BNT7|H3BNT7_HUMAN 26S proteasome non-ATPase regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMD7 PE=1 SV=1;tr|H3BTM8|H3BTM8_HUMAN 26S prot,8,8,36.4,324
HDGF,-0.9638629455,0.0988178468231693,0,P51858;Q9Y3E1;H3BPQ6,P51858,9;1;1,9;1;1,8;0;0,Hepatoma-derived growth factor,HDGF,sp|P51858|HDGF_HUMAN Hepatoma-derived growth factor OS=Homo sapiens OX=9606 GN=HDGF PE=1 SV=1,9,8,43.8,240
NDUFA8,-0.278028407,0.155747448909579,0,P51970,P51970,5,5,5,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,NDUFA8,sp|P51970|NDUA8_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 OS=Homo sapiens OX=9606 GN=NDUFA8 PE=1 SV=3,5,5,47.1,172
HNRNPA3,-0.0233848779,0.832064563189347,0,P51991;H7C1J8,P51991,20;2,20;2,20;2,Heterogeneous nuclear ribonucleoprotein A3,HNRNPA3,sp|P51991|ROA3_HUMAN Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2,20,20,46.6,378
PGD,-0.032052094,0.768404715903483,0,P52209;K7EPF6;K7EM49;K7EMN2;K7ELN9,P52209;K7EPF6;K7EM49;K7EMN2,17;14;13;12;3,17;14;13;12;3,17;14;13;12;3,"6-phosphogluconate dehydrogenase, decarboxylating",PGD,"sp|P52209|6PGD_HUMAN 6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3;tr|K7EPF6|K7EPF6_HUMAN 6-phosphogluconate dehydrogenase, decarboxylating (Fragment) OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=1;tr|K7EM49|K7EM49_HU",17,17,37.9,483
HNRNPM,0.0341985206,0.771070686279738,0,P52272;A0A087X0X3;M0R019;M0R2I7;M0R2T0;M0R0N3;M0QY96;M0QYQ7;M0R0Y6;M0QYL3,P52272;A0A087X0X3,50;49;19;17;16;13;11;9;6;4,50;49;19;17;16;13;11;9;6;4,31;30;15;9;12;10;9;7;6;1,Heterogeneous nuclear ribonucleoprotein M,HNRNPM,sp|P52272|HNRPM_HUMAN Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3;tr|A0A087X0X3|A0A087X0X3_HUMAN Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=1,50,31,67.9,730
KPNA2,-0.1866662671,0.225786644187265,0,P52292;J3QLL0;J3KS65;J3QL07,P52292;J3QLL0;J3KS65,17;9;9;1,17;9;9;1,17;9;9;1,Importin subunit alpha-1,KPNA2,sp|P52292|IMA1_HUMAN Importin subunit alpha-1 OS=Homo sapiens OX=9606 GN=KPNA2 PE=1 SV=1;tr|J3QLL0|J3QLL0_HUMAN Importin subunit alpha-1 (Fragment) OS=Homo sapiens OX=9606 GN=KPNA2 PE=1 SV=1;tr|J3KS65|J3KS65_HUMAN Importin subunit alpha-1 (Fragment) OS=Hom,17,17,40.8,529
ARHGDIA,-0.0141998391,0.900867861639483,0,P52565;J3QQX2;J3KTF8;J3KRE2;J3KRY1;J3KS60,P52565;J3QQX2;J3KTF8;J3KRE2;J3KRY1,10;9;9;6;6;4,10;9;9;6;6;4,10;9;9;6;6;4,Rho GDP-dissociation inhibitor 1,ARHGDIA,sp|P52565|GDIR1_HUMAN Rho GDP-dissociation inhibitor 1 OS=Homo sapiens OX=9606 GN=ARHGDIA PE=1 SV=3;tr|J3QQX2|J3QQX2_HUMAN Rho GDP-dissociation inhibitor 1 OS=Homo sapiens OX=9606 GN=ARHGDIA PE=1 SV=1;tr|J3KTF8|J3KTF8_HUMAN Rho GDP-dissociation inhibitor 1,10,10,72.1,204
HNRNPF,-0.1747854138,0.220083704058862,0,P52597;A0A1B0GW42,P52597,21;6,21;6,19;6,"Heterogeneous nuclear ribonucleoprotein F;Heterogeneous nuclear ribonucleoprotein F, N-terminally processed",HNRNPF,sp|P52597|HNRPF_HUMAN Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3,21,19,62.4,415
MSH6,-0.9042136294,0.229720099148303,0,P52701;A0A494C0M1;A0A087WWJ1;F8WAX8;C9JH55;F8W7G9;C9J8Y8;C9J7Y7;A0A087WYT6,P52701;A0A494C0M1;A0A087WWJ1,8;6;5;3;1;1;1;1;1,8;6;5;3;1;1;1;1;1,8;6;5;3;1;1;1;1;1,DNA mismatch repair protein Msh6,MSH6,sp|P52701|MSH6_HUMAN DNA mismatch repair protein Msh6 OS=Homo sapiens OX=9606 GN=MSH6 PE=1 SV=2;tr|A0A494C0M1|A0A494C0M1_HUMAN DNA mismatch repair protein OS=Homo sapiens OX=9606 GN=MSH6 PE=1 SV=1;tr|A0A087WWJ1|A0A087WWJ1_HUMAN DNA mismatch repair protein ,8,8,10.1,1360
HK2,1.557485442,0.000110857146503407,1,P52789;E9PB90,P52789;E9PB90,9;8,5;4,5;4,Hexokinase-2;Hexokinase,HK2,sp|P52789|HXK2_HUMAN Hexokinase-2 OS=Homo sapiens OX=9606 GN=HK2 PE=1 SV=2;tr|E9PB90|E9PB90_HUMAN Hexokinase-2 OS=Homo sapiens OX=9606 GN=HK2 PE=1 SV=1,9,5,13.1,917
CAPZA1,0.1028490899,0.499031770457727,0,P52907,P52907,9,9,7,F-actin-capping protein subunit alpha-1,CAPZA1,sp|P52907|CAZA1_HUMAN F-actin-capping protein subunit alpha-1 OS=Homo sapiens OX=9606 GN=CAPZA1 PE=1 SV=3,9,7,52.4,286
NUP98,-0.045690917,0.838073419571374,0,P52948;A0A3B3ITD8;H7C3P6;H0YDA1;H0YCR0;H0YEN4,P52948;A0A3B3ITD8,8;6;3;1;1;1,8;6;3;1;1;1,8;6;3;1;1;1,Nuclear pore complex protein Nup98-Nup96;Nuclear pore complex protein Nup98;Nuclear pore complex protein Nup96,NUP98,sp|P52948|NUP98_HUMAN Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens OX=9606 GN=NUP98 PE=1 SV=4;tr|A0A3B3ITD8|A0A3B3ITD8_HUMAN Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens OX=9606 GN=NUP98 PE=1 SV=1,8,8,6.1,1817
BLVRA,-0.3988351042,0.0563569497475696,0,P53004;C9J1E1,P53004,8;2,8;2,8;2,Biliverdin reductase A,BLVRA,sp|P53004|BIEA_HUMAN Biliverdin reductase A OS=Homo sapiens OX=9606 GN=BLVRA PE=1 SV=2,8,8,35.8,296
SLC25A1,-0.5906626081,0.00909111400625453,0,P53007;B4DP62,P53007,6;2,6;2,6;2,"Tricarboxylate transport protein, mitochondrial",SLC25A1,"sp|P53007|TXTP_HUMAN Tricarboxylate transport protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A1 PE=1 SV=2",6,6,20.9,311
ACLY,0.3309837911,0.0308449928893258,0,P53396;K7ESG8;K7EIE7,P53396,31;4;3,31;4;3,31;4;3,ATP-citrate synthase,ACLY,sp|P53396|ACLY_HUMAN ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY PE=1 SV=3,31,31,35.9,1101
METAP1,0.339507296,0.0791154975869496,0,P53582;H0Y955;H0Y903;H0YAI3,P53582;H0Y955,6;4;2;1,6;4;2;1,6;4;2;1,Methionine aminopeptidase 1,METAP1,sp|P53582|MAP11_HUMAN Methionine aminopeptidase 1 OS=Homo sapiens OX=9606 GN=METAP1 PE=1 SV=2;tr|H0Y955|H0Y955_HUMAN Methionine aminopeptidase 1 (Fragment) OS=Homo sapiens OX=9606 GN=METAP1 PE=1 SV=1,6,6,21.5,386
SUCLG1,-0.185855852,0.15059951453259,0,P53597;A0A494C0D1;H7C233,P53597;A0A494C0D1,7;6;1,7;6;1,7;6;1,"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",SUCLG1,"sp|P53597|SUCA_HUMAN Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG1 PE=1 SV=4;tr|A0A494C0D1|A0A494C0D1_HUMAN Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Homo sapiens OX=960",7,7,25.7,346
COPB1,0.0975523555,0.729083891668561,0,P53618;E9PP73;E9PP63;E9PKQ1,P53618,7;3;1;1,7;3;1;1,7;3;1;1,Coatomer subunit beta,COPB1,sp|P53618|COPB_HUMAN Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB1 PE=1 SV=3,7,7,12.5,953
CTSC,-0.4118066303,0.0524665742236818,0,P53634;H0YCY8,P53634,5;2,5;2,5;2,Dipeptidyl peptidase 1;Dipeptidyl peptidase 1 exclusion domain chain;Dipeptidyl peptidase 1 heavy chain;Dipeptidyl peptidase 1 light chain,CTSC,sp|P53634|CATC_HUMAN Dipeptidyl peptidase 1 OS=Homo sapiens OX=9606 GN=CTSC PE=1 SV=2,5,5,17.9,463
SUB1,0.1693751655,0.219862941772829,0,P53999,P53999,10,10,10,Activated RNA polymerase II transcriptional coactivator p15,SUB1,sp|P53999|TCP4_HUMAN Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens OX=9606 GN=SUB1 PE=1 SV=3,10,10,59.8,127
RARS,0.0537122466,0.643101958474739,0,P54136;E5RJM9;E5RH09,P54136,21;6;5,21;6;5,21;6;5,"Arginine--tRNA ligase, cytoplasmic",RARS,"sp|P54136|SYRC_HUMAN Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=RARS1 PE=1 SV=2",21,21,36.2,660
YARS,-0.0428884695,0.714628905480618,0,P54577;A0A0C4DGZ5,P54577;A0A0C4DGZ5,17;9,17;9,17;9,"Tyrosine--tRNA ligase, cytoplasmic;Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed;Tyrosine--tRNA ligase",YARS,"sp|P54577|SYYC_HUMAN Tyrosine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=YARS1 PE=1 SV=4;tr|A0A0C4DGZ5|A0A0C4DGZ5_HUMAN Tyrosine--tRNA ligase OS=Homo sapiens OX=9606 GN=YARS1 PE=1 SV=1",17,17,36,528
ATP1B3,0.1059442791,0.473466973350585,0,P54709;C9JA36;H7C547;F8WBY4;C9JXZ1;H7C4L9,P54709;C9JA36,6;3;2;2;2;1,6;3;2;2;2;1,6;3;2;2;2;1,Sodium/potassium-transporting ATPase subunit beta-3,ATP1B3,sp|P54709|AT1B3_HUMAN Sodium/potassium-transporting ATPase subunit beta-3 OS=Homo sapiens OX=9606 GN=ATP1B3 PE=1 SV=1;tr|C9JA36|C9JA36_HUMAN Sodium/potassium-transporting ATPase subunit beta-3 (Fragment) OS=Homo sapiens OX=9606 GN=ATP1B3 PE=1 SV=1,6,6,35.5,279
RAD23B,-0.6208829281,0.00658616895461449,0,P54727;Q5W0S4;H0Y579;Q5W0S5,P54727,4;1;1;1,4;1;1;1,4;1;1;1,UV excision repair protein RAD23 homolog B,RAD23B,sp|P54727|RD23B_HUMAN UV excision repair protein RAD23 homolog B OS=Homo sapiens OX=9606 GN=RAD23B PE=1 SV=1,4,4,11.5,409
ALDH18A1,0.2691405881,0.0618245607187427,0,P54886,P54886,25,25,25,Delta-1-pyrroline-5-carboxylate synthase;Glutamate 5-kinase;Gamma-glutamyl phosphate reductase,ALDH18A1,sp|P54886|P5CS_HUMAN Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens OX=9606 GN=ALDH18A1 PE=1 SV=2,25,25,40.9,795
NAPA,-0.2736311828,0.171636220532428,0,P54920;M0R0Y2;M0R2M1;M0R058;Q9H115;M0R213;M0R027;A0A087WZQ7;M0QZM9;M0QZN5;M0R031;M0R0I4,P54920;M0R0Y2;M0R2M1,9;8;6;3;2;2;2;2;1;1;1;1,9;8;6;3;2;2;2;2;1;1;1;1,9;8;6;3;2;2;2;2;1;1;1;1,Alpha-soluble NSF attachment protein,NAPA,sp|P54920|SNAA_HUMAN Alpha-soluble NSF attachment protein OS=Homo sapiens OX=9606 GN=NAPA PE=1 SV=3;tr|M0R0Y2|M0R0Y2_HUMAN Alpha-soluble NSF attachment protein OS=Homo sapiens OX=9606 GN=NAPA PE=1 SV=1;tr|M0R2M1|M0R2M1_HUMAN Alpha-soluble NSF attachment pr,9,9,46.4,295
EIF5,-0.3179657734,0.0798012783300101,0,P55010;H0YLZ1;H0YN40;H0YK29;H0YK11;H0YMJ8;H0YM54,P55010;H0YLZ1;H0YN40,8;4;4;2;2;2;2,8;4;4;2;2;2;2,8;4;4;2;2;2;2,Eukaryotic translation initiation factor 5,EIF5,sp|P55010|IF5_HUMAN Eukaryotic translation initiation factor 5 OS=Homo sapiens OX=9606 GN=EIF5 PE=1 SV=2;tr|H0YLZ1|H0YLZ1_HUMAN Eukaryotic translation initiation factor 5 (Fragment) OS=Homo sapiens OX=9606 GN=EIF5 PE=1 SV=1;tr|H0YN40|H0YN40_HUMAN Eukaryoti,8,8,19.5,431
PSMD4,0.2181737921,0.163218851634899,0,P55036;Q5VWC4;A6PVX3;H0Y3Y9;H0Y561;A2A3N6,P55036;Q5VWC4;A6PVX3,8;8;6;2;1;1,8;8;6;2;1;1,8;8;6;2;1;1,26S proteasome non-ATPase regulatory subunit 4,PSMD4,sp|P55036|PSMD4_HUMAN 26S proteasome non-ATPase regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PSMD4 PE=1 SV=1;tr|Q5VWC4|Q5VWC4_HUMAN 26S proteasome non-ATPase regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PSMD4 PE=1 SV=1;tr|A6PVX3|A6PVX3_HUMAN 26S prot,8,8,22.3,377
CSE1L,0.0369758394,0.752307458734326,0,P55060,P55060,22,22,22,Exportin-2,CSE1L,sp|P55060|XPO2_HUMAN Exportin-2 OS=Homo sapiens OX=9606 GN=CSE1L PE=1 SV=3,22,22,27.3,971
VCP,-0.0634150902,0.572042010841724,0,P55072;C9JUP7;C9IZA5,P55072,59;10;10,59;10;10,59;10;10,Transitional endoplasmic reticulum ATPase,VCP,sp|P55072|TERA_HUMAN Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4,59,59,73.2,806
HADHB,-0.0773657199,0.502454482168849,0,P55084;F5GZQ3;B5MD38;C9JEY0;C9JE81;C9K0M0,P55084;F5GZQ3;B5MD38,26;23;18;5;5;3,26;23;18;5;5;3,26;23;18;5;5;3,"Trifunctional enzyme subunit beta, mitochondrial;3-ketoacyl-CoA thiolase",HADHB,"sp|P55084|ECHB_HUMAN Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=HADHB PE=1 SV=3;tr|F5GZQ3|F5GZQ3_HUMAN Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=HADHB PE=1 SV=1;tr|B5MD38|B5MD38_HUMAN Trifu",26,26,61.4,474
ADK,0.4322361389,0.0126479923396119,0,P55263;A0A5F9ZHJ1;A0A5F9ZGZ8;A0A5F9ZH72;A0A5F9ZH31;A0A5K1VW54;A0A5K1VW94,P55263;A0A5F9ZHJ1;A0A5F9ZGZ8;A0A5F9ZH72;A0A5F9ZH31;A0A5K1VW54;A0A5K1VW94,8;7;5;5;5;5;5,8;7;5;5;5;5;5,8;7;5;5;5;5;5,Adenosine kinase,ADK,sp|P55263|ADK_HUMAN Adenosine kinase OS=Homo sapiens OX=9606 GN=ADK PE=1 SV=2;tr|A0A5F9ZHJ1|A0A5F9ZHJ1_HUMAN Adenosine kinase OS=Homo sapiens OX=9606 GN=ADK PE=1 SV=1;tr|A0A5F9ZGZ8|A0A5F9ZGZ8_HUMAN Adenosine kinase (Fragment) OS=Homo sapiens OX=9606 GN=ADK,8,8,23.2,362
ADAR,-0.10902043,0.379727737508549,0,P55265;A0A3B3IRQ9;A0A3B3ISX1;A0A3B3ITG9;A0A3B3ISU1,P55265;A0A3B3IRQ9;A0A3B3ISX1;A0A3B3ITG9,16;14;11;8;1,16;14;11;8;1,16;14;11;8;1,Double-stranded RNA-specific adenosine deaminase,ADAR,sp|P55265|DSRAD_HUMAN Double-stranded RNA-specific adenosine deaminase OS=Homo sapiens OX=9606 GN=ADAR PE=1 SV=4;tr|A0A3B3IRQ9|A0A3B3IRQ9_HUMAN Double-stranded RNA-specific adenosine deaminase (Fragment) OS=Homo sapiens OX=9606 GN=ADAR PE=1 SV=1;tr|A0A3B3I,16,16,19.1,1226
SEC13,-0.8672627504,0.0023400139154189,0,P55735;A8MXL6;E7ERC8,P55735;A8MXL6;E7ERC8,4;3;2,4;3;2,4;3;2,Protein SEC13 homolog,SEC13,sp|P55735|SEC13_HUMAN Protein SEC13 homolog OS=Homo sapiens OX=9606 GN=SEC13 PE=1 SV=3;tr|A8MXL6|A8MXL6_HUMAN Protein SEC13 homolog OS=Homo sapiens OX=9606 GN=SEC13 PE=1 SV=1;tr|E7ERC8|E7ERC8_HUMAN Protein SEC13 homolog (Fragment) OS=Homo sapiens OX=9606 G,4,4,25.5,322
HNRNPH2,-0.0916860683,0.470336261902355,0,P55795,P55795,13,8,8,Heterogeneous nuclear ribonucleoprotein H2,HNRNPH2,sp|P55795|HNRH2_HUMAN Heterogeneous nuclear ribonucleoprotein H2 OS=Homo sapiens OX=9606 GN=HNRNPH2 PE=1 SV=1,13,8,34.3,449
OXCT1,-0.0135120299,0.920307536603922,0,P55809;E9PDW2;Q9BYC2,P55809;E9PDW2,9;6;1,9;6;1,9;6;1,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",OXCT1,"sp|P55809|SCOT1_HUMAN Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=OXCT1 PE=1 SV=1;tr|E9PDW2|E9PDW2_HUMAN Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=OXCT1 PE=1 SV",9,9,25.8,520
EIF3B,-0.1516386101,0.230651057617464,0,P55884;C9JQN7;C9JZG1,P55884,26;8;5,26;8;5,26;8;5,Eukaryotic translation initiation factor 3 subunit B,EIF3B,sp|P55884|EIF3B_HUMAN Eukaryotic translation initiation factor 3 subunit B OS=Homo sapiens OX=9606 GN=EIF3B PE=1 SV=3,26,26,35.7,814
ATP5J2,-0.0567698095,0.729834844063732,0,P56134;C9JU26,P56134;C9JU26,4;3,4;3,2;1,"ATP synthase subunit f, mitochondrial",ATP5J2,"sp|P56134|ATPK_HUMAN ATP synthase subunit f, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5MF PE=1 SV=3;tr|C9JU26|C9JU26_HUMAN ATP synthase subunit f, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5MF PE=1 SV=1",4,2,52.1,94
MARS,0.404986245,0.0327218061534815,0,P56192;H0YHV5;H0YIC2;H0YHL6;H0YI94;H0YI27;H0YIP0,P56192;H0YHV5,8;4;1;1;1;1;1,8;4;1;1;1;1;1,8;4;1;1;1;1;1,"Methionine--tRNA ligase, cytoplasmic",MARS,"sp|P56192|SYMC_HUMAN Methionine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=MARS1 PE=1 SV=2;tr|H0YHV5|H0YHV5_HUMAN Methionine--tRNA ligase, cytoplasmic (Fragment) OS=Homo sapiens OX=9606 GN=MARS1 PE=1 SV=1",8,8,11,900
ATP5I,-0.4854255343,0.0467352277347484,0,P56385,P56385,5,5,5,"ATP synthase subunit e, mitochondrial",ATP5I,"sp|P56385|ATP5I_HUMAN ATP synthase subunit e, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5ME PE=1 SV=2",5,5,56.5,69
EIF6,0.1336730482,0.278821286330679,0,P56537;B7ZBH1;A0A0U1RQV5;F8WD20;A0A0B4J1Y7;F8WDS6,P56537,9;4;2;1;1;1,9;4;2;1;1;1,9;4;2;1;1;1,Eukaryotic translation initiation factor 6,EIF6,sp|P56537|IF6_HUMAN Eukaryotic translation initiation factor 6 OS=Homo sapiens OX=9606 GN=EIF6 PE=1 SV=1,9,9,62.4,245
CTBP2,-0.1746046102,0.456026895596779,0,P56545;A0A087WYL1;H0Y9M9;H0Y8U5,P56545,6;2;1;1,6;2;1;1,4;1;0;0,C-terminal-binding protein 2,CTBP2,sp|P56545|CTBP2_HUMAN C-terminal-binding protein 2 OS=Homo sapiens OX=9606 GN=CTBP2 PE=1 SV=1,6,4,18.9,445
