Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity DCAF12_N1,Intensity DCAF12_N2,Intensity U2OS-BirA-alone_N1,Intensity U2OS-BirA-alone_N2
P26368;K7ENG2,P26368;K7ENG2,6;6,6;6,6;6,Splicing factor U2AF 65 kDa subunit,U2AF2,sp|P26368|U2AF2_HUMAN Splicing factor U2AF 65 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF2 PE=1 SV=4;tr|K7ENG2|K7ENG2_HUMAN U2 snRNP auxiliary factor large subunit OS=Homo sapiens OX=9606 GN=U2AF2 PE=1 SV=1,6,6,20.0,24.5262962503493,25.9567118490769,25.5144256041684,25.7044307520009
Q9HAU5,Q9HAU5,6,6,6,Regulator of nonsense transcripts 2,UPF2,sp|Q9HAU5|RENT2_HUMAN Regulator of nonsense transcripts 2 OS=Homo sapiens OX=9606 GN=UPF2 PE=1 SV=1,6,6,6.4,4.25377280271413,4.41538556284283,25.9388313590398,25.803658558659
C4AMC7;Q6VEQ5;Q9NQA3;A8K0Z3;A8MWX3,C4AMC7;Q6VEQ5;Q9NQA3;A8K0Z3;A8MWX3,6;6;4;3;3,6;6;4;3;3,6;6;4;3;3,Putative WAS protein family homolog 3;WAS protein family homolog 2;WAS protein family homolog 6;WAS protein family homolog 1;Putative WAS protein family homolog 4,WASH3P;WASH2P;WASH6P;WASH1;WASH4P,sp|C4AMC7|WASH3_HUMAN Putative WAS protein family homolog 3 OS=Homo sapiens OX=9606 GN=WASH3P PE=1 SV=2;sp|Q6VEQ5|WASH2_HUMAN WAS protein family homolog 2 OS=Homo sapiens OX=9606 GN=WASH2P PE=2 SV=2;sp|Q9NQA3|WASH6_HUMAN WAS protein family homolog 6 OS=Hom,6,6,16.6,4.25377280271413,4.41538556284283,25.6422923641866,24.510628004985
Q96DT7,Q96DT7,6,6,6,Zinc finger and BTB domain-containing protein 10,ZBTB10,sp|Q96DT7|ZBT10_HUMAN Zinc finger and BTB domain-containing protein 10 OS=Homo sapiens OX=9606 GN=ZBTB10 PE=1 SV=2,6,6,11.4,24.1491095091867,24.6963605608966,26.6379609789943,24.1645362498558
Q86VM9;E7ERS3;H3BP01,Q86VM9;E7ERS3,6;6;1,6;6;1,6;6;1,Zinc finger CCCH domain-containing protein 18,ZC3H18,sp|Q86VM9|ZCH18_HUMAN Zinc finger CCCH domain-containing protein 18 OS=Homo sapiens OX=9606 GN=ZC3H18 PE=1 SV=2;tr|E7ERS3|E7ERS3_HUMAN Zinc finger CCCH domain-containing protein 18 OS=Homo sapiens OX=9606 GN=ZC3H18 PE=1 SV=1,6,6,8.2,24.5283844757891,27.1582697538759,25.63516765701,25.0375399162382
Q9C0B5;H0YEF4,Q9C0B5;H0YEF4,6;5,6;5,6;5,Palmitoyltransferase ZDHHC5;Palmitoyltransferase,ZDHHC5,sp|Q9C0B5|ZDHC5_HUMAN Palmitoyltransferase ZDHHC5 OS=Homo sapiens OX=9606 GN=ZDHHC5 PE=1 SV=2;tr|H0YEF4|H0YEF4_HUMAN Palmitoyltransferase ZDHHC5 (Fragment) OS=Homo sapiens OX=9606 GN=ZDHHC5 PE=1 SV=1,6,6,13.4,4.25377280271413,4.41538556284283,26.5123170610879,25.9586341309306
Q15911,Q15911,7,7,6,Zinc finger homeobox protein 3,ZFHX3,sp|Q15911|ZFHX3_HUMAN Zinc finger homeobox protein 3 OS=Homo sapiens OX=9606 GN=ZFHX3 PE=1 SV=2,7,6,2.9,24.6282857749446,25.7155227995573,4.42724936884613,4.39090484493968
Q16181;E7ES33;E7EPK1;G3V1Q4;A0A0U1RRH9;A0A0U1RRE1;A0A5F9ZGZ7;Q6ZU15;A0A0U1RRD1;A0A0U1RRM2,Q16181;E7ES33;E7EPK1;G3V1Q4,7;7;7;6;3;3;3;1;1;1,7;7;7;6;3;3;3;1;1;1,7;7;7;6;3;3;3;1;1;1,Septin-7,Septin-7,sp|Q16181|SEPT7_HUMAN Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=2;tr|E7ES33|E7ES33_HUMAN Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=3;tr|E7EPK1|E7EPK1_HUMAN Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=2;tr|G3V1Q4|G3V1Q4_HUMAN Sep,7,7,22.7,4.25377280271413,4.41538556284283,27.5752804823809,27.5986801113992
O15084;B4DIW9;Q8N8A2;H7C4A0;H7C209;A0A2R8Y7Y4,O15084;B4DIW9,7;6;1;1;1;1,7;6;1;1;1;1,7;6;1;1;1;1,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A,ANKRD28,sp|O15084|ANR28_HUMAN Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A OS=Homo sapiens OX=9606 GN=ANKRD28 PE=1 SV=5;tr|B4DIW9|B4DIW9_HUMAN Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A OS=Homo sapiens,7,7,10.3,4.25377280271413,4.41538556284283,26.8030426277096,26.0547174148817
O00213;A0A075B7G8;J3KPL8;A0A087X0V7;A0A087WYH9;V9GYR7;V9GY97,O00213;A0A075B7G8;J3KPL8;A0A087X0V7;A0A087WYH9,7;7;7;5;5;3;2,7;7;7;5;5;3;2,7;7;7;5;5;3;2,Amyloid beta A4 precursor protein-binding family B member 1,APBB1,sp|O00213|APBB1_HUMAN Amyloid-beta A4 precursor protein-binding family B member 1 OS=Homo sapiens OX=9606 GN=APBB1 PE=1 SV=2;tr|A0A075B7G8|A0A075B7G8_HUMAN Amyloid-beta A4 precursor protein-binding family B member 1 OS=Homo sapiens OX=9606 GN=APBB1 PE=1 SV,7,7,14.4,24.8584219624108,25.7248249871735,26.3792634677559,26.1567470797613
P61204;P84077;F5H423;P84085;C9J1Z8;P18085;F5H0C7;C9JPM4;F5H1V1;F5H6T5;F8WDB3;H0YGG7;C9JAK5,P61204;P84077;F5H423;P84085;C9J1Z8,7;7;6;4;4;3;3;3;1;1;1;1;1,7;7;6;4;4;3;3;3;1;1;1;1;1,7;7;6;4;4;3;3;3;1;1;1;1;1,ADP-ribosylation factor 3;ADP-ribosylation factor 1;ADP-ribosylation factor 5,ARF3;ARF1;ARF5,sp|P61204|ARF3_HUMAN ADP-ribosylation factor 3 OS=Homo sapiens OX=9606 GN=ARF3 PE=1 SV=2;sp|P84077|ARF1_HUMAN ADP-ribosylation factor 1 OS=Homo sapiens OX=9606 GN=ARF1 PE=1 SV=2;tr|F5H423|F5H423_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=3 SV,7,7,47.0,24.2875714844821,23.0530316337678,27.0283364240389,27.082432836852
Q8N3C0,Q8N3C0,7,7,7,Activating signal cointegrator 1 complex subunit 3,ASCC3,sp|Q8N3C0|ASCC3_HUMAN Activating signal cointegrator 1 complex subunit 3 OS=Homo sapiens OX=9606 GN=ASCC3 PE=1 SV=3,7,7,3.7,28.0623430083079,29.053076185264,24.5283248541323,25.0371628451194
Q9NT62;F8WDI0;C9JNW8,Q9NT62,7;2;1,7;2;1,7;2;1,Ubiquitin-like-conjugating enzyme ATG3,ATG3,sp|Q9NT62|ATG3_HUMAN Ubiquitin-like-conjugating enzyme ATG3 OS=Homo sapiens OX=9606 GN=ATG3 PE=1 SV=1,7,7,25.8,4.25377280271413,4.41538556284283,28.3631079599442,27.9121080465951
Q9UIF8;A0A0A0MR97,Q9UIF8,7;1,7;1,7;1,Bromodomain adjacent to zinc finger domain protein 2B,BAZ2B,sp|Q9UIF8|BAZ2B_HUMAN Bromodomain adjacent to zinc finger domain protein 2B OS=Homo sapiens OX=9606 GN=BAZ2B PE=1 SV=3,7,7,4.8,24.2359335819786,26.0254456100779,4.42724936884613,4.39090484493968
P56945;A0A2R8YFK2;A0A2R8Y6M6;A0A2R8Y4C2;A0A2R8YFS8;A0A2R8Y8C4;A0A2R8Y5C9;A0A2R8Y596;A0A2R8Y5E4;H3BVF0;H3BSY4;H3BQJ7;H3BSB2;H3BN62,P56945;A0A2R8YFK2;A0A2R8Y6M6;A0A2R8Y4C2;A0A2R8YFS8;A0A2R8Y8C4;A0A2R8Y5C9;A0A2R8Y596;A0A2R8Y5E4,7;6;6;6;6;6;6;6;5;1;1;1;1;1,7;6;6;6;6;6;6;6;5;1;1;1;1;1,7;6;6;6;6;6;6;6;5;1;1;1;1;1,Breast cancer anti-estrogen resistance protein 1,BCAR1,sp|P56945|BCAR1_HUMAN Breast cancer anti-estrogen resistance protein 1 OS=Homo sapiens OX=9606 GN=BCAR1 PE=1 SV=2;tr|A0A2R8YFK2|A0A2R8YFK2_HUMAN Breast cancer anti-estrogen resistance protein 1 OS=Homo sapiens OX=9606 GN=BCAR1 PE=1 SV=1;tr|A0A2R8Y6M6|A0A2R,7,7,13.7,4.25377280271413,4.41538556284283,26.4325139926354,25.9115710129965
Q9H425;E5RFY9,Q9H425;E5RFY9,8;4,8;4,7;4,Uncharacterized protein C1orf198,C1orf198,sp|Q9H425|CA198_HUMAN Uncharacterized protein C1orf198 OS=Homo sapiens OX=9606 GN=C1orf198 PE=1 SV=1;tr|E5RFY9|E5RFY9_HUMAN Uncharacterized protein C1orf198 OS=Homo sapiens OX=9606 GN=C1orf198 PE=1 SV=1,8,7,37.0,4.25377280271413,4.41538556284283,26.2559831691626,26.3400936286483
Q9BW85;M0R2S3,Q9BW85;M0R2S3,7;6,7;6,7;6,Coiled-coil domain-containing protein 94,CCDC94,sp|Q9BW85|YJU2_HUMAN Splicing factor YJU2 OS=Homo sapiens OX=9606 GN=YJU2 PE=1 SV=1;tr|M0R2S3|M0R2S3_HUMAN Splicing factor YJU2 (Fragment) OS=Homo sapiens OX=9606 GN=YJU2 PE=1 SV=8,7,7,22.6,25.2626229959566,26.2525946979171,25.1640758397543,25.1046960028048
Q86X02,Q86X02,7,7,7,Cerebellar degeneration-related protein 2-like,CDR2L,sp|Q86X02|CDR2L_HUMAN Cerebellar degeneration-related protein 2-like OS=Homo sapiens OX=9606 GN=CDR2L PE=1 SV=2,7,7,19.6,4.25377280271413,4.41538556284283,26.9739940346939,26.7060920989144
Q03701,Q03701,9,9,7,CCAAT/enhancer-binding protein zeta,CEBPZ,sp|Q03701|CEBPZ_HUMAN CCAAT/enhancer-binding protein zeta OS=Homo sapiens OX=9606 GN=CEBPZ PE=1 SV=3,9,7,10.5,25.2653500699553,25.0351920931549,25.3424862567794,25.7947388972684
Q9UEE9,Q9UEE9,7,7,7,Craniofacial development protein 1,CFDP1,sp|Q9UEE9|CFDP1_HUMAN Craniofacial development protein 1 OS=Homo sapiens OX=9606 GN=CFDP1 PE=1 SV=1,7,7,26.8,26.0787327827208,27.4008847768933,27.4854666037521,27.5704388555703
Q7Z460;F8WA11;H0Y5T1;C9J151,Q7Z460;F8WA11;H0Y5T1,11;11;7;1,11;11;7;1,7;7;3;1,CLIP-associating protein 1,CLASP1,sp|Q7Z460|CLAP1_HUMAN CLIP-associating protein 1 OS=Homo sapiens OX=9606 GN=CLASP1 PE=1 SV=1;tr|F8WA11|F8WA11_HUMAN CLIP-associating protein 1 OS=Homo sapiens OX=9606 GN=CLASP1 PE=1 SV=2;tr|H0Y5T1|H0Y5T1_HUMAN CLIP-associating protein 1 (Fragment) OS=Homo,11,7,9.4,4.25377280271413,4.41538556284283,26.8843680472241,26.4653810661518
O00299,O00299,7,7,7,Chloride intracellular channel protein 1,CLIC1,sp|O00299|CLIC1_HUMAN Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4,7,7,41.1,22.6895945245002,24.3006109095779,28.0483283827057,27.2237981612291
O75131;A0A087WYQ3;E5RHZ0;H0YB26;A0A087WXR6;Q96A23;Q9UBL6;Q96FN4;A0A087WUS8,O75131;A0A087WYQ3,8;5;3;3;2;1;1;1;1,8;5;3;3;2;1;1;1;1,7;5;3;3;2;0;0;0;1,Copine-3,CPNE3,sp|O75131|CPNE3_HUMAN Copine-3 OS=Homo sapiens OX=9606 GN=CPNE3 PE=1 SV=1;tr|A0A087WYQ3|A0A087WYQ3_HUMAN Copine-3 (Fragment) OS=Homo sapiens OX=9606 GN=CPNE3 PE=1 SV=1,8,7,16.6,23.2494948538786,25.0602322589629,27.4718903752883,26.7925313671823
Q69YN2;A0A286YF56;A0A0S2Z5Q6;A0A286YEP9,Q69YN2,7;2;1;1,7;2;1;1,7;2;1;1,CWF19-like protein 1,CWF19L1,sp|Q69YN2|C19L1_HUMAN CWF19-like protein 1 OS=Homo sapiens OX=9606 GN=CWF19L1 PE=1 SV=2,7,7,13.0,22.5591287175384,24.9718911719134,26.1447797413315,26.0204097986213
Q9NVR5,Q9NVR5,7,7,7,Protein kintoun,DNAAF2,sp|Q9NVR5|KTU_HUMAN Protein kintoun OS=Homo sapiens OX=9606 GN=DNAAF2 PE=1 SV=2,7,7,14.2,4.25377280271413,4.41538556284283,28.0975307404996,27.6827778575472
P29692;E9PRY8;E9PK01;A0A087X1X7;E9PQZ1;E9PI39;E9PQ49;E9PPR1;E9PL12;E9PMW7;H0YCK7;E9PIZ1;H0YE72;E9PK06;E9PK72;H0YE58;E9PQC9,P29692;E9PRY8;E9PK01;A0A087X1X7;E9PQZ1;E9PI39;E9PQ49;E9PPR1;E9PL12;E9PMW7,15;14;13;12;10;10;10;9;9;8;7;7;6;5;4;3;2,15;14;13;12;10;10;10;9;9;8;7;7;6;5;4;3;2,7;7;5;5;5;2;2;2;2;2;2;2;5;1;1;3;2,Elongation factor 1-delta,EEF1D,sp|P29692|EF1D_HUMAN Elongation factor 1-delta OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=5;tr|E9PRY8|E9PRY8_HUMAN Elongation factor 1-delta OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=1;tr|E9PK01|E9PK01_HUMAN Elongation factor 1-delta (Fragment) OS=Homo sapien,15,7,68.7,28.4918631859432,28.995907161207,33.2137013704883,32.9545778228664
O00418;H3BRH4,O00418;H3BRH4,7;5,7;5,7;5,Eukaryotic elongation factor 2 kinase,EEF2K,sp|O00418|EF2K_HUMAN Eukaryotic elongation factor 2 kinase OS=Homo sapiens OX=9606 GN=EEF2K PE=1 SV=2;tr|H3BRH4|H3BRH4_HUMAN Eukaryotic elongation factor 2 kinase OS=Homo sapiens OX=9606 GN=EEF2K PE=1 SV=1,7,7,10.9,4.25377280271413,4.41538556284283,26.0504681250463,26.7205152359013
Q15056,Q15056,7,7,7,Eukaryotic translation initiation factor 4H,EIF4H,sp|Q15056|IF4H_HUMAN Eukaryotic translation initiation factor 4H OS=Homo sapiens OX=9606 GN=EIF4H PE=1 SV=5,7,7,39.5,24.7306558753982,26.2895251755671,28.9358452252021,28.9092491857973
P63241;I3L397;I3L504;Q6IS14;Q9GZV4;F8WCJ1;C9J7B5;C9J4W5,P63241;I3L397;I3L504;Q6IS14,7;7;7;4;2;2;2;2,7;7;7;4;2;2;2;2,7;7;7;4;2;2;2;2,Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A;Eukaryotic translation initiation factor 5A-1-like,EIF5A;EIF5AL1,sp|P63241|IF5A1_HUMAN Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=2;tr|I3L397|I3L397_HUMAN Eukaryotic translation initiation factor 5A (Fragment) OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=8;tr|I3L504|I3L504_HUMAN E,7,7,61.7,24.8245909397524,24.2754027409452,26.8136001776763,27.1710238959288
Q8N8S7;A0A0U1RRM6;A0A075B6E5;A0A0U1RQP7,Q8N8S7;A0A0U1RRM6,7;6;2;2,7;6;2;2,7;6;2;2,Protein enabled homolog,ENAH,sp|Q8N8S7|ENAH_HUMAN Protein enabled homolog OS=Homo sapiens OX=9606 GN=ENAH PE=1 SV=2;tr|A0A0U1RRM6|A0A0U1RRM6_HUMAN Protein enabled homolog OS=Homo sapiens OX=9606 GN=ENAH PE=1 SV=1,7,7,19.6,4.25377280271413,4.41538556284283,26.6936515728918,27.3534650813664
O60645;D6RB59;H0Y995;D6RBR9,O60645;D6RB59;H0Y995,7;7;4;1,7;7;4;1,7;7;4;1,Exocyst complex component 3,EXOC3,sp|O60645|EXOC3_HUMAN Exocyst complex component 3 OS=Homo sapiens OX=9606 GN=EXOC3 PE=1 SV=3;tr|D6RB59|D6RB59_HUMAN Exocyst complex component 3 OS=Homo sapiens OX=9606 GN=EXOC3 PE=1 SV=1;tr|H0Y995|H0Y995_HUMAN Exocyst complex component 3 (Fragment) OS=Homo,7,7,11.1,4.25377280271413,4.41538556284283,25.4118336913786,25.0785495665474
Q14320;B0S8I6,Q14320;B0S8I6,10;8,10;8,7;5,Protein FAM50A,FAM50A,sp|Q14320|FA50A_HUMAN Protein FAM50A OS=Homo sapiens OX=9606 GN=FAM50A PE=1 SV=2;tr|B0S8I6|B0S8I6_HUMAN Protein FAM50A (Fragment) OS=Homo sapiens OX=9606 GN=FAM50A PE=1 SV=1,10,7,36.6,25.8640313785399,27.2404536267359,27.4733621575189,27.0604393287893
A6ND36;K7EKG0,A6ND36,7;1,7;1,7;1,Protein FAM83G,FAM83G,sp|A6ND36|FA83G_HUMAN Protein FAM83G OS=Homo sapiens OX=9606 GN=FAM83G PE=1 SV=2,7,7,12.6,4.25377280271413,4.41538556284283,25.8410536816411,26.0626847048711
Q9UKJ3;K7EKU0,Q9UKJ3,7;2,7;2,7;2,G patch domain-containing protein 8,GPATCH8,sp|Q9UKJ3|GPTC8_HUMAN G patch domain-containing protein 8 OS=Homo sapiens OX=9606 GN=GPATCH8 PE=1 SV=2,7,7,6.0,24.9532703693959,25.6094150357238,25.5654066064912,25.3387513416669
P78417;Q5TA02;Q5TA01,P78417;Q5TA02;Q5TA01,7;6;5,7;6;5,7;6;5,Glutathione S-transferase omega-1,GSTO1,sp|P78417|GSTO1_HUMAN Glutathione S-transferase omega-1 OS=Homo sapiens OX=9606 GN=GSTO1 PE=1 SV=2;tr|Q5TA02|Q5TA02_HUMAN Glutathione S-transferase omega-1 (Fragment) OS=Homo sapiens OX=9606 GN=GSTO1 PE=1 SV=1;tr|Q5TA01|Q5TA01_HUMAN Glutathione S-transfera,7,7,26.6,4.25377280271413,4.41538556284283,27.0351711132298,26.9358452252021
Q9Y5Q8;Q5T7U1;H7BY84;Q5T7U4;H0Y5D2,Q9Y5Q8;Q5T7U1;H7BY84,12;11;6;4;3,12;11;6;4;3,7;7;3;1;2,General transcription factor 3C polypeptide 5,GTF3C5,sp|Q9Y5Q8|TF3C5_HUMAN General transcription factor 3C polypeptide 5 OS=Homo sapiens OX=9606 GN=GTF3C5 PE=1 SV=2;tr|Q5T7U1|Q5T7U1_HUMAN General transcription factor 3C polypeptide 5 OS=Homo sapiens OX=9606 GN=GTF3C5 PE=1 SV=1;tr|H7BY84|H7BY84_HUMAN General,12,7,27.4,25.2002649478623,27.0060311900287,26.89642923357,26.8342451559753
P31629,P31629,7,7,7,Transcription factor HIVEP2,HIVEP2,sp|P31629|ZEP2_HUMAN Transcription factor HIVEP2 OS=Homo sapiens OX=9606 GN=HIVEP2 PE=1 SV=2,7,7,5.2,23.1811352676645,24.714097767551,25.3933590322272,25.0247484160897
Q9UK76;J3KT51;J3KSH8,Q9UK76;J3KT51;J3KSH8,7;6;4,7;6;4,7;6;4,"Hematological and neurological expressed 1 protein;Hematological and neurological expressed 1 protein, N-terminally processed",HN1,sp|Q9UK76|JUPI1_HUMAN Jupiter microtubule associated homolog 1 OS=Homo sapiens OX=9606 GN=JPT1 PE=1 SV=3;tr|J3KT51|J3KT51_HUMAN Jupiter microtubule-associated homolog 1 OS=Homo sapiens OX=9606 GN=JPT1 PE=1 SV=1;tr|J3KSH8|J3KSH8_HUMAN Jupiter microtubule-as,7,7,74.0,24.7710747246936,28.3966859751216,30.0918181856243,30.2378581546602
P04792;F8WE04;C9J3N8,P04792;F8WE04,7;4;1,7;4;1,7;4;1,Heat shock protein beta-1,HSPB1,sp|P04792|HSPB1_HUMAN Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2;tr|F8WE04|F8WE04_HUMAN Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=1,7,7,54.1,27.2739099667557,27.7796280914925,28.3465497122273,28.556985191395
O00410;H0Y8C6;O60518;C9J875;C9JQT6;C9JZD8;E7ETV8;E7ESZ1;E7EWK4;E7EX05;E7EV12;E7EQT5;E7ETV3,O00410;H0Y8C6,7;7;1;1;1;1;1;1;1;1;1;1;1,7;7;1;1;1;1;1;1;1;1;1;1;1,7;7;1;1;1;1;1;1;1;1;1;1;1,Importin-5,IPO5,sp|O00410|IPO5_HUMAN Importin-5 OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=4;tr|H0Y8C6|H0Y8C6_HUMAN Importin-5 (Fragment) OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=1,7,7,7.8,24.1096457665299,26.4372531128627,22.7646610527954,23.4764270983558
P00338;F5GXY2;F5GYU2;F5GXH2;F5H5J4;F5H6W8;F5GZQ4;F5GWW2;F5GXU1;P07864;Q6ZMR3;F5GXC7;F5H5G7;F5H155;A0A087WUM2;G3XAP5;F5H245;F5H8H6,P00338;F5GXY2;F5GYU2;F5GXH2,8;5;4;4;3;3;2;1;1;1;1;1;1;1;1;1;1;1,8;5;4;4;3;3;2;1;1;1;1;1;1;1;1;1;1;1,7;5;4;4;3;3;2;1;1;0;0;1;0;0;0;0;0;1,L-lactate dehydrogenase A chain,LDHA,sp|P00338|LDHA_HUMAN L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2;tr|F5GXY2|F5GXY2_HUMAN L-lactate dehydrogenase A chain (Fragment) OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=8;tr|F5GYU2|F5GYU2_HUMAN L-lactate dehydrogenase A chai,8,7,30.7,24.1306126652623,22.9888455343974,25.477691328182,25.7966460612552
Q15334;A0A087WW77,Q15334;A0A087WW77,7;7,7;7,7;7,Lethal(2) giant larvae protein homolog 1,LLGL1,sp|Q15334|L2GL1_HUMAN Lethal(2) giant larvae protein homolog 1 OS=Homo sapiens OX=9606 GN=LLGL1 PE=1 SV=3;tr|A0A087WW77|A0A087WW77_HUMAN Lethal(2) giant larvae protein homolog 1 OS=Homo sapiens OX=9606 GN=LLGL1 PE=1 SV=1,7,7,9.5,24.8310342567787,25.7605251563604,26.7861876532852,26.316067421064
H3BPE1;H3BQK9;Q9UPN3;H0Y390;A0A5F9ZGX0;E9PNZ4;A0A669KBB0;H0Y314;E9PLY0;H0Y4F5;H0Y6T5;A0A669KB06;H0Y7I1;E9PS75,H3BPE1;H3BQK9;Q9UPN3;H0Y390,85;85;80;63;25;22;15;10;8;7;4;3;2;1,85;85;80;63;25;22;15;10;8;7;4;3;2;1,7;7;7;0;2;0;0;0;0;0;0;0;0;0,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5",MACF1,"tr|H3BPE1|H3BPE1_HUMAN Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=1;tr|H3BQK9|H3BQK9_HUMAN Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=1;sp|Q9U",85,7,14.6,4.25377280271413,4.41538556284283,30.1440649545181,29.5637277059743
P43358;C9JZJ5;C9J9C2;C9JK50;C9JIR1;P43363;P43362;P43355;O15480;P43361;A2A368;Q96M61;A8MXT2;Q3SYA6;A0A0A0MSA3,P43358;C9JZJ5;C9J9C2;C9JK50;C9JIR1,8;4;4;4;4;3;2;1;1;1;1;1;1;1;1,8;4;4;4;4;3;2;1;1;1;1;1;1;1;1,7;4;4;4;4;2;2;0;0;0;0;0;0;0;0,Melanoma-associated antigen 4,MAGEA4,sp|P43358|MAGA4_HUMAN Melanoma-associated antigen 4 OS=Homo sapiens OX=9606 GN=MAGEA4 PE=1 SV=2;tr|C9JZJ5|C9JZJ5_HUMAN Melanoma-associated antigen 4 (Fragment) OS=Homo sapiens OX=9606 GN=MAGEA4 PE=1 SV=8;tr|C9J9C2|C9J9C2_HUMAN Melanoma-associated antigen 4,8,7,17.7,25.1898613485627,28.2653053539437,27.7781245661934,28.1378992171952
Q96QZ7;H7C535;H7C4U7;A0A087WXD2;A0A087WT53;H7C5T8;H7C4S7;A0A1B0GTH8;A0A0D9SET0;A0A0D9SGF2;Q86UL8;A0A0D9SEY4;A0A1B0GUI9;A0A1B0GUF0;A0A1B0GUV4;A0A1B0GTC0;E7EWI0;A0A0E3D6M1;A0A0D9SGI1;A0A0D9SGF8,Q96QZ7;H7C535;H7C4U7;A0A087WXD2;A0A087WT53;H7C5T8,8;8;8;7;7;7;2;1;1;1;1;1;1;1;1;1;1;1;1;1,7;7;7;6;6;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0,7;7;7;6;6;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1",MAGI1,"sp|Q96QZ7|MAGI1_HUMAN Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1 OS=Homo sapiens OX=9606 GN=MAGI1 PE=1 SV=3;tr|H7C535|H7C535_HUMAN Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1 (Fragment) OS=",8,7,7.4,4.25377280271413,4.41538556284283,25.2144901807017,25.6729546546697
Q66K74;M0R1M7;M0QXQ9;M0R1J2;M0QY41,Q66K74,7;1;1;1;1,7;1;1;1;1,7;1;1;1;1,Microtubule-associated protein 1S;MAP1S heavy chain;MAP1S light chain,MAP1S,sp|Q66K74|MAP1S_HUMAN Microtubule-associated protein 1S OS=Homo sapiens OX=9606 GN=MAP1S PE=1 SV=2,7,7,10.4,4.25377280271413,4.41538556284283,25.554001151434,25.3048687659326
Q8IYB1,Q8IYB1,7,7,7,Protein MB21D2,MB21D2,sp|Q8IYB1|M21D2_HUMAN Protein MB21D2 OS=Homo sapiens OX=9606 GN=MB21D2 PE=1 SV=3,7,7,17.7,4.25377280271413,4.41538556284283,25.887555502186,25.0239874563716
P43246;A0A2R8YFH0;E9PHA6;A0A2R8Y6P0;A0A2R8YG02;A0A2R8Y7S8;A0A2R8Y713,P43246;A0A2R8YFH0;E9PHA6;A0A2R8Y6P0;A0A2R8YG02;A0A2R8Y7S8,7;7;7;7;7;5;2,7;7;7;7;7;5;2,7;7;7;7;7;5;2,DNA mismatch repair protein Msh2,MSH2,sp|P43246|MSH2_HUMAN DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1;tr|A0A2R8YFH0|A0A2R8YFH0_HUMAN DNA mismatch repair protein OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1;tr|E9PHA6|E9PHA6_HUMAN DNA mismatch repair protein OS=Homo,7,7,10.7,25.8073732012407,24.7852648711232,24.9602261192441,24.9460131352223
