Unnamed: 0,CIAO1_vs_BirA,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
RFC5,2.4043678534,0.00584137874088047,1,P40937;E9PEP3;F5H5S0;C9JH72,P40937,4;1;1;1,4;1;1;1,4;1;1;1,Replication factor C subunit 5,RFC5,sp|P40937|RFC5_HUMAN Replication factor C subunit 5 OS=Homo sapiens OX=9606 GN=RFC5 PE=1 SV=1,4,4,15.6,340,-2.40436785339625,0.00584137874088047
EIF2S3;EIF2S3L,-1.4955780782,0.00544586082190102,1,P41091;Q2VIR3;H7BZU1,P41091;Q2VIR3,19;16;7,19;16;7,19;16;7,Eukaryotic translation initiation factor 2 subunit 3;Putative eukaryotic translation initiation factor 2 subunit 3-like protein,EIF2S3;EIF2S3L,sp|P41091|IF2G_HUMAN Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens OX=9606 GN=EIF2S3 PE=1 SV=3;sp|Q2VIR3|IF2GL_HUMAN Eukaryotic translation initiation factor 2 subunit 3B OS=Homo sapiens OX=9606 GN=EIF2S3B PE=2 SV=2,19,19,45.3,472,1.49557807822505,0.00544586082190102
NAA10;NAA11,-0.4515141148,0.547696453623971,0,P41227;C9JN83;Q9BSU3;C9JW55;F8W808;A8MWP7;H0Y8T0,P41227;C9JN83;Q9BSU3;C9JW55;F8W808;A8MWP7,4;3;2;2;2;2;1,4;3;2;2;2;2;1,4;3;2;2;2;2;1,N-alpha-acetyltransferase 10;N-alpha-acetyltransferase 11,NAA10;NAA11,sp|P41227|NAA10_HUMAN N-alpha-acetyltransferase 10 OS=Homo sapiens OX=9606 GN=NAA10 PE=1 SV=1;tr|C9JN83|C9JN83_HUMAN N-alpha-acetyltransferase 10 (Fragment) OS=Homo sapiens OX=9606 GN=NAA10 PE=1 SV=1;sp|Q9BSU3|NAA11_HUMAN N-alpha-acetyltransferase 11 OS=Ho,4,4,20,235,0.451514114750243,0.547696453623971
GARS,-1.2536752017,0.0105532715307691,1,P41250,P41250,19,19,19,Glycine--tRNA ligase,GARS,sp|P41250|GARS_HUMAN Glycine--tRNA ligase OS=Homo sapiens OX=9606 GN=GARS1 PE=1 SV=3,19,19,30.6,739,1.25367520170326,0.0105532715307691
ECI1;DCI,-0.3040825121,0.408128905071948,0,P42126;Q96DC0;H3BS70,P42126;Q96DC0,6;5;2,6;5;2,6;5;2,"Enoyl-CoA delta isomerase 1, mitochondrial",ECI1;DCI,"sp|P42126|ECI1_HUMAN Enoyl-CoA delta isomerase 1, mitochondrial OS=Homo sapiens OX=9606 GN=ECI1 PE=1 SV=1;tr|Q96DC0|Q96DC0_HUMAN DCI protein OS=Homo sapiens OX=9606 GN=ECI1 PE=1 SV=1",6,6,25.8,302,0.304082512131998,0.408128905071948
TMPO,-0.832848644,0.13797436195584,0,P42166;P42167;H0YJH7;G5E972,P42166;P42167;H0YJH7;G5E972,2;1;1;1,2;1;1;1,2;1;1;1,"Lamina-associated polypeptide 2, isoform alpha;Thymopoietin;Thymopentin;Lamina-associated polypeptide 2, isoforms beta/gamma;Thymopoietin;Thymopentin",TMPO,"sp|P42166|LAP2A_HUMAN Lamina-associated polypeptide 2, isoform alpha OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2;sp|P42167|LAP2B_HUMAN Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2;tr|H0YJH7|H0YJH7_HUMAN Lamin",2,2,4.8,694,0.832848643970701,0.13797436195584
SKIV2L2,-1.2369548189,0.015897791190039,1,P42285,P42285,4,4,4,Superkiller viralicidic activity 2-like 2,SKIV2L2,sp|P42285|MTREX_HUMAN Exosome RNA helicase MTR4 OS=Homo sapiens OX=9606 GN=MTREX PE=1 SV=3,4,4,4,1042,1.2369548188764,0.015897791190039
LRPPRC,-0.6312703826,0.126697938065695,0,P42704;B8ZZ38;A0A0C4DG06;C9JCA9;Q9NP80;H7C3W8;A0A0C4DG51,P42704,44;17;17;15;1;1;1,44;17;17;15;1;1;1,44;17;17;15;1;1;1,"Leucine-rich PPR motif-containing protein, mitochondrial",LRPPRC,"sp|P42704|LPPRC_HUMAN Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3",44,44,36.9,1394,0.631270382597052,0.126697938065695
ACAA2,-0.6971332262,0.0966475267956277,0,P42765;A0A0B4J2A4;K7EME0;K7ER88;K7EJB1;K7EJ68,P42765;A0A0B4J2A4;K7EME0,8;7;5;1;1;1,8;7;5;1;1;1,8;7;5;1;1;1,"3-ketoacyl-CoA thiolase, mitochondrial",ACAA2,"sp|P42765|THIM_HUMAN 3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=2;tr|A0A0B4J2A4|A0A0B4J2A4_HUMAN 3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=1;tr|K7EME0|K7EME0_HUMAN 3-ketoacyl-CoA th",8,8,38.3,397,0.697133226225901,0.0966475267956277
RPL35,-2.889646563,0.000234735790233803,1,P42766;F2Z388,P42766;F2Z388,5;4,5;4,5;4,60S ribosomal protein L35,RPL35,sp|P42766|RL35_HUMAN 60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=2;tr|F2Z388|F2Z388_HUMAN 60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=1,5,5,30.1,123,2.8896465630214,0.000234735790233803
MCAM,-0.232310666,0.73424741146419,0,P43121,P43121,2,2,2,Cell surface glycoprotein MUC18,MCAM,sp|P43121|MUC18_HUMAN Cell surface glycoprotein MUC18 OS=Homo sapiens OX=9606 GN=MCAM PE=1 SV=2,2,2,4,646,0.232310665979737,0.73424741146419
MSH2,-1.9029934043,0.0465760994649672,1,P43246;A0A2R8Y7S8;A0A2R8YFH0;E9PHA6;A0A2R8Y6P0;A0A2R8YG02,P43246;A0A2R8Y7S8;A0A2R8YFH0;E9PHA6;A0A2R8Y6P0;A0A2R8YG02,7;6;6;6;6;6,7;6;6;6;6;6,7;6;6;6;6;6,DNA mismatch repair protein Msh2,MSH2,sp|P43246|MSH2_HUMAN DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1;tr|A0A2R8Y7S8|A0A2R8Y7S8_HUMAN DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1;tr|A0A2R8YFH0|A0A2R8YFH0_HUMAN DNA mismatch repair pro,7,7,9.5,934,1.90299340427965,0.0465760994649672
GPD2,-2.4704985543,0.0802782049889369,0,P43304;F5GYK7,P43304;F5GYK7,6;4,6;4,6;4,"Glycerol-3-phosphate dehydrogenase, mitochondrial;Glycerol-3-phosphate dehydrogenase",GPD2,"sp|P43304|GPDM_HUMAN Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=GPD2 PE=1 SV=3;tr|F5GYK7|F5GYK7_HUMAN Glycerol-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GPD2 PE=1 SV=1",6,6,12.4,727,2.4704985542808,0.0802782049889369
MAGEA4,-1.9570424573,0.0175957154513221,1,P43358;C9JZJ5;C9J9C2;C9JK50;C9JIR1;P43361;P43363;P43355;P43362;O60732;A2A368;Q96M61;A8MXT2;Q3SYA6;A0A0A0MSA3,P43358,17;6;6;6;6;5;3;2;2;1;1;1;1;1;1,17;6;6;6;6;5;3;2;2;1;1;1;1;1;1,16;6;6;6;6;4;2;1;2;0;0;0;0;0;0,Melanoma-associated antigen 4,MAGEA4,sp|P43358|MAGA4_HUMAN Melanoma-associated antigen 4 OS=Homo sapiens OX=9606 GN=MAGEA4 PE=1 SV=2,17,16,39.4,317,1.9570424572515,0.0175957154513221
RANBP1,-2.3365791023,0.000657192350625389,1,P43487;F6WQW2;C9JJ34;C9JXG8;C9JGV6;C9JDM3;C9JIC6,P43487;F6WQW2;C9JJ34;C9JXG8;C9JGV6,11;10;9;8;8;5;3,11;10;9;8;8;5;3,11;10;9;8;8;5;3,Ran-specific GTPase-activating protein,RANBP1,sp|P43487|RANG_HUMAN Ran-specific GTPase-activating protein OS=Homo sapiens OX=9606 GN=RANBP1 PE=1 SV=1;tr|F6WQW2|F6WQW2_HUMAN Ran-specific GTPase-activating protein OS=Homo sapiens OX=9606 GN=RANBP1 PE=1 SV=1;tr|C9JJ34|C9JJ34_HUMAN Ran-specific GTPase-act,11,11,63.7,201,2.33657910226945,0.000657192350625389
NAMPT,-1.9667973606,0.00282084673553675,1,P43490;A0A0C4DFS8;C9JF35;C9JG65,P43490;A0A0C4DFS8,20;14;3;3,20;14;3;3,20;14;3;3,Nicotinamide phosphoribosyltransferase,NAMPT,sp|P43490|NAMPT_HUMAN Nicotinamide phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAMPT PE=1 SV=1;tr|A0A0C4DFS8|A0A0C4DFS8_HUMAN Nicotinamide phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAMPT PE=1 SV=1,20,20,47.7,491,1.9667973605651,0.00282084673553675
PSMC4,-1.8118567819,0.00235856102282444,1,P43686,P43686,8,8,8,26S protease regulatory subunit 6B,PSMC4,sp|P43686|PRS6B_HUMAN 26S proteasome regulatory subunit 6B OS=Homo sapiens OX=9606 GN=PSMC4 PE=1 SV=2,8,8,20.3,418,1.81185678189415,0.00235856102282444
CBX5,-0.4054378251,0.210950141443666,0,P45973;F8VNY3,P45973,4;1,4;1,4;1,Chromobox protein homolog 5,CBX5,sp|P45973|CBX5_HUMAN Chromobox protein homolog 5 OS=Homo sapiens OX=9606 GN=CBX5 PE=1 SV=1,4,4,33,191,0.405437825093537,0.210950141443666
USP5,-1.7856900966,0.0030252091329483,1,P45974;F5H571,P45974,22;2,22;2,20;2,Ubiquitin carboxyl-terminal hydrolase 5,USP5,sp|P45974|UBP5_HUMAN Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens OX=9606 GN=USP5 PE=1 SV=2,22,20,33.4,858,1.78569009659775,0.0030252091329483
RANGAP1,-1.6515832368,0.00346605884003112,1,P46060;H0Y4Q3;B0QYT5;B0QYT4;B0QYT6,P46060;H0Y4Q3,29;15;4;4;3,29;15;4;4;3,29;15;4;4;3,Ran GTPase-activating protein 1,RANGAP1,sp|P46060|RAGP1_HUMAN Ran GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RANGAP1 PE=1 SV=1;tr|H0Y4Q3|H0Y4Q3_HUMAN Ran GTPase-activating protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=RANGAP1 PE=1 SV=1,29,29,54.2,587,1.6515832367983,0.00346605884003112
RECQL,-0.8788148376,0.0364391334274498,0,P46063;F5H2L2;F8WA66;F8WD97;F5H4P4;F5H3W0,P46063,13;3;3;3;1;1,13;3;3;3;1;1,13;3;3;3;1;1,ATP-dependent DNA helicase Q1,RECQL,sp|P46063|RECQ1_HUMAN ATP-dependent DNA helicase Q1 OS=Homo sapiens OX=9606 GN=RECQL PE=1 SV=3,13,13,29.9,649,0.878814837646046,0.0364391334274498
NOP2,-2.3405104996,0.00399756108563204,1,P46087;F5GYR3;F5H5X6;F5GWB7;F5H709;F5H359;F5H8G6,P46087,14;4;3;2;2;1;1,14;4;3;2;2;1;1,14;4;3;2;2;1;1,Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase,NOP2,sp|P46087|NOP2_HUMAN Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NOP2 PE=1 SV=2,14,14,19.8,812,2.34051049960475,0.00399756108563204
CRK,0.4136105738,0.675932011181017,0,P46108;I3L297,P46108;I3L297,4;3,4;3,4;3,Adapter molecule crk,CRK,sp|P46108|CRK_HUMAN Adapter molecule crk OS=Homo sapiens OX=9606 GN=CRK PE=1 SV=2;tr|I3L297|I3L297_HUMAN Adapter molecule crk OS=Homo sapiens OX=9606 GN=CRK PE=1 SV=1,4,4,19.1,304,-0.413610573807201,0.675932011181017
CRKL,3.3182613948,0.000159741800538404,1,P46109,P46109,2,2,2,Crk-like protein,CRKL,sp|P46109|CRKL_HUMAN Crk-like protein OS=Homo sapiens OX=9606 GN=CRKL PE=1 SV=1,2,2,7.6,303,-3.3182613947541,0.000159741800538404
MAP2K3,-1.1917401368,0.0120996157728478,1,P46734;J3QR49,P46734;J3QR49,2;1,2;1,2;1,Dual specificity mitogen-activated protein kinase kinase 3,MAP2K3,sp|P46734|MP2K3_HUMAN Dual specificity mitogen-activated protein kinase kinase 3 OS=Homo sapiens OX=9606 GN=MAP2K3 PE=1 SV=2;tr|J3QR49|J3QR49_HUMAN Dual-specificity mitogen-activated protein kinase kinase 3 OS=Homo sapiens OX=9606 GN=MAP2K3 PE=1 SV=1,2,2,9.2,347,1.19174013683644,0.0120996157728478
RPL27A,-2.8746488039,0.000276016150186898,1,P46776;E9PJD9;E9PLL6;E9PLX7,P46776;E9PJD9;E9PLL6;E9PLX7,9;8;6;5,9;8;6;5,9;8;6;5,60S ribosomal protein L27a,RPL27A,sp|P46776|RL27A_HUMAN 60S ribosomal protein L27a OS=Homo sapiens OX=9606 GN=RPL27A PE=1 SV=2;tr|E9PJD9|E9PJD9_HUMAN 60S ribosomal protein L27a OS=Homo sapiens OX=9606 GN=RPL27A PE=1 SV=1;tr|E9PLL6|E9PLL6_HUMAN 60S ribosomal protein L27a OS=Homo sapiens OX=,9,9,56.1,148,2.87464880394356,0.000276016150186898
RPL5,-1.8779126644,0.0164276754618231,1,P46777;A0A2R8Y6J3;Q5T7N0;A0A2R8Y4A2;R4GNJ2,P46777;A0A2R8Y6J3;Q5T7N0,20;18;10;7;2,20;18;10;7;2,20;18;10;7;2,60S ribosomal protein L5,RPL5,sp|P46777|RL5_HUMAN 60S ribosomal protein L5 OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=3;tr|A0A2R8Y6J3|A0A2R8Y6J3_HUMAN 60S ribosomal protein L5 (Fragment) OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=1;tr|Q5T7N0|Q5T7N0_HUMAN 60S ribosomal protein L5 (Fragment) O,20,20,53.9,297,1.87791266443705,0.0164276754618231
RPL21,-2.6697901463,0.000386431941506649,1,P46778;M0R181;G3V1B3;M0R3I5,P46778;M0R181;G3V1B3,13;9;7;2,13;9;7;2,13;9;7;2,60S ribosomal protein L21,RPL21,sp|P46778|RL21_HUMAN 60S ribosomal protein L21 OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=2;tr|M0R181|M0R181_HUMAN 60S ribosomal protein L21 (Fragment) OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=1;tr|G3V1B3|G3V1B3_HUMAN 60S ribosomal protein L21 OS=Homo sapien,13,13,58.1,160,2.669790146304,0.000386431941506649
RPS9,-2.5172367521,0.00061773658281585,1,P46781;B5MCT8;C9JM19;F2Z3C0;A8MXK4,P46781;B5MCT8;C9JM19,23;17;17;4;4,23;17;17;4;4,23;17;17;4;4,40S ribosomal protein S9,RPS9,sp|P46781|RS9_HUMAN 40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=3;tr|B5MCT8|B5MCT8_HUMAN 40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=1;tr|C9JM19|C9JM19_HUMAN 40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9,23,23,57.7,194,2.51723675208,0.00061773658281585
RPS10;RPS10-NUDT3,-2.2233516594,0.00103672623033443,1,P46783;A0A2R8Y6L3;F6U211;A0A2R8Y7H1;A0A2R8YFH6;A0A1W2PQS6;S4R435;Q9NQ39,P46783;A0A2R8Y6L3;F6U211;A0A2R8Y7H1;A0A2R8YFH6;A0A1W2PQS6;S4R435,10;8;8;8;8;8;5;2,10;8;8;8;8;8;5;2,10;8;8;8;8;8;5;2,40S ribosomal protein S10,RPS10;RPS10-NUDT3,sp|P46783|RS10_HUMAN 40S ribosomal protein S10 OS=Homo sapiens OX=9606 GN=RPS10 PE=1 SV=1;tr|A0A2R8Y6L3|A0A2R8Y6L3_HUMAN RPS10-NUDT3 readthrough (Fragment) OS=Homo sapiens OX=9606 GN=RPS10-NUDT3 PE=4 SV=1;tr|F6U211|F6U211_HUMAN 40S ribosomal protein S10 OS,10,10,63.6,165,2.2233516593565,0.00103672623033443
IQGAP1,-1.901672716,0.00322089964539315,1,P46940;H0YLE8;A0A0J9YXZ5;A0A087WWP1;E7EWC2;E9PDT6,P46940;H0YLE8;A0A0J9YXZ5,22;16;14;2;2;1,22;16;14;2;2;1,20;14;12;2;0;0,Ras GTPase-activating-like protein IQGAP1,IQGAP1,sp|P46940|IQGA1_HUMAN Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens OX=9606 GN=IQGAP1 PE=1 SV=1;tr|H0YLE8|H0YLE8_HUMAN Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens OX=9606 GN=IQGAP1 PE=1 SV=1;tr|A0A0J9YXZ5|A0A0J9YXZ5_HUMAN Ras GTPa,22,20,17.3,1657,1.90167271600716,0.00322089964539315
CAPZA2,-2.9522509788,0.000430512485089151,1,P47755;C9JUG7;F8W9N7;A0A0D9SET8,P47755;C9JUG7;F8W9N7,5;3;3;2,3;2;2;1,3;2;2;1,F-actin-capping protein subunit alpha-2,CAPZA2,sp|P47755|CAZA2_HUMAN F-actin-capping protein subunit alpha-2 OS=Homo sapiens OX=9606 GN=CAPZA2 PE=1 SV=3;tr|C9JUG7|C9JUG7_HUMAN F-actin-capping protein subunit alpha OS=Homo sapiens OX=9606 GN=CAPZA2 PE=1 SV=1;tr|F8W9N7|F8W9N7_HUMAN F-actin-capping protei,5,3,24.1,286,2.95225097877935,0.000430512485089151
CAPZB,-2.2819240215,0.000610552646217358,1,P47756;B1AK87;B1AK88;B1AK85,P47756;B1AK87;B1AK88;B1AK85,8;7;7;5,8;7;7;5,8;7;7;5,F-actin-capping protein subunit beta,CAPZB,sp|P47756|CAPZB_HUMAN F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=4;tr|B1AK87|B1AK87_HUMAN F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=1;tr|B1AK88|B1AK88_HUMAN F-actin-capping protein subu,8,8,39.7,277,2.28192402147095,0.000610552646217358
EIF1AX,-0.0178407849,0.948237592930793,0,P47813;X6RAC9,P47813;X6RAC9,2;2,2;2,2;2,"Eukaryotic translation initiation factor 1A, X-chromosomal",EIF1AX,"sp|P47813|IF1AX_HUMAN Eukaryotic translation initiation factor 1A, X-chromosomal OS=Homo sapiens OX=9606 GN=EIF1AX PE=1 SV=2;tr|X6RAC9|X6RAC9_HUMAN Eukaryotic translation initiation factor 1A, X-chromosomal OS=Homo sapiens OX=9606 GN=EIF1AX PE=1 SV=1",2,2,11.8,144,0.0178407848763975,0.948237592930793
QARS,-0.7444444044,0.0678310789221996,0,P47897;A0A1B0GVU9;B4DDN1;H7C0R3;A0A0U1RQQ5;A0A1B0GTT3;C9J165;A0A0U1RQT0;A0A0U1RQE9;A0A0U1RRI9;A0A0U1RQM8;A0A0U1RQL2;A0A0U1RQU2;A0A0U1RQX5;A0A0U1RQX9;A0A0U1RRC8;A0A0U1RR79,P47897;A0A1B0GVU9;B4DDN1,22;21;18;7;6;6;6;5;4;4;4;3;3;3;2;2;1,22;21;18;7;6;6;6;5;4;4;4;3;3;3;2;2;1,18;17;14;7;6;6;3;4;4;4;4;3;3;3;2;2;1,Glutamine--tRNA ligase,QARS,sp|P47897|SYQ_HUMAN Glutamine--tRNA ligase OS=Homo sapiens OX=9606 GN=QARS1 PE=1 SV=1;tr|A0A1B0GVU9|A0A1B0GVU9_HUMAN Glutamine--tRNA ligase (Fragment) OS=Homo sapiens OX=9606 GN=QARS1 PE=1 SV=1;tr|B4DDN1|B4DDN1_HUMAN Glutamine--tRNA ligase OS=Homo sapiens,22,18,31.1,775,0.744444404444293,0.0678310789221996
ATP5O,-0.9078264392,0.0308162194188137,0,P48047;A0A494C0K9;H7C0C1;H7C086;H7C068,P48047;A0A494C0K9;H7C0C1,9;5;5;2;2,9;5;5;2;2,9;5;5;2;2,"ATP synthase subunit O, mitochondrial",ATP5O,"sp|P48047|ATPO_HUMAN ATP synthase subunit O, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PO PE=1 SV=1;tr|A0A494C0K9|A0A494C0K9_HUMAN ATP synthase subunit O, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PO PE=4 SV=1;tr|H7C0C1|H7C0C1_HUMAN Uncharacterized p",9,9,43.7,213,0.907826439187152,0.0308162194188137
ARCN1,-0.5373428486,0.2658018519867,0,P48444;B0YIW6;Q6P1Q5;E9PK34,P48444;B0YIW6;Q6P1Q5,8;7;5;2,8;7;5;2,8;7;5;2,Coatomer subunit delta,ARCN1,sp|P48444|COPD_HUMAN Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 PE=1 SV=1;tr|B0YIW6|B0YIW6_HUMAN Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 PE=1 SV=1;tr|Q6P1Q5|Q6P1Q5_HUMAN Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 P,8,8,17.8,511,0.537342848567801,0.2658018519867
LSS,-2.8589269498,0.000462906368641595,1,P48449;A0A0G2JQD0;C9J315,P48449;A0A0G2JQD0,5;4;1,5;4;1,5;4;1,Lanosterol synthase,LSS,sp|P48449|LSS_HUMAN Lanosterol synthase OS=Homo sapiens OX=9606 GN=LSS PE=1 SV=1;tr|A0A0G2JQD0|A0A0G2JQD0_HUMAN Lanosterol synthase (Fragment) OS=Homo sapiens OX=9606 GN=LSS PE=1 SV=1,5,5,7.9,732,2.85892694983909,0.000462906368641595
GCLM,0.3606521663,0.343116633147527,0,P48507,P48507,2,2,2,Glutamate--cysteine ligase regulatory subunit,GCLM,sp|P48507|GSH0_HUMAN Glutamate--cysteine ligase regulatory subunit OS=Homo sapiens OX=9606 GN=GCLM PE=1 SV=1,2,2,9.9,274,-0.360652166296815,0.343116633147527
PSMD8,-0.8904932063,0.262511805818312,0,P48556;R4GMR5;K7EJC1;K7EJR3,P48556;R4GMR5;K7EJC1;K7EJR3,3;3;2;2,3;3;2;2,3;3;2;2,26S proteasome non-ATPase regulatory subunit 8,PSMD8,sp|P48556|PSMD8_HUMAN 26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMD8 PE=1 SV=2;tr|R4GMR5|R4GMR5_HUMAN 26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMD8 PE=1 SV=1;tr|K7EJC1|K7EJC1_HUMAN 26S prot,3,3,6.6,350,0.890493206322996,0.262511805818312
CCT5,-1.6418381815,0.00462497320410581,1,P48643;E7ENZ3;B7ZAR1;E9PCA1;D6RIZ7;H0Y914,P48643;E7ENZ3;B7ZAR1;E9PCA1,33;30;29;29;3;2,33;30;29;29;3;2,33;30;29;29;3;2,T-complex protein 1 subunit epsilon,CCT5,sp|P48643|TCPE_HUMAN T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1;tr|E7ENZ3|E7ENZ3_HUMAN T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1;tr|B7ZAR1|B7ZAR1_HUMAN T-complex protein 1 subunit epsil,33,33,65.1,541,1.6418381814985,0.00462497320410581
NES,-0.1421734209,0.654829164691228,0,P48681,P48681,8,8,8,Nestin,NES,sp|P48681|NEST_HUMAN Nestin OS=Homo sapiens OX=9606 GN=NES PE=1 SV=2,8,8,6.5,1621,0.142173420929553,0.654829164691228
ALDH9A1,0.8722407107,0.341135428989728,0,P49189,P49189,8,8,8,4-trimethylaminobutyraldehyde dehydrogenase,ALDH9A1,sp|P49189|AL9A1_HUMAN 4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH9A1 PE=1 SV=3,8,8,23.5,494,-0.872240710728251,0.341135428989728
RPL34,-2.155331552,0.000896797351576249,1,P49207,P49207,8,8,8,60S ribosomal protein L34,RPL34,sp|P49207|RL34_HUMAN 60S ribosomal protein L34 OS=Homo sapiens OX=9606 GN=RPL34 PE=1 SV=3,8,8,40.2,117,2.15533155202395,0.000896797351576249
RPIA,-1.7246155517,0.0024982397975285,1,P49247,P49247,3,3,3,Ribose-5-phosphate isomerase,RPIA,sp|P49247|RPIA_HUMAN Ribose-5-phosphate isomerase OS=Homo sapiens OX=9606 GN=RPIA PE=1 SV=3,3,3,14.5,311,1.7246155516667,0.0024982397975285
LMAN1,-0.0956988681,0.785882433253925,0,P49257,P49257,4,4,4,Protein ERGIC-53,LMAN1,sp|P49257|LMAN1_HUMAN Protein ERGIC-53 OS=Homo sapiens OX=9606 GN=LMAN1 PE=1 SV=2,4,4,12.4,510,0.0956988681295494,0.785882433253925
NASP,-2.0285965881,0.00272712765520936,1,P49321;E9PI86;Q5T624;E9PPQ8;H0YDS9;E9PRH9;H0YF33;E9PPR5,P49321;E9PI86;Q5T624;E9PPQ8,10;6;6;5;4;4;4;3,10;6;6;5;4;4;4;3,10;6;6;5;4;4;4;3,Nuclear autoantigenic sperm protein,NASP,sp|P49321|NASP_HUMAN Nuclear autoantigenic sperm protein OS=Homo sapiens OX=9606 GN=NASP PE=1 SV=2;tr|E9PI86|E9PI86_HUMAN Nuclear autoantigenic sperm protein (Fragment) OS=Homo sapiens OX=9606 GN=NASP PE=1 SV=1;tr|Q5T624|Q5T624_HUMAN Nuclear autoantigenic,10,10,14.5,788,2.02859658809095,0.00272712765520936
FASN,-1.30850866,0.0171123029457865,1,P49327;A0A0U1RQF0;A0A0U1RRG3;A0A1B0GTR5;J3KTF0,P49327;A0A0U1RQF0,116;114;6;1;1,116;114;6;1;1,116;114;6;1;1,Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase,FASN,sp|P49327|FAS_HUMAN Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3;tr|A0A0U1RQF0|A0A0U1RQF0_HUMAN Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=1,116,116,56.1,2511,1.308508659984,0.0171123029457865
CCT3,-2.1561052775,0.00113973024264695,1,P49368;B4DUR8;E9PRC8;Q5SZX6;E9PQ35;E9PM09;Q5SZX9;Q5SZW8,P49368;B4DUR8,35;33;15;14;8;7;7;6,35;33;15;14;8;7;7;6,35;33;15;14;8;7;7;6,T-complex protein 1 subunit gamma,CCT3,sp|P49368|TCPG_HUMAN T-complex protein 1 subunit gamma OS=Homo sapiens OX=9606 GN=CCT3 PE=1 SV=4;tr|B4DUR8|B4DUR8_HUMAN T-complex protein 1 subunit gamma OS=Homo sapiens OX=9606 GN=CCT3 PE=1 SV=1,35,35,62.6,545,2.1561052775176,0.00113973024264695
