Gene_names,CIAO1_vs_BirA_logFC,CIAO1_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_CIAO1_N1,Peptides_CIAO1_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_CIAO1_N1,Razor___unique_peptides_CIAO1_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_CIAO1_N1,Unique_peptides_CIAO1_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_CIAO1_N1,Identification_type_CIAO1_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_CIAO1_N1,Ratio_H_L_CIAO1_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_CIAO1_N1,Ratio_H_L_normalized_CIAO1_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____CIAO1_N1,Ratio_H_L_variability_____CIAO1_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_CIAO1_N1,Ratio_H_L_count_CIAO1_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_CIAO1_N1,Ratio_H_L_iso_count_CIAO1_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_CIAO1_N1,Ratio_H_L_type_CIAO1_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_CIAO1_N1____,Sequence_coverage_CIAO1_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_CIAO1_N1,Intensity_L_CIAO1_N1,Intensity_H_CIAO1_N1,Intensity_CIAO1_N2,Intensity_L_CIAO1_N2,Intensity_H_CIAO1_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_CIAO1_N1,metacell_Intensity_L_CIAO1_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
SLTM,1.4538968029082,0.0826946908523938,Q9NWH9;H7BXE3;H7C3F4;H0YLW7;H0YMW8;H0YKH2;H0YNF3;H0YMR6;H0YLE6;H0YL55,Q9NWH9;H7BXE3;H7C3F4,5;3;3;2;2;2;2;2;2;2,5;3;3;2;2;2;2;2;2;2,5;3;3;2;2;2;2;2;2;2,SAFB-like transcription modulator,sp|Q9NWH9|SLTM_HUMAN SAFB-like transcription modulator OS=Homo sapiens OX=9606 GN=SLTM PE=1 SV=2;tr|H7BXE3|H7BXE3_HUMAN SAFB-like transcription modulator (Fragment) OS=Homo sapiens OX=9606 GN=SLTM PE=1 SV=1;tr|H7C3F4|H7C3F4_HUMAN SAFB-like transcription mo,10,5,5,5,1,2,2,2,1,2,2,2,1,2,2,2,6.4,6.4,6.4,117.15,1034,1034;453;600;62;89;100;161;177;192;229,0.0,7.8838,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.49658,1.0517,43.691,5,4,Median,0.38969,0.44642,0.89824,,1.0517,1.0515,0.95304,,,13.466,85.663,,1,2,2,0,1,1,2,0,Median,Median,Median,Median,1.1,3.5,3.0,2.9,214300000,173060000,41239000,19740000,12808000,6932000,47786000,33112000,14674000,60680000,41047000,19633000,86093000,86093000,0,,,,2411,42;43;579;6986;13671,True;True;True;True;True,45;46;686;8618;16527,118;119;1603;19878;19879;38168;38169,187;188;2714;32903;32904;62524;62525,187;188;2714;32904;62524,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_2412,quanti,quanti,quanti,quanti
OCIAD1,-1.22241588451889,0.0449652328846835,Q9NX40;D6R918;D6RBC5;D6RDI5;D6RA54;D6RC55;D6RG39;D6RIT9;D6RDK6;D6RBN5,Q9NX40;D6R918;D6RBC5;D6RDI5;D6RA54;D6RC55;D6RG39;D6RIT9;D6RDK6;D6RBN5,2;1;1;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1;1;1,OCIA domain-containing protein 1,sp|Q9NX40|OCAD1_HUMAN OCIA domain-containing protein 1 OS=Homo sapiens OX=9606 GN=OCIAD1 PE=1 SV=1;tr|D6R918|D6R918_HUMAN OCIA domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=OCIAD1 PE=1 SV=1;tr|D6RBC5|D6RBC5_HUMAN OCIA domain-containing ,10,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,10.6,10.6,10.6,27.626,245,245;73;80;97;110;112;171;172;179;218,0.0039683,2.1272,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.73416,2.1439,124.98,4,3,Median,0.73416,0.85091,,0.16804,2.2244,2.1925,,0.18215,8.3812,,,,2,1,0,1,2,0,0,1,Median,Median,Median,Median,3.3,3.3,7.3,3.3,130660000,87091000,43570000,56039000,32736000,23303000,41447000,26851000,14595000,10613000,10613000,0,22562000,16890000,5672000,,,,2414,10848;13423,True;True,13246;16254,30554;30555;30556;30557;37506,50010;50011;50012;50013;50014;61364,50012;61364,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_2415,quanti,quanti,quanti,quanti
ADPRHL2,0.114731642365935,0.864540800410034,Q9NX46,Q9NX46,3,3,3,Poly(ADP-ribose) glycohydrolase ARH3,sp|Q9NX46|ADPRS_HUMAN ADP-ribose glycohydrolase ARH3 OS=Homo sapiens OX=9606 GN=ADPRS PE=1 SV=1,1,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,11.6,11.6,11.6,38.946,363,363,0.0,7.0887,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.35942,0.72597,50.652,6,5,Median,0.35301,0.41003,,0.21123,0.77053,0.79983,,0.24486,22.128,23.264,,,2,3,0,1,1,3,0,1,Median,Median,Median,Median,9.1,11.6,7.2,11.6,136360000,115730000,20630000,23713000,17254000,6458800,48547000,36095000,12451000,18454000,18454000,0,45651000,43931000,1719600,,,,2415,21;1305;14594,True;True;True,22;1626;17639,55;56;57;58;3905;3906;3907;40806;40807;40808,102;103;104;105;6668;6669;6670;67196;67197;67198,102;6669;67198,,,,,-1,protein_2416,quanti,quanti,quanti,quanti
TEX10,19.9041624032854,7.23483736446704e-07,Q9NXF1,Q9NXF1,2,2,2,Testis-expressed sequence 10 protein,sp|Q9NXF1|TEX10_HUMAN Testis-expressed protein 10 OS=Homo sapiens OX=9606 GN=TEX10 PE=1 SV=2,1,2,2,2,0,0,1,2,0,0,1,2,0,0,1,2,3.6,3.6,3.6,105.67,929,929,0.025834,1.2302,,,By MS/MS,By MS/MS,0.55277,0.6125,198.81,2,2,Median,,,2.3601,0.12946,,,2.4983,0.15017,,,,,0,0,1,1,0,0,1,1,Median,Median,Median,Median,0.0,0.0,1.6,3.6,61100000,48220000,12880000,0,0,0,0,0,0,29812000,17917000,11895000,31289000,30303000,985590,,,,2417,11062;16145,True;True,13500;19563,31148;45416;45417,51088;74905;74906,51088;74905,,,,,-1,protein_2418,quanti,quanti,imputed MEC,imputed MEC
GAR1,-19.3758394668423,5.5500869041324e-08,Q9NY12,Q9NY12,2,2,2,H/ACA ribonucleoprotein complex subunit 1,sp|Q9NY12|GAR1_HUMAN H/ACA ribonucleoprotein complex subunit 1 OS=Homo sapiens OX=9606 GN=GAR1 PE=1 SV=1,1,2,2,2,2,2,0,0,2,2,0,0,2,2,0,0,14.3,14.3,14.3,22.348,217,217,0.0018083,2.5543,By MS/MS,By MS/MS,,,0.44258,0.90756,13.221,4,0,Leave out requantified,0.44018,0.44499,,,0.94325,0.87322,,,20.789,5.6526,,,2,2,0,0,0,0,0,0,Median,Median,Median,Median,14.3,14.3,0.0,0.0,48112000,31141000,16971000,20974000,13909000,7064300,27138000,17232000,9906200,0,0,0,0,0,0,,,,2420,4209;15933,True;True,5129;19311,11850;11851;44821;44822,19669;19670;73944;73945;73946;73947,19669;73945,,,,,-1,protein_2421,imputed MEC,imputed MEC,quanti,quanti
MRPL39,-1.02081226718006,0.170749584468564,Q9NYK5;C9JG87,Q9NYK5;C9JG87,7;6,7;6,7;6,"39S ribosomal protein L39, mitochondrial","sp|Q9NYK5|RM39_HUMAN 39S ribosomal protein L39, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL39 PE=1 SV=3;tr|C9JG87|C9JG87_HUMAN 39S ribosomal protein L39, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL39 PE=1 SV=1",2,7,7,7,4,4,1,3,4,4,1,3,4,4,1,3,24.6,24.6,24.6,38.711,338,338;297,0.0,8.6229,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.30375,0.68423,4.9466,11,6,Leave out requantified,0.30793,0.29187,0.33497,0.19471,0.72388,0.68423,0.35025,0.21602,18.074,12.803,,74.555,4,4,1,2,2,1,1,2,Median,Leave out requantified,Median,Median,13.3,14.8,4.4,10.9,218650000,162260000,56389000,66560000,48380000,18179000,74762000,54241000,20522000,25285000,16345000,8940700,52046000,43298000,8747800,,,,2422,522;741;3048;3972;6034;12184;14614,True;True;True;True;True;True;True,618;880;3747;4839;7487;14825;17663,1450;1451;2107;8793;11171;11172;11173;17261;17262;17263;34119;40864,2466;3543;3544;14752;18538;18539;18540;28529;28530;28531;28532;28533;55848;67286,2466;3544;14752;18538;28531;55848;67286,,,,,-1;-1,protein_2423,quanti,quanti,quanti,quanti
CISD1,-2.37003664502837,0.000625897694942927,Q9NZ45,Q9NZ45,2,2,2,CDGSH iron-sulfur domain-containing protein 1,sp|Q9NZ45|CISD1_HUMAN CDGSH iron-sulfur domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CISD1 PE=1 SV=1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,1,1,28.7,28.7,28.7,12.199,108,108,0.0,12.071,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.36871,1.0809,88.871,6,4,Median,0.37327,0.3815,0.11633,,1.1595,0.99555,0.12492,,1.0478,2.5989,,,3,2,1,0,2,1,1,0,Median,Median,Median,Median,28.7,16.7,16.7,16.7,232450000,176980000,55467000,101240000,75332000,25910000,99492000,71356000,28135000,19024000,17602000,1422100,12688000,12688000,0,,,,2424,1356;6940,True;True,1688;8566,4092;19784;19785;19786;19787;19788;19789,7004;32734;32735;32736;32737;32738;32739;32740;32741;32742;32743;32744;32745,7004;32734,,,,,-1,protein_2425,quanti,quanti,quanti,quanti
MAT2B,-1.58209856316724,0.0345679947011572,Q9NZL9;E5RJR3,Q9NZL9;E5RJR3,4;2,4;2,4;2,Methionine adenosyltransferase 2 subunit beta,sp|Q9NZL9|MAT2B_HUMAN Methionine adenosyltransferase 2 subunit beta OS=Homo sapiens OX=9606 GN=MAT2B PE=1 SV=1;tr|E5RJR3|E5RJR3_HUMAN Methionine adenosyltransferase 2 subunit beta OS=Homo sapiens OX=9606 GN=MAT2B PE=1 SV=1,2,4,4,4,3,4,1,2,3,4,1,2,3,4,1,2,16.8,16.8,16.8,37.551,334,334;117,0.0,20.372,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.41224,0.97708,21.232,8,2,Leave out requantified,0.4003,0.42453,,0.33057,1.1272,1.1593,,0.36799,28.087,24.791,,,3,4,0,1,0,1,0,1,Leave out requantified,Leave out requantified,Median,Median,13.2,16.8,3.6,8.7,474820000,288260000,186570000,133090000,96602000,36492000,256940000,112950000,143990000,25313000,25313000,0,59478000,53390000,6087200,,,,2427,6074;9582;10627;15473,True;True;True;True,7535;11771;12997;18743;18744,17360;17361;27115;29970;29971;29972;43488;43489;43490;43491;43492,28730;28731;28732;44360;49111;49112;49113;49114;49115;49116;49117;49118;71696;71697;71698;71699;71700;71701;71702;71703;71704,28731;44360;49113;71698,,,,,-1;-1,protein_2428,quanti,quanti,quanti,quanti
MYOF,-19.1376508545672,8.66521952554752e-08,Q9NZM1;H0YD14,Q9NZM1,3;1,3;1,3;1,Myoferlin,sp|Q9NZM1|MYOF_HUMAN Myoferlin OS=Homo sapiens OX=9606 GN=MYOF PE=1 SV=1,2,3,3,3,1,2,0,0,1,2,0,0,1,2,0,0,1.6,1.6,1.6,234.71,2061,2061;1177,0.0053821,1.8183,By MS/MS,By MS/MS,,,0.44094,0.84931,40.247,3,2,Median,0.18746,0.45409,,,0.42595,0.85518,,,,0.97383,,,1,2,0,0,1,1,0,0,Median,Median,Median,Median,0.8,0.9,0.0,0.0,35033000,26723000,8309800,11440000,10861000,578350,23593000,15862000,7731400,0,0,0,0,0,0,,,,2428,1425;7601;16230,True;True;True,1764;9411;19659,4260;21670;45633,7288;35770;75221,7288;35770;75221,,,,,-1;-1,protein_2429,imputed MEC,imputed MEC,quanti,quanti
CHMP5,-20.7698124401617,4.10961893166957e-08,Q9NZZ3,Q9NZZ3,2,2,2,Charged multivesicular body protein 5,sp|Q9NZZ3|CHMP5_HUMAN Charged multivesicular body protein 5 OS=Homo sapiens OX=9606 GN=CHMP5 PE=1 SV=1,1,2,2,2,2,2,0,0,2,2,0,0,2,2,0,0,16.9,16.9,16.9,24.57,219,219,0.024355,1.2947,By MS/MS,By MS/MS,,,1.3146,4.1401,102.27,4,2,Median,1.4236,1.248,,,5.0159,3.4903,,,124.08,121.09,,,2,2,0,0,1,1,0,0,Median,Median,Median,Median,16.9,16.9,0.0,0.0,285700000,81626000,204070000,132530000,37594000,94938000,153170000,44032000,109140000,0,0,0,0,0,0,,,,2429,10356;10573,True;True,12679;12940,29212;29213;29844;29845,47842;47843;47844;48902,47844;48902,,,,,-1,protein_2430,imputed MEC,imputed MEC,quanti,quanti
CNIH4,-1.24860032688206,0.033090844269357,Q9P003;A6NLH6,Q9P003;A6NLH6,2;1,2;1,2;1,Protein cornichon homolog 4,sp|Q9P003|CNIH4_HUMAN Protein cornichon homolog 4 OS=Homo sapiens OX=9606 GN=CNIH4 PE=1 SV=1;tr|A6NLH6|A6NLH6_HUMAN Protein cornichon homolog 4 OS=Homo sapiens OX=9606 GN=CNIH4 PE=1 SV=1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,33.8,33.8,33.8,16.093,139,139;137,0.0096692,1.567,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.66696,1.4828,41.185,6,2,Median,0.56503,0.75073,0.96947,0.59254,1.4828,1.845,1.0492,0.63098,0.0,0.0,,,2,2,1,1,0,0,1,1,Median,Median,Median,Median,19.4,19.4,14.4,14.4,140380000,85209000,55170000,41449000,28080000,13370000,56857000,30443000,26414000,17510000,10193000,7317300,24562000,16493000,8069100,,,,2430,2845;16496,True;True,3499;3500;3501;19964,8256;8257;8258;8259;8260;46313;46314,13870;13871;13872;76263;76264,13871;76263,,,,,-1;-1,protein_2431,quanti,quanti,quanti,quanti
MRPL15,-0.239163251949485,0.764330125676309,Q9P015;E5RHF4;E5RIZ4,Q9P015;E5RHF4;E5RIZ4,4;2;2,4;2;2,4;2;2,"39S ribosomal protein L15, mitochondrial","sp|Q9P015|RM15_HUMAN 39S ribosomal protein L15, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL15 PE=1 SV=1;tr|E5RHF4|E5RHF4_HUMAN 39S ribosomal protein L15, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL15 PE=1 SV=1;tr|E5RIZ4|E5RIZ4_HUMAN 39S ribo",3,4,4,4,2,2,3,1,2,2,3,1,2,2,3,1,16.2,16.2,16.2,33.419,296,296;198;237,0.0,3.0851,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.30322,0.49433,52.377,7,4,Median,0.2687,0.3518,0.2624,0.37385,0.61995,0.8539,0.28662,0.43548,32.023,46.486,18.046,,2,2,2,1,1,0,2,1,Median,Median,Median,Median,10.8,11.5,15.2,4.7,158410000,120190000,38228000,26419000,20463000,5955600,56185000,35908000,20276000,62685000,52702000,9983100,13125000,11112000,2013000,,,,2431,8178;8179;11544;12707,True;True;True;True,10125;10126;14063;15431,23376;23377;32403;32404;32405;35552;35553;35554,38534;38535;38536;53114;53115;58136;58137;58138,38534;38535;53114;58136,,,,,-1;-1;-1,protein_2432,quanti,quanti,quanti,quanti
PDP1,-1.68708305074407,0.00169055070631848,Q9P0J1,Q9P0J1,2,2,2,"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial","sp|Q9P0J1|PDP1_HUMAN [Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PDP1 PE=1 SV=3",1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4.7,4.7,4.7,61.053,537,537,0.0,4.077,By MS/MS,By MS/MS,By MS/MS,By MS/MS,2.9981,9.5139,218.99,3,3,Plateau,1.3466,3.293,,0.13747,4.6211,9.5139,,0.15733,,,,,1,1,0,1,1,1,0,1,Median,Median,Median,Median,3.0,3.0,1.7,1.7,141050000,53558000,87488000,40045000,17433000,22612000,87077000,23014000,64063000,6653100,6653100,0,7270200,6457500,812700,,,,2432,8704;10474,True;True,10753;12823,24854;24855;29558;29559,40918;40919;48386;48387,40918;48387,,,,,-1,protein_2433,quanti,quanti,quanti,quanti
VAPA,19.7896336619103,3.90503927204075e-06,Q9P0L0;J3QKM9,Q9P0L0,3;1,2;1,2;1,Vesicle-associated membrane protein-associated protein A,sp|Q9P0L0|VAPA_HUMAN Vesicle-associated membrane protein-associated protein A OS=Homo sapiens OX=9606 GN=VAPA PE=1 SV=3,2,3,2,2,0,0,3,2,0,0,2,1,0,0,2,1,18.1,13.3,13.3,27.893,249,249;29,0.0069039,1.758,,,By MS/MS,By MS/MS,0.072898,0.081543,93.611,2,2,Median,,,0.039349,0.13505,,,0.042065,0.15807,,,,,0,0,1,1,0,0,1,1,Median,Median,Median,Median,0.0,0.0,18.1,10.4,54844000,53033000,1811000,0,0,0,0,0,0,42839000,42005000,834230,12005000,11028000,976820,,,,2433,2257;5026;5454,True;False;True,2780;6197;6747,6651;14338;14339;15551;15552,11298;23792;23793;25667;25668,11298;23793;25668,,,,,-1;-1,protein_2434,quanti,quanti,imputed MEC,imputed MEC
RCC2,-0.843283304881048,0.218273160145064,Q9P258,Q9P258,9,9,9,Protein RCC2,sp|Q9P258|RCC2_HUMAN Protein RCC2 OS=Homo sapiens OX=9606 GN=RCC2 PE=1 SV=2,1,9,9,9,6,3,3,5,6,3,3,5,6,3,3,5,19.3,19.3,19.3,56.084,522,522,0.0,16.946,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.44816,1.2413,11.911,15,10,Leave out requantified,0.41064,0.53011,0.90505,0.11298,1.4227,1.3098,1.0281,0.1175,29.702,13.37,189.77,34.214,6,3,3,3,4,0,3,3,Median,Leave out requantified,Plateau,Median,12.6,5.4,5.2,11.7,576190000,407500000,168690000,273360000,185730000,87632000,118300000,79064000,39231000,101020000,66250000,34770000,83516000,76457000,7059400,,,,2434,1545;1979;5085;8034;8391;10919;12051;14897;16394,True;True;True;True;True;True;True;True;True,1910;2441;6274;9957;10368;13327;14666;18001;18002;19844,4615;5915;5916;5917;5918;14495;22976;22977;23958;23959;30737;33734;41662;41663;41664;46026;46027,7871;10151;10152;10153;10154;10155;10156;24031;37837;37838;39531;39532;39533;50343;55205;68637;68638;68639;68640;68641;68642;68643;75829;75830,7871;10151;24031;37837;39533;50343;55205;68639;75829,,,,,-1,protein_2435,quanti,quanti,quanti,quanti
BCCIP,-0.0170000427132067,0.972791441966453,Q9P287,Q9P287,4,4,4,BRCA2 and CDKN1A-interacting protein,sp|Q9P287|BCCIP_HUMAN BRCA2 and CDKN1A-interacting protein OS=Homo sapiens OX=9606 GN=BCCIP PE=1 SV=1,1,4,4,4,2,1,2,3,2,1,2,3,2,1,2,3,18.5,18.5,18.5,35.979,314,314,0.0,6.9428,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.45822,0.72224,61.45,6,4,Median,0.43861,0.57192,0.45894,0.42844,1.2418,1.6142,0.48484,0.47278,39.237,,,22.519,2,1,1,2,1,0,1,2,Median,Median,Median,Median,7.3,4.8,6.4,14.6,285350000,206410000,78935000,70157000,46079000,24078000,80168000,52448000,27720000,49703000,36946000,12757000,85317000,70938000,14380000,,,,2436,1464;7247;8825;16199,True;True;True;True,1812;8941;10900;19622,4369;20598;20599;20600;25206;25207;25208;45555,7478;34155;34156;34157;34158;34159;34160;34161;41546;41547;41548;75093,7478;34156;41546;75093,,,,,-1,protein_2437,quanti,quanti,quanti,quanti
CPSF2,-20.4552345960202,1.331850016927e-05,Q9P2I0,Q9P2I0,3,3,3,Cleavage and polyadenylation specificity factor subunit 2,sp|Q9P2I0|CPSF2_HUMAN Cleavage and polyadenylation specificity factor subunit 2 OS=Homo sapiens OX=9606 GN=CPSF2 PE=1 SV=2,1,3,3,3,2,2,0,0,2,2,0,0,2,2,0,0,6.8,6.8,6.8,88.486,782,782,0.0058792,1.7918,By MS/MS,By MS/MS,,,0.53687,1.5745,59.802,5,0,Leave out requantified,0.59219,0.53687,,,1.3921,1.5745,,,104.36,33.549,,,2,3,0,0,0,0,0,0,Median,Plateau,Median,Median,3.7,5.1,0.0,0.0,162510000,95121000,67394000,27638000,13039000,14599000,134880000,82082000,52795000,0,0,0,0,0,0,,,,2439,3825;4591;5577,True;True;True,4671;5626;6919,10789;10790;10791;12961;16014,17902;21547;21548;26549,17902;21548;26549,1485,,164,,-1,protein_2440,imputed MEC,imputed MEC,quanti,quanti
LARS,1.04920464045378,0.0977940950652953,Q9P2J5;A0A087WXY1,Q9P2J5,16;3,16;3,16;3,"Leucine--tRNA ligase, cytoplasmic","sp|Q9P2J5|SYLC_HUMAN Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=LARS1 PE=1 SV=2",2,16,16,16,4,7,8,7,4,7,8,7,4,7,8,7,16.3,16.3,16.3,134.46,1176,1176;160,0.0,15.15,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.35936,0.73425,4.3836,22,18,Leave out requantified,0.32733,0.36446,0.13942,0.32758,0.78585,0.73425,0.14866,0.35321,36.97,2.7099,77.645,80.298,4,6,6,6,3,3,6,6,Median,Leave out requantified,Median,Median,3.7,7.5,8.0,6.0,664340000,512740000,151600000,62739000,45185000,17554000,185570000,130760000,54807000,226320000,184630000,41689000,189710000,152160000,37550000,,,,2440,703;3226;3407;3543;7061;8338;8941;9836;10151;10697;12354;13277;14743;14755;14851;16187,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,835;3952;4170;4339;8704;10309;11028;12080;12438;13078;15015;16085;17820;17834;17943;19610,1986;9227;9649;9650;10051;10052;20079;23834;25479;27849;27850;28696;30173;30174;34541;34542;34543;37105;41251;41252;41274;41516;45528;45529;45530;45531,3328;15386;16046;16047;16048;16707;16708;33301;39302;41945;45659;45660;47044;47045;47046;47047;49412;49413;56502;56503;56504;60690;67983;67984;68016;68017;68359;75062;75063;75064,3328;15386;16048;16708;33301;39302;41945;45659;47044;49413;56503;60690;67983;68016;68359;75063,,,,,-1;-1,protein_2441,quanti,quanti,quanti,quanti
GNG12,0.0167348665384353,0.95682531026465,Q9UBI6,Q9UBI6,3,3,3,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,sp|Q9UBI6|GBG12_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 OS=Homo sapiens OX=9606 GN=GNG12 PE=1 SV=3,1,3,3,3,2,2,2,1,2,2,2,1,2,2,2,1,63.9,63.9,63.9,8.0061,72,72,0.0,4.997,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.47473,1.2991,13.071,5,1,Leave out requantified,0.47506,0.4744,0.28949,,1.4148,1.1928,0.30629,,4.2224,21.919,,,2,2,1,0,0,0,1,0,Median,Median,Median,Median,37.5,37.5,45.8,19.4,218070000,166750000,51321000,54908000,33308000,21601000,71897000,46494000,25403000,59207000,54890000,4316600,32061000,32061000,0,,,,2443,1597;12245;14460,True;True;True,1970;14892;17480,4758;4759;4760;4761;34272;40407;40408,8107;8108;8109;8110;8111;8112;8113;8114;8115;56123;66469,8111;56123;66469,,,,,-1,protein_2444,quanti,quanti,quanti,quanti
GRHPR,-0.821178779392099,0.181260765424191,Q9UBQ7;U3KQ56,Q9UBQ7;U3KQ56,8;6,8;6,8;6,Glyoxylate reductase/hydroxypyruvate reductase,sp|Q9UBQ7|GRHPR_HUMAN Glyoxylate reductase/hydroxypyruvate reductase OS=Homo sapiens OX=9606 GN=GRHPR PE=1 SV=1;tr|U3KQ56|U3KQ56_HUMAN Glyoxylate reductase/hydroxypyruvate reductase OS=Homo sapiens OX=9606 GN=GRHPR PE=1 SV=1,2,8,8,8,7,6,5,4,7,6,5,4,7,6,5,4,43.9,43.9,43.9,35.668,328,328;358,0.0,19.523,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34819,1.1152,30.415,19,9,Leave out requantified,0.31094,0.41572,0.097625,0.18327,1.1152,1.1406,0.10831,0.19228,25.093,33.286,89.186,79.79,7,5,4,3,2,0,4,3,Leave out requantified,Leave out requantified,Median,Median,38.7,31.7,25.6,19.2,920590000,723360000,197230000,397260000,288920000,108340000,232690000,160910000,71780000,193600000,183330000,10265000,97039000,90194000,6844700,,,,2446,54;4372;5242;5733;6310;10196;10664;11202,True;True;True;True;True;True;True;True,57;5340;6460;7139;7835;7836;12499;13042;13659,134;135;12306;12307;12308;14892;14893;14894;16480;16481;16482;16483;18142;18143;18144;18145;28835;28836;28837;30090;30091;31510,214;215;216;20493;20494;20495;24613;24614;24615;24616;24617;24618;24619;27262;27263;27264;27265;30098;30099;30100;30101;30102;47267;47268;49298;49299;49300;49301;51710,215;20495;24614;27264;30098;47267;49300;51710,,,,,-1;-1,protein_2447,quanti,quanti,quanti,quanti
CTSZ,-0.59188324569902,0.0639998209079273,Q9UBR2,Q9UBR2,2,2,2,Cathepsin Z,sp|Q9UBR2|CATZ_HUMAN Cathepsin Z OS=Homo sapiens OX=9606 GN=CTSZ PE=1 SV=1,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,8.6,8.6,8.6,33.868,303,303,0.0,7.3049,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.69872,2.1348,119.39,6,3,Median,0.69872,0.99595,0.23167,0.2274,2.1574,2.6538,0.24701,0.23551,23.608,8.6602,,,2,2,1,1,0,1,1,1,Median,Median,Median,Median,8.6,8.6,4.0,4.0,208510000,130870000,77639000,61520000,38597000,22922000,85940000,38369000,47572000,32113000,28586000,3527100,28939000,25321000,3617700,,,,2447,11178;11220,True;True,13633;13679,31443;31444;31550;31551;31552;31553,51589;51590;51591;51762;51763;51764;51765;51766;51767,51591;51765,,,,,-1,protein_2448,quanti,quanti,quanti,quanti
