Gene_names,WDR26_vs_BirA_logFC,WDR26_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_Bira_alone_N1,Peptides_Bira_alone_N2,Peptides_WDR26_N1,Peptides_WDR26_N2,Razor___unique_peptides_Bira_alone_N1,Razor___unique_peptides_Bira_alone_N2,Razor___unique_peptides_WDR26_N1,Razor___unique_peptides_WDR26_N2,Unique_peptides_Bira_alone_N1,Unique_peptides_Bira_alone_N2,Unique_peptides_WDR26_N1,Unique_peptides_WDR26_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_Bira_alone_N1,Identification_type_Bira_alone_N2,Identification_type_WDR26_N1,Identification_type_WDR26_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_Bira_alone_N1,Ratio_H_L_Bira_alone_N2,Ratio_H_L_WDR26_N1,Ratio_H_L_WDR26_N2,Ratio_H_L_normalized_Bira_alone_N1,Ratio_H_L_normalized_Bira_alone_N2,Ratio_H_L_normalized_WDR26_N1,Ratio_H_L_normalized_WDR26_N2,Ratio_H_L_variability_____Bira_alone_N1,Ratio_H_L_variability_____Bira_alone_N2,Ratio_H_L_variability_____WDR26_N1,Ratio_H_L_variability_____WDR26_N2,Ratio_H_L_count_Bira_alone_N1,Ratio_H_L_count_Bira_alone_N2,Ratio_H_L_count_WDR26_N1,Ratio_H_L_count_WDR26_N2,Ratio_H_L_iso_count_Bira_alone_N1,Ratio_H_L_iso_count_Bira_alone_N2,Ratio_H_L_iso_count_WDR26_N1,Ratio_H_L_iso_count_WDR26_N2,Ratio_H_L_type_Bira_alone_N1,Ratio_H_L_type_Bira_alone_N2,Ratio_H_L_type_WDR26_N1,Ratio_H_L_type_WDR26_N2,Sequence_coverage_Bira_alone_N1____,Sequence_coverage_Bira_alone_N2____,Sequence_coverage_WDR26_N1____,Sequence_coverage_WDR26_N2____,Intensity,Intensity_L,Intensity_H,Intensity_Bira_alone_N1,Intensity_L_Bira_alone_N1,Intensity_H_Bira_alone_N1,Intensity_Bira_alone_N2,Intensity_L_Bira_alone_N2,Intensity_H_Bira_alone_N2,Intensity_WDR26_N1,Intensity_L_WDR26_N1,Intensity_H_WDR26_N1,Intensity_WDR26_N2,Intensity_L_WDR26_N2,Intensity_H_WDR26_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_WDR26_N1,metacell_Intensity_L_WDR26_N2,metacell_Intensity_L_Bira_alone_N1,metacell_Intensity_L_Bira_alone_N2
RRP12,3.22988781623931,0.00247439679303255,Q5JTH9;A0A087X1U8,Q5JTH9,10;1,10;1,10;1,RRP12-like protein,sp|Q5JTH9|RRP12_HUMAN RRP12-like protein OS=Homo sapiens OX=9606 GN=RRP12 PE=1 SV=2,2,10,10,10,1,2,7,9,1,2,7,9,1,2,7,9,10.3,10.3,10.3,143.7,1297,1297;176,0.0,21.445,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.66654,1.5089,17.785,23,6,Leave out requantified,0.47921,0.5536,0.79765,0.59048,1.2042,1.2711,2.0964,1.4963,,20.666,14.679,11.175,1,2,9,11,0,1,2,3,Median,Median,Leave out requantified,Leave out requantified,0.6,1.7,6.2,9.2,1133100000,687790000,445280000,17013000,11003000,6009700,45154000,29337000,15817000,417860000,235390000,182470000,653040000,412060000,240980000,,,,2336,1598;4353;6344;10206;10409;12353;13431;16676;17951;18909,True;True;True;True;True;True;True;True;True;True,1873;5089;7497;12160;12381;14670;15888;19609;19610;21075;22219,4668;4669;4670;12121;12122;12123;12124;18030;29413;29414;29415;29416;29950;29951;35464;35465;38375;47322;47323;47324;50970;53876;53877,9077;9078;9079;9080;23492;23493;23494;23495;34940;34941;56645;56646;56647;56648;56649;56650;56651;56652;57712;57713;57714;57715;57716;68233;68234;68235;68236;73646;90261;90262;90263;90264;90265;97882;103728;103729;103730;103731;103732;103733,9077;23493;34941;56652;57714;68235;73646;90263;97882;103733,,,,,-1;-1,protein_2337,quanti,quanti,quanti,quanti
DNTTIP2,21.7606150546543,1.07810932932505e-07,Q5QJE6;J3KP30,Q5QJE6,5;2,5;2,5;2,Deoxynucleotidyltransferase terminal-interacting protein 2,sp|Q5QJE6|TDIF2_HUMAN Deoxynucleotidyltransferase terminal-interacting protein 2 OS=Homo sapiens OX=9606 GN=DNTTIP2 PE=1 SV=2,2,5,5,5,0,0,3,4,0,0,3,4,0,0,3,4,9.8,9.8,9.8,84.468,756,756;601,0.0,10.244,,,By MS/MS,By MS/MS,1.3769,3.7298,20.756,7,0,Leave out requantified,,,1.4707,1.2472,,,4.0244,2.9167,,,14.819,26.257,0,0,3,4,0,0,0,0,Median,Median,Leave out requantified,Leave out requantified,0.0,0.0,6.0,8.1,491940000,228540000,263400000,0,0,0,0,0,0,236140000,107070000,129070000,255800000,121470000,134330000,,,,2342,11979;13332;15995;17195;20379,True;True;True;True;True,14238;15773;18844;20216;23919,34387;38109;45382;48822;48823;57937;57938,66085;73183;73184;86550;93512;93513;111616;111617;111618;111619;111620;111621,66085;73183;86550;93512;111619,,,,,-1;-1,protein_2343,quanti,quanti,imputed MEC,imputed MEC
MRPS18A,20.0969979837125,6.96196396088567e-07,Q5QPA5;Q9NVS2,Q5QPA5;Q9NVS2,2;2,2;2,2;2,"28S ribosomal protein S18a, mitochondrial","tr|Q5QPA5|Q5QPA5_HUMAN 39S ribosomal protein S18a, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPS18A PE=1 SV=9;sp|Q9NVS2|RT18A_HUMAN 39S ribosomal protein S18a, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS18A PE=1 SV=1",2,2,2,2,0,0,1,2,0,0,1,2,0,0,1,2,12.5,12.5,12.5,29.613,263,263;196,0.0,3.7932,,,By MS/MS,By MS/MS,0.35693,0.87501,10.488,3,0,Median,,,0.35693,0.37004,,,0.87501,0.91286,,,,14.423,0,0,1,2,0,0,0,0,Median,Median,Median,Median,0.0,0.0,3.4,12.5,113940000,78433000,35511000,0,0,0,0,0,0,33512000,23656000,9856100,80432000,54777000,25655000,,,,2343,6891;13020,True;True,8184;15419,19660;37208;37209,38129;71381;71382;71383;71384,38129;71382,,,,,-1;-1,protein_2344,quanti,quanti,imputed MEC,imputed MEC
NOL9,22.0335720298688,6.3048728059364e-07,Q5SY16,Q5SY16,7,7,7,Polynucleotide 5-hydroxyl-kinase NOL9,sp|Q5SY16|NOL9_HUMAN Polynucleotide 5-hydroxyl-kinase NOL9 OS=Homo sapiens OX=9606 GN=NOL9 PE=1 SV=1,1,7,7,7,0,0,3,6,0,0,3,6,0,0,3,6,17.2,17.2,17.2,79.322,702,702,0.0,4.451,,,By MS/MS,By MS/MS,0.43968,1.0392,35.257,9,1,Leave out requantified,,,0.50517,0.43968,,,1.3653,1.0392,,,16.163,38.03,0,0,3,6,0,0,1,0,Median,Median,Plateau,Leave out requantified,0.0,0.0,6.3,16.1,444750000,304120000,140640000,0,0,0,0,0,0,132410000,87764000,44646000,312340000,216350000,95991000,,,,2350,416;3096;8853;9477;10506;11073;17853,True;True;True;True;True;True;True,480;3628;10507;11312;12495;13198;20960,1185;8919;25410;27335;27336;30207;31937;31938;50667,2330;17402;49300;52666;52667;58245;58246;61684;61685;97168;97169;97170;97171,2330;17402;49300;52666;58246;61685;97168,,,,,-1,protein_2351,quanti,quanti,imputed MEC,imputed MEC
SH3BGRL3,-1.86148523414678,0.00514560105595253,Q9H299;Q5T123,Q9H299;Q5T123,3;3,3;3,3;3,SH3 domain-binding glutamic acid-rich-like protein 3,sp|Q9H299|SH3L3_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1;tr|Q5T123|Q5T123_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1,2,3,3,3,3,2,1,1,3,2,1,1,3,2,1,1,38.7,38.7,38.7,10.438,93,93;88,0.0,14.633,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.36437,1.0873,37.557,6,0,Leave out requantified,0.35014,0.36805,0.42698,0.48056,1.2114,1.031,1.161,1.3557,31.434,51.441,,,2,2,1,1,0,0,0,0,Median,Median,Median,Median,38.7,38.7,20.4,20.4,930870000,641810000,289060000,263370000,186210000,77164000,354120000,239850000,114280000,165040000,117380000,47655000,148330000,98369000,49965000,,,,2352,8281;15512;19986,True;True;True,9848;18285;23486,23812;23813;23814;23815;43938;43939;56939,46189;46190;46191;46192;46193;46194;46195;46196;46197;46198;46199;46200;46201;46202;46203;46204;46205;83846;109885,46205;83846;109885,,,,,-1;-1,protein_2353,quanti,quanti,quanti,quanti
SIGMAR1,19.4025138944082,7.09304016463861e-07,Q99720;Q5T1J1,Q99720;Q5T1J1,2;2,2;2,2;2,Sigma non-opioid intracellular receptor 1,"sp|Q99720|SGMR1_HUMAN Sigma non-opioid intracellular receptor 1 OS=Homo sapiens OX=9606 GN=SIGMAR1 PE=1 SV=1;tr|Q5T1J1|Q5T1J1_HUMAN HCG20471, isoform CRA_c OS=Homo sapiens OX=9606 GN=SIGMAR1 PE=1 SV=1",2,2,2,2,0,0,1,1,0,0,1,1,0,0,1,1,22.9,22.9,22.9,25.127,223,223;134,0.014683,1.0143,,,By MS/MS,By MS/MS,0.42025,1.0285,29.85,2,0,Median,,,0.33588,0.52581,,,0.8328,1.2702,,,,,0,0,1,1,0,0,0,0,Median,Median,Median,Median,0.0,0.0,14.8,8.1,73345000,44783000,28562000,0,0,0,0,0,0,35943000,24959000,10985000,37402000,19824000,17578000,,,,2353,15382;21011,True;True,18135;24641,43550;59658,83135;114858;114859,83135;114858,,,,,-1;-1,protein_2354,quanti,quanti,imputed MEC,imputed MEC
C9orf64,-20.2650003056496,1.58779928180354e-07,Q5T6V5;Q5T6V6;Q5T6V7,Q5T6V5,3;1;1,3;1;1,3;1;1,UPF0553 protein C9orf64,sp|Q5T6V5|QSPP_HUMAN Queuosine salvage protein OS=Homo sapiens OX=9606 GN=C9orf64 PE=1 SV=1,3,3,3,3,2,2,0,0,2,2,0,0,2,2,0,0,10.3,10.3,10.3,39.028,341,341;60;200,0.0,4.453,By MS/MS,By MS/MS,,,0.33812,0.80915,11.961,4,2,Median,0.33529,0.37036,,,0.80915,0.77774,,,6.7368,19.187,,,2,2,0,0,1,1,0,0,Median,Median,Median,Median,5.3,7.3,0.0,0.0,65938000,45128000,20810000,31100000,22321000,8779500,34838000,22807000,12031000,0,0,0,0,0,0,,,,2358,4510;13566;18002,True;True;True,5260;16035;21133,12546;38725;51112;51113,24330;24331;74288;98183;98184,24330;74288;98184,,,,,-1;-1;-1,protein_2359,imputed MEC,imputed MEC,quanti,quanti
CROCC,-1.6153737484393,0.070125166676614,Q5TZA2;B1AKD8;A0A087WU09;A0A087WW81,Q5TZA2;B1AKD8,4;2;1;1,4;2;1;1,4;2;1;1,Rootletin,sp|Q5TZA2|CROCC_HUMAN Rootletin OS=Homo sapiens OX=9606 GN=CROCC PE=1 SV=1;tr|B1AKD8|B1AKD8_HUMAN Rootletin (Fragment) OS=Homo sapiens OX=9606 GN=CROCC PE=1 SV=2,4,4,4,4,1,3,2,1,1,3,2,1,1,3,2,1,3.2,3.2,3.2,228.52,2017,2017;1311;204;838,0.0,3.0334,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.39018,1.1527,85.722,8,2,Leave out requantified,0.32541,0.50004,0.41445,0.36733,1.1693,1.522,0.97573,1.0137,,120.96,27.087,,1,3,3,1,0,1,1,0,Median,Median,Median,Median,0.4,1.8,1.8,0.4,694600000,496870000,197730000,124660000,95816000,28839000,305100000,215320000,89783000,182080000,126360000,55720000,82766000,59374000,23392000,,,,2367,3007;6089;9638;14749,True;True;True;True,3523;7193;11494;11495;17401,8708;17295;27804;27805;27806;27807;27808;41811,17048;33560;53551;53552;53553;53554;53555;53556;53557;53558;53559;53560;53561;53562;80032,17048;33560;53561;80032,,,,,-1;-1;-1;-1,protein_2368,quanti,quanti,quanti,quanti
KIAA1614,-1.66829177428978,0.0865859397101424,Q5VZ46,Q5VZ46,3,3,3,Uncharacterized protein KIAA1614,sp|Q5VZ46|K1614_HUMAN Uncharacterized protein KIAA1614 OS=Homo sapiens OX=9606 GN=KIAA1614 PE=2 SV=3,1,3,3,3,1,1,2,1,1,1,2,1,1,1,2,1,2.1,2.1,2.1,126.6,1190,1190,0.0068056,1.3482,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.45646,0.93431,19.987,5,0,Leave out requantified,0.21279,0.30265,0.48046,0.47142,0.73652,0.84021,1.049,0.92952,,,15.652,,1,1,2,1,0,0,0,0,Median,Median,Median,Median,1.3,1.3,0.8,0.7,173620000,124710000,48909000,44758000,34613000,10146000,56361000,40281000,16079000,53780000,37128000,16652000,18722000,12690000,6031900,,,,2371,131;8810;10967,True;True;True,142;10454;13074,329;330;25277;31648;31649,646;647;648;49108;61141,646;49108;61141,,,,,-1,protein_2372,quanti,quanti,quanti,quanti
FLNA,0.74987146396559,0.0411714089338439,Q60FE5;P21333;A0A087WWY3;F8WE98;H0Y5C6;H0Y5F3;A0A669KBC6,Q60FE5;P21333;A0A087WWY3,72;71;66;14;5;3;1,66;65;62;10;3;3;1,66;65;62;10;3;3;1,Filamin-A,tr|Q60FE5|Q60FE5_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1;sp|P21333|FLNA_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4;tr|A0A087WWY3|A0A087WWY3_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1,7,72,66,66,25,27,48,57,22,23,43,53,22,23,43,53,35.1,33.5,33.5,278.22,2620,2620;2647;2315;604;281;232;73,0.0,259.24,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.37812,1.0523,16.583,167,32,Leave out requantified,0.27644,0.38997,0.40303,0.38019,0.93985,1.0856,1.0343,1.0685,17.493,17.722,19.25,28.612,22,27,52,66,4,5,10,13,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,13.4,14.4,25.3,31.3,17677000000,12351000000,5325900000,1662800000,1307300000,355480000,2315000000,1649800000,665180000,5171300000,3583900000,1587400000,8527500000,5809700000,2717800000,,,,2373,441;598;735;802;844;914;1303;1528;1529;1684;1685;2108;2466;2505;2663;3288;3471;3611;3612;4506;4852;5265;5269;5977;6104;6292;6293;6497;7050;7204;8268;8635;8636;9074;9357;10438;10439;10682;10898;11356;11539;11599;11775;11776;11777;12199;12355;13466;14194;15149;16149;16329;17062;17063;17494;18087;18114;18119;18277;18621;18794;19456;19620;19711;20061;20062;20268;20428;20432;20434;20766;21016,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;False;True;True;False;True;False;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,506;676;838;917;918;962;1050;1524;1784;1785;1968;1969;2455;2884;2926;3110;3862;4076;4230;4231;5256;5668;6146;6151;6152;7055;7213;7214;7436;7437;7438;7672;8399;8592;9833;9834;10261;10262;10795;11155;12415;12416;12726;12988;12989;13519;13736;13802;14001;14002;14003;14494;14495;14672;14673;15927;16744;16745;17874;19025;19222;20054;20055;20563;21230;21264;21269;21445;21842;21843;21844;22070;22861;23043;23154;23155;23567;23568;23795;23973;23978;23979;23981;24363;24647,1237;1238;1239;1610;1611;1612;1613;2006;2213;2214;2215;2216;2217;2218;2219;2316;2317;2318;2583;3764;3765;3766;3767;4441;4442;4958;4959;4960;4961;4962;4963;6177;7239;7240;7241;7242;7243;7324;7325;7326;7748;7749;9433;9434;9900;9901;9902;9903;10228;10229;10230;12532;13517;13518;14660;14669;14670;14671;14672;14673;16961;17352;17353;17354;17884;17885;17886;17887;17888;17889;17890;17891;18390;18391;20197;20661;20662;20663;20664;23778;23779;23780;24815;24816;24817;24818;24819;26084;26936;30029;30030;30031;30032;30786;31427;31428;31429;31430;31431;31432;32662;32663;33180;33181;33326;33327;33328;33787;33788;33789;33790;33791;33792;33793;35030;35031;35032;35033;35034;35467;35468;35469;35470;35471;38462;40401;40402;40403;40404;40405;42960;45852;46335;48400;48401;48402;48403;48404;48405;48406;48407;48408;48409;48410;49668;49669;49670;49671;51331;51332;51333;51334;51434;51435;51443;51444;51876;51877;52874;52875;52876;52877;52878;52879;53479;55410;55411;55837;55838;56125;56126;56127;57123;57124;57125;57654;57655;58082;58083;58093;58094;58095;58100;58995;58996;58997;58998;58999;59668;59669;59670,2407;2408;2409;2410;2411;2412;2413;2414;2415;2416;2417;2418;2419;3075;3076;3077;3078;3079;3080;3081;3082;3083;3825;4243;4244;4245;4246;4247;4248;4249;4250;4251;4252;4413;4414;4415;4416;4417;4949;7217;7218;7219;7220;7221;7222;7223;7224;7225;7226;7227;8543;8544;9729;9730;9731;9732;9733;9734;9735;9736;9737;9738;9739;9740;9741;9742;9743;9744;12109;14285;14286;14287;14288;14289;14290;14291;14292;14293;14294;14295;14419;14420;14421;14422;14423;14424;14425;15168;15169;15170;15171;15172;15173;18443;19313;19314;19315;19316;19317;19318;19913;19914;24298;26188;26189;28396;28397;28408;28409;28410;28411;28412;28413;28414;28415;28416;28417;28418;32947;33733;33734;33735;33736;33737;33738;33739;34692;34693;34694;34695;34696;34697;34698;34699;34700;34701;34702;34703;34704;34705;34706;34707;34708;34709;34710;34711;34712;34713;35572;35573;35574;39253;39254;39255;39256;40088;40089;40090;40091;40092;40093;40094;40095;40096;40097;46125;46126;46127;48134;48135;48136;48137;48138;48139;50548;51992;51993;57880;57881;57882;57883;57884;57885;57886;57887;57888;59350;59351;59352;60586;60587;60588;60589;60590;60591;60592;60593;60594;60595;60596;60597;60598;60599;60600;62959;62960;62961;62962;62963;62964;62965;62966;62967;62968;62969;62970;63884;63885;63886;64132;64133;64134;64135;64967;64968;64969;64970;64971;64972;64973;64974;64975;64976;64977;64978;64979;67365;67366;67367;67368;67369;67370;67371;67372;67373;67374;67375;68238;68239;68240;68241;68242;68243;68244;68245;68246;68247;68248;68249;68250;68251;68252;73812;73813;77534;77535;77536;77537;77538;82002;87532;87533;88350;88351;92480;92481;92482;92483;92484;92485;92486;92487;92488;92489;92490;92491;92492;92493;92494;92495;92496;92497;95145;95146;95147;95148;95149;95150;98576;98577;98578;98579;98580;98581;98582;98859;98860;98861;98862;98863;98873;98874;99755;99756;99757;99758;99759;101705;101706;101707;101708;101709;101710;101711;101712;101713;101714;101715;101716;101717;101718;101719;102995;102996;106818;106819;107566;107567;107568;108242;108243;108244;108245;108246;108247;108248;108249;110196;110197;110198;110199;110200;110201;111138;111889;111890;111891;111892;111893;111915;111916;111917;111918;111919;111920;111921;111926;111927;111928;113561;113562;113563;113564;113565;114877;114878;114879,2416;3081;3825;4246;4415;4949;7219;8543;8544;9734;9743;12109;14288;14425;15172;18443;19313;19913;19914;24298;26188;28397;28413;32947;33739;34698;34710;35572;39254;40090;46126;48135;48137;50548;51993;57881;57888;59351;60589;62969;63885;64133;64968;64973;64977;67372;68240;73812;77536;82002;87533;88351;92488;92497;95150;98581;98863;98873;99756;101716;102995;106818;107567;108246;110198;110201;111138;111893;111920;111928;113562;114877,1108;1109;1110;1111,,1267;1345;1348;2542,,-1;-1;-1;-1;-1;-1;-1,protein_2374,quanti,quanti,quanti,quanti
ATL3,4.4245775142315,5.46105952389615e-05,Q6DD88;F5H6I7;F5GWF8,Q6DD88;F5H6I7,7;6;2,7;6;2,7;6;2,Atlastin-3,sp|Q6DD88|ATLA3_HUMAN Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1;tr|F5H6I7|F5H6I7_HUMAN Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1,3,7,7,7,1,1,6,7,1,1,6,7,1,1,6,7,18.5,18.5,18.5,60.541,541,541;523;169,0.0,21.353,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34309,0.91843,10.226,18,3,Leave out requantified,0.34754,0.4249,0.33642,0.35847,0.80165,0.8487,0.90325,0.96972,,,10.236,11.645,1,1,7,9,0,0,0,3,Median,Median,Leave out requantified,Leave out requantified,1.3,1.3,18.5,18.5,1140700000,833160000,307490000,13928000,9254800,4673500,15470000,10880000,4590000,430740000,324470000,106270000,680510000,488560000,191950000,,,,2376,1192;3332;5239;6023;9658;14209;16055,True;True;True;True;True;True;True,1390;3915;6117;7116;11517;16764;18916,3423;3424;9556;9557;14601;14602;17107;17108;17109;17110;27843;27844;40439;45577;45578;45579;45580;45581,6655;6656;6657;18703;18704;18705;18706;18707;28300;28301;28302;33231;33232;33233;33234;53613;53614;77589;86958;86959;86960;86961;86962;86963;86964;86965,6657;18703;28302;33232;53613;77589;86964,,,,,-1;-1;-1,protein_2377,quanti,quanti,quanti,quanti
RLTPR,20.8976778065807,1.60694921213506e-07,Q6F5E8,Q6F5E8,3,3,3,Leucine-rich repeat-containing protein 16C,"sp|Q6F5E8|CARL2_HUMAN Capping protein, Arp2/3 and myosin-I linker protein 2 OS=Homo sapiens OX=9606 GN=CARMIL2 PE=1 SV=2",1,3,3,3,1,0,2,2,1,0,2,2,1,0,2,2,3.8,3.8,3.8,154.69,1435,1435,0.0075408,1.2659,By MS/MS,,By MS/MS,By MS/MS,0.31877,0.69917,19.209,4,0,Leave out requantified,,,0.31112,0.32661,,,0.6633,0.73697,,,17.923,20.496,0,0,2,2,0,0,0,0,Median,Median,Median,Median,0.8,0.0,3.0,3.0,170640000,129820000,40825000,0,0,0,0,0,0,62268000,48139000,14129000,108370000,81677000,26695000,,,,2379,10735;13500;17297,True;True;True,12789;15964;20336,30950;30951;38563;38564;49125,59635;59636;73981;94054,59636;73981;94054,,,,,-1,protein_2380,quanti,quanti,imputed MEC,imputed MEC
HIST2H2AA3;HIST2H2AC,1.45460861838107,0.0048590373657341,Q6FI13;Q16777,Q6FI13;Q16777,13;12,13;12,3;3,Histone H2A type 2-A;Histone H2A type 2-C,sp|Q6FI13|H2A2A_HUMAN Histone H2A type 2-A OS=Homo sapiens OX=9606 GN=H2AC18 PE=1 SV=3;sp|Q16777|H2A2C_HUMAN Histone H2A type 2-C OS=Homo sapiens OX=9606 GN=H2AC20 PE=1 SV=4,2,13,13,3,10,11,9,9,10,11,9,9,2,3,1,1,76.2,76.2,30.8,14.095,130,130;129,0.0,280.75,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.36308,0.93824,22.488,100,15,Leave out requantified,0.33264,0.44167,0.38261,0.29259,1.065,1.0524,0.91195,0.60047,26.91,27.123,16.86,66.06,22,24,29,25,2,4,5,4,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,65.4,70.8,63.1,63.1,170230000000,125590000000,44642000000,11462000000,8533300000,2928600000,17425000000,11947000000,5478200000,56293000000,40405000000,15888000000,85051000000,64705000000,20347000000,,,,2380,780;781;6922;6925;6927;8978;13364;16396;18467;18468;19647;19648;19649,True;True;True;True;True;True;True;True;True;True;True;True;True,891;892;893;8224;8225;8228;8229;8232;8233;8234;10675;15813;15814;15815;19299;21665;21666;21667;23074;23075;23076;23077;23078;23079;23080;23081,2146;2147;2148;2149;2150;2151;2152;2153;2154;2155;2156;2157;2158;2159;2160;19758;19759;19760;19761;19762;19763;19767;19768;19769;19770;19771;19772;19773;19774;19780;19781;19782;19783;19784;19785;19786;19787;19788;19789;19790;19791;19792;19793;19794;25800;38205;38206;38207;38208;38209;38210;38211;38212;38213;38214;46548;46549;46550;46551;52425;52426;52427;52428;52429;52430;52431;52432;52433;52434;52435;52436;52437;52438;55903;55904;55905;55906;55907;55908;55909;55910;55911;55912;55913;55914;55915;55916;55917;55918;55919;55920;55921;55922;55923;55924;55925;55926;55927;55928;55929;55930,4089;4090;4091;4092;4093;4094;4095;4096;4097;4098;4099;4100;4101;4102;4103;4104;4105;4106;4107;4108;4109;4110;4111;4112;4113;4114;4115;4116;4117;4118;4119;4120;4121;4122;4123;4124;4125;4126;4127;4128;4129;4130;4131;4132;4133;4134;4135;4136;4137;4138;4139;4140;4141;4142;4143;4144;4145;4146;4147;4148;4149;4150;4151;38319;38320;38321;38322;38323;38324;38325;38326;38327;38328;38329;38330;38331;38332;38333;38334;38335;38336;38337;38338;38339;38340;38341;38342;38343;38344;38345;38346;38347;38348;38349;38350;38351;38352;38353;38354;38355;38369;38370;38371;38372;38373;38374;38375;38376;38377;38378;38379;38380;38381;38382;38383;38384;38385;38386;38387;38388;38389;38390;38391;38392;38393;38394;38395;38396;38397;38398;38399;38400;38401;38402;38406;38407;38408;38409;38410;38411;38412;38413;38414;38415;38416;38417;38418;38419;38420;38421;38422;38423;38424;38425;38426;38427;38428;38429;38430;38431;38432;38433;38434;38435;38436;38437;38438;38439;38440;38441;38442;38443;38444;38445;38446;38447;38448;38449;38450;38451;38452;38453;38454;38455;50036;73357;73358;73359;73360;73361;73362;73363;73364;73365;73366;73367;73368;73369;73370;73371;88775;88776;88777;88778;88779;88780;88781;100876;100877;100878;100879;100880;100881;100882;100883;100884;100885;100886;100887;100888;100889;100890;100891;100892;100893;107698;107699;107700;107701;107702;107703;107704;107705;107706;107707;107708;107709;107710;107711;107712;107713;107714;107715;107716;107717;107718;107719;107720;107721;107722;107723;107724;107725;107726;107727;107728;107729;107730;107731;107732;107733;107734;107735;107736;107737;107738;107739;107740;107741;107742;107743;107744;107745;107746;107747;107748;107749;107750;107751;107752;107753;107754;107755;107756;107757;107758;107759;107760;107761;107762;107763;107764;107765;107766;107767;107768;107769;107770;107771;107772;107773;107774;107775;107776;107777;107778;107779;107780;107781;107782;107783;107784;107785;107786;107787;107788;107789;107790;107791;107792;107793;107794;107795;107796;107797;107798;107799;107800;107801;107802;107803;107804;107805;107806;107807;107808;107809;107810;107811;107812;107813;107814;107815;107816;107817;107818;107819;107820;107821;107822;107823;107824,4130;4150;38334;38389;38424;50036;73369;88776;100880;100884;107761;107816;107824,66;67;68;69,226,96;119;120;126,52,-1;-1,protein_2381,quanti,quanti,quanti,quanti
