DCAF6_vs_zBirA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
ETFB,-0.3099969543,0.192130938495289,0,P38117;M0QY67,P38117;M0QY67,10;5,10;5,10;5,Electron transfer flavoprotein subunit beta,ETFB,sp|P38117|ETFB_HUMAN Electron transfer flavoprotein subunit beta OS=Homo sapiens OX=9606 GN=ETFB PE=1 SV=3;tr|M0QY67|M0QY67_HUMAN Electron transfer flavoprotein subunit beta (Fragment) OS=Homo sapiens OX=9606 GN=ETFB PE=1 SV=1,10,10,42.7,255
RBMX;RBMXL1,-0.2167508884,0.33877086978241,0,P38159;H3BT71;H0Y6E7;Q96E39;H3BR27;H3BUY5;A0A1B0GUK8;O75526;H3BNC1;Q8N7X1,P38159;H3BT71;H0Y6E7;Q96E39,20;18;17;12;9;8;6;4;4;1,20;18;17;12;9;8;6;4;4;1,20;18;17;12;9;8;6;4;4;1,"RNA-binding motif protein, X chromosome;RNA-binding motif protein, X chromosome, N-terminally processed;RNA binding motif protein, X-linked-like-1",RBMX;RBMXL1,"sp|P38159|RBMX_HUMAN RNA-binding motif protein, X chromosome OS=Homo sapiens OX=9606 GN=RBMX PE=1 SV=3;tr|H3BT71|H3BT71_HUMAN RNA-binding motif protein, X chromosome OS=Homo sapiens OX=9606 GN=RBMX PE=1 SV=1;tr|H0Y6E7|H0Y6E7_HUMAN RNA-binding motif protein",20,20,51.7,391
ATP6V1A,-0.4398751372,0.0101695473234245,0,P38606;C9JVW8;C9JA17;F8WDJ3,P38606,19;6;5;1,19;6;5;1,19;6;5;1,V-type proton ATPase catalytic subunit A,ATP6V1A,sp|P38606|VATA_HUMAN V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2,19,19,39.5,617
HSPA9,-0.0893350978,0.430765917461399,0,P38646;A0A3B3ITI4;D6RJI2;D6RA73;H0YBG6;H0Y8S0;A0A3B3ITN1,P38646,44;14;12;8;6;2;1,44;14;12;8;6;2;1,44;14;12;8;6;2;1,"Stress-70 protein, mitochondrial",HSPA9,"sp|P38646|GRP75_HUMAN Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2",44,44,54.8,679
EIF4A3,-0.2368171437,0.128058063155757,0,P38919;I3L3H2,P38919;I3L3H2,26;23,23;20,23;20,"Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-III, N-terminally processed",EIF4A3,sp|P38919|IF4A3_HUMAN Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4;tr|I3L3H2|I3L3H2_HUMAN Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=2,26,23,49.4,411
RPS19,0.0866231438,0.477175627702407,0,P39019;M0R2L9;M0QYF7;M0R140;A0A075B6E2,P39019;M0R2L9;M0QYF7;M0R140,20;12;12;12;6,20;12;12;12;6,20;12;12;12;6,40S ribosomal protein S19,RPS19,sp|P39019|RS19_HUMAN 40S ribosomal protein S19 OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=2;tr|M0R2L9|M0R2L9_HUMAN 40S ribosomal protein S19 (Fragment) OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=1;tr|M0QYF7|M0QYF7_HUMAN 40S ribosomal protein S19 (Fragment) OS=,20,20,73.8,145
RPL3,0.160732394,0.25035973928672,0,P39023;G5E9G0;B5MCW2;H7C422;H7C3M2;F8WCR1;Q92901,P39023;G5E9G0;B5MCW2,43;41;27;21;16;7;4,43;41;27;21;16;7;4,43;41;27;21;16;7;4,60S ribosomal protein L3,RPL3,sp|P39023|RL3_HUMAN 60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=2;tr|G5E9G0|G5E9G0_HUMAN 60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=1;tr|B5MCW2|B5MCW2_HUMAN 60S ribosomal protein L3 (Fragment) OS=Homo sapiens OX=9,43,43,64.5,403
FEN1,-0.0442214553,0.685208202421062,0,P39748;F5H1Y3;I3L3E9,P39748,13;5;4,13;5;4,13;5;4,Flap endonuclease 1,FEN1,sp|P39748|FEN1_HUMAN Flap endonuclease 1 OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1,13,13,30,380
CCT6A,-0.2158704138,0.161106591868622,0,P40227,P40227,36,36,30,T-complex protein 1 subunit zeta,CCT6A,sp|P40227|TCPZ_HUMAN T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3,36,30,58.8,531
RPL13A;RPL13a,0.1889704441,0.157721421630125,0,P40429;M0QYS1;Q8J015;Q6NVV1;M0QZU1;A0A096LPE0,P40429;M0QYS1;Q8J015,22;19;16;7;2;2,22;19;16;7;2;2,22;19;16;7;2;2,60S ribosomal protein L13a,RPL13A;RPL13a,sp|P40429|RL13A_HUMAN 60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2;tr|M0QYS1|M0QYS1_HUMAN 60S ribosomal protein L13a (Fragment) OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2;tr|Q8J015|Q8J015_HUMAN 60S ribosomal protein L13a OS=Homo ,22,22,71.4,203
MDH1,-0.3896265525,0.0367796858873443,0,P40925;A0A5K1VW95;B9A041;C9JF79;B8ZZ51;C9JRL4;C9JLV6,P40925;A0A5K1VW95;B9A041;C9JF79;B8ZZ51,15;14;10;10;8;7;2,15;14;10;10;8;7;2,15;14;10;10;8;7;2,"Malate dehydrogenase, cytoplasmic;Malate dehydrogenase",MDH1,"sp|P40925|MDHC_HUMAN Malate dehydrogenase, cytoplasmic OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=4;tr|A0A5K1VW95|A0A5K1VW95_HUMAN Malate dehydrogenase OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=1;tr|B9A041|B9A041_HUMAN Malate dehydrogenase, cytoplasmic OS=Homo ",15,15,42.5,334
MDH2,0.0615726401,0.609721316922775,0,P40926;G3XAL0,P40926;G3XAL0,38;29,38;29,38;29,"Malate dehydrogenase, mitochondrial;Malate dehydrogenase",MDH2,"sp|P40926|MDHM_HUMAN Malate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=3;tr|G3XAL0|G3XAL0_HUMAN Malate dehydrogenase OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=1",38,38,76.9,338
RFC5,-0.2339313408,0.435937429026885,0,P40937;E9PEP3;F5H5S0;C9JH72,P40937,3;1;1;1,3;1;1;1,3;1;1;1,Replication factor C subunit 5,RFC5,sp|P40937|RFC5_HUMAN Replication factor C subunit 5 OS=Homo sapiens OX=9606 GN=RFC5 PE=1 SV=1,3,3,12.4,340
EIF2S3;EIF2S3L,0.086023449,0.45034351086942,0,P41091;Q2VIR3;H7BZU1,P41091;Q2VIR3;H7BZU1,13;10;7,13;10;7,13;10;7,Eukaryotic translation initiation factor 2 subunit 3;Putative eukaryotic translation initiation factor 2 subunit 3-like protein,EIF2S3;EIF2S3L,sp|P41091|IF2G_HUMAN Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens OX=9606 GN=EIF2S3 PE=1 SV=3;sp|Q2VIR3|IF2GL_HUMAN Eukaryotic translation initiation factor 2 subunit 3B OS=Homo sapiens OX=9606 GN=EIF2S3B PE=2 SV=2;tr|H7BZU1|H7BZU1_,13,13,31.8,472
GARS,0.6406693758,0.00544501979368914,0,P41250,P41250,13,13,13,Glycine--tRNA ligase,GARS,sp|P41250|GARS_HUMAN Glycine--tRNA ligase OS=Homo sapiens OX=9606 GN=GARS1 PE=1 SV=3,13,13,22.6,739
EIF1;EIF1B,0.2419678698,0.225053997281028,0,P41567;K7EM18;O60739;K7EQP2,P41567;K7EM18;O60739,4;3;2;1,4;3;2;1,4;3;2;1,Eukaryotic translation initiation factor 1;Eukaryotic translation initiation factor 1b,EIF1;EIF1B,sp|P41567|EIF1_HUMAN Eukaryotic translation initiation factor 1 OS=Homo sapiens OX=9606 GN=EIF1 PE=1 SV=1;tr|K7EM18|K7EM18_HUMAN Eukaryotic translation initiation factor 1 OS=Homo sapiens OX=9606 GN=EIF1 PE=1 SV=1;sp|O60739|EIF1B_HUMAN Eukaryotic translati,4,4,85,113
ECI1;DCI,0.1220305951,0.415262774028905,0,P42126;Q96DC0;H3BS70,P42126;Q96DC0,9;7;4,9;7;4,9;7;4,"Enoyl-CoA delta isomerase 1, mitochondrial",ECI1;DCI,"sp|P42126|ECI1_HUMAN Enoyl-CoA delta isomerase 1, mitochondrial OS=Homo sapiens OX=9606 GN=ECI1 PE=1 SV=1;tr|Q96DC0|Q96DC0_HUMAN DCI protein OS=Homo sapiens OX=9606 GN=ECI1 PE=1 SV=1",9,9,32.8,302
TMPO,0.7347760879,0.0125412410867667,0,P42167;G5E972;H0YJH7,P42167;G5E972;H0YJH7,6;5;3,6;5;3,2;1;1,"Lamina-associated polypeptide 2, isoforms beta/gamma;Thymopoietin;Thymopentin",TMPO,"sp|P42167|LAP2B_HUMAN Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2;tr|G5E972|G5E972_HUMAN Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=1;tr|H0YJH7|H0YJH7_HUMA",6,2,19.2,454
SKIV2L2,-0.0233944642,0.840721129920184,0,P42285,P42285,9,9,9,Superkiller viralicidic activity 2-like 2,SKIV2L2,sp|P42285|MTREX_HUMAN Exosome RNA helicase MTR4 OS=Homo sapiens OX=9606 GN=MTREX PE=1 SV=3,9,9,9.9,1042
LRPPRC,0.1234016255,0.321304705578275,0,P42704;B8ZZ38;A0A0C4DG06;C9JCA9,P42704,50;16;16;13,50;16;16;13,50;16;16;13,"Leucine-rich PPR motif-containing protein, mitochondrial",LRPPRC,"sp|P42704|LPPRC_HUMAN Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3",50,50,36.9,1394
ACAA2,-0.2325750216,0.280090447513116,0,P42765;A0A0B4J2A4;K7EME0;K7ER88;K7EJB1;K7EJ68,P42765;A0A0B4J2A4;K7EME0,14;12;9;1;1;1,14;12;9;1;1;1,14;12;9;1;1;1,"3-ketoacyl-CoA thiolase, mitochondrial",ACAA2,"sp|P42765|THIM_HUMAN 3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=2;tr|A0A0B4J2A4|A0A0B4J2A4_HUMAN 3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=1;tr|K7EME0|K7EME0_HUMAN 3-ketoacyl-CoA th",14,14,52.6,397
RPL35,0.2401266307,0.112097568163665,0,P42766;F2Z388,P42766;F2Z388,9;7,9;7,9;7,60S ribosomal protein L35,RPL35,sp|P42766|RL35_HUMAN 60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=2;tr|F2Z388|F2Z388_HUMAN 60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=1,9,9,51.2,123
MSH2,-0.8267657028,0.133997811484695,0,P43246;A0A2R8Y7S8;A0A2R8YFH0;E9PHA6;A0A2R8Y6P0;A0A2R8YG02,P43246;A0A2R8Y7S8;A0A2R8YFH0;E9PHA6;A0A2R8Y6P0;A0A2R8YG02,8;7;7;7;7;7,8;7;7;7;7;7,8;7;7;7;7;7,DNA mismatch repair protein Msh2,MSH2,sp|P43246|MSH2_HUMAN DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1;tr|A0A2R8Y7S8|A0A2R8Y7S8_HUMAN DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1;tr|A0A2R8YFH0|A0A2R8YFH0_HUMAN DNA mismatch repair pro,8,8,10.9,934
GPD2,-0.3187920327,0.161600639382253,0,P43304;F5GYK7,P43304;F5GYK7,13;7,13;7,13;7,"Glycerol-3-phosphate dehydrogenase, mitochondrial;Glycerol-3-phosphate dehydrogenase",GPD2,"sp|P43304|GPDM_HUMAN Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=GPD2 PE=1 SV=3;tr|F5GYK7|F5GYK7_HUMAN Glycerol-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GPD2 PE=1 SV=1",13,13,21.9,727
MAGEA4,-0.412520958,0.0179035187425966,0,P43358;C9JZJ5;C9J9C2;C9JK50;C9JIR1;P43361;P43363;P43355;P43362;O60732;A2A368;Q96M61;A8MXT2;Q3SYA6;A0A0A0MSA3,P43358,18;6;6;6;6;5;3;2;2;1;1;1;1;1;1,18;6;6;6;6;5;3;2;2;1;1;1;1;1;1,17;6;6;6;6;4;2;1;2;0;0;0;0;0;0,Melanoma-associated antigen 4,MAGEA4,sp|P43358|MAGA4_HUMAN Melanoma-associated antigen 4 OS=Homo sapiens OX=9606 GN=MAGEA4 PE=1 SV=2,18,17,42.3,317
PSMC4,-0.5231650162,0.0491192114404943,0,P43686,P43686,7,7,7,26S protease regulatory subunit 6B,PSMC4,sp|P43686|PRS6B_HUMAN 26S proteasome regulatory subunit 6B OS=Homo sapiens OX=9606 GN=PSMC4 PE=1 SV=2,7,7,16.3,418
VDAC2,0.051537552,0.669851317849365,0,P45880;A0A0A0MR02;Q5JSD2;Q5JSD1;A2A3S1,P45880;A0A0A0MR02;Q5JSD2;Q5JSD1,17;16;11;11;7,17;16;11;11;7,17;16;11;11;7,Voltage-dependent anion-selective channel protein 2,VDAC2,sp|P45880|VDAC2_HUMAN Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2;tr|A0A0A0MR02|A0A0A0MR02_HUMAN Voltage-dependent anion-selective channel protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=1;tr,17,17,55.8,294
CBX5,-0.7227388996,0.00214278089311955,0,P45973;F8VNY3,P45973,3;1,3;1,3;1,Chromobox protein homolog 5,CBX5,sp|P45973|CBX5_HUMAN Chromobox protein homolog 5 OS=Homo sapiens OX=9606 GN=CBX5 PE=1 SV=1,3,3,24.1,191
USP5,0.0456817577,0.805519424843404,0,P45974;F5H571,P45974,23;2,23;2,21;2,Ubiquitin carboxyl-terminal hydrolase 5,USP5,sp|P45974|UBP5_HUMAN Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens OX=9606 GN=USP5 PE=1 SV=2,23,21,34.7,858
RANGAP1,-0.3341897369,0.0678325360819366,0,P46060;H0Y4Q3;B0QYT5;B0QYT4;B0QYT6,P46060;H0Y4Q3,27;14;4;4;3,27;14;4;4;3,27;14;4;4;3,Ran GTPase-activating protein 1,RANGAP1,sp|P46060|RAGP1_HUMAN Ran GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RANGAP1 PE=1 SV=1;tr|H0Y4Q3|H0Y4Q3_HUMAN Ran GTPase-activating protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=RANGAP1 PE=1 SV=1,27,27,50.4,587
RECQL,-0.1178586178,0.345043398980262,0,P46063;F5H2L2;F8WA66;F8WD97;F5H4P4;F5H3W0,P46063,13;2;2;2;1;1,13;2;2;2;1;1,13;2;2;2;1;1,ATP-dependent DNA helicase Q1,RECQL,sp|P46063|RECQ1_HUMAN ATP-dependent DNA helicase Q1 OS=Homo sapiens OX=9606 GN=RECQL PE=1 SV=3,13,13,28.5,649
NOP2,0.0529465685,0.673246942785516,0,P46087;F5H5X6;F5GWB7;F5H709;F5GYR3;F5H359;F5H8G6,P46087,20;5;4;4;4;2;2,20;5;4;4;4;2;2,20;5;4;4;4;2;2,Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase,NOP2,sp|P46087|NOP2_HUMAN Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NOP2 PE=1 SV=2,20,20,23.3,812
RPL27A,0.1431767817,0.344547279125564,0,P46776;E9PJD9;E9PLL6;E9PLX7,P46776;E9PJD9;E9PLL6;E9PLX7,19;14;12;10,19;14;12;10,19;14;12;10,60S ribosomal protein L27a,RPL27A,sp|P46776|RL27A_HUMAN 60S ribosomal protein L27a OS=Homo sapiens OX=9606 GN=RPL27A PE=1 SV=2;tr|E9PJD9|E9PJD9_HUMAN 60S ribosomal protein L27a OS=Homo sapiens OX=9606 GN=RPL27A PE=1 SV=1;tr|E9PLL6|E9PLL6_HUMAN 60S ribosomal protein L27a OS=Homo sapiens OX=,19,19,66.9,148
RPL5,0.3559786096,0.0363014391577919,0,P46777;A0A2R8Y6J3;A0A2R8Y4A2;Q5T7N0;R4GNJ2,P46777;A0A2R8Y6J3,27;21;12;10;5,27;21;12;10;5,27;21;12;10;5,60S ribosomal protein L5,RPL5,sp|P46777|RL5_HUMAN 60S ribosomal protein L5 OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=3;tr|A0A2R8Y6J3|A0A2R8Y6J3_HUMAN 60S ribosomal protein L5 (Fragment) OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=1,27,27,65.3,297
RPL21,0.2100132617,0.144318219825082,0,P46778;M0R181;G3V1B3;M0R3I5,P46778;M0R181;G3V1B3,18;13;9;2,18;13;9;2,18;13;9;2,60S ribosomal protein L21,RPL21,sp|P46778|RL21_HUMAN 60S ribosomal protein L21 OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=2;tr|M0R181|M0R181_HUMAN 60S ribosomal protein L21 (Fragment) OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=1;tr|G3V1B3|G3V1B3_HUMAN 60S ribosomal protein L21 OS=Homo sapien,18,18,70,160
RPL28,-0.10962759,0.615121977596867,0,P46779;H0YKD8;H0YMF4;H0YLP6,P46779;H0YKD8;H0YMF4;H0YLP6,17;15;13;10,17;15;13;10,17;15;13;10,60S ribosomal protein L28,RPL28,sp|P46779|RL28_HUMAN 60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3;tr|H0YKD8|H0YKD8_HUMAN 60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=1;tr|H0YMF4|H0YMF4_HUMAN 60S ribosomal protein L28 OS=Homo sapiens OX=9606 G,17,17,65.7,137
RPS9,0.2170105828,0.127233183213747,0,P46781;B5MCT8;C9JM19;F2Z3C0;A8MXK4,P46781;B5MCT8;C9JM19,27;20;20;8;8,27;20;20;8;8,27;20;20;8;8,40S ribosomal protein S9,RPS9,sp|P46781|RS9_HUMAN 40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=3;tr|B5MCT8|B5MCT8_HUMAN 40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=1;tr|C9JM19|C9JM19_HUMAN 40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9,27,27,65.5,194
RPS10;RPS10-NUDT3,0.0742781126,0.532379343720987,0,P46783;A0A2R8Y6L3;F6U211;A0A2R8Y7H1;A0A2R8YFH6;A0A1W2PQS6;S4R435;Q9NQ39,P46783;A0A2R8Y6L3;F6U211;A0A2R8Y7H1;A0A2R8YFH6;A0A1W2PQS6;S4R435,12;9;9;9;9;9;6;4,12;9;9;9;9;9;6;4,12;9;9;9;9;9;6;4,40S ribosomal protein S10,RPS10;RPS10-NUDT3,sp|P46783|RS10_HUMAN 40S ribosomal protein S10 OS=Homo sapiens OX=9606 GN=RPS10 PE=1 SV=1;tr|A0A2R8Y6L3|A0A2R8Y6L3_HUMAN RPS10-NUDT3 readthrough (Fragment) OS=Homo sapiens OX=9606 GN=RPS10-NUDT3 PE=4 SV=1;tr|F6U211|F6U211_HUMAN 40S ribosomal protein S10 OS,12,12,67.3,165
IQGAP1,0.030420665,0.780607243746543,0,P46940;H0YLE8;A0A0J9YXZ5;A0A087WWP1;Q13576;Q86VI3;E9PDT6;E7EWC2;F5H7S7;F2Z2E2,P46940;H0YLE8;A0A0J9YXZ5,17;12;10;2;1;1;1;1;1;1,17;12;10;2;1;1;1;1;1;1,17;12;10;2;1;1;1;1;1;1,Ras GTPase-activating-like protein IQGAP1,IQGAP1,sp|P46940|IQGA1_HUMAN Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens OX=9606 GN=IQGAP1 PE=1 SV=1;tr|H0YLE8|H0YLE8_HUMAN Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens OX=9606 GN=IQGAP1 PE=1 SV=1;tr|A0A0J9YXZ5|A0A0J9YXZ5_HUMAN Ras GTPa,17,17,13.6,1657
STT3A,-0.062824281,0.577896647618016,0,P46977;A0A0C4DH80;E9PN73;E9PI32,P46977;A0A0C4DH80;E9PN73;E9PI32,7;4;4;4,6;3;3;3,6;3;3;3,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,STT3A,sp|P46977|STT3A_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Homo sapiens OX=9606 GN=STT3A PE=1 SV=2;tr|A0A0C4DH80|A0A0C4DH80_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A (Fragm,7,6,6.4,705
CAPZA2,0.2214111021,0.314809780834324,0,P47755;C9JUG7;F8W9N7;A0A0D9SET8,P47755;C9JUG7;F8W9N7;A0A0D9SET8,5;4;4;3,3;3;3;2,3;3;3;2,F-actin-capping protein subunit alpha-2,CAPZA2,sp|P47755|CAZA2_HUMAN F-actin-capping protein subunit alpha-2 OS=Homo sapiens OX=9606 GN=CAPZA2 PE=1 SV=3;tr|C9JUG7|C9JUG7_HUMAN F-actin-capping protein subunit alpha OS=Homo sapiens OX=9606 GN=CAPZA2 PE=1 SV=1;tr|F8W9N7|F8W9N7_HUMAN F-actin-capping protei,5,3,22,286
CAPZB,0.1855566891,0.140303679488522,0,P47756;B1AK87;B1AK88;B1AK85,P47756;B1AK87;B1AK88;B1AK85,8;7;7;5,8;7;7;5,8;7;7;5,F-actin-capping protein subunit beta,CAPZB,sp|P47756|CAPZB_HUMAN F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=4;tr|B1AK87|B1AK87_HUMAN F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=1;tr|B1AK88|B1AK88_HUMAN F-actin-capping protein subu,8,8,37.5,277
EIF1AX;EIF1AY,-0.1745017593,0.299479429065744,0,P47813;X6RAC9;O14602;A6NJH9,P47813;X6RAC9;O14602;A6NJH9,4;4;2;2,4;4;2;2,4;4;2;2,"Eukaryotic translation initiation factor 1A, X-chromosomal;Eukaryotic translation initiation factor 1A, Y-chromosomal",EIF1AX;EIF1AY,"sp|P47813|IF1AX_HUMAN Eukaryotic translation initiation factor 1A, X-chromosomal OS=Homo sapiens OX=9606 GN=EIF1AX PE=1 SV=2;tr|X6RAC9|X6RAC9_HUMAN Eukaryotic translation initiation factor 1A, X-chromosomal OS=Homo sapiens OX=9606 GN=EIF1AX PE=1 SV=1;sp|O1",4,4,20.8,144
QARS,-0.0065129961,0.960472543432486,0,P47897;A0A1B0GVU9;B4DDN1;A0A0U1RQE9;A0A0U1RQT0;C9J165;A0A1B0GTT3;A0A0U1RQM8;H7C0R3;A0A0U1RQQ5;A0A0U1RRI9;A0A0U1RQU2;A0A0U1RQL2;A0A0U1RQX5;F2Z2V6;A0A0U1RRC8;A0A0U1RQX9;A0A0U1RR79;A0A0U1RR66;A0A0U1RQC3,P47897;A0A1B0GVU9;B4DDN1,20;17;14;6;6;6;6;6;6;6;5;5;4;3;2;2;2;1;1;1,20;17;14;6;6;6;6;6;6;6;5;5;4;3;2;2;2;1;1;1,20;17;14;6;6;6;6;6;6;6;5;5;4;3;2;2;2;1;1;1,Glutamine--tRNA ligase,QARS,sp|P47897|SYQ_HUMAN Glutamine--tRNA ligase OS=Homo sapiens OX=9606 GN=QARS1 PE=1 SV=1;tr|A0A1B0GVU9|A0A1B0GVU9_HUMAN Glutamine--tRNA ligase (Fragment) OS=Homo sapiens OX=9606 GN=QARS1 PE=1 SV=1;tr|B4DDN1|B4DDN1_HUMAN Glutamine--tRNA ligase OS=Homo sapiens ,20,20,28.8,775
ATP5O,0.0258709614,0.841965530674358,0,P48047;A0A494C0K9;H7C0C1;H7C068;H7C086,P48047;A0A494C0K9;H7C0C1,15;8;8;5;2,15;8;8;5;2,15;8;8;5;2,"ATP synthase subunit O, mitochondrial",ATP5O,"sp|P48047|ATPO_HUMAN ATP synthase subunit O, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PO PE=1 SV=1;tr|A0A494C0K9|A0A494C0K9_HUMAN ATP synthase subunit O, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PO PE=4 SV=1;tr|H7C0C1|H7C0C1_HUMAN Uncharacterized p",15,15,72.8,213
LSS,-0.3141432467,0.473873729289681,0,P48449;A0A0G2JQD0;C9J315;A0A0G2JS81;H7C3A5,P48449;A0A0G2JQD0,10;7;4;1;1,10;7;4;1;1,10;7;4;1;1,Lanosterol synthase,LSS,sp|P48449|LSS_HUMAN Lanosterol synthase OS=Homo sapiens OX=9606 GN=LSS PE=1 SV=1;tr|A0A0G2JQD0|A0A0G2JQD0_HUMAN Lanosterol synthase (Fragment) OS=Homo sapiens OX=9606 GN=LSS PE=1 SV=1,10,10,18.9,732
PSMD8,-0.0943898559,0.674115634317871,0,P48556;R4GMR5;K7EJC1;K7EJR3;K7ERW6,P48556;R4GMR5;K7EJC1;K7EJR3,5;5;4;4;1,5;5;4;4;1,5;5;4;4;1,26S proteasome non-ATPase regulatory subunit 8,PSMD8,sp|P48556|PSMD8_HUMAN 26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMD8 PE=1 SV=2;tr|R4GMR5|R4GMR5_HUMAN 26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMD8 PE=1 SV=1;tr|K7EJC1|K7EJC1_HUMAN 26S prot,5,5,9.7,350
CCT5,-0.1460367882,0.251835816185421,0,P48643;E7ENZ3;B7ZAR1;E9PCA1;H0Y914;D6RIZ7,P48643;E7ENZ3;B7ZAR1;E9PCA1,37;34;30;30;5;3,37;34;30;30;5;3,37;34;30;30;5;3,T-complex protein 1 subunit epsilon,CCT5,sp|P48643|TCPE_HUMAN T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1;tr|E7ENZ3|E7ENZ3_HUMAN T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1;tr|B7ZAR1|B7ZAR1_HUMAN T-complex protein 1 subunit epsil,37,37,75.8,541
ALDH9A1,0.1123173141,0.441464934519018,0,P49189,P49189,7,7,7,4-trimethylaminobutyraldehyde dehydrogenase,ALDH9A1,sp|P49189|AL9A1_HUMAN 4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH9A1 PE=1 SV=3,7,7,21.1,494
RPL34,0.3009718958,0.0745574202975359,0,P49207,P49207,15,15,15,60S ribosomal protein L34,RPL34,sp|P49207|RL34_HUMAN 60S ribosomal protein L34 OS=Homo sapiens OX=9606 GN=RPL34 PE=1 SV=3,15,15,73.5,117
