POC1B_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
HSP90B1,-0.1842947597,0.115670779947193,0,P14625;Q96GW1;A0A1W2PRR1;H0YIV0;Q58FF3;F8W026,P14625,37;11;11;8;5;3,35;9;9;8;5;1,35;9;9;8;5;1,Endoplasmin,HSP90B1,sp|P14625|ENPL_HUMAN Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1,37,35,47.3,803
COX6B1,0.2637436692,0.0479450463645582,0,P14854;A0A494C160;K7EQD3,P14854;A0A494C160,5;3;1,5;3;1,5;3;1,Cytochrome c oxidase subunit 6B1,COX6B1,sp|P14854|CX6B1_HUMAN Cytochrome c oxidase subunit 6B1 OS=Homo sapiens OX=9606 GN=COX6B1 PE=1 SV=2;tr|A0A494C160|A0A494C160_HUMAN Cytochrome c oxidase subunit 6B1 (Fragment) OS=Homo sapiens OX=9606 GN=COX6B1 PE=1 SV=1,5,5,89.5,86
DARS,-0.3167909677,0.0278763699931853,0,P14868;C9J7S3;C9JLC1;H7BZ35;C9JQM9;H7C278,P14868,22;8;8;8;5;5,22;8;8;8;5;5,22;8;8;8;5;5,"Aspartate--tRNA ligase, cytoplasmic",DARS,"sp|P14868|SYDC_HUMAN Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=DARS1 PE=1 SV=2",22,22,53.3,501
UQCRB,-0.1063083271,0.350986032349795,0,P14927;B7Z2R2;E5RHG9,P14927;B7Z2R2,5;4;2,5;4;2,5;4;2,Cytochrome b-c1 complex subunit 7,UQCRB,sp|P14927|QCR7_HUMAN Cytochrome b-c1 complex subunit 7 OS=Homo sapiens OX=9606 GN=UQCRB PE=1 SV=2;tr|B7Z2R2|B7Z2R2_HUMAN Cytochrome b-c1 complex subunit 7 OS=Homo sapiens OX=9606 GN=UQCRB PE=1 SV=1,5,5,55,111
AKR1B1,-0.1976604089,0.0879171197946269,0,P15121;E9PCX2;E9PEF9;C9JRZ8,P15121;E9PCX2,17;12;5;1,17;12;5;1,17;12;5;1,Aldose reductase,AKR1B1,sp|P15121|ALDR_HUMAN Aldo-keto reductase family 1 member B1 OS=Homo sapiens OX=9606 GN=AKR1B1 PE=1 SV=3;tr|E9PCX2|E9PCX2_HUMAN Aldo-keto reductase family 1 member B1 OS=Homo sapiens OX=9606 GN=AKR1B1 PE=1 SV=1,17,17,69.3,316
GSPT1;GSPT2,0.0300249388,0.794666003304079,0,P15170;H3BR35;Q8IYD1;H3BSV8,P15170;H3BR35;Q8IYD1,11;10;7;3,11;10;7;3,11;10;7;3,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A;Eukaryotic peptide chain release factor GTP-binding subunit ERF3B,GSPT1;GSPT2,sp|P15170|ERF3A_HUMAN Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Homo sapiens OX=9606 GN=GSPT1 PE=1 SV=1;tr|H3BR35|H3BR35_HUMAN Eukaryotic peptide chain release factor GTP-binding subunit ERF3A (Fragment) OS=Homo sapiens OX=9606 G,11,11,26.5,499
RPS2,0.2703363068,0.0364684167363604,0,P15880;H0YEN5;E9PQD7;I3L404;E9PM36;E9PMM9;E9PPT0,P15880;H0YEN5;E9PQD7,16;14;11;7;7;7;6,16;14;11;7;7;7;6,16;14;11;7;7;7;6,40S ribosomal protein S2,RPS2,sp|P15880|RS2_HUMAN 40S ribosomal protein S2 OS=Homo sapiens OX=9606 GN=RPS2 PE=1 SV=2;tr|H0YEN5|H0YEN5_HUMAN 40S ribosomal protein S2 (Fragment) OS=Homo sapiens OX=9606 GN=RPS2 PE=1 SV=1;tr|E9PQD7|E9PQD7_HUMAN 40S ribosomal protein S2 OS=Homo sapiens OX=9,16,16,47.1,293
RPA2,-0.2942350341,0.165985368223344,0,P15927;Q5TEJ7,P15927;Q5TEJ7,2;2,2;2,2;2,Replication protein A 32 kDa subunit,RPA2,sp|P15927|RFA2_HUMAN Replication protein A 32 kDa subunit OS=Homo sapiens OX=9606 GN=RPA2 PE=1 SV=1;tr|Q5TEJ7|Q5TEJ7_HUMAN Replication protein A 32 kDa subunit (Fragment) OS=Homo sapiens OX=9606 GN=RPA2 PE=1 SV=1,2,2,17.4,270
CBR1,-0.2475607445,0.0548611769410559,0,P16152;E9PQ63;A8MTM1,P16152;E9PQ63;A8MTM1,11;7;7,11;7;7,9;5;5,Carbonyl reductase [NADPH] 1,CBR1,sp|P16152|CBR1_HUMAN Carbonyl reductase [NADPH] 1 OS=Homo sapiens OX=9606 GN=CBR1 PE=1 SV=3;tr|E9PQ63|E9PQ63_HUMAN Carbonyl reductase [NADPH] 1 OS=Homo sapiens OX=9606 GN=CBR1 PE=1 SV=1;tr|A8MTM1|A8MTM1_HUMAN Carbonyl reductase [NADPH] 1 OS=Homo sapiens OX,11,9,45.8,277
HIST1H1C,-0.3618196255,0.0637033160139629,0,P16403,P16403,16,2,2,Histone H1.2,HIST1H1C,sp|P16403|H12_HUMAN Histone H1.2 OS=Homo sapiens OX=9606 GN=H1-2 PE=1 SV=2,16,2,46,213
STMN1,-0.2523162901,0.228384252423038,0,P16949;A2A2D0,P16949;A2A2D0,11;9,11;9,7;5,Stathmin,STMN1,sp|P16949|STMN1_HUMAN Stathmin OS=Homo sapiens OX=9606 GN=STMN1 PE=1 SV=3;tr|A2A2D0|A2A2D0_HUMAN Stathmin (Fragment) OS=Homo sapiens OX=9606 GN=STMN1 PE=1 SV=8,11,7,68.5,149
HSPA6;HSPA7,0.3366382107,0.0177982394015521,0,P17066;P48741,P17066;P48741,10;7,2;2,2;2,Heat shock 70 kDa protein 6;Putative heat shock 70 kDa protein 7,HSPA6;HSPA7,sp|P17066|HSP76_HUMAN Heat shock 70 kDa protein 6 OS=Homo sapiens OX=9606 GN=HSPA6 PE=1 SV=2;sp|P48741|HSP77_HUMAN Putative heat shock 70 kDa protein 7 OS=Homo sapiens OX=9606 GN=HSPA7 PE=5 SV=2,10,2,14.3,643
HMGA1,0.3083899857,0.134402721250691,0,P17096,P17096,2,2,2,High mobility group protein HMG-I/HMG-Y,HMGA1,sp|P17096|HMGA1_HUMAN High mobility group protein HMG-I/HMG-Y OS=Homo sapiens OX=9606 GN=HMGA1 PE=1 SV=3,2,2,41.1,107
GOT1,0.0441586897,0.698354763610216,0,P17174,P17174,26,26,26,"Aspartate aminotransferase, cytoplasmic",GOT1,"sp|P17174|AATC_HUMAN Aspartate aminotransferase, cytoplasmic OS=Homo sapiens OX=9606 GN=GOT1 PE=1 SV=3",26,26,74.3,413
CAPN2,0.0078595123,0.954164825276548,0,P17655,P17655,11,11,11,Calpain-2 catalytic subunit,CAPN2,sp|P17655|CAN2_HUMAN Calpain-2 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN2 PE=1 SV=6,11,11,19.6,700
PFKL,-0.1896580212,0.606991422708662,0,P17858;F8WEU2,P17858,8;1,6;1,6;1,"ATP-dependent 6-phosphofructokinase, liver type",PFKL,"sp|P17858|PFKAL_HUMAN ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens OX=9606 GN=PFKL PE=1 SV=6",8,6,14.6,780
TCP1,0.2822074522,0.0311921523762505,0,P17987;E7ERF2;E7EQR6;F5H282;F5GZ03;F5H136;F5GZI8;F5H676;F5GYL4;F5H726;F5H7Y1,P17987;E7ERF2;E7EQR6;F5H282,38;28;27;24;16;8;6;6;4;3;2,38;28;27;24;16;8;6;6;4;3;2,38;28;27;24;16;8;6;6;4;3;2,T-complex protein 1 subunit alpha,TCP1,sp|P17987|TCPA_HUMAN T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1;tr|E7ERF2|E7ERF2_HUMAN T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1;tr|E7EQR6|E7EQR6_HUMAN T-complex protein 1 subunit alpha OS=,38,38,68.9,556
RPL35A,0.2945057711,0.0404093709125942,0,P18077;C9K025;F8WBS5;F8WB72,P18077;C9K025;F8WBS5;F8WB72,8;6;5;5,8;6;5;5,8;6;5;5,60S ribosomal protein L35a,RPL35A,sp|P18077|RL35A_HUMAN 60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=2;tr|C9K025|C9K025_HUMAN 60S ribosomal protein L35a (Fragment) OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=1;tr|F8WBS5|F8WBS5_HUMAN 60S ribosomal protein L35a OS=Homo ,8,8,42.7,110
RPL7,0.3029834283,0.0352102653712691,0,P18124;A8MUD9;C9JIJ5;C9JZ88,P18124;A8MUD9,21;18;7;5,21;18;7;5,21;18;7;5,60S ribosomal protein L7,RPL7,sp|P18124|RL7_HUMAN 60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1;tr|A8MUD9|A8MUD9_HUMAN 60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1,21,21,62.1,248
VCL,0.3120589742,0.25321348934234,0,P18206,P18206,14,14,14,Vinculin,VCL,sp|P18206|VINC_HUMAN Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4,14,14,15.6,1134
SON,-0.3339857134,0.0202854191130686,0,P18583;J3QSZ5;H7C1M2,P18583;J3QSZ5;H7C1M2,2;1;1,2;1;1,2;1;1,Protein SON,SON,sp|P18583|SON_HUMAN Protein SON OS=Homo sapiens OX=9606 GN=SON PE=1 SV=4;tr|J3QSZ5|J3QSZ5_HUMAN Protein SON OS=Homo sapiens OX=9606 GN=SON PE=1 SV=1;tr|H7C1M2|H7C1M2_HUMAN Protein SON (Fragment) OS=Homo sapiens OX=9606 GN=SON PE=1 SV=1,2,2,1.7,2426
PGAM1;PGAM4,0.0350179229,0.744320201945083,0,P18669;Q8N0Y7;P15259,P18669;Q8N0Y7,25;14;6,25;14;6,25;14;6,Phosphoglycerate mutase 1;Probable phosphoglycerate mutase 4,PGAM1;PGAM4,sp|P18669|PGAM1_HUMAN Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2;sp|Q8N0Y7|PGAM4_HUMAN Probable phosphoglycerate mutase 4 OS=Homo sapiens OX=9606 GN=PGAM4 PE=3 SV=1,25,25,74,254
NCL,0.0850212784,0.531915085816679,0,P19338;H7BY16,P19338;H7BY16,33;19,33;19,33;19,Nucleolin,NCL,sp|P19338|NUCL_HUMAN Nucleolin OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=3;tr|H7BY16|H7BY16_HUMAN Nucleolin (Fragment) OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=8,33,33,40.8,710
HK1,-0.072572699,0.597933297074245,0,P19367;B1AR62;Q2TB90,P19367,23;4;2,23;4;2,19;3;1,Hexokinase-1,HK1,sp|P19367|HXK1_HUMAN Hexokinase-1 OS=Homo sapiens OX=9606 GN=HK1 PE=1 SV=3,23,19,28.9,917
EIF2AK2,-0.6858871252,0.00362290131619232,0,P19525;F8WBH4;C9JZT2,P19525,5;2;2,5;2;2,5;2;2,"Interferon-induced, double-stranded RNA-activated protein kinase",EIF2AK2,"sp|P19525|E2AK2_HUMAN Interferon-induced, double-stranded RNA-activated protein kinase OS=Homo sapiens OX=9606 GN=EIF2AK2 PE=1 SV=2",5,5,12.7,551
SRM,-0.4955758281,0.016800606984259,0,P19623;K7EKM4;K7ESL0;K7EQ47;K7EL89,P19623,7;2;2;2;1,7;2;2;2;1,7;2;2;2;1,Spermidine synthase,SRM,sp|P19623|SPEE_HUMAN Spermidine synthase OS=Homo sapiens OX=9606 GN=SRM PE=1 SV=1,7,7,15.9,302
CSNK2A2,-0.3546472246,0.0564045065469092,0,P19784;H3BNI9;H3BSA1;H3BV19,P19784;H3BNI9;H3BSA1,6;3;3;2,6;3;3;2,6;3;3;2,Casein kinase II subunit alpha,CSNK2A2,sp|P19784|CSK22_HUMAN Casein kinase II subunit alpha OS=Homo sapiens OX=9606 GN=CSNK2A2 PE=1 SV=1;tr|H3BNI9|H3BNI9_HUMAN Casein kinase II subunit alpha (Fragment) OS=Homo sapiens OX=9606 GN=CSNK2A2 PE=1 SV=1;tr|H3BSA1|H3BSA1_HUMAN Casein kinase II subuni,6,6,21.4,350
EIF2S2,0.5064281617,0.0688673552040909,0,P20042,P20042,6,6,6,Eukaryotic translation initiation factor 2 subunit 2,EIF2S2,sp|P20042|IF2B_HUMAN Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens OX=9606 GN=EIF2S2 PE=1 SV=2,6,6,17.7,333
ANXA7,-0.1157951673,0.277321905281443,0,P20073,P20073,10,10,10,Annexin A7,ANXA7,sp|P20073|ANXA7_HUMAN Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3,10,10,27.3,488
BTF3,0.0131314856,0.889838866590491,0,P20290;D6RDG3;H0Y9Y1;E9PPC3,P20290;D6RDG3,5;3;2;1,5;3;2;1,4;2;2;0,Transcription factor BTF3,BTF3,sp|P20290|BTF3_HUMAN Transcription factor BTF3 OS=Homo sapiens OX=9606 GN=BTF3 PE=1 SV=1;tr|D6RDG3|D6RDG3_HUMAN Transcription factor BTF3 (Fragment) OS=Homo sapiens OX=9606 GN=BTF3 PE=1 SV=3,5,4,37.4,206
PSMB1,0.0957305555,0.33974106268483,0,P20618,P20618,8,8,8,Proteasome subunit beta type-1,PSMB1,sp|P20618|PSB1_HUMAN Proteasome subunit beta type-1 OS=Homo sapiens OX=9606 GN=PSMB1 PE=1 SV=2,8,8,43.2,241
M6PR,-0.4962693016,0.0248901467728262,0,P20645;F5GX30;H0YGT2;H0YF90;H0YGE9,P20645;F5GX30;H0YGT2;H0YF90,4;3;2;2;1,4;3;2;2;1,4;3;2;2;1,Cation-dependent mannose-6-phosphate receptor,M6PR,sp|P20645|MPRD_HUMAN Cation-dependent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=M6PR PE=1 SV=1;tr|F5GX30|F5GX30_HUMAN Cation-dependent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=M6PR PE=1 SV=2;tr|H0YGT2|H0YGT2_HUMAN Cation-depend,4,4,18.4,277
LMNB1,-0.2030815978,0.102365239556962,0,P20700;E9PBF6;A0A0D9SFE5;A0A0D9SFY5,P20700;E9PBF6;A0A0D9SFE5,31;26;22;12,30;25;22;12,27;24;21;11,Lamin-B1,LMNB1,"sp|P20700|LMNB1_HUMAN Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=2;tr|E9PBF6|E9PBF6_HUMAN Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=1;tr|A0A0D9SFE5|A0A0D9SFE5_HUMAN Lamin B1, isoform CRA_a OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=1",31,27,57,586
ATP6V1B2,-0.648737052,0.00141251258397354,0,P21281;H0YC04;P15313;C9JNS9;C9JL73;H0YAT8;E5RGH6,P21281;H0YC04,12;8;3;3;3;2;2,12;8;3;3;3;2;2,12;8;3;3;3;2;2,"V-type proton ATPase subunit B, brain isoform",ATP6V1B2,"sp|P21281|VATB2_HUMAN V-type proton ATPase subunit B, brain isoform OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=3;tr|H0YC04|H0YC04_HUMAN V-type proton ATPase subunit B, brain isoform (Fragment) OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=1",12,12,34.1,511
ATP6V1C1,-1.177646711,0.000468101720894943,1,P21283;E7EV59,P21283;E7EV59,4;3,4;3,4;3,V-type proton ATPase subunit C 1,ATP6V1C1,sp|P21283|VATC1_HUMAN V-type proton ATPase subunit C 1 OS=Homo sapiens OX=9606 GN=ATP6V1C1 PE=1 SV=4;tr|E7EV59|E7EV59_HUMAN V-type proton ATPase subunit C OS=Homo sapiens OX=9606 GN=ATP6V1C1 PE=1 SV=1,4,4,16.8,382
ACO1,0.11904418,0.478868028194506,0,P21399,P21399,14,14,14,Cytoplasmic aconitate hydratase,ACO1,sp|P21399|ACOC_HUMAN Cytoplasmic aconitate hydratase OS=Homo sapiens OX=9606 GN=ACO1 PE=1 SV=3,14,14,20.5,889
VDAC1,0.1901174001,0.106203785483774,0,P21796;C9JI87,P21796;C9JI87,25;14,25;14,25;14,Voltage-dependent anion-selective channel protein 1,VDAC1,sp|P21796|VDAC1_HUMAN Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2;tr|C9JI87|C9JI87_HUMAN Voltage-dependent anion-selective channel protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=6,25,25,76.7,283
SDHB,0.293104379,0.249026404618212,0,P21912;A0A087WXX8;A0A087WWT1,P21912;A0A087WXX8;A0A087WWT1,5;3;3,5;3;3,5;3;3,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",SDHB,"sp|P21912|SDHB_HUMAN Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHB PE=1 SV=3;tr|A0A087WXX8|A0A087WXX8_HUMAN Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (Fragment) OS=Homo",5,5,21.4,280
TGM2,0.1509979615,0.205218021628808,0,P21980;A2A299;A2A2A0,P21980,28;8;5,28;8;5,28;8;5,Protein-glutamine gamma-glutamyltransferase 2,TGM2,sp|P21980|TGM2_HUMAN Protein-glutamine gamma-glutamyltransferase 2 OS=Homo sapiens OX=9606 GN=TGM2 PE=1 SV=2,28,28,42.5,687
GART,0.0614657886,0.548419951507266,0,P22102;F8WD69;C9JBJ1;C9JTV6;C9JZG2;C9JKQ7;H7C366;A0A140TA71,P22102,26;11;10;10;6;6;4;2,26;11;10;10;6;6;4;2,26;11;10;10;6;6;4;2,Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase,GART,sp|P22102|PUR2_HUMAN Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1,26,26,35.4,1010
PAICS,0.2995783363,0.0417386279958256,0,P22234;E9PBS1;D6RF62,P22234;E9PBS1;D6RF62,26;25;17,26;25;17,26;25;17,Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase,PAICS,sp|P22234|PUR6_HUMAN Multifunctional protein ADE2 OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=3;tr|E9PBS1|E9PBS1_HUMAN Multifunctional protein ADE2 (Fragment) OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=1;tr|D6RF62|D6RF62_HUMAN Multifunctional protein ADE2 OS=Ho,26,26,55.3,425
SCP2,-0.6055182646,0.00179622368184811,0,P22307;H0YF61,P22307,4;1,4;1,4;1,Non-specific lipid-transfer protein,SCP2,sp|P22307|NLTP_HUMAN Non-specific lipid-transfer protein OS=Homo sapiens OX=9606 GN=SCP2 PE=1 SV=2,4,4,7.7,547
UBA1,-0.3518098013,0.021880055701077,0,P22314;Q5JRR6;Q5JRR9;Q5JRS0;Q5JRS1;Q5JRS3;Q5JRS2,P22314,38;13;9;9;7;7;7,38;13;9;9;7;7;7,38;13;9;9;7;7;7,Ubiquitin-like modifier-activating enzyme 1,UBA1,sp|P22314|UBA1_HUMAN Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3,38,38,46.6,1058
FDXR,-0.4478811081,0.1909541220599,0,P22570;A0A0C4DFN8;A0A0A0MSZ4;A0A0A0MTN9;A0A0A0MTR6;A0A0C4DGN7;A0A0A0MT64;J3QQX3;J3QKZ8;J3QQW7,P22570;A0A0C4DFN8;A0A0A0MSZ4;A0A0A0MTN9;A0A0A0MTR6;A0A0C4DGN7;A0A0A0MT64;J3QQX3,17;15;15;14;14;14;14;13;4;1,17;15;15;14;14;14;14;13;4;1,17;15;15;14;14;14;14;13;4;1,"NADPH:adrenodoxin oxidoreductase, mitochondrial",FDXR,"sp|P22570|ADRO_HUMAN NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=FDXR PE=1 SV=3;tr|A0A0C4DFN8|A0A0C4DFN8_HUMAN NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=FDXR PE=1 SV=1;tr|A0A0A0MSZ4|A0A0A0MSZ4",17,17,50.9,491
HNRNPA2B1,0.1182159636,0.293481943234943,0,P22626;A0A087WUI2,P22626;A0A087WUI2,28;18,28;18,28;18,Heterogeneous nuclear ribonucleoproteins A2/B1,HNRNPA2B1,sp|P22626|ROA2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2;tr|A0A087WUI2|A0A087WUI2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=1,28,28,70.8,353
UQCRC2,-0.0126034075,0.913338643066812,0,P22695;H3BRG4;H3BSJ9;H3BP04;A0A087WVZ4;H3BUE4;H3BUI9,P22695;H3BRG4;H3BSJ9;H3BP04,11;10;9;6;2;2;2,11;10;9;6;2;2;2,11;10;9;6;2;2;2,"Cytochrome b-c1 complex subunit 2, mitochondrial",UQCRC2,"sp|P22695|QCR2_HUMAN Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=3;tr|H3BRG4|H3BRG4_HUMAN Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=1;tr|H3BSJ9|H3BSJ9_HUMAN Cyt",11,11,31.3,453
SFPQ,0.2189377751,0.0638224426280734,0,P23246;H0Y9K7;H0Y9U2,P23246,24;4;2,24;4;2,22;4;2,"Splicing factor, proline- and glutamine-rich",SFPQ,"sp|P23246|SFPQ_HUMAN Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",24,22,30,707
TUBG1;TUBG2,-0.1682351699,0.586599873409478,0,P23258;Q9NRH3;K7EKE5;K7EIS0,P23258;Q9NRH3;K7EKE5;K7EIS0,3;3;2;2,3;3;2;2,3;3;2;2,Tubulin gamma-1 chain;Tubulin gamma-2 chain;Tubulin gamma chain,TUBG1;TUBG2,sp|P23258|TBG1_HUMAN Tubulin gamma-1 chain OS=Homo sapiens OX=9606 GN=TUBG1 PE=1 SV=2;sp|Q9NRH3|TBG2_HUMAN Tubulin gamma-2 chain OS=Homo sapiens OX=9606 GN=TUBG2 PE=2 SV=1;tr|K7EKE5|K7EKE5_HUMAN Tubulin gamma-1 chain OS=Homo sapiens OX=9606 GN=TUBG1 PE=4 S,3,3,9.3,451
PPIB,-0.0611929557,0.567668214289607,0,P23284,P23284,16,16,16,Peptidyl-prolyl cis-trans isomerase B,PPIB,sp|P23284|PPIB_HUMAN Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2,16,16,62,216
WARS,-0.4301530974,0.0083679403261457,0,P23381;H0YJP3;G3V423;G3V5U1;G3V456;G3V277;G3V3H8;G3V3Y5;G3V3X0;G3V3P2;G3V227;G3V2Y7;G3V5W1;G3V3S7,P23381,9;4;3;3;3;3;3;3;2;2;2;2;1;1,9;4;3;3;3;3;3;3;2;2;2;2;1;1,9;4;3;3;3;3;3;3;2;2;2;2;1;1,"Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS",WARS,"sp|P23381|SYWC_HUMAN Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=WARS1 PE=1 SV=2",9,9,29.5,471
RPS3,0.3160141614,0.0309921321642639,0,P23396;E9PL09;E9PPU1;F2Z2S8;H0YCJ7;H0YEU2;H0YF32;E9PQ96;E9PJH4;E9PK82;E9PSF4;E9PQX2;H0YES8,P23396;E9PL09;E9PPU1;F2Z2S8;H0YCJ7;H0YEU2,26;22;16;15;15;15;12;9;9;9;7;3;1,26;22;16;15;15;15;12;9;9;9;7;3;1,26;22;16;15;15;15;12;9;9;9;7;3;1,40S ribosomal protein S3,RPS3,sp|P23396|RS3_HUMAN 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2;tr|E9PL09|E9PL09_HUMAN 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=1;tr|E9PPU1|E9PPU1_HUMAN 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3,26,26,83.5,243
AHCY,0.0152653498,0.885259074896307,0,P23526,P23526,22,22,22,Adenosylhomocysteinase,AHCY,sp|P23526|SAHH_HUMAN Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4,22,22,44.7,432
CFL1,-0.1592571686,0.181791518202498,0,P23528;E9PP50;E9PK25;G3V1A4;E9PQB7;E9PS23;E9PLJ3,P23528;E9PP50;E9PK25;G3V1A4;E9PQB7,19;17;16;15;11;7;5,19;17;16;15;11;7;5,10;8;7;7;3;6;3,Cofilin-1,CFL1,sp|P23528|COF1_HUMAN Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3;tr|E9PP50|E9PP50_HUMAN Cofilin-1 (Fragment) OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=8;tr|E9PK25|E9PK25_HUMAN Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=1;tr|G3V1A4|G3V1A4_HUMAN,19,10,86.7,166
DTYMK,-0.2582556751,0.102800624258697,0,P23919;G5E9E9;H7C3A4;H7BZ20;H7C312,P23919;G5E9E9,5;4;2;2;1,5;4;2;2;1,5;4;2;2;1,Thymidylate kinase,DTYMK,"sp|P23919|KTHY_HUMAN Thymidylate kinase OS=Homo sapiens OX=9606 GN=DTYMK PE=1 SV=4;tr|G5E9E9|G5E9E9_HUMAN Deoxythymidylate kinase (Thymidylate kinase), isoform CRA_d OS=Homo sapiens OX=9606 GN=DTYMK PE=1 SV=1",5,5,20.8,212
EEF1B2,0.2429825522,0.215713108537044,0,P24534;F8WF65;F2Z2G2;C9JZW3,P24534,5;1;1;1,5;1;1;1,5;1;1;1,Elongation factor 1-beta,EEF1B2,sp|P24534|EF1B_HUMAN Elongation factor 1-beta OS=Homo sapiens OX=9606 GN=EEF1B2 PE=1 SV=3,5,5,27.6,225
ATP5F1,0.4030929231,0.0318236120614364,0,P24539;Q5QNZ2,P24539;Q5QNZ2,3;2,3;2,3;2,"ATP synthase F(0) complex subunit B1, mitochondrial",ATP5F1,"sp|P24539|AT5F1_HUMAN ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PB PE=1 SV=2;tr|Q5QNZ2|Q5QNZ2_HUMAN ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PB PE=1 SV=1",3,3,14.5,256
