ATG_vs_BirA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
GDI2,-0.1157750435,0.817838159970035,0,P50395;Q5SX87;Q5SX91;V9GYF8;Q5SX90;V9GYJ7;Q5SX86,P50395;Q5SX87,26;14;10;8;8;7;7,26;14;10;8;8;7;7,18;8;5;5;5;4;4,Rab GDP dissociation inhibitor beta,GDI2,sp|P50395|GDIB_HUMAN Rab GDP dissociation inhibitor beta OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=2;tr|Q5SX87|Q5SX87_HUMAN Rab GDP dissociation inhibitor (Fragment) OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=1,26,18,76.2,445,-0.1157750434601,0.817838159970035
EMD,-0.5367704264,0.255679899779219,0,P50402;Q5HY57,P50402;Q5HY57,2;2,2;2,2;2,Emerin,EMD,sp|P50402|EMD_HUMAN Emerin OS=Homo sapiens OX=9606 GN=EMD PE=1 SV=1;tr|Q5HY57|Q5HY57_HUMAN Emerin OS=Homo sapiens OX=9606 GN=EMD PE=1 SV=1,2,2,12.6,254,-0.536770426440255,0.255679899779219
SERPINH1,-1.7764088562,0.00229361294426655,1,P50454;E9PKH2;E9PR70;E9PPV6;E9PK86;E9PMI5;E9PJH8;E9PIG2;E9PRS3;E9PNX1;H0YEP8;E9PQ34;E9PLA6,P50454;E9PKH2;E9PR70;E9PPV6,9;6;5;5;4;4;3;3;3;3;2;2;1,9;6;5;5;4;4;3;3;3;3;2;2;1,9;6;5;5;4;4;3;3;3;3;2;2;1,Serpin H1,SERPINH1,sp|P50454|SERPH_HUMAN Serpin H1 OS=Homo sapiens OX=9606 GN=SERPINH1 PE=1 SV=2;tr|E9PKH2|E9PKH2_HUMAN Serpin H1 OS=Homo sapiens OX=9606 GN=SERPINH1 PE=1 SV=1;tr|E9PR70|E9PR70_HUMAN Serpin H1 (Fragment) OS=Homo sapiens OX=9606 GN=SERPINH1 PE=1 SV=1;tr|E9PPV6,9,9,32.3,418,-1.7764088562499,0.00229361294426655
PDLIM4,-1.5746388108,0.00426288041016578,1,P50479,P50479,8,8,8,PDZ and LIM domain protein 4,PDLIM4,sp|P50479|PDLI4_HUMAN PDZ and LIM domain protein 4 OS=Homo sapiens OX=9606 GN=PDLIM4 PE=1 SV=2,8,8,19.1,330,-1.57463881079575,0.00426288041016578
ST13;ST13P5;ST13P4,-0.5690327452,0.134390024868157,0,P50502;Q3KNR6;Q8NFI4;H7C3I1;F6VDH7;Q8IZP2;F8WAQ7,P50502;Q3KNR6;Q8NFI4;H7C3I1;F6VDH7;Q8IZP2,14;12;11;9;8;7;2,14;12;11;9;8;7;2,14;12;11;9;8;7;2,Hsc70-interacting protein;Putative protein FAM10A5;Putative protein FAM10A4,ST13;ST13P5;ST13P4,sp|P50502|F10A1_HUMAN Hsc70-interacting protein OS=Homo sapiens OX=9606 GN=ST13 PE=1 SV=2;tr|Q3KNR6|Q3KNR6_HUMAN Hsc70-interacting protein OS=Homo sapiens OX=9606 GN=ST13 PE=1 SV=1;sp|Q8NFI4|F10A5_HUMAN Putative protein FAM10A5 OS=Homo sapiens OX=9606 GN=S,14,14,36.6,369,-0.569032745188446,0.134390024868157
VASP,-1.9303626394,0.0100983642699858,1,P50552;K7ENL7;K7ENR7;K7EIG8;K7EM16,P50552;K7ENL7,6;3;2;1;1,6;3;2;1;1,6;3;2;1;1,Vasodilator-stimulated phosphoprotein,VASP,sp|P50552|VASP_HUMAN Vasodilator-stimulated phosphoprotein OS=Homo sapiens OX=9606 GN=VASP PE=1 SV=3;tr|K7ENL7|K7ENL7_HUMAN Vasodilator-stimulated phosphoprotein OS=Homo sapiens OX=9606 GN=VASP PE=1 SV=1,6,6,21.8,380,-1.93036263936705,0.0100983642699858
NUDT2,-0.7554880075,0.125693156872788,0,P50583,P50583,2,2,2,Bis(5-nucleosyl)-tetraphosphatase [asymmetrical],NUDT2,sp|P50583|AP4A_HUMAN Bis(5-nucleosyl)-tetraphosphatase [asymmetrical] OS=Homo sapiens OX=9606 GN=NUDT2 PE=1 SV=3,2,2,15.6,147,-0.755488007512753,0.125693156872788
RPL14,-2.2423897972,0.0093109786006677,1,P50914;E7EPB3,P50914;E7EPB3,11;9,11;9,11;9,60S ribosomal protein L14,RPL14,sp|P50914|RL14_HUMAN 60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=4;tr|E7EPB3|E7EPB3_HUMAN 60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=1,11,11,40,215,-2.24238979721715,0.0093109786006677
CCT8,-1.6594618313,0.00393437195693697,1,P50990;H7C4C8;H7C2U0,P50990;H7C4C8,48;28;2,48;28;2,48;28;2,T-complex protein 1 subunit theta,CCT8,sp|P50990|TCPQ_HUMAN T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4;tr|H7C4C8|H7C4C8_HUMAN T-complex protein 1 subunit theta (Fragment) OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=1,48,48,70.1,548,-1.6594618313392,0.00393437195693697
CCT4,-1.521533037,0.00403799286240502,1,P50991,P50991,29,29,29,T-complex protein 1 subunit delta,CCT4,sp|P50991|TCPD_HUMAN T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4,29,29,58.1,539,-1.5215330369555,0.00403799286240502
ANXA11,-1.6406604858,0.00291256405061033,1,P50995;H0Y6E1,P50995;H0Y6E1,12;6,12;6,12;6,Annexin A11,ANXA11,sp|P50995|ANX11_HUMAN Annexin A11 OS=Homo sapiens OX=9606 GN=ANXA11 PE=1 SV=1;tr|H0Y6E1|H0Y6E1_HUMAN Annexin A11 (Fragment) OS=Homo sapiens OX=9606 GN=ANXA11 PE=1 SV=1,12,12,27.3,505,-1.6406604857794,0.00291256405061033
RAB5C,-2.9089149656,0.000540081652167067,1,P51148;K7ERI8;K7ERQ8;K7ENY4;P20339;F8VVZ0;F8VUA5;F8VVK3;F8WCY6;F8WD79;F8VPW9;F8VSF8;F8VWZ7;F8VWU4,P51148;K7ERI8;K7ERQ8;K7ENY4,5;4;4;3;2;2;2;2;1;1;1;1;1;1,5;4;4;3;2;2;2;2;1;1;1;1;1;1,3;2;2;2;0;0;0;0;0;0;0;0;0;0,Ras-related protein Rab-5C,RAB5C,sp|P51148|RAB5C_HUMAN Ras-related protein Rab-5C OS=Homo sapiens OX=9606 GN=RAB5C PE=1 SV=2;tr|K7ERI8|K7ERI8_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=4 SV=1;tr|K7ERQ8|K7ERQ8_HUMAN PCAF_N domain-containing protein (Fragment) OS=Homo sapiens,5,3,25.9,216,-2.90891496556915,0.000540081652167067
RAB7A,-2.9316532615,0.000489451402812592,1,P51149;C9J592;C9J8S3;C9IZZ0;C9J4V0;C9J4S4;C9J7D1,P51149;C9J592;C9J8S3;C9IZZ0;C9J4V0,14;11;11;9;9;6;5,14;11;11;9;9;6;5,14;11;11;9;9;6;5,Ras-related protein Rab-7a,RAB7A,sp|P51149|RAB7A_HUMAN Ras-related protein Rab-7a OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1;tr|C9J592|C9J592_HUMAN Ras-related protein Rab-7a (Fragment) OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1;tr|C9J8S3|C9J8S3_HUMAN Ras-related protein Rab-7a OS=Homo sa,14,14,65.7,207,-2.9316532615286,0.000489451402812592
RAB13,-0.060691591,0.86613854380246,0,P51153;A0A087WWB9,P51153;A0A087WWB9,4;3,2;2,2;2,Ras-related protein Rab-13,RAB13,sp|P51153|RAB13_HUMAN Ras-related protein Rab-13 OS=Homo sapiens OX=9606 GN=RAB13 PE=1 SV=1;tr|A0A087WWB9|A0A087WWB9_HUMAN Ras-related protein Rab-13 OS=Homo sapiens OX=9606 GN=RAB13 PE=1 SV=1,4,2,24.1,203,-0.0606915910237423,0.86613854380246
PDE6C,1.3863507783,0.00545603263969721,1,P51160,P51160,2,2,2,"Cone cGMP-specific 3,5-cyclic phosphodiesterase subunit alpha",PDE6C,"sp|P51160|PDE6C_HUMAN Cone cGMP-specific 3,5-cyclic phosphodiesterase subunit alpha OS=Homo sapiens OX=9606 GN=PDE6C PE=1 SV=2",2,2,2.6,858,1.38635077830984,0.00545603263969721
DUSP3,-0.8632926512,0.0332544474712102,0,P51452;K7ES89;K7ELG5,P51452;K7ES89,5;3;2,5;3;2,5;3;2,Dual specificity protein phosphatase 3,DUSP3,sp|P51452|DUS3_HUMAN Dual specificity protein phosphatase 3 OS=Homo sapiens OX=9606 GN=DUSP3 PE=1 SV=1;tr|K7ES89|K7ES89_HUMAN Dual specificity protein phosphatase (Fragment) OS=Homo sapiens OX=9606 GN=DUSP3 PE=1 SV=1,5,5,36.2,185,-0.863292651227096,0.0332544474712102
GALK1,-1.8089742911,0.0251533670367641,1,P51570;K7ERJ9,P51570;K7ERJ9,2;1,2;1,2;1,Galactokinase,GALK1,sp|P51570|GALK1_HUMAN Galactokinase OS=Homo sapiens OX=9606 GN=GALK1 PE=1 SV=1;tr|K7ERJ9|K7ERJ9_HUMAN Galactokinase OS=Homo sapiens OX=9606 GN=GALK1 PE=1 SV=1,2,2,7.1,392,-1.80897429112675,0.0251533670367641
SSR4,-1.3984923053,0.00618122148261555,1,P51571;A6NLM8,P51571,7;3,7;3,7;3,Translocon-associated protein subunit delta,SSR4,sp|P51571|SSRD_HUMAN Translocon-associated protein subunit delta OS=Homo sapiens OX=9606 GN=SSR4 PE=1 SV=1,7,7,38.2,173,-1.3984923053203,0.00618122148261555
PSMD7,-1.090398282,0.0683491478906186,0,P51665;H3BNT7;H3BTM8;H3BQV2,P51665;H3BNT7;H3BTM8,10;7;7;1,10;7;7;1,10;7;7;1,26S proteasome non-ATPase regulatory subunit 7,PSMD7,sp|P51665|PSMD7_HUMAN 26S proteasome non-ATPase regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMD7 PE=1 SV=2;tr|H3BNT7|H3BNT7_HUMAN 26S proteasome non-ATPase regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMD7 PE=1 SV=1;tr|H3BTM8|H3BTM8_HUMAN 26S prot,10,10,42.9,324,-1.0903982819828,0.0683491478906186
PLXNA3,-7.1104192103,7.69899607909101e-06,1,P51805,P51805,2,2,2,Plexin-A3,PLXNA3,sp|P51805|PLXA3_HUMAN Plexin-A3 OS=Homo sapiens OX=9606 GN=PLXNA3 PE=1 SV=2,2,2,1.7,1871,-7.11041921027805,7.69899607909101e-06
HDGF,-0.4656213701,0.46869147242224,0,P51858,P51858,7,7,5,Hepatoma-derived growth factor,HDGF,sp|P51858|HDGF_HUMAN Hepatoma-derived growth factor OS=Homo sapiens OX=9606 GN=HDGF PE=1 SV=1,7,5,25.8,240,-0.465621370074244,0.46869147242224
HNRNPA3,-1.3288621434,0.0140415738466488,1,P51991;H7C1J8,P51991,13;2,13;2,13;2,Heterogeneous nuclear ribonucleoprotein A3,HNRNPA3,sp|P51991|ROA3_HUMAN Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2,13,13,36.8,378,-1.3288621434264,0.0140415738466488
PGD,-1.2843534501,0.0160354749246459,1,P52209;K7EPF6;K7EM49;K7EMN2;K7ELN9,P52209;K7EPF6;K7EM49;K7EMN2,15;12;11;10;3,15;12;11;10;3,15;12;11;10;3,"6-phosphogluconate dehydrogenase, decarboxylating",PGD,"sp|P52209|6PGD_HUMAN 6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3;tr|K7EPF6|K7EPF6_HUMAN 6-phosphogluconate dehydrogenase, decarboxylating (Fragment) OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=1;tr|K7EM49|K7EM49_HU",15,15,38.1,483,-1.2843534501243,0.0160354749246459
HNRNPM,-2.4003566297,0.000897927509346992,1,P52272;A0A087X0X3;M0R2I7;M0R019;M0R2T0;M0QY96;M0R0N3;M0QYQ7;M0R0Y6;M0QYL3,P52272;A0A087X0X3,47;46;18;16;15;11;10;8;6;4,47;46;18;16;15;11;10;8;6;4,29;28;9;14;12;9;9;7;6;1,Heterogeneous nuclear ribonucleoprotein M,HNRNPM,sp|P52272|HNRPM_HUMAN Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3;tr|A0A087X0X3|A0A087X0X3_HUMAN Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=1,47,29,63.4,730,-2.400356629656,0.000897927509346992
KPNA2,-2.6581582961,0.000651658782191139,1,P52292;J3QLL0;J3KS65,P52292,13;6;6,13;6;6,13;6;6,Importin subunit alpha-1,KPNA2,sp|P52292|IMA1_HUMAN Importin subunit alpha-1 OS=Homo sapiens OX=9606 GN=KPNA2 PE=1 SV=1,13,13,28.4,529,-2.65815829611805,0.000651658782191139
ARHGDIA,-1.5569705318,0.00416428089836562,1,P52565;J3QQX2;J3KTF8;J3KRY1;J3KRE2;J3KS60,P52565;J3QQX2;J3KTF8;J3KRY1,15;14;14;9;7;4,15;14;14;9;7;4,15;14;14;9;7;4,Rho GDP-dissociation inhibitor 1,ARHGDIA,sp|P52565|GDIR1_HUMAN Rho GDP-dissociation inhibitor 1 OS=Homo sapiens OX=9606 GN=ARHGDIA PE=1 SV=3;tr|J3QQX2|J3QQX2_HUMAN Rho GDP-dissociation inhibitor 1 OS=Homo sapiens OX=9606 GN=ARHGDIA PE=1 SV=1;tr|J3KTF8|J3KTF8_HUMAN Rho GDP-dissociation inhibitor 1,15,15,79.4,204,-1.55697053181515,0.00416428089836562
HNRNPF,-2.0564372598,0.00111628568577357,1,P52597;A0A1B0GW42,P52597,17;5,17;5,15;5,"Heterogeneous nuclear ribonucleoprotein F;Heterogeneous nuclear ribonucleoprotein F, N-terminally processed",HNRNPF,sp|P52597|HNRPF_HUMAN Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3,17,15,45.3,415,-2.05643725984585,0.00111628568577357
MSH6,-0.5612256425,0.317120804124935,0,P52701;A0A494C0M1;A0A087WWJ1;F8WAX8;F8W7G9,P52701;A0A494C0M1;A0A087WWJ1,6;4;3;2;1,6;4;3;2;1,6;4;3;2;1,DNA mismatch repair protein Msh6,MSH6,sp|P52701|MSH6_HUMAN DNA mismatch repair protein Msh6 OS=Homo sapiens OX=9606 GN=MSH6 PE=1 SV=2;tr|A0A494C0M1|A0A494C0M1_HUMAN DNA mismatch repair protein OS=Homo sapiens OX=9606 GN=MSH6 PE=1 SV=1;tr|A0A087WWJ1|A0A087WWJ1_HUMAN DNA mismatch repair protein,6,6,8.9,1360,-0.561225642512397,0.317120804124935
KIF11,-20.8881215832,7.26342553145612e-08,1,P52732,P52732,4,4,4,Kinesin-like protein KIF11,KIF11,sp|P52732|KIF11_HUMAN Kinesin-like protein KIF11 OS=Homo sapiens OX=9606 GN=KIF11 PE=1 SV=2,4,4,5.8,1056,-20.8881215832173,7.26342553145612e-08
SMS,-1.0412748256,0.0436664374912022,1,P52788;H7C2R7,P52788,6;2,6;2,6;2,Spermine synthase,SMS,sp|P52788|SPSY_HUMAN Spermine synthase OS=Homo sapiens OX=9606 GN=SMS PE=1 SV=2,6,6,21.6,366,-1.04127482556315,0.0436664374912022
HK2,2.2582689607,0.00362256170476381,1,P52789;E9PB90,P52789;E9PB90,7;6,3;2,3;2,Hexokinase-2;Hexokinase,HK2,sp|P52789|HXK2_HUMAN Hexokinase-2 OS=Homo sapiens OX=9606 GN=HK2 PE=1 SV=2;tr|E9PB90|E9PB90_HUMAN Hexokinase-2 OS=Homo sapiens OX=9606 GN=HK2 PE=1 SV=1,7,3,10.3,917,2.25826896071856,0.00362256170476381
THOP1,-0.0619449799,0.944620555844757,0,P52888;K7EP46;K7EL02;K7EKB6;K7EMU4;K7EIK4;K7EL32,P52888;K7EP46,13;10;5;3;3;2;2,13;10;5;3;3;2;2,13;10;5;3;3;2;2,Thimet oligopeptidase,THOP1,sp|P52888|THOP1_HUMAN Thimet oligopeptidase OS=Homo sapiens OX=9606 GN=THOP1 PE=1 SV=2;tr|K7EP46|K7EP46_HUMAN Thimet oligopeptidase OS=Homo sapiens OX=9606 GN=THOP1 PE=1 SV=1,13,13,19.4,689,-0.0619449799117007,0.944620555844757
CAPZA1,-2.3183043595,0.00102820324643538,1,P52907,P52907,7,7,5,F-actin-capping protein subunit alpha-1,CAPZA1,sp|P52907|CAZA1_HUMAN F-actin-capping protein subunit alpha-1 OS=Homo sapiens OX=9606 GN=CAPZA1 PE=1 SV=3,7,5,37.1,286,-2.318304359488,0.00102820324643538
BLVRA,-2.4787085295,0.00197974431509341,1,P53004;C9J1E1,P53004,9;2,9;2,9;2,Biliverdin reductase A,BLVRA,sp|P53004|BIEA_HUMAN Biliverdin reductase A OS=Homo sapiens OX=9606 GN=BLVRA PE=1 SV=2,9,9,35.8,296,-2.47870852950955,0.00197974431509341
SLC25A1,-3.968667687,0.0173037624316737,1,P53007,P53007,3,3,3,"Tricarboxylate transport protein, mitochondrial",SLC25A1,"sp|P53007|TXTP_HUMAN Tricarboxylate transport protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A1 PE=1 SV=2",3,3,10.6,311,-3.9686676870226,0.0173037624316737
ACLY,-1.3712427411,0.00978678826467809,1,P53396;K7ESG8;K7EIE7,P53396,37;5;3,37;5;3,37;5;3,ATP-citrate synthase,ACLY,sp|P53396|ACLY_HUMAN ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY PE=1 SV=3,37,37,39.7,1101,-1.3712427411378,0.00978678826467809
SUCLG1,0.0454324759,0.870394501463723,0,P53597;A0A494C0D1;H7C233,P53597;A0A494C0D1,5;4;1,5;4;1,5;4;1,"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",SUCLG1,"sp|P53597|SUCA_HUMAN Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG1 PE=1 SV=4;tr|A0A494C0D1|A0A494C0D1_HUMAN Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Homo sapiens OX=960",5,5,22,346,0.0454324759336038,0.870394501463723
COPB1,-2.2593639856,0.00214206506298079,1,P53618;E9PP73;E9PP63;E9PKQ1,P53618;E9PP73,8;4;1;1,8;4;1;1,8;4;1;1,Coatomer subunit beta,COPB1,sp|P53618|COPB_HUMAN Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB1 PE=1 SV=3;tr|E9PP73|E9PP73_HUMAN Coatomer subunit beta (Fragment) OS=Homo sapiens OX=9606 GN=COPB1 PE=1 SV=8,8,8,14.1,953,-2.25936398564685,0.00214206506298079
SUB1,-2.1423712788,0.0168185183396483,1,P53999,P53999,9,9,9,Activated RNA polymerase II transcriptional coactivator p15,SUB1,sp|P53999|TCP4_HUMAN Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens OX=9606 GN=SUB1 PE=1 SV=3,9,9,59.8,127,-2.1423712788062,0.0168185183396483
RARS,-1.9853750759,0.00439888910786611,1,P54136;E5RH09;E5RJM9,P54136,17;3;3,17;3;3,17;3;3,"Arginine--tRNA ligase, cytoplasmic",RARS,"sp|P54136|SYRC_HUMAN Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=RARS1 PE=1 SV=2",17,17,27,660,-1.9853750758606,0.00439888910786611
YARS,-0.577875454,0.504433025318648,0,P54577;A0A0C4DGZ5,P54577;A0A0C4DGZ5,16;10,16;10,16;10,"Tyrosine--tRNA ligase, cytoplasmic;Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed;Tyrosine--tRNA ligase",YARS,"sp|P54577|SYYC_HUMAN Tyrosine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=YARS1 PE=1 SV=4;tr|A0A0C4DGZ5|A0A0C4DGZ5_HUMAN Tyrosine--tRNA ligase OS=Homo sapiens OX=9606 GN=YARS1 PE=1 SV=1",16,16,32.6,528,-0.577875453994253,0.504433025318648
BCAT1,-2.0395093273,0.0259187302457604,1,P54687;F5H2F2;A0A087WYF2,P54687,4;1;1,4;1;1,4;1;1,"Branched-chain-amino-acid aminotransferase, cytosolic",BCAT1,"sp|P54687|BCAT1_HUMAN Branched-chain-amino-acid aminotransferase, cytosolic OS=Homo sapiens OX=9606 GN=BCAT1 PE=1 SV=3",4,4,10.4,386,-2.0395093273145,0.0259187302457604
RAD23B,-1.5931159495,0.121119667177591,0,P54727;Q5W0S4;H0Y579;Q5W0S5,P54727,3;1;1;1,3;1;1;1,3;1;1;1,UV excision repair protein RAD23 homolog B,RAD23B,sp|P54727|RD23B_HUMAN UV excision repair protein RAD23 homolog B OS=Homo sapiens OX=9606 GN=RAD23B PE=1 SV=1,3,3,6.8,409,-1.5931159495251,0.121119667177591
ALDH18A1,-1.4664810259,0.00566637197207833,1,P54886,P54886,17,17,17,Delta-1-pyrroline-5-carboxylate synthase;Glutamate 5-kinase;Gamma-glutamyl phosphate reductase,ALDH18A1,sp|P54886|P5CS_HUMAN Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens OX=9606 GN=ALDH18A1 PE=1 SV=2,17,17,24.7,795,-1.46648102587175,0.00566637197207833
EIF5,-1.3469303021,0.361052229354759,0,P55010;H0YLZ1;H0YN40;H0YK29;H0YK11;H0YMJ8;H0YM54,P55010;H0YLZ1;H0YN40,6;3;3;2;2;2;2,6;3;3;2;2;2;2,6;3;3;2;2;2;2,Eukaryotic translation initiation factor 5,EIF5,sp|P55010|IF5_HUMAN Eukaryotic translation initiation factor 5 OS=Homo sapiens OX=9606 GN=EIF5 PE=1 SV=2;tr|H0YLZ1|H0YLZ1_HUMAN Eukaryotic translation initiation factor 5 (Fragment) OS=Homo sapiens OX=9606 GN=EIF5 PE=1 SV=1;tr|H0YN40|H0YN40_HUMAN Eukaryoti,6,6,14.4,431,-1.34693030211765,0.361052229354759
PSMD4,-2.1922296072,0.00514243691476989,1,P55036;Q5VWC4;A6PVX3;H0Y3Y9;H0Y561,P55036;Q5VWC4;A6PVX3,7;7;5;2;1,7;7;5;2;1,7;7;5;2;1,26S proteasome non-ATPase regulatory subunit 4,PSMD4,sp|P55036|PSMD4_HUMAN 26S proteasome non-ATPase regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PSMD4 PE=1 SV=1;tr|Q5VWC4|Q5VWC4_HUMAN 26S proteasome non-ATPase regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PSMD4 PE=1 SV=1;tr|A6PVX3|A6PVX3_HUMAN 26S prot,7,7,19.4,377,-2.19222960715986,0.00514243691476989
CSE1L,-0.0234469709,0.947331602195197,0,P55060,P55060,22,22,22,Exportin-2,CSE1L,sp|P55060|XPO2_HUMAN Exportin-2 OS=Homo sapiens OX=9606 GN=CSE1L PE=1 SV=3,22,22,25.1,971,-0.0234469709369487,0.947331602195197
VCP,-1.8888329152,0.00195786958276643,1,P55072;C9JUP7;C9IZA5,P55072,56;9;9,56;9;9,56;9;9,Transitional endoplasmic reticulum ATPase,VCP,sp|P55072|TERA_HUMAN Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4,56,56,72,806,-1.8888329152264,0.00195786958276643
HADHB,-2.250830611,0.00210070231776438,1,P55084;F5GZQ3;B5MD38;C9JEY0;C9JE81;C9K0M0,P55084;F5GZQ3;B5MD38,22;19;15;5;5;4,22;19;15;5;5;4,22;19;15;5;5;4,"Trifunctional enzyme subunit beta, mitochondrial;3-ketoacyl-CoA thiolase",HADHB,"sp|P55084|ECHB_HUMAN Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=HADHB PE=1 SV=3;tr|F5GZQ3|F5GZQ3_HUMAN Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=HADHB PE=1 SV=1;tr|B5MD38|B5MD38_HUMAN Trifu",22,22,45.8,474,-2.25083061102455,0.00210070231776438
ADK,-1.492753216,0.0200509395749866,1,P55263;A0A5F9ZHJ1;A0A5F9ZGZ8;A0A5F9ZH72;A0A5F9ZH31;A0A5K1VW54;A0A5K1VW94,P55263;A0A5F9ZHJ1;A0A5F9ZGZ8;A0A5F9ZH72;A0A5F9ZH31;A0A5K1VW54;A0A5K1VW94,8;7;5;5;5;5;5,8;7;5;5;5;5;5,8;7;5;5;5;5;5,Adenosine kinase,ADK,sp|P55263|ADK_HUMAN Adenosine kinase OS=Homo sapiens OX=9606 GN=ADK PE=1 SV=2;tr|A0A5F9ZHJ1|A0A5F9ZHJ1_HUMAN Adenosine kinase OS=Homo sapiens OX=9606 GN=ADK PE=1 SV=1;tr|A0A5F9ZGZ8|A0A5F9ZGZ8_HUMAN Adenosine kinase (Fragment) OS=Homo sapiens OX=9606 GN=ADK,8,8,18.8,362,-1.49275321603645,0.0200509395749866
ADAR,-0.1367739805,0.661843753612344,0,P55265;A0A3B3IRQ9;A0A3B3ISX1;A0A3B3ITG9,P55265;A0A3B3IRQ9;A0A3B3ISX1,5;4;3;2,5;4;3;2,5;4;3;2,Double-stranded RNA-specific adenosine deaminase,ADAR,sp|P55265|DSRAD_HUMAN Double-stranded RNA-specific adenosine deaminase OS=Homo sapiens OX=9606 GN=ADAR PE=1 SV=4;tr|A0A3B3IRQ9|A0A3B3IRQ9_HUMAN Double-stranded RNA-specific adenosine deaminase (Fragment) OS=Homo sapiens OX=9606 GN=ADAR PE=1 SV=1;tr|A0A3B3I,5,5,6.4,1226,-0.13677398050585,0.661843753612344
SEC13,-1.9998735679,0.00170922122032543,1,P55735;A8MXL6;E7ERC8,P55735;A8MXL6,5;4;2,5;4;2,5;4;2,Protein SEC13 homolog,SEC13,sp|P55735|SEC13_HUMAN Protein SEC13 homolog OS=Homo sapiens OX=9606 GN=SEC13 PE=1 SV=3;tr|A8MXL6|A8MXL6_HUMAN Protein SEC13 homolog OS=Homo sapiens OX=9606 GN=SEC13 PE=1 SV=1,5,5,28.9,322,-1.99987356786195,0.00170922122032543
HNRNPH2,-2.9112062019,0.000561591525743788,1,P55795,P55795,13,8,8,Heterogeneous nuclear ribonucleoprotein H2,HNRNPH2,sp|P55795|HNRH2_HUMAN Heterogeneous nuclear ribonucleoprotein H2 OS=Homo sapiens OX=9606 GN=HNRNPH2 PE=1 SV=1,13,8,34.3,449,-2.9112062018834,0.000561591525743788
OXCT1,-0.5781904351,0.224513607663642,0,P55809;E9PDW2;Q9BYC2,P55809;E9PDW2,6;5;1,6;5;1,6;5;1,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",OXCT1,"sp|P55809|SCOT1_HUMAN Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=OXCT1 PE=1 SV=1;tr|E9PDW2|E9PDW2_HUMAN Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=OXCT1 PE=1 SV",6,6,14.2,520,-0.578190435063597,0.224513607663642
