RFWD2_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
HSPA8,-0.3114310532,0.11149001324139,0,P11142;E9PKE3;E9PN89;E9PNE6;A8K7Q2;E9PLF4;E9PQQ4;E9PQK7;E9PK54;E9PI65;E9PPY6;E9PN25;P54652;E9PS65;E9PM13,P11142;E9PKE3;E9PN89;E9PNE6,48;44;35;31;23;20;19;19;19;15;14;12;10;4;2,48;44;35;31;23;20;19;19;19;15;14;12;10;4;2,43;39;32;27;21;17;17;17;17;12;12;10;5;4;2,Heat shock cognate 71 kDa protein,HSPA8,sp|P11142|HSP7C_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1;tr|E9PKE3|E9PKE3_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1;tr|E9PN89|E9PN89_HUMAN Heat shock cognate 71 kDa protein ,48,43,54.8,646;627;312;500;410;187;171;178;183;168;137;132;639;223;150
PDHB,0.0902285397,0.595502811322248,0,P11177;C9J634;F8WF02,P11177;C9J634;F8WF02,12;9;6,12;9;6,12;9;6,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",PDHB,"sp|P11177|ODPB_HUMAN Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=PDHB PE=1 SV=3;tr|C9J634|C9J634_HUMAN Pyruvate dehydrogenase E1 component subunit beta OS=Homo sapiens OX=9606 GN=PDHB PE=1 SV=1;tr|F8WF02|F8WF0",12,12,48.7,359;350;251
RALA;RALB,-0.1717039653,0.220172344499659,0,P11233;P11234;H7C3P7;C9JPE8;C9JYR1;C9J6B1;C9JQB3;F8WEQ6,P11233;P11234;H7C3P7;C9JPE8;C9JYR1;C9J6B1;C9JQB3,4;3;3;2;2;2;2;1,4;3;3;2;2;2;2;1,4;3;3;2;2;2;2;1,Ras-related protein Ral-A;Ras-related protein Ral-B,RALA;RALB,sp|P11233|RALA_HUMAN Ras-related protein Ral-A OS=Homo sapiens OX=9606 GN=RALA PE=1 SV=1;sp|P11234|RALB_HUMAN Ras-related protein Ral-B OS=Homo sapiens OX=9606 GN=RALB PE=1 SV=1;tr|H7C3P7|H7C3P7_HUMAN Ras-related protein Ral-A (Fragment) OS=Homo sapiens OX,4,4,30.1,206;206;164;101;112;167;171;46
LAMP1,0.111164983,0.541031683638496,0,P11279,P11279,5,5,5,Lysosome-associated membrane glycoprotein 1,LAMP1,sp|P11279|LAMP1_HUMAN Lysosome-associated membrane glycoprotein 1 OS=Homo sapiens OX=9606 GN=LAMP1 PE=1 SV=3,5,5,11.3,417
TOP2A,0.0245645543,0.847325591533915,0,P11388;J3KTB7,P11388,42;4,42;4,34;1,DNA topoisomerase 2-alpha,TOP2A,sp|P11388|TOP2A_HUMAN DNA topoisomerase 2-alpha OS=Homo sapiens OX=9606 GN=TOP2A PE=1 SV=3,42,34,34.4,1531;147
G6PD,-0.0204065208,0.926775237408591,0,P11413;E9PD92;E7EM57;E7EUI8,P11413;E9PD92,21;11;10;10,21;11;10;10,21;11;10;10,Glucose-6-phosphate 1-dehydrogenase,G6PD,sp|P11413|G6PD_HUMAN Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=4;tr|E9PD92|E9PD92_HUMAN Glucose-6-phosphate 1-dehydrogenase (Fragment) OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=1,21,21,48.3,515;256;320;338
IGF2R,-0.3072939252,0.109272271941714,0,P11717;S4R328,P11717,6;1,6;1,6;1,Cation-independent mannose-6-phosphate receptor,IGF2R,sp|P11717|MPRI_HUMAN Cation-independent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=IGF2R PE=1 SV=3,6,6,3.3,2491;185
PABPC1,-0.1716254949,0.288343149671612,0,P11940;A0A087WTT1;E7EQV3;E7ERJ7;H0YAR2;Q9H361;E5RJB9;E5RGH3;E5RH24;H0YB86;H0YBN4;H0YAP2;Q4VXU2;E5RHG7;H0YAS6;H0YB75;H0YAS7;E5RFD8;E5RGC4;Q96DU9;H0YC10;E5RJM8,P11940;A0A087WTT1;E7EQV3;E7ERJ7;H0YAR2,28;27;26;25;15;11;10;9;9;8;8;6;5;4;3;3;2;2;2;2;1;1,28;27;26;25;15;11;10;9;9;8;8;6;5;4;3;3;2;2;2;2;1;1,15;14;14;13;10;6;3;3;3;5;1;6;3;1;2;2;1;1;1;2;1;1,Polyadenylate-binding protein 1;Polyadenylate-binding protein,PABPC1,sp|P11940|PABP1_HUMAN Polyadenylate-binding protein 1 OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=2;tr|A0A087WTT1|A0A087WTT1_HUMAN Polyadenylate-binding protein OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=1;tr|E7EQV3|E7EQV3_HUMAN Polyadenylate-binding protein ,28,15,45.4,636;522;591;604;284;631;129;108;118;165;174;131;614;75;169;183;136;61;43;382;42;38
PCNA,-0.1883389371,0.342253950507588,0,P12004,P12004,16,16,16,Proliferating cell nuclear antigen,PCNA,sp|P12004|PCNA_HUMAN Proliferating cell nuclear antigen OS=Homo sapiens OX=9606 GN=PCNA PE=1 SV=1,16,16,44.8,261
HARS,0.4802006664,0.0253719422978812,0,P12081;B3KWE1;B4DDD8;E7ETE2;B4E1C5;P49590;D6RF05;A0A2R8YCI2;A0A2R8Y4X6;A0A2R8Y5E8;D6RJE6;A0A2R8Y6I1;A0A2R8Y3N3;A0A2R8Y5P7;A0A2R8YFR1,P12081;B3KWE1;B4DDD8;E7ETE2;B4E1C5,10;8;7;6;5;2;2;2;2;2;2;2;2;2;1,10;8;7;6;5;2;2;2;2;2;2;2;2;2;1,10;8;7;6;5;2;2;2;2;2;2;2;2;2;1,"Histidine--tRNA ligase, cytoplasmic",HARS,"sp|P12081|HARS1_HUMAN Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=HARS1 PE=1 SV=2;tr|B3KWE1|B3KWE1_HUMAN Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=HARS1 PE=1 SV=1;tr|B4DDD8|B4DDD8_HUMAN Histidine--tRNA ligase, cytopl",10,10,19.6,509;440;435;288;395;506;60;84;160;219;293;436;473;512;52
SLC25A6,-0.2228614035,0.319299649601611,0,P12236,P12236,26,10,6,"ADP/ATP translocase 3;ADP/ATP translocase 3, N-terminally processed",SLC25A6,sp|P12236|ADT3_HUMAN ADP/ATP translocase 3 OS=Homo sapiens OX=9606 GN=SLC25A6 PE=1 SV=4,26,6,60.7,298
IMPDH2,0.336620579,0.107765012256391,0,P12268;H0Y4R1;E7ETK5;P20839;C9K0R9;A0A3B3IRL5;C9J381,P12268;H0Y4R1,28;27;10;1;1;1;1,28;27;10;1;1;1;1,28;27;10;1;1;1;1,Inosine-5-monophosphate dehydrogenase 2,IMPDH2,sp|P12268|IMDH2_HUMAN Inosine-5-monophosphate dehydrogenase 2 OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=2;tr|H0Y4R1|H0Y4R1_HUMAN Inosine-5-monophosphate dehydrogenase 2 (Fragment) OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=1,28,28,57.2,514;470;279;514;289;509;513
TPR,0.0320808037,0.800072905407843,0,P12270;Q5SWX9,P12270,20;1,20;1,20;1,Nucleoprotein TPR,TPR,sp|P12270|TPR_HUMAN Nucleoprotein TPR OS=Homo sapiens OX=9606 GN=TPR PE=1 SV=3,20,20,12,2363;150
ANXA3,-0.1168879308,0.484323841012775,0,P12429;D6RA82;D6RFG5;D6RCA8;D6RAZ8;D6RFJ9,P12429;D6RA82,12;11;5;3;2;1,12;11;5;3;2;1,12;11;5;3;2;1,Annexin A3;Annexin,ANXA3,sp|P12429|ANXA3_HUMAN Annexin A3 OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=3;tr|D6RA82|D6RA82_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=1,12,12,42.7,323;284;154;134;104;55
CKMT1A;CKMT1B,-0.0813828818,0.66498726709136,0,P12532;F8WCN3;C9JSQ1;C9JJX8;C9J995;C9J8F6;C9J6W7;C9JT96,P12532;F8WCN3;C9JSQ1,10;7;5;3;3;3;3;3,10;7;5;3;3;3;3;3,9;7;5;3;3;3;3;3,"Creatine kinase U-type, mitochondrial",CKMT1A;CKMT1B,"sp|P12532|KCRU_HUMAN Creatine kinase U-type, mitochondrial OS=Homo sapiens OX=9606 GN=CKMT1A PE=1 SV=1;tr|F8WCN3|F8WCN3_HUMAN Creatine kinase U-type, mitochondrial OS=Homo sapiens OX=9606 GN=CKMT1A PE=1 SV=1;tr|C9JSQ1|C9JSQ1_HUMAN Creatine kinase U-type, m",10,9,39.3,417;298;241;103;129;148;203;221
ACTN1,0.2228049354,0.275139229442814,0,P12814;H9KV75;G3V2N5;G3V2W4;G3V2X9;P35609;A0A494C1A0;H0YJW3;H7C5W8;H0YJ11;A0A494C033;A0A494C166;G3V5M4;A0A494C0Q3;G3V2E8;G3V380;A0A494C031,P12814;H9KV75,52;45;22;21;11;11;11;10;10;10;8;8;6;6;4;1;1,31;29;12;12;7;1;1;7;8;8;1;1;2;1;1;1;1,31;29;12;12;7;1;1;7;8;8;1;1;2;1;1;1;1,Alpha-actinin-1,ACTN1,sp|P12814|ACTN1_HUMAN Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2;tr|H9KV75|H9KV75_HUMAN Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=1,52,31,60.7,892;822;260;238;144;894;858;251;297;207;182;263;126;131;85;72;61
XRCC6,-0.068471234,0.590432482966814,0,P12956;B1AHC9,P12956;B1AHC9,25;24,25;24,25;24,X-ray repair cross-complementing protein 6,XRCC6,sp|P12956|XRCC6_HUMAN X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2;tr|B1AHC9|B1AHC9_HUMAN X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=1,25,25,36.6,609;559
XRCC5,-0.0580163394,0.651500863550956,0,P13010;C9JZ81;H7C0H9,P13010,26;5;2,26;5;2,26;5;2,X-ray repair cross-complementing protein 5,XRCC5,sp|P13010|XRCC5_HUMAN X-ray repair cross-complementing protein 5 OS=Homo sapiens OX=9606 GN=XRCC5 PE=1 SV=3,26,26,37,732;131;19
COX4I1,0.0112825733,0.946150067464659,0,P13073;H3BN72;H3BNV9;Q86WV2;H3BPG0;H3BNI5,P13073;H3BN72;H3BNV9;Q86WV2;H3BPG0,9;8;8;5;5;3,9;8;8;5;5;3,9;8;8;5;5;3,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",COX4I1,"sp|P13073|COX41_HUMAN Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens OX=9606 GN=COX4I1 PE=1 SV=1;tr|H3BN72|H3BN72_HUMAN Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens OX=9606 GN=COX4I1 PE=1 SV=1;tr|H3BNV9|H",9,9,40.8,169;126;139;83;108;43
RNH1,0.0369298277,0.799013397071783,0,P13489;H0YCR7;E9PMJ3;E9PLZ3;E9PIM9;E9PIK5;E9PMN0;E9PMA9;E9PR82;E9PMI1,P13489;H0YCR7,13;7;6;6;6;5;3;2;1;1,13;7;6;6;6;5;3;2;1;1,13;7;6;6;6;5;3;2;1;1,Ribonuclease inhibitor,RNH1,sp|P13489|RINI_HUMAN Ribonuclease inhibitor OS=Homo sapiens OX=9606 GN=RNH1 PE=1 SV=2;tr|H0YCR7|H0YCR7_HUMAN Ribonuclease inhibitor (Fragment) OS=Homo sapiens OX=9606 GN=RNH1 PE=1 SV=1,13,13,47.1,461;285;189;194;199;181;168;77;35;40
EEF2,0.0080190184,0.955843438661352,0,P13639,P13639,62,62,60,Elongation factor 2,EEF2,sp|P13639|EF2_HUMAN Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4,62,60,68.4,858
PDIA4,-0.2277505039,0.27759153718033,0,P13667;A0A499FI48,P13667;A0A499FI48,15;14,15;14,15;14,Protein disulfide-isomerase A4,PDIA4,sp|P13667|PDIA4_HUMAN Protein disulfide-isomerase A4 OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=2;tr|A0A499FI48|A0A499FI48_HUMAN Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=1,15,15,23.3,645;646
ETFA,-0.1895204641,0.163074143534385,0,P13804;H0YLU7;H0YL12;H0YKF0;H0YK49;H0YNX6;H0YL83;J3KN60,P13804;H0YLU7;H0YL12;H0YKF0;H0YK49;H0YNX6,13;10;9;8;7;7;2;1,13;10;9;8;7;7;2;1,13;10;9;8;7;7;2;1,"Electron transfer flavoprotein subunit alpha, mitochondrial",ETFA,"sp|P13804|ETFA_HUMAN Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ETFA PE=1 SV=1;tr|H0YLU7|H0YLU7_HUMAN Electron transfer flavoprotein subunit alpha, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=ETFA PE=1 SV",13,13,50.8,333;303;239;289;229;254;73;64
PRKAR2A,0.2118297165,0.313801732436583,0,P13861;H7C1L0;H7C330;P31323;H7C4A9;C9J830,P13861;H7C1L0,17;9;7;3;2;1,17;9;7;3;2;1,17;9;7;3;2;1,cAMP-dependent protein kinase type II-alpha regulatory subunit,PRKAR2A,sp|P13861|KAP2_HUMAN cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2A PE=1 SV=2;tr|H7C1L0|H7C1L0_HUMAN cAMP-dependent protein kinase type II-alpha regulatory subunit (Fragment) OS=Homo sapiens OX=9606 GN=PRK,17,17,51,404;200;92;418;99;114
MTHFD2,0.4737880643,0.031036047677954,0,P13995;B8ZZU9;B9A062,P13995;B8ZZU9,9;6;4,9;6;4,9;6;4,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial;NAD-dependent methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase",MTHFD2,"sp|P13995|MTDC_HUMAN Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD2 PE=1 SV=2;tr|B8ZZU9|B8ZZU9_HUMAN Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial OS",9,9,39.1,350;267;222
MIF,-0.1291151123,0.333074503471121,0,P14174,P14174,6,6,6,Macrophage migration inhibitory factor,MIF,sp|P14174|MIF_HUMAN Macrophage migration inhibitory factor OS=Homo sapiens OX=9606 GN=MIF PE=1 SV=4,6,6,45.2,115
AKR1A1,-0.1994055242,0.39171441036501,0,P14550;V9GYG2;V9GYP9;Q5T621,P14550,12;5;5;5,12;5;5;5,12;5;5;5,Alcohol dehydrogenase [NADP(+)],AKR1A1,sp|P14550|AK1A1_HUMAN Aldo-keto reductase family 1 member A1 OS=Homo sapiens OX=9606 GN=AKR1A1 PE=1 SV=3,12,12,36.6,325;119;140;147
PKM,-0.2222123648,0.151959930719907,0,P14618;B4DNK4,P14618;B4DNK4,47;39,47;39,5;5,Pyruvate kinase PKM;Pyruvate kinase,PKM,sp|P14618|KPYM_HUMAN Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4;tr|B4DNK4|B4DNK4_HUMAN Pyruvate kinase OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=1,47,5,79.1,531;457
HSP90B1,-0.0185265596,0.896258178877707,0,P14625;Q96GW1;A0A1W2PRR1;H0YIV0;Q58FF3;F8W026,P14625,41;12;12;10;4;3,39;10;10;10;4;1,39;10;10;10;4;1,Endoplasmin,HSP90B1,sp|P14625|ENPL_HUMAN Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1,41,39,46.6,803;315;315;147;399;48
CCNB1,-0.0615384658,0.763536591980593,0,P14635;E9PC90,P14635;E9PC90,5;4,5;4,2;1,G2/mitotic-specific cyclin-B1,CCNB1,sp|P14635|CCNB1_HUMAN G2/mitotic-specific cyclin-B1 OS=Homo sapiens OX=9606 GN=CCNB1 PE=1 SV=1;tr|E9PC90|E9PC90_HUMAN G2/mitotic-specific cyclin-B1 (Fragment) OS=Homo sapiens OX=9606 GN=CCNB1 PE=1 SV=1,5,2,14.8,433;401
COX6B1,0.1119090942,0.685736109728863,0,P14854;A0A494C160;K7EQD3,P14854;A0A494C160,5;3;1,5;3;1,5;3;1,Cytochrome c oxidase subunit 6B1,COX6B1,sp|P14854|CX6B1_HUMAN Cytochrome c oxidase subunit 6B1 OS=Homo sapiens OX=9606 GN=COX6B1 PE=1 SV=2;tr|A0A494C160|A0A494C160_HUMAN Cytochrome c oxidase subunit 6B1 (Fragment) OS=Homo sapiens OX=9606 GN=COX6B1 PE=1 SV=1,5,5,89.5,86;54;40
DARS,0.077577087,0.627766228951746,0,P14868;C9J7S3;C9JLC1;H7BZ35;C9JQM9;H7C278,P14868,21;8;8;7;5;5,21;8;8;7;5;5,21;8;8;7;5;5,"Aspartate--tRNA ligase, cytoplasmic",DARS,"sp|P14868|SYDC_HUMAN Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=DARS1 PE=1 SV=2",21,21,49.7,501;175;182;188;135;179
UQCRB,-0.6379130888,0.00493994081233161,0,P14927;B7Z2R2;E5RHG9,P14927;B7Z2R2,7;5;3,7;5;3,7;5;3,Cytochrome b-c1 complex subunit 7,UQCRB,sp|P14927|QCR7_HUMAN Cytochrome b-c1 complex subunit 7 OS=Homo sapiens OX=9606 GN=UQCRB PE=1 SV=2;tr|B7Z2R2|B7Z2R2_HUMAN Cytochrome b-c1 complex subunit 7 OS=Homo sapiens OX=9606 GN=UQCRB PE=1 SV=1,7,7,67.6,111;161;76
RPS2,-0.0925116983,0.469034169842783,0,P15880;H0YEN5;E9PQD7;I3L404;E9PM36;E9PMM9;E9PPT0;H3BNG3;H0YE27,P15880;H0YEN5;E9PQD7,18;16;13;8;8;8;7;1;1,18;16;13;8;8;8;7;1;1,18;16;13;8;8;8;7;1;1,40S ribosomal protein S2,RPS2,sp|P15880|RS2_HUMAN 40S ribosomal protein S2 OS=Homo sapiens OX=9606 GN=RPS2 PE=1 SV=2;tr|H0YEN5|H0YEN5_HUMAN 40S ribosomal protein S2 (Fragment) OS=Homo sapiens OX=9606 GN=RPS2 PE=1 SV=1;tr|E9PQD7|E9PQD7_HUMAN 40S ribosomal protein S2 OS=Homo sapiens OX=9,18,18,51.5,293;195;235;155;209;218;197;44;63
H2AFX;HIST1H2AA,0.3996355838,0.088735544469218,0,P16104;Q96QV6,P16104;Q96QV6,10;7,3;3,1;1,Histone H2AX;Histone H2A type 1-A,H2AFX;HIST1H2AA,sp|P16104|H2AX_HUMAN Histone H2AX OS=Homo sapiens OX=9606 GN=H2AX PE=1 SV=2;sp|Q96QV6|H2A1A_HUMAN Histone H2A type 1-A OS=Homo sapiens OX=9606 GN=H2AC1 PE=1 SV=3,10,1,59.4,143;131
HIST1H1C,0.2237327536,0.281632699111423,0,P16403,P16403,13,3,3,Histone H1.2,HIST1H1C,sp|P16403|H12_HUMAN Histone H1.2 OS=Homo sapiens OX=9606 GN=H1-2 PE=1 SV=2,13,3,34.3,213
ATP2A2,-0.1044153085,0.504199850866631,0,P16615;H7C5W9;O14983,P16615;H7C5W9,15;14;4,15;14;4,11;10;2,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,ATP2A2,sp|P16615|AT2A2_HUMAN Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1;tr|H7C5W9|H7C5W9_HUMAN Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (Fragment) OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1,15,11,18.9,1042;933;1001
HMGA1,0.7173882901,0.0174605403922839,0,P17096,P17096,3,3,3,High mobility group protein HMG-I/HMG-Y,HMGA1,sp|P17096|HMGA1_HUMAN High mobility group protein HMG-I/HMG-Y OS=Homo sapiens OX=9606 GN=HMGA1 PE=1 SV=3,3,3,41.1,107
GOT1,0.1100481912,0.489724506391514,0,P17174,P17174,23,23,23,"Aspartate aminotransferase, cytoplasmic",GOT1,"sp|P17174|AATC_HUMAN Aspartate aminotransferase, cytoplasmic OS=Homo sapiens OX=9606 GN=GOT1 PE=1 SV=3",23,23,67.1,413
ITGA2,-1.3886172545,0.0208540567109774,1,P17301;E7ESP4;E7EMF1;E9PB77;D6RG08,P17301;E7ESP4;E7EMF1;E9PB77,14;11;10;9;1,14;11;10;9;1,14;11;10;9;1,Integrin alpha-2,ITGA2,sp|P17301|ITA2_HUMAN Integrin alpha-2 OS=Homo sapiens OX=9606 GN=ITGA2 PE=1 SV=1;tr|E7ESP4|E7ESP4_HUMAN Integrin alpha-2 OS=Homo sapiens OX=9606 GN=ITGA2 PE=1 SV=1;tr|E7EMF1|E7EMF1_HUMAN Integrin alpha-2 OS=Homo sapiens OX=9606 GN=ITGA2 PE=1 SV=1;tr|E9PB77,14,14,14.9,1181;942;815;641;175
CAPN2,-0.0349637587,0.818911106224282,0,P17655,P17655,8,8,8,Calpain-2 catalytic subunit,CAPN2,sp|P17655|CAN2_HUMAN Calpain-2 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN2 PE=1 SV=6,8,8,16.4,700
PTPN2,-0.1299140742,0.631582316474201,0,P17706;K7ER87;A0A2R8YD79;D3DUJ3;K7EQG9;K7EIE9;K7ERU1;K7ELS9,P17706;K7ER87;A0A2R8YD79;D3DUJ3;K7EQG9,5;3;3;3;3;2;1;1,5;3;3;3;3;2;1;1,5;3;3;3;3;2;1;1,Tyrosine-protein phosphatase non-receptor type 2;Protein-tyrosine-phosphatase;Tyrosine-protein phosphatase non-receptor type,PTPN2,sp|P17706|PTN2_HUMAN Tyrosine-protein phosphatase non-receptor type 2 OS=Homo sapiens OX=9606 GN=PTPN2 PE=1 SV=2;tr|K7ER87|K7ER87_HUMAN Tyrosine-protein phosphatase non-receptor type 2 OS=Homo sapiens OX=9606 GN=PTPN2 PE=1 SV=1;tr|A0A2R8YD79|A0A2R8YD79_HUM,5,5,17.6,415;165;166;316;386;151;42;68
TCP1,-0.0903506154,0.627201227704761,0,P17987;E7EQR6;E7ERF2;F5H282;F5GZ03;F5H136;F5H676;F5GZI8;F5GYL4;F5H726;F5H7Y1,P17987;E7EQR6;E7ERF2;F5H282,38;28;27;24;14;8;6;5;3;3;2,38;28;27;24;14;8;6;5;3;3;2,38;28;27;24;14;8;6;5;3;3;2,T-complex protein 1 subunit alpha,TCP1,sp|P17987|TCPA_HUMAN T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1;tr|E7EQR6|E7EQR6_HUMAN T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1;tr|E7ERF2|E7ERF2_HUMAN T-complex protein 1 subunit alpha OS=,38,38,67.6,556;401;433;332;221;136;111;100;65;91;59
RPL35A,-0.0160471945,0.929115062212208,0,P18077;F8WBS5;F8WB72;C9K025,P18077;F8WBS5;F8WB72;C9K025,6;4;4;4,6;4;4;4,6;4;4;4,60S ribosomal protein L35a,RPL35A,sp|P18077|RL35A_HUMAN 60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=2;tr|F8WBS5|F8WBS5_HUMAN 60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=1;tr|F8WB72|F8WB72_HUMAN 60S ribosomal protein L35a OS=Homo sapiens OX=,6,6,31.8,110;55;57;94
RPL7,0.2425832404,0.122435918315419,0,P18124;A8MUD9;C9JIJ5;C9JZ88,P18124;A8MUD9,26;24;9;7,26;24;9;7,26;24;9;7,60S ribosomal protein L7,RPL7,sp|P18124|RL7_HUMAN 60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1;tr|A8MUD9|A8MUD9_HUMAN 60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1,26,26,67.7,248;208;99;88
VCL,0.5232817148,0.356276832339142,0,P18206,P18206,15,15,15,Vinculin,VCL,sp|P18206|VINC_HUMAN Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4,15,15,17.5,1134
SON,-0.3505157555,0.0413412613543804,0,P18583;J3QSZ5,P18583,9;2,9;2,2;1,Protein SON,SON,sp|P18583|SON_HUMAN Protein SON OS=Homo sapiens OX=9606 GN=SON PE=1 SV=4,9,2,5.4,2426;454
PGAM1;PGAM4,0.0259165916,0.847005858561868,0,P18669;Q8N0Y7;P15259,P18669;Q8N0Y7,23;12;6,23;12;6,23;12;6,Phosphoglycerate mutase 1;Probable phosphoglycerate mutase 4,PGAM1;PGAM4,sp|P18669|PGAM1_HUMAN Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2;sp|Q8N0Y7|PGAM4_HUMAN Probable phosphoglycerate mutase 4 OS=Homo sapiens OX=9606 GN=PGAM4 PE=3 SV=1,23,23,73.6,254;254;253
RCC1,0.1763060327,0.222306072694838,0,P18754;C9JW69;C9JRH2;C9J3R0;C9JMJ4;C9JQZ4,P18754;C9JW69;C9JRH2;C9J3R0;C9JMJ4;C9JQZ4,14;11;9;9;9;9,14;11;9;9;9;9,14;11;9;9;9;9,Regulator of chromosome condensation,RCC1,sp|P18754|RCC1_HUMAN Regulator of chromosome condensation OS=Homo sapiens OX=9606 GN=RCC1 PE=1 SV=1;tr|C9JW69|C9JW69_HUMAN Regulator of chromosome condensation (Fragment) OS=Homo sapiens OX=9606 GN=RCC1 PE=1 SV=1;tr|C9JRH2|C9JRH2_HUMAN Regulator of chromos,14,14,52.3,421;372;230;264;272;283
NCL,0.0686843109,0.657666233368374,0,P19338;H7BY16,P19338;H7BY16,33;20,33;20,33;20,Nucleolin,NCL,sp|P19338|NUCL_HUMAN Nucleolin OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=3;tr|H7BY16|H7BY16_HUMAN Nucleolin (Fragment) OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=8,33,33,43.4,710;296
HK1,-0.0965040626,0.538082481001876,0,P19367;B1AR62;P52790,P19367,37;4;2,37;4;2,31;3;0,Hexokinase-1,HK1,sp|P19367|HXK1_HUMAN Hexokinase-1 OS=Homo sapiens OX=9606 GN=HK1 PE=1 SV=3,37,31,41.4,917;114;923
EIF2AK2,-0.0940812177,0.7266809807947,0,P19525;C9JZT2;F8WBH4,P19525;C9JZT2,8;4;3,8;4;3,8;4;3,"Interferon-induced, double-stranded RNA-activated protein kinase",EIF2AK2,"sp|P19525|E2AK2_HUMAN Interferon-induced, double-stranded RNA-activated protein kinase OS=Homo sapiens OX=9606 GN=EIF2AK2 PE=1 SV=2;tr|C9JZT2|C9JZT2_HUMAN Interferon-induced, double-stranded RNA-activated protein kinase (Fragment) OS=Homo sapiens OX=9606 G",8,8,17.4,551;141;102
