CRBN_vs_zBirA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
ATP2A2,-0.0991157333,0.521765376711761,0,P16615;H7C5W9;O14983;Q93084,P16615;H7C5W9,16;13;5;4,16;13;5;4,16;13;5;4,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,ATP2A2,sp|P16615|AT2A2_HUMAN Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1;tr|H7C5W9|H7C5W9_HUMAN Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (Fragment) OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1,16,16,21,1042
STMN1,-0.2155163427,0.286573722230716,0,P16949;A2A2D0,P16949;A2A2D0,10;8,10;8,7;5,Stathmin,STMN1,sp|P16949|STMN1_HUMAN Stathmin OS=Homo sapiens OX=9606 GN=STMN1 PE=1 SV=3;tr|A2A2D0|A2A2D0_HUMAN Stathmin (Fragment) OS=Homo sapiens OX=9606 GN=STMN1 PE=1 SV=8,10,7,57.7,149
YBX3,-0.0763505826,0.693277542345716,0,P16989;Q9Y2T7;A0A0D9SEI8,P16989,14;3;3,14;3;3,8;0;1,Y-box-binding protein 3,YBX3,sp|P16989|YBOX3_HUMAN Y-box-binding protein 3 OS=Homo sapiens OX=9606 GN=YBX3 PE=1 SV=4,14,8,41.9,372
HSPA6;HSPA7,0.4752354872,0.297737084984878,0,P17066;P48741,P17066;P48741,13;7,3;2,3;2,Heat shock 70 kDa protein 6;Putative heat shock 70 kDa protein 7,HSPA6;HSPA7,sp|P17066|HSP76_HUMAN Heat shock 70 kDa protein 6 OS=Homo sapiens OX=9606 GN=HSPA6 PE=1 SV=2;sp|P48741|HSP77_HUMAN Putative heat shock 70 kDa protein 7 OS=Homo sapiens OX=9606 GN=HSPA7 PE=5 SV=2,13,3,18.7,643
HMGA1,1.1786169329,0.00644296072307648,1,P17096,P17096,2,2,2,High mobility group protein HMG-I/HMG-Y,HMGA1,sp|P17096|HMGA1_HUMAN High mobility group protein HMG-I/HMG-Y OS=Homo sapiens OX=9606 GN=HMGA1 PE=1 SV=3,2,2,41.1,107
GOT1,0.1166427931,0.379946386928039,0,P17174,P17174,28,28,28,"Aspartate aminotransferase, cytoplasmic",GOT1,"sp|P17174|AATC_HUMAN Aspartate aminotransferase, cytoplasmic OS=Homo sapiens OX=9606 GN=GOT1 PE=1 SV=3",28,28,73.1,413
ITGA2,-1.142769788,0.0565849978911507,0,P17301,P17301,12,12,2,Integrin alpha-2,ITGA2,sp|P17301|ITA2_HUMAN Integrin alpha-2 OS=Homo sapiens OX=9606 GN=ITGA2 PE=1 SV=1,12,2,12.3,1181
CAPN2,0.2227234183,0.285661413730494,0,P17655,P17655,17,17,17,Calpain-2 catalytic subunit,CAPN2,sp|P17655|CAN2_HUMAN Calpain-2 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN2 PE=1 SV=6,17,17,31.7,700
PTPN2,0.1152948854,0.806719421645151,0,P17706;D3DUJ3;K7EQG9;K7ER87;A0A2R8YD79;K7ELS9;K7EIE9,P17706;D3DUJ3;K7EQG9;K7ER87;A0A2R8YD79,6;4;4;3;3;1;1,6;4;4;3;3;1;1,5;4;4;2;2;1;1,Tyrosine-protein phosphatase non-receptor type 2;Protein-tyrosine-phosphatase;Tyrosine-protein phosphatase non-receptor type,PTPN2,"sp|P17706|PTN2_HUMAN Tyrosine-protein phosphatase non-receptor type 2 OS=Homo sapiens OX=9606 GN=PTPN2 PE=1 SV=2;tr|D3DUJ3|D3DUJ3_HUMAN Protein tyrosine phosphatase, non-receptor type 2, isoform CRA_d OS=Homo sapiens OX=9606 GN=PTPN2 PE=1 SV=1;tr|K7EQG9|K7",6,5,26.7,415
PFKL,-0.5999351585,0.00703516578127739,0,P17858;F8WEU2,P17858,13;1,11;1,11;1,"ATP-dependent 6-phosphofructokinase, liver type",PFKL,"sp|P17858|PFKAL_HUMAN ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens OX=9606 GN=PFKL PE=1 SV=6",13,11,26.4,780
TCP1,0.056401489,0.66320915370181,0,P17987;E7EQR6;E7ERF2;F5H282;F5GZ03;F5H136;F5H676;F5GZI8;F5GYL4;F5H726;F5H7Y1,P17987;E7EQR6;E7ERF2;F5H282,41;29;29;25;14;9;7;6;4;4;2,41;29;29;25;14;9;7;6;4;4;2,41;29;29;25;14;9;7;6;4;4;2,T-complex protein 1 subunit alpha,TCP1,sp|P17987|TCPA_HUMAN T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1;tr|E7EQR6|E7EQR6_HUMAN T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1;tr|E7ERF2|E7ERF2_HUMAN T-complex protein 1 subunit alpha OS=,41,41,75.7,556
PTPN1,-0.0980200412,0.517335078467739,0,P18031;B4DSN5,P18031;B4DSN5,10;6,10;6,10;6,Tyrosine-protein phosphatase non-receptor type 1;Tyrosine-protein phosphatase non-receptor type,PTPN1,sp|P18031|PTN1_HUMAN Tyrosine-protein phosphatase non-receptor type 1 OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1;tr|B4DSN5|B4DSN5_HUMAN Tyrosine-protein phosphatase non-receptor type OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1,10,10,32.6,435
RPL35A,0.0447462186,0.773213141540572,0,P18077;C9K025;F8WBS5;F8WB72,P18077;C9K025;F8WBS5;F8WB72,13;9;8;8,13;9;8;8,13;9;8;8,60S ribosomal protein L35a,RPL35A,sp|P18077|RL35A_HUMAN 60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=2;tr|C9K025|C9K025_HUMAN 60S ribosomal protein L35a (Fragment) OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=1;tr|F8WBS5|F8WBS5_HUMAN 60S ribosomal protein L35a OS=Homo ,13,13,64.5,110
RPL7,0.2994092583,0.0775577787483395,0,P18124;A8MUD9;C9JIJ5;C9JZ88,P18124;A8MUD9,34;28;12;10,34;28;12;10,34;28;12;10,60S ribosomal protein L7,RPL7,sp|P18124|RL7_HUMAN 60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1;tr|A8MUD9|A8MUD9_HUMAN 60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1,34,34,74.6,248
VCL,0.131818649,0.607555173414837,0,P18206;A0A096LPE1,P18206,28;2,28;2,28;2,Vinculin,VCL,sp|P18206|VINC_HUMAN Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4,28,28,34.5,1134
SON,-0.5375360559,0.0183872982148806,0,P18583;J3QSZ5,P18583,8;2,8;2,1;1,Protein SON,SON,sp|P18583|SON_HUMAN Protein SON OS=Homo sapiens OX=9606 GN=SON PE=1 SV=4,8,1,5.4,2426
PGAM1,0.071968702,0.575582647587126,0,P18669;Q8N0Y7;P15259,P18669,27;13;8,27;13;8,27;13;8,Phosphoglycerate mutase 1,PGAM1,sp|P18669|PGAM1_HUMAN Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2,27,27,95.7,254
RCC1,0.1040016649,0.431890200106126,0,P18754;C9JW69;C9J3R0;C9JMJ4;C9JQZ4;C9JRH2,P18754;C9JW69;C9J3R0;C9JMJ4;C9JQZ4;C9JRH2,16;14;12;12;12;10,16;14;12;12;12;10,16;14;12;12;12;10,Regulator of chromosome condensation,RCC1,sp|P18754|RCC1_HUMAN Regulator of chromosome condensation OS=Homo sapiens OX=9606 GN=RCC1 PE=1 SV=1;tr|C9JW69|C9JW69_HUMAN Regulator of chromosome condensation (Fragment) OS=Homo sapiens OX=9606 GN=RCC1 PE=1 SV=1;tr|C9J3R0|C9J3R0_HUMAN Regulator of chromos,16,16,62.2,421
NCL,0.0661395878,0.665734600632542,0,P19338;H7BY16;C9JYW2;C9JLB1;C9J1H7;C9JWL1,P19338,52;25;8;8;8;8,52;25;8;8;8;8,52;25;8;8;8;8,Nucleolin,NCL,sp|P19338|NUCL_HUMAN Nucleolin OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=3,52,52,52,710
HK1,0.0818473658,0.615010977653731,0,P19367;B1AR62;Q2TB90;P52790,P19367,47;6;4;2,47;6;4;2,41;5;3;0,Hexokinase-1,HK1,sp|P19367|HXK1_HUMAN Hexokinase-1 OS=Homo sapiens OX=9606 GN=HK1 PE=1 SV=3,47,41,54.2,917
EIF2AK2,-0.4055388887,0.0649406224379367,0,P19525;C9JZT2;F8WBH4,P19525;C9JZT2,9;5;3,9;5;3,9;5;3,"Interferon-induced, double-stranded RNA-activated protein kinase",EIF2AK2,"sp|P19525|E2AK2_HUMAN Interferon-induced, double-stranded RNA-activated protein kinase OS=Homo sapiens OX=9606 GN=EIF2AK2 PE=1 SV=2;tr|C9JZT2|C9JZT2_HUMAN Interferon-induced, double-stranded RNA-activated protein kinase (Fragment) OS=Homo sapiens OX=9606 G",9,9,26.3,551
SRM,-0.246304285,0.130890985091121,0,P19623;K7EKM4;K7EQ47;K7ESL0;K7EL89,P19623,9;3;3;2;1,9;3;3;2;1,9;3;3;2;1,Spermidine synthase,SRM,sp|P19623|SPEE_HUMAN Spermidine synthase OS=Homo sapiens OX=9606 GN=SRM PE=1 SV=1,9,9,27.5,302
CSNK2A2,-0.0543473716,0.68108554428435,0,P19784;H3BSA1;H3BNI9;H3BV19,P19784;H3BSA1,11;7;5;4,11;7;5;4,11;7;5;4,Casein kinase II subunit alpha,CSNK2A2,sp|P19784|CSK22_HUMAN Casein kinase II subunit alpha OS=Homo sapiens OX=9606 GN=CSNK2A2 PE=1 SV=1;tr|H3BSA1|H3BSA1_HUMAN Casein kinase II subunit alpha (Fragment) OS=Homo sapiens OX=9606 GN=CSNK2A2 PE=1 SV=2,11,11,45.1,350
EIF2S2,0.7419757315,0.0053500923241503,0,P20042,P20042,5,5,5,Eukaryotic translation initiation factor 2 subunit 2,EIF2S2,sp|P20042|IF2B_HUMAN Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens OX=9606 GN=EIF2S2 PE=1 SV=2,5,5,16.5,333
ANXA7,-0.0147466469,0.906988777053454,0,P20073,P20073,11,11,11,Annexin A7,ANXA7,sp|P20073|ANXA7_HUMAN Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3,11,11,29.3,488
BTF3,0.0928937029,0.492457528733675,0,P20290;D6RDG3;H0Y9Y1;E9PPC3,P20290;D6RDG3;H0Y9Y1,8;5;4;1,8;5;4;1,7;4;4;0,Transcription factor BTF3,BTF3,sp|P20290|BTF3_HUMAN Transcription factor BTF3 OS=Homo sapiens OX=9606 GN=BTF3 PE=1 SV=1;tr|D6RDG3|D6RDG3_HUMAN Transcription factor BTF3 (Fragment) OS=Homo sapiens OX=9606 GN=BTF3 PE=1 SV=3;tr|H0Y9Y1|H0Y9Y1_HUMAN Transcription factor BTF3 (Fragment) OS=Ho,8,7,49,206
PSMB1,0.2119511055,0.140084327673948,0,P20618,P20618,10,10,10,Proteasome subunit beta type-1,PSMB1,sp|P20618|PSB1_HUMAN Proteasome subunit beta type-1 OS=Homo sapiens OX=9606 GN=PSMB1 PE=1 SV=2,10,10,56.8,241
M6PR,-0.0105130584,0.929543581813068,0,P20645;F5GX30;F5GXE0;H0YGE9;F5GXU0;H0YGT2;F5H883;H0YF90,P20645;F5GX30,6;5;2;2;2;2;2;2,6;5;2;2;2;2;2;2,6;5;2;2;2;2;2;2,Cation-dependent mannose-6-phosphate receptor,M6PR,sp|P20645|MPRD_HUMAN Cation-dependent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=M6PR PE=1 SV=1;tr|F5GX30|F5GX30_HUMAN Cation-dependent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=M6PR PE=1 SV=2,6,6,28.9,277
COX5A,-0.1152235386,0.354474391888843,0,P20674;H3BNX8;H3BRM5;H3BV69;H3BRI0,P20674;H3BNX8;H3BRM5;H3BV69,11;8;6;6;2,11;8;6;6;2,11;8;6;6;2,"Cytochrome c oxidase subunit 5A, mitochondrial",COX5A,"sp|P20674|COX5A_HUMAN Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens OX=9606 GN=COX5A PE=1 SV=2;tr|H3BNX8|H3BNX8_HUMAN Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens OX=9606 GN=COX5A PE=1 SV=1;tr|H3BRM5|H3BRM5_HUMAN Cytochro",11,11,61.3,150
LMNB1,-0.5094134601,0.0108320313435272,0,P20700;E9PBF6;A0A0D9SFE5;A0A0D9SFY5,P20700;E9PBF6;A0A0D9SFE5,58;46;36;18,56;44;36;18,52;43;35;17,Lamin-B1,LMNB1,"sp|P20700|LMNB1_HUMAN Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=2;tr|E9PBF6|E9PBF6_HUMAN Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=1;tr|A0A0D9SFE5|A0A0D9SFE5_HUMAN Lamin B1, isoform CRA_a OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=1",58,52,74.9,586
ATP6V1B2,-0.4602628854,0.0518127004707667,0,P21281;H0YC04;P15313;C9JL73;C9JNS9;E5RGH6;H0YAT8;H0YC45,P21281;H0YC04,18;9;5;5;4;3;2;1,18;9;5;5;4;3;2;1,18;9;5;5;4;3;2;1,"V-type proton ATPase subunit B, brain isoform",ATP6V1B2,"sp|P21281|VATB2_HUMAN V-type proton ATPase subunit B, brain isoform OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=3;tr|H0YC04|H0YC04_HUMAN V-type proton ATPase subunit B, brain isoform (Fragment) OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=1",18,18,50.9,511
ATP6V1C1,-0.4909601892,0.0606518141684684,0,P21283;E7EV59,P21283;E7EV59,7;5,7;5,7;5,V-type proton ATPase subunit C 1,ATP6V1C1,sp|P21283|VATC1_HUMAN V-type proton ATPase subunit C 1 OS=Homo sapiens OX=9606 GN=ATP6V1C1 PE=1 SV=4;tr|E7EV59|E7EV59_HUMAN V-type proton ATPase subunit C OS=Homo sapiens OX=9606 GN=ATP6V1C1 PE=1 SV=1,7,7,25.7,382
ACO1,0.1145764842,0.64995570712755,0,P21399,P21399,18,18,18,Cytoplasmic aconitate hydratase,ACO1,sp|P21399|ACOC_HUMAN Cytoplasmic aconitate hydratase OS=Homo sapiens OX=9606 GN=ACO1 PE=1 SV=3,18,18,29,889
VDAC1,0.2383679768,0.0987676818060493,0,P21796;C9JI87,P21796;C9JI87,33;20,33;20,33;20,Voltage-dependent anion-selective channel protein 1,VDAC1,sp|P21796|VDAC1_HUMAN Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2;tr|C9JI87|C9JI87_HUMAN Voltage-dependent anion-selective channel protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=6,33,33,94,283
SDHB,-0.1888856009,0.496350917157302,0,P21912;A0A087WWT1;A0A087WXX8,P21912;A0A087WWT1;A0A087WXX8,8;5;4,8;5;4,8;5;4,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",SDHB,"sp|P21912|SDHB_HUMAN Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHB PE=1 SV=3;tr|A0A087WWT1|A0A087WWT1_HUMAN Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (Fragment) OS=Homo",8,8,33.2,280
TGM2,0.3202591817,0.0765835919003704,0,P21980;A2A299;A2A2A0,P21980,30;10;5,30;10;5,30;10;5,Protein-glutamine gamma-glutamyltransferase 2,TGM2,sp|P21980|TGM2_HUMAN Protein-glutamine gamma-glutamyltransferase 2 OS=Homo sapiens OX=9606 GN=TGM2 PE=1 SV=2,30,30,42.4,687
FBL,0.118859602,0.387525082826644,0,P22087;M0QXL5;M0R2Q4;M0R0P1;M0R2U2;M0R1H0;M0R2B0,P22087;M0QXL5;M0R2Q4;M0R0P1,17;16;15;14;7;7;7,17;16;15;14;7;7;7,2;1;1;1;1;1;1,rRNA 2-O-methyltransferase fibrillarin,FBL,sp|P22087|FBRL_HUMAN rRNA 2-O-methyltransferase fibrillarin OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=2;tr|M0QXL5|M0QXL5_HUMAN rRNA 2-O-methyltransferase fibrillarin (Fragment) OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=1;tr|M0R2Q4|M0R2Q4_HUMAN rRNA 2-O-methyl,17,2,61.4,321
GART,0.1129820769,0.383172844414711,0,P22102;F8WD69;C9JBJ1;C9JTV6;C9JZG2;C9JKQ7;H7C366;A0A140TA71,P22102,30;12;10;10;6;6;4;2,30;12;10;10;6;6;4;2,30;12;10;10;6;6;4;2,Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase,GART,sp|P22102|PUR2_HUMAN Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1,30,30,43.3,1010
PAICS,0.2738042967,0.0941173110720279,0,P22234;E9PBS1;D6RF62,P22234;E9PBS1;D6RF62,31;30;22,31;30;22,31;30;22,Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase,PAICS,sp|P22234|PUR6_HUMAN Multifunctional protein ADE2 OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=3;tr|E9PBS1|E9PBS1_HUMAN Multifunctional protein ADE2 (Fragment) OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=1;tr|D6RF62|D6RF62_HUMAN Multifunctional protein ADE2 OS=Ho,31,31,67.5,425
SCP2,-0.251466563,0.0771656319777913,0,P22307;H0YF61;H0YCB0;E9PLD1,P22307,10;4;1;1,10;4;1;1,10;4;1;1,Non-specific lipid-transfer protein,SCP2,sp|P22307|NLTP_HUMAN Non-specific lipid-transfer protein OS=Homo sapiens OX=9606 GN=SCP2 PE=1 SV=2,10,10,18.1,547
UBA1,-0.2488343105,0.0942327483319695,0,P22314;Q5JRR6;Q5JRR9;Q5JRS0;Q5JRS1;Q5JRS3;Q5JRS2,P22314,52;19;12;12;10;10;10,52;19;12;12;10;10;10,52;19;12;12;10;10;10,Ubiquitin-like modifier-activating enzyme 1,UBA1,sp|P22314|UBA1_HUMAN Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3,52,52,57.8,1058
FDXR,-0.116432774,0.682159391739998,0,P22570;A0A0C4DFN8;A0A0A0MSZ4;A0A0A0MTR6;A0A0C4DGN7;A0A0A0MT64;A0A0A0MTN9;J3QQX3;J3QKZ8;J3QQW7;J3KS64,P22570;A0A0C4DFN8;A0A0A0MSZ4;A0A0A0MTR6;A0A0C4DGN7;A0A0A0MT64;A0A0A0MTN9;J3QQX3,37;34;34;33;32;32;31;28;7;4;1,37;34;34;33;32;32;31;28;7;4;1,37;34;34;33;32;32;31;28;7;4;1,"NADPH:adrenodoxin oxidoreductase, mitochondrial",FDXR,"sp|P22570|ADRO_HUMAN NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=FDXR PE=1 SV=3;tr|A0A0C4DFN8|A0A0C4DFN8_HUMAN NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=FDXR PE=1 SV=1;tr|A0A0A0MSZ4|A0A0A0MSZ4",37,37,76.4,491
HNRNPA2B1,-0.0128106855,0.919247144491862,0,P22626;A0A087WUI2,P22626;A0A087WUI2,39;29,39;29,39;29,Heterogeneous nuclear ribonucleoproteins A2/B1,HNRNPA2B1,sp|P22626|ROA2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2;tr|A0A087WUI2|A0A087WUI2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=1,39,39,77.1,353
UQCRC2,0.2177761354,0.278324929122766,0,P22695;H3BRG4;H3BSJ9;H3BP04;H3BUE4;H3BUI9;A0A087WVZ4,P22695;H3BRG4;H3BSJ9;H3BP04,21;20;19;11;6;6;3,21;20;19;11;6;6;3,21;20;19;11;6;6;3,"Cytochrome b-c1 complex subunit 2, mitochondrial",UQCRC2,"sp|P22695|QCR2_HUMAN Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=3;tr|H3BRG4|H3BRG4_HUMAN Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=1;tr|H3BSJ9|H3BSJ9_HUMAN Cyt",21,21,58.9,453
ITGA6,1.5668111427,0.000278835025293894,1,P23229;C9JXX7;H7BZ97,P23229,13;2;2,13;2;2,13;2;2,Integrin alpha-6;Integrin alpha-6 heavy chain;Integrin alpha-6 light chain;Processed integrin alpha-6,ITGA6,sp|P23229|ITA6_HUMAN Integrin alpha-6 OS=Homo sapiens OX=9606 GN=ITGA6 PE=1 SV=5,13,13,15.3,1130
SFPQ,-0.2083404886,0.163109731349909,0,P23246;H0Y9K7;H0Y9U2,P23246,40;10;3,40;10;3,38;10;3,"Splicing factor, proline- and glutamine-rich",SFPQ,"sp|P23246|SFPQ_HUMAN Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",40,38,47.4,707
TUBG1;TUBG2,-0.0031156758,0.987981313602162,0,P23258;Q9NRH3;K7EIS0;K7EKE5,P23258;Q9NRH3;K7EIS0;K7EKE5,4;4;3;2,4;4;3;2,4;4;3;2,Tubulin gamma-1 chain;Tubulin gamma-2 chain;Tubulin gamma chain,TUBG1;TUBG2,sp|P23258|TBG1_HUMAN Tubulin gamma-1 chain OS=Homo sapiens OX=9606 GN=TUBG1 PE=1 SV=2;sp|Q9NRH3|TBG2_HUMAN Tubulin gamma-2 chain OS=Homo sapiens OX=9606 GN=TUBG2 PE=2 SV=1;tr|K7EIS0|K7EIS0_HUMAN Tubulin gamma chain (Fragment) OS=Homo sapiens OX=9606 GN=TUB,4,4,15.3,451
PPIB,0.0856757297,0.489415646325658,0,P23284,P23284,26,26,26,Peptidyl-prolyl cis-trans isomerase B,PPIB,sp|P23284|PPIB_HUMAN Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2,26,26,71.8,216
ME2,-0.1360047788,0.306921627874761,0,P23368;A0A1W2PQT3;A0A1W2PPH1;A0A1W2PQY8;A0A1W2PR68;A0A1W2PQH3;A0A1W2PQF8;A0A1W2PQ37;A0A1W2PRS2;A0A1W2PRY9;A0A1W2PQH4;A0A1W2PPY2;A0A1W2PRH1,P23368;A0A1W2PQT3;A0A1W2PPH1;A0A1W2PQY8;A0A1W2PR68;A0A1W2PQH3;A0A1W2PQF8;A0A1W2PQ37,16;15;15;15;14;14;13;11;4;4;4;2;2,16;15;15;15;14;14;13;11;4;4;4;2;2,16;15;15;15;14;14;13;11;4;4;4;2;2,"NAD-dependent malic enzyme, mitochondrial",ME2,"sp|P23368|MAOM_HUMAN NAD-dependent malic enzyme, mitochondrial OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1;tr|A0A1W2PQT3|A0A1W2PQT3_HUMAN Malic enzyme OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1;tr|A0A1W2PPH1|A0A1W2PPH1_HUMAN Malic enzyme OS=Homo sapiens OX=9606",16,16,39.7,584
WARS,0.126125367,0.332383888875854,0,P23381;G3V277;G3V3H8;G3V3Y5;G3V423;G3V5U1;G3V456;H0YJP3;G3V5W1;G3V3S7;G3V3X0;G3V3P2;G3V227;G3V2Y7,P23381,9;4;4;4;3;3;3;3;1;1;1;1;1;1,9;4;4;4;3;3;3;3;1;1;1;1;1;1,9;4;4;4;3;3;3;3;1;1;1;1;1;1,"Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS",WARS,"sp|P23381|SYWC_HUMAN Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=WARS1 PE=1 SV=2",9,9,33.3,471
RPS3,0.2377787653,0.121380207022296,0,P23396;E9PL09;E9PPU1;F2Z2S8;H0YCJ7;H0YEU2;H0YF32;E9PQ96;E9PJH4;E9PK82;E9PSF4;E9PQX2;H0YES8,P23396;E9PL09;E9PPU1;F2Z2S8;H0YCJ7,37;32;25;23;21;18;16;15;15;15;10;7;1,37;32;25;23;21;18;16;15;15;15;10;7;1,37;32;25;23;21;18;16;15;15;15;10;7;1,40S ribosomal protein S3,RPS3,sp|P23396|RS3_HUMAN 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2;tr|E9PL09|E9PL09_HUMAN 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=1;tr|E9PPU1|E9PPU1_HUMAN 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3,37,37,92.2,243
AHCY,0.0366155006,0.780822479203918,0,P23526,P23526,24,24,24,Adenosylhomocysteinase,AHCY,sp|P23526|SAHH_HUMAN Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4,24,24,49.5,432
CFL1,0.0106196996,0.942046957347666,0,P23528;E9PP50;E9PK25;G3V1A4;E9PQB7;E9PS23;E9PLJ3,P23528;E9PP50;E9PK25;G3V1A4;E9PQB7,21;19;18;17;13;9;7,21;19;18;17;13;9;7,12;10;9;9;5;8;5,Cofilin-1,CFL1,sp|P23528|COF1_HUMAN Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3;tr|E9PP50|E9PP50_HUMAN Cofilin-1 (Fragment) OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=8;tr|E9PK25|E9PK25_HUMAN Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=1;tr|G3V1A4|G3V1A4_HUMAN,21,12,91.6,166
DTYMK,-0.2115828637,0.123178914670173,0,P23919;G5E9E9;H7C3A4;H7BZ20;H7C312,P23919;G5E9E9,5;4;2;2;1,5;4;2;2;1,5;4;2;2;1,Thymidylate kinase,DTYMK,"sp|P23919|KTHY_HUMAN Thymidylate kinase OS=Homo sapiens OX=9606 GN=DTYMK PE=1 SV=4;tr|G5E9E9|G5E9E9_HUMAN Deoxythymidylate kinase (Thymidylate kinase), isoform CRA_d OS=Homo sapiens OX=9606 GN=DTYMK PE=1 SV=1",5,5,20.8,212
RRM1,0.0921071698,0.653636429727209,0,P23921;E9PL69;E9PP77;H0YCY7,P23921;E9PL69,7;5;1;1,7;5;1;1,7;5;1;1,Ribonucleoside-diphosphate reductase large subunit,RRM1,sp|P23921|RIR1_HUMAN Ribonucleoside-diphosphate reductase large subunit OS=Homo sapiens OX=9606 GN=RRM1 PE=1 SV=1;tr|E9PL69|E9PL69_HUMAN Ribonucleoside-diphosphate reductase large subunit OS=Homo sapiens OX=9606 GN=RRM1 PE=1 SV=1,7,7,14.9,792
