DET1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
IQGAP1,-0.325612849,0.0456336923527208,0,P46940;H0YLE8;A0A0J9YXZ5;Q13576;Q86VI3;A0A087WWP1;E9PDT6;E7EWC2;F5H7S7;F2Z2E2,P46940;H0YLE8;A0A0J9YXZ5,16;11;9;1;1;1;1;1;1;1,16;11;9;1;1;1;1;1;1;1,16;11;9;1;1;1;1;1;1;1,Ras GTPase-activating-like protein IQGAP1,IQGAP1,sp|P46940|IQGA1_HUMAN Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens OX=9606 GN=IQGAP1 PE=1 SV=1;tr|H0YLE8|H0YLE8_HUMAN Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens OX=9606 GN=IQGAP1 PE=1 SV=1;tr|A0A0J9YXZ5|A0A0J9YXZ5_HUMAN Ras GTPa,16,16,11.2,1657
STT3A,0.0538460725,0.669454595575439,0,P46977;A0A0C4DH80;E9PN73;E9PI32,P46977,3;1;1;1,3;1;1;1,3;1;1;1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,STT3A,sp|P46977|STT3A_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Homo sapiens OX=9606 GN=STT3A PE=1 SV=2,3,3,3.3,705
CAPZB,-0.0639768964,0.697232920312702,0,P47756;B1AK87;B1AK88;B1AK85,P47756;B1AK87;B1AK88;B1AK85,7;6;6;5,7;6;6;5,7;6;6;5,F-actin-capping protein subunit beta,CAPZB,sp|P47756|CAPZB_HUMAN F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=4;tr|B1AK87|B1AK87_HUMAN F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=1;tr|B1AK88|B1AK88_HUMAN F-actin-capping protein subu,7,7,36.5,277
QARS,-0.2445323976,0.173371681756938,0,P47897;A0A1B0GVU9;B4DDN1;H7C0R3;A0A0U1RQQ5;A0A1B0GTT3;A0A0U1RQT0;C9J165;A0A0U1RRI9;A0A0U1RQE9;A0A0U1RQL2;A0A0U1RQM8;A0A0U1RQX5;A0A0U1RQU2;A0A0U1RRC8;A0A0U1RQX9;A0A0U1RR66;A0A0U1RR79;A0A0U1RQJ6;A0A0U1RRJ7,P47897;A0A1B0GVU9;B4DDN1,21;20;17;8;6;6;5;5;5;4;4;4;4;3;3;3;2;1;1;1,21;20;17;8;6;6;5;5;5;4;4;4;4;3;3;3;2;1;1;1,21;20;17;8;6;6;5;5;5;4;4;4;4;3;3;3;2;1;1;1,Glutamine--tRNA ligase,QARS,sp|P47897|SYQ_HUMAN Glutamine--tRNA ligase OS=Homo sapiens OX=9606 GN=QARS1 PE=1 SV=1;tr|A0A1B0GVU9|A0A1B0GVU9_HUMAN Glutamine--tRNA ligase (Fragment) OS=Homo sapiens OX=9606 GN=QARS1 PE=1 SV=1;tr|B4DDN1|B4DDN1_HUMAN Glutamine--tRNA ligase OS=Homo sapiens ,21,21,29.5,775
ATP5O,0.0309182764,0.834128406984714,0,P48047;A0A494C0K9;H7C0C1;H7C086;H7C068,P48047;A0A494C0K9;H7C0C1,11;8;8;2;2,11;8;8;2;2,11;8;8;2;2,"ATP synthase subunit O, mitochondrial",ATP5O,"sp|P48047|ATPO_HUMAN ATP synthase subunit O, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PO PE=1 SV=1;tr|A0A494C0K9|A0A494C0K9_HUMAN ATP synthase subunit O, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PO PE=4 SV=1;tr|H7C0C1|H7C0C1_HUMAN Uncharacterized p",11,11,56.8,213
ARCN1,0.0507581332,0.784870939862141,0,P48444;B0YIW6;Q6P1Q5;E9PK34,P48444;B0YIW6;Q6P1Q5,7;6;4;2,7;6;4;2,7;6;4;2,Coatomer subunit delta,ARCN1,sp|P48444|COPD_HUMAN Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 PE=1 SV=1;tr|B0YIW6|B0YIW6_HUMAN Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 PE=1 SV=1;tr|Q6P1Q5|Q6P1Q5_HUMAN Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 P,7,7,16.2,511
LSS,-0.5993740317,0.18708443171316,0,P48449;A0A0G2JQD0;C9J315;A0A0G2JS81;H7C3A5,P48449;A0A0G2JQD0,14;11;4;1;1,14;11;4;1;1,14;11;4;1;1,Lanosterol synthase,LSS,sp|P48449|LSS_HUMAN Lanosterol synthase OS=Homo sapiens OX=9606 GN=LSS PE=1 SV=1;tr|A0A0G2JQD0|A0A0G2JQD0_HUMAN Lanosterol synthase (Fragment) OS=Homo sapiens OX=9606 GN=LSS PE=1 SV=1,14,14,25.1,732
PSMD8,-0.322563317,0.313960787403968,0,P48556;R4GMR5;K7EJC1;K7EJR3,P48556;R4GMR5;K7EJC1;K7EJR3,4;4;3;3,4;4;3;3,4;4;3;3,26S proteasome non-ATPase regulatory subunit 8,PSMD8,sp|P48556|PSMD8_HUMAN 26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMD8 PE=1 SV=2;tr|R4GMR5|R4GMR5_HUMAN 26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMD8 PE=1 SV=1;tr|K7EJC1|K7EJC1_HUMAN 26S prot,4,4,6.9,350
CCT5,-0.008538303,0.955425160758061,0,P48643;E7ENZ3;B7ZAR1;E9PCA1;H0Y914;D6RIZ7,P48643;E7ENZ3;B7ZAR1;E9PCA1,35;31;29;29;4;3,35;31;29;29;4;3,35;31;29;29;4;3,T-complex protein 1 subunit epsilon,CCT5,sp|P48643|TCPE_HUMAN T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1;tr|E7ENZ3|E7ENZ3_HUMAN T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1;tr|B7ZAR1|B7ZAR1_HUMAN T-complex protein 1 subunit epsil,35,35,68.2,541
ALDH9A1,0.1848672429,0.550823885891354,0,P49189,P49189,7,7,7,4-trimethylaminobutyraldehyde dehydrogenase,ALDH9A1,sp|P49189|AL9A1_HUMAN 4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH9A1 PE=1 SV=3,7,7,20.4,494
RPL34,0.2051507381,0.162529741369651,0,P49207,P49207,11,11,11,60S ribosomal protein L34,RPL34,sp|P49207|RL34_HUMAN 60S ribosomal protein L34 OS=Homo sapiens OX=9606 GN=RPL34 PE=1 SV=3,11,11,53,117
LMAN1,0.3488660799,0.250547234390391,0,P49257,P49257,6,6,6,Protein ERGIC-53,LMAN1,sp|P49257|LMAN1_HUMAN Protein ERGIC-53 OS=Homo sapiens OX=9606 GN=LMAN1 PE=1 SV=2,6,6,13.3,510
NASP,-0.2791738304,0.0723352197897888,0,P49321;E9PI86;E9PPQ8;Q5T624;H0YDS9;E9PRH9;H0YF33;E9PPR5,P49321;E9PI86;E9PPQ8;Q5T624,11;7;6;6;4;4;4;3,11;7;6;6;4;4;4;3,11;7;6;6;4;4;4;3,Nuclear autoantigenic sperm protein,NASP,sp|P49321|NASP_HUMAN Nuclear autoantigenic sperm protein OS=Homo sapiens OX=9606 GN=NASP PE=1 SV=2;tr|E9PI86|E9PI86_HUMAN Nuclear autoantigenic sperm protein (Fragment) OS=Homo sapiens OX=9606 GN=NASP PE=1 SV=1;tr|E9PPQ8|E9PPQ8_HUMAN Nuclear autoantigenic ,11,11,14.5,788
FASN,-0.0874992037,0.713751537835321,0,P49327;A0A0U1RQF0;A0A0U1RRG3;A0A1B0GTR5;J3KTF0,P49327;A0A0U1RQF0,106;104;6;1;1,106;104;6;1;1,106;104;6;1;1,Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase,FASN,sp|P49327|FAS_HUMAN Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3;tr|A0A0U1RQF0|A0A0U1RQF0_HUMAN Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=1,106,106,52.2,2511
CCT3,-0.0890011642,0.527054199899665,0,P49368;B4DUR8;E9PRC8;Q5SZX6;E9PM09;Q5SZX9;E9PQ35;Q5SZW8,P49368;B4DUR8,41;37;19;18;10;10;9;7,41;37;19;18;10;10;9;7,41;37;19;18;10;10;9;7,T-complex protein 1 subunit gamma,CCT3,sp|P49368|TCPG_HUMAN T-complex protein 1 subunit gamma OS=Homo sapiens OX=9606 GN=CCT3 PE=1 SV=4;tr|B4DUR8|B4DUR8_HUMAN T-complex protein 1 subunit gamma OS=Homo sapiens OX=9606 GN=CCT3 PE=1 SV=1,41,41,69.4,545
TUFM,0.0688657839,0.617453939639776,0,P49411;H3BNU3,P49411,15;2,15;2,15;2,"Elongation factor Tu, mitochondrial",TUFM,"sp|P49411|EFTU_HUMAN Elongation factor Tu, mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=2",15,15,48.7,452
SRP9;DKFZp564M2223,-0.2669266926,0.0793822816066052,0,P49458;Q6P2S0;Q659G3;E9PE20,P49458;Q6P2S0;Q659G3;E9PE20,8;5;5;5,8;5;5;5,8;5;5;5,Signal recognition particle 9 kDa protein,SRP9;DKFZp564M2223,sp|P49458|SRP09_HUMAN Signal recognition particle 9 kDa protein OS=Homo sapiens OX=9606 GN=SRP9 PE=1 SV=2;tr|Q6P2S0|Q6P2S0_HUMAN SRP9 protein OS=Homo sapiens OX=9606 GN=SRP9 PE=1 SV=1;tr|Q659G3|Q659G3_HUMAN SRP9 protein OS=Homo sapiens OX=9606 GN=SRP9 PE=1,8,8,54.7,86
SARS,0.4370755815,0.0375179962072834,0,P49591;Q5T5C7,P49591;Q5T5C7,7;7,7;7,7;7,"Serine--tRNA ligase, cytoplasmic",SARS,"sp|P49591|SYSC_HUMAN Serine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=SARS1 PE=1 SV=3;tr|Q5T5C7|Q5T5C7_HUMAN Serine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=SARS1 PE=1 SV=1",7,7,13.6,514
PSMB2,-0.0130246742,0.932684907843969,0,P49721;A0A087WVV1,P49721,11;4,11;4,11;4,Proteasome subunit beta type-2,PSMB2,sp|P49721|PSB2_HUMAN Proteasome subunit beta type-2 OS=Homo sapiens OX=9606 GN=PSMB2 PE=1 SV=1,11,11,61.2,201
MCM2,-0.7522163566,0.0309747371877237,0,P49736;H0Y8E6,P49736;H0Y8E6,22;21,22;21,22;21,DNA replication licensing factor MCM2,MCM2,sp|P49736|MCM2_HUMAN DNA replication licensing factor MCM2 OS=Homo sapiens OX=9606 GN=MCM2 PE=1 SV=4;tr|H0Y8E6|H0Y8E6_HUMAN DNA helicase (Fragment) OS=Homo sapiens OX=9606 GN=MCM2 PE=1 SV=1,22,22,26.5,904
ACADVL,-0.2321309301,0.14252123165756,0,P49748;G3V1M7;J3KSR4;J3QRJ8;K7EQP4;J3QKU9;K7EMF8;K7EJW8,P49748,17;6;4;3;3;2;1;1,17;6;4;3;3;2;1;1,17;6;4;3;3;2;1;1,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADVL,"sp|P49748|ACADV_HUMAN Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADVL PE=1 SV=1",17,17,27,655
TMED10,-0.1160200345,0.435509959810953,0,P49755;G3V2K7,P49755,4;1,4;1,4;1,Transmembrane emp24 domain-containing protein 10,TMED10,sp|P49755|TMEDA_HUMAN Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens OX=9606 GN=TMED10 PE=1 SV=2,4,4,23.3,219
HINT1,0.1823374957,0.262477333259673,0,P49773;D6REP8;D6RE99;D6RD60;D6RC06,P49773;D6REP8;D6RE99;D6RD60,9;5;5;5;3,9;5;5;5;3,9;5;5;5;3,Histidine triad nucleotide-binding protein 1,HINT1,sp|P49773|HINT1_HUMAN Histidine triad nucleotide-binding protein 1 OS=Homo sapiens OX=9606 GN=HINT1 PE=1 SV=2;tr|D6REP8|D6REP8_HUMAN Histidine triad nucleotide-binding protein 1 OS=Homo sapiens OX=9606 GN=HINT1 PE=1 SV=1;tr|D6RE99|D6RE99_HUMAN Histidine tr,9,9,92.9,126
RANBP2,-0.0539978654,0.788806548766417,0,P49792;Q99666;A6NKT7;Q7Z3J3;O14715;F8W705;J3KQ37;P0DJD0;P0DJD1;F8WBP7;F8VYC4;A0A286YES2;A0A1W2PNU4,P49792,7;2;2;2;2;2;2;1;1;1;1;1;1,7;2;2;2;2;2;2;1;1;1;1;1;1,5;0;0;0;0;0;0;0;0;1;0;0;0,E3 SUMO-protein ligase RanBP2,RANBP2,sp|P49792|RBP2_HUMAN E3 SUMO-protein ligase RanBP2 OS=Homo sapiens OX=9606 GN=RANBP2 PE=1 SV=2,7,5,2.7,3224
SEPHS1,2.5723655488,0.000354694347690467,1,P49903;Q5T5U6,P49903,3;1,3;1,3;1,"Selenide, water dikinase 1",SEPHS1,"sp|P49903|SPS1_HUMAN Selenide, water dikinase 1 OS=Homo sapiens OX=9606 GN=SEPHS1 PE=1 SV=2",3,3,14.5,392
GDI2,-0.0102566541,0.941659967920122,0,P50395;Q5SX87;V9GYF8;Q5SX90;Q5SX86;V9GYJ7,P50395;Q5SX87,24;13;6;6;6;5,24;13;6;6;6;5,11;4;3;3;3;2,Rab GDP dissociation inhibitor beta,GDI2,sp|P50395|GDIB_HUMAN Rab GDP dissociation inhibitor beta OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=2;tr|Q5SX87|Q5SX87_HUMAN Rab GDP dissociation inhibitor (Fragment) OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=1,24,11,72.4,445
SERPINH1,-0.0522566182,0.772795300131119,0,P50454;E9PKH2;E9PPV6;E9PR70;E9PK86;E9PMI5;E9PJH8;E9PIG2;E9PRS3;E9PNX1;H0YEP8;E9PQ34;E9PLA6,P50454;E9PKH2;E9PPV6;E9PR70,13;9;8;7;5;5;4;4;4;4;3;2;1,13;9;8;7;5;5;4;4;4;4;3;2;1,13;9;8;7;5;5;4;4;4;4;3;2;1,Serpin H1,SERPINH1,sp|P50454|SERPH_HUMAN Serpin H1 OS=Homo sapiens OX=9606 GN=SERPINH1 PE=1 SV=2;tr|E9PKH2|E9PKH2_HUMAN Serpin H1 OS=Homo sapiens OX=9606 GN=SERPINH1 PE=1 SV=1;tr|E9PPV6|E9PPV6_HUMAN Serpin H1 OS=Homo sapiens OX=9606 GN=SERPINH1 PE=1 SV=1;tr|E9PR70|E9PR70_HUM,13,13,40.4,418
PDLIM4,-0.4166835193,0.0641601675910547,0,P50479;C9J542,P50479,14;4,14;4,14;4,PDZ and LIM domain protein 4,PDLIM4,sp|P50479|PDLI4_HUMAN PDZ and LIM domain protein 4 OS=Homo sapiens OX=9606 GN=PDLIM4 PE=1 SV=2,14,14,46.4,330
ST13;ST13P4;ST13P5,0.2661048563,0.378944317002317,0,P50502;Q3KNR6;H7C3I1;F6VDH7;Q8IZP2;Q8NFI4;F8WAQ7,P50502;Q3KNR6;H7C3I1;F6VDH7;Q8IZP2;Q8NFI4,13;11;10;9;9;9;1,13;11;10;9;9;9;1,13;11;10;9;9;9;1,Hsc70-interacting protein;Putative protein FAM10A4;Putative protein FAM10A5,ST13;ST13P4;ST13P5,sp|P50502|F10A1_HUMAN Hsc70-interacting protein OS=Homo sapiens OX=9606 GN=ST13 PE=1 SV=2;tr|Q3KNR6|Q3KNR6_HUMAN Hsc70-interacting protein OS=Homo sapiens OX=9606 GN=ST13 PE=1 SV=1;tr|H7C3I1|H7C3I1_HUMAN Hsc70-interacting protein (Fragment) OS=Homo sapiens,13,13,34.7,369
VASP,-0.689356785,0.0177314255518962,0,P50552;K7ENL7;K7ENR7;K7EIG8;K7EM16,P50552;K7ENL7,8;4;3;2;1,8;4;3;2;1,8;4;3;2;1,Vasodilator-stimulated phosphoprotein,VASP,sp|P50552|VASP_HUMAN Vasodilator-stimulated phosphoprotein OS=Homo sapiens OX=9606 GN=VASP PE=1 SV=3;tr|K7ENL7|K7ENL7_HUMAN Vasodilator-stimulated phosphoprotein OS=Homo sapiens OX=9606 GN=VASP PE=1 SV=1,8,8,25,380
RPL14,0.1137236126,0.457748712009872,0,P50914;E7EPB3,P50914;E7EPB3,12;10,12;10,12;10,60S ribosomal protein L14,RPL14,sp|P50914|RL14_HUMAN 60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=4;tr|E7EPB3|E7EPB3_HUMAN 60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=1,12,12,41.9,215
CCT8,-0.5241777715,0.102925826694062,0,P50990;H7C4C8;H7C2U0,P50990;H7C4C8,47;29;2,47;29;2,47;29;2,T-complex protein 1 subunit theta,CCT8,sp|P50990|TCPQ_HUMAN T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4;tr|H7C4C8|H7C4C8_HUMAN T-complex protein 1 subunit theta (Fragment) OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=1,47,47,70.1,548
CCT4,-0.1242766887,0.358002601969661,0,P50991,P50991,32,32,32,T-complex protein 1 subunit delta,CCT4,sp|P50991|TCPD_HUMAN T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4,32,32,54.4,539
ANXA11,-0.0927490103,0.62461380746474,0,P50995;H0Y6E1,P50995;H0Y6E1,10;5,10;5,10;5,Annexin A11,ANXA11,sp|P50995|ANX11_HUMAN Annexin A11 OS=Homo sapiens OX=9606 GN=ANXA11 PE=1 SV=1;tr|H0Y6E1|H0Y6E1_HUMAN Annexin A11 (Fragment) OS=Homo sapiens OX=9606 GN=ANXA11 PE=1 SV=1,10,10,25.5,505
RAB5C,-0.3786761286,0.0801995289802967,0,P51148;K7ERI8;K7ERQ8;F8VVK3;P20339;F8VVZ0;F8VUA5;K7EIP6;F8WCY6;F8WD79;F8VPW9;F8VSF8;F8VWU4,P51148;K7ERI8;K7ERQ8,7;5;5;3;2;2;2;1;1;1;1;1;1,7;5;5;3;2;2;2;1;1;1;1;1;1,2;0;0;0;0;0;0;1;0;0;0;0;0,Ras-related protein Rab-5C,RAB5C,sp|P51148|RAB5C_HUMAN Ras-related protein Rab-5C OS=Homo sapiens OX=9606 GN=RAB5C PE=1 SV=2;tr|K7ERI8|K7ERI8_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=4 SV=1;tr|K7ERQ8|K7ERQ8_HUMAN PCAF_N domain-containing protein (Fragment) OS=Homo sapiens ,7,2,40.3,216
RAB7A,-0.2278570975,0.164730513835015,0,P51149;C9J8S3;C9IZZ0;C9J592;C9J4V0;C9J4S4,P51149;C9J8S3;C9IZZ0;C9J592;C9J4V0,9;8;7;7;6;4,9;8;7;7;6;4,6;5;4;4;3;1,Ras-related protein Rab-7a,RAB7A,sp|P51149|RAB7A_HUMAN Ras-related protein Rab-7a OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1;tr|C9J8S3|C9J8S3_HUMAN Ras-related protein Rab-7a OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1;tr|C9IZZ0|C9IZZ0_HUMAN Ras-related protein Rab-7a (Fragment) OS=Homo sa,9,6,49.3,207
RAB13,-0.2588571029,0.31310703812168,0,P51153;A0A087WWB9;H0YMN7;Q96E17;P20337;O95716;P20336;M0R257,P51153;A0A087WWB9,6;4;2;1;1;1;1;1,5;4;1;1;1;1;1;1,3;3;0;0;0;0;0;0,Ras-related protein Rab-13,RAB13,sp|P51153|RAB13_HUMAN Ras-related protein Rab-13 OS=Homo sapiens OX=9606 GN=RAB13 PE=1 SV=1;tr|A0A087WWB9|A0A087WWB9_HUMAN Ras-related protein Rab-13 OS=Homo sapiens OX=9606 GN=RAB13 PE=1 SV=1,6,3,34,203
SSR4,0.1086014983,0.499287938888869,0,P51571;A6NLM8,P51571;A6NLM8,6;3,6;3,6;3,Translocon-associated protein subunit delta,SSR4,sp|P51571|SSRD_HUMAN Translocon-associated protein subunit delta OS=Homo sapiens OX=9606 GN=SSR4 PE=1 SV=1;tr|A6NLM8|A6NLM8_HUMAN Translocon-associated protein subunit delta OS=Homo sapiens OX=9606 GN=SSR4 PE=1 SV=1,6,6,34.7,173
BCAP31,0.177258389,0.251785561717209,0,P51572;A0A2R8Y5M6;C9JSP1;C9JQ75;C9J0M4;C9JM14;C9JMD7,P51572;A0A2R8Y5M6;C9JSP1;C9JQ75;C9J0M4,4;3;2;2;2;1;1,4;3;2;2;2;1;1,4;3;2;2;2;1;1,B-cell receptor-associated protein 31,BCAP31,sp|P51572|BAP31_HUMAN B-cell receptor-associated protein 31 OS=Homo sapiens OX=9606 GN=BCAP31 PE=1 SV=3;tr|A0A2R8Y5M6|A0A2R8Y5M6_HUMAN B-cell receptor-associated protein OS=Homo sapiens OX=9606 GN=BCAP31 PE=1 SV=1;tr|C9JSP1|C9JSP1_HUMAN B-cell receptor-ass,4,4,22,246
PSMD7,0.6210549257,0.160446483187723,0,P51665;H3BNT7;H3BTM8;H3BQV2,P51665;H3BNT7;H3BTM8,7;6;6;1,7;6;6;1,7;6;6;1,26S proteasome non-ATPase regulatory subunit 7,PSMD7,sp|P51665|PSMD7_HUMAN 26S proteasome non-ATPase regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMD7 PE=1 SV=2;tr|H3BNT7|H3BNT7_HUMAN 26S proteasome non-ATPase regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMD7 PE=1 SV=1;tr|H3BTM8|H3BTM8_HUMAN 26S prot,7,7,25,324
HDGF,-0.6903761293,0.116153428154205,0,P51858,P51858,7,7,5,Hepatoma-derived growth factor,HDGF,sp|P51858|HDGF_HUMAN Hepatoma-derived growth factor OS=Homo sapiens OX=9606 GN=HDGF PE=1 SV=1,7,5,25.8,240
HNRNPA3,-0.0130613893,0.925807337675413,0,P51991;H7C1J8,P51991,17;2,17;2,17;2,Heterogeneous nuclear ribonucleoprotein A3,HNRNPA3,sp|P51991|ROA3_HUMAN Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2,17,17,44.7,378
HNRNPM,-0.0836818528,0.547473505867845,0,P52272;A0A087X0X3;M0R019;M0R2I7;M0R2T0;M0R0N3;M0QY96;M0R0Y6;M0QYL3,P52272;A0A087X0X3,48;47;19;17;17;12;10;6;4,48;47;19;17;17;12;10;6;4,21;20;8;8;5;3;8;0;1,Heterogeneous nuclear ribonucleoprotein M,HNRNPM,sp|P52272|HNRPM_HUMAN Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3;tr|A0A087X0X3|A0A087X0X3_HUMAN Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=1,48,21,65.2,730
KPNA2,-0.0932732288,0.617215131370462,0,P52292;J3QLL0;J3KS65,P52292,19;9;9,19;9;9,19;9;9,Importin subunit alpha-1,KPNA2,sp|P52292|IMA1_HUMAN Importin subunit alpha-1 OS=Homo sapiens OX=9606 GN=KPNA2 PE=1 SV=1,19,19,38.4,529
ARHGDIA,1.1501839854,0.222855932161908,0,P52565;J3QQX2;J3KTF8;J3KRY1;J3KRE2;J3KS60,P52565;J3QQX2;J3KTF8;J3KRY1,13;12;12;9;6;4,13;12;12;9;6;4,13;12;12;9;6;4,Rho GDP-dissociation inhibitor 1,ARHGDIA,sp|P52565|GDIR1_HUMAN Rho GDP-dissociation inhibitor 1 OS=Homo sapiens OX=9606 GN=ARHGDIA PE=1 SV=3;tr|J3QQX2|J3QQX2_HUMAN Rho GDP-dissociation inhibitor 1 OS=Homo sapiens OX=9606 GN=ARHGDIA PE=1 SV=1;tr|J3KTF8|J3KTF8_HUMAN Rho GDP-dissociation inhibitor 1,13,13,80.4,204
HNRNPF,-0.0533726777,0.703704077227794,0,P52597;A0A1B0GW42,P52597,22;6,22;6,20;6,"Heterogeneous nuclear ribonucleoprotein F;Heterogeneous nuclear ribonucleoprotein F, N-terminally processed",HNRNPF,sp|P52597|HNRPF_HUMAN Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3,22,20,60.5,415
MSH6,0.0793382005,0.746621224214664,0,P52701;A0A494C0M1;A0A087WWJ1;F8WAX8;C9JH55;F8W7G9;C9J8Y8;C9J7Y7,P52701;A0A494C0M1;A0A087WWJ1,8;6;5;3;1;1;1;1,8;6;5;3;1;1;1;1,8;6;5;3;1;1;1;1,DNA mismatch repair protein Msh6,MSH6,sp|P52701|MSH6_HUMAN DNA mismatch repair protein Msh6 OS=Homo sapiens OX=9606 GN=MSH6 PE=1 SV=2;tr|A0A494C0M1|A0A494C0M1_HUMAN DNA mismatch repair protein OS=Homo sapiens OX=9606 GN=MSH6 PE=1 SV=1;tr|A0A087WWJ1|A0A087WWJ1_HUMAN DNA mismatch repair protein ,8,8,10.4,1360
CAPZA1,-0.0633706125,0.711914935296242,0,P52907,P52907,6,6,4,F-actin-capping protein subunit alpha-1,CAPZA1,sp|P52907|CAZA1_HUMAN F-actin-capping protein subunit alpha-1 OS=Homo sapiens OX=9606 GN=CAPZA1 PE=1 SV=3,6,4,31.1,286
BLVRA,-0.2908632759,0.173064413957168,0,P53004;C9J1E1,P53004,7;2,7;2,7;2,Biliverdin reductase A,BLVRA,sp|P53004|BIEA_HUMAN Biliverdin reductase A OS=Homo sapiens OX=9606 GN=BLVRA PE=1 SV=2,7,7,27.4,296
SLC25A1,-0.5483478682,0.0213233949110147,0,P53007;B4DP62,P53007,4;1,4;1,4;1,"Tricarboxylate transport protein, mitochondrial",SLC25A1,"sp|P53007|TXTP_HUMAN Tricarboxylate transport protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A1 PE=1 SV=2",4,4,14.5,311
ACLY,0.4960746655,0.0171204034684473,0,P53396;K7ESG8;K7EIE7,P53396,27;4;2,27;4;2,27;4;2,ATP-citrate synthase,ACLY,sp|P53396|ACLY_HUMAN ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY PE=1 SV=3,27,27,32.3,1101
METAP1,0.1318432597,0.577066724454819,0,P53582;H0Y955;H0Y903,P53582;H0Y955,6;4;2,6;4;2,6;4;2,Methionine aminopeptidase 1,METAP1,sp|P53582|MAP11_HUMAN Methionine aminopeptidase 1 OS=Homo sapiens OX=9606 GN=METAP1 PE=1 SV=2;tr|H0Y955|H0Y955_HUMAN Methionine aminopeptidase 1 (Fragment) OS=Homo sapiens OX=9606 GN=METAP1 PE=1 SV=1,6,6,22.3,386
