Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity CIAO1-N1,Intensity CIAO1-N2,Intensity IP-BirA-alone-N1,Intensity IP-BirA-alone-N2
Q7RTP6;A0A5F9ZHV5;J3KSK6;E9PP85;C9J922;J3QQT0;J3KRP8;J3QLA3;J3QR21,Q7RTP6;A0A5F9ZHV5,42;25;8;7;3;3;1;1;1,42;25;8;7;3;3;1;1;1,39;22;7;5;3;3;1;1;1,Protein-methionine sulfoxide oxidase MICAL3,MICAL3,sp|Q7RTP6|MICA3_HUMAN [F-actin]-monooxygenase MICAL3 OS=Homo sapiens OX=9606 GN=MICAL3 PE=1 SV=2;tr|A0A5F9ZHV5|A0A5F9ZHV5_HUMAN [F-actin]-monooxygenase MICAL3 OS=Homo sapiens OX=9606 GN=MICAL3 PE=1 SV=1,42,39,26.0,26.2197425374365,24.100210604883,29.4090840055084,29.0429911847181
Q8N3F8;H0Y6J8;B0QY91;B0QY86,Q8N3F8,14;5;3;2,14;5;3;2,14;5;3;2,MICAL-like protein 1,MICALL1,sp|Q8N3F8|MILK1_HUMAN MICAL-like protein 1 OS=Homo sapiens OX=9606 GN=MICALL1 PE=1 SV=2,14,14,22.9,24.7146584789877,24.6432591214518,27.4768419800106,27.1821512341117
Q9NYP9,Q9NYP9,2,2,2,Protein Mis18-alpha,MIS18A,sp|Q9NYP9|MS18A_HUMAN Protein Mis18-alpha OS=Homo sapiens OX=9606 GN=MIS18A PE=1 SV=1,2,2,10.7,24.8028894431912,23.8476629922625,24.2141566395833,24.5980979472482
Q8IVT2,Q8IVT2,18,18,18,Mitotic interactor and substrate of PLK1,MISP,sp|Q8IVT2|MISP_HUMAN Mitotic interactor and substrate of PLK1 OS=Homo sapiens OX=9606 GN=MISP PE=1 SV=1,18,18,36.8,28.973419337558,28.0227923624907,27.923713842388,27.7863746317982
O75030;C9JBI8;C9J845;P19484;C9K0S7;Q8WYR3;B1AKB5;B0QYS6;B0QYS7,O75030;C9JBI8,7;4;2;1;1;1;1;1;1,7;4;2;1;1;1;1;1;1,5;2;2;1;1;1;1;1;1,Microphthalmia-associated transcription factor,MITF,sp|O75030|MITF_HUMAN Microphthalmia-associated transcription factor OS=Homo sapiens OX=9606 GN=MITF PE=1 SV=2;tr|C9JBI8|C9JBI8_HUMAN Microphthalmia-associated transcription factor (Fragment) OS=Homo sapiens OX=9606 GN=MITF PE=1 SV=1,7,5,17.3,25.8851830305235,25.294283912771,25.2244239235642,25.0156328341126
P46013,P46013,90,90,90,Antigen KI-67,MKI67,sp|P46013|KI67_HUMAN Proliferation marker protein Ki-67 OS=Homo sapiens OX=9606 GN=MKI67 PE=1 SV=2,90,90,38.2,31.1360174461009,30.1725983437709,29.4426886701752,29.3431642946445
Q9ULH7;I3L2S3;Q969V6;E7ER32;A0A087X287;A0A087WVL2;A0A087WU73;A0A494BZX7;W0Z7M9;B0QY83;A0A499FIJ6;Q8IZQ8;A0A494C1G6;B0QY84;I3L2A0,Q9ULH7,54;22;4;4;4;4;4;4;4;4;4;3;3;3;2,54;22;4;4;4;4;4;4;4;4;4;3;3;3;2,54;22;4;4;4;4;4;4;4;4;4;3;3;3;2,MKL/myocardin-like protein 2,MKL2,sp|Q9ULH7|MRTFB_HUMAN Myocardin-related transcription factor B OS=Homo sapiens OX=9606 GN=MRTFB PE=1 SV=3,54,54,44.6,34.9659376850309,33.9189214145633,33.2544825445922,32.9962439797925
P40692;A0A669KBK2;H0Y818;A0A669KAW3;A0A669KBB4;A0A669KB03;A0A087WX20;E7EUC9;H0Y5L7;F2Z298;E9PF25;H0Y793;H0Y806;H0Y4N0;C9JZ54,P40692;A0A669KBK2;H0Y818;A0A669KAW3;A0A669KBB4;A0A669KB03,25;22;22;22;21;18;9;8;6;3;3;3;3;1;1,25;22;22;22;21;18;9;8;6;3;3;3;3;1;1,25;22;22;22;21;18;9;8;6;3;3;3;3;1;1,DNA mismatch repair protein Mlh1,MLH1,sp|P40692|MLH1_HUMAN DNA mismatch repair protein Mlh1 OS=Homo sapiens OX=9606 GN=MLH1 PE=1 SV=1;tr|A0A669KBK2|A0A669KBK2_HUMAN DNA mismatch repair protein Mlh1 OS=Homo sapiens OX=9606 GN=MLH1 PE=4 SV=1;tr|H0Y818|H0Y818_HUMAN DNA mismatch repair protein Mlh,25,25,47.8,28.2982404854359,27.5858465645854,28.3902212502811,28.1418502719634
Q03111,Q03111,5,5,5,Protein ENL,MLLT1,sp|Q03111|ENL_HUMAN Protein ENL OS=Homo sapiens OX=9606 GN=MLLT1 PE=1 SV=2,5,5,11.8,24.2302057420521,23.7743463146196,26.3539697849017,26.2395434664377
J3KN01,J3KN01,78,78,2,,MLLT4,tr|J3KN01|J3KN01_HUMAN Afadin OS=Homo sapiens OX=9606 GN=AFDN PE=1 SV=1,78,2,54.0,30.4729556309467,29.7288410013541,32.0950610119421,31.974971861864
Q96T76;H0Y7V3;H7C1W5;F8WCH8;B0QZ77;Q5T454;H0Y746,Q96T76,3;1;1;1;1;1;1,3;1;1;1;1;1;1,3;1;1;1;1;1;1,MMS19 nucleotide excision repair protein homolog,MMS19,sp|Q96T76|MMS19_HUMAN MMS19 nucleotide excision repair protein homolog OS=Homo sapiens OX=9606 GN=MMS19 PE=1 SV=2,3,3,4.8,25.4797098406587,25.7115898904603,4.42522191267267,4.39210376514955
P51948,P51948,2,2,2,CDK-activating kinase assembly factor MAT1,MNAT1,sp|P51948|MAT1_HUMAN CDK-activating kinase assembly factor MAT1 OS=Homo sapiens OX=9606 GN=MNAT1 PE=1 SV=1,2,2,7.8,24.7513900054852,23.8956899112601,25.2403808350388,25.5058214858244
Q96BX8;K7ESA9,Q96BX8;K7ESA9,2;1,2;1,2;1,MOB kinase activator 3A,MOB3A,sp|Q96BX8|MOB3A_HUMAN MOB kinase activator 3A OS=Homo sapiens OX=9606 GN=MOB3A PE=1 SV=1;tr|K7ESA9|K7ESA9_HUMAN MOB kinase activator 3A (Fragment) OS=Homo sapiens OX=9606 GN=MOB3A PE=1 SV=8,2,2,18.4,22.3097194737259,22.8589341045976,23.2423594617072,23.2323658825282
O96007,O96007,2,2,2,Molybdopterin synthase catalytic subunit,MOCS2,sp|O96007|MOC2B_HUMAN Molybdopterin synthase catalytic subunit OS=Homo sapiens OX=9606 GN=MOCS2 PE=1 SV=1,2,2,18.6,24.9951146537796,24.2927889483886,23.75837125361,24.3799409639362
Q9Y6X9;H7C3M1;H7C1V1,Q9Y6X9;H7C3M1;H7C1V1,2;1;1,2;1;1,2;1;1,MORC family CW-type zinc finger protein 2,MORC2,sp|Q9Y6X9|MORC2_HUMAN ATPase MORC2 OS=Homo sapiens OX=9606 GN=MORC2 PE=1 SV=2;tr|H7C3M1|H7C3M1_HUMAN ATPase MORC2 (Fragment) OS=Homo sapiens OX=9606 GN=MORC2 PE=1 SV=1;tr|H7C1V1|H7C1V1_HUMAN ATPase MORC2 (Fragment) OS=Homo sapiens OX=9606 GN=MORC2 PE=1 SV=,2,2,2.8,4.29321427599828,4.26311898798562,23.9352607467819,22.9629284741935
O75970;B7ZB24;H0YGQ3;F5H1U9;A0A075B6R8,O75970;B7ZB24;H0YGQ3;F5H1U9;A0A075B6R8,3;3;3;3;2,2;2;2;2;1,2;2;2;2;1,Multiple PDZ domain protein,MPDZ,sp|O75970|MPDZ_HUMAN Multiple PDZ domain protein OS=Homo sapiens OX=9606 GN=MPDZ PE=1 SV=2;tr|B7ZB24|B7ZB24_HUMAN Multiple PDZ domain protein OS=Homo sapiens OX=9606 GN=MPDZ PE=1 SV=1;tr|H0YGQ3|H0YGQ3_HUMAN Multiple PDZ domain protein (Fragment) OS=Homo sa,3,2,2.4,23.1336257680082,23.305487667774,24.0527333927444,24.1335160257653
O00566;U3KQ48,O00566;U3KQ48,3;2,3;2,3;2,U3 small nucleolar ribonucleoprotein protein MPP10,MPHOSPH10,sp|O00566|MPP10_HUMAN U3 small nucleolar ribonucleoprotein protein MPP10 OS=Homo sapiens OX=9606 GN=MPHOSPH10 PE=1 SV=2;tr|U3KQ48|U3KQ48_HUMAN U3 small nucleolar ribonucleoprotein protein MPP10 OS=Homo sapiens OX=9606 GN=MPHOSPH10 PE=1 SV=1,3,3,6.6,24.545509704099,23.3591747421061,23.3111895313799,22.9547351922637
Q13368;D3DX46;A0A0C4DGP3,Q13368;D3DX46;A0A0C4DGP3,4;4;3,4;4;3,4;4;3,MAGUK p55 subfamily member 3,MPP3,sp|Q13368|MPP3_HUMAN MAGUK p55 subfamily member 3 OS=Homo sapiens OX=9606 GN=MPP3 PE=1 SV=2;tr|D3DX46|D3DX46_HUMAN MAGUK p55 subfamily member 3 OS=Homo sapiens OX=9606 GN=MPP3 PE=1 SV=1;tr|A0A0C4DGP3|A0A0C4DGP3_HUMAN MAGUK p55 subfamily member 3 OS=Homo sa,4,4,10.8,22.0039488160014,25.4501666517431,24.9695656946937,24.6862225005822
Q5T2T1;S4R337;U5GXS2,Q5T2T1;S4R337,3;3;1,3;3;1,3;3;1,MAGUK p55 subfamily member 7,MPP7,sp|Q5T2T1|MPP7_HUMAN MAGUK p55 subfamily member 7 OS=Homo sapiens OX=9606 GN=MPP7 PE=1 SV=1;tr|S4R337|S4R337_HUMAN MAGUK p55 subfamily member 7 OS=Homo sapiens OX=9606 GN=MPP7 PE=1 SV=1,3,3,7.1,25.867244072374,24.2017984765622,4.42522191267267,4.39210376514955
A0A494BZV2;Q6WCQ1;J3KSW8;H0Y2S9;H0Y7E2;H7C3G6;J3KSK7;J3QRL2;K7EJ14;K7EL39;A0A1W2PPU9,A0A494BZV2;Q6WCQ1;J3KSW8;H0Y2S9,25;24;21;17;8;6;3;3;1;1;1,25;24;21;17;8;6;3;3;1;1;1,25;24;21;17;8;6;3;3;1;1;1,Myosin phosphatase Rho-interacting protein,MPRIP,tr|A0A494BZV2|A0A494BZV2_HUMAN Myosin phosphatase Rho-interacting protein OS=Homo sapiens OX=9606 GN=MPRIP PE=1 SV=1;sp|Q6WCQ1|MPRIP_HUMAN Myosin phosphatase Rho-interacting protein OS=Homo sapiens OX=9606 GN=MPRIP PE=1 SV=3;tr|J3KSW8|J3KSW8_HUMAN Myosin p,25,25,13.4,25.1022547922889,23.8577578036876,28.2196963852254,28.2844506558471
P49959;F8W7U8;F5GXT0;F5H742;F5H256,P49959;F8W7U8,59;59;19;11;11,59;59;19;11;11,59;59;19;11;11,Double-strand break repair protein MRE11A,MRE11A,sp|P49959|MRE11_HUMAN Double-strand break repair protein MRE11 OS=Homo sapiens OX=9606 GN=MRE11 PE=1 SV=3;tr|F8W7U8|F8W7U8_HUMAN Double-strand break repair protein OS=Homo sapiens OX=9606 GN=MRE11 PE=1 SV=1,59,59,66.5,37.1860805335008,35.3958909552057,31.6146947797603,31.3921780445819
Q6P1R3;B4E1M0;E9PPE2,Q6P1R3;B4E1M0;E9PPE2,4;2;2,4;2;2,4;2;2,Myb/SANT-like DNA-binding domain-containing protein 2,MSANTD2,sp|Q6P1R3|MSD2_HUMAN Myb/SANT-like DNA-binding domain-containing protein 2 OS=Homo sapiens OX=9606 GN=MSANTD2 PE=1 SV=1;tr|B4E1M0|B4E1M0_HUMAN Myb/SANT-like DNA-binding domain-containing protein 2 OS=Homo sapiens OX=9606 GN=MSANTD2 PE=1 SV=1;tr|E9PPE2|E9PP,4,4,10.6,4.29321427599828,4.26311898798562,24.2174146260736,25.2642765029648
P43246;A0A2R8YFH0;E9PHA6;A0A2R8Y6P0;A0A2R8YG02;A0A2R8Y7S8;A0A2R8Y713,P43246;A0A2R8YFH0;E9PHA6;A0A2R8Y6P0;A0A2R8YG02;A0A2R8Y7S8,4;4;4;4;4;3;1,4;4;4;4;4;3;1,4;4;4;4;4;3;1,DNA mismatch repair protein Msh2,MSH2,sp|P43246|MSH2_HUMAN DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1;tr|A0A2R8YFH0|A0A2R8YFH0_HUMAN DNA mismatch repair protein OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1;tr|E9PHA6|E9PHA6_HUMAN DNA mismatch repair protein OS=Homo,4,4,7.6,4.29321427599828,4.26311898798562,24.9602261192441,25.4887029120992
P52701;A0A494C0M1;A0A087WWJ1;A0A087WYT6;F8WAX8;C9JH55;C9J8Y8;C9J7Y7;F8W7G9,P52701;A0A494C0M1;A0A087WWJ1,25;23;20;4;3;2;2;2;1,25;23;20;4;3;2;2;2;1,25;23;20;4;3;2;2;2;1,DNA mismatch repair protein Msh6,MSH6,sp|P52701|MSH6_HUMAN DNA mismatch repair protein Msh6 OS=Homo sapiens OX=9606 GN=MSH6 PE=1 SV=2;tr|A0A494C0M1|A0A494C0M1_HUMAN DNA mismatch repair protein OS=Homo sapiens OX=9606 GN=MSH6 PE=1 SV=1;tr|A0A087WWJ1|A0A087WWJ1_HUMAN DNA mismatch repair protein,25,25,23.9,27.343842013995,26.8389399831477,28.6608834087079,28.5855600739841
P26038;V9GZ54,P26038,27;5,20;3,18;3,Moesin,MSN,sp|P26038|MOES_HUMAN Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3,27,18,43.2,27.513070466004,25.8301880942155,27.5698596634951,27.5971887333906
F5H7C4;F5H199;Q8IXL7;F5H6G9;H0YFW5;H7C2B7,F5H7C4;F5H199;Q8IXL7;F5H6G9;H0YFW5;H7C2B7,4;4;3;3;3;2,4;4;3;3;3;2,4;4;3;3;3;2,Methionine-R-sulfoxide reductase B3,MSRB3,tr|F5H7C4|F5H7C4_HUMAN Methionine-R-sulfoxide reductase B3 (Fragment) OS=Homo sapiens OX=9606 GN=MSRB3 PE=1 SV=1;tr|F5H199|F5H199_HUMAN Peptide-methionine (R)-S-oxide reductase (Fragment) OS=Homo sapiens OX=9606 GN=MSRB3 PE=1 SV=1;sp|Q8IXL7|MSRB3_HUMAN Met,4,4,45.3,24.8834360736511,25.284680099099,24.6350015467788,24.4339628254354
Q9BUK6;A0A3B3IUD2,Q9BUK6;A0A3B3IUD2,5;5,5;5,5;5,Protein misato homolog 1,MSTO1,sp|Q9BUK6|MSTO1_HUMAN Protein misato homolog 1 OS=Homo sapiens OX=9606 GN=MSTO1 PE=1 SV=1;tr|A0A3B3IUD2|A0A3B3IUD2_HUMAN Protein misato homolog 1 OS=Homo sapiens OX=9606 GN=MSTO1 PE=1 SV=1,5,5,10.0,25.0773682816311,23.0351165639966,23.9706192053893,24.4299471033306
Q13330;E7ESY4;Q9BTC8;E9PCS8;E7EQY4;E7EV10;H0Y4T7;F6RRE2;E9PF88;H7C3F3;H0YIT0,Q13330;E7ESY4;Q9BTC8;E9PCS8;E7EQY4;E7EV10,8;8;5;5;5;5;3;3;2;1;1,6;6;3;3;3;3;2;1;2;1;1,6;6;3;3;3;3;2;1;2;1;1,Metastasis-associated protein MTA1;Metastasis-associated protein MTA3,MTA1;MTA3,sp|Q13330|MTA1_HUMAN Metastasis-associated protein MTA1 OS=Homo sapiens OX=9606 GN=MTA1 PE=1 SV=2;tr|E7ESY4|E7ESY4_HUMAN Metastasis-associated protein MTA1 OS=Homo sapiens OX=9606 GN=MTA1 PE=1 SV=1;sp|Q9BTC8|MTA3_HUMAN Metastasis-associated protein MTA3 OS,8,6,12.6,21.340823716009,24.9111823959543,23.6388724775715,24.3566921371862
O94776,O94776,8,8,6,Metastasis-associated protein MTA2,MTA2,sp|O94776|MTA2_HUMAN Metastasis-associated protein MTA2 OS=Homo sapiens OX=9606 GN=MTA2 PE=1 SV=1,8,6,15.7,26.3396010354548,24.8831097406141,25.7961261756054,25.2497407723272
Q86UE4;E5RJU9;H0YB56;H0YBJ8;H0YBE0,Q86UE4;E5RJU9,16;13;5;3;1,16;13;5;3;1,16;13;5;3;1,Protein LYRIC,MTDH,sp|Q86UE4|LYRIC_HUMAN Protein LYRIC OS=Homo sapiens OX=9606 GN=MTDH PE=1 SV=2;tr|E5RJU9|E5RJU9_HUMAN Protein LYRIC OS=Homo sapiens OX=9606 GN=MTDH PE=1 SV=1,16,16,30.6,28.1649006370107,27.7369900154959,28.3614773943237,28.0922971973418
P11586;V9GYY3;A0A384N5Y3;F5H2F4;V9GZ78;A0A494C1T2,P11586;V9GYY3;A0A384N5Y3;F5H2F4;V9GZ78;A0A494C1T2,19;19;19;19;16;14,19;19;19;19;16;14,19;19;19;19;16;14,"C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed",MTHFD1,"sp|P11586|C1TC_HUMAN C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=3;tr|V9GYY3|V9GYY3_HUMAN C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=2;tr|A0A384N5Y3|A0A384N5Y3_HUMAN C-1-tet",19,19,27.6,24.7373253370163,22.4703053691984,28.5364182755891,27.9380910149472
Q9C0I1,Q9C0I1,2,2,2,Myotubularin-related protein 12,MTMR12,sp|Q9C0I1|MTMRC_HUMAN Myotubularin-related protein 12 OS=Homo sapiens OX=9606 GN=MTMR12 PE=1 SV=2,2,2,5.5,23.8059721087026,22.9608800941095,4.42522191267267,4.39210376514955
Q8NCE2;C9JSR1;C9JR61,Q8NCE2;C9JSR1;C9JR61,2;2;1,2;2;1,2;2;1,Myotubularin-related protein 14,MTMR14,sp|Q8NCE2|MTMRE_HUMAN Myotubularin-related protein 14 OS=Homo sapiens OX=9606 GN=MTMR14 PE=1 SV=2;tr|C9JSR1|C9JSR1_HUMAN Myotubularin-related protein 14 OS=Homo sapiens OX=9606 GN=MTMR14 PE=1 SV=1;tr|C9JR61|C9JR61_HUMAN Myotubularin-related protein 14 (Fra,2,2,4.3,24.5591335087342,22.9762599406722,22.3393020003121,24.3015235462335
Q9Y217,Q9Y217,9,9,9,Myotubularin-related protein 6,MTMR6,sp|Q9Y217|MTMR6_HUMAN Myotubularin-related protein 6 OS=Homo sapiens OX=9606 GN=MTMR6 PE=1 SV=3,9,9,19.5,24.6075584471357,23.9377768147597,27.3433337543312,26.7909169890899
Q99707;A0A494C064;A0A494C1A2;B1ANE3,Q99707,16;7;7;7,16;7;7;7,16;7;7;7,Methionine synthase,MTR,sp|Q99707|METH_HUMAN Methionine synthase OS=Homo sapiens OX=9606 GN=MTR PE=1 SV=2,16,16,17.2,27.7806295718857,26.9041463545007,26.5841984661649,25.142619711934
Q9ULD2;H0YC63;A0A0U1RQI2,Q9ULD2;H0YC63,10;6;1,10;6;1,10;6;1,Microtubule-associated tumor suppressor 1,MTUS1,sp|Q9ULD2|MTUS1_HUMAN Microtubule-associated tumor suppressor 1 OS=Homo sapiens OX=9606 GN=MTUS1 PE=1 SV=2;tr|H0YC63|H0YC63_HUMAN Microtubule-associated tumor suppressor 1 (Fragment) OS=Homo sapiens OX=9606 GN=MTUS1 PE=1 SV=1,10,10,10.0,25.9912915696221,24.126522365258,26.1156504596944,25.1812414468888
Q8WXI7,Q8WXI7,6,6,6,Mucin-16,MUC16,sp|Q8WXI7|MUC16_HUMAN Mucin-16 OS=Homo sapiens OX=9606 GN=MUC16 PE=1 SV=3,6,6,0.9,22.3270427251267,21.7599970546452,27.9406133567067,23.8978144425491
Q14764;H3BQK6;H3BRL2;H3BUK7;H3BNF6;H3BPZ2;H3BNF2;H3BUP3;H3BQE7;H3BP76;I3L155,Q14764,19;7;5;3;3;2;2;2;2;2;1,19;7;5;3;3;2;2;2;2;2;1,19;7;5;3;3;2;2;2;2;2;1,Major vault protein,MVP,sp|Q14764|MVP_HUMAN Major vault protein OS=Homo sapiens OX=9606 GN=MVP PE=1 SV=4,19,19,34.4,28.3879229844325,26.5377442651323,26.0337227610982,25.2172666952823
Q9BQG0;I3L1L3;I3L311,Q9BQG0;I3L1L3,8;6;1,8;6;1,8;6;1,Myb-binding protein 1A,MYBBP1A,sp|Q9BQG0|MBB1A_HUMAN Myb-binding protein 1A OS=Homo sapiens OX=9606 GN=MYBBP1A PE=1 SV=2;tr|I3L1L3|I3L1L3_HUMAN Myb-binding protein 1A (Fragment) OS=Homo sapiens OX=9606 GN=MYBBP1A PE=1 SV=1,8,8,8.7,4.29321427599828,4.26311898798562,26.2441974427318,25.994812631639
O75592;A0A499FJI4;H7C3U4,O75592;A0A499FJI4,21;21;2,21;21;2,21;21;2,E3 ubiquitin-protein ligase MYCBP2,MYCBP2,sp|O75592|MYCB2_HUMAN E3 ubiquitin-protein ligase MYCBP2 OS=Homo sapiens OX=9606 GN=MYCBP2 PE=1 SV=4;tr|A0A499FJI4|A0A499FJI4_HUMAN E3 ubiquitin-protein ligase MYCBP2 OS=Homo sapiens OX=9606 GN=MYCBP2 PE=1 SV=1,21,21,7.2,28.2104361394273,27.1999468170758,23.8484010505315,22.9607387192555
Q9UKX3,Q9UKX3,3,2,2,Myosin-13,MYH13,sp|Q9UKX3|MYH13_HUMAN Myosin-13 OS=Homo sapiens OX=9606 GN=MYH13 PE=2 SV=2,3,2,1.4,25.1460819794042,24.436763668157,4.42522191267267,4.39210376514955
Q7Z406;M0QY43,Q7Z406;M0QY43,13;9,4;4,4;4,Myosin-14,MYH14,sp|Q7Z406|MYH14_HUMAN Myosin-14 OS=Homo sapiens OX=9606 GN=MYH14 PE=1 SV=2;tr|M0QY43|M0QY43_HUMAN Myosin-14 (Fragment) OS=Homo sapiens OX=9606 GN=MYH14 PE=1 SV=8,13,4,6.6,26.3867971404413,25.9848689959607,28.7279651563801,29.1108805585342
Q9Y623,Q9Y623,3,2,2,Myosin-4,MYH4,sp|Q9Y623|MYH4_HUMAN Myosin-4 OS=Homo sapiens OX=9606 GN=MYH4 PE=2 SV=2,3,2,1.9,24.7795153814316,22.0142371002958,4.42522191267267,4.39210376514955
A7E2Y1;A0A087X0T3;REV__Q9NZR1,A7E2Y1;A0A087X0T3,3;3;1,2;2;1,2;2;1,Myosin-7B,MYH7B,sp|A7E2Y1|MYH7B_HUMAN Myosin-7B OS=Homo sapiens OX=9606 GN=MYH7B PE=1 SV=4;tr|A0A087X0T3|A0A087X0T3_HUMAN Myosin-7B OS=Homo sapiens OX=9606 GN=MYH7B PE=1 SV=1,3,2,1.8,28.269458025184,27.319510138113,25.4384298728663,25.1137841267223
P13535,P13535,4,3,3,Myosin-8,MYH8,sp|P13535|MYH8_HUMAN Myosin-8 OS=Homo sapiens OX=9606 GN=MYH8 PE=1 SV=3,4,3,2.5,24.9024682272373,26.1753138040582,23.4149329300375,23.9288599699393
P35579;Q5BKV1;P35749;B1AH99;A0A494C024;A0A0C4DFM8;A0A2R8Y4C3;E7ERA5;A1L2Z2;P12883;P12882;Q9UKX2;P11055;REV__S4R3H4;REV__E7EQT4;REV__Q9UKV3,P35579,142;20;13;10;5;4;3;2;2;1;1;1;1;1;1;1,142;20;13;10;5;4;3;2;2;1;1;1;1;1;1;1,121;17;2;9;1;0;0;0;0;0;0;0;0;1;1;1,Myosin-9,MYH9,sp|P35579|MYH9_HUMAN Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4,142,121,60.4,31.1079910823664,30.2343217162257,34.8270965184139,34.7194201275652
O14950;P19105;J3QRS3;P24844,O14950;P19105;J3QRS3;P24844,2;2;2;1,2;2;2;1,2;2;2;1,Myosin regulatory light chain 12B;Myosin regulatory light chain 12A;Myosin regulatory light polypeptide 9,MYL12B;MYL12A;MYL9,sp|O14950|ML12B_HUMAN Myosin regulatory light chain 12B OS=Homo sapiens OX=9606 GN=MYL12B PE=1 SV=2;sp|P19105|ML12A_HUMAN Myosin regulatory light chain 12A OS=Homo sapiens OX=9606 GN=MYL12A PE=1 SV=2;tr|J3QRS3|J3QRS3_HUMAN Myosin regulatory light chain 12A,2,2,11.0,4.29321427599828,4.26311898798562,23.2990794242312,23.4061344038626
P60660;F8VPF3;F8W1R7;J3KND3;G8JLA2;G3V1V0;B7Z6Z4;F8VZU9;G3V1Y7;F8W180;P14649;F8W1I5,P60660;F8VPF3;F8W1R7;J3KND3;G8JLA2;G3V1V0;B7Z6Z4;F8VZU9;G3V1Y7;F8W180,3;3;3;3;3;3;3;2;2;2;1;1,3;3;3;3;3;3;3;2;2;2;1;1,3;3;3;3;3;3;3;2;2;2;1;1,Myosin light polypeptide 6,MYL6,sp|P60660|MYL6_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=2;tr|F8VPF3|F8VPF3_HUMAN Myosin light polypeptide 6 (Fragment) OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=1;tr|F8W1R7|F8W1R7_HUMAN Myosin light polypeptide 6 OS=Homo sapie,3,3,29.1,26.1640374656127,25.6982761507226,4.42522191267267,4.39210376514955
Q15746;D6R9C2,Q15746,16;2,16;2,16;2,"Myosin light chain kinase, smooth muscle;Myosin light chain kinase, smooth muscle, deglutamylated form",MYLK,"sp|Q15746|MYLK_HUMAN Myosin light chain kinase, smooth muscle OS=Homo sapiens OX=9606 GN=MYLK PE=1 SV=4",16,16,10.6,25.6339767775114,25.1794201494516,28.1744092184076,27.7258544572931
Q92614;A0A0D9SFK2,Q92614;A0A0D9SFK2,2;2,2;2,2;2,Unconventional myosin-XVIIIa,MYO18A,sp|Q92614|MY18A_HUMAN Unconventional myosin-XVIIIa OS=Homo sapiens OX=9606 GN=MYO18A PE=1 SV=3;tr|A0A0D9SFK2|A0A0D9SFK2_HUMAN Unconventional myosin-XVIIIa OS=Homo sapiens OX=9606 GN=MYO18A PE=1 SV=1,2,2,1.1,4.29321427599828,4.26311898798562,23.611555282517,25.851718927014
Q9UBC5;G3V342,Q9UBC5;G3V342,4;2,2;1,2;1,Unconventional myosin-Ia,MYO1A,sp|Q9UBC5|MYO1A_HUMAN Unconventional myosin-Ia OS=Homo sapiens OX=9606 GN=MYO1A PE=1 SV=1;tr|G3V342|G3V342_HUMAN Unconventional myosin-Ia OS=Homo sapiens OX=9606 GN=MYO1A PE=1 SV=1,4,2,4.4,4.29321427599828,4.26311898798562,23.2529050379531,23.0685228082729
O43795;E9PDF6;H7C2Y7;E7EQD9;A0A0U1RRI3;C9JYW1;C9JUP5;C9K0I9,O43795;E9PDF6,23;23;6;5;4;3;2;1,23;23;6;5;4;3;2;1,21;21;6;4;4;2;2;1,Unconventional myosin-Ib,MYO1B,sp|O43795|MYO1B_HUMAN Unconventional myosin-Ib OS=Homo sapiens OX=9606 GN=MYO1B PE=1 SV=3;tr|E9PDF6|E9PDF6_HUMAN Unconventional myosin-Ib OS=Homo sapiens OX=9606 GN=MYO1B PE=1 SV=1,23,21,26.0,27.0915407903403,26.650752009806,27.7260494204738,27.340110611621
Q12965;H0YNQ8;O00160;H0YN00;H0YLE5,Q12965,8;2;1;1;1,8;2;1;1;1,8;2;1;1;1,Unconventional myosin-Ie,MYO1E,sp|Q12965|MYO1E_HUMAN Unconventional myosin-Ie OS=Homo sapiens OX=9606 GN=MYO1E PE=1 SV=2,8,8,9.7,4.29321427599828,4.26311898798562,24.5955393213647,26.2873248849995
