WDTC1_vs_BirA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
RPL10,0.4618167034,0.0148421663399223,0,P27635;X1WI28;F8W7C6;A0A087WV22;Q96L21;H7C123;B8A6G2;H7C2C5;A6QRI9,P27635;X1WI28;F8W7C6;A0A087WV22,14;13;11;11;5;4;4;4;4,14;13;11;11;5;4;4;4;4,14;13;11;11;5;4;4;4;4,60S ribosomal protein L10,RPL10,sp|P27635|RL10_HUMAN 60S ribosomal protein L10 OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=4;tr|X1WI28|X1WI28_HUMAN 60S ribosomal protein L10 (Fragment) OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=7;tr|F8W7C6|F8W7C6_HUMAN 60S ribosomal protein L10 OS=Homo sapien,14,14,60.7,214
RPA1,-0.0796905794,0.541329845730876,0,P27694;I3L4R8,P27694;I3L4R8,3;2,3;2,3;2,"Replication protein A 70 kDa DNA-binding subunit;Replication protein A 70 kDa DNA-binding subunit, N-terminally processed",RPA1,sp|P27694|RFA1_HUMAN Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens OX=9606 GN=RPA1 PE=1 SV=2;tr|I3L4R8|I3L4R8_HUMAN Replication protein A 70 kDa DNA-binding subunit (Fragment) OS=Homo sapiens OX=9606 GN=RPA1 PE=1 SV=1,3,3,7.6,616
APEX1,-0.0043006061,0.962384848980181,0,P27695;G3V5Q1;G3V3M6;G3V5D9;A0A0C4DGK8;G3V3C7;H7C4A8;G3V5M0;G3V359,P27695;G3V5Q1;G3V3M6;G3V5D9;A0A0C4DGK8;G3V3C7,6;4;4;3;3;3;2;2;2,6;4;4;3;3;3;2;2;2,6;4;4;3;3;3;2;2;2,"DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial",APEX1,sp|P27695|APEX1_HUMAN DNA-(apurinic or apyrimidinic site) endonuclease OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=2;tr|G3V5Q1|G3V5Q1_HUMAN DNA-(apurinic or apyrimidinic site) lyase (Fragment) OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=1;tr|G3V3M6|G3V3M6_HUMAN ,6,6,27,318
CALR,-0.1904020019,0.105312910766424,0,P27797;K7EJB9;K7EL50,P27797;K7EJB9,16;12;1,16;12;1,16;12;1,Calreticulin,CALR,sp|P27797|CALR_HUMAN Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1;tr|K7EJB9|K7EJB9_HUMAN Calreticulin (Fragment) OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1,16,16,47.5,417
CANX,-0.3258129058,0.0201097096186392,0,P27824;D6RDP7;D6RAU8;D6RB85;D6RAQ8;H0Y9Q7;D6RFL1;D6RGY2;D6RHJ3;D6RD16;H0Y9H1,P27824,11;5;4;4;3;3;2;2;1;1;1,11;5;4;4;3;3;2;2;1;1;1,11;5;4;4;3;3;2;2;1;1;1,Calnexin,CANX,sp|P27824|CALX_HUMAN Calnexin OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=2,11,11,24.3,592
PSMB8;PSM8,-0.5326531174,0.0741288543028518,0,P28062;X5D2R7;Q5JNW7;A0A140T998,P28062;X5D2R7;Q5JNW7;A0A140T998,5;5;3;3,5;5;3;3,5;5;3;3,Proteasome subunit beta type-8;Proteasome subunit beta type,PSMB8;PSM8,sp|P28062|PSB8_HUMAN Proteasome subunit beta type-8 OS=Homo sapiens OX=9606 GN=PSMB8 PE=1 SV=3;tr|X5D2R7|X5D2R7_HUMAN Proteasome subunit beta OS=Homo sapiens OX=9606 GN=PSMB8 PE=1 SV=1;tr|Q5JNW7|Q5JNW7_HUMAN Proteasome subunit beta type-8 OS=Homo sapiens O,5,5,34.4,276
PSMA5,-0.1397242845,0.440504126382472,0,P28066,P28066,8,8,8,Proteasome subunit alpha type-5,PSMA5,sp|P28066|PSA5_HUMAN Proteasome subunit alpha type-5 OS=Homo sapiens OX=9606 GN=PSMA5 PE=1 SV=3,8,8,31.1,241
PSMB4,0.125134694,0.287688959379758,0,P28070,P28070,7,7,7,Proteasome subunit beta type-4,PSMB4,sp|P28070|PSB4_HUMAN Proteasome subunit beta type-4 OS=Homo sapiens OX=9606 GN=PSMB4 PE=1 SV=4,7,7,35.6,264
PSMB6,0.2830134582,0.0264560992219856,0,P28072;I3L3X7;A0A087X2I4,P28072,6;2;2,6;2;2,6;2;2,Proteasome subunit beta type-6,PSMB6,sp|P28072|PSB6_HUMAN Proteasome subunit beta type-6 OS=Homo sapiens OX=9606 GN=PSMB6 PE=1 SV=4,6,6,21.3,239
PSMB5,0.2665866558,0.0493286409439905,0,P28074;H0YJM8,P28074,11;5,11;5,11;5,Proteasome subunit beta type-5,PSMB5,sp|P28074|PSB5_HUMAN Proteasome subunit beta type-5 OS=Homo sapiens OX=9606 GN=PSMB5 PE=1 SV=3,11,11,47.5,263
NDUFS1,0.2961828737,0.0439915040312396,0,P28331;B4DJ81;C9JPQ5;F8WDL5,P28331;B4DJ81,5;3;2;1,5;3;2;1,5;3;2;1,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",NDUFS1,"sp|P28331|NDUS1_HUMAN NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS1 PE=1 SV=3;tr|B4DJ81|B4DJ81_HUMAN NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS1 PE=1 SV=1",5,5,8.5,727
MAPK1,0.4895340106,0.303500913556736,0,P28482,P28482,9,9,7,Mitogen-activated protein kinase 1,MAPK1,sp|P28482|MK01_HUMAN Mitogen-activated protein kinase 1 OS=Homo sapiens OX=9606 GN=MAPK1 PE=1 SV=3,9,7,33.1,360
LAP3,-0.2109828346,0.205834320612929,0,P28838;H0Y9Q1;H0Y983,P28838,21;9;3,21;9;3,21;9;3,Cytosol aminopeptidase,LAP3,sp|P28838|AMPL_HUMAN Cytosol aminopeptidase OS=Homo sapiens OX=9606 GN=LAP3 PE=1 SV=3,21,21,57,519
IMPA1,-0.1016316478,0.504019368985314,0,P29218;E5RG13;H0YBL1;E5RIP7;E5RG94;E5RIF4;E5RHE9;E5RI82;E5RGY4,P29218;E5RG13;H0YBL1;E5RIP7,6;5;5;4;2;2;2;2;1,6;5;5;4;2;2;2;2;1,6;5;5;4;2;2;2;2;1,Inositol monophosphatase 1,IMPA1,sp|P29218|IMPA1_HUMAN Inositol monophosphatase 1 OS=Homo sapiens OX=9606 GN=IMPA1 PE=1 SV=1;tr|E5RG13|E5RG13_HUMAN Inositol monophosphatase 1 (Fragment) OS=Homo sapiens OX=9606 GN=IMPA1 PE=1 SV=1;tr|H0YBL1|H0YBL1_HUMAN Inositol-1-monophosphatase (Fragment),6,6,25.3,277
TKT,0.4469380741,0.00871687358163605,0,P29401;A0A0B4J1R6;E9PFF2;F8W888;F8WAX4,P29401;A0A0B4J1R6;E9PFF2,33;27;17;6;1,33;27;17;6;1,33;27;17;6;1,Transketolase,TKT,sp|P29401|TKT_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3;tr|A0A0B4J1R6|A0A0B4J1R6_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=1;tr|E9PFF2|E9PFF2_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=1,33,33,70.6,623
ERP29,-0.5106402616,0.00856741027881602,0,P30040;F8VY02;F8W1G0,P30040;F8VY02,12;8;2,12;8;2,12;8;2,Endoplasmic reticulum resident protein 29,ERP29,sp|P30040|ERP29_HUMAN Endoplasmic reticulum resident protein 29 OS=Homo sapiens OX=9606 GN=ERP29 PE=1 SV=4;tr|F8VY02|F8VY02_HUMAN Endoplasmic reticulum resident protein 29 OS=Homo sapiens OX=9606 GN=ERP29 PE=1 SV=1,12,12,49.4,261
PRDX6,-0.0505558268,0.649591397259536,0,P30041,P30041,16,16,16,Peroxiredoxin-6,PRDX6,sp|P30041|PRDX6_HUMAN Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3,16,16,63.8,224
BLVRB,-0.193635535,0.194070149072403,0,P30043;A0A2R8YEP4;M0R192;A0A2R8Y7Y9;M0QZL1,P30043;A0A2R8YEP4;M0R192,6;5;4;1;1,6;5;4;1;1,6;5;4;1;1,Flavin reductase (NADPH),BLVRB,sp|P30043|BLVRB_HUMAN Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3;tr|A0A2R8YEP4|A0A2R8YEP4_HUMAN Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=1;tr|M0R192|M0R192_HUMAN Flavin reductase (NADPH) OS=Homo sapiens OX=,6,6,41.3,206
PRDX5,-0.7204150872,0.00800450679393131,0,P30044,P30044,7,7,7,"Peroxiredoxin-5, mitochondrial",PRDX5,"sp|P30044|PRDX5_HUMAN Peroxiredoxin-5, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX5 PE=1 SV=4",7,7,46.3,214
PRDX3,0.0328767834,0.777186984447824,0,P30048,P30048,10,10,10,"Thioredoxin-dependent peroxide reductase, mitochondrial",PRDX3,"sp|P30048|PRDX3_HUMAN Thioredoxin-dependent peroxide reductase, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX3 PE=1 SV=3",10,10,47.7,256
ATP5D,0.0892898476,0.635575724067744,0,P30049,P30049,2,2,2,"ATP synthase subunit delta, mitochondrial",ATP5D,"sp|P30049|ATPD_HUMAN ATP synthase subunit delta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1D PE=1 SV=2",2,2,7.1,168
RPL12,0.3614597299,0.0152837316544054,0,P30050,P30050,10,10,10,60S ribosomal protein L12,RPL12,sp|P30050|RL12_HUMAN 60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1,10,10,66.7,165
ECHS1,-0.2080343983,0.244291253746267,0,P30084,P30084,9,9,9,"Enoyl-CoA hydratase, mitochondrial",ECHS1,"sp|P30084|ECHM_HUMAN Enoyl-CoA hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ECHS1 PE=1 SV=4",9,9,38.6,290
CMPK1,0.0873938598,0.381566367199099,0,P30085;Q5T0D2;A0A494BXC7,P30085;Q5T0D2,7;5;3,7;5;3,7;5;3,UMP-CMP kinase,CMPK1,sp|P30085|KCY_HUMAN UMP-CMP kinase OS=Homo sapiens OX=9606 GN=CMPK1 PE=1 SV=3;tr|Q5T0D2|Q5T0D2_HUMAN UMP-CMP kinase OS=Homo sapiens OX=9606 GN=CMPK1 PE=1 SV=1,7,7,52,196
PEBP1,-0.3446456609,0.0193156149475314,0,P30086,P30086,9,9,9,Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide,PEBP1,sp|P30086|PEBP1_HUMAN Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens OX=9606 GN=PEBP1 PE=1 SV=3,9,9,67.9,187
PDIA3,-0.2165101547,0.0571291394308531,0,P30101,P30101,28,28,22,Protein disulfide-isomerase A3,PDIA3,sp|P30101|PDIA3_HUMAN Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4,28,22,55.4,505
PPP2R1A,-0.08239643,0.391607599977977,0,P30153;C9J9C1;B3KQV6;E9PH38;E9PPI5;E9PNM7;E9PHZ6,P30153;C9J9C1;B3KQV6,17;10;9;5;2;2;2,17;10;9;5;2;2;2,13;7;8;5;0;0;0,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,PPP2R1A,sp|P30153|2AAA_HUMAN Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R1A PE=1 SV=4;tr|C9J9C1|C9J9C1_HUMAN Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (Fr,17,13,37.4,589
PPP2R1B,0.050984171,0.725294600529365,0,P30154;H0YDG7,P30154,6;2,2;1,2;1,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform,PPP2R1B,sp|P30154|2AAB_HUMAN Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform OS=Homo sapiens OX=9606 GN=PPP2R1B PE=1 SV=3,6,2,12.6,601
PPIF,0.6871815588,0.00380584827453333,0,P30405;H0Y548;R4GN99,P30405;H0Y548;R4GN99,10;7;6,10;7;6,10;7;6,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial;Peptidyl-prolyl cis-trans isomerase",PPIF,"sp|P30405|PPIF_HUMAN Peptidyl-prolyl cis-trans isomerase F, mitochondrial OS=Homo sapiens OX=9606 GN=PPIF PE=1 SV=1;tr|H0Y548|H0Y548_HUMAN Peptidyl-prolyl cis-trans isomerase (Fragment) OS=Homo sapiens OX=9606 GN=PPIF PE=1 SV=1;tr|R4GN99|R4GN99_HUMAN Pepti",10,10,57.5,207
NMT1,-0.2491856329,0.0503232719075345,0,P30419;K7EN82;B7Z8J4;O60551;Q5VUC6,P30419,5;2;2;1;1,5;2;2;1;1,5;2;2;1;1,Glycylpeptide N-tetradecanoyltransferase 1,NMT1,sp|P30419|NMT1_HUMAN Glycylpeptide N-tetradecanoyltransferase 1 OS=Homo sapiens OX=9606 GN=NMT1 PE=1 SV=2,5,5,10.1,496
ADSS,-0.011830578,0.925869983652646,0,P30520,P30520,3,3,3,Adenylosuccinate synthetase isozyme 2,ADSS,sp|P30520|PURA2_HUMAN Adenylosuccinate synthetase isozyme 2 OS=Homo sapiens OX=9606 GN=ADSS2 PE=1 SV=3,3,3,10.7,456
ALDH1B1,0.3999825002,0.0126303939652084,0,P30837;A0A0U1RQK9,P30837,11;1,11;1,11;1,"Aldehyde dehydrogenase X, mitochondrial",ALDH1B1,"sp|P30837|AL1B1_HUMAN Aldehyde dehydrogenase X, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH1B1 PE=1 SV=3",11,11,31.3,517
SDHA,-0.2911377635,0.0660192205176715,0,P31040;D6RFM5;A0A494C1T6;A0A087X1I3;H0Y8X1,P31040;D6RFM5;A0A494C1T6;A0A087X1I3,9;7;6;6;1,9;7;6;6;1,9;7;6;6;1,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",SDHA,"sp|P31040|SDHA_HUMAN Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHA PE=1 SV=2;tr|D6RFM5|D6RFM5_HUMAN Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens OX=9606 ",9,9,15.2,664
GDI1,0.1849778215,0.208283362036176,0,P31150;G5E9U5,P31150,12;4,3;1,3;1,Rab GDP dissociation inhibitor alpha,GDI1,sp|P31150|GDIA_HUMAN Rab GDP dissociation inhibitor alpha OS=Homo sapiens OX=9606 GN=GDI1 PE=1 SV=2,12,3,28.6,447
MAT2A,-0.0598423048,0.68814847378712,0,P31153;Q00266,P31153,11;1,11;1,11;1,S-adenosylmethionine synthase isoform type-2,MAT2A,sp|P31153|METK2_HUMAN S-adenosylmethionine synthase isoform type-2 OS=Homo sapiens OX=9606 GN=MAT2A PE=1 SV=1,11,11,29.4,395
RRM2,-0.1415736523,0.3794669893516,0,P31350;C9JXC1;A0A286YFD6,P31350;C9JXC1;A0A286YFD6,5;4;4,5;4;4,5;4;4,Ribonucleoside-diphosphate reductase subunit M2,RRM2,sp|P31350|RIR2_HUMAN Ribonucleoside-diphosphate reductase subunit M2 OS=Homo sapiens OX=9606 GN=RRM2 PE=1 SV=1;tr|C9JXC1|C9JXC1_HUMAN Ribonucleoside-diphosphate reductase subunit M2 (Fragment) OS=Homo sapiens OX=9606 GN=RRM2 PE=1 SV=1;tr|A0A286YFD6|A0A286Y,5,5,19.5,389
DNAJA1,0.3366589372,0.0787211462140456,0,P31689,P31689,5,5,5,DnaJ homolog subfamily A member 1,DNAJA1,sp|P31689|DNJA1_HUMAN DnaJ homolog subfamily A member 1 OS=Homo sapiens OX=9606 GN=DNAJA1 PE=1 SV=2,5,5,24.2,397
UQCRC1,0.0674695824,0.471999327884172,0,P31930,P31930,16,16,16,"Cytochrome b-c1 complex subunit 1, mitochondrial",UQCRC1,"sp|P31930|QCR1_HUMAN Cytochrome b-c1 complex subunit 1, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC1 PE=1 SV=3",16,16,40,480
ATIC,-0.070339733,0.460217988668743,0,P31939;C9JLK0;H7C1S2;F8WEF0,P31939,25;7;6;4,25;7;6;4,25;7;6;4,Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase,ATIC,sp|P31939|PUR9_HUMAN Bifunctional purine biosynthesis protein ATIC OS=Homo sapiens OX=9606 GN=ATIC PE=1 SV=3,25,25,55.7,592
HNRNPH3,-0.176505688,0.158593239937652,0,P31942,P31942,13,13,13,Heterogeneous nuclear ribonucleoprotein H3,HNRNPH3,sp|P31942|HNRH3_HUMAN Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens OX=9606 GN=HNRNPH3 PE=1 SV=2,13,13,54.6,346
YWHAB,0.0019019423,0.98352872848903,0,P31946;Q4VY20;Q4VY19;A0A0J9YWE8;A0A0J9YWZ2,P31946;Q4VY20;Q4VY19;A0A0J9YWE8,17;9;9;9;4,11;7;7;7;2,10;6;6;6;2,"14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed",YWHAB,sp|P31946|1433B_HUMAN 14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=3;tr|Q4VY20|Q4VY20_HUMAN 14-3-3 protein beta/alpha (Fragment) OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=1;tr|Q4VY19|Q4VY19_HUMAN 14-3-3 protein beta/alpha (Fragment) OS,17,10,65.9,246
SFN,0.3593226287,0.0456343373093837,0,P31947,P31947,16,13,13,14-3-3 protein sigma,SFN,sp|P31947|1433S_HUMAN 14-3-3 protein sigma OS=Homo sapiens OX=9606 GN=SFN PE=1 SV=1,16,13,58.9,248
STIP1,0.2552893808,0.0479216116693775,0,P31948;F5H783;F5GXD8;H0YGI8,P31948;F5H783,23;14;9;5,23;14;9;5,23;14;9;5,Stress-induced-phosphoprotein 1,STIP1,sp|P31948|STIP1_HUMAN Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1;tr|F5H783|F5H783_HUMAN Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1,23,23,47,543
S100A11,-0.1956283398,0.091189296982929,0,P31949,P31949,5,5,5,"Protein S100-A11;Protein S100-A11, N-terminally processed",S100A11,sp|P31949|S10AB_HUMAN Protein S100-A11 OS=Homo sapiens OX=9606 GN=S100A11 PE=1 SV=2,5,5,46.7,105
PRDX2,-0.5782219025,0.00302601434292105,0,P32119;A6NIW5,P32119;A6NIW5,10;5,9;5,9;5,Peroxiredoxin-2,PRDX2,"sp|P32119|PRDX2_HUMAN Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5;tr|A6NIW5|A6NIW5_HUMAN Peroxiredoxin 2, isoform CRA_a OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=2",10,9,48.5,198
CDA,-0.3321605975,0.160642264616639,0,P32320,P32320,2,2,2,Cytidine deaminase,CDA,sp|P32320|CDD_HUMAN Cytidine deaminase OS=Homo sapiens OX=9606 GN=CDA PE=1 SV=2,2,2,27.4,146
PYCR1,-0.2717846223,0.0952325855835542,0,P32322;E2QRB3;J3QL24;J3KQ22;J3QLK9;J3QL32;J3KTA8;J3QKT3;J3QRZ0;J3QR88;J3QL23;J3QKT4;J3KSA9,P32322;E2QRB3;J3QL24;J3KQ22;J3QLK9;J3QL32,10;9;6;6;5;5;4;4;4;4;4;3;1,10;9;6;6;5;5;4;4;4;4;4;3;1,9;8;6;6;5;5;4;4;4;4;4;2;1,"Pyrroline-5-carboxylate reductase 1, mitochondrial;Pyrroline-5-carboxylate reductase",PYCR1,"sp|P32322|P5CR1_HUMAN Pyrroline-5-carboxylate reductase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PYCR1 PE=1 SV=2;tr|E2QRB3|E2QRB3_HUMAN Pyrroline-5-carboxylate reductase 1, isoform CRA_c OS=Homo sapiens OX=9606 GN=PYCR1 PE=1 SV=2;tr|J3QL24|J3QL24_HUMAN ",10,9,38.6,319
RPL9,0.3159574716,0.047870611379086,0,P32969;D6RAN4;A0A2R8Y5Y7;E7ESE0;H0Y9V9;H0Y9R4,P32969;D6RAN4;A0A2R8Y5Y7;E7ESE0;H0Y9V9,12;11;10;9;7;4,12;11;10;9;7;4,12;11;10;9;7;4,60S ribosomal protein L9,RPL9,sp|P32969|RL9_HUMAN 60S ribosomal protein L9 OS=Homo sapiens OX=9606 GN=RPL9 PE=1 SV=1;tr|D6RAN4|D6RAN4_HUMAN 60S ribosomal protein L9 (Fragment) OS=Homo sapiens OX=9606 GN=RPL9 PE=1 SV=8;tr|A0A2R8Y5Y7|A0A2R8Y5Y7_HUMAN 60S ribosomal protein L9 OS=Homo sapi,12,12,55.7,192
KIF5B,-0.2054294663,0.216322887993169,0,P33176,P33176,13,13,9,Kinesin-1 heavy chain,KIF5B,sp|P33176|KINH_HUMAN Kinesin-1 heavy chain OS=Homo sapiens OX=9606 GN=KIF5B PE=1 SV=1,13,9,18.7,963
CKS2,-0.4256493336,0.242795249463431,0,P33552,P33552,4,4,4,Cyclin-dependent kinases regulatory subunit 2,CKS2,sp|P33552|CKS2_HUMAN Cyclin-dependent kinases regulatory subunit 2 OS=Homo sapiens OX=9606 GN=CKS2 PE=1 SV=1,4,4,69.6,79
MCM5,-0.4386203158,0.035035145070478,0,P33992;B1AHB1;B1AHB2;B1AHA9;F8WFD7,P33992;B1AHB1,19;18;5;5;1,19;18;5;5;1,19;18;5;5;1,DNA replication licensing factor MCM5;DNA helicase,MCM5,sp|P33992|MCM5_HUMAN DNA replication licensing factor MCM5 OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=5;tr|B1AHB1|B1AHB1_HUMAN DNA helicase OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=1,19,19,31.5,734
MCM7,-0.2640337855,0.12036979069658,0,P33993,P33993,25,25,19,DNA replication licensing factor MCM7,MCM7,sp|P33993|MCM7_HUMAN DNA replication licensing factor MCM7 OS=Homo sapiens OX=9606 GN=MCM7 PE=1 SV=4,25,19,49.4,719
SHMT1,-0.6111299837,0.0123485017609711,0,P34896;J3KRZ5;A0A087WTD8;J3KRK5,P34896;J3KRZ5,6;3;1;1,5;3;1;1,5;3;1;1,"Serine hydroxymethyltransferase, cytosolic",SHMT1,"sp|P34896|GLYC_HUMAN Serine hydroxymethyltransferase, cytosolic OS=Homo sapiens OX=9606 GN=SHMT1 PE=1 SV=1;tr|J3KRZ5|J3KRZ5_HUMAN Serine hydroxymethyltransferase, cytosolic (Fragment) OS=Homo sapiens OX=9606 GN=SHMT1 PE=1 SV=1",6,5,23.2,483
SHMT2,0.0999212523,0.289364912460996,0,P34897;H0YIZ0;G3V2Y4;G3V5L0;G3V4W5;G3V540;G3V241;G3V3Y8;G3V4T0;G3V4X0;G3V2W0;G3V2E4;G3V2D2,P34897;H0YIZ0,25;14;11;9;7;6;4;4;4;4;4;4;1,25;14;11;9;7;6;4;4;4;4;4;4;1,24;14;10;8;6;5;4;4;4;4;4;4;0,"Serine hydroxymethyltransferase, mitochondrial;Serine hydroxymethyltransferase",SHMT2,"sp|P34897|GLYM_HUMAN Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=SHMT2 PE=1 SV=3;tr|H0YIZ0|H0YIZ0_HUMAN Serine hydroxymethyltransferase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=SHMT2 PE=1 SV=1",25,24,50,504
HSPA4,0.1739256752,0.101245887147689,0,P34932;A0A087WYC1;A0A087WTS8,P34932;A0A087WYC1;A0A087WTS8,44;35;31,44;35;31,41;32;29,Heat shock 70 kDa protein 4,HSPA4,sp|P34932|HSP74_HUMAN Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4;tr|A0A087WYC1|A0A087WYC1_HUMAN Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=1;tr|A0A087WTS8|A0A087WTS8_HUMAN Heat shock 70 kDa protein 4 OS,44,41,52.5,840
PHB,-0.0708433649,0.467807333900205,0,P35232;C9JW96;C9JZ20;E7ESE2;E9PCW0;D6RBK0,P35232;C9JW96;C9JZ20;E7ESE2;E9PCW0;D6RBK0,24;21;18;18;18;12,24;21;18;18;18;12,24;21;18;18;18;12,Prohibitin,PHB,sp|P35232|PHB_HUMAN Prohibitin OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1;tr|C9JW96|C9JW96_HUMAN Prohibitin (Fragment) OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=2;tr|C9JZ20|C9JZ20_HUMAN Prohibitin (Fragment) OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1;tr|E7ESE2|E7,24,24,79.8,272
RPA3,-0.1197882279,0.343539430150097,0,P35244;B5MC59,P35244,3;1,3;1,3;1,Replication protein A 14 kDa subunit,RPA3,sp|P35244|RFA3_HUMAN Replication protein A 14 kDa subunit OS=Homo sapiens OX=9606 GN=RPA3 PE=1 SV=1,3,3,38.8,121
RPL22,0.4041453261,0.00966183253498042,0,P35268;K7ERI7;K7EMH1;K7ELC4;K7EP65;K7EKS7;K7EJT5,P35268;K7ERI7;K7EMH1;K7ELC4;K7EP65;K7EKS7,10;9;8;7;5;5;3,10;9;8;7;5;5;3,8;7;6;5;5;5;3,60S ribosomal protein L22,RPL22,sp|P35268|RL22_HUMAN 60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=2;tr|K7ERI7|K7ERI7_HUMAN 60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=1;tr|K7EMH1|K7EMH1_HUMAN 60S ribosomal protein L22 (Fragment) OS=Homo sapien,10,8,69.5,128
SPR,-0.2149287856,0.111391249817151,0,P35270,P35270,6,6,6,Sepiapterin reductase,SPR,sp|P35270|SPRE_HUMAN Sepiapterin reductase OS=Homo sapiens OX=9606 GN=SPR PE=1 SV=1,6,6,32.2,261
MYH9,0.2566872342,0.0553997032314244,0,P35579;Q5BKV1;P35749;P12883;P12882;P13533;Q9Y623;P13535;P11055;Q9UKX3;B1AH99;A0A2R8Y4C3;A0A0C4DFM8;A0A494C024;A1L2Z2,P35579,85;7;5;1;1;1;1;1;1;1;1;1;1;1;1,85;7;5;1;1;1;1;1;1;1;1;1;1;1;1,75;7;1;0;0;0;0;0;0;0;1;0;0;0;0,Myosin-9,MYH9,sp|P35579|MYH9_HUMAN Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4,85,75,47.7,1960
MYH10,-0.228634414,0.126597624043885,0,P35580;E7ERA5,P35580,10;1,2;1,2;1,Myosin-10,MYH10,sp|P35580|MYH10_HUMAN Myosin-10 OS=Homo sapiens OX=9606 GN=MYH10 PE=1 SV=3,10,2,5.6,1976
