Gene_names,EED_vs_BirA_logFC,EED_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_EED_N1,Peptides_EED_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_EED_N1,Razor___unique_peptides_EED_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_EED_N1,Unique_peptides_EED_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_EED_N1,Identification_type_EED_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_EED_N1,Ratio_H_L_EED_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_EED_N1,Ratio_H_L_normalized_EED_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____EED_N1,Ratio_H_L_variability_____EED_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_EED_N1,Ratio_H_L_count_EED_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_EED_N1,Ratio_H_L_iso_count_EED_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_EED_N1,Ratio_H_L_type_EED_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_EED_N1____,Sequence_coverage_EED_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_EED_N1,Intensity_L_EED_N1,Intensity_H_EED_N1,Intensity_EED_N2,Intensity_L_EED_N2,Intensity_H_EED_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_EED_N1,metacell_Intensity_L_EED_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
PSMD1,-2.92306708857092,0.0711938100501399,Q99460;A0A087WW66;H7C378;F8WCE3;C9J9M4,Q99460;A0A087WW66;H7C378,8;7;4;1;1,8;7;4;1;1,8;7;4;1;1,26S proteasome non-ATPase regulatory subunit 1,sp|Q99460|PSMD1_HUMAN 26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PSMD1 PE=1 SV=2;tr|A0A087WW66|A0A087WW66_HUMAN 26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PSMD1 PE=1 SV=1;tr|H7C378|H7C378_HUMAN ,5,8,8,8,6,7,1,3,6,7,1,3,6,7,1,3,10.5,10.5,10.5,105.84,953,953;953;192;48;203,0.0,15.162,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33507,0.87026,38.704,19,10,Leave out requantified,0.36014,0.3047,0.21051,0.3437,0.93456,0.84714,0.45137,0.92563,78.011,11.508,,25.331,7,7,1,4,3,4,1,2,Leave out requantified,Leave out requantified,Median,Median,7.7,8.5,1.3,2.9,896130000,540130000,356000000,296660000,189430000,107230000,403570000,216540000,187040000,15503000,11233000,4269300,180400000,122930000,57465000,,,,2752,257;10085;11856;12354;13934;17953;18020;18325,True;True;True;True;True;True;True;True,316;317;13477;15667;16278;18285;23407;23497;23864,702;703;704;705;706;30377;30378;30379;30380;35168;36519;40864;40865;52753;52754;52755;52965;52966;53779;53780,1298;1299;1300;1301;1302;1303;1304;1305;1306;1307;1308;55872;55873;55874;55875;55876;55877;64276;64277;64278;64279;66692;74251;74252;74253;96643;96644;96645;96646;97000;97001;98499;98500,1307;55874;64277;66692;74253;96645;97000;98499,,,,,-1;-1;-1;-1;-1,protein_2753,quanti,quanti,quanti,quanti
VAT1,-1.57062129716935,0.0168209164513601,Q99536;K7ESA3;K7ERT7;K7ENX2;K7EM19;K7EJM4,Q99536,13;6;6;3;3;1,13;6;6;3;3;1,13;6;6;3;3;1,Synaptic vesicle membrane protein VAT-1 homolog,sp|Q99536|VAT1_HUMAN Synaptic vesicle membrane protein VAT-1 homolog OS=Homo sapiens OX=9606 GN=VAT1 PE=1 SV=2,6,13,13,13,8,8,9,9,8,8,9,9,8,8,9,9,29.8,29.8,29.8,41.92,393,393;125;146;151;154;30,0.0,49.982,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.37351,1.1541,27.004,34,10,Leave out requantified,0.34016,0.47113,0.35865,0.38598,1.217,1.3778,1.0929,1.0018,21.036,12.879,34.52,38.651,8,8,9,9,2,2,3,3,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,24.9,24.7,22.1,26.2,3164800000,2269300000,895530000,1002600000,761160000,241490000,1143100000,777920000,365170000,574030000,422710000,151320000,445020000,307460000,137560000,,,,2753,307;2443;5924;5925;6091;10653;10682;13143;16849;17649;17861;18591;18592,True;True;True;True;True;True;True;True;True;True;True;True;True,384;385;3148;7799;7800;8039;14205;14243;17257;21919;23004;23292;24233;24234;24235;24236,838;839;840;841;842;7352;7353;17608;17609;17610;17611;17612;18161;18162;31968;31969;31970;31971;32042;38717;38718;49293;49294;51814;51815;52485;52486;52487;52488;54656;54657;54658;54659;54660;54661;54662;54663,1535;1536;1537;1538;1539;1540;1541;1542;1543;1544;1545;1546;13939;13940;13941;13942;13943;13944;32761;32762;32763;32764;32765;32766;32767;32768;32769;32770;32771;32772;33776;33777;58614;58615;58616;58617;58618;58619;58620;58621;58622;58623;58624;58625;58728;70635;70636;90022;90023;90024;94897;94898;94899;94900;96132;96133;96134;96135;96136;96137;96138;96139;96140;96141;96142;96143;96144;96145;96146;100303;100304;100305;100306;100307;100308;100309;100310;100311;100312,1539;13944;32765;32772;33777;58619;58728;70636;90023;94899;96141;100306;100307,3551;3552,,277;295,,-1;-1;-1;-1;-1;-1,protein_2754,quanti,quanti,quanti,quanti
PLIN2,-1.92862454262058,0.0148401639600106,Q99541;Q5SYF3;Q5SYF5;Q5SYF4,Q99541,10;2;2;2,10;2;2;2,10;2;2;2,Perilipin-2,sp|Q99541|PLIN2_HUMAN Perilipin-2 OS=Homo sapiens OX=9606 GN=PLIN2 PE=1 SV=2,4,10,10,10,8,7,4,2,8,7,4,2,8,7,4,2,34.6,34.6,34.6,48.075,437,437;110;125;126,0.0,19.175,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.78084,2.3686,29.738,21,3,Leave out requantified,0.8594,0.65173,0.58211,1.7132,2.7493,1.7246,1.6139,4.8982,21.68,24.582,110.53,26.786,8,7,4,2,0,1,1,1,Leave out requantified,Leave out requantified,Leave out requantified,Median,28.6,24.7,12.4,5.7,1032600000,498350000,534270000,345880000,183120000,162770000,278010000,176500000,101510000,235560000,91585000,143980000,173170000,47156000,126020000,,,,2754,1896;6310;7477;9518;12008;12317;14648;15252;15535;15658,True;True;True;True;True;True;True;True;True;True,2458;8377;9915;12724;15856;16239;19167;19913;20260;20412,5779;5780;5781;19018;19019;22505;22506;28703;28704;35566;36438;42858;42859;44573;44574;45410;45411;45793;45794;45795;45796,11000;11001;11002;11003;11004;11005;11006;35471;35472;35473;35474;35475;41873;41874;52894;52895;64921;66522;77790;80939;80940;80941;80942;80943;80944;80945;80946;82387;82388;82389;83085;83086;83087;83088;83089;83090;83091,11006;35473;41873;52895;64921;66522;77790;80944;82388;83085,3553,,226,,-1;-1;-1;-1,protein_2755,quanti,quanti,quanti,quanti
EIF3C;EIF3CL,-0.136155435671956,0.782944066569221,Q99613;B5ME19;H3BPE4,Q99613;B5ME19,15;13;1,15;13;1,15;13;1,Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein,sp|Q99613|EIF3C_HUMAN Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens OX=9606 GN=EIF3C PE=1 SV=1;sp|B5ME19|EIFCL_HUMAN Eukaryotic translation initiation factor 3 subunit C-like protein OS=Homo sapiens OX=9606 GN=EIF3CL PE=1 SV=1,3,15,15,15,5,9,7,8,5,9,7,8,5,9,7,8,16.6,16.6,16.6,105.34,913,913;914;148,0.0,34.22,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.46101,1.2042,23.923,37,11,Leave out requantified,0.38878,0.36789,0.49363,0.50727,1.1527,0.95985,1.3992,1.2446,10.724,16.734,33.249,21.479,6,9,11,11,2,5,3,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,4.7,9.5,7.8,8.8,1325100000,858450000,466610000,194180000,137270000,56910000,378670000,250460000,128210000,363470000,218960000,144510000,388750000,251770000,136980000,,,,2757,1047;3449;3923;4844;4845;9519;10379;11747;11852;13901;13902;15829;15890;17206;17331,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1338;1339;1340;1341;4449;5048;5049;6260;6261;12725;13859;15534;15662;15663;18249;18250;20618;20690;22378;22379;22550,3090;3091;3092;3093;3094;3095;3096;3097;3098;10219;10220;10221;10222;11473;11474;11475;14140;14141;14142;14143;28705;31227;34887;35162;35163;40790;40791;40792;46273;46274;46275;46449;46450;50330;50331;50332;50758,5796;5797;5798;5799;5800;5801;5802;5803;5804;5805;5806;5807;5808;5809;5810;5811;5812;5813;5814;19246;19247;19248;19249;19250;21553;21554;21555;21556;21557;21558;26478;26479;26480;26481;52896;57437;63791;63792;64268;64269;74160;74161;74162;84030;84031;84350;92020;92021;92022;92854;92855,5802;19250;21555;26480;26481;52896;57437;63791;64268;74161;74162;84031;84350;92020;92855,3557;3558;3559,,643;712;877,,-1;-1;-1,protein_2758,quanti,quanti,quanti,quanti
TTC1,-21.0930696795088,1.85368789543964e-07,Q99614;H0YB37,Q99614;H0YB37,2;1,2;1,2;1,Tetratricopeptide repeat protein 1,sp|Q99614|TTC1_HUMAN Tetratricopeptide repeat protein 1 OS=Homo sapiens OX=9606 GN=TTC1 PE=1 SV=1;tr|H0YB37|H0YB37_HUMAN Tetratricopeptide repeat protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=TTC1 PE=1 SV=1,2,2,2,2,2,2,0,0,2,2,0,0,2,2,0,0,7.9,7.9,7.9,33.526,292,292;163,0.00051653,2.0642,By MS/MS,By MS/MS,,,0.69031,1.9346,11.998,4,0,Leave out requantified,0.64666,0.7369,,,1.9684,1.9013,,,18.11,5.8865,,,2,2,0,0,0,0,0,0,Median,Median,Median,Median,7.9,7.9,0.0,0.0,136780000,82642000,54137000,62155000,38731000,23424000,74624000,43911000,30713000,0,0,0,0,0,0,,,,2758,989;1214,True;True,1255;1585,2870;2871;3624;3625,5388;5389;5390;5391;5392;5393;5394;6723,5392;6723,,,,,-1;-1,protein_2759,imputed MEC,imputed MEC,quanti,quanti
PHB2,0.729347392828227,0.204727786910289,Q99623;J3KPX7;F5GY37;F5GWA7;F5H3X6;F5H0C5;F5H2D2;U3KPZ5,Q99623;J3KPX7;F5GY37;F5GWA7;F5H3X6,34;33;31;23;17;10;8;2,34;33;31;23;17;10;8;2,34;33;31;23;17;10;8;2,Prohibitin-2,sp|Q99623|PHB2_HUMAN Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2;tr|J3KPX7|J3KPX7_HUMAN Prohibitin OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2;tr|F5GY37|F5GY37_HUMAN Prohibitin OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=1;tr|F5GWA7|F5GWA7_HUMAN Prohi,8,34,34,34,20,22,28,23,20,22,28,23,20,22,28,23,86.0,86.0,86.0,33.296,299,299;298;267;261;213;112;87;103,0.0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.32739,0.93485,20.662,139,23,Leave out requantified,0.30873,0.29951,0.34644,0.3536,0.98475,0.84143,1.0277,1.0364,19.001,14.051,21.251,25.31,23,25,49,42,7,4,6,6,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,65.2,69.2,77.3,82.9,20874000000,15510000000,5364300000,2520700000,1950400000,570240000,3439900000,2612100000,827780000,9687800000,7159600000,2528200000,5225700000,3787600000,1438100000,,,,2759,203;1670;1671;1672;1703;1704;1734;1735;2771;2833;3625;3762;4349;5582;6836;6837;7462;7705;7893;7979;7980;8339;9467;9468;10121;10122;11926;11927;12857;13460;15648;17883;17884;17939,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,250;251;2186;2187;2188;2222;2223;2224;2225;2261;2262;2263;3581;3659;3660;4658;4659;4838;5619;5620;7343;9059;9060;9061;9899;10189;10436;10544;10545;11089;11090;11091;11092;12665;12666;13525;13526;13527;15762;15763;15764;15765;15766;16914;17659;17660;20401;20402;23315;23316;23317;23389;23390;23391,552;553;554;555;556;5108;5109;5110;5111;5112;5113;5197;5198;5199;5200;5201;5202;5203;5204;5205;5206;5207;5281;5282;5283;5284;5285;5286;5287;5288;5289;5290;8310;8311;8471;8472;8473;8474;8475;8476;10643;10644;10645;10646;10647;10648;10649;10650;10651;10652;10993;10994;12703;12704;12705;12706;12707;12708;16673;16674;20508;20509;20510;20511;20512;20513;20514;20515;20516;20517;20518;20519;22467;22468;22469;22470;22471;22472;22473;22474;23117;23118;23119;23681;23902;23903;23904;25021;25022;25023;25024;25025;25026;25027;25028;25029;28568;28569;28570;28571;28572;28573;28574;30482;30483;30484;30485;30486;30487;30488;35352;35353;35354;35355;35356;35357;35358;35359;35360;35361;37966;39518;39519;45769;45770;45771;45772;45773;45774;52536;52537;52538;52539;52540;52541;52542;52713;52714;52715;52716;52717;52718,1032;1033;1034;1035;1036;1037;1038;1039;9771;9772;9773;9774;9775;9776;9777;9778;9779;9780;9781;9955;9956;9957;9958;9959;9960;9961;9962;9963;9964;9965;9966;9967;9968;9969;9970;9971;9972;9973;9974;9975;9976;9977;9978;10102;10103;10104;10105;10106;10107;10108;10109;10110;10111;10112;10113;10114;10115;10116;10117;10118;10119;10120;10121;10122;15745;15746;15747;15748;15749;16038;16039;16040;16041;16042;16043;16044;16045;16046;16047;16048;16049;19913;19914;19915;19916;19917;19918;19919;19920;19921;19922;19923;19924;19925;19926;19927;19928;19929;19930;19931;20581;20582;20583;20584;20585;20586;23777;23778;23779;23780;23781;23782;23783;23784;23785;23786;23787;23788;23789;23790;23791;23792;23793;23794;23795;23796;31103;31104;31105;31106;31107;31108;31109;31110;38153;38154;38155;38156;38157;38158;38159;38160;38161;38162;38163;38164;38165;38166;38167;38168;38169;38170;38171;38172;38173;38174;38175;38176;38177;38178;38179;38180;38181;38182;38183;38184;41810;41811;41812;41813;41814;41815;41816;41817;41818;41819;41820;41821;41822;41823;41824;41825;41826;41827;41828;41829;41830;41831;41832;41833;41834;43039;43040;43041;44087;44088;44599;44600;44601;44602;46532;46533;46534;46535;46536;46537;46538;46539;46540;46541;46542;46543;46544;46545;46546;46547;46548;46549;46550;46551;46552;46553;52661;52662;52663;52664;52665;52666;52667;52668;52669;52670;52671;56063;56064;56065;56066;56067;56068;56069;56070;56071;56072;56073;56074;56075;56076;56077;56078;56079;56080;56081;56082;56083;56084;56085;56086;56087;56088;56089;64553;64554;64555;64556;64557;64558;64559;64560;64561;64562;64563;64564;64565;64566;64567;64568;64569;64570;64571;64572;64573;64574;69318;69319;69320;69321;72041;72042;83039;83040;83041;83042;83043;83044;83045;83046;83047;83048;83049;83050;96223;96224;96225;96226;96227;96228;96229;96230;96231;96232;96233;96585;96586;96587;96588;96589;96590;96591;96592;96593;96594;96595,1034;9777;9779;9781;9958;9966;10102;10114;15748;16049;19929;20586;23784;31104;38168;38184;41830;43040;44087;44600;44602;46535;52665;52670;56078;56084;64559;64573;69319;72041;83048;96231;96233;96589,3560;3561;3562;3563;3564;3565;3566;3567;3568;3569;3570;3571,161,6;24;89;97;147;200;216;218;224;244;250;262,120,-1;-1;-1;-1;-1;-1;-1;-1,protein_2760,quanti,quanti,quanti,quanti
KIF2C,3.35586283810565,0.00831292385612591,Q99661;H0Y5Z9;Q8N4N8;Q5JR89;Q5JR91,Q99661,6;2;1;1;1,6;2;1;1;1,6;2;1;1;1,Kinesin-like protein KIF2C,sp|Q99661|KIF2C_HUMAN Kinesin-like protein KIF2C OS=Homo sapiens OX=9606 GN=KIF2C PE=1 SV=2,5,6,6,6,1,2,5,5,1,2,5,5,1,2,5,5,10.8,10.8,10.8,81.312,725,725;107;673;287;336,0.0,6.9748,By MS/MS,By MS/MS,By MS/MS,By MS/MS,1.3568,3.3466,19.456,13,1,Leave out requantified,1.8576,1.8845,1.0858,1.0089,4.2325,4.2013,2.8017,2.7535,,20.308,24.491,33.478,1,2,5,5,0,0,1,0,Median,Median,Leave out requantified,Leave out requantified,1.1,2.6,9.2,8.8,553970000,250860000,303110000,11731000,3876500,7854500,46819000,16659000,30160000,272430000,127600000,144840000,222990000,102730000,120260000,,,,2761,1247;4494;8923;9302;12273;15833,True;True;True;True;True;True,1624;5796;11973;12461;16183;20622,3721;3722;13107;26976;26977;26978;28101;28102;28103;28104;36324;46282;46283,6888;24476;24477;24478;49734;49735;51744;51745;51746;51747;66262;66263;84044,6888;24478;49735;51744;66263;84044,,,,,-1;-1;-1;-1;-1,protein_2762,quanti,quanti,quanti,quanti
HSD17B10,0.735481458833604,0.200851676468441,Q99714;Q5H928,Q99714;Q5H928,16;10,16;10,16;10,3-hydroxyacyl-CoA dehydrogenase type-2,sp|Q99714|HCD2_HUMAN 3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens OX=9606 GN=HSD17B10 PE=1 SV=3;tr|Q5H928|Q5H928_HUMAN 3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens OX=9606 GN=HSD17B10 PE=1 SV=1,2,16,16,16,7,6,13,10,7,6,13,10,7,6,13,10,82.4,82.4,82.4,26.923,261,261;169,0.0,40.994,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.28059,0.80853,24.102,53,13,Leave out requantified,0.2426,0.23961,0.29062,0.30525,0.83661,0.66178,0.8605,0.82587,34.139,16.913,20.67,35.581,9,7,21,16,1,4,4,4,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,48.7,44.4,70.1,61.3,3037300000,2257500000,779790000,428230000,325020000,103220000,433350000,332190000,101160000,1410400000,1046400000,363940000,765370000,553900000,211470000,,,,2762,2778;5076;5305;5527;5735;8408;9389;11117;11173;11174;15577;17084;17137;17737;18027;18028,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,3591;3592;6616;6617;6950;7263;7264;7544;7545;11204;12569;14763;14832;14833;14834;20315;22225;22292;23124;23504;23505,8333;8334;14978;14979;14980;14981;14982;14983;15776;15777;16490;16491;16492;16493;16494;16495;16496;17086;17087;17088;17089;25310;25311;25312;28361;28362;28363;33165;33166;33167;33168;33321;33322;33323;33324;33325;33326;33327;45561;45562;50011;50012;50013;50014;50161;52102;52103;52104;52105;52983;52984;52985;52986,15795;15796;15797;15798;28100;28101;28102;28103;28104;28105;28106;28107;28108;28109;28110;28111;28112;28113;29579;30812;30813;30814;30815;30816;30817;30818;30819;30820;30821;30822;30823;30824;30825;30826;31879;31880;47021;47022;52241;52242;52243;60641;60642;60643;60644;60645;60916;60917;60918;60919;60920;82668;82669;82670;91459;91460;91461;91462;91463;91464;91465;91466;91735;95381;95382;95383;95384;95385;95386;95387;95388;97032;97033;97034;97035;97036;97037,15796;28105;29579;30817;31879;47022;52241;60644;60916;60919;82668;91461;91735;95384;97035;97037,3572,,9,,-1;-1,protein_2763,quanti,quanti,quanti,quanti
NAP1L4,-3.2959751204022,0.0529762941392956,Q99733;C9J6D1;C9JZI7;E9PNW0;E9PJJ2;E9PS34;E9PNJ7;A8MXH2;E9PKT8;E9PKI2;C9J1B1;E9PP22;H0YCI4,Q99733;C9J6D1;C9JZI7;E9PNW0;E9PJJ2;E9PS34;E9PNJ7;A8MXH2;E9PKT8;E9PKI2,12;11;11;10;10;10;10;9;9;6;5;5;2,10;9;9;8;8;8;8;7;7;6;5;5;2,10;9;9;8;8;8;8;7;7;6;5;5;2,Nucleosome assembly protein 1-like 4,sp|Q99733|NP1L4_HUMAN Nucleosome assembly protein 1-like 4 OS=Homo sapiens OX=9606 GN=NAP1L4 PE=1 SV=1;tr|C9J6D1|C9J6D1_HUMAN Nucleosome assembly protein 1-like 4 (Fragment) OS=Homo sapiens OX=9606 GN=NAP1L4 PE=1 SV=1;tr|C9JZI7|C9JZI7_HUMAN Nucleosome asse,13,12,10,10,9,10,1,7,7,8,1,5,7,8,1,5,32.8,29.9,29.9,42.823,375,375;178;278;107;128;133;140;156;169;78;101;154;204,0.0,12.11,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34644,0.8736,12.815,21,6,Leave out requantified,0.27495,0.36395,0.27223,0.40588,0.81672,0.93553,0.58006,0.95882,30.137,14.342,,5.3052,7,8,1,5,3,2,0,1,Leave out requantified,Leave out requantified,Median,Leave out requantified,28.0,29.3,2.9,20.5,690480000,505360000,185120000,227660000,171120000,56538000,319590000,230800000,88787000,11336000,8337000,2998800,131900000,95100000,36795000,,,,2763,354;355;4690;4691;5245;7369;9109;12362;13021;17674;18894;18895,True;True;False;False;True;True;True;True;True;True;True;True,444;445;6040;6041;6042;6862;9783;12232;16287;17111;23044;23045;24606;24607,1008;1009;1010;1011;13652;13653;13654;13655;13656;13657;13658;13659;13660;13661;15546;15547;15548;15549;22207;22208;27672;27673;36537;36538;38414;38415;51906;51907;51908;51909;55478;55479,1923;1924;1925;25530;25531;25532;25533;25534;25535;25536;25537;25538;25539;25540;25541;25542;25543;25544;25545;25546;25547;25548;25549;25550;25551;25552;25553;25554;25555;25556;29146;29147;41394;41395;51025;66724;66725;70148;95054;95055;95056;95057;95058;101688;101689;101690,1924;1925;25535;25549;29146;41394;51025;66724;70148;95055;101688;101689,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_2764,quanti,quanti,quanti,quanti
CCT7,-0.357259740093625,0.420019819731767,Q99832;F8WAM2;F8WBP8;A0A0D9SG95,Q99832,38;9;2;2,38;9;2;2,38;9;2;2,T-complex protein 1 subunit eta,sp|Q99832|TCPH_HUMAN T-complex protein 1 subunit eta OS=Homo sapiens OX=9606 GN=CCT7 PE=1 SV=2,4,38,38,38,24,27,29,27,24,27,29,27,24,27,29,27,66.3,66.3,66.3,59.366,543,543;98;83;83,0.0,157.4,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.29281,0.87722,19.371,147,35,Leave out requantified,0.2593,0.30391,0.27761,0.30896,0.9209,0.87058,0.80014,0.82985,30.401,8.918,17.171,23.172,30,33,43,41,6,8,8,13,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,52.7,54.7,60.8,51.4,10734000000,8061900000,2672500000,2212500000,1720800000,491780000,2876000000,2153800000,722230000,2907600000,2191900000,715780000,2738300000,1995500000,742750000,,,,2765,600;1086;1201;1751;1968;2477;2478;3253;5036;5037;5299;5570;6125;7370;8611;9757;9974;9975;10487;13476;13477;13592;13593;13702;14876;14877;15211;15805;15838;15839;15939;16133;16355;16384;18174;19405;19406;19407,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,746;1408;1409;1410;1411;1569;1570;2281;2547;3192;3193;4192;6561;6562;6563;6941;6942;6943;7322;8090;9784;9785;11515;11516;11517;13039;13345;13346;14004;17681;17682;17683;17835;17836;17837;17984;17985;19453;19454;19455;19860;20589;20590;20627;20628;20629;20754;21005;21006;21007;21305;21338;21339;23683;25256;25257;25258;25259;25260,1688;3217;3218;3219;3220;3221;3222;3588;3589;3590;3591;3592;3593;5344;5995;5996;5997;7463;7464;7465;7466;9640;14855;14856;14857;14858;14859;14860;15760;15761;15762;15763;15764;15765;15766;15767;16616;16617;16618;16619;16620;16621;16622;18297;18298;18299;18300;22209;22210;22211;22212;22213;22214;25954;25955;25956;25957;29398;29399;30079;30080;30081;30082;30083;30084;30085;31531;39561;39562;39563;39564;39565;39566;39567;39568;39879;39880;39881;39882;39883;39884;39885;40177;40178;40179;40180;40181;40182;40183;40184;40185;40186;43487;43488;43489;43490;43491;43492;43493;43494;43495;43496;43497;43498;43499;43500;44447;44448;44449;44450;44451;44452;44453;44454;46199;46200;46201;46202;46292;46293;46294;46295;46296;46605;46606;46607;46608;47205;47206;47207;47208;47209;47210;47853;47854;47918;47919;47920;47921;47922;53395;53396;56838;56839;56840;56841;56842;56843;56844;56845;56846,3082;6006;6007;6008;6009;6010;6011;6012;6013;6014;6657;6658;6659;6660;6661;6662;6663;6664;6665;6666;6667;6668;6669;10221;11387;11388;11389;11390;11391;11392;11393;11394;11395;14136;14137;14138;18221;27884;27885;27886;27887;27888;27889;27890;27891;27892;27893;29558;29559;29560;29561;29562;29563;29564;29565;29566;29567;29568;31011;31012;31013;31014;31015;31016;31017;31018;31019;31020;31021;31022;34048;41396;41397;41398;41399;41400;41401;41402;41403;48018;48019;48020;48021;54217;54218;54219;54220;54221;55331;55332;55333;55334;55335;55336;55337;55338;55339;55340;55341;55342;55343;55344;55345;57921;72104;72105;72106;72107;72108;72109;72110;72111;72112;72113;72114;72115;72116;72635;72636;72637;72638;72639;72640;72641;72642;72643;72644;72645;72646;73093;73094;73095;73096;73097;73098;73099;73100;73101;73102;73103;73104;73105;73106;73107;73108;73109;78962;78963;78964;78965;78966;78967;78968;78969;78970;78971;78972;78973;78974;78975;78976;78977;78978;78979;78980;78981;78982;78983;78984;78985;78986;78987;78988;78989;78990;78991;80726;80727;80728;80729;80730;80731;80732;80733;83838;83839;83840;83841;83842;83843;83844;83845;83846;84056;84057;84058;84059;84060;84061;84062;84063;84657;84658;84659;84660;84661;84662;84663;84664;84665;84666;84667;84668;84669;85931;85932;85933;85934;85935;85936;85937;85938;85939;85940;85941;85942;85943;85944;85945;85946;85947;85948;85949;85950;85951;85952;85953;85954;85955;85956;87223;87224;87225;87226;87227;87228;87362;87363;87364;87365;87366;87367;87368;87369;87370;87371;87372;87373;87374;97839;97840;104115;104116;104117;104118;104119;104120;104121;104122;104123;104124;104125;104126;104127;104128;104129;104130,3082;6006;6657;10221;11393;14137;14138;18221;27884;27893;29558;31022;34048;41403;48019;54218;55338;55345;57921;72108;72110;72635;72643;73104;78977;78991;80731;83839;84056;84063;84665;85936;87228;87363;97839;104119;104127;104130,3573;3574;3575;3576;3577;3578;3579;3580;3581;3582;3583,,55;135;137;172;218;366;368;430;440;463;521,,-1;-1;-1;-1,protein_2766,quanti,quanti,quanti,quanti
