FBXW8_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
CMPK1,0.3911508054,0.0115521227024927,0,P30085;Q5T0D2;A0A494BXC7,P30085;Q5T0D2,4;3;1,4;3;1,4;3;1,UMP-CMP kinase,CMPK1,sp|P30085|KCY_HUMAN UMP-CMP kinase OS=Homo sapiens OX=9606 GN=CMPK1 PE=1 SV=3;tr|Q5T0D2|Q5T0D2_HUMAN UMP-CMP kinase OS=Homo sapiens OX=9606 GN=CMPK1 PE=1 SV=1,4,4,30.1,196
PEBP1,-0.3571719168,0.0143316340456116,0,P30086,P30086,10,10,10,Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide,PEBP1,sp|P30086|PEBP1_HUMAN Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens OX=9606 GN=PEBP1 PE=1 SV=3,10,10,75.9,187
PDIA3,-0.291472072,0.0249615327139936,0,P30101,P30101,31,31,24,Protein disulfide-isomerase A3,PDIA3,sp|P30101|PDIA3_HUMAN Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4,31,24,61,505
PPP2R1A,-0.225773504,0.175263173523609,0,P30153;B3KQV6;C9J9C1;E9PH38;E9PPI5;E9PNM7;E9PHZ6,P30153;B3KQV6;C9J9C1,18;10;9;5;2;2;2,18;10;9;5;2;2;2,13;8;6;5;0;0;0,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,PPP2R1A,sp|P30153|2AAA_HUMAN Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R1A PE=1 SV=4;tr|B3KQV6|B3KQV6_HUMAN Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=,18,13,36.2,589
PPIF,0.3576876331,0.0508141840623767,0,P30405;H0Y548;R4GN99,P30405;H0Y548;R4GN99,10;6;5,10;6;5,10;6;5,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial;Peptidyl-prolyl cis-trans isomerase",PPIF,"sp|P30405|PPIF_HUMAN Peptidyl-prolyl cis-trans isomerase F, mitochondrial OS=Homo sapiens OX=9606 GN=PPIF PE=1 SV=1;tr|H0Y548|H0Y548_HUMAN Peptidyl-prolyl cis-trans isomerase (Fragment) OS=Homo sapiens OX=9606 GN=PPIF PE=1 SV=1;tr|R4GN99|R4GN99_HUMAN Pepti",10,10,60.9,207
NMT1,-0.0682816733,0.588131571253461,0,P30419;K7EN82;B7Z8J4,P30419;K7EN82;B7Z8J4,5;3;3,5;3;3,5;3;3,Glycylpeptide N-tetradecanoyltransferase 1,NMT1,sp|P30419|NMT1_HUMAN Glycylpeptide N-tetradecanoyltransferase 1 OS=Homo sapiens OX=9606 GN=NMT1 PE=1 SV=2;tr|K7EN82|K7EN82_HUMAN Glycylpeptide N-tetradecanoyltransferase 1 (Fragment) OS=Homo sapiens OX=9606 GN=NMT1 PE=1 SV=1;tr|B7Z8J4|B7Z8J4_HUMAN Glycylpe,5,5,11.5,496
ALDH1B1,0.1444798108,0.168450839852122,0,P30837,P30837,11,11,11,"Aldehyde dehydrogenase X, mitochondrial",ALDH1B1,"sp|P30837|AL1B1_HUMAN Aldehyde dehydrogenase X, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH1B1 PE=1 SV=3",11,11,30.8,517
SDHA,-0.0963063295,0.359716867192584,0,P31040;D6RFM5;A0A087X1I3;A0A494C1T6;H0Y8X1,P31040;D6RFM5;A0A087X1I3;A0A494C1T6,15;12;10;8;1,15;12;10;8;1,15;12;10;8;1,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",SDHA,"sp|P31040|SDHA_HUMAN Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHA PE=1 SV=2;tr|D6RFM5|D6RFM5_HUMAN Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens OX=9606 ",15,15,28.6,664
GDI1,0.1308934165,0.596709815394554,0,P31150;G5E9U5,P31150,14;4,5;1,5;1,Rab GDP dissociation inhibitor alpha,GDI1,sp|P31150|GDIA_HUMAN Rab GDP dissociation inhibitor alpha OS=Homo sapiens OX=9606 GN=GDI1 PE=1 SV=2,14,5,40,447
MAT2A,0.2113784142,0.187379855825571,0,P31153;Q00266,P31153,10;1,10;1,10;1,S-adenosylmethionine synthase isoform type-2,MAT2A,sp|P31153|METK2_HUMAN S-adenosylmethionine synthase isoform type-2 OS=Homo sapiens OX=9606 GN=MAT2A PE=1 SV=1,10,10,28.6,395
DNAJA1,0.5136739754,0.0364591087972157,0,P31689,P31689,7,7,7,DnaJ homolog subfamily A member 1,DNAJA1,sp|P31689|DNJA1_HUMAN DnaJ homolog subfamily A member 1 OS=Homo sapiens OX=9606 GN=DNAJA1 PE=1 SV=2,7,7,28,397
UQCRC1,-0.1346428397,0.259683003831115,0,P31930,P31930,17,17,17,"Cytochrome b-c1 complex subunit 1, mitochondrial",UQCRC1,"sp|P31930|QCR1_HUMAN Cytochrome b-c1 complex subunit 1, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC1 PE=1 SV=3",17,17,40,480
ATIC,-0.2215149034,0.0660535525318395,0,P31939;H7C1S2;C9JLK0;F8WEF0,P31939,28;9;8;4,28;9;8;4,28;9;8;4,Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase,ATIC,sp|P31939|PUR9_HUMAN Bifunctional purine biosynthesis protein ATIC OS=Homo sapiens OX=9606 GN=ATIC PE=1 SV=3,28,28,55.2,592
HNRNPH3,-0.0363671413,0.70711645480025,0,P31942,P31942,12,11,11,Heterogeneous nuclear ribonucleoprotein H3,HNRNPH3,sp|P31942|HNRH3_HUMAN Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens OX=9606 GN=HNRNPH3 PE=1 SV=2,12,11,46.5,346
YWHAB,-0.0517681169,0.636894513785904,0,P31946;Q4VY20;Q4VY19;A0A0J9YWE8;A0A0J9YWZ2,P31946;Q4VY20;Q4VY19;A0A0J9YWE8,24;12;12;12;6,16;10;10;10;4,14;8;8;8;4,"14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed",YWHAB,sp|P31946|1433B_HUMAN 14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=3;tr|Q4VY20|Q4VY20_HUMAN 14-3-3 protein beta/alpha (Fragment) OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=1;tr|Q4VY19|Q4VY19_HUMAN 14-3-3 protein beta/alpha (Fragment) OS,24,14,75.2,246
SFN,0.4140910479,0.029239934869314,0,P31947,P31947,18,15,15,14-3-3 protein sigma,SFN,sp|P31947|1433S_HUMAN 14-3-3 protein sigma OS=Homo sapiens OX=9606 GN=SFN PE=1 SV=1,18,15,71,248
STIP1,0.2322177697,0.0627472689818414,0,P31948;F5H783;F5GXD8;H0YGI8,P31948;F5H783,28;14;10;4,28;14;10;4,28;14;10;4,Stress-induced-phosphoprotein 1,STIP1,sp|P31948|STIP1_HUMAN Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1;tr|F5H783|F5H783_HUMAN Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1,28,28,57.3,543
S100A11,-0.3683720645,0.0108505336608967,0,P31949,P31949,7,7,7,"Protein S100-A11;Protein S100-A11, N-terminally processed",S100A11,sp|P31949|S10AB_HUMAN Protein S100-A11 OS=Homo sapiens OX=9606 GN=S100A11 PE=1 SV=2,7,7,56.2,105
PRDX2,-0.5566951526,0.00271288011124137,0,P32119;A6NIW5,P32119,9;4,8;4,8;4,Peroxiredoxin-2,PRDX2,sp|P32119|PRDX2_HUMAN Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5,9,8,36.4,198
CDA,-0.6312651637,0.0207040189716933,0,P32320,P32320,3,3,3,Cytidine deaminase,CDA,sp|P32320|CDD_HUMAN Cytidine deaminase OS=Homo sapiens OX=9606 GN=CDA PE=1 SV=2,3,3,34.2,146
PYCR1,-0.3708927844,0.0479473786155251,0,P32322;E2QRB3;J3QL24;J3KQ22;J3QLK9;J3QL32;J3QL23;J3QR88;J3QKT4;J3KTA8;J3QKT3;J3QRZ0;J3KSA9,P32322;E2QRB3;J3QL24;J3KQ22;J3QLK9;J3QL32;J3QL23,12;11;8;8;7;7;6;5;5;4;4;4;2,12;11;8;8;7;7;6;5;5;4;4;4;2,11;10;8;8;7;7;6;5;4;4;4;4;2,"Pyrroline-5-carboxylate reductase 1, mitochondrial;Pyrroline-5-carboxylate reductase",PYCR1,"sp|P32322|P5CR1_HUMAN Pyrroline-5-carboxylate reductase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PYCR1 PE=1 SV=2;tr|E2QRB3|E2QRB3_HUMAN Pyrroline-5-carboxylate reductase 1, isoform CRA_c OS=Homo sapiens OX=9606 GN=PYCR1 PE=1 SV=2;tr|J3QL24|J3QL24_HUMAN ",12,11,47.3,319
RPL9,0.252133288,0.0796832414345616,0,P32969;D6RAN4;A0A2R8Y5Y7;E7ESE0;H0Y9V9;H0Y9R4,P32969;D6RAN4;A0A2R8Y5Y7;E7ESE0;H0Y9V9,13;12;11;10;7;4,13;12;11;10;7;4,13;12;11;10;7;4,60S ribosomal protein L9,RPL9,sp|P32969|RL9_HUMAN 60S ribosomal protein L9 OS=Homo sapiens OX=9606 GN=RPL9 PE=1 SV=1;tr|D6RAN4|D6RAN4_HUMAN 60S ribosomal protein L9 (Fragment) OS=Homo sapiens OX=9606 GN=RPL9 PE=1 SV=8;tr|A0A2R8Y5Y7|A0A2R8Y5Y7_HUMAN 60S ribosomal protein L9 OS=Homo sapi,13,13,59.9,192
KIF5B,0.0579423694,0.669494133903465,0,P33176;A0A0G2JMZ6;C9JWB9,P33176,13;3;1,13;3;1,10;0;0,Kinesin-1 heavy chain,KIF5B,sp|P33176|KINH_HUMAN Kinesin-1 heavy chain OS=Homo sapiens OX=9606 GN=KIF5B PE=1 SV=1,13,10,16.2,963
CKS2,-0.5632338378,0.250420786037311,0,P33552,P33552,3,3,3,Cyclin-dependent kinases regulatory subunit 2,CKS2,sp|P33552|CKS2_HUMAN Cyclin-dependent kinases regulatory subunit 2 OS=Homo sapiens OX=9606 GN=CKS2 PE=1 SV=1,3,3,69.6,79
MCM5,-0.3939455724,0.0392856789019336,0,P33992;B1AHB1;B1AHA9;F8WFD7,P33992;B1AHB1,20;19;5;1,20;19;5;1,15;14;2;1,DNA replication licensing factor MCM5;DNA helicase,MCM5,sp|P33992|MCM5_HUMAN DNA replication licensing factor MCM5 OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=5;tr|B1AHB1|B1AHB1_HUMAN DNA helicase OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=1,20,15,34.5,734
MCM7,-0.5708293655,0.0172984739570951,0,P33993;C9J8M6,P33993,28;6,28;6,28;6,DNA replication licensing factor MCM7,MCM7,sp|P33993|MCM7_HUMAN DNA replication licensing factor MCM7 OS=Homo sapiens OX=9606 GN=MCM7 PE=1 SV=4,28,28,51.7,719
SHMT2,0.0594135791,0.579270363846235,0,P34897;H0YIZ0;G3V2Y4;G3V5L0;G3V4W5;G3V540;G3V241;G3V3Y8;G3V4T0;G3V4X0;G3V2W0;G3V2E4;G3V2D2,P34897;H0YIZ0,30;17;13;11;11;9;7;7;7;7;7;7;1,30;17;13;11;11;9;7;7;7;7;7;7;1,28;17;12;9;9;7;6;6;6;6;6;6;0,"Serine hydroxymethyltransferase, mitochondrial;Serine hydroxymethyltransferase",SHMT2,"sp|P34897|GLYM_HUMAN Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=SHMT2 PE=1 SV=3;tr|H0YIZ0|H0YIZ0_HUMAN Serine hydroxymethyltransferase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=SHMT2 PE=1 SV=1",30,28,67.7,504
HSPA4,0.2118930489,0.0641990060438734,0,P34932;A0A087WYC1;A0A087WTS8,P34932;A0A087WYC1;A0A087WTS8,49;40;34,49;40;34,45;36;32,Heat shock 70 kDa protein 4,HSPA4,sp|P34932|HSP74_HUMAN Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4;tr|A0A087WYC1|A0A087WYC1_HUMAN Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=1;tr|A0A087WTS8|A0A087WTS8_HUMAN Heat shock 70 kDa protein 4 OS,49,45,56.8,840
PFN2,0.1750557914,0.193083489165737,0,P35080;C9J712,P35080;C9J712,7;5,1;1,1;1,Profilin-2,PFN2,sp|P35080|PROF2_HUMAN Profilin-2 OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=3;tr|C9J712|C9J712_HUMAN Profilin OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=1,7,1,65.7,140
PHB,0.0462179957,0.627385668030387,0,P35232;C9JW96;E9PCW0;C9JZ20;E7ESE2;D6RBK0,P35232;C9JW96;E9PCW0;C9JZ20;E7ESE2,25;22;19;18;18;11,25;22;19;18;18;11,25;22;19;18;18;11,Prohibitin,PHB,sp|P35232|PHB_HUMAN Prohibitin OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1;tr|C9JW96|C9JW96_HUMAN Prohibitin (Fragment) OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=2;tr|E9PCW0|E9PCW0_HUMAN Prohibitin (Fragment) OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=2;tr|C9JZ20|C9,25,25,91.9,272
RPA3,-0.2427571181,0.155977472809112,0,P35244;B5MC59,P35244,3;1,3;1,3;1,Replication protein A 14 kDa subunit,RPA3,sp|P35244|RFA3_HUMAN Replication protein A 14 kDa subunit OS=Homo sapiens OX=9606 GN=RPA3 PE=1 SV=1,3,3,36.4,121
RFC2,-0.4443706546,0.0422476234870361,0,P35250;A0A087WVY3;H7C5P4,P35250;A0A087WVY3;H7C5P4,6;4;3,6;4;3,6;4;3,Replication factor C subunit 2,RFC2,sp|P35250|RFC2_HUMAN Replication factor C subunit 2 OS=Homo sapiens OX=9606 GN=RFC2 PE=1 SV=3;tr|A0A087WVY3|A0A087WVY3_HUMAN Replication factor C subunit 2 OS=Homo sapiens OX=9606 GN=RFC2 PE=1 SV=1;tr|H7C5P4|H7C5P4_HUMAN Replication factor C subunit 2 (Fra,6,6,19.5,354
RPL22,0.32270755,0.0266374103218139,0,P35268;K7ERI7;K7EMH1;K7ELC4;K7EP65;K7EKS7;K7EJT5,P35268;K7ERI7;K7EMH1;K7ELC4;K7EP65;K7EKS7,10;9;8;7;5;5;3,10;9;8;7;5;5;3,8;7;6;5;5;5;3,60S ribosomal protein L22,RPL22,sp|P35268|RL22_HUMAN 60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=2;tr|K7ERI7|K7ERI7_HUMAN 60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=1;tr|K7EMH1|K7EMH1_HUMAN 60S ribosomal protein L22 (Fragment) OS=Homo sapien,10,8,69.5,128
SPR,-0.4393828202,0.00677815130764305,0,P35270,P35270,6,6,6,Sepiapterin reductase,SPR,sp|P35270|SPRE_HUMAN Sepiapterin reductase OS=Homo sapiens OX=9606 GN=SPR PE=1 SV=1,6,6,33.3,261
MYH9,0.2776137405,0.0508235118222692,0,P35579;Q5BKV1;A0A0C4DFM8;P12883;P12882;P13533;Q9Y623;P13535;P11055;Q9UKX3;A7E2Y1;B1AH99;A0A2R8Y4C3;A0A494C024;A0A087X0T3,P35579,89;6;2;1;1;1;1;1;1;1;1;1;1;1;1,89;6;2;1;1;1;1;1;1;1;1;1;1;1;1,76;6;0;0;0;0;0;0;0;0;0;1;0;0;0,Myosin-9,MYH9,sp|P35579|MYH9_HUMAN Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4,89,76,48.9,1960
COPB2,0.3913428197,0.0356614813277225,0,P35606;D6RBZ7;D6RCL6;D6RBG7;D6RBT6;D6R997;H0Y938,P35606,11;4;4;4;4;4;3,11;4;4;4;4;4;3,11;4;4;4;4;4;3,Coatomer subunit beta,COPB2,sp|P35606|COPB2_HUMAN Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB2 PE=1 SV=2,11,11,14.6,906
PSMC2,0.0364172903,0.713105130943944,0,P35998;C9JLS9,P35998,15;2,15;2,15;2,26S protease regulatory subunit 7,PSMC2,sp|P35998|PRS7_HUMAN 26S proteasome regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMC2 PE=1 SV=3,15,15,41.3,433
ARL3,-0.459767875,0.0178180576492589,0,P36405,P36405,9,9,9,ADP-ribosylation factor-like protein 3,ARL3,sp|P36405|ARL3_HUMAN ADP-ribosylation factor-like protein 3 OS=Homo sapiens OX=9606 GN=ARL3 PE=1 SV=2,9,9,44.5,182
ATP5C1,-0.2022088061,0.326364479238463,0,P36542,P36542,8,8,8,"ATP synthase subunit gamma, mitochondrial",ATP5C1,"sp|P36542|ATPG_HUMAN ATP synthase subunit gamma, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1C PE=1 SV=1",8,8,30.9,298
CPOX,-0.3213756527,0.0616412713643732,0,P36551;H0YA22;D6RER6,P36551,14;4;1,14;4;1,14;4;1,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",CPOX,"sp|P36551|HEM6_HUMAN Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial OS=Homo sapiens OX=9606 GN=CPOX PE=1 SV=3",14,14,32.8,454
RPL4,0.1944977366,0.089554844355827,0,P36578;H3BM89;H3BTP7;H3BU31,P36578;H3BM89,37;27;17;15,37;27;17;15,37;27;17;15,60S ribosomal protein L4,RPL4,sp|P36578|RL4_HUMAN 60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=5;tr|H3BM89|H3BM89_HUMAN 60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=1,37,37,63.2,427
DLST,-0.2490978621,0.0925304355217235,0,P36957;Q86SW4;H0YJF9;G3V5M3;G3V3F0,P36957,8;3;2;2;2,8;3;2;2;2,8;3;2;2;2,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",DLST,"sp|P36957|ODO2_HUMAN Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLST PE=1 SV=4",8,8,16.6,453
SRP14,-0.3934663747,0.00917749148618341,0,P37108;H0YLA2,P37108;H0YLA2,7;4,7;4,7;4,Signal recognition particle 14 kDa protein,SRP14,sp|P37108|SRP14_HUMAN Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=2;tr|H0YLA2|H0YLA2_HUMAN Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=1,7,7,46.3,136
TAGLN2,0.1473375401,0.183317151299857,0,P37802;X6RJP6;Q9UI15;C9J5W6,P37802;X6RJP6,20;18;1;1,20;18;1;1,20;18;1;1,Transgelin-2,TAGLN2,sp|P37802|TAGL2_HUMAN Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3;tr|X6RJP6|X6RJP6_HUMAN Transgelin-2 (Fragment) OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=1,20,20,79.4,199
TALDO1,-0.271360321,0.0843677969562962,0,P37837;F2Z393,P37837;F2Z393,18;11,18;11,18;11,Transaldolase,TALDO1,sp|P37837|TALDO_HUMAN Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=2;tr|F2Z393|F2Z393_HUMAN Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=1,18,18,43.3,337
ETFB,-0.5142916462,0.0499150281511103,0,P38117;M0QY67,P38117,8;3,8;3,8;3,Electron transfer flavoprotein subunit beta,ETFB,sp|P38117|ETFB_HUMAN Electron transfer flavoprotein subunit beta OS=Homo sapiens OX=9606 GN=ETFB PE=1 SV=3,8,8,36.5,255
RBMX;RBMXL1,0.0584749984,0.698835850949762,0,P38159;H3BT71;H0Y6E7;H3BR27;Q96E39;A0A1B0GUK8;O75526;H3BNC1;H3BUY5;Q8N7X1,P38159;H3BT71;H0Y6E7;H3BR27;Q96E39,16;15;14;9;8;5;4;4;4;1,16;15;14;9;8;5;4;4;4;1,16;15;14;9;8;5;4;4;4;1,"RNA-binding motif protein, X chromosome;RNA-binding motif protein, X chromosome, N-terminally processed;RNA binding motif protein, X-linked-like-1",RBMX;RBMXL1,"sp|P38159|RBMX_HUMAN RNA-binding motif protein, X chromosome OS=Homo sapiens OX=9606 GN=RBMX PE=1 SV=3;tr|H3BT71|H3BT71_HUMAN RNA-binding motif protein, X chromosome OS=Homo sapiens OX=9606 GN=RBMX PE=1 SV=1;tr|H0Y6E7|H0Y6E7_HUMAN RNA-binding motif protein",16,16,40.2,391
ATP6V1A,-0.3933230974,0.0109974600724456,0,P38606;C9JVW8;C9JA17;F8WDJ3,P38606,18;6;5;1,18;6;5;1,18;6;5;1,V-type proton ATPase catalytic subunit A,ATP6V1A,sp|P38606|VATA_HUMAN V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2,18,18,42.8,617
HSPA9,-0.0011149518,0.990643636934175,0,P38646;A0A3B3ITI4;D6RJI2;D6RA73;H0YBG6;H0Y8S0;A0A3B3ITN1,P38646,32;13;10;6;4;3;1,32;13;10;6;4;3;1,32;13;10;6;4;3;1,"Stress-70 protein, mitochondrial",HSPA9,"sp|P38646|GRP75_HUMAN Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2",32,32,44.3,679
EIF4A3,-0.2104936409,0.179776884147499,0,P38919;I3L3H2,P38919;I3L3H2,20;17,17;14,17;14,"Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-III, N-terminally processed",EIF4A3,sp|P38919|IF4A3_HUMAN Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4;tr|I3L3H2|I3L3H2_HUMAN Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=2,20,17,46,411
RPS19,0.419250432,0.0122576918179673,0,P39019;M0R2L9;M0QYF7;M0R140;A0A075B6E2,P39019;M0R2L9;M0QYF7;M0R140,15;10;10;10;4,15;10;10;10;4,15;10;10;10;4,40S ribosomal protein S19,RPS19,sp|P39019|RS19_HUMAN 40S ribosomal protein S19 OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=2;tr|M0R2L9|M0R2L9_HUMAN 40S ribosomal protein S19 (Fragment) OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=1;tr|M0QYF7|M0QYF7_HUMAN 40S ribosomal protein S19 (Fragment) OS=,15,15,70.3,145
RPL3,0.2347096867,0.0719935921493523,0,P39023;G5E9G0;B5MCW2;H7C422;H7C3M2;F8WCR1;Q92901,P39023;G5E9G0;B5MCW2;H7C422;H7C3M2,27;25;20;17;14;6;3,27;25;20;17;14;6;3,27;25;20;17;14;6;3,60S ribosomal protein L3,RPL3,sp|P39023|RL3_HUMAN 60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=2;tr|G5E9G0|G5E9G0_HUMAN 60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=1;tr|B5MCW2|B5MCW2_HUMAN 60S ribosomal protein L3 (Fragment) OS=Homo sapiens OX=9,27,27,49.9,403
FEN1,-0.3229216312,0.01944551023688,0,P39748;F5H1Y3;I3L3E9,P39748,9;4;3,9;4;3,9;4;3,Flap endonuclease 1,FEN1,sp|P39748|FEN1_HUMAN Flap endonuclease 1 OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1,9,9,26.8,380
CCT6A,0.3838440651,0.0156309733768916,0,P40227,P40227,32,32,26,T-complex protein 1 subunit zeta,CCT6A,sp|P40227|TCPZ_HUMAN T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3,32,26,62.1,531
NNMT,-0.5446721853,0.00284528549532783,0,P40261,P40261,5,5,5,Nicotinamide N-methyltransferase,NNMT,sp|P40261|NNMT_HUMAN Nicotinamide N-methyltransferase OS=Homo sapiens OX=9606 GN=NNMT PE=1 SV=1,5,5,20.8,264
RPL13A;RPL13a,0.3705538312,0.0109573151544739,0,P40429;M0QYS1;Q8J015;Q6NVV1;M0QZU1;A0A096LPE0,P40429;M0QYS1;Q8J015,20;18;13;7;3;3,20;18;13;7;3;3,20;18;13;7;3;3,60S ribosomal protein L13a,RPL13A;RPL13a,sp|P40429|RL13A_HUMAN 60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2;tr|M0QYS1|M0QYS1_HUMAN 60S ribosomal protein L13a (Fragment) OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2;tr|Q8J015|Q8J015_HUMAN 60S ribosomal protein L13a OS=Homo ,20,20,57.1,203
MDH1,-0.352005337,0.0206579646746466,0,P40925;A0A5K1VW95;B9A041;C9JF79;B8ZZ51;C9JRL4;C9JLV6,P40925;A0A5K1VW95;B9A041;C9JF79;B8ZZ51,17;16;12;11;10;7;2,17;16;12;11;10;7;2,17;16;12;11;10;7;2,"Malate dehydrogenase, cytoplasmic;Malate dehydrogenase",MDH1,"sp|P40925|MDHC_HUMAN Malate dehydrogenase, cytoplasmic OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=4;tr|A0A5K1VW95|A0A5K1VW95_HUMAN Malate dehydrogenase OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=1;tr|B9A041|B9A041_HUMAN Malate dehydrogenase, cytoplasmic OS=Homo ",17,17,46.1,334
MDH2,-0.2310136714,0.0577390085119635,0,P40926;G3XAL0,P40926;G3XAL0,27;21,27;21,27;21,"Malate dehydrogenase, mitochondrial;Malate dehydrogenase",MDH2,"sp|P40926|MDHM_HUMAN Malate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=3;tr|G3XAL0|G3XAL0_HUMAN Malate dehydrogenase OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=1",27,27,70.4,338
EIF2S3;EIF2S3L,0.1536871709,0.146367078838588,0,P41091;Q2VIR3;H7BZU1,P41091;Q2VIR3,16;12;4,16;12;4,16;12;4,Eukaryotic translation initiation factor 2 subunit 3;Putative eukaryotic translation initiation factor 2 subunit 3-like protein,EIF2S3;EIF2S3L,sp|P41091|IF2G_HUMAN Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens OX=9606 GN=EIF2S3 PE=1 SV=3;sp|Q2VIR3|IF2GL_HUMAN Eukaryotic translation initiation factor 2 subunit 3B OS=Homo sapiens OX=9606 GN=EIF2S3B PE=2 SV=2,16,16,41.5,472
