Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity POC1B-N1,Intensity POC1B-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
Q9BZF1;F8VUA7;F8VQX7;Q9H0X9,Q9BZF1;F8VUA7;F8VQX7,4;3;3;1,4;3;3;1,4;3;3;1,Oxysterol-binding protein-related protein 8;Oxysterol-binding protein,OSBPL8,sp|Q9BZF1|OSBL8_HUMAN Oxysterol-binding protein-related protein 8 OS=Homo sapiens OX=9606 GN=OSBPL8 PE=1 SV=3;tr|F8VUA7|F8VUA7_HUMAN Oxysterol-binding protein (Fragment) OS=Homo sapiens OX=9606 GN=OSBPL8 PE=1 SV=8;tr|F8VQX7|F8VQX7_HUMAN Oxysterol-binding p,4,4,5.1,4.12024628707503,4.14613732404923,25.5693237037262,25.5080000068848
Q01804;D6RI06,Q01804;D6RI06,2;1,2;1,2;1,OTU domain-containing protein 4,OTUD4,sp|Q01804|OTUD4_HUMAN OTU domain-containing protein 4 OS=Homo sapiens OX=9606 GN=OTUD4 PE=1 SV=4;tr|D6RI06|D6RI06_HUMAN OTU domain-containing protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=OTUD4 PE=1 SV=1,2,2,2.5,4.12024628707503,4.14613732404923,22.9533503071865,21.195083793373
O95747;C9JIG9;Q9UEW8;F8WBK9,O95747;C9JIG9,6;5;1;1,6;5;1;1,6;5;1;1,Serine/threonine-protein kinase OSR1,OXSR1,sp|O95747|OXSR1_HUMAN Serine/threonine-protein kinase OSR1 OS=Homo sapiens OX=9606 GN=OXSR1 PE=1 SV=1;tr|C9JIG9|C9JIG9_HUMAN Serine/threonine-protein kinase OSR1 OS=Homo sapiens OX=9606 GN=OXSR1 PE=1 SV=1,6,6,12.3,4.12024628707503,4.14613732404923,26.4765175514814,25.1941520624989
Q9UQ80;F8VR77;H0YIN7;F8W0A3,Q9UQ80;F8VR77,10;5;3;3,10;5;3;3,10;5;3;3,Proliferation-associated protein 2G4,PA2G4,sp|Q9UQ80|PA2G4_HUMAN Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=3;tr|F8VR77|F8VR77_HUMAN Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=1,10,10,28.4,4.12024628707503,4.14613732404923,27.7813176866066,27.2822426064387
P11940;A0A087WTT1;E7EQV3;E7ERJ7;H0YAR2;Q9H361;H0YBN4;H0YB86;H0YAP2;E5RGH3;E5RJB9;Q4VXU2;E5RH24;H0YAS6;H0YB75;H0YEQ8;H0YAS7;E5RHG7;H0YC10;E5RGC4;H0YER0;E5RFD8;Q96DU9,P11940;A0A087WTT1;E7EQV3;E7ERJ7;H0YAR2,24;24;23;22;13;11;10;6;5;5;5;5;4;4;4;3;3;2;2;1;1;1;1,24;24;23;22;13;11;10;6;5;5;5;5;4;4;4;3;3;2;2;1;1;1;1,14;14;14;13;8;8;4;4;5;2;1;2;1;3;3;0;2;0;2;0;0;0;1,Polyadenylate-binding protein 1;Polyadenylate-binding protein,PABPC1,sp|P11940|PABP1_HUMAN Polyadenylate-binding protein 1 OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=2;tr|A0A087WTT1|A0A087WTT1_HUMAN Polyadenylate-binding protein OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=1;tr|E7EQV3|E7EQV3_HUMAN Polyadenylate-binding protein,24,14,40.9,22.0539099768503,24.3900818170592,29.8982182114295,29.8431253415825
Q13310;B1ANR0;H0Y5F5;B1ANR1;H0YEU6;H0YCC8;H0Y6X6,Q13310;B1ANR0;H0Y5F5,16;16;12;5;5;4;2,7;7;5;2;3;1;1,7;7;5;2;3;1;1,Polyadenylate-binding protein 4;Polyadenylate-binding protein,PABPC4,sp|Q13310|PABP4_HUMAN Polyadenylate-binding protein 4 OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1;tr|B1ANR0|B1ANR0_HUMAN Polyadenylate-binding protein OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1;tr|H0Y5F5|H0Y5F5_HUMAN Polyadenylate-binding protein (Fragmen,16,7,31.4,4.12024628707503,4.14613732404923,26.6807005425146,26.8852994191357
Q86U42;H0YJH9;B4DEH8;G3V4T2,Q86U42;H0YJH9;B4DEH8;G3V4T2,2;1;1;1,2;1;1;1,2;1;1;1,Polyadenylate-binding protein 2,PABPN1,sp|Q86U42|PABP2_HUMAN Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=3;tr|H0YJH9|H0YJH9_HUMAN Polyadenylate-binding protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=1;tr|B4DEH8|B4DEH8_HUMAN Polyadenylate-binding pro,2,2,8.8,4.12024628707503,4.14613732404923,24.9696535166411,24.7387689086317
Q6VY07;B4DF77;E9PNZ9;E9PSG7;H0YCU5,Q6VY07;B4DF77,3;2;1;1;1,3;2;1;1;1,3;2;1;1;1,Phosphofurin acidic cluster sorting protein 1,PACS1,sp|Q6VY07|PACS1_HUMAN Phosphofurin acidic cluster sorting protein 1 OS=Homo sapiens OX=9606 GN=PACS1 PE=1 SV=2;tr|B4DF77|B4DF77_HUMAN Phosphofurin acidic cluster sorting protein 1 OS=Homo sapiens OX=9606 GN=PACS1 PE=1 SV=1,3,3,4.2,4.12024628707503,4.14613732404923,24.996451420909,23.2312088734543
Q9UNF0;A0A0U1RR22;H0Y923;B0QYG7;B0QYG8,Q9UNF0;A0A0U1RR22,3;3;1;1;1,3;3;1;1;1,3;3;1;1;1,Protein kinase C and casein kinase substrate in neurons protein 2,PACSIN2,sp|Q9UNF0|PACN2_HUMAN Protein kinase C and casein kinase substrate in neurons protein 2 OS=Homo sapiens OX=9606 GN=PACSIN2 PE=1 SV=2;tr|A0A0U1RR22|A0A0U1RR22_HUMAN Protein kinase C and casein kinase substrate in neurons protein 2 (Fragment) OS=Homo sapiens,3,3,7.8,4.12024628707503,4.14613732404923,25.7237732090145,25.2202224329293
Q7Z2X7;Q5JRK9;X6R922;Q5JRL0;X6RD31,Q7Z2X7;Q5JRK9;X6R922;Q5JRL0;X6RD31,4;4;4;4;2,4;4;4;4;2,4;4;4;4;2,P antigen family member 2;Putative G antigen family E member 3,PAGE2;PAGE2B,sp|Q7Z2X7|PAGE2_HUMAN P antigen family member 2 OS=Homo sapiens OX=9606 GN=PAGE2 PE=1 SV=1;sp|Q5JRK9|GGEE3_HUMAN Putative G antigen family E member 3 OS=Homo sapiens OX=9606 GN=PAGE2B PE=3 SV=1;tr|X6R922|X6R922_HUMAN P antigen family member 2 OS=Homo sapie,4,4,41.4,23.3602469792724,23.6618824556179,29.4512244772793,28.0526876084481
P22234;E9PBS1;D6RF62,P22234;E9PBS1;D6RF62,16;15;11,16;15;11,16;15;11,Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase,PAICS,sp|P22234|PUR6_HUMAN Multifunctional protein ADE2 OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=3;tr|E9PBS1|E9PBS1_HUMAN Multifunctional protein ADE2 (Fragment) OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=1;tr|D6RF62|D6RF62_HUMAN Multifunctional protein ADE2 OS=Ho,16,16,38.4,24.4969220261068,25.5523602266651,29.7751913176779,29.6166852666743
Q9H074;D6REB4;D6RJF2,Q9H074;D6REB4,4;4;1,4;4;1,4;4;1,Polyadenylate-binding protein-interacting protein 1,PAIP1,sp|Q9H074|PAIP1_HUMAN Polyadenylate-binding protein-interacting protein 1 OS=Homo sapiens OX=9606 GN=PAIP1 PE=1 SV=1;tr|D6REB4|D6REB4_HUMAN Polyadenylate-binding protein-interacting protein 1 OS=Homo sapiens OX=9606 GN=PAIP1 PE=1 SV=1,4,4,6.5,4.12024628707503,4.14613732404923,26.6634306303889,25.3520509714323
Q13177;H7C1X3;H0YCG5;B1AKS5,Q13177,24;8;3;2,24;8;3;2,18;6;0;0,Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34,PAK2,sp|Q13177|PAK2_HUMAN Serine/threonine-protein kinase PAK 2 OS=Homo sapiens OX=9606 GN=PAK2 PE=1 SV=3,24,18,54.4,22.0798519318274,23.4630124153042,29.065430022911,28.9652118128346
Q9ULE6,Q9ULE6,20,20,20,Paladin,PALD1,sp|Q9ULE6|PALD_HUMAN Paladin OS=Homo sapiens OX=9606 GN=PALD1 PE=1 SV=3,20,20,31.7,22.594027135615,22.2224647505125,28.3548946163941,28.016642622361
Q8WX93;H0YA05;A0A3B3ISX8;H0Y952;D6RBB1;D6R9Z5;D6RBH5;D6R9F5;F8WA26,Q8WX93,18;5;5;3;2;1;1;1;1,18;5;5;3;2;1;1;1;1,18;5;5;3;2;1;1;1;1,Palladin,PALLD,sp|Q8WX93|PALLD_HUMAN Palladin OS=Homo sapiens OX=9606 GN=PALLD PE=1 SV=3,18,18,17.0,4.12024628707503,4.14613732404923,29.0156859984869,28.8037509256253
O75781,O75781,3,3,3,Paralemmin-1,PALM,sp|O75781|PALM_HUMAN Paralemmin-1 OS=Homo sapiens OX=9606 GN=PALM PE=1 SV=2,3,3,12.9,4.12024628707503,4.14613732404923,24.5896086325806,25.2397983692057
B1ALY0;C9JA33;Q8IXS6;C9JZH4;A0A669KBK1,B1ALY0;C9JA33;Q8IXS6,7;6;5;2;1,7;6;5;2;1,7;6;5;2;1,Paralemmin-2,PALM2-AKAP2;PALM2,tr|B1ALY0|B1ALY0_HUMAN PALM2 and AKAP2 fusion (Fragment) OS=Homo sapiens OX=9606 GN=PALM2AKAP2 PE=1 SV=1;tr|C9JA33|C9JA33_HUMAN PALM2 and AKAP2 fusion OS=Homo sapiens OX=9606 GN=PALM2AKAP2 PE=1 SV=1;sp|Q8IXS6|PALM2_HUMAN Paralemmin-2 OS=Homo sapiens OX=960,7,7,23.6,4.12024628707503,4.14613732404923,27.6168780314034,26.4102168638634
P51003;G3XAH6;A0A0C4DGK1;G3V3I9;G3V457;H0YJ00;F8WAT4;H7C3W0;H0YJL4,P51003;G3XAH6,24;24;11;8;6;6;3;2;1,24;24;11;8;6;6;3;2;1,14;14;6;5;5;1;0;0;1,Poly(A) polymerase alpha,PAPOLA,sp|P51003|PAPOA_HUMAN Poly(A) polymerase alpha OS=Homo sapiens OX=9606 GN=PAPOLA PE=1 SV=4;tr|G3XAH6|G3XAH6_HUMAN Poly(A) polymerase OS=Homo sapiens OX=9606 GN=PAPOLA PE=1 SV=1,24,14,34.4,4.12024628707503,4.14613732404923,29.4614675816542,29.3592794878853
Q9NRJ5,Q9NRJ5,11,3,3,Poly(A) polymerase beta,PAPOLB,sp|Q9NRJ5|PAPOB_HUMAN Poly(A) polymerase beta OS=Homo sapiens OX=9606 GN=PAPOLB PE=2 SV=1,11,3,19.7,4.12024628707503,4.14613732404923,25.010221096779,25.1703172214392
O43252,O43252,6,6,6,Bifunctional 3-phosphoadenosine 5-phosphosulfate synthase 1;Sulfate adenylyltransferase;Adenylyl-sulfate kinase,PAPSS1,sp|O43252|PAPS1_HUMAN Bifunctional 3-phosphoadenosine 5-phosphosulfate synthase 1 OS=Homo sapiens OX=9606 GN=PAPSS1 PE=1 SV=2,6,6,11.9,24.1110796195957,23.5534803065314,25.6263930585368,25.4419925414847
Q8TEW0;Q5VWV2;Q5VWU8;F5GZI3;B1AP52,Q8TEW0;Q5VWV2;Q5VWU8;F5GZI3,25;23;20;16;3,25;23;20;16;3,25;23;20;16;3,Partitioning defective 3 homolog,PARD3,sp|Q8TEW0|PARD3_HUMAN Partitioning defective 3 homolog OS=Homo sapiens OX=9606 GN=PARD3 PE=1 SV=2;tr|Q5VWV2|Q5VWV2_HUMAN Partitioning defective 3 homolog OS=Homo sapiens OX=9606 GN=PARD3 PE=1 SV=1;tr|Q5VWU8|Q5VWU8_HUMAN Partitioning defective 3 homolog OS=,25,25,23.6,4.12024628707503,4.14613732404923,28.6313145172952,27.9102218342328
Q86W56,Q86W56,4,4,4,Poly(ADP-ribose) glycohydrolase,PARG,sp|Q86W56|PARG_HUMAN Poly(ADP-ribose) glycohydrolase OS=Homo sapiens OX=9606 GN=PARG PE=1 SV=1,4,4,5.1,4.12024628707503,4.14613732404923,24.5550843108147,25.2125248831552
P09874;Q5VX84;Q5VX85,P09874,23;1;1,23;1;1,23;1;1,Poly [ADP-ribose] polymerase 1,PARP1,sp|P09874|PARP1_HUMAN Poly [ADP-ribose] polymerase 1 OS=Homo sapiens OX=9606 GN=PARP1 PE=1 SV=4,23,23,29.9,23.8386515114487,23.2535883409414,27.9310049064763,28.3096899879094
Q9H0J9;G5E9U9,Q9H0J9;G5E9U9,7;4,6;3,6;3,Poly [ADP-ribose] polymerase 12,PARP12,"sp|Q9H0J9|PAR12_HUMAN Protein mono-ADP-ribosyltransferase PARP12 OS=Homo sapiens OX=9606 GN=PARP12 PE=1 SV=1;tr|G5E9U9|G5E9U9_HUMAN Poly (ADP-ribose) polymerase family, member 12, isoform CRA_a OS=Homo sapiens OX=9606 GN=PARP12 PE=1 SV=1",7,6,9.8,4.12024628707503,4.14613732404923,25.8309375776001,24.1109203729438
Q9UKK3,Q9UKK3,8,8,8,Poly [ADP-ribose] polymerase 4,PARP4,sp|Q9UKK3|PARP4_HUMAN Protein mono-ADP-ribosyltransferase PARP4 OS=Homo sapiens OX=9606 GN=PARP4 PE=1 SV=3,8,8,4.8,23.5793566238038,22.8665190407669,26.0543448073276,25.8612648989079
D6RF59,D6RF59,2,2,2,,PARP8,tr|D6RF59|D6RF59_HUMAN Protein mono-ADP-ribosyltransferase PARP8 OS=Homo sapiens OX=9606 GN=PARP8 PE=4 SV=1,2,2,29.8,25.0990610626496,24.8937011031626,25.1478294064892,24.9823717656606
Q96RG2,Q96RG2,3,3,3,PAS domain-containing serine/threonine-protein kinase,PASK,sp|Q96RG2|PASK_HUMAN PAS domain-containing serine/threonine-protein kinase OS=Homo sapiens OX=9606 GN=PASK PE=1 SV=3,3,3,2.7,4.12024628707503,4.14613732404923,25.1881641266412,23.4651319175387
Q86TB9,Q86TB9,12,12,12,Protein PAT1 homolog 1,PATL1,sp|Q86TB9|PATL1_HUMAN Protein PAT1 homolog 1 OS=Homo sapiens OX=9606 GN=PATL1 PE=1 SV=2,12,12,20.5,4.12024628707503,4.14613732404923,27.2115969259348,27.1515114832783
Q96KB5;E5RFX4;E5RIE1,Q96KB5;E5RFX4,8;5;2,8;5;2,8;5;2,Lymphokine-activated killer T-cell-originated protein kinase,PBK,sp|Q96KB5|TOPK_HUMAN Lymphokine-activated killer T-cell-originated protein kinase OS=Homo sapiens OX=9606 GN=PBK PE=1 SV=3;tr|E5RFX4|E5RFX4_HUMAN Lymphokine-activated killer T-cell-originated protein kinase (Fragment) OS=Homo sapiens OX=9606 GN=PBK PE=1 SV,8,8,28.6,24.2630588271635,23.9171967634007,27.2542178314552,26.4675592830931
P11498;A0A494C016;A0A494C101;A0A494C0T2;E9PRE7;A0A494BZT5,P11498;A0A494C016,56;28;21;21;20;2,56;28;21;21;20;2,56;28;21;21;20;2,"Pyruvate carboxylase, mitochondrial",PC,"sp|P11498|PYC_HUMAN Pyruvate carboxylase, mitochondrial OS=Homo sapiens OX=9606 GN=PC PE=1 SV=2;tr|A0A494C016|A0A494C016_HUMAN Pyruvate carboxylase, mitochondrial OS=Homo sapiens OX=9606 GN=PC PE=1 SV=1",56,56,63.3,36.1858590744412,35.8221891054631,34.8635525750002,34.8337552317113
Q15365;F8VTZ0;P57723;H3BSP4;C9K0A2;F8WC71;C9IZV9;C9J7A9;C9JSA6;C9J5V4;C9JTY5;C9JZY3;C9J0A4,Q15365,14;2;1;1;1;1;1;1;1;1;1;1;1,14;2;1;1;1;1;1;1;1;1;1;1;1,10;0;0;0;0;0;0;0;0;0;0;0;0,Poly(rC)-binding protein 1,PCBP1,sp|Q15365|PCBP1_HUMAN Poly(rC)-binding protein 1 OS=Homo sapiens OX=9606 GN=PCBP1 PE=1 SV=2,14,10,55.6,27.2048046952736,27.4798510517004,30.8327371647845,30.8413116769996
Q15366;H3BRU6;F8VZX2;F8W0G4;F8VXH9;F8W1G6;P57721;J3QT27;E9PFP8;H3BND9;F8VRH0;H3BSS4,Q15366;H3BRU6;F8VZX2;F8W0G4;F8VXH9;F8W1G6,11;10;10;7;7;6;4;4;4;3;3;2,7;6;6;3;4;3;1;1;1;2;3;2,7;6;6;3;4;3;1;1;1;2;3;2,Poly(rC)-binding protein 2,PCBP2,sp|Q15366|PCBP2_HUMAN Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1;tr|H3BRU6|H3BRU6_HUMAN Poly(rC)-binding protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1;tr|F8VZX2|F8VZX2_HUMAN Poly(rC)-binding protein 2 OS=Homo sa,11,7,48.8,25.1697822105576,23.8114703406392,28.7645534945143,28.9827503149771
P05165;A0A1B0GU58;A0A1B0GWI4;A0A1B0GUX9;A0A1B0GWA1;A0A1B0GTR1;H0Y5U0;Q5JTW6;Q5JVH2;H0Y4B9;A0A2R8Y725;H0Y798,P05165;A0A1B0GU58;A0A1B0GWI4;A0A1B0GUX9;A0A1B0GWA1,50;44;33;32;28;13;9;6;3;3;2;2,50;44;33;32;28;13;9;6;3;3;2;2,50;44;33;32;28;13;9;6;3;3;2;2,"Propionyl-CoA carboxylase alpha chain, mitochondrial",PCCA,"sp|P05165|PCCA_HUMAN Propionyl-CoA carboxylase alpha chain, mitochondrial OS=Homo sapiens OX=9606 GN=PCCA PE=1 SV=4;tr|A0A1B0GU58|A0A1B0GU58_HUMAN Propionyl-CoA carboxylase alpha chain, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=PCCA PE=1 SV=1;tr|",50,50,69.8,34.5271174513359,34.1627147327439,34.0829815728211,33.8588835801331
P05166;E7ETT4;E7ETT1;E9PDR0;E7EX59;E7EUY3;C9JQS9;E9PEC3;F8WBI9;E7ENC1;C9JVY9;H7C5C9;C9JAW3;C9JVW9,P05166;E7ETT4;E7ETT1;E9PDR0;E7EX59;E7EUY3;C9JQS9;E9PEC3;F8WBI9,20;20;20;20;20;19;19;18;13;7;3;2;1;1,20;20;20;20;20;19;19;18;13;7;3;2;1;1,20;20;20;20;20;19;19;18;13;7;3;2;1;1,"Propionyl-CoA carboxylase beta chain, mitochondrial",PCCB,"sp|P05166|PCCB_HUMAN Propionyl-CoA carboxylase beta chain, mitochondrial OS=Homo sapiens OX=9606 GN=PCCB PE=1 SV=3;tr|E7ETT4|E7ETT4_HUMAN Propionyl-CoA carboxylase beta chain, mitochondrial OS=Homo sapiens OX=9606 GN=PCCB PE=1 SV=1;tr|E7ETT1|E7ETT1_HUMAN P",20,20,49.7,24.145304665247,31.0719510225162,4.49387385714151,4.39812296881927
O94913;E9PQ01;E9PKN0;E9PQF9;E9PNY7,O94913;E9PQ01;E9PKN0,15;13;12;3;1,15;13;12;3;1,15;13;12;3;1,Pre-mRNA cleavage complex 2 protein Pcf11,PCF11,sp|O94913|PCF11_HUMAN Pre-mRNA cleavage complex 2 protein Pcf11 OS=Homo sapiens OX=9606 GN=PCF11 PE=1 SV=3;tr|E9PQ01|E9PQ01_HUMAN Pre-mRNA cleavage complex 2 protein Pcf11 (Fragment) OS=Homo sapiens OX=9606 GN=PCF11 PE=1 SV=8;tr|E9PKN0|E9PKN0_HUMAN Pre-mRN,15,15,12.7,4.12024628707503,4.14613732404923,27.126522365258,27.4321316402918
Q9Y6V0,Q9Y6V0,3,3,3,Protein piccolo,PCLO,sp|Q9Y6V0|PCLO_HUMAN Protein piccolo OS=Homo sapiens OX=9606 GN=PCLO PE=1 SV=5,3,3,1.3,4.12024628707503,4.14613732404923,22.7525439859293,24.4367608419954
Q15154;A0A5H1ZRS1;H0YBA1,Q15154;A0A5H1ZRS1,24;23;10,24;23;10,2;2;2,Pericentriolar material 1 protein,PCM1,sp|Q15154|PCM1_HUMAN Pericentriolar material 1 protein OS=Homo sapiens OX=9606 GN=PCM1 PE=1 SV=5;tr|A0A5H1ZRS1|A0A5H1ZRS1_HUMAN Pericentriolar material 1 protein OS=Homo sapiens OX=9606 GN=PCM1 PE=1 SV=1,24,2,17.7,4.12024628707503,4.14613732404923,28.9191736709343,27.710040003524
P22061;A0A3F2YNX8;A0A0A0MRJ6;H7BY58;F6S8N6;H7C4X2;F8WDT3;F8WAV5;F8WAX2;C9J0F2,P22061;A0A3F2YNX8;A0A0A0MRJ6;H7BY58;F6S8N6,4;4;4;4;3;1;1;1;1;1,4;4;4;4;3;1;1;1;1;1,4;4;4;4;3;1;1;1;1;1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase;Protein-L-isoaspartate O-methyltransferase,PCMT1,sp|P22061|PIMT_HUMAN Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4;tr|A0A3F2YNX8|A0A3F2YNX8_HUMAN Protein-L-isoaspartate O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=1;tr|A0A0A0MRJ6|A0A0A,4,4,26.0,22.5261171188745,22.6152148902633,26.2196502315379,25.8079627281074
P12004,P12004,2,2,2,Proliferating cell nuclear antigen,PCNA,sp|P12004|PCNA_HUMAN Proliferating cell nuclear antigen OS=Homo sapiens OX=9606 GN=PCNA PE=1 SV=1,2,2,10.0,4.12024628707503,4.14613732404923,25.3272826288055,24.6011623205125
Q8WW12,Q8WW12,7,7,7,PEST proteolytic signal-containing nuclear protein,PCNP,sp|Q8WW12|PCNP_HUMAN PEST proteolytic signal-containing nuclear protein OS=Homo sapiens OX=9606 GN=PCNP PE=1 SV=2,7,7,37.1,4.12024628707503,4.14613732404923,30.2306620835612,29.9519929845246
O95613,O95613,2,2,2,Pericentrin,PCNT,sp|O95613|PCNT_HUMAN Pericentrin OS=Homo sapiens OX=9606 GN=PCNT PE=1 SV=4,2,2,0.5,4.12024628707503,4.14613732404923,23.6328958267371,23.1796631219967
Q13442;F8WBW6,Q13442,6;1,6;1,6;1,28 kDa heat- and acid-stable phosphoprotein,PDAP1,sp|Q13442|HAP28_HUMAN 28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens OX=9606 GN=PDAP1 PE=1 SV=1,6,6,27.1,26.1986361271367,26.0188828902052,29.8816578296067,29.6598972760358
Q53EL6,Q53EL6,3,3,3,Programmed cell death protein 4,PDCD4,sp|Q53EL6|PDCD4_HUMAN Programmed cell death protein 4 OS=Homo sapiens OX=9606 GN=PDCD4 PE=1 SV=2,3,3,9.2,4.12024628707503,4.14613732404923,25.447772868487,24.6433387731874
O14737;K7EQA1;K7ESJ4;Q3HM38;X6R2P6,O14737;K7EQA1,5;4;2;1;1,5;4;2;1;1,5;4;2;1;1,Programmed cell death protein 5,PDCD5,sp|O14737|PDCD5_HUMAN Programmed cell death protein 5 OS=Homo sapiens OX=9606 GN=PDCD5 PE=1 SV=3;tr|K7EQA1|K7EQA1_HUMAN Programmed cell death protein 5 OS=Homo sapiens OX=9606 GN=PDCD5 PE=1 SV=1,5,5,36.8,24.0132061089325,23.4780309274913,28.3840569312083,26.624916129264
Q8WUM4;A0A3B3IT07;F8WEQ7;F8WBR8;F8WDK9;C9IZF9,Q8WUM4,8;3;1;1;1;1,8;3;1;1;1;1,8;3;1;1;1;1,Programmed cell death 6-interacting protein,PDCD6IP,sp|Q8WUM4|PDC6I_HUMAN Programmed cell death 6-interacting protein OS=Homo sapiens OX=9606 GN=PDCD6IP PE=1 SV=1,8,8,10.6,4.12024628707503,4.14613732404923,25.8467309028962,26.2603332416082
Q13371,Q13371,4,4,4,Phosducin-like protein,PDCL,sp|Q13371|PHLP_HUMAN Phosducin-like protein OS=Homo sapiens OX=9606 GN=PDCL PE=1 SV=3,4,4,13.0,4.12024628707503,4.14613732404923,24.7766069232908,25.464041386167
Q15084,Q15084,4,4,4,Protein disulfide-isomerase A6,PDIA6,sp|Q15084|PDIA6_HUMAN Protein disulfide-isomerase A6 OS=Homo sapiens OX=9606 GN=PDIA6 PE=1 SV=1,4,4,11.6,25.9300800223993,25.4637608305246,23.7317954859166,23.462158843766
Q53GG5;A0A2U3TZH4;A0A087WYF8;D6RAF1;A0A2R8Y6L7,Q53GG5;A0A2U3TZH4;A0A087WYF8;D6RAF1;A0A2R8Y6L7,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,PDZ and LIM domain protein 3,PDLIM3,sp|Q53GG5|PDLI3_HUMAN PDZ and LIM domain protein 3 OS=Homo sapiens OX=9606 GN=PDLIM3 PE=1 SV=1;tr|A0A2U3TZH4|A0A2U3TZH4_HUMAN PDZ and LIM domain protein 3 OS=Homo sapiens OX=9606 GN=PDLIM3 PE=1 SV=1;tr|A0A087WYF8|A0A087WYF8_HUMAN PDZ and LIM domain protein,2,2,9.1,4.12024628707503,4.14613732404923,25.1498460230947,25.2187453210558
P50479;C9J542,P50479,18;6,18;6,18;6,PDZ and LIM domain protein 4,PDLIM4,sp|P50479|PDLI4_HUMAN PDZ and LIM domain protein 4 OS=Homo sapiens OX=9606 GN=PDLIM4 PE=1 SV=2,18,18,75.2,28.8889318398578,28.5953401268066,32.8073946986395,32.6830498647928
Q96HC4;H0Y8Y3;A0A0A0MSP3;H0YBI4;A0A0D9SFR4;H0Y929;D6RAA1;A0A0D9SFW3;D6RGG6,Q96HC4;H0Y8Y3,22;13;8;7;4;3;1;1;1,22;13;8;7;4;3;1;1;1,22;13;8;7;4;3;1;1;1,PDZ and LIM domain protein 5,PDLIM5,sp|Q96HC4|PDLI5_HUMAN PDZ and LIM domain protein 5 OS=Homo sapiens OX=9606 GN=PDLIM5 PE=1 SV=5;tr|H0Y8Y3|H0Y8Y3_HUMAN PDZ and LIM domain protein 5 (Fragment) OS=Homo sapiens OX=9606 GN=PDLIM5 PE=1 SV=1,22,22,49.8,21.0934264918777,20.7615804485931,30.2148884760026,30.0117198789383
Q9NR12;D6RF83;H7BYK4;D6RH06;D6RAN1,Q9NR12;D6RF83;H7BYK4;D6RH06,5;4;4;4;2,5;4;4;4;2,5;4;4;4;2,PDZ and LIM domain protein 7,PDLIM7,sp|Q9NR12|PDLI7_HUMAN PDZ and LIM domain protein 7 OS=Homo sapiens OX=9606 GN=PDLIM7 PE=1 SV=1;tr|D6RF83|D6RF83_HUMAN PDZ and LIM domain protein 7 (Fragment) OS=Homo sapiens OX=9606 GN=PDLIM7 PE=1 SV=1;tr|H7BYK4|H7BYK4_HUMAN PDZ and LIM domain protein 7 (F,5,5,11.6,4.12024628707503,4.14613732404923,26.7335032155975,26.5289507586729
Q29RF7;H0Y9L6;H0Y9L9,Q29RF7,15;3;2,15;3;2,14;3;2,Sister chromatid cohesion protein PDS5 homolog A,PDS5A,sp|Q29RF7|PDS5A_HUMAN Sister chromatid cohesion protein PDS5 homolog A OS=Homo sapiens OX=9606 GN=PDS5A PE=1 SV=1,15,14,15.8,4.12024628707503,4.14613732404923,28.3330454478775,28.1105819154334
Q9NTI5;A9IYQ1,Q9NTI5,7;1,6;1,6;1,Sister chromatid cohesion protein PDS5 homolog B,PDS5B,sp|Q9NTI5|PDS5B_HUMAN Sister chromatid cohesion protein PDS5 homolog B OS=Homo sapiens OX=9606 GN=PDS5B PE=1 SV=1,7,6,8.7,4.12024628707503,4.14613732404923,25.4610147411941,25.3677970504402
