GRWD1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
TCP1,0.4328992562,0.00595878429480407,0,P17987;E7EQR6;E7ERF2;F5H282;F5GZ03;F5H136;F5H676;F5GZI8;F5GYL4;F5H726;F5H7Y1,P17987;E7EQR6;E7ERF2;F5H282,41;31;28;27;15;8;6;5;3;3;2,41;31;28;27;15;8;6;5;3;3;2,41;31;28;27;15;8;6;5;3;3;2,T-complex protein 1 subunit alpha,TCP1,sp|P17987|TCPA_HUMAN T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1;tr|E7EQR6|E7EQR6_HUMAN T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1;tr|E7ERF2|E7ERF2_HUMAN T-complex protein 1 subunit alpha OS=,41,41,70.7,556
RPL35A,0.0286918797,0.848599443399995,0,P18077;F8WBS5;F8WB72;C9K025,P18077;F8WBS5;F8WB72;C9K025,8;6;6;6,8;6;6;6,8;6;6;6,60S ribosomal protein L35a,RPL35A,sp|P18077|RL35A_HUMAN 60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=2;tr|F8WBS5|F8WBS5_HUMAN 60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=1;tr|F8WB72|F8WB72_HUMAN 60S ribosomal protein L35a OS=Homo sapiens OX=,8,8,38.2,110
RPL7,0.276855532,0.054375859600548,0,P18124;A8MUD9;C9JIJ5;C9JZ88,P18124;A8MUD9,21;19;7;5,21;19;7;5,21;19;7;5,60S ribosomal protein L7,RPL7,sp|P18124|RL7_HUMAN 60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1;tr|A8MUD9|A8MUD9_HUMAN 60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1,21,21,62.1,248
VCL,0.5706377906,0.0750910978546824,0,P18206;A0A096LPE1,P18206,27;1,27;1,27;1,Vinculin,VCL,sp|P18206|VINC_HUMAN Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4,27,27,32.9,1134
SON,-0.2229218927,0.065934485445106,0,P18583;J3QSZ5;H7C1M2,P18583;J3QSZ5;H7C1M2,2;1;1,2;1;1,2;1;1,Protein SON,SON,sp|P18583|SON_HUMAN Protein SON OS=Homo sapiens OX=9606 GN=SON PE=1 SV=4;tr|J3QSZ5|J3QSZ5_HUMAN Protein SON OS=Homo sapiens OX=9606 GN=SON PE=1 SV=1;tr|H7C1M2|H7C1M2_HUMAN Protein SON (Fragment) OS=Homo sapiens OX=9606 GN=SON PE=1 SV=1,2,2,1.7,2426
PGAM1;PGAM4,0.0916473831,0.382017287502275,0,P18669;Q8N0Y7;P15259,P18669;Q8N0Y7,25;14;7,25;14;7,25;14;7,Phosphoglycerate mutase 1;Probable phosphoglycerate mutase 4,PGAM1;PGAM4,sp|P18669|PGAM1_HUMAN Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2;sp|Q8N0Y7|PGAM4_HUMAN Probable phosphoglycerate mutase 4 OS=Homo sapiens OX=9606 GN=PGAM4 PE=3 SV=1,25,25,74,254
NCL,0.1833239983,0.207249053352337,0,P19338;H7BY16;C9JYW2;C9JLB1;C9J1H7;C9JWL1,P19338;H7BY16,37;19;2;2;2;2,37;19;2;2;2;2,37;19;2;2;2;2,Nucleolin,NCL,sp|P19338|NUCL_HUMAN Nucleolin OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=3;tr|H7BY16|H7BY16_HUMAN Nucleolin (Fragment) OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=8,37,37,43.1,710
HK1,-0.1515571667,0.298015444731509,0,P19367;B1AR62;Q2TB90,P19367,27;4;2,27;4;2,23;3;1,Hexokinase-1,HK1,sp|P19367|HXK1_HUMAN Hexokinase-1 OS=Homo sapiens OX=9606 GN=HK1 PE=1 SV=3,27,23,32.3,917
SRM,-0.4829524288,0.00837616151167228,0,P19623;K7EKM4;K7ESL0;K7EQ47;K7EL89,P19623,7;2;2;2;1,7;2;2;2;1,7;2;2;2;1,Spermidine synthase,SRM,sp|P19623|SPEE_HUMAN Spermidine synthase OS=Homo sapiens OX=9606 GN=SRM PE=1 SV=1,7,7,15.9,302
CSNK2A2,0.8520404002,0.127663339723868,0,P19784;H3BSA1;H3BNI9;H3BV19,P19784;H3BSA1;H3BNI9;H3BV19,6;4;3;3,6;4;3;3,6;4;3;3,Casein kinase II subunit alpha,CSNK2A2,sp|P19784|CSK22_HUMAN Casein kinase II subunit alpha OS=Homo sapiens OX=9606 GN=CSNK2A2 PE=1 SV=1;tr|H3BSA1|H3BSA1_HUMAN Casein kinase II subunit alpha (Fragment) OS=Homo sapiens OX=9606 GN=CSNK2A2 PE=1 SV=2;tr|H3BNI9|H3BNI9_HUMAN Casein kinase II subuni,6,6,22.6,350
EIF2S2,0.4031335457,0.101478403177076,0,P20042,P20042,6,6,6,Eukaryotic translation initiation factor 2 subunit 2,EIF2S2,sp|P20042|IF2B_HUMAN Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens OX=9606 GN=EIF2S2 PE=1 SV=2,6,6,21,333
ANXA7,-0.1657764544,0.348951038130671,0,P20073,P20073,12,12,12,Annexin A7,ANXA7,sp|P20073|ANXA7_HUMAN Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3,12,12,31.1,488
BTF3,-0.0128937841,0.885458336439812,0,P20290,P20290,6,6,2,Transcription factor BTF3,BTF3,sp|P20290|BTF3_HUMAN Transcription factor BTF3 OS=Homo sapiens OX=9606 GN=BTF3 PE=1 SV=1,6,2,48.5,206
PSMB1,0.1177767125,0.234201982559484,0,P20618,P20618,7,7,7,Proteasome subunit beta type-1,PSMB1,sp|P20618|PSB1_HUMAN Proteasome subunit beta type-1 OS=Homo sapiens OX=9606 GN=PSMB1 PE=1 SV=2,7,7,43.2,241
M6PR,-0.4098055899,0.0684779332307675,0,P20645;F5GX30;H0YGE9;H0YGT2;H0YF90;F5GXE0;F5GXU0;F5H883,P20645;F5GX30,5;4;2;2;2;1;1;1,5;4;2;2;2;1;1;1,5;4;2;2;2;1;1;1,Cation-dependent mannose-6-phosphate receptor,M6PR,sp|P20645|MPRD_HUMAN Cation-dependent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=M6PR PE=1 SV=1;tr|F5GX30|F5GX30_HUMAN Cation-dependent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=M6PR PE=1 SV=2,5,5,24.9,277
COX5A,-0.1871073911,0.115148193918173,0,P20674;H3BNX8;H3BRM5;H3BV69;H3BRI0,P20674;H3BNX8;H3BRM5;H3BV69,7;6;4;4;2,7;6;4;4;2,7;6;4;4;2,"Cytochrome c oxidase subunit 5A, mitochondrial",COX5A,"sp|P20674|COX5A_HUMAN Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens OX=9606 GN=COX5A PE=1 SV=2;tr|H3BNX8|H3BNX8_HUMAN Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens OX=9606 GN=COX5A PE=1 SV=1;tr|H3BRM5|H3BRM5_HUMAN Cytochro",7,7,38,150
LMNB1,-0.1749229142,0.12111291963023,0,P20700;E9PBF6;A0A0D9SFE5;A0A0D9SFY5,P20700;E9PBF6;A0A0D9SFE5,37;30;25;13,36;29;25;13,32;28;24;12,Lamin-B1,LMNB1,"sp|P20700|LMNB1_HUMAN Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=2;tr|E9PBF6|E9PBF6_HUMAN Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=1;tr|A0A0D9SFE5|A0A0D9SFE5_HUMAN Lamin B1, isoform CRA_a OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=1",37,32,61.9,586
ATP6V1B2,-0.4742346673,0.0045229097334498,0,P21281;H0YC04;P15313;C9JNS9;C9JL73;H0YAT8;E5RGH6,P21281;H0YC04,12;9;3;3;3;2;2,12;9;3;3;3;2;2,12;9;3;3;3;2;2,"V-type proton ATPase subunit B, brain isoform",ATP6V1B2,"sp|P21281|VATB2_HUMAN V-type proton ATPase subunit B, brain isoform OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=3;tr|H0YC04|H0YC04_HUMAN V-type proton ATPase subunit B, brain isoform (Fragment) OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=1",12,12,28.4,511
ACO1,0.0854298615,0.593406156819015,0,P21399,P21399,16,16,16,Cytoplasmic aconitate hydratase,ACO1,sp|P21399|ACOC_HUMAN Cytoplasmic aconitate hydratase OS=Homo sapiens OX=9606 GN=ACO1 PE=1 SV=3,16,16,26.1,889
VDAC1,0.1163223907,0.257690178531851,0,P21796;C9JI87,P21796;C9JI87,25;14,25;14,25;14,Voltage-dependent anion-selective channel protein 1,VDAC1,sp|P21796|VDAC1_HUMAN Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2;tr|C9JI87|C9JI87_HUMAN Voltage-dependent anion-selective channel protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=6,25,25,83.4,283
SDHB,0.5522847646,0.123603510152167,0,P21912;A0A087WXX8;A0A087WWT1,P21912;A0A087WXX8;A0A087WWT1,5;3;3,5;3;3,5;3;3,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",SDHB,"sp|P21912|SDHB_HUMAN Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHB PE=1 SV=3;tr|A0A087WXX8|A0A087WXX8_HUMAN Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (Fragment) OS=Homo",5,5,21.4,280
TGM2,0.603112697,0.00389269684972278,0,P21980;A2A299;A2A2A0,P21980,30;9;5,30;9;5,30;9;5,Protein-glutamine gamma-glutamyltransferase 2,TGM2,sp|P21980|TGM2_HUMAN Protein-glutamine gamma-glutamyltransferase 2 OS=Homo sapiens OX=9606 GN=TGM2 PE=1 SV=2,30,30,47,687
GART,0.1249546728,0.238703779484691,0,P22102;F8WD69;C9JBJ1;C9JTV6;C9JZG2;C9JKQ7;H7C366;A0A140TA71,P22102,29;13;12;12;8;8;4;1,29;13;12;12;8;8;4;1,29;13;12;12;8;8;4;1,Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase,GART,sp|P22102|PUR2_HUMAN Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1,29,29,39.5,1010
PAICS,0.2870543128,0.030594155174189,0,P22234;E9PBS1;D6RF62,P22234;E9PBS1;D6RF62,28;27;20,28;27;20,28;27;20,Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase,PAICS,sp|P22234|PUR6_HUMAN Multifunctional protein ADE2 OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=3;tr|E9PBS1|E9PBS1_HUMAN Multifunctional protein ADE2 (Fragment) OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=1;tr|D6RF62|D6RF62_HUMAN Multifunctional protein ADE2 OS=Ho,28,28,59.1,425
SCP2,-0.5592569967,0.00453385463619924,0,P22307;H0YF61,P22307;H0YF61,6;3,6;3,6;3,Non-specific lipid-transfer protein,SCP2,sp|P22307|NLTP_HUMAN Non-specific lipid-transfer protein OS=Homo sapiens OX=9606 GN=SCP2 PE=1 SV=2;tr|H0YF61|H0YF61_HUMAN Non-specific lipid-transfer protein (Fragment) OS=Homo sapiens OX=9606 GN=SCP2 PE=1 SV=1,6,6,9.7,547
UBA1,-0.3409767263,0.0190412298179069,0,P22314;Q5JRR6;Q5JRR9;Q5JRS0;Q5JRS1;Q5JRS3;Q5JRS2,P22314,45;15;11;11;9;9;9,45;15;11;11;9;9;9,45;15;11;11;9;9;9,Ubiquitin-like modifier-activating enzyme 1,UBA1,sp|P22314|UBA1_HUMAN Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3,45,45,56.7,1058
FDXR,-0.5826035354,0.110958051060519,0,P22570;A0A0C4DFN8;A0A0A0MSZ4;A0A0A0MTN9;A0A0A0MTR6;A0A0C4DGN7;A0A0A0MT64;J3QQX3;J3QKZ8;J3QQW7,P22570;A0A0C4DFN8;A0A0A0MSZ4;A0A0A0MTN9;A0A0A0MTR6;A0A0C4DGN7;A0A0A0MT64;J3QQX3,18;16;16;15;15;15;15;14;4;1,18;16;16;15;15;15;15;14;4;1,18;16;16;15;15;15;15;14;4;1,"NADPH:adrenodoxin oxidoreductase, mitochondrial",FDXR,"sp|P22570|ADRO_HUMAN NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=FDXR PE=1 SV=3;tr|A0A0C4DFN8|A0A0C4DFN8_HUMAN NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=FDXR PE=1 SV=1;tr|A0A0A0MSZ4|A0A0A0MSZ4",18,18,50.9,491
HNRNPA2B1,0.0851416757,0.423969953682914,0,P22626;A0A087WUI2,P22626;A0A087WUI2,30;20,30;20,30;20,Heterogeneous nuclear ribonucleoproteins A2/B1,HNRNPA2B1,sp|P22626|ROA2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2;tr|A0A087WUI2|A0A087WUI2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=1,30,30,68.3,353
UQCRC2,0.1895254658,0.204001412760674,0,P22695;H3BRG4;H3BSJ9;H3BP04;A0A087WVZ4;H3BUE4;H3BUI9,P22695;H3BRG4;H3BSJ9;H3BP04,12;11;10;6;2;2;2,12;11;10;6;2;2;2,12;11;10;6;2;2;2,"Cytochrome b-c1 complex subunit 2, mitochondrial",UQCRC2,"sp|P22695|QCR2_HUMAN Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=3;tr|H3BRG4|H3BRG4_HUMAN Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=1;tr|H3BSJ9|H3BSJ9_HUMAN Cyt",12,12,33.1,453
SFPQ,0.5190691167,0.00319239021240673,0,P23246,P23246,25,23,19,"Splicing factor, proline- and glutamine-rich",SFPQ,"sp|P23246|SFPQ_HUMAN Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",25,19,33.5,707
TUBG1;TUBG2,-0.2593576658,0.568851836137994,0,P23258;Q9NRH3;K7EKE5;K7EIS0,P23258;Q9NRH3;K7EKE5;K7EIS0,4;4;2;2,4;4;2;2,4;4;2;2,Tubulin gamma-1 chain;Tubulin gamma-2 chain;Tubulin gamma chain,TUBG1;TUBG2,sp|P23258|TBG1_HUMAN Tubulin gamma-1 chain OS=Homo sapiens OX=9606 GN=TUBG1 PE=1 SV=2;sp|Q9NRH3|TBG2_HUMAN Tubulin gamma-2 chain OS=Homo sapiens OX=9606 GN=TUBG2 PE=2 SV=1;tr|K7EKE5|K7EKE5_HUMAN Tubulin gamma-1 chain OS=Homo sapiens OX=9606 GN=TUBG1 PE=4 S,4,4,13.5,451
PPIB,-0.2104633222,0.0615568320671651,0,P23284,P23284,16,16,16,Peptidyl-prolyl cis-trans isomerase B,PPIB,sp|P23284|PPIB_HUMAN Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2,16,16,63.9,216
WARS,-0.226891225,0.0720776999290141,0,P23381;H0YJP3;G3V5W1;G3V3S7;G3V3X0;G3V423;G3V3P2;G3V227;G3V5U1;G3V456;G3V2Y7;G3V277;G3V3H8;G3V3Y5,P23381,5;2;1;1;1;1;1;1;1;1;1;1;1;1,5;2;1;1;1;1;1;1;1;1;1;1;1;1,5;2;1;1;1;1;1;1;1;1;1;1;1;1,"Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS",WARS,"sp|P23381|SYWC_HUMAN Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=WARS1 PE=1 SV=2",5,5,15.5,471
RPS3,0.4831101083,0.00944619350890365,0,P23396;E9PL09;E9PPU1;F2Z2S8;H0YCJ7;H0YEU2;H0YF32;E9PQ96;E9PJH4;E9PK82;E9PSF4;E9PQX2;H0YES8,P23396;E9PL09;E9PPU1;F2Z2S8;H0YCJ7;H0YEU2;H0YF32,25;21;16;15;15;14;13;9;9;9;6;3;1,25;21;16;15;15;14;13;9;9;9;6;3;1,25;21;16;15;15;14;13;9;9;9;6;3;1,40S ribosomal protein S3,RPS3,sp|P23396|RS3_HUMAN 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2;tr|E9PL09|E9PL09_HUMAN 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=1;tr|E9PPU1|E9PPU1_HUMAN 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3,25,25,86.8,243
AHCY,0.083446755,0.444887507533951,0,P23526,P23526,24,24,24,Adenosylhomocysteinase,AHCY,sp|P23526|SAHH_HUMAN Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4,24,24,47,432
CFL1,-0.2006003338,0.0975474261158632,0,P23528;E9PP50;E9PK25;G3V1A4;E9PQB7;E9PS23;E9PLJ3,P23528;E9PP50;E9PK25;G3V1A4;E9PQB7,22;20;19;18;14;9;7,22;20;19;18;14;9;7,12;10;9;9;5;8;5,Cofilin-1,CFL1,sp|P23528|COF1_HUMAN Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3;tr|E9PP50|E9PP50_HUMAN Cofilin-1 (Fragment) OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=8;tr|E9PK25|E9PK25_HUMAN Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=1;tr|G3V1A4|G3V1A4_HUMAN,22,12,91.6,166
DTYMK,-0.3835095417,0.118168180873252,0,P23919;G5E9E9;H7BZ20;H7C3A4;H7C312,P23919;G5E9E9;H7BZ20,6;4;3;2;2,6;4;3;2;2,6;4;3;2;2,Thymidylate kinase,DTYMK,"sp|P23919|KTHY_HUMAN Thymidylate kinase OS=Homo sapiens OX=9606 GN=DTYMK PE=1 SV=4;tr|G5E9E9|G5E9E9_HUMAN Deoxythymidylate kinase (Thymidylate kinase), isoform CRA_d OS=Homo sapiens OX=9606 GN=DTYMK PE=1 SV=1;tr|H7BZ20|H7BZ20_HUMAN Thymidylate kinase (Frag",6,6,25.5,212
RRM1,0.2192831283,0.315548017525229,0,P23921;E9PL69;E9PP77;H0YCY7,P23921;E9PL69,8;7;1;1,8;7;1;1,8;7;1;1,Ribonucleoside-diphosphate reductase large subunit,RRM1,sp|P23921|RIR1_HUMAN Ribonucleoside-diphosphate reductase large subunit OS=Homo sapiens OX=9606 GN=RRM1 PE=1 SV=1;tr|E9PL69|E9PL69_HUMAN Ribonucleoside-diphosphate reductase large subunit OS=Homo sapiens OX=9606 GN=RRM1 PE=1 SV=1,8,8,18.3,792
EEF1B2,0.3998498597,0.0769943470492841,0,P24534;F8WF65;F2Z2G2;C9JZW3,P24534,5;1;1;1,5;1;1;1,5;1;1;1,Elongation factor 1-beta,EEF1B2,sp|P24534|EF1B_HUMAN Elongation factor 1-beta OS=Homo sapiens OX=9606 GN=EEF1B2 PE=1 SV=3,5,5,27.6,225
ATP5F1,0.4834958603,0.0218395983959107,0,P24539;Q5QNZ2,P24539;Q5QNZ2,5;4,5;4,5;4,"ATP synthase F(0) complex subunit B1, mitochondrial",ATP5F1,"sp|P24539|AT5F1_HUMAN ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PB PE=1 SV=2;tr|Q5QNZ2|Q5QNZ2_HUMAN ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PB PE=1 SV=1",5,5,26.2,256
MCM3,-0.3272247598,0.0474519270557544,0,P25205;J3KQ69;A0A499FHX9;Q7Z6P5,P25205;J3KQ69;A0A499FHX9,21;15;15;3,21;15;15;3,21;15;15;3,DNA replication licensing factor MCM3,MCM3,sp|P25205|MCM3_HUMAN DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3;tr|J3KQ69|J3KQ69_HUMAN DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3;tr|A0A499FHX9|A0A499FHX9_HUMAN DNA replication licen,21,21,30.2,808
RPS12,0.1991548566,0.166449771613075,0,P25398,P25398,14,14,14,40S ribosomal protein S12,RPS12,sp|P25398|RS12_HUMAN 40S ribosomal protein S12 OS=Homo sapiens OX=9606 GN=RPS12 PE=1 SV=3,14,14,84.1,132
DNAJB1,0.9141708432,0.0887742213615721,0,P25685;M0R080;M0QYT3;M0QXK0,P25685;M0R080,6;3;1;1,6;3;1;1,6;3;1;1,DnaJ homolog subfamily B member 1,DNAJB1,sp|P25685|DNJB1_HUMAN DnaJ homolog subfamily B member 1 OS=Homo sapiens OX=9606 GN=DNAJB1 PE=1 SV=4;tr|M0R080|M0R080_HUMAN DnaJ homolog subfamily B member 1 (Fragment) OS=Homo sapiens OX=9606 GN=DNAJB1 PE=1 SV=1,6,6,22.4,340
ATP5A1,-0.0252322774,0.79942461164948,0,P25705;K7EK77;K7ENJ4;K7ERX7;K7EJP1;K7EQH4;K7ESA0,P25705;K7EK77,45;25;19;18;15;9;2,45;25;19;18;15;9;2,45;25;19;18;15;9;2,"ATP synthase subunit alpha, mitochondrial",ATP5A1,"sp|P25705|ATPA_HUMAN ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1;tr|K7EK77|K7EK77_HUMAN ATP synthase subunit alpha, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",45,45,66.7,553
PSMA1,0.1785333878,0.10341075233209,0,P25786;F5GX11;B4DEV8,P25786;F5GX11;B4DEV8,17;13;9,17;13;9,17;13;9,Proteasome subunit alpha type-1;Proteasome subunit alpha type,PSMA1,sp|P25786|PSA1_HUMAN Proteasome subunit alpha type-1 OS=Homo sapiens OX=9606 GN=PSMA1 PE=1 SV=1;tr|F5GX11|F5GX11_HUMAN Proteasome endopeptidase complex OS=Homo sapiens OX=9606 GN=PSMA1 PE=1 SV=1;tr|B4DEV8|B4DEV8_HUMAN Proteasome subunit alpha type OS=Homo ,17,17,70.3,263
PSMA3,0.1345835585,0.175038226413579,0,P25788;G3V4X5;G3V3W4;G3V5N4;H0YJ03,P25788;G3V4X5,12;6;2;2;1,12;6;2;2;1,12;6;2;2;1,Proteasome subunit alpha type-3,PSMA3,sp|P25788|PSA3_HUMAN Proteasome subunit alpha type-3 OS=Homo sapiens OX=9606 GN=PSMA3 PE=1 SV=2;tr|G3V4X5|G3V4X5_HUMAN Proteasome endopeptidase complex OS=Homo sapiens OX=9606 GN=PSMA3 PE=1 SV=1,12,12,53.3,255
ITGA3,0.1731051811,0.34228728368142,0,P26006;D6R9X8;K7EMU3,P26006,8;3;1,8;3;1,8;3;1,Integrin alpha-3;Integrin alpha-3 heavy chain;Integrin alpha-3 light chain,ITGA3,sp|P26006|ITA3_HUMAN Integrin alpha-3 OS=Homo sapiens OX=9606 GN=ITGA3 PE=1 SV=5,8,8,9,1051
MSN,0.106443137,0.284934453017677,0,P26038;V9GZ54,P26038,39;8,32;6,30;6,Moesin,MSN,sp|P26038|MOES_HUMAN Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3,39,30,62,577
DDX6,-0.0574671245,0.574959668195099,0,P26196;Q8IV96,P26196,4;1,4;1,4;1,Probable ATP-dependent RNA helicase DDX6,DDX6,sp|P26196|DDX6_HUMAN Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens OX=9606 GN=DDX6 PE=1 SV=2,4,4,11,483
RPL13,0.3802400312,0.00933707070696443,0,P26373;J3QSB4;H3BTH3;H3BUK8;J3KS98,P26373;J3QSB4,18;13;6;2;2,18;13;6;2;2,18;13;6;2;2,60S ribosomal protein L13,RPL13,sp|P26373|RL13_HUMAN 60S ribosomal protein L13 OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=4;tr|J3QSB4|J3QSB4_HUMAN 60S ribosomal protein L13 (Fragment) OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=1,18,18,59.7,211
HMGB2,-0.1861926878,0.0934038532376388,0,P26583;D6R9A6,P26583;D6R9A6,12;10,8;7,8;7,High mobility group protein B2,HMGB2,sp|P26583|HMGB2_HUMAN High mobility group protein B2 OS=Homo sapiens OX=9606 GN=HMGB2 PE=1 SV=2;tr|D6R9A6|D6R9A6_HUMAN High mobility group protein B2 (Fragment) OS=Homo sapiens OX=9606 GN=HMGB2 PE=1 SV=1,12,8,45,209
PTBP1,0.1261111786,0.260869971264885,0,P26599;A0A0U1RRM4;A6NLN1;A0A0D9SF20;K7EKJ7;A0A087WUW5;K7ES59;K7EK45;K7ELW5;A0A087WU68;O95758;X6R242,P26599;A0A0U1RRM4;A6NLN1;A0A0D9SF20,23;22;21;14;7;5;5;5;3;3;1;1,23;22;21;14;7;5;5;5;3;3;1;1,23;22;21;14;7;5;5;5;3;3;1;1,Polypyrimidine tract-binding protein 1,PTBP1,sp|P26599|PTBP1_HUMAN Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1;tr|A0A0U1RRM4|A0A0U1RRM4_HUMAN Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1;tr|A6NLN1|A6NLN1_HUMAN Polypyrimidine t,23,23,60.6,531
TARS,0.2566225556,0.087215618418428,0,P26639;A2RTX5;D6R9F8;D6RCA5;D6RDJ6;B7ZLP8;Q9BW92;D6RJ97;D6RHV7;D6RCS6;F6S7Q7;U3KQG0,P26639,27;3;3;2;2;2;1;1;1;1;1;1,27;3;3;2;2;2;1;1;1;1;1;1,27;3;3;2;2;2;1;1;1;1;1;1,"Threonine--tRNA ligase, cytoplasmic",TARS,"sp|P26639|SYTC_HUMAN Threonine--tRNA ligase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TARS1 PE=1 SV=3",27,27,43.2,723
VARS,0.1530494721,0.200190430825321,0,P26640;A0A140T936;A0A140T954;A2ABF4;A0A0G2JJT9;A0A140T904;H0Y426,P26640;A0A140T936,22;19;6;5;5;2;1,22;19;6;5;5;2;1,22;19;6;5;5;2;1,Valine--tRNA ligase,VARS,sp|P26640|SYVC_HUMAN Valine--tRNA ligase OS=Homo sapiens OX=9606 GN=VARS1 PE=1 SV=4;tr|A0A140T936|A0A140T936_HUMAN Valine--tRNA ligase (Fragment) OS=Homo sapiens OX=9606 GN=VARS1 PE=1 SV=1,22,22,23.5,1264
