Gene_names,PAFAH1B1_vs_BirA_logFC,PAFAH1B1_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_PAFAH1B1_N1,Peptides_PAFAHB_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_PAFAH1B1_N1,Razor___unique_peptides_PAFAHB_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_PAFAH1B1_N1,Unique_peptides_PAFAHB_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_PAFAH1B1_N1,Identification_type_PAFAHB_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_PAFAH1B1_N1,Ratio_H_L_PAFAHB_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_PAFAH1B1_N1,Ratio_H_L_normalized_PAFAHB_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____PAFAH1B1_N1,Ratio_H_L_variability_____PAFAHB_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_PAFAH1B1_N1,Ratio_H_L_count_PAFAHB_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_PAFAH1B1_N1,Ratio_H_L_iso_count_PAFAHB_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_PAFAH1B1_N1,Ratio_H_L_type_PAFAHB_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_PAFAH1B1_N1____,Sequence_coverage_PAFAHB_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_PAFAH1B1_N1,Intensity_L_PAFAH1B1_N1,Intensity_H_PAFAH1B1_N1,Intensity_PAFAHB_N2,Intensity_L_PAFAHB_N2,Intensity_H_PAFAHB_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_PAFAH1B1_N1,metacell_Intensity_L_PAFAHB_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
DHX38,20.9866198802505,7.71495482905927e-08,Q92620;H3BV01;J3KTG2;H3BQT9;J3KRT1,Q92620,4;1;1;1;1,4;1;1;1;1,4;1;1;1;1,Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16,sp|Q92620|PRP16_HUMAN Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 OS=Homo sapiens OX=9606 GN=DHX38 PE=1 SV=2,5,4,4,4,0,0,4,4,0,0,4,4,0,0,4,4,4.6,4.6,4.6,140.5,1227,1227;123;128;138;142,0.0,11.664,,,By MS/MS,By MS/MS,0.75189,1.5205,15.755,8,0,Leave out requantified,,,0.75116,0.75261,,,1.4955,1.4384,,,15.824,21.931,0,0,4,4,0,0,0,0,Median,Median,Leave out requantified,Leave out requantified,0.0,0.0,4.6,4.6,439390000,244070000,195320000,0,0,0,0,0,0,261540000,141030000,120510000,177850000,103030000,74817000,,,,3067,1978;5463;21254;23137,True;True;True;True,2239;6069;24071;26151,5875;5876;14978;14979;59635;59636;64987;64988,11572;11573;28559;28560;28561;28562;112863;112864;112865;112866;123650,11572;28562;112864;123650,,,,,-1;-1;-1;-1;-1,protein_3068,quanti,quanti,imputed MEC,imputed MEC
NUP205,22.2927113331349,1.91632380060654e-07,Q92621;U3KPX2,Q92621,10;3,10;3,10;3,Nuclear pore complex protein Nup205,sp|Q92621|NU205_HUMAN Nuclear pore complex protein Nup205 OS=Homo sapiens OX=9606 GN=NUP205 PE=1 SV=3,2,10,10,10,0,0,6,9,0,0,6,9,0,0,6,9,6.4,6.4,6.4,227.92,2012,2012;273,0.0,33.922,,,By MS/MS,By MS/MS,0.38199,0.77487,7.9267,14,7,Leave out requantified,,,0.42318,0.29085,,,0.83707,0.72744,,,5.0926,18.397,0,0,6,8,0,0,2,5,Median,Median,Leave out requantified,Leave out requantified,0.0,0.0,3.9,6.0,848600000,599020000,249580000,0,0,0,0,0,0,389430000,270120000,119310000,459170000,328900000,130270000,,,,3068,2421;2567;3642;10824;12915;14246;15687;15964;16928;24587,True;True;True;True;True;True;True;True;True;True,2737;2896;4086;12228;14815;16318;17882;18194;19289;27751,7127;7128;7507;7508;10460;30556;36918;40665;40666;44479;45251;47926;47927;69087;69088,13940;13941;14615;14616;14617;20290;58703;70405;77461;77462;84507;85934;91014;131849;131850,13940;14617;20290;58703;70405;77461;84507;85934;91014;131850,,,,,-1;-1,protein_3069,quanti,quanti,imputed MEC,imputed MEC
ANP32B,2.00761375791076,0.000857085004438352,Q92688,Q92688,7,6,6,Acidic leucine-rich nuclear phosphoprotein 32 family member B,sp|Q92688|AN32B_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Homo sapiens OX=9606 GN=ANP32B PE=1 SV=1,1,7,6,6,1,1,7,6,1,1,6,5,1,1,6,5,22.7,22.7,22.7,28.787,251,251,0.0,14.175,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33349,0.80423,33.066,22,4,Leave out requantified,0.067342,0.033672,0.3676,0.33174,0.2469,0.09889,0.94138,0.87266,,,24.665,18.944,1,1,11,9,0,0,1,3,Median,Median,Leave out requantified,Leave out requantified,8.4,8.4,22.7,22.3,4995500000,3708700000,1286800000,88839000,80238000,8601500,98796000,95000000,3796100,2867400000,2111700000,755670000,1940500000,1421700000,518760000,,,,3070,9713;9714;14034;14035;15060;21086;21088,True;True;True;True;True;False;True,10938;10939;10940;16047;16048;16049;17204;23885;23887,27202;27203;27204;27205;27206;27207;27208;27209;39975;39976;39977;39978;39979;39980;39981;39982;42844;42845;59132;59133;59138;59139;59140;59141,52219;52220;52221;52222;52223;52224;52225;52226;52227;52228;52229;52230;52231;52232;52233;52234;52235;52236;52237;52238;52239;52240;76243;76244;76245;76246;76247;76248;76249;76250;76251;76252;76253;76254;76255;76256;76257;76258;81558;81559;111903;111904;111905;111906;111907;111908;111909;111910;111911;111912;111935;111936,52224;52226;76248;76256;81558;111906;111936,2912,,86,,-1,protein_3071,quanti,quanti,quanti,quanti
TFG,1.77103899350942,0.0408269253531045,Q92734;C9JTY3;C9JUE0;C9JJP5,Q92734;C9JTY3;C9JUE0;C9JJP5,5;4;4;4,5;4;4;4,5;4;4;4,Protein TFG,sp|Q92734|TFG_HUMAN Protein TFG OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=2;tr|C9JTY3|C9JTY3_HUMAN Protein TFG (Fragment) OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=1;tr|C9JUE0|C9JUE0_HUMAN Protein TFG (Fragment) OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=1;tr|C9JJP5,4,5,5,5,1,1,3,5,1,1,3,5,1,1,3,5,16.2,16.2,16.2,43.447,400,400;128;157;181,0.0,24.952,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.69343,1.7432,35.86,11,4,Leave out requantified,0.49587,0.94574,0.57771,0.6021,1.6333,2.4348,1.2899,1.5539,,,35.768,26.872,1,1,3,6,1,0,1,2,Median,Median,Median,Leave out requantified,4.2,4.2,9.2,16.2,1192000000,756640000,435330000,36293000,23050000,13243000,34174000,16742000,17432000,368890000,220670000,148230000,752610000,496180000,256430000,,,,3072,10713;14650;15774;18356;19817,True;True;True;True;True,12102;16763;17985;20876;22477,30258;30259;41799;44727;51874;51875;51876;51877;55622;55623;55624,58175;58176;58177;58178;58179;79657;84992;98450;98451;98452;98453;98454;98455;98456;98457;98458;98459;105310;105311;105312;105313;105314,58177;79657;84992;98459;105311,,,,,-1;-1;-1;-1,protein_3073,quanti,quanti,quanti,quanti
HDAC2,1.40943632352835,0.00217235666824977,Q92769;H3BM24;E5RJ04;E5RGV4;E5RHE7;E5RH52;E5RG37;E5RFP9;E5RFI6,Q92769,11;5;3;3;3;3;3;3;2,11;5;3;3;3;3;3;3;2,6;2;0;0;0;0;0;0;0,Histone deacetylase 2,sp|Q92769|HDAC2_HUMAN Histone deacetylase 2 OS=Homo sapiens OX=9606 GN=HDAC2 PE=1 SV=2,9,11,11,6,3,3,10,9,3,3,10,9,1,1,6,4,33.2,33.2,23.2,55.364,488,488;161;65;71;86;100;103;109;60,0.0,28.205,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.41551,1.0338,14.837,29,8,Leave out requantified,0.36456,0.52008,0.41063,0.40267,1.324,1.1923,0.94865,1.0423,2.4851,28.534,13.78,15.161,3,3,12,11,0,1,4,3,Leave out requantified,Median,Leave out requantified,Leave out requantified,8.6,8.6,32.4,24.4,5529400000,3856700000,1672700000,192110000,131780000,60324000,195880000,138450000,57435000,2988100000,2076100000,912020000,2153400000,1510400000,642920000,,,,3073,13440;13744;17320;19408;20935;20936;22529;24061;25348;26896;27647,True;True;True;True;True;True;True;True;True;True;True,15391;15717;19742;22026;23699;23700;25461;27162;28678;30395;31227,38348;38349;39155;49035;49036;49037;49038;49039;49040;54540;54541;54542;54543;58645;58646;58647;58648;58649;58650;58651;63185;63186;67603;71459;71460;75627;75628;77704;77705,73068;73069;74652;92976;92977;92978;92979;92980;92981;92982;92983;92984;92985;92986;92987;103257;103258;103259;103260;103261;111056;111057;111058;111059;111060;111061;111062;111063;111064;111065;111066;119747;119748;119749;119750;119751;119752;119753;128974;136640;136641;136642;144666;144667;144668;144669;144670;148589;148590;148591,73068;74652;92984;103258;111064;111066;119751;128974;136641;144670;148589,2598,,90,,-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_3074,quanti,quanti,quanti,quanti
GGH,22.8264038421927,1.04152701361506e-07,Q92820,Q92820,6,6,6,Gamma-glutamyl hydrolase,sp|Q92820|GGH_HUMAN Gamma-glutamyl hydrolase OS=Homo sapiens OX=9606 GN=GGH PE=1 SV=2,1,6,6,6,0,0,5,6,0,0,5,6,0,0,5,6,22.0,22.0,22.0,35.964,318,318,0.0,15.671,,,By MS/MS,By MS/MS,0.45758,1.0955,18.213,13,3,Leave out requantified,,,0.44172,0.47401,,,1.0268,1.1688,,,14.694,14.485,0,0,6,7,0,0,1,2,Median,Median,Leave out requantified,Leave out requantified,0.0,0.0,17.6,22.0,2110700000,864240000,1246500000,0,0,0,0,0,0,980740000,408740000,572000000,1130000000,455500000,674500000,,,,3075,17966;20908;20909;22305;26156;27660,True;True;True;True;True;True,20453;23669;23670;25217;29591;31240,50776;50777;58558;58559;58560;58561;62546;73678;73679;73680;73681;77744;77745,96317;96318;110853;110854;110855;110856;110857;110858;110859;110860;110861;118459;141060;141061;141062;141063;148661;148662;148663;148664,96318;110853;110861;118459;141060;148664,,,,,-1,protein_3076,quanti,quanti,imputed MEC,imputed MEC
RAD50,1.78550360474948,0.0245552070740592,Q92878;A0A1W2PQ90;A0A494C1B7;E7ESD9;A0A494BZX5;A0A494C122;E7EN38;A0A494C0Y7;A0A494BZW0;E9PM98;H7C0V2;H7C0P8;A0A494BZX8,Q92878;A0A1W2PQ90;A0A494C1B7;E7ESD9;A0A494BZX5;A0A494C122;E7EN38,15;13;12;8;8;8;8;6;2;2;1;1;1,15;13;12;8;8;8;8;6;2;2;1;1;1,15;13;12;8;8;8;8;6;2;2;1;1;1,DNA repair protein RAD50,sp|Q92878|RAD50_HUMAN DNA repair protein RAD50 OS=Homo sapiens OX=9606 GN=RAD50 PE=1 SV=1;tr|A0A1W2PQ90|A0A1W2PQ90_HUMAN Zinc-hook domain-containing protein OS=Homo sapiens OX=9606 PE=4 SV=2;tr|A0A494C1B7|A0A494C1B7_HUMAN DNA repair protein RAD50 (Fragment,13,15,15,15,3,2,9,9,3,2,9,9,3,2,9,9,15.5,15.5,15.5,153.89,1312,1312;1213;894;551;606;659;660;482;47;102;157;158;258,0.0,23.062,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.36996,0.85165,36.013,20,6,Leave out requantified,0.39911,0.4304,0.39681,0.37811,1.0689,0.97774,0.8248,0.92087,44.399,,49.72,35.651,3,1,9,7,1,1,3,1,Plateau,Median,Leave out requantified,Leave out requantified,2.2,1.8,8.8,10.2,1332300000,843810000,488540000,49833000,34248000,15585000,21902000,15807000,6095000,642160000,425150000,217010000,618450000,368600000,249850000,,,,3077,3947;3948;10301;12010;13950;14544;15201;17270;18646;19077;20087;20480;24348;24350;26482,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,4425;4426;11626;13673;15948;16649;17359;19683;21191;21667;22764;23197;27487;27489;29948,11261;11262;11263;29064;34061;39726;39727;39728;41536;43198;43199;48880;52650;53729;56278;56279;57348;68391;68393;74574;74575;74576;74577,21860;21861;55882;65224;65225;65226;75741;75742;75743;79210;79211;82218;82219;82220;92676;99859;101839;106507;108522;130488;130490;142757;142758;142759;142760;142761;142762,21860;21861;55882;65225;75743;79210;82220;92676;99859;101839;106507;108522;130488;130490;142762,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_3078,quanti,quanti,quanti,quanti
UFD1L,0.269206187445906,0.219995416521477,Q92890;C9J6N9;C9IZG3,Q92890;C9J6N9;C9IZG3,6;3;3,6;3;3,5;2;2,Ubiquitin fusion degradation protein 1 homolog,sp|Q92890|UFD1_HUMAN Ubiquitin recognition factor in ER-associated degradation protein 1 OS=Homo sapiens OX=9606 GN=UFD1 PE=1 SV=3;tr|C9J6N9|C9J6N9_HUMAN Ubiquitin recognition factor in ER-associated degradation protein 1 (Fragment) OS=Homo sapiens OX=9606,3,6,6,5,2,2,5,4,2,2,5,4,2,2,4,4,23.8,23.8,18.9,34.5,307,307;135;190,0.0,15.967,By MS/MS,By MS/MS,By MS/MS,By MS/MS,1.0735,2.6602,29.752,15,1,Leave out requantified,0.75193,0.97127,1.3576,1.0735,2.4811,2.5315,3.1001,2.6376,11.975,4.794,12.225,37.534,2,2,6,5,0,0,1,0,Median,Median,Leave out requantified,Leave out requantified,11.4,11.4,20.5,15.6,1260500000,608050000,652470000,75946000,40113000,35833000,85605000,47673000,37932000,576700000,264620000,312080000,522260000,255650000,266620000,,,,3079,6415;6655;10086;12417;14904;16706,True;True;True;True;True;True,7137;7397;11351;14222;17037;19028;19029,17560;18202;18203;28286;28287;28288;35362;35363;42468;42469;47298;47299;47300;47301;47302,33480;34711;34712;54359;54360;67522;67523;67524;67525;67526;80816;80817;80818;80819;80820;89843;89844;89845;89846;89847;89848;89849;89850;89851;89852;89853;89854;89855;89856;89857;89858;89859,33480;34712;54359;67526;80817;89857,,,,,-1;-1;-1,protein_3080,quanti,quanti,quanti,quanti
UPF1,1.22084704173849,0.0040550428765716,Q92900,Q92900,20,20,20,Regulator of nonsense transcripts 1,sp|Q92900|RENT1_HUMAN Regulator of nonsense transcripts 1 OS=Homo sapiens OX=9606 GN=UPF1 PE=1 SV=2,1,20,20,20,8,6,14,14,8,6,14,14,8,6,14,14,21.1,21.1,21.1,124.34,1129,1129,0.0,51.982,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.37989,0.90678,22.207,39,11,Leave out requantified,0.31237,0.3968,0.40654,0.40631,0.83092,0.8833,1.0191,0.95493,32.609,8.3008,37.378,17.735,7,5,13,14,2,1,5,3,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,8.5,6.4,15.4,15.9,3325800000,2354100000,971640000,138960000,96990000,41975000,132590000,91230000,41362000,1580000000,1126300000,453690000,1474200000,1039600000,434620000,,,,3081,785;899;3006;4233;4238;6282;8104;9497;12149;14058;14819;16170;18511;19355;21708;23630;23695;25250;26763;26970,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,860;990;3393;4735;4742;6993;9093;10710;13857;16078;16943;18439;21043;21970;24563;26678;26759;28571;30248;30474,2159;2160;2503;2504;8800;8801;8802;8803;11975;11976;11992;11993;17221;17222;17223;17224;22602;26701;26702;34498;34499;34500;34501;40073;42222;42223;45868;45869;45870;52300;52301;54416;60847;66327;66328;66555;66556;66557;71207;71208;75272;75273;75816;75817,4104;4105;4804;4805;4806;17206;17207;17208;17209;17210;23165;23166;23188;23189;32823;32824;32825;32826;43359;43360;43361;51280;51281;51282;66009;66010;66011;66012;76425;80368;80369;87159;87160;87161;87162;87163;99234;99235;99236;103046;103047;115192;126328;126329;126330;126885;136134;136135;136136;144027;144028;145011;145012;145013;145014;145015,4105;4805;17210;23166;23188;32824;43360;51281;66009;76425;80369;87163;99234;103046;115192;126328;126885;136134;144027;145012,,,,,-1,protein_3082,quanti,quanti,quanti,quanti
COPS5,0.532188402784929,0.168302343784007,Q92905;E5RHH5,Q92905;E5RHH5,2;1,2;1,2;1,COP9 signalosome complex subunit 5,sp|Q92905|CSN5_HUMAN COP9 signalosome complex subunit 5 OS=Homo sapiens OX=9606 GN=COPS5 PE=1 SV=4;tr|E5RHH5|E5RHH5_HUMAN COP9 signalosome complex subunit 5 OS=Homo sapiens OX=9606 GN=COPS5 PE=1 SV=1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,4.8,4.8,4.8,37.578,334,334;197,0.0,4.1447,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.40758,0.76685,11.617,5,3,Median,0.34859,0.47487,0.37928,0.44228,0.76685,0.88613,0.73606,0.94712,,,1.1618,,1,1,2,1,0,1,2,0,Median,Median,Median,Median,2.4,2.4,4.8,2.4,181270000,130350000,50919000,10676000,7570900,3105100,11141000,7719200,3421600,103050000,75765000,27280000,56403000,39291000,17112000,,,,3082,10920;14315,True;True,12329;16391,30795;30796;30797;40876;40877,59109;59110;59111;77841;77842,59111;77841,,,,,-1;-1,protein_3083,quanti,quanti,quanti,quanti
SMARCC1,2.82856628343483,0.00154469557521248,Q92922;F8WE13,Q92922,13;2,13;2,7;2,SWI/SNF complex subunit SMARCC1,sp|Q92922|SMRC1_HUMAN SWI/SNF complex subunit SMARCC1 OS=Homo sapiens OX=9606 GN=SMARCC1 PE=1 SV=3,2,13,13,7,2,3,10,9,2,3,10,9,1,2,4,3,17.3,17.3,11.5,122.87,1105,1105;133,0.0,45.305,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.48749,1.1473,25.878,26,12,Leave out requantified,0.44966,0.5869,0.39293,0.41414,1.0356,1.3802,0.94933,1.023,18.67,43.064,11.612,21.979,2,3,11,10,0,0,8,4,Median,Leave out requantified,Leave out requantified,Leave out requantified,3.9,4.6,13.6,10.1,2728000000,1753900000,974180000,26182000,17189000,8993100,55502000,34260000,21242000,1372300000,878020000,494250000,1274100000,824390000,449690000,,,,3083,16;165;1662;6758;12420;14938;17684;18134;21049;21333;23079;23280;25652,True;True;True;True;True;True;True;True;True;True;True;True;True,16;180;1882;7509;14225;17077;20139;20637;23844;23845;24157;26088;26306;29013,45;46;47;414;4892;4893;18481;18482;35368;42556;42557;50000;50001;51236;59032;59033;59034;59035;59036;59834;59835;59836;59837;64832;65356;65357;72223,73;74;75;76;77;78;79;80;81;767;768;9433;9434;9435;9436;35306;35307;67531;80970;80971;94876;94877;97255;111747;111748;111749;111750;111751;111752;111753;113186;113187;113188;113189;113190;113191;113192;113193;113194;113195;113196;123372;124373;138188,80;767;9435;35306;67531;80971;94876;97255;111749;113190;123372;124373;138188,582,,482,,-1;-1,protein_3084,quanti,quanti,quanti,quanti
TNPO1,0.467385952362129,0.158749997078038,Q92973;E7EW37;O14787;A0A075B780;K7ENW1;K7ESC1;S4R398,Q92973,16;4;3;3;2;2;2,16;4;3;3;2;2;2,16;4;3;3;2;2;2,Transportin-1,sp|Q92973|TNPO1_HUMAN Transportin-1 OS=Homo sapiens OX=9606 GN=TNPO1 PE=1 SV=2,7,16,16,16,6,7,12,14,6,7,12,14,6,7,12,14,25.5,25.5,25.5,102.35,898,898;136;897;766;85;109;193,0.0,47.032,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.38725,0.93437,12.839,43,11,Leave out requantified,0.31514,0.38242,0.41551,0.41123,0.854,0.99861,0.93802,0.97645,18.854,28.62,17.072,14.61,7,8,13,15,2,3,3,3,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,7.5,11.2,18.5,21.2,4000900000,2317000000,1683900000,155520000,117180000,38338000,263630000,185810000,77817000,1927500000,990710000,936820000,1654200000,1023300000,630910000,,,,3085,1794;2601;6487;13178;13948;14560;20454;20784;21301;21302;21463;21464;22899;22983;23546;26661,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,2037;2931;7215;15108;15946;16665;23170;23533;24121;24122;24123;24299;24300;25881;25974;26586;30136,5309;5310;7580;7581;17754;17755;37652;37653;37654;37655;39721;39722;39723;39724;41570;41571;57284;57285;58204;58205;58206;58207;59753;59754;59755;59756;59757;59758;59759;59760;59761;59762;60206;60207;60208;60209;64313;64542;64543;64544;64545;66089;75007;75008,10357;10358;14751;14752;14753;14754;33839;71755;71756;71757;71758;71759;75731;75732;75733;75734;75735;75736;75737;75738;75739;79270;79271;79272;108408;108409;110172;110173;110174;110175;110176;110177;110178;113070;113071;113072;113073;113074;113075;113076;113077;113078;113079;113080;113081;113082;113083;113084;113929;113930;113931;113932;113933;113934;113935;113936;122180;122690;122691;122692;122693;122694;122695;122696;122697;122698;122699;125806;143519;143520,10358;14754;33839;71757;75735;79270;108409;110176;113075;113084;113930;113932;122180;122697;125806;143519,2916,,81,,-1;-1;-1;-1;-1;-1;-1,protein_3086,quanti,quanti,quanti,quanti
EMG1,1.5056293177101,0.0167578417403129,Q92979;V9GYP5;A0A087WWQ2;A0A087WVM7,Q92979;V9GYP5;A0A087WWQ2;A0A087WVM7,6;4;4;3,6;4;4;3,6;4;4;3,Ribosomal RNA small subunit methyltransferase NEP1,sp|Q92979|NEP1_HUMAN Ribosomal RNA small subunit methyltransferase NEP1 OS=Homo sapiens OX=9606 GN=EMG1 PE=1 SV=4;tr|V9GYP5|V9GYP5_HUMAN Ribosomal RNA small subunit methyltransferase NEP1 (Fragment) OS=Homo sapiens OX=9606 GN=EMG1 PE=1 SV=2;tr|A0A087WWQ2|A,4,6,6,6,1,1,6,6,1,1,6,6,1,1,6,6,34.4,34.4,34.4,26.72,244,244;217;223;149,0.0,20.592,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.69636,1.7716,13.366,14,3,Leave out requantified,0.59344,0.57341,0.66754,0.73018,2.0649,1.6432,1.6286,1.8775,,,11.617,17.199,1,1,6,6,0,0,2,1,Median,Median,Leave out requantified,Leave out requantified,4.1,4.1,34.4,34.4,2315100000,1268600000,1046500000,51198000,28892000,22306000,84547000,60762000,23785000,1158200000,641540000,516620000,1021100000,537400000,483740000,,,,3086,225;887;4962;5588;17415;24532,True;True;True;True;True;True,248;977;5531;6219;19848;27690,582;583;584;585;2465;2466;13798;13799;15367;15368;49299;49300;68916;68917,1140;1141;1142;1143;1144;1145;1146;4694;4695;4696;4697;4698;26429;26430;26431;26432;26433;29338;93479;93480;131499;131500;131501;131502;131503,1144;4695;26433;29338;93480;131502,,,,,-1;-1;-1;-1,protein_3087,quanti,quanti,quanti,quanti
USP9X,1.43733694013865,0.28574235097098,Q93008;O00507,Q93008,3;1,3;1,3;1,Probable ubiquitin carboxyl-terminal hydrolase FAF-X,sp|Q93008|USP9X_HUMAN Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Homo sapiens OX=9606 GN=USP9X PE=1 SV=3,2,3,3,3,1,2,1,1,1,2,1,1,1,2,1,1,1.8,1.8,1.8,292.28,2570,2570;2555,0.015889,1.195,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.23848,0.60915,19.397,6,1,Leave out requantified,0.2034,0.24368,0.21669,0.19227,0.41408,0.63924,0.55348,0.50959,,12.579,,0.0,1,2,1,2,1,0,0,0,Median,Median,Median,Median,1.1,0.8,0.5,0.5,867910000,710390000,157520000,8902600,7711100,1191400,82168000,66253000,15915000,269070000,218250000,50821000,507770000,418180000,89590000,,,,3089,2770;16489;20680,True;True;True,3132;18786;23419,8149;46729;57898;57899;57900;57901,16033;88790;88791;109527;109528;109529;109530;109531,16033;88790;109528,,,,,-1;-1,protein_3090,quanti,quanti,quanti,quanti
MYDGF,1.26431806683868,0.0073864314770079,Q969H8;M0QXF7;M0QYN0,Q969H8;M0QXF7;M0QYN0,7;4;4,7;4;4,7;4;4,Myeloid-derived growth factor,sp|Q969H8|MYDGF_HUMAN Myeloid-derived growth factor OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1;tr|M0QXF7|M0QXF7_HUMAN Myeloid-derived growth factor (Fragment) OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1;tr|M0QYN0|M0QYN0_HUMAN Myeloid-derived growth factor O,3,7,7,7,3,3,6,6,3,3,6,6,3,3,6,6,37.6,37.6,37.6,18.795,173,173;84;189,0.0,37.158,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.40002,1.0159,7.8233,21,4,Leave out requantified,0.34422,0.38324,0.42159,0.4454,1.1943,1.002,0.91307,1.1166,14.589,11.539,9.3282,10.266,3,3,7,8,1,1,1,1,Median,Median,Leave out requantified,Leave out requantified,14.5,14.5,35.3,35.3,3681500000,2583400000,1098100000,138910000,100620000,38296000,143550000,99830000,43718000,1586700000,1103400000,483360000,1812300000,1279500000,532730000,,,,3092,566;5181;6861;16014;22242;22243;22364,True;True;True;True;True;True;True,618;5763;7620;18255;25145;25146;25280;25281,1573;1574;14272;14273;14274;14275;18739;18740;18741;18742;18743;45393;45394;62369;62370;62371;62372;62373;62374;62721;62722;62723,2970;2971;2972;27231;27232;27233;27234;27235;27236;27237;27238;27239;27240;27241;35887;35888;35889;35890;35891;35892;35893;35894;35895;35896;86217;86218;86219;86220;86221;118152;118153;118154;118155;118156;118157;118158;118159;118160;118161;118162;118163;118164;118165;118166;118167;118168;118169;118170;118171;118172;118788;118789;118790;118791;118792;118793;118794,2972;27233;35894;86221;118158;118172;118792,2917;2918;2919,,156;161;167,,-1;-1;-1,protein_3093,quanti,quanti,quanti,quanti
