NUP43_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
ITGA6,1.636349336,0.00136267658666488,1,P23229;C9JXX7;H7BZ97,P23229,9;2;1,9;2;1,9;2;1,Integrin alpha-6;Integrin alpha-6 heavy chain;Integrin alpha-6 light chain;Processed integrin alpha-6,ITGA6,sp|P23229|ITA6_HUMAN Integrin alpha-6 OS=Homo sapiens OX=9606 GN=ITGA6 PE=1 SV=5,9,9,8.6,1130
SFPQ,0.0657721772,0.651490422621109,0,P23246;H0Y9K7;H0Y9U2,P23246,32;7;2,32;7;2,30;7;2,"Splicing factor, proline- and glutamine-rich",SFPQ,"sp|P23246|SFPQ_HUMAN Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",32,30,38,707
TUBG1;TUBG2,-0.1368230531,0.711979833552053,0,P23258;Q9NRH3;K7EKE5;K7EIS0,P23258;Q9NRH3,5;4;2;2,5;4;2;2,5;4;2;2,Tubulin gamma-1 chain;Tubulin gamma-2 chain,TUBG1;TUBG2,sp|P23258|TBG1_HUMAN Tubulin gamma-1 chain OS=Homo sapiens OX=9606 GN=TUBG1 PE=1 SV=2;sp|Q9NRH3|TBG2_HUMAN Tubulin gamma-2 chain OS=Homo sapiens OX=9606 GN=TUBG2 PE=2 SV=1,5,5,17.5,451
PPIB,0.1190693007,0.430845556948504,0,P23284,P23284,21,21,21,Peptidyl-prolyl cis-trans isomerase B,PPIB,sp|P23284|PPIB_HUMAN Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2,21,21,70.4,216
ME2,-0.1254721077,0.546567421535236,0,P23368;A0A1W2PQT3;A0A1W2PPH1;A0A1W2PQY8;A0A1W2PQF8;A0A1W2PR68;A0A1W2PQH3;A0A1W2PQ37;A0A1W2PRS2;A0A1W2PRY9;A0A1W2PQH4;A0A1W2PRH1,P23368;A0A1W2PQT3;A0A1W2PPH1;A0A1W2PQY8;A0A1W2PQF8;A0A1W2PR68;A0A1W2PQH3;A0A1W2PQ37,12;11;11;11;10;10;10;8;3;3;3;2,12;11;11;11;10;10;10;8;3;3;3;2,12;11;11;11;10;10;10;8;3;3;3;2,"NAD-dependent malic enzyme, mitochondrial",ME2,"sp|P23368|MAOM_HUMAN NAD-dependent malic enzyme, mitochondrial OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1;tr|A0A1W2PQT3|A0A1W2PQT3_HUMAN Malic enzyme OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1;tr|A0A1W2PPH1|A0A1W2PPH1_HUMAN Malic enzyme OS=Homo sapiens OX=9606",12,12,25.5,584
WARS,0.1572722514,0.299473014290638,0,P23381;H0YJP3;G3V5W1;G3V3S7;G3V3X0;G3V423;G3V3P2;G3V227;G3V5U1;G3V456;G3V2Y7;G3V277;G3V3H8;G3V3Y5,P23381;H0YJP3,4;2;1;1;1;1;1;1;1;1;1;1;1;1,4;2;1;1;1;1;1;1;1;1;1;1;1;1,4;2;1;1;1;1;1;1;1;1;1;1;1;1,"Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS",WARS,"sp|P23381|SYWC_HUMAN Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=WARS1 PE=1 SV=2;tr|H0YJP3|H0YJP3_HUMAN Tryptophan--tRNA ligase, cytoplasmic (Fragment) OS=Homo sapiens OX=9606 GN=WARS1 PE=1 SV=1",4,4,14,471
RPS3,0.1592892542,0.280136179670585,0,P23396;E9PL09;F2Z2S8;H0YCJ7;E9PPU1;H0YEU2;H0YF32;E9PQ96;E9PJH4;E9PK82;E9PSF4;E9PQX2;H0YES8,P23396;E9PL09;F2Z2S8;H0YCJ7;E9PPU1;H0YEU2;H0YF32,26;22;16;16;16;14;13;10;10;10;6;4;1,26;22;16;16;16;14;13;10;10;10;6;4;1,26;22;16;16;16;14;13;10;10;10;6;4;1,40S ribosomal protein S3,RPS3,sp|P23396|RS3_HUMAN 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2;tr|E9PL09|E9PL09_HUMAN 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=1;tr|F2Z2S8|F2Z2S8_HUMAN 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3,26,26,78.2,243
AHCY,-0.0549301472,0.709729225869429,0,P23526,P23526,22,22,22,Adenosylhomocysteinase,AHCY,sp|P23526|SAHH_HUMAN Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4,22,22,42.6,432
CFL1,-0.2066997162,0.160859329867895,0,P23528;E9PP50;E9PK25;G3V1A4;E9PQB7;E9PS23;E9PLJ3,P23528;E9PP50;E9PK25;G3V1A4;E9PQB7,19;17;16;15;11;8;6,19;17;16;15;11;8;6,11;9;8;8;4;7;4,Cofilin-1,CFL1,sp|P23528|COF1_HUMAN Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3;tr|E9PP50|E9PP50_HUMAN Cofilin-1 (Fragment) OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=8;tr|E9PK25|E9PK25_HUMAN Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=1;tr|G3V1A4|G3V1A4_HUMAN,19,11,91.6,166
DTYMK,-0.2063030103,0.22418460817578,0,P23919;G5E9E9;H7BZ20;H7C3A4;H7C312,P23919;G5E9E9;H7BZ20,4;3;2;1;1,4;3;2;1;1,4;3;2;1;1,Thymidylate kinase,DTYMK,"sp|P23919|KTHY_HUMAN Thymidylate kinase OS=Homo sapiens OX=9606 GN=DTYMK PE=1 SV=4;tr|G5E9E9|G5E9E9_HUMAN Deoxythymidylate kinase (Thymidylate kinase), isoform CRA_d OS=Homo sapiens OX=9606 GN=DTYMK PE=1 SV=1;tr|H7BZ20|H7BZ20_HUMAN Thymidylate kinase (Frag",4,4,15.1,212
EEF1B2,-0.2837067814,0.259403837018163,0,P24534;F8WF65;F2Z2G2;C9JZW3,P24534,6;1;1;1,6;1;1;1,6;1;1;1,Elongation factor 1-beta,EEF1B2,sp|P24534|EF1B_HUMAN Elongation factor 1-beta OS=Homo sapiens OX=9606 GN=EEF1B2 PE=1 SV=3,6,6,27.6,225
ATP5F1,-0.2165058197,0.140004557907244,0,P24539;Q5QNZ2,P24539;Q5QNZ2,8;6,8;6,8;6,"ATP synthase F(0) complex subunit B1, mitochondrial",ATP5F1,"sp|P24539|AT5F1_HUMAN ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PB PE=1 SV=2;tr|Q5QNZ2|Q5QNZ2_HUMAN ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PB PE=1 SV=1",8,8,32.8,256
MCM3,-0.4613992665,0.037041452818206,0,P25205;J3KQ69;A0A499FHX9;Q7Z6P5,P25205;J3KQ69;A0A499FHX9,23;17;17;3,23;17;17;3,23;17;17;3,DNA replication licensing factor MCM3,MCM3,sp|P25205|MCM3_HUMAN DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3;tr|J3KQ69|J3KQ69_HUMAN DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3;tr|A0A499FHX9|A0A499FHX9_HUMAN DNA replication licen,23,23,34.9,808
RPS12,-0.0068239136,0.963876702948316,0,P25398,P25398,14,14,14,40S ribosomal protein S12,RPS12,sp|P25398|RS12_HUMAN 40S ribosomal protein S12 OS=Homo sapiens OX=9606 GN=RPS12 PE=1 SV=3,14,14,84.1,132
ATP5A1,0.154920474,0.297492638609471,0,P25705;K7EK77;K7ENJ4;K7ERX7;K7EJP1;K7EQH4;K7ESA0,P25705;K7EK77,50;26;19;18;15;9;2,50;26;19;18;15;9;2,50;26;19;18;15;9;2,"ATP synthase subunit alpha, mitochondrial",ATP5A1,"sp|P25705|ATPA_HUMAN ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1;tr|K7EK77|K7EK77_HUMAN ATP synthase subunit alpha, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",50,50,72.3,553
PSMA1,0.1048427278,0.464496967808328,0,P25786;F5GX11;B4DEV8,P25786;F5GX11;B4DEV8,16;12;8,16;12;8,16;12;8,Proteasome subunit alpha type-1;Proteasome subunit alpha type,PSMA1,sp|P25786|PSA1_HUMAN Proteasome subunit alpha type-1 OS=Homo sapiens OX=9606 GN=PSMA1 PE=1 SV=1;tr|F5GX11|F5GX11_HUMAN Proteasome endopeptidase complex OS=Homo sapiens OX=9606 GN=PSMA1 PE=1 SV=1;tr|B4DEV8|B4DEV8_HUMAN Proteasome subunit alpha type OS=Homo ,16,16,69.6,263
PSMA3,-0.0919423578,0.471265533288678,0,P25788;G3V4X5;G3V3W4;G3V5N4;H0YJ03,P25788,10;4;2;2;1,10;4;2;2;1,10;4;2;2;1,Proteasome subunit alpha type-3,PSMA3,sp|P25788|PSA3_HUMAN Proteasome subunit alpha type-3 OS=Homo sapiens OX=9606 GN=PSMA3 PE=1 SV=2,10,10,46.7,255
ITGA3,0.0965182868,0.532784272976609,0,P26006;D6R9X8;K7EMU3;H0YA32;H0YA49,P26006,14;4;2;1;1,14;4;2;1;1,14;4;2;1;1,Integrin alpha-3;Integrin alpha-3 heavy chain;Integrin alpha-3 light chain,ITGA3,sp|P26006|ITA3_HUMAN Integrin alpha-3 OS=Homo sapiens OX=9606 GN=ITGA3 PE=1 SV=5,14,14,16.8,1051
MSN,0.0542296283,0.675399039814865,0,P26038;V9GZ54,P26038,37;9,37;9,29;7,Moesin,MSN,sp|P26038|MOES_HUMAN Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3,37,29,58.4,577
DDX6,0.143933255,0.307971614911117,0,P26196;Q8IV96,P26196,4;1,4;1,4;1,Probable ATP-dependent RNA helicase DDX6,DDX6,sp|P26196|DDX6_HUMAN Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens OX=9606 GN=DDX6 PE=1 SV=2,4,4,11,483
U2AF2,0.0492756099,0.838152956311343,0,P26368,P26368,6,6,1,Splicing factor U2AF 65 kDa subunit,U2AF2,sp|P26368|U2AF2_HUMAN Splicing factor U2AF 65 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF2 PE=1 SV=4,6,1,16.6,475
RPL13,0.4775414505,0.0123993307970153,0,P26373;J3QSB4;H3BTH3;H3BUK8;J3KS98,P26373;J3QSB4,16;11;5;2;2,16;11;5;2;2,16;11;5;2;2,60S ribosomal protein L13,RPL13,sp|P26373|RL13_HUMAN 60S ribosomal protein L13 OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=4;tr|J3QSB4|J3QSB4_HUMAN 60S ribosomal protein L13 (Fragment) OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=1,16,16,58.8,211
HMGB2,0.1261491078,0.639965879630902,0,P26583;D6R9A6,P26583;D6R9A6,7;6,4;3,4;3,High mobility group protein B2,HMGB2,sp|P26583|HMGB2_HUMAN High mobility group protein B2 OS=Homo sapiens OX=9606 GN=HMGB2 PE=1 SV=2;tr|D6R9A6|D6R9A6_HUMAN High mobility group protein B2 (Fragment) OS=Homo sapiens OX=9606 GN=HMGB2 PE=1 SV=1,7,4,39.7,209
PTBP1,0.1842550644,0.205501712991714,0,P26599;A0A0U1RRM4;A6NLN1;A0A0D9SF20;K7EKJ7;K7ES59;K7EK45;A0A087WUW5;K7ELW5;A0A087WU68,P26599;A0A0U1RRM4;A6NLN1;A0A0D9SF20,28;27;26;15;10;8;7;5;4;4,28;27;26;15;10;8;7;5;4;4,25;24;23;15;8;6;6;5;2;3,Polypyrimidine tract-binding protein 1,PTBP1,sp|P26599|PTBP1_HUMAN Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1;tr|A0A0U1RRM4|A0A0U1RRM4_HUMAN Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1;tr|A6NLN1|A6NLN1_HUMAN Polypyrimidine t,28,25,67.4,531
TARS,0.3254084748,0.0727004428611452,0,P26639;D6R9F8;A2RTX5;D6RCA5;D6RDJ6;D6RJ97;D6RHV7;D6RCS6;F6S7Q7;U3KQG0;B7ZLP8,P26639,24;3;2;2;2;1;1;1;1;1;1,24;3;2;2;2;1;1;1;1;1;1,23;3;2;2;2;1;1;1;0;0;1,"Threonine--tRNA ligase, cytoplasmic",TARS,"sp|P26639|SYTC_HUMAN Threonine--tRNA ligase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TARS1 PE=1 SV=3",24,23,42,723
VARS,0.3822645965,0.0526557992030964,0,P26640;A0A140T936;A0A140T954;A2ABF4;A0A0G2JJT9;A0A140T904;H0Y426,P26640;A0A140T936,26;23;7;5;5;2;1,26;23;7;5;5;2;1,26;23;7;5;5;2;1,Valine--tRNA ligase,VARS,sp|P26640|SYVC_HUMAN Valine--tRNA ligase OS=Homo sapiens OX=9606 GN=VARS1 PE=1 SV=4;tr|A0A140T936|A0A140T936_HUMAN Valine--tRNA ligase (Fragment) OS=Homo sapiens OX=9606 GN=VARS1 PE=1 SV=1,26,26,28.9,1264
EEF1G,0.2251198384,0.131290120783489,0,P26641,P26641,23,23,23,Elongation factor 1-gamma,EEF1G,sp|P26641|EF1G_HUMAN Elongation factor 1-gamma OS=Homo sapiens OX=9606 GN=EEF1G PE=1 SV=3,23,23,47.8,437
STOM,0.4976812022,0.0425791553285001,0,P27105;F8VSL7,P27105;F8VSL7,4;2,4;2,4;2,Erythrocyte band 7 integral membrane protein,STOM,sp|P27105|STOM_HUMAN Erythrocyte band 7 integral membrane protein OS=Homo sapiens OX=9606 GN=STOM PE=1 SV=3;tr|F8VSL7|F8VSL7_HUMAN Erythrocyte band 7 integral membrane protein OS=Homo sapiens OX=9606 GN=STOM PE=1 SV=1,4,4,19.1,288
AK4,0.1065131758,0.550688364401734,0,P27144;F8VS11,P27144;F8VS11,7;4,7;4,7;4,"Adenylate kinase 4, mitochondrial",AK4,"sp|P27144|KAD4_HUMAN Adenylate kinase 4, mitochondrial OS=Homo sapiens OX=9606 GN=AK4 PE=1 SV=1;tr|F8VS11|F8VS11_HUMAN Adenylate kinase 4, mitochondrial OS=Homo sapiens OX=9606 GN=AK4 PE=1 SV=1",7,7,47.5,223
YWHAQ,-0.0990265829,0.681610230914157,0,P27348;E9PG15,P27348;E9PG15,15;12,11;10,11;10,14-3-3 protein theta,YWHAQ,sp|P27348|1433T_HUMAN 14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1;tr|E9PG15|E9PG15_HUMAN 14-3-3 protein theta (Fragment) OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1,15,11,55.9,245
RPL10,0.1727948289,0.302276016295371,0,P27635;X1WI28;F8W7C6;A0A087WV22;H7C123;H7C2C5;Q96L21;B8A6G2;A6QRI9;H7C2U2,P27635;X1WI28;F8W7C6;A0A087WV22,19;18;16;16;9;9;7;5;5;1,19;18;16;16;9;9;7;5;5;1,19;18;16;16;9;9;7;5;5;1,60S ribosomal protein L10,RPL10,sp|P27635|RL10_HUMAN 60S ribosomal protein L10 OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=4;tr|X1WI28|X1WI28_HUMAN 60S ribosomal protein L10 (Fragment) OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=7;tr|F8W7C6|F8W7C6_HUMAN 60S ribosomal protein L10 OS=Homo sapien,19,19,67.3,214
RPA1,0.042938417,0.842779822521835,0,P27694;I3L4R8;I3L524;I3L2M5,P27694,6;2;1;1,6;2;1;1,6;2;1;1,"Replication protein A 70 kDa DNA-binding subunit;Replication protein A 70 kDa DNA-binding subunit, N-terminally processed",RPA1,sp|P27694|RFA1_HUMAN Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens OX=9606 GN=RPA1 PE=1 SV=2,6,6,16.4,616
APEX1,0.2514424315,0.118130059062049,0,P27695;G3V5Q1;G3V3M6;G3V5D9;A0A0C4DGK8;G3V3C7;H7C4A8;G3V5M0;G3V359,P27695;G3V5Q1;G3V3M6;G3V5D9;A0A0C4DGK8;G3V3C7;H7C4A8;G3V5M0;G3V359,6;5;5;4;4;4;3;3;3,6;5;5;4;4;4;3;3;3,6;5;5;4;4;4;3;3;3,"DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial",APEX1,sp|P27695|APEX1_HUMAN DNA-(apurinic or apyrimidinic site) endonuclease OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=2;tr|G3V5Q1|G3V5Q1_HUMAN DNA-(apurinic or apyrimidinic site) lyase (Fragment) OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=1;tr|G3V3M6|G3V3M6_HUMAN ,6,6,26.7,318
CALR,-0.2026531737,0.225013372501261,0,P27797;K7EJB9;K7EL50,P27797;K7EJB9,18;12;1,18;12;1,18;12;1,Calreticulin,CALR,sp|P27797|CALR_HUMAN Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1;tr|K7EJB9|K7EJB9_HUMAN Calreticulin (Fragment) OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1,18,18,50.6,417
CANX,0.0052403323,0.966890338810072,0,P27824;D6RDP7;D6RAU8;D6RB85;H0Y9Q7;D6RAQ8;D6RFL1;D6RGY2;D6RHJ3;D6RD16;H0Y9H1,P27824;D6RDP7,15;8;7;7;7;5;4;4;2;2;2,15;8;7;7;7;5;4;4;2;2;2,15;8;7;7;7;5;4;4;2;2;2,Calnexin,CANX,sp|P27824|CALX_HUMAN Calnexin OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=2;tr|D6RDP7|D6RDP7_HUMAN Calnexin (Fragment) OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=1,15,15,28.9,592
PSMA5,-0.4635382334,0.0567399951243417,0,P28066,P28066,8,8,8,Proteasome subunit alpha type-5,PSMA5,sp|P28066|PSA5_HUMAN Proteasome subunit alpha type-5 OS=Homo sapiens OX=9606 GN=PSMA5 PE=1 SV=3,8,8,31.1,241
PSMB4,-0.251305591,0.108703129624185,0,P28070,P28070,7,7,7,Proteasome subunit beta type-4,PSMB4,sp|P28070|PSB4_HUMAN Proteasome subunit beta type-4 OS=Homo sapiens OX=9606 GN=PSMB4 PE=1 SV=4,7,7,35.6,264
PSMB6,0.8620677504,0.0977450908912336,0,P28072;I3L3X7;A0A087X2I4,P28072,7;3;3,7;3;3,7;3;3,Proteasome subunit beta type-6,PSMB6,sp|P28072|PSB6_HUMAN Proteasome subunit beta type-6 OS=Homo sapiens OX=9606 GN=PSMB6 PE=1 SV=4,7,7,23.4,239
PSMB5,0.3746492451,0.21954882422475,0,P28074;H0YJM8,P28074;H0YJM8,8;4,8;4,8;4,Proteasome subunit beta type-5,PSMB5,sp|P28074|PSB5_HUMAN Proteasome subunit beta type-5 OS=Homo sapiens OX=9606 GN=PSMB5 PE=1 SV=3;tr|H0YJM8|H0YJM8_HUMAN Proteasome subunit beta type-5 (Fragment) OS=Homo sapiens OX=9606 GN=PSMB5 PE=1 SV=1,8,8,38.8,263
NDUFS1,0.467816223,0.0363286477919743,0,P28331;B4DJ81;C9JPQ5;F8WDL5,P28331;B4DJ81,18;15;3;2,18;15;3;2,18;15;3;2,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",NDUFS1,"sp|P28331|NDUS1_HUMAN NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS1 PE=1 SV=3;tr|B4DJ81|B4DJ81_HUMAN NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS1 PE=1 SV=1",18,18,31.4,727
MAPK1,0.1620208366,0.330899791247669,0,P28482,P28482,9,9,7,Mitogen-activated protein kinase 1,MAPK1,sp|P28482|MK01_HUMAN Mitogen-activated protein kinase 1 OS=Homo sapiens OX=9606 GN=MAPK1 PE=1 SV=3,9,7,33.1,360
LAP3,0.016394985,0.922729526024803,0,P28838;H0Y9Q1;H0Y983,P28838,18;8;1,18;8;1,18;8;1,Cytosol aminopeptidase,LAP3,sp|P28838|AMPL_HUMAN Cytosol aminopeptidase OS=Homo sapiens OX=9606 GN=LAP3 PE=1 SV=3,18,18,48.2,519
IMPA1,0.4055243478,0.0462095705332433,0,P29218;E5RG13;H0YBL1;E5RIP7;E5RG94;E5RIF4;E5RHE9;E5RI82,P29218;E5RG13;H0YBL1;E5RIP7,5;4;4;3;1;1;1;1,5;4;4;3;1;1;1;1,5;4;4;3;1;1;1;1,Inositol monophosphatase 1,IMPA1,sp|P29218|IMPA1_HUMAN Inositol monophosphatase 1 OS=Homo sapiens OX=9606 GN=IMPA1 PE=1 SV=1;tr|E5RG13|E5RG13_HUMAN Inositol monophosphatase 1 (Fragment) OS=Homo sapiens OX=9606 GN=IMPA1 PE=1 SV=1;tr|H0YBL1|H0YBL1_HUMAN Inositol-1-monophosphatase (Fragment),5,5,19.5,277
TKT,-0.2406161989,0.118768349439944,0,P29401;A0A0B4J1R6;E9PFF2;F8W888;F8WAX4,P29401;A0A0B4J1R6,29;24;13;5;1,29;24;13;5;1,29;24;13;5;1,Transketolase,TKT,sp|P29401|TKT_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3;tr|A0A0B4J1R6|A0A0B4J1R6_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=1,29,29,67.6,623
ERP29,-0.1792591676,0.282843279989454,0,P30040;F8VY02;F8W1G0,P30040;F8VY02,14;10;2,14;10;2,14;10;2,Endoplasmic reticulum resident protein 29,ERP29,sp|P30040|ERP29_HUMAN Endoplasmic reticulum resident protein 29 OS=Homo sapiens OX=9606 GN=ERP29 PE=1 SV=4;tr|F8VY02|F8VY02_HUMAN Endoplasmic reticulum resident protein 29 OS=Homo sapiens OX=9606 GN=ERP29 PE=1 SV=1,14,14,51,261
PRDX6,0.1498205419,0.31001661972169,0,P30041,P30041,12,12,12,Peroxiredoxin-6,PRDX6,sp|P30041|PRDX6_HUMAN Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3,12,12,56.2,224
BLVRB,-0.0307513501,0.863247256308714,0,P30043;M0R192;A0A2R8YEP4;A0A2R8Y7Y9;M0QZL1,P30043;M0R192;A0A2R8YEP4,5;4;4;1;1,5;4;4;1;1,5;4;4;1;1,Flavin reductase (NADPH),BLVRB,sp|P30043|BLVRB_HUMAN Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3;tr|M0R192|M0R192_HUMAN Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=1;tr|A0A2R8YEP4|A0A2R8YEP4_HUMAN Flavin reductase (NADPH) OS=Homo sapiens OX=,5,5,27.2,206
PRDX5,-0.5169833961,0.0306788506323442,0,P30044,P30044,8,8,8,"Peroxiredoxin-5, mitochondrial",PRDX5,"sp|P30044|PRDX5_HUMAN Peroxiredoxin-5, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX5 PE=1 SV=4",8,8,37.9,214
PRDX3,0.0064463091,0.964905827598845,0,P30048,P30048,14,14,14,"Thioredoxin-dependent peroxide reductase, mitochondrial",PRDX3,"sp|P30048|PRDX3_HUMAN Thioredoxin-dependent peroxide reductase, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX3 PE=1 SV=3",14,14,46.9,256
ATP5D,-0.1642470166,0.480896473405872,0,P30049,P30049,3,3,3,"ATP synthase subunit delta, mitochondrial",ATP5D,"sp|P30049|ATPD_HUMAN ATP synthase subunit delta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1D PE=1 SV=2",3,3,31,168
RPL12,0.4207784776,0.0220222570140806,0,P30050,P30050,10,10,10,60S ribosomal protein L12,RPL12,sp|P30050|RL12_HUMAN 60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1,10,10,63,165
ECHS1,-0.0177281853,0.924492072398534,0,P30084,P30084,12,12,12,"Enoyl-CoA hydratase, mitochondrial",ECHS1,"sp|P30084|ECHM_HUMAN Enoyl-CoA hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ECHS1 PE=1 SV=4",12,12,45.2,290
PEBP1,-0.0228854401,0.912682915464518,0,P30086,P30086,7,7,7,Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide,PEBP1,sp|P30086|PEBP1_HUMAN Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens OX=9606 GN=PEBP1 PE=1 SV=3,7,7,67.9,187
PDIA3,-0.0167841641,0.898936259918965,0,P30101,P30101,31,31,24,Protein disulfide-isomerase A3,PDIA3,sp|P30101|PDIA3_HUMAN Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4,31,24,63.8,505
PPP2R1A,0.2035928303,0.233062527413763,0,P30153;C9J9C1;B3KQV6;E9PH38;E9PPI5;E9PNM7;E9PHZ6,P30153;C9J9C1;B3KQV6,16;9;8;5;2;2;2,16;9;8;5;2;2;2,13;6;8;5;0;0;0,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,PPP2R1A,sp|P30153|2AAA_HUMAN Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R1A PE=1 SV=4;tr|C9J9C1|C9J9C1_HUMAN Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (Fr,16,13,29.9,589
PPIF,0.2894100235,0.114553712215744,0,P30405;R4GN99;H0Y548,P30405;R4GN99;H0Y548,12;7;7,12;7;7,12;7;7,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial;Peptidyl-prolyl cis-trans isomerase",PPIF,"sp|P30405|PPIF_HUMAN Peptidyl-prolyl cis-trans isomerase F, mitochondrial OS=Homo sapiens OX=9606 GN=PPIF PE=1 SV=1;tr|R4GN99|R4GN99_HUMAN Peptidyl-prolyl cis-trans isomerase OS=Homo sapiens OX=9606 GN=PPIF PE=1 SV=1;tr|H0Y548|H0Y548_HUMAN Peptidyl-prolyl ",12,12,74.9,207
ALDH1B1,-0.0623371225,0.77079688356654,0,P30837;A0A0U1RQK9;P47895;O94788;H0Y2X5;H0YMG7,P30837,19;2;1;1;1;1,19;2;1;1;1;1,18;2;0;0;0;0,"Aldehyde dehydrogenase X, mitochondrial",ALDH1B1,"sp|P30837|AL1B1_HUMAN Aldehyde dehydrogenase X, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH1B1 PE=1 SV=3",19,18,46.2,517
