DDB2_vs_zBirA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
MTA2,-0.1583460818,0.435003273181567,0,O94776;Q13330;Q9BTC8;E9PCS8;H0Y4T7;E7EQY4;F6RRE2;E7EV10;E7ESY4,O94776,13;2;2;2;2;2;2;2;2,13;2;2;2;2;2;2;2;2,13;2;2;2;2;2;2;2;2,Metastasis-associated protein MTA2,MTA2,sp|O94776|MTA2_HUMAN Metastasis-associated protein MTA2 OS=Homo sapiens OX=9606 GN=MTA2 PE=1 SV=1,13,13,25.9,290
MTCH2,-0.2447314172,0.165124844946939,0,Q9Y6C9;E9PIE4,Q9Y6C9;E9PIE4,8;7,8;7,8;7,Mitochondrial carrier homolog 2,MTCH2,sp|Q9Y6C9|MTCH2_HUMAN Mitochondrial carrier homolog 2 OS=Homo sapiens OX=9606 GN=MTCH2 PE=1 SV=1;tr|E9PIE4|E9PIE4_HUMAN Mitochondrial carrier homolog 2 (Fragment) OS=Homo sapiens OX=9606 GN=MTCH2 PE=1 SV=8,8,8,29.4,505
MT-CO2,1.3370381462,0.020575773377174,1,P00403,P00403,3,3,3,Cytochrome c oxidase subunit 2,MT-CO2,sp|P00403|COX2_HUMAN Cytochrome c oxidase subunit 2 OS=Homo sapiens OX=9606 GN=MT-CO2 PE=1 SV=1,3,3,16.3,589
MTHFD1,-0.0077072529,0.955264097802762,0,P11586;V9GYY3;A0A384N5Y3;F5H2F4;V9GZ78;A0A494C1T2,P11586;V9GYY3;A0A384N5Y3;F5H2F4;V9GZ78;A0A494C1T2,57;57;57;57;49;38,57;57;57;57;49;38,55;55;55;55;47;36,"C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed",MTHFD1,"sp|P11586|C1TC_HUMAN C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=3;tr|V9GYY3|V9GYY3_HUMAN C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=2;tr|A0A384N5Y3|A0A384N5Y3_HUMAN C-1-tet",57,55,57.4,207
MTHFD1L,0.1939375164,0.316766049574594,0,Q6UB35;A0A087WVM4;B7ZM99;Q4VXM1;Q4VXM0,Q6UB35;A0A087WVM4;B7ZM99,8;8;8;1;1,6;6;6;1;1,6;6;6;1;1,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",MTHFD1L,"sp|Q6UB35|C1TM_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1;tr|A0A087WVM4|A0A087WVM4_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 S",8,6,8.5,496
MTHFD2,0.3373566332,0.0949775344308996,0,P13995;B8ZZU9;B9A062,P13995;B8ZZU9;B9A062,12;8;6,12;8;6,12;8;6,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial;NAD-dependent methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase",MTHFD2,"sp|P13995|MTDC_HUMAN Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD2 PE=1 SV=2;tr|B8ZZU9|B8ZZU9_HUMAN Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial OS",12,12,45.1,517
MYBBP1A,4.0213083116,0.016656006296724,1,Q9BQG0;I3L1L3,Q9BQG0;I3L1L3,8;7,8;7,8;7,Myb-binding protein 1A,MYBBP1A,sp|Q9BQG0|MBB1A_HUMAN Myb-binding protein 1A OS=Homo sapiens OX=9606 GN=MYBBP1A PE=1 SV=2;tr|I3L1L3|I3L1L3_HUMAN Myb-binding protein 1A (Fragment) OS=Homo sapiens OX=9606 GN=MYBBP1A PE=1 SV=1,8,8,7.6,664
MYDGF,-0.2193196958,0.170657137147594,0,Q969H8;M0QXF7;M0QYN0,Q969H8;M0QXF7;M0QYN0,4;3;3,4;3;3,4;3;3,Myeloid-derived growth factor,MYDGF,sp|Q969H8|MYDGF_HUMAN Myeloid-derived growth factor OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1;tr|M0QXF7|M0QXF7_HUMAN Myeloid-derived growth factor (Fragment) OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1;tr|M0QYN0|M0QYN0_HUMAN Myeloid-derived growth factor O,4,4,19.7,397
MYH9,0.0318117712,0.841593710011696,0,P35579;Q5BKV1;B1AH99;A0A0C4DFM8;P12883;P12882;P13533;P13535;P11055;Q9UKX3;A0A2R8Y4C3;A0A494C024,P35579,81;6;2;2;1;1;1;1;1;1;1;1,81;6;2;2;1;1;1;1;1;1;1;1,68;6;2;0;0;0;0;0;0;0;0;0,Myosin-9,MYH9,sp|P35579|MYH9_HUMAN Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4,81,68,42.3,480
MYL12B;MYL12A,0.1352276747,0.436945014424008,0,O14950;P19105;J3QRS3;P24844;J3KTJ1,O14950;P19105;J3QRS3,5;5;5;2;2,5;5;5;2;2,5;5;5;2;2,Myosin regulatory light chain 12B;Myosin regulatory light chain 12A,MYL12B;MYL12A,sp|O14950|ML12B_HUMAN Myosin regulatory light chain 12B OS=Homo sapiens OX=9606 GN=MYL12B PE=1 SV=2;sp|P19105|ML12A_HUMAN Myosin regulatory light chain 12A OS=Homo sapiens OX=9606 GN=MYL12A PE=1 SV=2;tr|J3QRS3|J3QRS3_HUMAN Myosin regulatory light chain 12A,5,5,34.9,592
MYL3;MYL1,-0.1371145793,0.52201283324799,0,P08590;P05976,P08590;P05976,2;1,2;1,2;1,"Myosin light chain 3;Myosin light chain 1/3, skeletal muscle isoform",MYL3;MYL1,"sp|P08590|MYL3_HUMAN Myosin light chain 3 OS=Homo sapiens OX=9606 GN=MYL3 PE=1 SV=3;sp|P05976|MYL1_HUMAN Myosin light chain 1/3, skeletal muscle isoform OS=Homo sapiens OX=9606 GN=MYL1 PE=1 SV=3",2,2,15.9,346
MYL6,-0.1657865203,0.362837946454335,0,P60660;F8W1R7;G3V1V0;J3KND3;G8JLA2;B7Z6Z4;F8VPF3;G3V1Y7;P14649;F8VZU9;F8W1I5;F8W180;F8VXL3;H0YI43,P60660;F8W1R7;G3V1V0;J3KND3;G8JLA2;B7Z6Z4;F8VPF3,12;12;12;10;10;10;8;5;3;3;3;3;1;1,12;12;12;10;10;10;8;5;3;3;3;3;1;1,12;12;12;10;10;10;8;5;3;3;3;3;1;1,Myosin light polypeptide 6,MYL6,sp|P60660|MYL6_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=2;tr|F8W1R7|F8W1R7_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=1;tr|G3V1V0|G3V1V0_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 ,12,12,67.5,246
MYO1B,-0.1064469435,0.693400162469784,0,O43795;E9PDF6;Q9UBC5;C9JUP5;C9JYW1;E7EQD9;A0A0U1RRI3;G3V342,O43795;E9PDF6,7;7;2;2;2;2;1;1,7;7;2;2;2;2;1;1,7;7;2;2;2;2;1;1,Unconventional myosin-Ib,MYO1B,sp|O43795|MYO1B_HUMAN Unconventional myosin-Ib OS=Homo sapiens OX=9606 GN=MYO1B PE=1 SV=3;tr|E9PDF6|E9PDF6_HUMAN Unconventional myosin-Ib OS=Homo sapiens OX=9606 GN=MYO1B PE=1 SV=1,7,7,8.3,248
MYO1C,0.0653858395,0.831416044130787,0,O00159;F5H6E2;I3L501;I3L3Y6;I3L3F5,O00159;F5H6E2,23;23;4;4;2,23;23;4;4;2,23;23;4;4;2,Unconventional myosin-Ic,MYO1C,sp|O00159|MYO1C_HUMAN Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=4;tr|F5H6E2|F5H6E2_HUMAN Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=1,23,23,24.7,543
NAA15,-0.4168452914,0.0324162009701726,0,Q9BXJ9;A0A0B4J1W3;Q6N069,Q9BXJ9;A0A0B4J1W3,3;3;1,3;3;1,3;3;1,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",NAA15,"sp|Q9BXJ9|NAA15_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1;tr|A0A0B4J1W3|A0A0B4J1W3_HUMAN N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1",3,3,3.6,105
NACA,-0.1989904165,0.226842629982658,0,E9PAV3;F8VNW4;F8W0W4;H0YHX9;Q13765;F8W1N5;F8VZ58;F8VZJ2;O15069;Q9BZK3,E9PAV3;F8VNW4;F8W0W4;H0YHX9;Q13765;F8W1N5;F8VZ58;F8VZJ2,6;6;6;6;6;4;4;4;2;1,6;6;6;6;6;4;4;4;2;1,6;6;6;6;6;4;4;4;2;1,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha",NACA,"sp|E9PAV3|NACAM_HUMAN Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1;tr|F8VNW4|F8VNW4_HUMAN Nascent polypeptide-associated complex subunit alpha (Fragment) OS=Homo sapiens OX=9606 GN=NAC",6,6,2.8,198
NAMPT,1.3175598199,0.0362044532945132,1,P43490;A0A0C4DFS8;C9JF35;C9JG65,P43490;A0A0C4DFS8,11;6;1;1,11;6;1;1,11;6;1;1,Nicotinamide phosphoribosyltransferase,NAMPT,sp|P43490|NAMPT_HUMAN Nicotinamide phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAMPT PE=1 SV=1;tr|A0A0C4DFS8|A0A0C4DFS8_HUMAN Nicotinamide phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAMPT PE=1 SV=1,11,11,25.7,319
NAP1L1,0.1900231241,0.252997067484775,0,P55209;F8VY35;F8W0J6;F5H4R6;H0YIV4;H0YHC3;F8W020;F8W118;F8VV59;B7Z9C2;H0YH88;F8VUX1;F8VXI6;F8VRJ2;F8VVB5;B7Z4K9,P55209;F8VY35;F8W0J6;F5H4R6;H0YIV4;H0YHC3;F8W020;F8W118;F8VV59;B7Z9C2;H0YH88;F8VUX1;F8VXI6;F8VRJ2;F8VVB5,14;14;14;14;14;13;13;13;13;13;12;12;11;10;10;1,14;14;14;14;14;13;13;13;13;13;12;12;11;10;10;1,2;2;2;2;2;1;2;1;1;1;0;2;2;1;1;0,Nucleosome assembly protein 1-like 1,NAP1L1,sp|P55209|NP1L1_HUMAN Nucleosome assembly protein 1-like 1 OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1;tr|F8VY35|F8VY35_HUMAN Nucleosome assembly protein 1-like 1 (Fragment) OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1;tr|F8W0J6|F8W0J6_HUMAN Nucleosome asse,14,2,34.5,192
NARS,0.6624783941,0.14926509843662,0,O43776;K7EMQ6;K7EPK2;K7EIU7;K7EQ35;K7EJ19,O43776,12;3;3;2;2;1,12;3;3;2;2;1,12;3;3;2;2;1,"Asparagine--tRNA ligase, cytoplasmic",NARS,"sp|O43776|SYNC_HUMAN Asparagine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=NARS1 PE=1 SV=1",12,12,21.5,577
NASP,-0.3257993802,0.0595751131947573,0,P49321;E9PI86;Q5T624;E9PPQ8;H0YDS9;E9PRH9;H0YF33;E9PPR5,P49321;E9PI86;Q5T624;E9PPQ8,11;7;7;6;4;4;4;3,11;7;7;6;4;4;4;3,11;7;7;6;4;4;4;3,Nuclear autoantigenic sperm protein,NASP,sp|P49321|NASP_HUMAN Nuclear autoantigenic sperm protein OS=Homo sapiens OX=9606 GN=NASP PE=1 SV=2;tr|E9PI86|E9PI86_HUMAN Nuclear autoantigenic sperm protein (Fragment) OS=Homo sapiens OX=9606 GN=NASP PE=1 SV=1;tr|Q5T624|Q5T624_HUMAN Nuclear autoantigenic ,11,11,14.6,734
NAT10,0.0900094216,0.575521551619879,0,Q9H0A0;A0A087WV29;E9PMU0;E9PJN6,Q9H0A0;A0A087WV29,9;6;3;2,9;6;3;2,9;6;3;2,N-acetyltransferase 10,NAT10,sp|Q9H0A0|NAT10_HUMAN RNA cytidine acetyltransferase OS=Homo sapiens OX=9606 GN=NAT10 PE=1 SV=2;tr|A0A087WV29|A0A087WV29_HUMAN RNA cytidine acetyltransferase OS=Homo sapiens OX=9606 GN=NAT10 PE=1 SV=1,9,9,9.7,719
NCAPG,-0.3496033525,0.0984034893713372,0,Q9BPX3;D6RA93,Q9BPX3;D6RA93,3;3,3;3,3;3,Condensin complex subunit 3,NCAPG,sp|Q9BPX3|CND3_HUMAN Condensin complex subunit 3 OS=Homo sapiens OX=9606 GN=NCAPG PE=1 SV=1;tr|D6RA93|D6RA93_HUMAN Condensin complex subunit 3 OS=Homo sapiens OX=9606 GN=NCAPG PE=1 SV=1,3,3,2.7,504
NCL,0.044180863,0.782921364358527,0,P19338;H7BY16;C9JYW2;C9JLB1;C9J1H7;C9JWL1,P19338;H7BY16,37;20;5;5;5;5,37;20;5;5;5;5,37;20;5;5;5;5,Nucleolin,NCL,sp|P19338|NUCL_HUMAN Nucleolin OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=3;tr|H7BY16|H7BY16_HUMAN Nucleolin (Fragment) OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=8,37,37,43.9,840
NDUFA13,0.1299542229,0.735023235492145,0,Q9P0J0;U3KQP3;B4DEZ3;K7EJE1;E7ENQ6,Q9P0J0;U3KQP3;B4DEZ3;K7EJE1;E7ENQ6,3;2;2;2;2,3;2;2;2;2,3;2;2;2;2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,NDUFA13,sp|Q9P0J0|NDUAD_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 OS=Homo sapiens OX=9606 GN=NDUFA13 PE=1 SV=3;tr|U3KQP3|U3KQP3_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Fragment) OS=Homo sapiens OX=9606 GN=NDUF,3,3,22.9,558
NDUFA5,-0.1963556813,0.261511218107219,0,Q16718;F8WAS3;C9IZN5;A0A087X1G1;H7BYD0,Q16718;F8WAS3,4;4;1;1;1,4;4;1;1;1,4;4;1;1;1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,NDUFA5,sp|Q16718|NDUA5_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens OX=9606 GN=NDUFA5 PE=1 SV=3;tr|F8WAS3|F8WAS3_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens OX=9606 GN=NDUFA5 PE=1 SV=1,4,4,31.9,272
NDUFA9,1.0956126507,0.00160089682640399,1,Q16795;A0A3B3ISG8;F5GY40;H3BRM9;F5H0J3,Q16795;A0A3B3ISG8,8;8;2;1;1,8;8;2;1;1,8;8;2;1;1,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",NDUFA9,"sp|Q16795|NDUA9_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFA9 PE=1 SV=2;tr|A0A3B3ISG8|A0A3B3ISG8_HUMAN Ricin B-type lectin domain-containing protein OS=Homo sapiens OX=9606 PE=1 SV=1",8,8,22,121
NDUFAF2,0.2594183849,0.124024887437213,0,Q8N183;D6RA56,Q8N183;D6RA56,1;1,1;1,1;1,"Mimitin, mitochondrial",NDUFAF2,sp|Q8N183|NDUF2_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 OS=Homo sapiens OX=9606 GN=NDUFAF2 PE=1 SV=1;tr|D6RA56|D6RA56_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 OS=Homo sapiens OX=9606 GN=N,1,1,4.7,128
NDUFB10,-0.2895624471,0.2033415027579,0,O96000;H3BPJ9;H3BV16,O96000;H3BPJ9,3;3;1,3;3;1,3;3;1,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,NDUFB10,sp|O96000|NDUBA_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens OX=9606 GN=NDUFB10 PE=1 SV=3;tr|H3BPJ9|H3BPJ9_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens OX=9606 GN=NDUFB10 PE=1 SV=1,3,3,17.4,1960
NDUFB11,0.1804946001,0.236189479365399,0,Q9NX14,Q9NX14,1,1,1,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",NDUFB11,"sp|Q9NX14|NDUBB_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFB11 PE=1 SV=1",1,1,7.2,906
NDUFS1,0.6582039561,0.0355162949256193,0,P28331;B4DJ81;C9JPQ5;F8WDL5,P28331;B4DJ81,14;11;3;2,14;11;3;2,14;11;3;2,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",NDUFS1,"sp|P28331|NDUS1_HUMAN NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS1 PE=1 SV=3;tr|B4DJ81|B4DJ81_HUMAN NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS1 PE=1 SV=1",14,14,24.5,433
NDUFS2,0.6428203814,0.00980680601737715,0,O75306,O75306,2,2,2,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",NDUFS2,"sp|O75306|NDUS2_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS2 PE=1 SV=2",2,2,5.8,298
NDUFS8,0.4916082387,0.0368826467545983,0,O00217;E9PN51;F8W9K7;E9PKH6;E9PPW7,O00217;E9PN51;F8W9K7;E9PKH6;E9PPW7,3;3;3;3;3,3;3;3;3;3,3;3;3;3;3,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",NDUFS8,"sp|O00217|NDUS8_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS8 PE=1 SV=1;tr|E9PN51|E9PN51_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (Fragment) OS=Homo sapiens OX",3,3,17.6,454
NEDD8;NEDD8-MDP1,0.4762970679,0.0394238811716655,0,Q15843;F8VSA6;E9PS38;S4R3E9;E9PL57,Q15843;F8VSA6;E9PS38;S4R3E9;E9PL57,2;1;1;1;1,2;1;1;1;1,2;1;1;1;1,NEDD8,NEDD8;NEDD8-MDP1,sp|Q15843|NEDD8_HUMAN NEDD8 OS=Homo sapiens OX=9606 GN=NEDD8 PE=1 SV=1;tr|F8VSA6|F8VSA6_HUMAN NEDD8 OS=Homo sapiens OX=9606 GN=NEDD8 PE=4 SV=1;tr|E9PS38|E9PS38_HUMAN NEDD8-MDP1 readthrough OS=Homo sapiens OX=9606 GN=NEDD8-MDP1 PE=4 SV=2;tr|S4R3E9|S4R3E9_HU,2,2,40.7,427
NES,-0.9500181738,0.260259498804364,0,P48681,P48681,23,23,23,Nestin,NES,sp|P48681|NEST_HUMAN Nestin OS=Homo sapiens OX=9606 GN=NES PE=1 SV=2,23,23,17.4,453
NHP2L1,-0.3799083733,0.101339852329508,0,P55769;B1AHD1;A0A3B3IUA2;A0A3B3IRU2;A0A3B3ISH1,P55769;B1AHD1;A0A3B3IUA2,8;7;7;3;1,8;7;7;3;1,8;7;7;3;1,"NHP2-like protein 1;NHP2-like protein 1, N-terminally processed",NHP2L1,sp|P55769|NH2L1_HUMAN NHP2-like protein 1 OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV=3;tr|B1AHD1|B1AHD1_HUMAN Ribonucloprotein OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV=1;tr|A0A3B3IUA2|A0A3B3IUA2_HUMAN Ribonucloprotein OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV,8,8,64.8,136
NIFK,1.9936116192,0.00034092032763557,1,Q9BYG3;C9J6C5;C9J808,Q9BYG3;C9J6C5,5;4;2,5;4;2,5;4;2,MKI67 FHA domain-interacting nucleolar phosphoprotein,NIFK,sp|Q9BYG3|MK67I_HUMAN MKI67 FHA domain-interacting nucleolar phosphoprotein OS=Homo sapiens OX=9606 GN=NIFK PE=1 SV=1;tr|C9J6C5|C9J6C5_HUMAN MKI67 FHA domain-interacting nucleolar phosphoprotein (Fragment) OS=Homo sapiens OX=9606 GN=NIFK PE=1 SV=1,5,5,22.2,199
NIPSNAP1,-0.1819598304,0.388526522986088,0,Q9BPW8;C9JDV8;H7C2U6,Q9BPW8;C9JDV8,7;4;3,7;4;3,7;4;3,Protein NipSnap homolog 1,NIPSNAP1,sp|Q9BPW8|NIPS1_HUMAN Protein NipSnap homolog 1 OS=Homo sapiens OX=9606 GN=NIPSNAP1 PE=1 SV=1;tr|C9JDV8|C9JDV8_HUMAN Protein NipSnap homolog 1 (Fragment) OS=Homo sapiens OX=9606 GN=NIPSNAP1 PE=1 SV=7,7,7,23.9,255
NLN,-0.4295870584,0.095962547421094,0,Q9BYT8;H0YAF7;H0YAK4;E9PCB6,Q9BYT8;H0YAF7;H0YAK4;E9PCB6,2;1;1;1,2;1;1;1,2;1;1;1,"Neurolysin, mitochondrial",NLN,"sp|Q9BYT8|NEUL_HUMAN Neurolysin, mitochondrial OS=Homo sapiens OX=9606 GN=NLN PE=1 SV=1;tr|H0YAF7|H0YAF7_HUMAN Neurolysin, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=NLN PE=1 SV=2;tr|H0YAK4|H0YAK4_HUMAN Neurolysin, mitochondrial (Fragment) OS=Homo",2,2,3.7,391
NMT1,-0.0008070194,0.997974587662053,0,P30419;K7EN82;B7Z8J4,P30419;K7EN82;B7Z8J4,3;2;2,3;2;2,3;2;2,Glycylpeptide N-tetradecanoyltransferase 1,NMT1,sp|P30419|NMT1_HUMAN Glycylpeptide N-tetradecanoyltransferase 1 OS=Homo sapiens OX=9606 GN=NMT1 PE=1 SV=2;tr|K7EN82|K7EN82_HUMAN Glycylpeptide N-tetradecanoyltransferase 1 (Fragment) OS=Homo sapiens OX=9606 GN=NMT1 PE=1 SV=1;tr|B7Z8J4|B7Z8J4_HUMAN Glycylpe,3,3,10.7,617
NNT,0.4435896949,0.266775737315264,0,Q13423;A0A590UJM2;A0A590UK29;D6RAI5;A0A590UK15;D6RHU2;A0A590UJA4;A0A590UKC7,Q13423;A0A590UJM2;A0A590UK29;D6RAI5;A0A590UK15,7;7;7;4;4;2;2;2,7;7;7;4;4;2;2;2,1;1;1;1;1;1;1;1,"NAD(P) transhydrogenase, mitochondrial",NNT,"sp|Q13423|NNTM_HUMAN NAD(P) transhydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=NNT PE=1 SV=3;tr|A0A590UJM2|A0A590UJM2_HUMAN NAD(P) transhydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=NNT PE=1 SV=1;tr|A0A590UK29|A0A590UK29_HUMAN NAD(P) transh",7,1,9.4,679
NOB1,-1.6180119636,0.00952457200597792,1,Q9ULX3;H3BUR4,Q9ULX3;H3BUR4,3;3,3;3,3;3,RNA-binding protein NOB1,NOB1,sp|Q9ULX3|NOB1_HUMAN RNA-binding protein NOB1 OS=Homo sapiens OX=9606 GN=NOB1 PE=1 SV=1;tr|H3BUR4|H3BUR4_HUMAN RNA-binding protein NOB1 OS=Homo sapiens OX=9606 GN=NOB1 PE=1 SV=1,3,3,8.3,411
NOL6,-1.4298730267,0.0719982343964348,0,Q9H6R4;A0A0A0MRW6;A0A0C4DFX0,Q9H6R4;A0A0A0MRW6,6;5;1,6;5;1,6;5;1,Nucleolar protein 6,NOL6,sp|Q9H6R4|NOL6_HUMAN Nucleolar protein 6 OS=Homo sapiens OX=9606 GN=NOL6 PE=1 SV=2;tr|A0A0A0MRW6|A0A0A0MRW6_HUMAN Nucleolar protein 6 OS=Homo sapiens OX=9606 GN=NOL6 PE=1 SV=1,6,6,7.9,145
NOLC1,0.2643684188,0.315588659436507,0,Q14978;A0A0A0MRM9;S4R349;S4R402;S4R341;S4R3C2,Q14978;A0A0A0MRM9,10;10;3;2;2;1,10;10;3;2;2;1,10;10;3;2;2;1,Nucleolar and coiled-body phosphoprotein 1,NOLC1,sp|Q14978|NOLC1_HUMAN Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=2;tr|A0A0A0MRM9|A0A0A0MRM9_HUMAN Nucleolar and coiled-body phosphoprotein 1 (Fragment) OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=1,10,10,13,403
NOMO2;NOMO1;NOMO3,-0.3881367295,0.274283139921661,0,Q5JPE7;Q15155;P69849;A0A0G2JP90;A0A087WW46;J3KN36;A0A0G2JN29;A0A087X117;H3BUC9;H3BPS9;A0A087WTD5,Q5JPE7;Q15155;P69849;A0A0G2JP90;A0A087WW46;J3KN36;A0A0G2JN29;A0A087X117,4;4;4;4;4;4;4;4;1;1;1,4;4;4;4;4;4;4;4;1;1;1,4;4;4;4;4;4;4;4;1;1;1,Nodal modulator 2;Nodal modulator 1;Nodal modulator 3,NOMO2;NOMO1;NOMO3,sp|Q5JPE7|NOMO2_HUMAN Nodal modulator 2 OS=Homo sapiens OX=9606 GN=NOMO2 PE=1 SV=1;sp|Q15155|NOMO1_HUMAN Nodal modulator 1 OS=Homo sapiens OX=9606 GN=NOMO1 PE=1 SV=5;sp|P69849|NOMO3_HUMAN Nodal modulator 3 OS=Homo sapiens OX=9606 GN=NOMO3 PE=1 SV=2;tr|A0A0,4,4,6.6,380
NONO,-0.1956176677,0.324297003887237,0,Q15233;C9JYS8;C9IZL7;H7C367;C9J4X2;C9JJ13,Q15233;C9JYS8,34;22;16;16;8;3,32;22;14;14;8;3,32;22;14;14;8;3,Non-POU domain-containing octamer-binding protein,NONO,sp|Q15233|NONO_HUMAN Non-POU domain-containing octamer-binding protein OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=4;tr|C9JYS8|C9JYS8_HUMAN Non-POU domain-containing octamer-binding protein (Fragment) OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=8,34,32,65.4,531
NOP10,0.3531221494,0.390532571266971,0,Q9NPE3,Q9NPE3,3,3,3,H/ACA ribonucleoprotein complex subunit 3,NOP10,sp|Q9NPE3|NOP10_HUMAN H/ACA ribonucleoprotein complex subunit 3 OS=Homo sapiens OX=9606 GN=NOP10 PE=1 SV=1,3,3,45.3,203
