Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity NUP43-N1,Intensity NUP43-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
Q7Z5L9,Q7Z5L9,8,8,7,Interferon regulatory factor 2-binding protein 2,IRF2BP2,sp|Q7Z5L9|I2BP2_HUMAN Interferon regulatory factor 2-binding protein 2 OS=Homo sapiens OX=9606 GN=IRF2BP2 PE=1 SV=2,8,7,22.0,24.2568110527182,24.3839663249236,25.2280626860259,25.7203847638198
P53990;H3BMU1;H3BUI0;J3KR23;F5GXM3;H3BQF7;H3BRE2;H3BPP6,P53990;H3BMU1;H3BUI0;J3KR23;F5GXM3;H3BQF7,7;6;6;5;4;4;2;1,7;6;6;5;4;4;2;1,7;6;6;5;4;4;2;1,IST1 homolog,IST1,sp|P53990|IST1_HUMAN IST1 homolog OS=Homo sapiens OX=9606 GN=IST1 PE=1 SV=1;tr|H3BMU1|H3BMU1_HUMAN IST1 homolog (Fragment) OS=Homo sapiens OX=9606 GN=IST1 PE=1 SV=1;tr|H3BUI0|H3BUI0_HUMAN IST1 homolog (Fragment) OS=Homo sapiens OX=9606 GN=IST1 PE=1 SV=1;tr,7,7,30.2,4.20354318657847,4.29426065740498,27.1315353116804,26.7616717452442
Q9H7Z6;H3BMX5,Q9H7Z6,7;2,7;2,7;2,Histone acetyltransferase KAT8,KAT8,sp|Q9H7Z6|KAT8_HUMAN Histone acetyltransferase KAT8 OS=Homo sapiens OX=9606 GN=KAT8 PE=1 SV=2,7,7,16.2,25.5680771896233,25.8748335500251,4.42963131265863,4.37131702904701
P41229;Q9BY66;E9PFH2;F8WF56;H7BZF9;C9JGA3,P41229,7;2;2;1;1;1,7;2;2;1;1;1,7;2;2;1;1;1,Lysine-specific demethylase 5C,KDM5C,sp|P41229|KDM5C_HUMAN Lysine-specific demethylase 5C OS=Homo sapiens OX=9606 GN=KDM5C PE=1 SV=2,7,7,6.3,24.9410949027188,25.2765035605486,4.42963131265863,4.37131702904701
Q96JN0,Q96JN0,7,7,7,Ligand-dependent corepressor,LCOR,sp|Q96JN0|LCOR_HUMAN Ligand-dependent corepressor OS=Homo sapiens OX=9606 GN=LCOR PE=1 SV=2,7,7,19.6,26.5314814115113,26.6116115619467,4.42963131265863,4.37131702904701
P00338;F5GXY2;F5GYU2;F5GXH2;F5H5J4;F5H6W8;F5GZQ4;F5GWW2;F5GXU1;P07864;Q6ZMR3;F5GXC7;F5H5G7;F5H155;A0A087WUM2;G3XAP5;F5H245;F5H8H6,P00338;F5GXY2;F5GYU2;F5GXH2,8;5;4;4;3;3;2;1;1;1;1;1;1;1;1;1;1;1,8;5;4;4;3;3;2;1;1;1;1;1;1;1;1;1;1;1,7;5;4;4;3;3;2;1;1;0;0;1;0;0;0;0;0;1,L-lactate dehydrogenase A chain,LDHA,sp|P00338|LDHA_HUMAN L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2;tr|F5GXY2|F5GXY2_HUMAN L-lactate dehydrogenase A chain (Fragment) OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=8;tr|F5GYU2|F5GYU2_HUMAN L-lactate dehydrogenase A chai,8,7,30.7,24.3142094337713,24.6640005920345,25.477691328182,25.7966460612552
Q5VZK9;A0A0U1RQQ1,Q5VZK9;A0A0U1RQQ1,7;5,7;5,7;5,Leucine-rich repeat-containing protein 16A,LRRC16A,sp|Q5VZK9|CARL1_HUMAN F-actin-uncapping protein LRRC16A OS=Homo sapiens OX=9606 GN=CARMIL1 PE=1 SV=1;tr|A0A0U1RQQ1|A0A0U1RQQ1_HUMAN F-actin-uncapping protein LRRC16A (Fragment) OS=Homo sapiens OX=9606 GN=CARMIL1 PE=1 SV=1,7,7,7.1,4.20354318657847,4.29426065740498,26.5876358430498,25.5744722660146
O95232;J3KPP4;D6RDI2;D6RHH0;U3KQT3,O95232;J3KPP4;D6RDI2,7;7;4;2;2,7;7;4;2;2,7;7;4;2;2,Luc7-like protein 3,LUC7L3,"sp|O95232|LC7L3_HUMAN Luc7-like protein 3 OS=Homo sapiens OX=9606 GN=LUC7L3 PE=1 SV=2;tr|J3KPP4|J3KPP4_HUMAN Cisplatin resistance-associated overexpressed protein, isoform CRA_b OS=Homo sapiens OX=9606 GN=LUC7L3 PE=1 SV=1;tr|D6RDI2|D6RDI2_HUMAN Luc7-like p",7,7,16.9,24.7545026173525,26.067985564185,22.3707129452255,23.3497239021733
Q9NQ48;H7C488,Q9NQ48;H7C488,7;5,7;5,7;5,Leucine zipper transcription factor-like protein 1,LZTFL1,sp|Q9NQ48|LZTL1_HUMAN Leucine zipper transcription factor-like protein 1 OS=Homo sapiens OX=9606 GN=LZTFL1 PE=1 SV=1;tr|H7C488|H7C488_HUMAN Leucine zipper transcription factor-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=LZTFL1 PE=1 SV=1,7,7,30.1,4.20354318657847,4.29426065740498,27.7024636713096,26.4323387603899
P43358;C9JZJ5;C9J9C2;C9JK50;C9JIR1;P43363;P43362;P43355;O15480;P43361;A2A368;Q96M61;A8MXT2;Q3SYA6;A0A0A0MSA3,P43358;C9JZJ5;C9J9C2;C9JK50;C9JIR1,8;4;4;4;4;3;2;1;1;1;1;1;1;1;1,8;4;4;4;4;3;2;1;1;1;1;1;1;1;1,7;4;4;4;4;2;2;0;0;0;0;0;0;0;0,Melanoma-associated antigen 4,MAGEA4,sp|P43358|MAGA4_HUMAN Melanoma-associated antigen 4 OS=Homo sapiens OX=9606 GN=MAGEA4 PE=1 SV=2;tr|C9JZJ5|C9JZJ5_HUMAN Melanoma-associated antigen 4 (Fragment) OS=Homo sapiens OX=9606 GN=MAGEA4 PE=1 SV=8;tr|C9J9C2|C9J9C2_HUMAN Melanoma-associated antigen 4,8,7,25.2,24.8323387919771,25.5878074970962,27.8955628020739,28.1378992171952
Q66K74;M0R1M7;M0QXQ9;M0R1J2;M0QY41,Q66K74,7;1;1;1;1,7;1;1;1;1,7;1;1;1;1,Microtubule-associated protein 1S;MAP1S heavy chain;MAP1S light chain,MAP1S,sp|Q66K74|MAP1S_HUMAN Microtubule-associated protein 1S OS=Homo sapiens OX=9606 GN=MAP1S PE=1 SV=2,7,7,11.1,21.5198934372361,23.7604032187922,25.554001151434,26.1143204482797
Q8IYB1,Q8IYB1,7,7,7,Protein MB21D2,MB21D2,sp|Q8IYB1|M21D2_HUMAN Protein MB21D2 OS=Homo sapiens OX=9606 GN=MB21D2 PE=1 SV=3,7,7,17.7,4.20354318657847,4.29426065740498,25.887555502186,24.1997034932491
Q14566,Q14566,7,7,7,DNA replication licensing factor MCM6,MCM6,sp|Q14566|MCM6_HUMAN DNA replication licensing factor MCM6 OS=Homo sapiens OX=9606 GN=MCM6 PE=1 SV=1,7,7,11.9,24.9487778593564,25.5607503066784,25.598495548199,24.5108090698971
Q8TBE9;REV__CON__P02672,Q8TBE9,7;1,7;1,7;1,N-acylneuraminate-9-phosphatase,NANP,sp|Q8TBE9|NANP_HUMAN N-acylneuraminate-9-phosphatase OS=Homo sapiens OX=9606 GN=NANP PE=1 SV=1,7,7,31.5,24.1152138747188,24.824930780088,28.1994320451725,28.1000902683163
P55209;F8W020;F8VY35;F8W0J6;F5H4R6;H0YIV4;H0YHC3;F8W118;F8VXI6;F8VUX1;F8VV59;B7Z9C2;H0YH88;F8W543;F8VRJ2;F8VVB5,P55209;F8W020;F8VY35;F8W0J6;F5H4R6;H0YIV4;H0YHC3;F8W118;F8VXI6;F8VUX1;F8VV59;B7Z9C2;H0YH88;F8W543;F8VRJ2;F8VVB5,9;9;9;9;9;9;8;8;8;8;8;8;7;7;6;6,7;7;7;7;7;7;6;6;6;6;6;6;5;5;4;4,7;7;7;7;7;7;6;6;6;6;6;6;5;5;4;4,Nucleosome assembly protein 1-like 1,NAP1L1,sp|P55209|NP1L1_HUMAN Nucleosome assembly protein 1-like 1 OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1;tr|F8W020|F8W020_HUMAN Nucleosome assembly protein 1-like 1 (Fragment) OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1;tr|F8VY35|F8VY35_HUMAN Nucleosome asse,9,7,22.5,24.9566859787256,24.5833665365292,29.8372714583798,29.7696221529885
Q96PU5;A0A1B0GVY1;K7ERN1;K7EKL1,Q96PU5;A0A1B0GVY1;K7ERN1,8;8;6;2,8;8;6;2,7;7;5;1,E3 ubiquitin-protein ligase NEDD4-like,NEDD4L,sp|Q96PU5|NED4L_HUMAN E3 ubiquitin-protein ligase NEDD4-like OS=Homo sapiens OX=9606 GN=NEDD4L PE=1 SV=2;tr|A0A1B0GVY1|A0A1B0GVY1_HUMAN E3 ubiquitin-protein ligase NEDD4-like OS=Homo sapiens OX=9606 GN=NEDD4L PE=1 SV=1;tr|K7ERN1|K7ERN1_HUMAN E3 ubiquitin-p,8,7,11.1,4.20354318657847,4.29426065740498,26.6349184844906,25.3667971000449
O00221;Q7LC14;H0Y4W4;H3BNC2,O00221;Q7LC14,7;7;1;1,7;7;1;1,7;7;1;1,NF-kappa-B inhibitor epsilon,NFKBIE,sp|O00221|IKBE_HUMAN NF-kappa-B inhibitor epsilon OS=Homo sapiens OX=9606 GN=NFKBIE PE=1 SV=3;tr|Q7LC14|Q7LC14_HUMAN NF-kappa-B inhibitor epsilon OS=Homo sapiens OX=9606 GN=NFKBIE PE=1 SV=1,7,7,22.6,4.20354318657847,4.29426065740498,27.0229510602678,26.2569729743826
P30419;K7EN82;O60551;B7Z8J4;Q5VUC6,P30419,7;2;1;1;1,7;2;1;1;1,7;2;1;1;1,Glycylpeptide N-tetradecanoyltransferase 1,NMT1,sp|P30419|NMT1_HUMAN Glycylpeptide N-tetradecanoyltransferase 1 OS=Homo sapiens OX=9606 GN=NMT1 PE=1 SV=2,7,7,22.6,23.6214774940247,23.4930169111097,27.6207279270555,27.8933655106049
O95747;C9JIG9;Q9UEW8;F8WBK9,O95747;C9JIG9,7;6;1;1,7;6;1;1,7;6;1;1,Serine/threonine-protein kinase OSR1,OXSR1,sp|O95747|OXSR1_HUMAN Serine/threonine-protein kinase OSR1 OS=Homo sapiens OX=9606 GN=OXSR1 PE=1 SV=1;tr|C9JIG9|C9JIG9_HUMAN Serine/threonine-protein kinase OSR1 OS=Homo sapiens OX=9606 GN=OXSR1 PE=1 SV=1,7,7,16.5,4.20354318657847,4.29426065740498,26.6567643865508,25.1941520624989
Q13310;B1ANR0;H0Y5F5;B1ANR1;H0YEU6;H0YCC8;H0Y6X6,Q13310;B1ANR0;H0Y5F5,16;16;12;5;5;4;2,7;7;5;2;3;1;1,7;7;5;2;3;1;1,Polyadenylate-binding protein 4;Polyadenylate-binding protein,PABPC4,sp|Q13310|PABP4_HUMAN Polyadenylate-binding protein 4 OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1;tr|B1ANR0|B1ANR0_HUMAN Polyadenylate-binding protein OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1;tr|H0Y5F5|H0Y5F5_HUMAN Polyadenylate-binding protein (Fragmen,16,7,31.4,4.20354318657847,4.29426065740498,26.6807005425146,26.8852994191357
B1ALY0;Q8IXS6;C9JA33;C9JZH4,B1ALY0;Q8IXS6;C9JA33,7;5;5;2,7;5;5;2,7;5;5;2,Paralemmin-2,PALM2-AKAP2;PALM2,tr|B1ALY0|B1ALY0_HUMAN PALM2 and AKAP2 fusion (Fragment) OS=Homo sapiens OX=9606 GN=PALM2AKAP2 PE=1 SV=1;sp|Q8IXS6|PALM2_HUMAN Paralemmin-2 OS=Homo sapiens OX=9606 GN=PALM2 PE=1 SV=3;tr|C9JA33|C9JA33_HUMAN PALM2 and AKAP2 fusion OS=Homo sapiens OX=9606 GN=,7,7,26.1,4.20354318657847,4.29426065740498,27.6555366189605,26.2379037295221
Q8WW12,Q8WW12,7,7,7,PEST proteolytic signal-containing nuclear protein,PCNP,sp|Q8WW12|PCNP_HUMAN PEST proteolytic signal-containing nuclear protein OS=Homo sapiens OX=9606 GN=PCNP PE=1 SV=2,7,7,37.1,28.1458391137165,29.8593613433946,30.2306620835612,29.9519929845246
Q8WUM4;A0A3B3IT07;F8WEQ7;F8WBR8;F8WDK9;C9IZF9,Q8WUM4,7;3;1;1;1;1,7;3;1;1;1;1,7;3;1;1;1;1,Programmed cell death 6-interacting protein,PDCD6IP,sp|Q8WUM4|PDC6I_HUMAN Programmed cell death 6-interacting protein OS=Homo sapiens OX=9606 GN=PDCD6IP PE=1 SV=1,7,7,9.2,4.20354318657847,4.29426065740498,25.6358319067432,26.0680060723059
O00443,O00443,7,7,7,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,PIK3C2A,sp|O00443|P3C2A_HUMAN Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha OS=Homo sapiens OX=9606 GN=PIK3C2A PE=1 SV=2,7,7,4.7,4.20354318657847,4.29426065740498,25.8362453348328,26.0011203757893
P24928,P24928,7,7,7,DNA-directed RNA polymerase II subunit RPB1,POLR2A,sp|P24928|RPB1_HUMAN DNA-directed RNA polymerase II subunit RPB1 OS=Homo sapiens OX=9606 GN=POLR2A PE=1 SV=2,7,7,4.5,22.7388616602694,23.5340967130597,25.0200918259408,24.4741361770884
P62937;F8WE65;C9J5S7;F5H284;Q9Y536;E5RIZ5;P0DN26;A0A0H2UH34;A0A0B4J2A2;A0A075B767;A0A075B759,P62937;F8WE65;C9J5S7,7;5;5;1;1;1;1;1;1;1;1,7;5;5;1;1;1;1;1;1;1;1,7;5;5;1;1;1;1;1;1;1;1,"Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed;Peptidyl-prolyl cis-trans isomerase",PPIA,sp|P62937|PPIA_HUMAN Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2;tr|F8WE65|F8WE65_HUMAN Peptidyl-prolyl cis-trans isomerase OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=1;tr|C9J5S7|C9J5S7_HUMAN Peptidyl-prolyl cis-trans isome,7,7,43.6,26.2013124122191,25.6298981908051,26.6470501530727,26.3043639954165
Q86TP1;A0A3B3ITN0;Q5SZG1;Q5SZF2,Q86TP1;A0A3B3ITN0,7;6;3;2,7;6;3;2,7;6;3;2,Protein prune homolog,PRUNE,sp|Q86TP1|PRUN1_HUMAN Exopolyphosphatase PRUNE1 OS=Homo sapiens OX=9606 GN=PRUNE1 PE=1 SV=2;tr|A0A3B3ITN0|A0A3B3ITN0_HUMAN Exopolyphosphatase PRUNE1 OS=Homo sapiens OX=9606 GN=PRUNE1 PE=1 SV=1,7,7,22.7,4.20354318657847,4.29426065740498,26.6474619398718,26.6596251207736
Q9UL46;A0A087X1Z3;H0YM70;H0YKU2,Q9UL46;A0A087X1Z3;H0YM70,7;7;6;2,7;7;6;2,7;7;6;2,Proteasome activator complex subunit 2,PSME2,sp|Q9UL46|PSME2_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=4;tr|A0A087X1Z3|A0A087X1Z3_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=1;tr|H0YM70|H0YM70_HUMAN Proteasome activ,7,7,38.9,4.20354318657847,4.29426065740498,25.7818179276105,25.866863293553
P61289;K9J957;A0A087WTV2;B3KQ25;K7ESG5;K7ENH2;K7EMD0;K7EPX6;K7EKR3;B7Z8D3,P61289;K9J957;A0A087WTV2;B3KQ25;K7ESG5;K7ENH2,7;6;5;5;5;4;2;2;2;2,7;6;5;5;5;4;2;2;2;2,7;6;5;5;5;4;2;2;2;2,Proteasome activator complex subunit 3,PSME3,sp|P61289|PSME3_HUMAN Proteasome activator complex subunit 3 OS=Homo sapiens OX=9606 GN=PSME3 PE=1 SV=1;tr|K9J957|K9J957_HUMAN Proteasome activator complex subunit 3 OS=Homo sapiens OX=9606 GN=PSME3 PE=1 SV=1;tr|A0A087WTV2|A0A087WTV2_HUMAN Proteasome activ,7,7,33.5,26.4818844054302,26.0378959484915,27.1664338899385,27.3547265093045
Q9NW13;C9JE21;C9JAA9,Q9NW13,7;3;3,7;3;3,7;3;3,RNA-binding protein 28,RBM28,sp|Q9NW13|RBM28_HUMAN RNA-binding protein 28 OS=Homo sapiens OX=9606 GN=RBM28 PE=1 SV=3,7,7,10.5,25.4794193655689,26.2802613195616,4.42963131265863,4.37131702904701
Q96EV2;A8MTF7;A0A0C4DFS3;H0Y3K3,Q96EV2,27;4;3;2,27;4;3;2,7;4;2;2,RNA-binding protein 33,RBM33,sp|Q96EV2|RBM33_HUMAN RNA-binding protein 33 OS=Homo sapiens OX=9606 GN=RBM33 PE=1 SV=3,27,7,31.5,29.8142727485367,29.9994062367154,28.9572618430049,28.707771278589
P52756;C9JFQ5;C9J9P7;F8WE23;C9JR02;F8W910,P52756,9;3;2;1;1;1,7;3;2;1;1;1,7;3;2;1;1;1,RNA-binding protein 5,RBM5,sp|P52756|RBM5_HUMAN RNA-binding protein 5 OS=Homo sapiens OX=9606 GN=RBM5 PE=1 SV=2,9,7,11.8,24.8071520665444,25.6546902152748,26.4957180593099,25.7413688468695
P35249;C9JZI1;C9JTT7;C9J8M3;C9JXZ7;C9JGY5;F8WE44;H7C1P0,P35249;C9JZI1;C9JTT7;C9J8M3,7;6;5;5;3;1;1;1,7;6;5;5;3;1;1;1,7;6;5;5;3;1;1;1,Replication factor C subunit 4,RFC4,sp|P35249|RFC4_HUMAN Replication factor C subunit 4 OS=Homo sapiens OX=9606 GN=RFC4 PE=1 SV=2;tr|C9JZI1|C9JZI1_HUMAN Replication factor C subunit 4 OS=Homo sapiens OX=9606 GN=RFC4 PE=1 SV=1;tr|C9JTT7|C9JTT7_HUMAN Replication factor C subunit 4 (Fragment) O,7,7,22.9,26.7325978531324,25.0982036838225,25.9556222403985,25.6121742355268
O15541;Q8IZP6,O15541,7;1,7;1,7;1,RING finger protein 113A,RNF113A,sp|O15541|R113A_HUMAN E3 ubiquitin-protein ligase RNF113A OS=Homo sapiens OX=9606 GN=RNF113A PE=1 SV=1,7,7,24.8,26.2234299389094,26.1241572908908,26.9297640724774,26.9008111737587
P31350;C9JXC1;A0A286YFD6;A0A0C4DGZ6;A0A2R8Y837,P31350;C9JXC1;A0A286YFD6,9;8;8;2;1,9;8;8;2;1,7;6;6;0;1,Ribonucleoside-diphosphate reductase subunit M2,RRM2,sp|P31350|RIR2_HUMAN Ribonucleoside-diphosphate reductase subunit M2 OS=Homo sapiens OX=9606 GN=RRM2 PE=1 SV=1;tr|C9JXC1|C9JXC1_HUMAN Ribonucleoside-diphosphate reductase subunit M2 (Fragment) OS=Homo sapiens OX=9606 GN=RRM2 PE=1 SV=1;tr|A0A286YFD6|A0A286Y,9,7,30.1,4.20354318657847,4.29426065740498,26.6212870570076,26.3470737415757
Q6P3W7;A0A0U1RQQ9;F8VSC5;H0YIK6,Q6P3W7;A0A0U1RQQ9;F8VSC5,7;7;6;2,7;7;6;2,7;7;6;2,SCY1-like protein 2,SCYL2,sp|Q6P3W7|SCYL2_HUMAN SCY1-like protein 2 OS=Homo sapiens OX=9606 GN=SCYL2 PE=1 SV=1;tr|A0A0U1RQQ9|A0A0U1RQQ9_HUMAN SCY1-like protein 2 OS=Homo sapiens OX=9606 GN=SCYL2 PE=1 SV=1;tr|F8VSC5|F8VSC5_HUMAN SCY1-like protein 2 (Fragment) OS=Homo sapiens OX=9606,7,7,10.9,4.20354318657847,4.29426065740498,26.4150941664494,25.8254161274571
P29353;X6R6D0;Q5T181;Q5T182;H0Y539;P98077;Q5T188,P29353;X6R6D0,7;4;3;3;3;1;1,7;4;3;3;3;1;1,7;4;3;3;3;1;1,SHC-transforming protein 1,SHC1,sp|P29353|SHC1_HUMAN SHC-transforming protein 1 OS=Homo sapiens OX=9606 GN=SHC1 PE=1 SV=4;tr|X6R6D0|X6R6D0_HUMAN SHC-transforming protein 1 OS=Homo sapiens OX=9606 GN=SHC1 PE=1 SV=1,7,7,16.1,4.20354318657847,4.29426065740498,27.2488002695468,27.1074923113879
E9PFN4;A0A0A0MST8;Q9Y6M7;C9JRP1;H7C3C4,E9PFN4;A0A0A0MST8;Q9Y6M7;C9JRP1;H7C3C4,7;6;5;5;4,7;6;5;5;4,7;6;5;5;4,Anion exchange protein;Sodium bicarbonate cotransporter 3,SLC4A7,tr|E9PFN4|E9PFN4_HUMAN Anion exchange protein OS=Homo sapiens OX=9606 GN=SLC4A7 PE=1 SV=1;tr|A0A0A0MST8|A0A0A0MST8_HUMAN Anion exchange protein OS=Homo sapiens OX=9606 GN=SLC4A7 PE=1 SV=1;sp|Q9Y6M7|S4A7_HUMAN Sodium bicarbonate cotransporter 3 OS=Homo sapi,7,7,7.8,4.20354318657847,4.29426065740498,26.3954362059578,26.2165823179944
Q8IY92,Q8IY92,7,7,7,Structure-specific endonuclease subunit SLX4,SLX4,sp|Q8IY92|SLX4_HUMAN Structure-specific endonuclease subunit SLX4 OS=Homo sapiens OX=9606 GN=SLX4 PE=1 SV=3,7,7,5.8,23.8708891919037,25.1496522400966,24.1816205946245,24.6365704442086
Q8TAQ2;F8VXC8;F8VZW6,Q8TAQ2;F8VXC8,15;14;1,15;14;1,7;6;1,SWI/SNF complex subunit SMARCC2,SMARCC2,sp|Q8TAQ2|SMRC2_HUMAN SWI/SNF complex subunit SMARCC2 OS=Homo sapiens OX=9606 GN=SMARCC2 PE=1 SV=1;tr|F8VXC8|F8VXC8_HUMAN SWI/SNF complex subunit SMARCC2 OS=Homo sapiens OX=9606 GN=SMARCC2 PE=1 SV=1,15,7,14.6,27.1518017737064,27.4454540439199,25.8731913778254,25.9647933243349
Q9H0W8;M0R0U0;M0R2N0;M0QZC7;M0QZH1;M0QX70;M0QYR7,Q9H0W8,7;3;2;2;1;1;1,7;3;2;2;1;1;1,7;3;2;2;1;1;1,Protein SMG9,SMG9,sp|Q9H0W8|SMG9_HUMAN Protein SMG9 OS=Homo sapiens OX=9606 GN=SMG9 PE=1 SV=1,7,7,21.7,4.20354318657847,4.29426065740498,26.4832076260586,26.1757896740499
Q15772;H7BZM6;B9ZVR7,Q15772,7;1;1,7;1;1,7;1;1,Striated muscle preferentially expressed protein kinase,SPEG,sp|Q15772|SPEG_HUMAN Striated muscle preferentially expressed protein kinase OS=Homo sapiens OX=9606 GN=SPEG PE=1 SV=4,7,7,3.7,24.6176768542473,24.9098581849563,24.7813176866066,23.8174357378858
P08240,P08240,7,7,7,Signal recognition particle receptor subunit alpha,SRPR,sp|P08240|SRPRA_HUMAN Signal recognition particle receptor subunit alpha OS=Homo sapiens OX=9606 GN=SRPRA PE=1 SV=2,7,7,13.2,4.20354318657847,4.29426065740498,25.5783936539702,26.1976054633195
Q05519;Q5T760;B4DWT1;S4R3C4;Q5T757,Q05519;Q5T760;B4DWT1,7;6;4;2;2,7;6;4;2;2,7;6;4;2;2,Serine/arginine-rich splicing factor 11,SRSF11,sp|Q05519|SRS11_HUMAN Serine/arginine-rich splicing factor 11 OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1;tr|Q5T760|Q5T760_HUMAN Serine/arginine-rich-splicing factor 11 (Fragment) OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1;tr|B4DWT1|B4DWT1_HUMAN Serine/ar,7,7,28.1,28.0163769571285,27.5486319132124,27.7950734524899,27.5328193739307
Q13033;G3V340;G3V3G7,Q13033,9;4;2,8;3;1,7;3;1,Striatin-3,STRN3,sp|Q13033|STRN3_HUMAN Striatin-3 OS=Homo sapiens OX=9606 GN=STRN3 PE=1 SV=3,9,7,15.3,4.20354318657847,4.29426065740498,27.6205881107021,26.0045961306698
Q96A49,Q96A49,7,7,7,Synapse-associated protein 1,SYAP1,sp|Q96A49|SYAP1_HUMAN Synapse-associated protein 1 OS=Homo sapiens OX=9606 GN=SYAP1 PE=1 SV=1,7,7,27.3,4.20354318657847,4.29426065740498,26.1323200781597,26.6404455290473
Q8TC07;F8WCB5;F8WDJ1;F8WF35,Q8TC07,16;2;1;1,16;2;1;1,7;2;1;1,TBC1 domain family member 15,TBC1D15,sp|Q8TC07|TBC15_HUMAN TBC1 domain family member 15 OS=Homo sapiens OX=9606 GN=TBC1D15 PE=1 SV=2,16,7,23.7,4.20354318657847,4.29426065740498,28.8673229551456,28.6872239686151
Q9UJA5,Q9UJA5,7,7,7,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6,TRMT6,sp|Q9UJA5|TRM6_HUMAN tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 OS=Homo sapiens OX=9606 GN=TRMT6 PE=1 SV=1,7,7,20.1,23.6416310830257,24.2029942454171,25.1280182428117,25.2568470368809
Q92900,Q92900,7,7,7,Regulator of nonsense transcripts 1,UPF1,sp|Q92900|RENT1_HUMAN Regulator of nonsense transcripts 1 OS=Homo sapiens OX=9606 GN=UPF1 PE=1 SV=2,7,7,7.5,4.20354318657847,4.29426065740498,24.9141515162468,26.4200353762437
Q9UPU5,Q9UPU5,7,7,7,Ubiquitin carboxyl-terminal hydrolase 24,USP24,sp|Q9UPU5|UBP24_HUMAN Ubiquitin carboxyl-terminal hydrolase 24 OS=Homo sapiens OX=9606 GN=USP24 PE=1 SV=3,7,7,3.7,22.2228641104416,21.0373136853935,25.2324610381764,24.8638660117808
P45880;A0A0A0MR02;Q5JSD2;Q5JSD1;A2A3S1,P45880;A0A0A0MR02;Q5JSD2;Q5JSD1,7;7;4;4;1,7;7;4;4;1,7;7;4;4;1,Voltage-dependent anion-selective channel protein 2,VDAC2,sp|P45880|VDAC2_HUMAN Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2;tr|A0A0A0MR02|A0A0A0MR02_HUMAN Voltage-dependent anion-selective channel protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=1;tr,7,7,24.5,26.5467347039918,26.2441611416677,26.7380215250874,26.5993188017546
Q15906;A0A1W2PPT2,Q15906;A0A1W2PPT2,7;4,7;4,7;4,Vacuolar protein sorting-associated protein 72 homolog,VPS72,sp|Q15906|VPS72_HUMAN Vacuolar protein sorting-associated protein 72 homolog OS=Homo sapiens OX=9606 GN=VPS72 PE=1 SV=1;tr|A0A1W2PPT2|A0A1W2PPT2_HUMAN Vacuolar protein sorting-associated protein 72 homolog OS=Homo sapiens OX=9606 GN=VPS72 PE=1 SV=1,7,7,17.9,25.7296709413567,25.8545750899706,23.099343957485,22.9092148450457
Q9BV38;U3KQC1;A0A0A0MQU0;K7EIR0;K7EML4;A0A087X237;K7EKX5,Q9BV38;U3KQC1;A0A0A0MQU0;K7EIR0,7;7;7;5;2;1;1,7;7;7;5;2;1;1,7;7;7;5;2;1;1,WD repeat-containing protein 18,WDR18,sp|Q9BV38|WDR18_HUMAN WD repeat-containing protein 18 OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=2;tr|U3KQC1|U3KQC1_HUMAN WD repeat-containing protein 18 (Fragment) OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=1;tr|A0A0A0MQU0|A0A0A0MQU0_HUMAN WD repeat-containin,7,7,21.1,26.0691950447985,26.6978987002745,4.42963131265863,4.37131702904701
