Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity RBBP7_N1,Intensity RBBP7_N2,Intensity U2OS-BirA-alone_N1,Intensity U2OS-BirA-alone_N2
Q9Y5X3;Q5QPE4;Q5QPE5;A0A087WUY5;U3KQL0;U3KQP5,Q9Y5X3;Q5QPE4;Q5QPE5,9;7;6;4;1;1,9;7;6;4;1;1,9;7;6;4;1;1,Sorting nexin-5,SNX5,sp|Q9Y5X3|SNX5_HUMAN Sorting nexin-5 OS=Homo sapiens OX=9606 GN=SNX5 PE=1 SV=1;tr|Q5QPE4|Q5QPE4_HUMAN Sorting nexin-5 (Fragment) OS=Homo sapiens OX=9606 GN=SNX5 PE=1 SV=7;tr|Q5QPE5|Q5QPE5_HUMAN Sorting nexin-5 (Fragment) OS=Homo sapiens OX=9606 GN=SNX5 PE=,9,9,26.2,23.0447531987555,24.3360630152829,27.3516972272658,27.5032453792951
Q9UNH7;A0A0A0MRI2;G3V5X9;G3V2U1;H0YJF8;G3V4Z5;Q86XE0,Q9UNH7;A0A0A0MRI2;G3V5X9,9;8;6;2;2;2;1,9;8;6;2;2;2;1,9;8;6;2;2;2;1,"Sorting nexin-6;Sorting nexin-6, N-terminally processed",SNX6,sp|Q9UNH7|SNX6_HUMAN Sorting nexin-6 OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=1;tr|A0A0A0MRI2|A0A0A0MRI2_HUMAN Sorting nexin OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=1;tr|G3V5X9|G3V5X9_HUMAN Sorting nexin-6 (Fragment) OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=,9,9,25.4,24.3896224122885,24.4129966862348,26.700943618674,26.1724171312287
Q15813;A0A2R8Y5Q8;A0A2R8YHI9;A0A2R8Y7E7;A0A2U3TZJ6;A0A2R8Y6Q1;A0A2R8YFL4;A0A2R8YER9;A0A2R8Y809;A0A2R8Y4V6;A0A2R8Y784;A0A2R8Y6L2;A0A2R8Y4E7;A0A2R8Y4P2;A0A2R8YFM3;A0A2R8Y787;A0A2R8Y5H6;A0A2R8Y897;A0A2R8Y597;A0A2R8Y6G3;A0A2R8Y7H8;A0A2R8YF12;A0A2R8YH53,Q15813;A0A2R8Y5Q8;A0A2R8YHI9;A0A2R8Y7E7;A0A2U3TZJ6;A0A2R8Y6Q1;A0A2R8YFL4,9;8;8;7;7;7;5;4;4;4;4;3;2;2;2;2;2;2;1;1;1;1;1,9;8;8;7;7;7;5;4;4;4;4;3;2;2;2;2;2;2;1;1;1;1;1,9;8;8;7;7;7;5;4;4;4;4;3;2;2;2;2;2;2;1;1;1;1;1,Tubulin-specific chaperone E,TBCE,sp|Q15813|TBCE_HUMAN Tubulin-specific chaperone E OS=Homo sapiens OX=9606 GN=TBCE PE=1 SV=1;tr|A0A2R8Y5Q8|A0A2R8Y5Q8_HUMAN Tubulin-specific chaperone E OS=Homo sapiens OX=9606 GN=TBCE PE=1 SV=1;tr|A0A2R8YHI9|A0A2R8YHI9_HUMAN Tubulin-specific chaperone E OS,9,9,22.4,27.0874999080937,24.4157067005258,25.341197106255,26.578307267632
Q14241;A0A024RAC6,Q14241;A0A024RAC6,9;9,9;9,9;9,Transcription elongation factor B polypeptide 3,TCEB3,sp|Q14241|ELOA1_HUMAN Elongin-A OS=Homo sapiens OX=9606 GN=ELOA PE=1 SV=2;tr|A0A024RAC6|A0A024RAC6_HUMAN Elongin-A OS=Homo sapiens OX=9606 GN=ELOA PE=1 SV=1,9,9,15.8,24.1603872598201,22.9169961344031,27.4469530299611,26.5100846738616
Q9Y2W2;F5GXS9,Q9Y2W2,14;1,14;1,9;0,WW domain-binding protein 11,WBP11,sp|Q9Y2W2|WBP11_HUMAN WW domain-binding protein 11 OS=Homo sapiens OX=9606 GN=WBP11 PE=1 SV=1,14,9,23.4,23.8673111707802,25.9143796572155,29.0179436753162,28.6496904114038
Q8NI36;A0A0A0MTB8,Q8NI36;A0A0A0MTB8,9;8,9;8,9;8,WD repeat-containing protein 36,WDR36,sp|Q8NI36|WDR36_HUMAN WD repeat-containing protein 36 OS=Homo sapiens OX=9606 GN=WDR36 PE=1 SV=1;tr|A0A0A0MTB8|A0A0A0MTB8_HUMAN WD repeat-containing protein 36 OS=Homo sapiens OX=9606 GN=WDR36 PE=1 SV=1,9,9,12.2,21.6896158511574,22.9218688957882,26.2887686541842,26.3442823609111
P35611;E7EV99;E7ENY0;A0A0A0MSR2;H0Y9H2;D6RAH3;D6RF25;P35612;D6RJE2;H0YFD8,P35611;E7EV99;E7ENY0;A0A0A0MSR2;H0Y9H2,10;10;10;7;6;2;2;1;1;1,10;10;10;7;6;2;2;1;1;1,10;10;10;7;6;2;2;1;1;1,Alpha-adducin,ADD1,sp|P35611|ADDA_HUMAN Alpha-adducin OS=Homo sapiens OX=9606 GN=ADD1 PE=1 SV=2;tr|E7EV99|E7EV99_HUMAN Alpha-adducin OS=Homo sapiens OX=9606 GN=ADD1 PE=1 SV=1;tr|E7ENY0|E7ENY0_HUMAN Alpha-adducin OS=Homo sapiens OX=9606 GN=ADD1 PE=1 SV=1;tr|A0A0A0MSR2|A0A0A0M,10,10,19.7,21.3640712720919,22.7819879700467,28.1754565815377,27.2819774132684
Q6ULP2;B8ZZI9;A0A0A0MSN6,Q6ULP2;B8ZZI9,10;6;2,10;6;2,10;6;2,Aftiphilin,AFTPH,sp|Q6ULP2|AFTIN_HUMAN Aftiphilin OS=Homo sapiens OX=9606 GN=AFTPH PE=1 SV=3;tr|B8ZZI9|B8ZZI9_HUMAN Aftiphilin (Fragment) OS=Homo sapiens OX=9606 GN=AFTPH PE=1 SV=2,10,10,15.6,21.4698583991827,23.0558773024477,27.854301619201,26.8600573353497
Q01433;A0A5F9UK94;H0Y360;A0A590UK85;A0A590UJY6;E9PJF6;A0A590UJX5;E9PIJ1;H0YF16,Q01433;A0A5F9UK94;H0Y360;A0A590UK85;A0A590UJY6,10;10;10;7;7;3;3;2;2,10;10;10;7;7;3;3;2;2,10;10;10;7;7;3;3;2;2,AMP deaminase 2,AMPD2,sp|Q01433|AMPD2_HUMAN AMP deaminase 2 OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=2;tr|A0A5F9UK94|A0A5F9UK94_HUMAN AMP deaminase OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=1;tr|H0Y360|H0Y360_HUMAN AMP deaminase OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=2;tr|A0A5,10,10,13.7,4.05855270270621,4.16046733447314,27.355146740306,27.163653668047
Q8N6H7;A0A0D9SF70;G5E9L0;E9PQP3;E9PIY6;E9PMU9;H0YDN9;E9PMR9;E9PM63;E9PJT7;E9PK28;E9PN48;E9PNY8;H0YDX1;E9PM18;H0YF45,Q8N6H7;A0A0D9SF70;G5E9L0;E9PQP3;E9PIY6,11;11;11;10;6;5;5;3;3;3;3;3;2;2;1;1,10;10;10;9;5;4;5;2;2;2;2;2;1;1;1;1,10;10;10;9;5;4;5;2;2;2;2;2;1;1;1;1,ADP-ribosylation factor GTPase-activating protein 2,ARFGAP2,sp|Q8N6H7|ARFG2_HUMAN ADP-ribosylation factor GTPase-activating protein 2 OS=Homo sapiens OX=9606 GN=ARFGAP2 PE=1 SV=1;tr|A0A0D9SF70|A0A0D9SF70_HUMAN ADP-ribosylation factor GTPase-activating protein 2 OS=Homo sapiens OX=9606 GN=ARFGAP2 PE=1 SV=1;tr|G5E9L0,11,10,29.2,25.072715212621,26.2890501968579,27.7849405101916,28.1520436377853
A0A3B3IPE9;A0A087WZG4;Q6ZSZ5;M0QZS0;A0A590UK10,A0A3B3IPE9;A0A087WZG4;Q6ZSZ5;M0QZS0;A0A590UK10,10;10;9;8;8,10;10;9;8;8,10;10;9;8;8,Rho guanine nucleotide exchange factor 18,ARHGEF18,tr|A0A3B3IPE9|A0A3B3IPE9_HUMAN Rho guanine nucleotide exchange factor 18 OS=Homo sapiens OX=9606 GN=ARHGEF18 PE=1 SV=2;tr|A0A087WZG4|A0A087WZG4_HUMAN Rho guanine nucleotide exchange factor 18 OS=Homo sapiens OX=9606 GN=ARHGEF18 PE=1 SV=3;sp|Q6ZSZ5|ARHGI_HU,10,10,14.4,4.05855270270621,4.16046733447314,26.7995885464406,26.0387751810876
P27708;F8VPD4;H7BZB3;H7C2E4,P27708;F8VPD4,10;10;1;1,10;10;1;1,10;10;1;1,CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase,CAD,sp|P27708|PYR1_HUMAN CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=3;tr|F8VPD4|F8VPD4_HUMAN CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=1,10,10,5.8,21.7697135726365,22.0233360943089,26.0691950447985,25.6518470345575
P47756;B1AK87;B1AK85;B1AK88,P47756;B1AK87;B1AK85;B1AK88,10;9;9;9,10;9;9;9,10;9;9;9,F-actin-capping protein subunit beta,CAPZB,sp|P47756|CAPZB_HUMAN F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=4;tr|B1AK87|B1AK87_HUMAN F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=1;tr|B1AK85|B1AK85_HUMAN F-actin-capping protein subu,10,10,45.8,24.8095581547114,25.6664949161874,28.4771895010659,28.4429654462031
Q16543;K7EQA9;K7EKQ2;K7EL68;K7EIU0,Q16543;K7EQA9;K7EKQ2,10;8;6;4;2,10;8;6;4;2,10;8;6;4;2,"Hsp90 co-chaperone Cdc37;Hsp90 co-chaperone Cdc37, N-terminally processed",CDC37,sp|Q16543|CDC37_HUMAN Hsp90 co-chaperone Cdc37 OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1;tr|K7EQA9|K7EQA9_HUMAN Hsp90 co-chaperone Cdc37 (Fragment) OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1;tr|K7EKQ2|K7EKQ2_HUMAN Hsp90 co-chaperone Cdc37 (Fragment) OS=Ho,10,10,30.2,27.8059352194651,28.0905316303657,27.0101997505577,26.8740830746634
Q9ULV4;B4E3S0;H0YHL7;F8W1H8;F8VUX3;F8VSA4;F8VRE9;F8VTT6;F8VVB7;Q6QEF8;F8VV53;J3QLV6;J3KSS5,Q9ULV4;B4E3S0;H0YHL7,10;9;5;2;2;2;2;2;2;1;1;1;1,10;9;5;2;2;2;2;2;2;1;1;1;1,10;9;5;2;2;2;2;2;2;1;1;1;1,Coronin-1C;Coronin,CORO1C,sp|Q9ULV4|COR1C_HUMAN Coronin-1C OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1;tr|B4E3S0|B4E3S0_HUMAN Coronin OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1;tr|H0YHL7|H0YHL7_HUMAN Coronin-1C (Fragment) OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1,10,10,29.1,21.733596306377,22.9858876330958,28.824748732721,28.7969306811719
P33240;E9PID8;E7EWR4;A0A0A0MT56,P33240;E9PID8;E7EWR4,16;15;15;6,16;15;15;6,10;10;9;3,Cleavage stimulation factor subunit 2,CSTF2,sp|P33240|CSTF2_HUMAN Cleavage stimulation factor subunit 2 OS=Homo sapiens OX=9606 GN=CSTF2 PE=1 SV=1;tr|E9PID8|E9PID8_HUMAN Cleavage stimulation factor subunit 2 OS=Homo sapiens OX=9606 GN=CSTF2 PE=1 SV=1;tr|E7EWR4|E7EWR4_HUMAN Cleavage stimulation facto,16,10,40.2,26.2200563333229,27.71168178061,29.9582303268856,30.0113200004193
Q9NQC7;J3KRR7;H3BS09;J3QKR2;H3BTB8;H3BSW9,Q9NQC7;J3KRR7;H3BS09,10;9;6;1;1;1,10;9;6;1;1;1,10;9;6;1;1;1,Ubiquitin carboxyl-terminal hydrolase CYLD,CYLD,sp|Q9NQC7|CYLD_HUMAN Ubiquitin carboxyl-terminal hydrolase CYLD OS=Homo sapiens OX=9606 GN=CYLD PE=1 SV=1;tr|J3KRR7|J3KRR7_HUMAN Ubiquitin carboxyl-terminal hydrolase CYLD OS=Homo sapiens OX=9606 GN=CYLD PE=1 SV=1;tr|H3BS09|H3BS09_HUMAN Ubiquitin carboxyl-,10,10,14.4,4.05855270270621,4.16046733447314,27.2409084916515,27.414174877432
Q9Y6V7;M0R1S3;M0QZC0;M0R0K1,Q9Y6V7,10;2;2;2,10;2;2;2,10;2;2;2,Probable ATP-dependent RNA helicase DDX49,DDX49,sp|Q9Y6V7|DDX49_HUMAN Probable ATP-dependent RNA helicase DDX49 OS=Homo sapiens OX=9606 GN=DDX49 PE=1 SV=1,10,10,26.1,4.05855270270621,4.16046733447314,27.4194889738913,26.1797238587397
O60879;A6NML8;K4DI95;C9J6U3,O60879;A6NML8;K4DI95;C9J6U3,10;10;10;10,10;10;10;10,10;10;10;10,Protein diaphanous homolog 2,DIAPH2,"sp|O60879|DIAP2_HUMAN Protein diaphanous homolog 2 OS=Homo sapiens OX=9606 GN=DIAPH2 PE=1 SV=1;tr|A6NML8|A6NML8_HUMAN Diaphanous homolog 2 (Drosophila), isoform CRA_c OS=Homo sapiens OX=9606 GN=DIAPH2 PE=1 SV=3;tr|K4DI95|K4DI95_HUMAN Diaphanous homolog 2 (",10,10,11.2,21.8000973090105,23.5661577218857,26.4950012982827,26.364026953834
P68104;Q5VTE0;A0A087WVQ9;A0A087WV01;A6PW80;Q5JR01,P68104;Q5VTE0;A0A087WVQ9;A0A087WV01,18;17;16;13;4;4,18;17;16;13;4;4,10;9;10;7;1;1,Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3;Elongation factor 1-alpha,EEF1A1;EEF1A1P5,sp|P68104|EF1A1_HUMAN Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1;sp|Q5VTE0|EF1A3_HUMAN Putative elongation factor 1-alpha-like 3 OS=Homo sapiens OX=9606 GN=EEF1A1P5 PE=5 SV=1;tr|A0A087WVQ9|A0A087WVQ9_HUMAN Elongation factor 1-a,18,10,55.4,30.5242124720858,31.0411380786949,32.4350713538969,32.4548609749732
Q8IWE2,Q8IWE2,10,10,10,Protein NOXP20,FAM114A1,sp|Q8IWE2|NXP20_HUMAN Protein NOXP20 OS=Homo sapiens OX=9606 GN=FAM114A1 PE=1 SV=2,10,10,26.3,25.4427835707952,26.6361639169566,28.1898048066551,27.7999590223786
Q641Q2;F8W7U3;E7ESD2;A0A087WYF6;Q5T1D7,Q641Q2;F8W7U3;E7ESD2;A0A087WYF6,44;42;42;38;2,44;42;42;38;2,10;9;10;10;1,WASH complex subunit FAM21A,FAM21A,sp|Q641Q2|WAC2A_HUMAN WASH complex subunit 2A OS=Homo sapiens OX=9606 GN=WASHC2A PE=1 SV=3;tr|F8W7U3|F8W7U3_HUMAN WASH complex subunit 2A OS=Homo sapiens OX=9606 GN=WASHC2A PE=1 SV=1;tr|E7ESD2|E7ESD2_HUMAN WASH complex subunit 2A OS=Homo sapiens OX=9606 GN,44,10,56.9,26.4413910690023,27.2331562159274,30.9469836217109,30.6635663559679
A0A096LPC5;A0A0A0MR88;Q9Y4E1;J3KP36;Q5SRD0;A0A0A0MT65;B1AP61,A0A096LPC5;A0A0A0MR88;Q9Y4E1;J3KP36,44;43;42;40;11;9;5,10;9;10;10;4;1;0,10;9;10;10;4;1;0,WASH complex subunit FAM21C,FAM21C,tr|A0A096LPC5|A0A096LPC5_HUMAN WASH complex subunit 2C OS=Homo sapiens OX=9606 GN=WASHC2C PE=1 SV=1;tr|A0A0A0MR88|A0A0A0MR88_HUMAN WASH complex subunit 2C OS=Homo sapiens OX=9606 GN=WASHC2C PE=1 SV=1;sp|Q9Y4E1|WAC2C_HUMAN WASH complex subunit 2C OS=Homo sa,44,10,55.6,23.213761560818,22.4907421958656,27.8820369834743,26.7979820504476
Q6UN15;A0A0B4J203;H0Y8P7,Q6UN15;A0A0B4J203,10;6;2,10;6;2,10;6;2,Pre-mRNA 3-end-processing factor FIP1,FIP1L1,sp|Q6UN15|FIP1_HUMAN Pre-mRNA 3-end-processing factor FIP1 OS=Homo sapiens OX=9606 GN=FIP1L1 PE=1 SV=1;tr|A0A0B4J203|A0A0B4J203_HUMAN Protein kinase domain-containing protein OS=Homo sapiens OX=9606 PE=3 SV=1,10,10,23.7,21.9020173289587,24.1440600908098,28.8892220388049,28.6142823091193
Q96I24;A0A494C1K6,Q96I24,11;1,10;1,10;1,Far upstream element-binding protein 3,FUBP3,sp|Q96I24|FUBP3_HUMAN Far upstream element-binding protein 3 OS=Homo sapiens OX=9606 GN=FUBP3 PE=1 SV=2,11,10,23.8,20.7845262201898,21.7277509800442,27.9436343571982,28.0225807382957
Q7Z4V5;M0R0J3;K7EPS6;K7ERA4;A0A087WX58;Q9Y3E1;A0A087WZ99;A0A087WT54,Q7Z4V5,10;4;4;3;2;1;1;1,10;4;4;3;2;1;1;1,10;4;4;3;2;1;1;1,Hepatoma-derived growth factor-related protein 2,HDGFRP2,sp|Q7Z4V5|HDGR2_HUMAN Hepatoma-derived growth factor-related protein 2 OS=Homo sapiens OX=9606 GN=HDGFL2 PE=1 SV=1,10,10,17.6,22.0450690506906,24.281004621038,28.0455711261404,27.5483379356177
Q9H583;Q5T3Q7;Q6P664,Q9H583;Q5T3Q7,10;9;1,10;9;1,10;9;1,"HEAT repeat-containing protein 1;HEAT repeat-containing protein 1, N-terminally processed",HEATR1,sp|Q9H583|HEAT1_HUMAN HEAT repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=HEATR1 PE=1 SV=3;tr|Q5T3Q7|Q5T3Q7_HUMAN HEAT repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=HEATR1 PE=1 SV=1,10,10,6.4,4.05855270270621,4.16046733447314,25.8177772676828,25.3538352145552
Q03164;Q9UMN6;A0A669KBI7,Q03164,10;1;1,10;1;1,10;1;1,Histone-lysine N-methyltransferase 2A;MLL cleavage product N320;MLL cleavage product C180,KMT2A,sp|Q03164|KMT2A_HUMAN Histone-lysine N-methyltransferase 2A OS=Homo sapiens OX=9606 GN=KMT2A PE=1 SV=5,10,10,3.7,25.8649995748111,27.5454685103611,25.8635352213869,25.757354196789
Q6MZP7,Q6MZP7,10,10,10,Protein lin-54 homolog,LIN54,sp|Q6MZP7|LIN54_HUMAN Protein lin-54 homolog OS=Homo sapiens OX=9606 GN=LIN54 PE=1 SV=3,10,10,19.0,25.3815590571281,26.087358272009,27.1937573982806,27.1440406358127
P55081,P55081,10,10,10,Microfibrillar-associated protein 1,MFAP1,sp|P55081|MFAP1_HUMAN Microfibrillar-associated protein 1 OS=Homo sapiens OX=9606 GN=MFAP1 PE=1 SV=2,10,10,37.6,23.351781459935,23.5742701411574,28.5389358747801,28.2171095021946
Q9H3P2;A0A0C4DFX9;H0Y3X6;C9JHL4;C9JEM7;H7C2C7;F8W954;F8WF98;H7C0W2;H7C3C2;H7C2M8,Q9H3P2;A0A0C4DFX9;H0Y3X6;C9JHL4,10;10;8;5;3;3;2;2;2;1;1,10;10;8;5;3;3;2;2;2;1;1,10;10;8;5;3;3;2;2;2;1;1,Negative elongation factor A,NELFA,sp|Q9H3P2|NELFA_HUMAN Negative elongation factor A OS=Homo sapiens OX=9606 GN=NELFA PE=1 SV=3;tr|A0A0C4DFX9|A0A0C4DFX9_HUMAN Negative elongation factor A OS=Homo sapiens OX=9606 GN=NELFA PE=1 SV=1;tr|H0Y3X6|H0Y3X6_HUMAN Negative elongation factor A (Fragme,10,10,24.8,24.3155492798746,23.3471920444451,27.5203581481568,27.2926350581185
P04150;A0A494C0P1;D6RDA9;Q3MSN4,P04150;A0A494C0P1;D6RDA9;Q3MSN4,10;9;5;5,10;9;5;5,10;9;5;5,Glucocorticoid receptor,NR3C1,sp|P04150|GCR_HUMAN Glucocorticoid receptor OS=Homo sapiens OX=9606 GN=NR3C1 PE=1 SV=1;tr|A0A494C0P1|A0A494C0P1_HUMAN Glucocorticoid receptor OS=Homo sapiens OX=9606 GN=NR3C1 PE=1 SV=1;tr|D6RDA9|D6RDA9_HUMAN Glucocorticoid receptor (Fragment) OS=Homo sapie,10,10,16.7,22.5537961378772,24.0496790749315,27.0580665594075,27.1121739647469
Q9Y6R0;A0A0C4DGH3;M0QXQ4;M0QYC2;M0R0Q4;M0QZV7,Q9Y6R0;A0A0C4DGH3;M0QXQ4;M0QYC2,14;14;9;9;5;5,10;10;6;6;4;4,10;10;6;6;4;4,Numb-like protein,NUMBL,sp|Q9Y6R0|NUMBL_HUMAN Numb-like protein OS=Homo sapiens OX=9606 GN=NUMBL PE=1 SV=1;tr|A0A0C4DGH3|A0A0C4DGH3_HUMAN Numb-like protein OS=Homo sapiens OX=9606 GN=NUMBL PE=1 SV=1;tr|M0QXQ4|M0QXQ4_HUMAN Numb-like protein (Fragment) OS=Homo sapiens OX=9606 GN=NU,14,10,27.3,23.0095464034361,25.6636477851867,27.8102326121261,27.3141493684338
Q9UQ80;F8VR77;H0YIN7;F8W0A3,Q9UQ80;F8VR77,10;5;3;3,10;5;3;3,10;5;3;3,Proliferation-associated protein 2G4,PA2G4,sp|Q9UQ80|PA2G4_HUMAN Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=3;tr|F8VR77|F8VR77_HUMAN Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=1,10,10,28.4,4.05855270270621,4.16046733447314,27.7813176866066,27.2822426064387
Q96KB5;E5RFX4;E5RIE1,Q96KB5;E5RFX4,10;6;3,10;6;3,10;6;3,Lymphokine-activated killer T-cell-originated protein kinase,PBK,sp|Q96KB5|TOPK_HUMAN Lymphokine-activated killer T-cell-originated protein kinase OS=Homo sapiens OX=9606 GN=PBK PE=1 SV=3;tr|E5RFX4|E5RFX4_HUMAN Lymphokine-activated killer T-cell-originated protein kinase (Fragment) OS=Homo sapiens OX=9606 GN=PBK PE=1 SV,10,10,34.2,22.2528617386997,23.2739810862766,27.3509389118523,26.9333708119582
Q8IZ21;A0A0J9YVR0,Q8IZ21,10;2,10;2,10;2,Phosphatase and actin regulator 4,PHACTR4,sp|Q8IZ21|PHAR4_HUMAN Phosphatase and actin regulator 4 OS=Homo sapiens OX=9606 GN=PHACTR4 PE=1 SV=1,10,10,20.2,23.3717234780045,25.5742701411574,28.0854752147,27.9459796585243
O15355,O15355,10,10,10,Protein phosphatase 1G,PPM1G,sp|O15355|PPM1G_HUMAN Protein phosphatase 1G OS=Homo sapiens OX=9606 GN=PPM1G PE=1 SV=1,10,10,24.2,22.95741241575,23.4881206055754,27.549660363308,27.8292930395406
P30041,P30041,10,10,10,Peroxiredoxin-6,PRDX6,sp|P30041|PRDX6_HUMAN Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3,10,10,61.6,25.3861722055606,27.8120092172121,27.6505466001038,27.4519908178506
Q63HN8;A0A0A0MTC1;A0A0A0MTR7,Q63HN8;A0A0A0MTC1;A0A0A0MTR7,10;10;10,10;10;10,10;10;10,E3 ubiquitin-protein ligase RNF213,RNF213,sp|Q63HN8|RN213_HUMAN E3 ubiquitin-protein ligase RNF213 OS=Homo sapiens OX=9606 GN=RNF213 PE=1 SV=3;tr|A0A0A0MTC1|A0A0A0MTC1_HUMAN E3 ubiquitin-protein ligase RNF213 OS=Homo sapiens OX=9606 GN=RNF213 PE=1 SV=1;tr|A0A0A0MTR7|A0A0A0MTR7_HUMAN E3 ubiquitin-p,10,10,2.7,26.6391169068949,27.6229631478623,24.7531257322123,24.4180255250929
P36578;H3BM89;H3BU31;H3BTP7,P36578;H3BM89,10;7;4;3,10;7;4;3,10;7;4;3,60S ribosomal protein L4,RPL4,sp|P36578|RL4_HUMAN 60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=5;tr|H3BM89|H3BM89_HUMAN 60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=1,10,10,24.8,26.4319882320338,25.5163507218932,26.2215505417909,26.3854811729681
Q9NWH9;H7C3F4;H7BXE3;H0YLW7;H0YMW8;H0YNF3;H0YMR6;H0YLE6;H0YL55;H0YKH2;H0YMM0,Q9NWH9;H7C3F4,10;7;4;2;2;2;2;2;2;1;1,10;7;4;2;2;2;2;2;2;1;1,10;7;4;2;2;2;2;2;2;1;1,SAFB-like transcription modulator,SLTM,sp|Q9NWH9|SLTM_HUMAN SAFB-like transcription modulator OS=Homo sapiens OX=9606 GN=SLTM PE=1 SV=2;tr|H7C3F4|H7C3F4_HUMAN SAFB-like transcription modulator (Fragment) OS=Homo sapiens OX=9606 GN=SLTM PE=1 SV=1,10,10,12.0,4.05855270270621,4.16046733447314,26.7084621378462,27.3010350529749
Q9NUL3;E7EPX0;E7EVJ4;E5RJN7;E7EVI1;E5RJ67;H0YBY0;E5RFK1;E5RGT3;E5RGQ5,Q9NUL3;E7EPX0;E7EVJ4;E5RJN7;E7EVI1,11;10;10;8;7;3;3;3;2;1,10;9;9;7;6;3;3;3;2;1,10;9;9;7;6;3;3;3;2;1,Double-stranded RNA-binding protein Staufen homolog 2,STAU2,sp|Q9NUL3|STAU2_HUMAN Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens OX=9606 GN=STAU2 PE=1 SV=2;tr|E7EPX0|E7EPX0_HUMAN Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens OX=9606 GN=STAU2 PE=1 SV=1;tr|E7EVJ4|E7EVJ4_,11,10,29.1,22.9548594118409,25.868371378339,26.5512456781109,26.1195935782691
O95210,O95210,10,10,10,Starch-binding domain-containing protein 1,STBD1,sp|O95210|STBD1_HUMAN Starch-binding domain-containing protein 1 OS=Homo sapiens OX=9606 GN=STBD1 PE=1 SV=1,10,10,31.0,23.4439440104495,23.6044464505217,27.6405834342274,27.4617798026241
Q92609;C9J3F6;C9JMP7;C9JIU4;F2Z3I5;C9JNM0;C9JED7;F2Z3C3;C9K0P2;C9J397;C9JWX0;C9JW04;C9JDR8,Q92609;C9J3F6,10;7;2;2;2;2;2;2;2;2;2;2;2,10;7;2;2;2;2;2;2;2;2;2;2;2,10;7;2;2;2;2;2;2;2;2;2;2;2,TBC1 domain family member 5,TBC1D5,sp|Q92609|TBCD5_HUMAN TBC1 domain family member 5 OS=Homo sapiens OX=9606 GN=TBC1D5 PE=1 SV=1;tr|C9J3F6|C9J3F6_HUMAN TBC1 domain family member 5 OS=Homo sapiens OX=9606 GN=TBC1D5 PE=1 SV=1,10,10,17.9,21.8919011839226,22.7112695418881,27.4766874993336,27.0994884348761
Q9NXF1;A0A0A0MSR3,Q9NXF1,10;3,10;3,10;3,Testis-expressed sequence 10 protein,TEX10,sp|Q9NXF1|TEX10_HUMAN Testis-expressed protein 10 OS=Homo sapiens OX=9606 GN=TEX10 PE=1 SV=2,10,10,15.7,4.05855270270621,4.16046733447314,27.0986855995516,27.188107518176
P42167;G5E972;H0YJH7,P42167;G5E972,19;16;9,10;7;6,10;7;6,"Lamina-associated polypeptide 2, isoforms beta/gamma;Thymopoietin;Thymopentin",TMPO,"sp|P42167|LAP2B_HUMAN Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2;tr|G5E972|G5E972_HUMAN Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=1",19,10,57.9,24.9756566299999,26.2335768187322,29.6760156185463,29.2723310998605
