Gene_names,PWP1_vs_BirA_logFC,PWP1_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_PWP1_N1,Peptides_PWP1_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_PWP1_N1,Razor___unique_peptides_PWP1_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_PWP1_N1,Unique_peptides_PWP1_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_PWP1_N1,Identification_type_PWP1_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_PWP1_N1,Ratio_H_L_PWP1_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_PWP1_N1,Ratio_H_L_normalized_PWP1_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____PWP1_N1,Ratio_H_L_variability_____PWP1_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_PWP1_N1,Ratio_H_L_count_PWP1_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_PWP1_N1,Ratio_H_L_iso_count_PWP1_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_PWP1_N1,Ratio_H_L_type_PWP1_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_PWP1_N1____,Sequence_coverage_PWP1_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_PWP1_N1,Intensity_L_PWP1_N1,Intensity_H_PWP1_N1,Intensity_PWP1_N2,Intensity_L_PWP1_N2,Intensity_H_PWP1_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_PWP1_N1,metacell_Intensity_L_PWP1_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
RUVBL2,-0.0663020030804979,0.727859221210759,Q9Y230;M0R0Y3;X6R2L4;M0QXI6;M0R0Z0;M0QXZ7;A0A1W2PS48,Q9Y230;M0R0Y3;X6R2L4,21;12;11;5;3;2;1,21;12;11;5;3;2;1,21;12;11;5;3;2;1,RuvB-like 2,sp|Q9Y230|RUVB2_HUMAN RuvB-like 2 OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=3;tr|M0R0Y3|M0R0Y3_HUMAN RuvB-like helicase OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=1;tr|X6R2L4|X6R2L4_HUMAN RuvB-like helicase OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=1,7,21,21,21,13,12,13,12,13,12,13,12,13,12,13,12,46.4,46.4,46.4,51.156,463,463;354;259;109;50;39;50,0.0,111.77,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.30223,0.83371,27.181,57,25,Leave out requantified,0.30677,0.33746,0.20383,0.28092,1.0183,0.89961,0.63155,0.75817,32.43,10.187,21.562,21.638,14,14,15,14,5,7,9,4,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,30.7,31.3,33.3,32.4,3941000000,3014400000,926690000,599470000,441620000,157850000,700280000,513240000,187040000,1321200000,1054700000,266450000,1320100000,1004800000,315350000,,,,2956,103;104;1232;2144;2145;2276;4117;5137;5939;6476;7532;8266;8292;14309;14310;14891;14892;17901;18044;20323;20600,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,104;105;1317;2290;2291;2438;4407;5498;6406;6992;8165;8963;8991;15436;15437;16057;16058;19260;19406;21895;22181,245;246;3613;3614;3615;3616;3617;3618;3619;3620;3621;6332;6333;6334;6335;6336;6337;6746;6747;6748;6749;11657;11658;11659;11660;11661;11662;14489;14490;14491;14492;16987;16988;16989;16990;18498;18499;21680;21681;21682;23953;24016;24017;41135;41136;42681;42682;42683;51263;51264;51634;51635;51636;51637;58414;58415;59141;59142,508;509;510;6778;6779;6780;6781;6782;6783;6784;6785;6786;6787;6788;6789;6790;6791;6792;6793;6794;6795;12175;12176;12177;12178;12179;12180;12181;12182;12183;12184;12185;12186;12187;13085;13086;13087;13088;13089;13090;13091;13092;13093;13094;13095;22237;22238;22239;22240;22241;22242;22243;22244;22245;22246;22247;22248;22249;27568;27569;27570;27571;32362;32363;32364;32365;32366;32367;35029;35030;41283;41284;41285;41286;45577;45692;45693;45694;45695;77454;77455;80064;80065;80066;96269;96270;96912;96913;96914;96915;96916;96917;110432;110433;110434;110435;111728;111729;111730;111731;111732,508;510;6794;12183;12186;13090;22248;27571;32363;35030;41286;45577;45695;77454;77455;80064;80065;96270;96913;110434;111731,,,,,-1;-1;-1;-1;-1;-1;-1,protein_2957,quanti,quanti,quanti,quanti
RUVBL1,-0.252087785425854,0.232030108569283,Q9Y265;H7C4G5;E7ETR0;J3QLR1;H7C4I3,Q9Y265;H7C4G5;E7ETR0,15;8;8;5;2,15;8;8;5;2,15;8;8;5;2,RuvB-like 1,sp|Q9Y265|RUVB1_HUMAN RuvB-like 1 OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1;tr|H7C4G5|H7C4G5_HUMAN RuvB-like helicase (Fragment) OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1;tr|E7ETR0|E7ETR0_HUMAN RuvB-like helicase OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 ,5,15,15,15,11,11,11,11,11,11,11,11,11,11,11,11,45.0,45.0,45.0,50.227,456,456;267;315;131;222,0.0,52.194,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.27513,0.76654,23.677,57,15,Leave out requantified,0.29676,0.30041,0.18289,0.28263,0.96715,0.82441,0.55391,0.74514,21.326,14.163,23.524,17.25,14,13,16,14,3,3,7,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,32.0,32.0,31.8,33.1,3858300000,2961000000,897300000,657200000,494850000,162350000,712010000,526110000,185900000,1230100000,974210000,255850000,1259000000,965790000,293190000,,,,2958,1234;1235;1824;2278;3344;5940;6433;7818;8105;14264;14586;17080;17497;17747;21243,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1320;1321;1955;2440;3582;6407;6947;8480;8796;15387;15729;18381;18828;18829;19100;22865,3628;3629;3630;3631;3632;3633;3634;3635;3636;3637;5419;5420;5421;5422;6754;6755;6756;6757;9641;9642;9643;9644;9645;16991;16992;16993;16994;18392;22618;22619;22620;22621;22622;23520;23521;41007;41892;48889;48890;50147;50148;50149;50150;50151;50152;50153;50154;50155;50156;50868;50869;50870;50871;60936;60937;60938;60939;60940,6820;6821;6822;6823;6824;6825;6826;6827;6828;6829;6830;6831;6832;6833;10453;10454;10455;10456;10457;10458;10459;10460;13107;13108;13109;13110;13111;13112;13113;13114;13115;18581;18582;18583;18584;18585;18586;18587;32368;32369;32370;32371;32372;32373;32374;32375;32376;34824;43126;43127;43128;43129;43130;44878;44879;44880;77216;77217;78728;91417;91418;91419;94100;94101;94102;94103;94104;94105;94106;94107;94108;94109;94110;94111;95559;95560;95561;95562;95563;95564;95565;115052;115053;115054;115055;115056;115057;115058;115059,6824;6831;10455;13111;18583;32375;34824;43126;44878;77217;78728;91417;94111;95563;115053,,,,,-1;-1;-1;-1;-1,protein_2959,quanti,quanti,quanti,quanti
NUDC,-0.909321214201242,0.0235128520731898,Q9Y266;A0A0A0MSU9;A0A0A0MSS4,Q9Y266,9;4;3,9;4;3,9;4;3,Nuclear migration protein nudC,sp|Q9Y266|NUDC_HUMAN Nuclear migration protein nudC OS=Homo sapiens OX=9606 GN=NUDC PE=1 SV=1,3,9,9,9,7,5,4,5,7,5,4,5,7,5,4,5,29.3,29.3,29.3,38.242,331,331;186;133,0.0,34.377,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34869,1.0753,23.121,25,5,Leave out requantified,0.33084,0.37851,0.33335,0.40541,1.1994,1.0514,1.0789,1.1054,15.097,54.153,12.718,8.9177,8,6,5,6,1,2,1,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,24.2,14.8,16.0,16.6,2791800000,2009400000,782350000,666970000,492740000,174230000,578730000,419440000,159290000,765680000,574680000,191000000,780410000,522580000,257830000,,,,2959,4781;8112;8123;9051;10574;10575;10676;12204;15052,True;True;True;True;True;True;True;True;True,5118;8803;8814;9817;11473;11474;11587;13208;16232,13498;13499;13500;13501;23538;23539;23569;23570;26158;26159;26160;30680;30681;30682;30683;30684;30685;30686;31031;31032;35248;35249;35250;35251;43153,25638;25639;25640;25641;25642;25643;25644;25645;25646;25647;25648;25649;25650;25651;44897;44898;44899;44900;44901;44902;44903;44948;44949;44950;49801;49802;58162;58163;58164;58165;58166;58167;58168;58169;58170;58171;58172;58173;58174;58175;58176;58177;58178;58179;58180;58181;58732;58733;58734;66407;66408;66409;66410;66411;66412;80891,25649;44901;44949;49802;58176;58181;58734;66411;80891,,,,,-1;-1;-1,protein_2960,quanti,quanti,quanti,quanti
VDAC3,1.82217151496797,0.00159780476927952,Q9Y277;E5RJN6;E5RHZ6;E5RFP6;E5RHE1;E5RK27;E5RFL1,Q9Y277;E5RJN6;E5RHZ6;E5RFP6;E5RHE1,13;9;9;8;7;5;3,13;9;9;8;7;5;3,13;9;9;8;7;5;3,Voltage-dependent anion-selective channel protein 3,sp|Q9Y277|VDAC3_HUMAN Voltage-dependent anion-selective channel protein 3 OS=Homo sapiens OX=9606 GN=VDAC3 PE=1 SV=1;tr|E5RJN6|E5RJN6_HUMAN Voltage-dependent anion-selective channel protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=VDAC3 PE=1 SV=8;tr|E5RHZ6|,7,13,13,13,7,5,11,12,7,5,11,12,7,5,11,12,48.4,48.4,48.4,30.658,283,283;158;165;134;100;108;57,0.0,32.627,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.24704,0.69066,14.823,42,19,Leave out requantified,0.23066,0.40263,0.21134,0.26486,0.80158,1.1112,0.65552,0.71742,41.784,32.728,13.064,13.179,7,5,14,16,4,3,6,6,Leave out requantified,Median,Leave out requantified,Leave out requantified,29.0,20.1,42.8,42.0,5616500000,4349900000,1266600000,374420000,258340000,116080000,335580000,225550000,110030000,2345100000,1892200000,452910000,2561400000,1973700000,587620000,,,,2960,2591;3270;6671;11785;11906;11907;11920;15423;15973;18557;19645;20489;20919,True;True;True;True;True;True;True;True;True;True;True;True;True,2773;3502;7212;12761;12891;12892;12893;12906;16630;17215;19964;21166;22066;22516,7626;7627;7628;7629;9451;9452;9453;9454;19076;19077;34048;34049;34050;34051;34052;34375;34376;34377;34378;34379;34380;34381;34382;34406;44136;44137;45728;45729;45730;45731;45732;53193;53194;53195;53196;53197;56472;56473;56474;56475;58856;60029;60030;60031;60032,14734;14735;14736;14737;14738;14739;14740;18197;18198;18199;18200;36113;36114;36115;36116;36117;64170;64171;64172;64173;64174;64175;64176;64177;64178;64778;64779;64780;64781;64782;64783;64784;64785;64786;64787;64788;64814;82640;82641;82642;82643;82644;85601;85602;85603;85604;85605;85606;85607;85608;85609;85610;100237;100238;100239;100240;100241;100242;106716;106717;106718;106719;106720;111179;113309;113310;113311;113312;113313;113314;113315,14734;18198;36115;64171;64779;64784;64814;82641;85601;100240;106718;111179;113311,,,,,-1;-1;-1;-1;-1;-1;-1,protein_2961,quanti,quanti,quanti,quanti
CFL2,-1.82179001464381,0.00504644372913095,Q9Y281;F8WDN3;G3V2U0,Q9Y281,17;6;2,9;5;2,9;5;2,Cofilin-2,sp|Q9Y281|COF2_HUMAN Cofilin-2 OS=Homo sapiens OX=9606 GN=CFL2 PE=1 SV=1,3,17,9,9,13,12,6,7,7,5,3,3,7,5,3,3,83.1,56.0,56.0,18.736,166,166;58;21,0.0,10.528,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.36948,0.90866,15.055,22,8,Leave out requantified,0.30896,0.41896,0.32427,0.43068,0.86194,1.046,0.91328,1.0386,3.9682,18.483,10.649,13.806,8,7,4,3,5,2,0,1,Leave out requantified,Leave out requantified,Leave out requantified,Median,69.9,71.1,45.8,52.4,761920000,536930000,224990000,232910000,171960000,60951000,236070000,153470000,82593000,168280000,124700000,43583000,124670000,86799000,37867000,,,,2961,1938;1939;1940;2272;3987;5033;8843;8867;8868;10201;11014;12784;12785;14492;18778;20608;20609,True;True;True;True;False;True;True;False;False;True;True;False;False;True;False;False;False,2078;2079;2080;2433;4261;5380;9586;9614;9615;11077;11954;13824;13825;15627;20200;22189;22190;22191,5792;5793;5794;5795;5796;5797;5798;5799;6726;6727;6728;11306;11307;11308;11309;11310;11311;14183;25564;25633;25634;25635;25636;25637;29604;29605;29606;29607;32012;32013;36868;36869;36870;36871;36872;36873;36874;41626;41627;41628;41629;53802;59165;59166;59167;59168;59169;59170;59171;59172;59173,11163;11164;11165;11166;11167;11168;11169;11170;11171;11172;13049;13050;13051;13052;21552;21553;21554;21555;21556;21557;26945;48731;48844;48845;48846;48847;48848;48849;48850;48851;48852;48853;48854;56063;56064;56065;56066;56067;56068;56069;56070;60664;60665;60666;60667;60668;69434;69435;69436;69437;69438;69439;69440;69441;69442;78273;78274;78275;78276;101452;111768;111769;111770;111771;111772;111773;111774;111775;111776;111777;111778;111779;111780;111781;111782;111783;111784;111785;111786;111787;111788;111789;111790;111791;111792;111793;111794;111795,11163;11168;11172;13050;21556;26945;48731;48844;48854;56069;60665;69440;69441;78273;101452;111784;111795,,,,,-1;-1;-1,protein_2962,quanti,quanti,quanti,quanti
FARSA,0.667993733169318,0.420875304820668,Q9Y285;K7ER00;K7EPH2;K7EK06;K7ER16,Q9Y285;K7ER00;K7EPH2;K7EK06;K7ER16,6;5;4;3;3,6;5;4;3;3,6;5;4;3;3,Phenylalanine--tRNA ligase alpha subunit,sp|Q9Y285|SYFA_HUMAN Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=3;tr|K7ER00|K7ER00_HUMAN Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=1;tr|K7EPH2|K7EPH2_HUMAN Phenylalanine--tRNA l,5,6,6,6,1,2,4,5,1,2,4,5,1,2,4,5,24.0,24.0,24.0,57.563,508,508;548;378;168;235,0.0,9.7971,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.32345,0.76707,13.107,9,3,Leave out requantified,0.30916,0.24622,0.25312,0.36351,0.95081,0.65931,0.64628,0.78687,,8.5795,24.785,7.7325,1,2,2,4,0,0,1,2,Median,Median,Median,Median,2.2,4.9,15.4,16.9,473560000,386850000,86707000,28760000,19900000,8859900,97932000,74723000,23209000,208460000,192030000,16428000,138410000,100200000,38210000,,,,2962,350;4618;10230;14474;15071;16186,True;True;True;True;True;True,366;4946;11107;15605;16251;17441,941;942;943;944;13059;13060;29680;29681;41577;43196;46320;46321,1849;1850;1851;1852;1853;1854;1855;1856;1857;1858;24823;24824;56213;56214;78184;80955;86715;86716;86717,1849;24823;56213;78184;80955;86715,,,,,-1;-1;-1;-1;-1,protein_2963,quanti,quanti,quanti,quanti
DRG1,-0.213767066664765,0.350492641628225,Q9Y295;H0YI06;F8WEE0,Q9Y295,4;1;1,4;1;1,4;1;1,Developmentally-regulated GTP-binding protein 1,sp|Q9Y295|DRG1_HUMAN Developmentally-regulated GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=DRG1 PE=1 SV=1,3,4,4,4,4,2,2,2,4,2,2,2,4,2,2,2,13.4,13.4,13.4,40.542,367,367;56;63,0.0,8.5438,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.69408,1.7539,28.136,9,4,Leave out requantified,0.54988,0.6155,0.47708,0.54304,1.4663,1.5401,1.3554,1.3526,6.9646,20.276,31.507,36.743,3,2,2,2,2,1,1,0,Plateau,Median,Median,Median,13.4,5.7,6.3,6.3,341230000,222950000,118290000,53510000,33966000,19544000,68890000,41349000,27541000,93822000,64015000,29807000,125010000,83615000,41395000,,,,2963,6279;7135;7501;7656,True;True;True;True,6786;7747;8129;8296,17991;20605;20606;21590;21591;21592;21593;22052;22053;22054,34203;39251;39252;41062;41063;41064;41065;41066;41067;41068;41069;41970;41971;41972;41973,34203;39251;41065;41971,,,,,-1;-1;-1,protein_2964,quanti,quanti,quanti,quanti
CNPY2,0.784934790082279,0.206198031803299,Q9Y2B0;F8VXJ7;F8W031;F8W1K5;H0YIH9;H0YI18;F8W1U5;F8VP03,Q9Y2B0;F8VXJ7;F8W031;F8W1K5,6;5;5;3;2;2;2;2,6;5;5;3;2;2;2;2,6;5;5;3;2;2;2;2,Protein canopy homolog 2,sp|Q9Y2B0|CNPY2_HUMAN Protein canopy homolog 2 OS=Homo sapiens OX=9606 GN=CNPY2 PE=1 SV=1;tr|F8VXJ7|F8VXJ7_HUMAN Protein canopy homolog 2 (Fragment) OS=Homo sapiens OX=9606 GN=CNPY2 PE=1 SV=1;tr|F8W031|F8W031_HUMAN DUF3456 domain-containing protein (Fragme,8,6,6,6,2,4,6,5,2,4,6,5,2,4,6,5,45.1,45.1,45.1,20.652,182,182;168;263;102;41;80;82;105,0.0,12.759,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.46773,1.2939,30.394,20,5,Leave out requantified,0.35004,0.50276,0.401,0.52071,1.0184,1.2978,1.2148,1.3879,30.386,34.623,2.1769,26.584,2,5,7,6,0,1,3,1,Median,Leave out requantified,Leave out requantified,Leave out requantified,13.2,31.3,45.1,40.7,1366500000,911130000,455370000,70710000,52871000,17839000,242370000,154030000,88340000,534980000,359880000,175110000,518440000,344350000,174090000,,,,2965,1495;7329;8122;15212;15495;17491,True;True;True;True;True;True,1602;7947;8813;16398;16703;18822,4413;4414;4415;21128;21129;23566;23567;23568;43548;43549;43550;43551;43552;43553;43554;44315;44316;50128;50129;50130,8440;8441;8442;8443;40205;40206;44942;44943;44944;44945;44946;44947;81549;81550;81551;81552;81553;81554;81555;81556;81557;82980;82981;94065;94066;94067;94068,8443;40205;44947;81549;82980;94067,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_2966,quanti,quanti,quanti,quanti
TLR6,21.873051817553,5.54307248132236e-08,Q9Y2C9;D6R979;D6RAV7,Q9Y2C9;D6R979;D6RAV7,2;1;1,2;1;1,2;1;1,Toll-like receptor 6,sp|Q9Y2C9|TLR6_HUMAN Toll-like receptor 6 OS=Homo sapiens OX=9606 GN=TLR6 PE=1 SV=2;tr|D6R979|D6R979_HUMAN Toll-like receptor 6 (Fragment) OS=Homo sapiens OX=9606 GN=TLR6 PE=1 SV=1;tr|D6RAV7|D6RAV7_HUMAN Toll-like receptor 6 (Fragment) OS=Homo sapiens OX=9,3,2,2,2,0,0,1,2,0,0,1,2,0,0,1,2,4.5,4.5,4.5,91.879,796,796;91;150,0.022174,0.81667,,,By MS/MS,By MS/MS,0.38127,1.0466,7.9741,3,0,Median,,,0.3124,0.45872,,,1.0069,1.1083,,,,8.1066,0,0,1,2,0,0,0,0,Median,Median,Median,Median,0.0,0.0,0.9,4.5,372040000,271160000,100890000,0,0,0,0,0,0,171150000,125760000,45390000,200890000,145400000,55495000,,,,2966,4743;17555,True;True,5077;18891,13401;13402;50325,25458;25459;25460;25461;94387,25459;94387,,,,,-1;-1;-1,protein_2967,quanti,quanti,imputed MEC,imputed MEC
GSTK1,1.17543299710479,0.0060074352704938,Q9Y2Q3;E9PFN5;C9JNT3,Q9Y2Q3;E9PFN5;C9JNT3,7;6;4,7;6;4,7;6;4,Glutathione S-transferase kappa 1,sp|Q9Y2Q3|GSTK1_HUMAN Glutathione S-transferase kappa 1 OS=Homo sapiens OX=9606 GN=GSTK1 PE=1 SV=3;tr|E9PFN5|E9PFN5_HUMAN Glutathione S-transferase kappa OS=Homo sapiens OX=9606 GN=GSTK1 PE=1 SV=1;tr|C9JNT3|C9JNT3_HUMAN Glutathione S-transferase kappa 1 (F,3,7,7,7,2,3,6,5,2,3,6,5,2,3,6,5,46.0,46.0,46.0,25.497,226,226;190;118,0.0,15.067,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.38218,1.0617,30.255,16,6,Leave out requantified,0.42932,0.41601,0.37902,0.38185,1.3286,1.071,1.1282,1.0382,21.2,39.081,5.8095,7.6077,2,3,6,5,0,1,3,2,Median,Median,Leave out requantified,Leave out requantified,12.8,18.6,40.3,35.0,951040000,600980000,350060000,61468000,42660000,18808000,84973000,56202000,28771000,424760000,269480000,155280000,379840000,232640000,147200000,,,,2968,776;2779;3200;4751;8953;13365;20740,True;True;True;True;True;True;True,810;2976;3426;5087;9711;14444;22326,2130;2131;2132;2133;8150;8151;9274;13428;13429;13430;13431;25896;38548;38549;59494;59495,3971;3972;3973;3974;15796;15797;17873;25528;25529;25530;25531;25532;49328;72555;72556;112345;112346;112347,3973;15796;17873;25529;49328;72556;112345,,,,,-1;-1;-1,protein_2969,quanti,quanti,quanti,quanti
LAMTOR2,1.96825448781304,0.034394026392639,Q9Y2Q5,Q9Y2Q5,2,2,2,Ragulator complex protein LAMTOR2,sp|Q9Y2Q5|LTOR2_HUMAN Ragulator complex protein LAMTOR2 OS=Homo sapiens OX=9606 GN=LAMTOR2 PE=1 SV=1,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,16.0,16.0,16.0,13.507,125,125,0.0,4.7926,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.66826,1.5182,59.488,7,6,Median,0.89262,0.66826,0.75289,0.79041,2.4584,1.2949,2.4133,2.1463,96.582,,79.435,48.969,2,1,2,2,2,1,1,2,Median,Median,Median,Median,16.0,8.8,16.0,16.0,399650000,221580000,178070000,48911000,17796000,31115000,13163000,6909000,6254200,174180000,104810000,69377000,163390000,92066000,71327000,,,,2969,4046;18440,True;True,4330;19833,11484;11485;11486;52830;52831;52832;52833,21927;21928;21929;99460;99461;99462;99463;99464;99465,21927;99461,,,,,-1,protein_2970,quanti,quanti,quanti,quanti
MRPS28,-0.788636588467835,0.183223839560169,Q9Y2Q9;H0YAT2;E5RGC7;H7C5V3;E5RFT8;E5RFH3;E5RK86,Q9Y2Q9;H0YAT2;E5RGC7;H7C5V3,6;4;3;3;2;2;1,6;4;3;3;2;2;1,4;2;2;1;2;2;1,"28S ribosomal protein S28, mitochondrial","sp|Q9Y2Q9|RT28_HUMAN 28S ribosomal protein S28, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS28 PE=1 SV=1;tr|H0YAT2|H0YAT2_HUMAN 28S ribosomal protein S28, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPS28 PE=1 SV=1;tr|E5RGC7|E5RGC7_HUMAN 28S ribo",7,6,6,4,4,4,4,2,4,4,4,2,2,2,3,2,46.5,46.5,31.6,20.843,187,187;143;103;162;86;125;108,0.0,13.218,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.69852,1.7319,25.042,15,6,Leave out requantified,0.67509,0.74969,0.57782,0.59677,2.1024,1.9593,1.5525,1.5814,87.09,22.704,26.725,27.134,5,4,4,2,3,0,2,1,Median,Leave out requantified,Median,Median,25.1,34.8,32.1,11.8,798020000,469880000,328140000,184000000,102350000,81646000,165940000,92855000,73083000,300310000,187700000,112610000,147770000,86972000,60801000,,,,2970,704;4659;7010;7018;10767;14042,True;True;True;True;True;True,734;4991;7602;7611;7612;11686;15151,1919;1920;1921;13185;13186;20219;20220;20240;20241;20242;31293;31294;40418;40419;40420,3543;3544;3545;3546;3547;25054;25055;25056;25057;25058;25059;38499;38500;38501;38539;38540;38541;38542;38543;59189;59190;59191;76124;76125;76126;76127,3545;25058;38500;38539;59190;76125,55,57,96,92,-1;-1;-1;-1;-1;-1;-1,protein_2971,quanti,quanti,quanti,quanti
DDX52,20.8438811825088,9.44321313291009e-08,Q9Y2R4;A0A087X1P7;A0A087WTD6;A0A087X069;A0A087X121,Q9Y2R4,4;1;1;1;1,4;1;1;1;1,4;1;1;1;1,Probable ATP-dependent RNA helicase DDX52,sp|Q9Y2R4|DDX52_HUMAN Probable ATP-dependent RNA helicase DDX52 OS=Homo sapiens OX=9606 GN=DDX52 PE=1 SV=3,5,4,4,4,0,0,3,4,0,0,3,4,0,0,3,4,9.8,9.8,9.8,67.497,599,599;97;101;112;115,0.0,3.8509,,,By MS/MS,By MS/MS,0.495,1.1927,15.406,7,1,Leave out requantified,,,0.40452,0.57441,,,1.2668,1.2132,,,18.581,14.6,0,0,3,4,0,0,1,0,Median,Median,Plateau,Leave out requantified,0.0,0.0,5.8,9.8,218530000,132720000,85816000,0,0,0,0,0,0,108680000,70008000,38675000,109850000,62710000,47141000,,,,2971,1034;12527;17565;17753,True;True;True;True,1092;13552;18903;19106,2956;2957;36180;36181;50358;50359;50885,5546;5547;5548;5549;5550;5551;68142;68143;94465;94466;94467;94468;95595,5546;68143;94466;95595,,,,,-1;-1;-1;-1;-1,protein_2972,quanti,quanti,imputed MEC,imputed MEC
POLDIP2,1.95868144472144,0.00703898931140931,Q9Y2S7;B4DEM9,Q9Y2S7;B4DEM9,9;8,9;8,9;8,Polymerase delta-interacting protein 2,sp|Q9Y2S7|PDIP2_HUMAN Polymerase delta-interacting protein 2 OS=Homo sapiens OX=9606 GN=POLDIP2 PE=1 SV=1;tr|B4DEM9|B4DEM9_HUMAN Polymerase delta-interacting protein 2 OS=Homo sapiens OX=9606 GN=POLDIP2 PE=1 SV=1,2,9,9,9,2,3,6,9,2,3,6,9,2,3,6,9,35.1,35.1,35.1,42.033,368,368;350,0.0,17.922,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.73207,1.976,18.686,20,1,Leave out requantified,0.72606,0.97225,0.65723,0.78707,1.9405,2.2822,2.0216,2.1536,34.461,27.867,16.902,25.331,2,3,6,9,0,0,0,1,Median,Leave out requantified,Leave out requantified,Leave out requantified,7.1,10.3,24.5,35.1,1140200000,633060000,507150000,44288000,24475000,19812000,79729000,39193000,40536000,349190000,202470000,146720000,667000000,366920000,300080000,,,,2972,1528;3436;6615;6617;7438;9934;16515;19294;20052,True;True;True;True;True;True;True;True;True,1636;3679;7150;7152;8060;10787;17790;20781;21598,4509;4510;9881;9882;18902;18907;18908;18909;18910;21411;21412;21413;28855;47248;47249;47250;55464;55465;57589;57590,8611;8612;18948;18949;35798;35799;35804;35805;35806;35807;35808;35809;35810;35811;35812;35813;35814;40682;40683;40684;40685;40686;40687;40688;54602;54603;88435;88436;88437;88438;104697;104698;108829;108830;108831;108832;108833;108834,8611;18949;35799;35806;40687;54603;88438;104697;108834,,,,,-1;-1,protein_2973,quanti,quanti,quanti,quanti
