Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity ATG16L1-N1,Intensity ATG16L1-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
Q9UQB8;I3L4C2;B4DWA1;I3L3C6;I3L327;I3L0M4;I3L3J7;I3L3C5;I3L4A3;I3L0Y9,Q9UQB8;I3L4C2;B4DWA1,14;12;8;6;5;4;4;3;2;2,14;12;8;6;5;4;4;3;2;2,8;6;5;6;1;1;1;2;0;1,Brain-specific angiogenesis inhibitor 1-associated protein 2,BAIAP2,sp|Q9UQB8|BAIP2_HUMAN Brain-specific angiogenesis inhibitor 1-associated protein 2 OS=Homo sapiens OX=9606 GN=BAIAP2 PE=1 SV=1;tr|I3L4C2|I3L4C2_HUMAN Brain-specific angiogenesis inhibitor 1-associated protein 2 OS=Homo sapiens OX=9606 GN=BAIAP2 PE=1 SV=1;t,14,8,35.1,28.4552481315963,28.1019443425373,27.6857880024593,26.987393269459
Q92890;C9JNP9;C9IZG3;C9J6N9,Q92890;C9JNP9;C9IZG3,8;4;4;3,8;4;4;3,8;4;4;3,Ubiquitin fusion degradation protein 1 homolog,UFD1L,sp|Q92890|UFD1_HUMAN Ubiquitin recognition factor in ER-associated degradation protein 1 OS=Homo sapiens OX=9606 GN=UFD1 PE=1 SV=3;tr|C9JNP9|C9JNP9_HUMAN Ubiquitin recognition factor in ER-associated degradation protein 1 (Fragment) OS=Homo sapiens OX=9606,8,8,35.8,28.6447144718144,28.6160016204753,27.5655082952714,27.0252766242898
Q9H0B6;A8MZ87;A8MX29;E9PP09;C9JHT2;E9PM83;E9PI24;H7C4M1,Q9H0B6;A8MZ87,19;13;8;5;5;5;4;1,12;6;5;5;5;5;4;0,8;6;1;1;1;1;0;0,Kinesin light chain 2,KLC2,sp|Q9H0B6|KLC2_HUMAN Kinesin light chain 2 OS=Homo sapiens OX=9606 GN=KLC2 PE=1 SV=1;tr|A8MZ87|A8MZ87_HUMAN Kinesin light chain OS=Homo sapiens OX=9606 GN=KLC2 PE=1 SV=1,19,8,35.9,27.2481668934329,26.8774805471975,27.2404536267359,26.6247767182342
Q96F24,Q96F24,8,8,8,Nuclear receptor-binding factor 2,NRBF2,sp|Q96F24|NRBF2_HUMAN Nuclear receptor-binding factor 2 OS=Homo sapiens OX=9606 GN=NRBF2 PE=1 SV=1,8,8,36.6,29.1588475637925,28.8081469058613,27.189144987279,27.1910293854582
Q7Z6K5;A0A0A6YYH1;H0YMP5;H0YL85;H0YL03;H0YMK0,Q7Z6K5;A0A0A6YYH1;H0YMP5;H0YL85,8;8;4;4;3;1,8;8;4;4;3;1,8;8;4;4;3;1,Arpin,ARPIN;C15orf38-AP3S2,sp|Q7Z6K5|ARPIN_HUMAN Arpin OS=Homo sapiens OX=9606 GN=ARPIN PE=1 SV=1;tr|A0A0A6YYH1|A0A0A6YYH1_HUMAN Protein C15orf38-AP3S2 OS=Homo sapiens OX=9606 GN=C15orf38-AP3S2 PE=4 SV=1;tr|H0YMP5|H0YMP5_HUMAN Arpin OS=Homo sapiens OX=9606 GN=ARPIN PE=1 SV=1;tr|H0YL,8,8,37.6,29.9992718136973,29.6601523749751,29.9747325947833,29.704328503498
Q9HB71;B2ZWH1,Q9HB71,8;1,8;1,8;1,Calcyclin-binding protein,CACYBP,sp|Q9HB71|CYBP_HUMAN Calcyclin-binding protein OS=Homo sapiens OX=9606 GN=CACYBP PE=1 SV=2,8,8,42.1,29.0629882833647,28.3245299086684,27.7087910022031,28.3516129896783
Q15056,Q15056,8,8,8,Eukaryotic translation initiation factor 4H,EIF4H,sp|Q15056|IF4H_HUMAN Eukaryotic translation initiation factor 4H OS=Homo sapiens OX=9606 GN=EIF4H PE=1 SV=5,8,8,43.5,28.7672400488058,28.2831262317746,28.9358452252021,28.9092491857973
Q8IVM0,Q8IVM0,8,8,8,Coiled-coil domain-containing protein 50,CCDC50,sp|Q8IVM0|CCD50_HUMAN Coiled-coil domain-containing protein 50 OS=Homo sapiens OX=9606 GN=CCDC50 PE=1 SV=1,8,8,46.4,27.9273922399583,27.5974018818051,27.3486615711413,27.1158488637436
P30041,P30041,8,8,8,Peroxiredoxin-6,PRDX6,sp|P30041|PRDX6_HUMAN Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3,8,8,46.4,27.6887918798587,27.0031381914653,27.6505466001038,27.4519908178506
Q15366;H3BRU6;F8VZX2;F8W0G4;F8VXH9;F8W1G6;P57721;J3QT27;E9PFP8;H3BND9;H3BSS4;F8VRH0,Q15366;H3BRU6;F8VZX2;F8W0G4;F8VXH9;F8W1G6,12;10;10;7;7;6;4;4;4;3;3;3,8;6;6;3;4;3;1;1;1;2;3;3,8;6;6;3;4;3;1;1;1;2;3;3,Poly(rC)-binding protein 2,PCBP2,sp|Q15366|PCBP2_HUMAN Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1;tr|H3BRU6|H3BRU6_HUMAN Poly(rC)-binding protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1;tr|F8VZX2|F8VZX2_HUMAN Poly(rC)-binding protein 2 OS=Homo sa,12,8,48.8,29.4977177689373,29.369299838397,28.7645534945143,28.9827503149771
Q5MNZ9;G5EA37;K7EK57;K7EKN0,Q5MNZ9;G5EA37;K7EK57,14;11;7;3,14;11;7;3,8;5;7;1,WD repeat domain phosphoinositide-interacting protein 1,WIPI1,sp|Q5MNZ9|WIPI1_HUMAN WD repeat domain phosphoinositide-interacting protein 1 OS=Homo sapiens OX=9606 GN=WIPI1 PE=1 SV=3;tr|G5EA37|G5EA37_HUMAN WD repeat domain phosphoinositide-interacting protein 1 OS=Homo sapiens OX=9606 GN=WIPI1 PE=1 SV=1;tr|K7EK57|K7E,14,8,50.7,32.5268493649843,32.585376511041,30.7161216271303,30.6011623205125
P55327;H0YC42;E5RFR7;H0YC44;E5RK35,P55327;H0YC42;E5RFR7;H0YC44,8;7;4;4;1,8;7;4;4;1,8;7;4;4;1,Tumor protein D52,TPD52,sp|P55327|TPD52_HUMAN Tumor protein D52 OS=Homo sapiens OX=9606 GN=TPD52 PE=1 SV=2;tr|H0YC42|H0YC42_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=1 SV=2;tr|E5RFR7|E5RFR7_HUMAN Tumor protein D52 OS=Homo sapiens OX=9606 GN=TPD52 PE=1 SV=1;tr|H0YC4,8,8,51.8,27.6186992625184,25.7576339588977,28.7629074855566,28.5239134756772
Q9GZY6;C9JA24;C9JXP0;C9JDY7;F8W947,Q9GZY6;C9JA24,8;4;3;1;1,8;4;3;1;1,8;4;3;1;1,Linker for activation of T-cells family member 2,LAT2,sp|Q9GZY6|NTAL_HUMAN Linker for activation of T-cells family member 2 OS=Homo sapiens OX=9606 GN=LAT2 PE=1 SV=1;tr|C9JA24|C9JA24_HUMAN Linker for activation of T-cells family member 2 (Fragment) OS=Homo sapiens OX=9606 GN=LAT2 PE=1 SV=1,8,8,56.4,28.041503668332,27.9399971913948,24.7448880242464,25.5072136981477
Q9BUF5;K7ESM5;K7EL29;K7ES63;K7EN98;K7ESQ3;K7EQT3;K7EJ64;K7ERA8;K7EJZ4;K7EPE5,Q9BUF5;K7ESM5,19;14;5;4;4;3;3;3;3;3;3,13;8;5;4;4;3;3;3;3;3;3,8;3;4;1;4;3;3;3;3;3;3,Tubulin beta-6 chain,TUBB6,sp|Q9BUF5|TBB6_HUMAN Tubulin beta-6 chain OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1;tr|K7ESM5|K7ESM5_HUMAN Tubulin beta chain (Fragment) OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1,19,8,57.0,28.7682186072966,26.7306558753982,27.5402299873117,26.77303856879
Q53T59;F6TR53;H7BZZ1;H7C0Y9;A0A494C0K6;F8WDN8;A0A0D9SFN1;H7BZ19,Q53T59;F6TR53,18;13;5;3;3;3;1;1,18;13;5;3;3;3;1;1,8;3;5;3;0;3;0;1,HCLS1-binding protein 3,HS1BP3,sp|Q53T59|H1BP3_HUMAN HCLS1-binding protein 3 OS=Homo sapiens OX=9606 GN=HS1BP3 PE=1 SV=1;tr|F6TR53|F6TR53_HUMAN HCLS1-binding protein 3 OS=Homo sapiens OX=9606 GN=HS1BP3 PE=1 SV=1,18,8,60.2,30.491996943091,29.041111961604,29.9618218713547,29.6893919055319
P63241;I3L397;I3L504;Q6IS14;Q9GZV4;F8WCJ1;C9J7B5;C9J4W5,P63241;I3L397;I3L504;Q6IS14,8;8;8;4;2;2;2;2,8;8;8;4;2;2;2;2,8;8;8;4;2;2;2;2,Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A;Eukaryotic translation initiation factor 5A-1-like,EIF5A;EIF5AL1,sp|P63241|IF5A1_HUMAN Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=2;tr|I3L397|I3L397_HUMAN Eukaryotic translation initiation factor 5A (Fragment) OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=8;tr|I3L504|I3L504_HUMAN E,8,8,62.3,26.9636694124912,26.1111990430502,27.3992556252992,27.0682521470214
P23528;G3V1A4;E9PP50;E9PK25;E9PQB7;E9PLJ3;E9PS23;Q9Y281,P23528;G3V1A4;E9PP50;E9PK25;E9PQB7;E9PLJ3;E9PS23,8;7;7;7;5;4;4;2,8;7;7;7;5;4;4;2,8;7;7;7;5;4;4;2,Cofilin-1,CFL1,"sp|P23528|COF1_HUMAN Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3;tr|G3V1A4|G3V1A4_HUMAN Cofilin 1 (Non-muscle), isoform CRA_a OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=1;tr|E9PP50|E9PP50_HUMAN Cofilin-1 (Fragment) OS=Homo sapiens OX=9606 GN=CFL1 PE=1",8,8,64.5,29.8838438861717,29.4841608235115,28.5102054317959,27.8857648797111
Q8WZ42;A0A0A0MTS7;A0A0A0MRA3,Q8WZ42;A0A0A0MTS7;A0A0A0MRA3,9;9;8,9;9;8,9;9;8,Titin,TTN,sp|Q8WZ42|TITIN_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=4;tr|A0A0A0MTS7|A0A0A0MTS7_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1;tr|A0A0A0MRA3|A0A0A0MRA3_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1,9,9,0.4,31.1917236366056,28.2903076697504,22.7838520912589,22.3438894424289
Q9NR09;A0A3B3IUB9,Q9NR09;A0A3B3IUB9,9;8,9;8,9;8,Baculoviral IAP repeat-containing protein 6,BIRC6,sp|Q9NR09|BIRC6_HUMAN Baculoviral IAP repeat-containing protein 6 OS=Homo sapiens OX=9606 GN=BIRC6 PE=1 SV=2;tr|A0A3B3IUB9|A0A3B3IUB9_HUMAN Baculoviral IAP repeat-containing protein 6 (Fragment) OS=Homo sapiens OX=9606 GN=BIRC6 PE=1 SV=1,9,9,3.1,28.3795196317657,23.5367072821961,25.792307945627,25.0698506104186
O94915;A0A286YEZ9;A0A2C9F2R7;H0Y9X0;F2Z2S2;A0A669KB90;Q5TBA9;A0A2R8YCY2;A0A0C4DFX2;A0A286YFA9;A0A2R8Y5V8,O94915;A0A286YEZ9;A0A2C9F2R7,9;7;7;4;3;2;1;1;1;1;1,9;7;7;4;3;2;1;1;1;1;1,9;7;7;4;3;2;1;1;1;1;1,Protein furry homolog-like,FRYL,sp|O94915|FRYL_HUMAN Protein furry homolog-like OS=Homo sapiens OX=9606 GN=FRYL PE=1 SV=2;tr|A0A286YEZ9|A0A286YEZ9_HUMAN Protein furry homolog-like (Fragment) OS=Homo sapiens OX=9606 GN=FRYL PE=1 SV=1;tr|A0A2C9F2R7|A0A2C9F2R7_HUMAN Protein furry homolog-li,9,9,4.2,32.9509855522684,30.3138683583338,25.4118013725793,25.7810424801017
Q01082;A0A087WUZ3;F8W6C1,Q01082;A0A087WUZ3,9;8;2,9;8;2,9;8;2,"Spectrin beta chain, non-erythrocytic 1",SPTBN1,"sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2;tr|A0A087WUZ3|A0A087WUZ3_HUMAN Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=1",9,9,4.9,23.7829414477194,23.4878753535491,25.8645273651182,24.2732697332516
Q9Y2I7;E9PDH4;F8WEZ0;C9JL08,Q9Y2I7;E9PDH4,9;7;1;1,9;7;1;1,9;7;1;1,1-phosphatidylinositol 3-phosphate 5-kinase,PIKFYVE,sp|Q9Y2I7|FYV1_HUMAN 1-phosphatidylinositol 3-phosphate 5-kinase OS=Homo sapiens OX=9606 GN=PIKFYVE PE=1 SV=3;tr|E9PDH4|E9PDH4_HUMAN 1-phosphatidylinositol 3-phosphate 5-kinase (Fragment) OS=Homo sapiens OX=9606 GN=PIKFYVE PE=1 SV=1,9,9,5.4,26.3761362553295,25.5041248033034,24.1445269320525,22.6907030928483
O15021;H7C1I9;D6RAK1,O15021;H7C1I9,11;6;1,10;6;1,9;6;1,Microtubule-associated serine/threonine-protein kinase 4,MAST4,sp|O15021|MAST4_HUMAN Microtubule-associated serine/threonine-protein kinase 4 OS=Homo sapiens OX=9606 GN=MAST4 PE=1 SV=4;tr|H7C1I9|H7C1I9_HUMAN Microtubule-associated serine/threonine-protein kinase 4 (Fragment) OS=Homo sapiens OX=9606 GN=MAST4 PE=1 SV=1,11,9,5.8,26.7897982835354,25.8029933418719,24.7271277407627,23.909306418567
Q460N5;H7C5R8;A0A3B3ITD5;H7C4Y3,Q460N5;H7C5R8,9;8;3;2,9;8;3;2,9;8;3;2,Poly [ADP-ribose] polymerase 14,PARP14,sp|Q460N5|PAR14_HUMAN Protein mono-ADP-ribosyltransferase PARP14 OS=Homo sapiens OX=9606 GN=PARP14 PE=1 SV=3;tr|H7C5R8|H7C5R8_HUMAN Protein mono-ADP-ribosyltransferase PARP14 (Fragment) OS=Homo sapiens OX=9606 GN=PARP14 PE=1 SV=1,9,9,6.8,25.8558110067205,25.1517824228283,4.4278525700598,4.37954704379713
Q9NRY4,Q9NRY4,9,9,9,Rho GTPase-activating protein 35,ARHGAP35,sp|Q9NRY4|RHG35_HUMAN Rho GTPase-activating protein 35 OS=Homo sapiens OX=9606 GN=ARHGAP35 PE=1 SV=3,9,9,8.8,26.6980312217499,26.0381681491778,26.4382530170549,26.4073182102561
Q9Y4E5;E9PH99;D6RIA1,Q9Y4E5;E9PH99,9;9;1,9;9;1,9;9;1,Zinc finger protein 451,ZNF451,sp|Q9Y4E5|ZN451_HUMAN E3 SUMO-protein ligase ZNF451 OS=Homo sapiens OX=9606 GN=ZNF451 PE=1 SV=2;tr|E9PH99|E9PH99_HUMAN E3 SUMO-protein ligase ZNF451 OS=Homo sapiens OX=9606 GN=ZNF451 PE=1 SV=1,9,9,10.2,24.6645974532969,24.715129990762,26.3947986518368,25.9978300115929
Q9P2J5;A0A087WXY1,Q9P2J5,9;1,9;1,9;1,"Leucine--tRNA ligase, cytoplasmic",LARS,"sp|Q9P2J5|SYLC_HUMAN Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=LARS1 PE=1 SV=2",9,9,10.3,26.9105649654131,25.5914931277266,26.5998862892399,25.3941444573664
Q9BXL7;E2QRC0;H7BY05;Q9H257,Q9BXL7,9;2;2;1,9;2;2;1,9;2;2;1,Caspase recruitment domain-containing protein 11,CARD11,sp|Q9BXL7|CAR11_HUMAN Caspase recruitment domain-containing protein 11 OS=Homo sapiens OX=9606 GN=CARD11 PE=1 SV=3,9,9,10.6,25.7271277407627,28.5480071392042,27.0060311900287,25.3577662203708
A0A1B0GVY1;Q96PU5;K7ERN1;K7EKL1,A0A1B0GVY1;Q96PU5;K7ERN1,10;8;6;2,10;8;6;2,9;7;5;1,E3 ubiquitin-protein ligase NEDD4-like,NEDD4L,tr|A0A1B0GVY1|A0A1B0GVY1_HUMAN E3 ubiquitin-protein ligase NEDD4-like OS=Homo sapiens OX=9606 GN=NEDD4L PE=1 SV=1;sp|Q96PU5|NED4L_HUMAN E3 ubiquitin-protein ligase NEDD4-like OS=Homo sapiens OX=9606 GN=NEDD4L PE=1 SV=2;tr|K7ERN1|K7ERN1_HUMAN E3 ubiquitin-p,10,9,11.2,26.9146761865497,24.8919412669289,26.6349184844906,25.874012697579
Q8N1G2;H0Y4T0;H0YCQ1;Q5T7F5,Q8N1G2,9;2;1;1,9;2;1;1,9;2;1;1,Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1,CMTR1,sp|Q8N1G2|CMTR1_HUMAN Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1 OS=Homo sapiens OX=9606 GN=CMTR1 PE=1 SV=1,9,9,11.4,4.5103917704062,4.37962167650643,26.4505127915659,26.4752191073077
E7ERI8;E7EW49;E3W994;A0A0U1RQI6;O75122;J3KR49;B3KR06;E7ENG2;C9J668;D6RBU8;H7C4X8;H7C4I5;H7C5M8,E7ERI8;E7EW49;E3W994;A0A0U1RQI6;O75122;J3KR49,13;13;12;12;11;11;5;5;3;3;1;1;1,9;9;8;8;7;7;5;5;3;3;1;0;0,9;9;8;8;7;7;5;5;3;3;1;0;0,CLIP-associating protein 2,CLASP2,tr|E7ERI8|E7ERI8_HUMAN CLIP-associating protein 2 OS=Homo sapiens OX=9606 GN=CLASP2 PE=1 SV=1;tr|E7EW49|E7EW49_HUMAN CLIP-associating protein 2 OS=Homo sapiens OX=9606 GN=CLASP2 PE=1 SV=1;tr|E3W994|E3W994_HUMAN CLIP-associating protein 2 OS=Homo sapiens OX,13,9,11.5,25.5037003207108,25.4233896054078,26.5034273730772,23.8371120207961
Q9ULJ3;Q5KS07;E7EVF9,Q9ULJ3,9;1;1,9;1;1,9;1;1,Zinc finger and BTB domain-containing protein 21,ZBTB21,sp|Q9ULJ3|ZBT21_HUMAN Zinc finger and BTB domain-containing protein 21 OS=Homo sapiens OX=9606 GN=ZBTB21 PE=1 SV=2,9,9,11.8,22.7847458586223,23.870151196904,25.8722286653449,25.6776663130142
O75400;A0A3F2YNY6;F5H578,O75400;A0A3F2YNY6,9;9;1,9;9;1,9;9;1,Pre-mRNA-processing factor 40 homolog A,PRPF40A,sp|O75400|PR40A_HUMAN Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens OX=9606 GN=PRPF40A PE=1 SV=2;tr|A0A3F2YNY6|A0A3F2YNY6_HUMAN Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens OX=9606 GN=PRPF40A PE=1 SV=1,9,9,12.3,4.5103917704062,4.37962167650643,26.7270238413683,26.7572270142578
Q9H0D6,Q9H0D6,9,9,9,5-3 exoribonuclease 2,XRN2,sp|Q9H0D6|XRN2_HUMAN 5-3 exoribonuclease 2 OS=Homo sapiens OX=9606 GN=XRN2 PE=1 SV=1,9,9,12.4,4.5103917704062,4.37962167650643,27.1207012592301,26.7793149862456
O95466;K7EK60;K7EJE6;A0A0A0MR62,O95466;K7EK60;K7EJE6;A0A0A0MR62,10;6;5;5,10;6;5;5,9;6;5;5,Formin-like protein 1,FMNL1,sp|O95466|FMNL1_HUMAN Formin-like protein 1 OS=Homo sapiens OX=9606 GN=FMNL1 PE=1 SV=3;tr|K7EK60|K7EK60_HUMAN Formin-like protein 1 OS=Homo sapiens OX=9606 GN=FMNL1 PE=1 SV=1;tr|K7EJE6|K7EJE6_HUMAN Formin-like protein 1 (Fragment) OS=Homo sapiens OX=9606 G,10,9,12.5,26.8147005849815,26.3709423716776,26.2237613432261,24.6059727232619
Q03001;F8W9J4;E9PHM6;F6QMI7;E7ETB9;Q6P0N6;Q5T0V7;E7ERX3,Q03001;F8W9J4;E9PHM6;F6QMI7,73;69;67;67;12;8;5;1,67;63;61;61;12;8;5;1,9;9;3;3;1;0;1;1,Dystonin,DST,sp|Q03001|DYST_HUMAN Dystonin OS=Homo sapiens OX=9606 GN=DST PE=1 SV=4;tr|F8W9J4|F8W9J4_HUMAN Dystonin OS=Homo sapiens OX=9606 GN=DST PE=1 SV=1;tr|E9PHM6|E9PHM6_HUMAN Dystonin OS=Homo sapiens OX=9606 GN=DST PE=1 SV=3;tr|F6QMI7|F6QMI7_HUMAN Dystonin OS=Homo,73,9,12.7,30.5810942163889,29.9364912478932,29.1823407009241,28.6182791824298
Q9BX63;J3KS24,Q9BX63,13;1,13;1,9;1,Fanconi anemia group J protein,BRIP1,sp|Q9BX63|FANCJ_HUMAN Fanconi anemia group J protein OS=Homo sapiens OX=9606 GN=BRIP1 PE=1 SV=2,13,9,13.5,25.9308695946171,24.5766937724509,26.9403333141876,26.7907927313024
Q9UI26;F8WDV0;H0Y8M5,Q9UI26;F8WDV0,9;8;3,9;8;3,9;8;3,Importin-11,IPO11,sp|Q9UI26|IPO11_HUMAN Importin-11 OS=Homo sapiens OX=9606 GN=IPO11 PE=1 SV=1;tr|F8WDV0|F8WDV0_HUMAN Importin-11 OS=Homo sapiens OX=9606 GN=IPO11 PE=1 SV=1,9,9,14.6,27.7118786683676,28.3525393327303,24.1814689474871,23.8315965104834
A0A0A6YYL4;P57737;I3L167;E7EP81;Q9Y3D7;I3L1U7;I3L0X9;I3L3T0;I3L2Y6;I3L0X8;I3L442;I3L212;I3L426,A0A0A6YYL4;P57737,9;8;3;2;1;1;1;1;1;1;1;1;1,9;8;3;2;1;1;1;1;1;1;1;1;1,9;8;3;2;1;1;1;1;1;1;1;1;1,Coronin;Coronin-7,CORO7-PAM16;CORO7,tr|A0A0A6YYL4|A0A0A6YYL4_HUMAN Coronin OS=Homo sapiens OX=9606 GN=CORO7-PAM16 PE=1 SV=1;sp|P57737|CORO7_HUMAN Coronin-7 OS=Homo sapiens OX=9606 GN=CORO7 PE=1 SV=2,9,9,15.2,28.0940102530501,27.1078913419646,26.2582317451268,25.5917784426767
Q9UQL6;K7EJL4;K7EJL6;P56524;K7EJZ7;K7ES01;C9J481,Q9UQL6,12;4;3;2;1;1;1,12;4;3;2;1;1;1,9;3;2;0;1;1;0,Histone deacetylase 5,HDAC5,sp|Q9UQL6|HDAC5_HUMAN Histone deacetylase 5 OS=Homo sapiens OX=9606 GN=HDAC5 PE=1 SV=2,12,9,15.2,23.7300338900292,23.1428767497859,26.9953950463073,27.0332816695127
Q8TD16,Q8TD16,10,10,9,Protein bicaudal D homolog 2,BICD2,sp|Q8TD16|BICD2_HUMAN Protein bicaudal D homolog 2 OS=Homo sapiens OX=9606 GN=BICD2 PE=1 SV=1,10,9,15.3,26.2074881904463,27.336624915198,24.8212367944061,23.5239658045221
Q9H7U1;A0A2R8Y6V5;A0A2R8YGU6,Q9H7U1,9;1;1,9;1;1,9;1;1,Serine-rich coiled-coil domain-containing protein 2,CCSER2,sp|Q9H7U1|CCSE2_HUMAN Serine-rich coiled-coil domain-containing protein 2 OS=Homo sapiens OX=9606 GN=CCSER2 PE=1 SV=2,9,9,15.9,27.6360947544627,26.2965786461072,23.4053554809385,23.0391894906796
Q99613;B5ME19;H3BPE3;H3BPE4,Q99613;B5ME19,9;9;1;1,9;9;1;1,9;9;1;1,Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein,EIF3C;EIF3CL,sp|Q99613|EIF3C_HUMAN Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens OX=9606 GN=EIF3C PE=1 SV=1;sp|B5ME19|EIFCL_HUMAN Eukaryotic translation initiation factor 3 subunit C-like protein OS=Homo sapiens OX=9606 GN=EIF3CL PE=1 SV=1,9,9,16.0,24.7395931586329,24.1230522612618,26.3251220581853,26.3097333491958
E7EN19;O95819;E7ENQ1;G3XAA2;G5E948;A0A0D9SEY1;H7C360;E7EX83;A0A0D9SG62;C9J840;H7C0P6;C9J338;A0A590UJE1;I3L2I2;E7ETN6;I3L1U1,E7EN19;O95819;E7ENQ1;G3XAA2;G5E948;A0A0D9SEY1;H7C360;E7EX83;A0A0D9SG62;C9J840;H7C0P6,16;15;15;15;15;15;14;13;13;12;9;4;4;3;2;1,16;15;15;15;15;15;14;13;13;12;9;4;4;3;2;1,9;8;8;8;8;8;7;8;8;7;6;0;0;0;1;0,Mitogen-activated protein kinase kinase kinase kinase 4,MAP4K4,tr|E7EN19|E7EN19_HUMAN Mitogen-activated protein kinase kinase kinase kinase 4 OS=Homo sapiens OX=9606 GN=MAP4K4 PE=1 SV=1;sp|O95819|M4K4_HUMAN Mitogen-activated protein kinase kinase kinase kinase 4 OS=Homo sapiens OX=9606 GN=MAP4K4 PE=1 SV=2;tr|E7ENQ1|E7,16,9,16.0,27.574414518945,27.0929524294362,27.383356643788,26.7014725143048
A6ND36;K7EKG0,A6ND36,9;1,9;1,9;1,Protein FAM83G,FAM83G,sp|A6ND36|FA83G_HUMAN Protein FAM83G OS=Homo sapiens OX=9606 GN=FAM83G PE=1 SV=2,9,9,16.2,26.91536025249,26.9371931185181,26.3280021005752,26.0626847048711
Q9H267;A0A2R8YDQ0;F5H008;G3V3F9,Q9H267;A0A2R8YDQ0;F5H008,9;8;7;4,9;8;7;4,9;8;7;4,Vacuolar protein sorting-associated protein 33B,VPS33B,sp|Q9H267|VP33B_HUMAN Vacuolar protein sorting-associated protein 33B OS=Homo sapiens OX=9606 GN=VPS33B PE=1 SV=2;tr|A0A2R8YDQ0|A0A2R8YDQ0_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=3 SV=1;tr|F5H008|F5H008_HUMAN Vacuolar protein sorting-assoc,9,9,17.0,26.9261482935399,26.258734946063,23.4008033629918,23.9092148450457
Q9H8H0;J3QR28;J3QLQ6;J3QKV1,Q9H8H0,9;3;2;1,9;3;2;1,9;3;2;1,Nucleolar protein 11,NOL11,sp|Q9H8H0|NOL11_HUMAN Nucleolar protein 11 OS=Homo sapiens OX=9606 GN=NOL11 PE=1 SV=1,9,9,17.4,4.5103917704062,4.37962167650643,26.4976226074953,26.5149071244836
O43747;H3BRM7;H3BN71;B4DGE1;H3BR36;H3BUN9;H3BNR4;H3BS13;H3BV30;B3KNW1,O43747,9;2;2;2;2;2;2;1;1;1,9;2;2;2;2;2;2;1;1;1,9;2;2;2;2;2;2;1;1;1,AP-1 complex subunit gamma-1,AP1G1,sp|O43747|AP1G1_HUMAN AP-1 complex subunit gamma-1 OS=Homo sapiens OX=9606 GN=AP1G1 PE=1 SV=5,9,9,17.5,26.5602838490772,26.1041360901049,27.2040583932636,26.2698503477894
O00471;F8W9B8;A0A0A0MSI8;G3V377,O00471;F8W9B8;A0A0A0MSI8,9;9;9;1,9;9;9;1,9;9;9;1,Exocyst complex component 5,EXOC5,sp|O00471|EXOC5_HUMAN Exocyst complex component 5 OS=Homo sapiens OX=9606 GN=EXOC5 PE=1 SV=1;tr|F8W9B8|F8W9B8_HUMAN Exocyst complex component 5 OS=Homo sapiens OX=9606 GN=EXOC5 PE=1 SV=1;tr|A0A0A0MSI8|A0A0A0MSI8_HUMAN Exocyst complex component 5 OS=Homo sa,9,9,17.9,28.0190844498584,27.428861577987,24.7817679113148,23.7124035710624
Q15046;H3BVA8;J3KRL2;H3BPV7,Q15046,9;2;1;1,9;2;1;1,9;2;1;1,Lysine--tRNA ligase,KARS,sp|Q15046|SYK_HUMAN Lysine--tRNA ligase OS=Homo sapiens OX=9606 GN=KARS1 PE=1 SV=3,9,9,17.9,27.478077230295,26.1539674312491,24.5645346942338,24.3472596417294
