ERCC8_vs_zBirA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
NEDD8;NEDD8-MDP1,0.2124487934,0.199037868778036,0,Q15843;F8VSA6;E9PS38;S4R3E9;E9PL57,Q15843;F8VSA6;E9PS38;S4R3E9;E9PL57,3;2;2;2;2,3;2;2;2;2,3;2;2;2;2,NEDD8,NEDD8;NEDD8-MDP1,sp|Q15843|NEDD8_HUMAN NEDD8 OS=Homo sapiens OX=9606 GN=NEDD8 PE=1 SV=1;tr|F8VSA6|F8VSA6_HUMAN NEDD8 OS=Homo sapiens OX=9606 GN=NEDD8 PE=4 SV=1;tr|E9PS38|E9PS38_HUMAN NEDD8-MDP1 readthrough OS=Homo sapiens OX=9606 GN=NEDD8-MDP1 PE=4 SV=2;tr|S4R3E9|S4R3E9_HU,3,3,40.7,81
ZYX,0.3806756456,0.14988788203524,0,Q15942;H0Y2Y8;C9IZ41;H7C3D3;H7C3R3,Q15942;H0Y2Y8;C9IZ41,6;5;3;2;1,6;5;3;2;1,6;5;3;2;1,Zyxin,ZYX,sp|Q15942|ZYX_HUMAN Zyxin OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1;tr|H0Y2Y8|H0Y2Y8_HUMAN Zyxin (Fragment) OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1;tr|C9IZ41|C9IZ41_HUMAN Zyxin (Fragment) OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1,6,6,16.3,572
ADRM1,0.1618089582,0.219679528510603,0,Q16186;A0A087WX59;A0A087WUX6,Q16186;A0A087WX59,5;3;2,5;3;2,5;3;2,Proteasomal ubiquitin receptor ADRM1,ADRM1,sp|Q16186|ADRM1_HUMAN Proteasomal ubiquitin receptor ADRM1 OS=Homo sapiens OX=9606 GN=ADRM1 PE=1 SV=2;tr|A0A087WX59|A0A087WX59_HUMAN Proteasomal ubiquitin receptor ADRM1 OS=Homo sapiens OX=9606 GN=ADRM1 PE=1 SV=1,5,5,19.4,407
UAP1,0.5940154496,0.0980428961360655,0,Q16222,Q16222,7,7,6,UDP-N-acetylhexosamine pyrophosphorylase;UDP-N-acetylgalactosamine pyrophosphorylase;UDP-N-acetylglucosamine pyrophosphorylase,UAP1,sp|Q16222|UAP1_HUMAN UDP-N-acetylhexosamine pyrophosphorylase OS=Homo sapiens OX=9606 GN=UAP1 PE=1 SV=3,7,6,16.5,522
DDB1,-0.1876468112,0.132116637721096,0,Q16531;F5GY55;F5GWI0;F5GZY8;F5H198;F5H2L3,Q16531;F5GY55,19;18;2;2;2;2,19;18;2;2;2;2,19;18;2;2;2;2,DNA damage-binding protein 1,DDB1,sp|Q16531|DDB1_HUMAN DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1;tr|F5GY55|F5GY55_HUMAN DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1,19,19,23.9,1140
MRPL23,-0.3074843575,0.154239130420383,0,Q16540;A6NJD9;A8MVT4;A8MYK1;H7C2P7,Q16540;A6NJD9;A8MVT4;A8MYK1;H7C2P7,4;3;3;3;2,4;3;3;3;2,4;3;3;3;2,"39S ribosomal protein L23, mitochondrial",MRPL23,"sp|Q16540|RM23_HUMAN 39S ribosomal protein L23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL23 PE=1 SV=1;tr|A6NJD9|A6NJD9_HUMAN 39S ribosomal protein L23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL23 PE=1 SV=1;tr|A8MVT4|A8MVT4_HUMAN 39S ribosomal prote",4,4,35.9,153
CDC37,-0.0072000474,0.963371430818457,0,Q16543;K7EQA9;K7EKQ2;K7EL68,Q16543;K7EQA9;K7EKQ2,6;4;4;2,6;4;4;2,6;4;4;2,"Hsp90 co-chaperone Cdc37;Hsp90 co-chaperone Cdc37, N-terminally processed",CDC37,sp|Q16543|CDC37_HUMAN Hsp90 co-chaperone Cdc37 OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1;tr|K7EQA9|K7EQA9_HUMAN Hsp90 co-chaperone Cdc37 (Fragment) OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1;tr|K7EKQ2|K7EKQ2_HUMAN Hsp90 co-chaperone Cdc37 (Fragment) OS=Ho,6,6,19.3,378
FSCN1,0.1953088192,0.14350113307715,0,Q16658;C9JPH9;C9JFC0;A0A0A0MSB2,Q16658,30;4;4;4,30;4;4;4,30;4;4;4,Fascin,FSCN1,sp|Q16658|FSCN1_HUMAN Fascin OS=Homo sapiens OX=9606 GN=FSCN1 PE=1 SV=3,30,30,68.4,493
DECR1,-0.9668301414,0.00103222260283988,0,Q16698;E5RJG7;E5RFV2;E5RID6;E5RJD2;H0YAW3,Q16698;E5RJG7;E5RFV2;E5RID6;E5RJD2,6;4;4;3;3;1,6;4;4;3;3;1,6;4;4;3;3;1,"2,4-dienoyl-CoA reductase, mitochondrial",DECR1,"sp|Q16698|DECR_HUMAN 2,4-dienoyl-CoA reductase, mitochondrial OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1;tr|E5RJG7|E5RJG7_HUMAN 2,4-dienoyl-CoA reductase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1;tr|E5RFV2|E5RFV2_HUMAN 2,4-dienoy",6,6,25.1,335
NDUFA5,-0.1706264284,0.179597744828935,0,Q16718;F8WAS3;A0A087X1G1;H7BYD0;C9IZN5;A0A087WXR5,Q16718;F8WAS3;A0A087X1G1;H7BYD0;C9IZN5,4;3;3;3;2;1,4;3;3;3;2;1,4;3;3;3;2;1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,NDUFA5,sp|Q16718|NDUA5_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens OX=9606 GN=NDUFA5 PE=1 SV=3;tr|F8WAS3|F8WAS3_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens OX=9606 GN=NDUFA5 PE=1 SV=1;t,4,4,42.2,116
HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ,-0.6198109158,0.00246180043553407,0,Q16778;P33778;P23527;P06899;Q6DRA6;Q6DN03;A0A2R8Y619,Q16778;P33778;P23527;P06899,16;15;15;15;5;5;3,5;5;5;5;5;5;0,1;1;1;1;1;1;0,Histone H2B type 2-E;Histone H2B type 1-B;Histone H2B type 1-O;Histone H2B type 1-J,HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ,sp|Q16778|H2B2E_HUMAN Histone H2B type 2-E OS=Homo sapiens OX=9606 GN=H2BC21 PE=1 SV=3;sp|P33778|H2B1B_HUMAN Histone H2B type 1-B OS=Homo sapiens OX=9606 GN=H2BC3 PE=1 SV=2;sp|P23527|H2B1O_HUMAN Histone H2B type 1-O OS=Homo sapiens OX=9606 GN=H2BC17 PE=1 S,16,1,77.8,126
UPP1,-0.5625882298,0.0469868971969554,0,Q16831;F8WD51;C9J486;C9JIP2;B4DND0;C9K0J2,Q16831;F8WD51;C9J486;C9JIP2;B4DND0,7;5;5;5;5;3,7;5;5;5;5;3,7;5;5;5;5;3,Uridine phosphorylase 1,UPP1,sp|Q16831|UPP1_HUMAN Uridine phosphorylase 1 OS=Homo sapiens OX=9606 GN=UPP1 PE=1 SV=1;tr|F8WD51|F8WD51_HUMAN Uridine phosphorylase 1 OS=Homo sapiens OX=9606 GN=UPP1 PE=1 SV=1;tr|C9J486|C9J486_HUMAN Uridine phosphorylase 1 (Fragment) OS=Homo sapiens OX=960,7,7,22.9,310
CDO1,0.3849665961,0.0172877346024897,0,Q16878,Q16878,2,2,2,Cysteine dioxygenase type 1,CDO1,sp|Q16878|CDO1_HUMAN Cysteine dioxygenase type 1 OS=Homo sapiens OX=9606 GN=CDO1 PE=1 SV=2,2,2,21,200
HNRNPUL2;HNRNPUL2-BSCL2,-0.1434086769,0.213896650157462,0,Q1KMD3;H3BQZ7,Q1KMD3;H3BQZ7,12;11,12;11,12;11,Heterogeneous nuclear ribonucleoprotein U-like protein 2,HNRNPUL2;HNRNPUL2-BSCL2,sp|Q1KMD3|HNRL2_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens OX=9606 GN=HNRNPUL2 PE=1 SV=1;tr|H3BQZ7|H3BQZ7_HUMAN HCG2044799 OS=Homo sapiens OX=9606 GN=HNRNPUL2-BSCL2 PE=4 SV=1,12,12,20.2,747
SMU1,-0.1724997245,0.274983914020805,0,Q2TAY7,Q2TAY7,4,4,4,"WD40 repeat-containing protein SMU1;WD40 repeat-containing protein SMU1, N-terminally processed",SMU1,sp|Q2TAY7|SMU1_HUMAN WD40 repeat-containing protein SMU1 OS=Homo sapiens OX=9606 GN=SMU1 PE=1 SV=2,4,4,10.1,513
TRMT5,0.0370027832,0.725052545278178,0,Q32P41,Q32P41,2,2,2,tRNA (guanine(37)-N1)-methyltransferase,TRMT5,sp|Q32P41|TRM5_HUMAN tRNA (guanine(37)-N1)-methyltransferase OS=Homo sapiens OX=9606 GN=TRMT5 PE=1 SV=2,2,2,4.7,509
UAP1L1,-0.9877776844,0.0100420073078201,0,Q3KQV9;A0A087X226,Q3KQV9,3;1,2;1,2;1,UDP-N-acetylhexosamine pyrophosphorylase-like protein 1,UAP1L1,sp|Q3KQV9|UAP1L_HUMAN UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 OS=Homo sapiens OX=9606 GN=UAP1L1 PE=1 SV=2,3,2,5.9,507
TUBB8,0.0752647464,0.453108142028009,0,Q3ZCM7;A0A075B736;Q5SQY0,Q3ZCM7;A0A075B736;Q5SQY0,11;10;10,2;2;2,2;2;2,Tubulin beta-8 chain,TUBB8,sp|Q3ZCM7|TBB8_HUMAN Tubulin beta-8 chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=2;tr|A0A075B736|A0A075B736_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=1;tr|Q5SQY0|Q5SQY0_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=,11,2,23.4,444
FAM98B,0.5852534335,0.00652601610910087,0,Q52LJ0,Q52LJ0,5,5,3,Protein FAM98B,FAM98B,sp|Q52LJ0|FA98B_HUMAN Protein FAM98B OS=Homo sapiens OX=9606 GN=FAM98B PE=1 SV=2,5,3,10.6,433
HSP90AB2P,-0.4142678961,0.039687604678167,0,Q58FF8,Q58FF8,9,2,2,Putative heat shock protein HSP 90-beta 2,HSP90AB2P,sp|Q58FF8|H90B2_HUMAN Putative heat shock protein HSP 90-beta 2 OS=Homo sapiens OX=9606 GN=HSP90AB2P PE=1 SV=2,9,2,19.9,381
ZNF326,-0.2634042861,0.19145962793586,0,Q5BKZ1;A0A0A0MRN4;E2QRN4,Q5BKZ1;A0A0A0MRN4,5;3;1,5;3;1,5;3;1,DBIRD complex subunit ZNF326,ZNF326,sp|Q5BKZ1|ZN326_HUMAN DBIRD complex subunit ZNF326 OS=Homo sapiens OX=9606 GN=ZNF326 PE=1 SV=2;tr|A0A0A0MRN4|A0A0A0MRN4_HUMAN DBIRD complex subunit ZNF326 OS=Homo sapiens OX=9606 GN=ZNF326 PE=1 SV=1,5,5,11.2,582
ENTPD8,-0.2937841194,0.0303029026237802,0,Q5MY95,Q5MY95,1,1,1,Ectonucleoside triphosphate diphosphohydrolase 8,ENTPD8,sp|Q5MY95|ENTP8_HUMAN Ectonucleoside triphosphate diphosphohydrolase 8 OS=Homo sapiens OX=9606 GN=ENTPD8 PE=1 SV=2,1,1,1.8,495
SH3BGRL3,-0.0376904551,0.718229689887807,0,Q9H299;Q5T123,Q9H299;Q5T123,4;4,4;4,4;4,SH3 domain-binding glutamic acid-rich-like protein 3,SH3BGRL3,sp|Q9H299|SH3L3_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1;tr|Q5T123|Q5T123_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1,4,4,38.7,93
C9orf64,-0.4016340474,0.0334484661575367,0,Q5T6V5;Q5T6V6;Q5T6V7,Q5T6V5,3;1;1,3;1;1,3;1;1,UPF0553 protein C9orf64,C9orf64,sp|Q5T6V5|QSPP_HUMAN Queuosine salvage protein OS=Homo sapiens OX=9606 GN=C9orf64 PE=1 SV=1,3,3,10.3,341
CROCC,0.3448028536,0.0866191372040386,0,Q5TZA2;B1AKD8,Q5TZA2,3;1,3;1,3;1,Rootletin,CROCC,sp|Q5TZA2|CROCC_HUMAN Rootletin OS=Homo sapiens OX=9606 GN=CROCC PE=1 SV=1,3,3,1.8,2017
FLNA,0.0619311412,0.634983835463816,0,Q60FE5;P21333;A0A087WWY3;F8WE98;H0Y5C6,Q60FE5;P21333;A0A087WWY3,43;42;39;7;4,38;37;36;4;2,38;37;36;4;2,Filamin-A,FLNA,tr|Q60FE5|Q60FE5_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1;sp|P21333|FLNA_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4;tr|A0A087WWY3|A0A087WWY3_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1,43,38,22.8,2620
HIST2H2AA3;HIST2H2AC,-0.5999019522,0.0779687405717646,0,Q6FI13;Q16777,Q6FI13;Q16777,14;13,3;3,3;3,Histone H2A type 2-A;Histone H2A type 2-C,HIST2H2AA3;HIST2H2AC,sp|Q6FI13|H2A2A_HUMAN Histone H2A type 2-A OS=Homo sapiens OX=9606 GN=H2AC18 PE=1 SV=3;sp|Q16777|H2A2C_HUMAN Histone H2A type 2-C OS=Homo sapiens OX=9606 GN=H2AC20 PE=1 SV=4,14,3,76.2,130
CIAPIN1,-0.1916757681,0.108118738149272,0,Q6FI81;H3BV90;H3BT65;H3BQ23;H3BUG4;H3BPG7,Q6FI81;H3BV90;H3BT65,4;3;2;1;1;1,4;3;2;1;1;1,4;3;2;1;1;1,Anamorsin,CIAPIN1,sp|Q6FI81|CPIN1_HUMAN Anamorsin OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=2;tr|H3BV90|H3BV90_HUMAN Fe-S cluster assembly protein DRE2 OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=1;tr|H3BT65|H3BT65_HUMAN Anamorsin OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=,4,4,19.9,312
PTRF,0.331759265,0.466138983939555,0,Q6NZI2,Q6NZI2,5,5,5,Polymerase I and transcript release factor,PTRF,sp|Q6NZI2|CAVN1_HUMAN Caveolae-associated protein 1 OS=Homo sapiens OX=9606 GN=CAVIN1 PE=1 SV=1,5,5,11.8,390
FAHD1,-0.046889639,0.841524322325425,0,Q6P587,Q6P587,3,3,3,"Acylpyruvase FAHD1, mitochondrial",FAHD1,"sp|Q6P587|FAHD1_HUMAN Acylpyruvase FAHD1, mitochondrial OS=Homo sapiens OX=9606 GN=FAHD1 PE=1 SV=2",3,3,20.1,224
CXorf22,0.0671418337,0.526237435158298,0,Q6ZTR5,Q6ZTR5,2,2,2,Uncharacterized protein CXorf22,CXorf22,sp|Q6ZTR5|CFA47_HUMAN Cilia- and flagella-associated protein 47 OS=Homo sapiens OX=9606 GN=CFAP47 PE=2 SV=5,2,2,1.3,3187
HIST2H3A,-0.6567055391,0.00334094673323216,0,Q71DI3,Q71DI3,12,12,2,Histone H3.2,HIST2H3A,sp|Q71DI3|H32_HUMAN Histone H3.2 OS=Homo sapiens OX=9606 GN=H3C15 PE=1 SV=3,12,2,59.6,136
SND1,0.0392727796,0.751362672543188,0,Q7KZF4;H7C597,Q7KZF4,37;9,37;9,37;9,Staphylococcal nuclease domain-containing protein 1,SND1,sp|Q7KZF4|SND1_HUMAN Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1,37,37,53.5,910
EIF3M,0.2309199175,0.155441424575693,0,Q7L2H7;E9PRI2;E7ESM3,Q7L2H7;E9PRI2;E7ESM3,4;2;2,4;2;2,4;2;2,Eukaryotic translation initiation factor 3 subunit M,EIF3M,sp|Q7L2H7|EIF3M_HUMAN Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1;tr|E9PRI2|E9PRI2_HUMAN Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1;tr|E7ESM3|E7ESM3_HU,4,4,8.8,374
PABPN1,0.0236915219,0.88014601812852,0,Q86U42;B4DEH8;G3V4T2;H0YJH9;A6NDY0,Q86U42;B4DEH8;G3V4T2,6;4;4;2;1,6;4;4;2;1,6;4;4;2;1,Polyadenylate-binding protein 2,PABPN1,sp|Q86U42|PABP2_HUMAN Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=3;tr|B4DEH8|B4DEH8_HUMAN Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=1;tr|G3V4T2|G3V4T2_HUMAN Polyadenylate-binding protein 2 OS=H,6,6,28.8,306
KTN1,-0.0571220348,0.61465501918916,0,Q86UP2;G3V4Y7;B7Z6P3;H0YJP2;H0YJZ8;G3V5P0;G3V5G2,Q86UP2,7;3;2;1;1;1;1,7;3;2;1;1;1;1,7;3;2;1;1;1;1,Kinectin,KTN1,sp|Q86UP2|KTN1_HUMAN Kinectin OS=Homo sapiens OX=9606 GN=KTN1 PE=1 SV=1,7,7,7.4,1357
ALYREF,0.0252743448,0.808446299392118,0,Q86V81;E9PB61,Q86V81;E9PB61,7;5,7;5,7;5,THO complex subunit 4,ALYREF,sp|Q86V81|THOC4_HUMAN THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=3;tr|E9PB61|E9PB61_HUMAN THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=1,7,7,38.5,257
CAND1,-0.2983781519,0.0280916248608843,0,Q86VP6;A0A0C4DGH5;O75155;F5H6I6;A0A3B3ISC4;F8WBB8;H0YH27,Q86VP6;A0A0C4DGH5,4;2;1;1;1;1;1,4;2;1;1;1;1;1,4;2;1;1;1;1;1,Cullin-associated NEDD8-dissociated protein 1,CAND1,sp|Q86VP6|CAND1_HUMAN Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens OX=9606 GN=CAND1 PE=1 SV=2;tr|A0A0C4DGH5|A0A0C4DGH5_HUMAN Cullin-associated NEDD8-dissociated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=CAND1 PE=1 SV=1,4,4,4.6,1230
TSPYL5,-0.252909189,0.294407616131038,0,Q86VY4,Q86VY4,2,2,2,Testis-specific Y-encoded-like protein 5,TSPYL5,sp|Q86VY4|TSYL5_HUMAN Testis-specific Y-encoded-like protein 5 OS=Homo sapiens OX=9606 GN=TSPYL5 PE=1 SV=2,2,2,8.6,417
THOC6,-0.8541993811,0.0404749652626205,0,Q86W42,Q86W42,1,1,1,THO complex subunit 6 homolog,THOC6,sp|Q86W42|THOC6_HUMAN THO complex subunit 6 homolog OS=Homo sapiens OX=9606 GN=THOC6 PE=1 SV=1,1,1,5.6,341
CXorf67,-0.338944049,0.0681302501331094,0,Q86X51,Q86X51,6,6,6,Uncharacterized protein CXorf67,CXorf67,sp|Q86X51|EZHIP_HUMAN EZH inhibitory protein OS=Homo sapiens OX=9606 GN=EZHIP PE=1 SV=1,6,6,13.3,503
CARM1,0.0534653504,0.744282147323311,0,Q86X55;K7EK20;K7EPK1;K7EQB9;K7EQA8,Q86X55,5;2;2;1;1,5;2;2;1;1,5;2;2;1;1,Histone-arginine methyltransferase CARM1,CARM1,sp|Q86X55|CARM1_HUMAN Histone-arginine methyltransferase CARM1 OS=Homo sapiens OX=9606 GN=CARM1 PE=1 SV=3,5,5,15.6,608
HIST2H2AB,-0.179856896,0.551654729286235,0,Q8IUE6,Q8IUE6,9,3,3,Histone H2A type 2-B,HIST2H2AB,sp|Q8IUE6|H2A2B_HUMAN Histone H2A type 2-B OS=Homo sapiens OX=9606 GN=H2AC21 PE=1 SV=3,9,3,70.8,130
AHNAK2,-0.7147170002,0.0012114060409207,0,Q8IVF2,Q8IVF2,6,6,6,Protein AHNAK2,AHNAK2,sp|Q8IVF2|AHNK2_HUMAN Protein AHNAK2 OS=Homo sapiens OX=9606 GN=AHNAK2 PE=1 SV=2,6,6,7.1,5795
MRPL41,0.296234701,0.252716995954743,0,Q8IXM3,Q8IXM3,2,2,2,"39S ribosomal protein L41, mitochondrial",MRPL41,"sp|Q8IXM3|RM41_HUMAN 39S ribosomal protein L41, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL41 PE=1 SV=1",2,2,12.4,137
KATNAL2,-0.5229193523,0.179195629361638,0,Q8IYT4;K7EM02;K7EIJ8,Q8IYT4;K7EM02;K7EIJ8,2;1;1,2;1;1,2;1;1,Katanin p60 ATPase-containing subunit A-like 2,KATNAL2,sp|Q8IYT4|KATL2_HUMAN Katanin p60 ATPase-containing subunit A-like 2 OS=Homo sapiens OX=9606 GN=KATNAL2 PE=1 SV=3;tr|K7EM02|K7EM02_HUMAN Katanin p60 ATPase-containing subunit A-like 2 (Fragment) OS=Homo sapiens OX=9606 GN=KATNAL2 PE=1 SV=1;tr|K7EIJ8|K7EIJ8,2,2,5.6,538
CCAR2,0.1510358168,0.323192123070928,0,Q8N163;E5RHJ4;H0YC69;E5RGU7;E5RFJ3;H0YC58,Q8N163,10;4;2;2;2;2,10;4;2;2;2;2,5;3;2;2;2;2,Cell cycle and apoptosis regulator protein 2,CCAR2,sp|Q8N163|CCAR2_HUMAN Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=2,10,5,15.7,923
NUP93,-0.2155966426,0.0875271167440717,0,Q8N1F7;H3BVG0;H3BV15;H3BPA9;H3BV11;H3BRI8;H3BM93,Q8N1F7;H3BVG0,6;4;2;2;1;1;1,6;4;2;2;1;1;1,4;2;2;1;1;1;1,Nuclear pore complex protein Nup93,NUP93,sp|Q8N1F7|NUP93_HUMAN Nuclear pore complex protein Nup93 OS=Homo sapiens OX=9606 GN=NUP93 PE=1 SV=2;tr|H3BVG0|H3BVG0_HUMAN Nuclear pore complex protein Nup93 OS=Homo sapiens OX=9606 GN=NUP93 PE=1 SV=1,6,4,8.4,819
LRRC47,-0.0221246364,0.938414221700264,0,Q8N1G4,Q8N1G4,2,2,2,Leucine-rich repeat-containing protein 47,LRRC47,sp|Q8N1G4|LRC47_HUMAN Leucine-rich repeat-containing protein 47 OS=Homo sapiens OX=9606 GN=LRRC47 PE=1 SV=1,2,2,3.1,583
C17orf53,0.8230526765,0.0524903686352258,0,Q8N3J3,Q8N3J3,2,2,2,Uncharacterized protein C17orf53,C17orf53,sp|Q8N3J3|HROB_HUMAN Homologous recombination OB-fold protein OS=Homo sapiens OX=9606 GN=HROB PE=1 SV=1,2,2,10.8,647
ARFGAP1,0.0293991746,0.805340106765954,0,Q8N6T3;E5RHC5;E5RIU2;F8VWB3;E5RGL6;E5RHT6;F8W1U7;E5RHH7;F8VWH9,Q8N6T3;E5RHC5;E5RIU2;F8VWB3;E5RGL6;E5RHT6;F8W1U7,4;3;2;2;2;2;2;1;1,4;3;2;2;2;2;2;1;1,4;3;2;2;2;2;2;1;1,ADP-ribosylation factor GTPase-activating protein 1,ARFGAP1,sp|Q8N6T3|ARFG1_HUMAN ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=2;tr|E5RHC5|E5RHC5_HUMAN ADP-ribosylation factor GTPase-activating protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=2;tr|E5R,4,4,14.3,406
TXNDC5,0.01882852,0.844089396307549,0,Q8NBS9,Q8NBS9,10,10,10,Thioredoxin domain-containing protein 5,TXNDC5,sp|Q8NBS9|TXND5_HUMAN Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5 PE=1 SV=2,10,10,34.5,432
SERBP1,0.2247979105,0.0632814213407369,0,Q8NC51,Q8NC51,7,7,7,Plasminogen activator inhibitor 1 RNA-binding protein,SERBP1,sp|Q8NC51|PAIRB_HUMAN Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens OX=9606 GN=SERBP1 PE=1 SV=2,7,7,19.1,408
MAPK1IP1L,-0.1180492685,0.620860750025374,0,Q8NDC0,Q8NDC0,1,1,1,MAPK-interacting and spindle-stabilizing protein-like,MAPK1IP1L,sp|Q8NDC0|MISSL_HUMAN MAPK-interacting and spindle-stabilizing protein-like OS=Homo sapiens OX=9606 GN=MAPK1IP1L PE=1 SV=4,1,1,6.9,245
NUP43,0.1207246652,0.261880393338908,0,Q8NFH3,Q8NFH3,2,2,2,Nucleoporin Nup43,NUP43,sp|Q8NFH3|NUP43_HUMAN Nucleoporin Nup43 OS=Homo sapiens OX=9606 GN=NUP43 PE=1 SV=1,2,2,8.2,380
GADD45GIP1,-0.1597216983,0.196422854052656,0,Q8TAE8,Q8TAE8,2,2,2,Growth arrest and DNA damage-inducible proteins-interacting protein 1,GADD45GIP1,sp|Q8TAE8|G45IP_HUMAN Growth arrest and DNA damage-inducible proteins-interacting protein 1 OS=Homo sapiens OX=9606 GN=GADD45GIP1 PE=1 SV=1,2,2,14.9,222
NPLOC4,0.401475579,0.0296922747217035,0,Q8TAT6,Q8TAT6,6,6,6,Nuclear protein localization protein 4 homolog,NPLOC4,sp|Q8TAT6|NPL4_HUMAN Nuclear protein localization protein 4 homolog OS=Homo sapiens OX=9606 GN=NPLOC4 PE=1 SV=3,6,6,9.5,608
LRRC20,0.0644615942,0.759021068125542,0,Q8TCA0;X6RK58;A0A0A0MS58,Q8TCA0;X6RK58,4;4;1,4;4;1,4;4;1,Leucine-rich repeat-containing protein 20,LRRC20,sp|Q8TCA0|LRC20_HUMAN Leucine-rich repeat-containing protein 20 OS=Homo sapiens OX=9606 GN=LRRC20 PE=1 SV=1;tr|X6RK58|X6RK58_HUMAN Leucine-rich repeat-containing protein 20 (Fragment) OS=Homo sapiens OX=9606 GN=LRRC20 PE=1 SV=7,4,4,24.5,184
PNPT1,0.3100193681,0.031422044015005,0,Q8TCS8;H7BXF6,Q8TCS8,6;1,6;1,6;1,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial",PNPT1,"sp|Q8TCS8|PNPT1_HUMAN Polyribonucleotide nucleotidyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PNPT1 PE=1 SV=2",6,6,11,783
