Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity DDA1_N1,Intensity DDA1_N2,Intensity U2OS-BirA-alone_N1,Intensity U2OS-BirA-alone_N2
A0A0A0MR88;A0A096LPC5;Q9Y4E1;J3KP36;Q5SRD0;A0A0A0MT65;B1AP61;Q5T1D7,A0A0A0MR88;A0A096LPC5;Q9Y4E1;J3KP36,42;42;40;38;10;9;5;1,9;9;9;9;4;1;0;0,9;9;9;9;4;1;0;0,WASH complex subunit FAM21C,FAM21C,tr|A0A0A0MR88|A0A0A0MR88_HUMAN WASH complex subunit 2C OS=Homo sapiens OX=9606 GN=WASHC2C PE=1 SV=1;tr|A0A096LPC5|A0A096LPC5_HUMAN WASH complex subunit 2C OS=Homo sapiens OX=9606 GN=WASHC2C PE=1 SV=1;sp|Q9Y4E1|WAC2C_HUMAN WASH complex subunit 2C OS=Homo sa,42,9,56.0,4.44813127545976,4.42301530869759,27.8820369834743,27.1076918404721
O95684;A0A087WV25,O95684;A0A087WV25,9;8,9;8,9;8,FGFR1 oncogene partner,FGFR1OP,sp|O95684|CEP43_HUMAN Centrosomal protein 43 OS=Homo sapiens OX=9606 GN=CEP43 PE=1 SV=1;tr|A0A087WV25|A0A087WV25_HUMAN Centrosomal protein 43 OS=Homo sapiens OX=9606 GN=CEP43 PE=1 SV=1,9,9,33.6,4.44813127545976,4.42301530869759,27.5536936201727,27.0773479061653
P51114;B4DXZ6;E7EU85;E9PFF5;C9JZE0;C9JY20;C9IZ22;H7C4S4,P51114;B4DXZ6;E7EU85;E9PFF5,12;12;11;11;2;2;1;1,12;12;11;11;2;2;1;1,9;9;9;9;2;2;1;1,Fragile X mental retardation syndrome-related protein 1,FXR1,sp|P51114|FXR1_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3;tr|B4DXZ6|B4DXZ6_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=1;tr|E7EU85|E7EU85,12,9,26.7,4.44813127545976,4.42301530869759,27.6881916045273,27.7658499864682
P63244;J3KPE3;D6RAC2;H0YAF8;D6REE5;H0Y8W2;D6RHH4;D6R9L0;H0YAM7;D6R9Z1;D6RFX4;D6RFZ9;H0Y8R5;D6RBD0;E9PD14;D6RAU2;D6RF23;D6RGK8;D6R909;D6RHJ5;H0Y9P0;D6RDI0,P63244;J3KPE3;D6RAC2;H0YAF8;D6REE5;H0Y8W2;D6RHH4;D6R9L0;H0YAM7;D6R9Z1;D6RFX4,9;8;7;6;6;6;6;5;5;5;5;4;4;3;3;3;3;2;2;2;2;1,9;8;7;6;6;6;6;5;5;5;5;4;4;3;3;3;3;2;2;2;2;1,9;8;7;6;6;6;6;5;5;5;5;4;4;3;3;3;3;2;2;2;2;1,"Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed",GNB2L1,sp|P63244|RACK1_HUMAN Receptor of activated protein C kinase 1 OS=Homo sapiens OX=9606 GN=RACK1 PE=1 SV=3;tr|J3KPE3|J3KPE3_HUMAN Receptor of-activated protein C kinase 1 OS=Homo sapiens OX=9606 GN=RACK1 PE=1 SV=1;tr|D6RAC2|D6RAC2_HUMAN Receptor of-activate,9,9,43.5,26.1874280432825,28.1486053618883,23.4528706249334,23.9114242430357
Q9BVP2;C9JYH9;C9JZT7;B4DMU5,Q9BVP2,9;1;1;1,9;1;1;1,9;1;1;1,Guanine nucleotide-binding protein-like 3,GNL3,sp|Q9BVP2|GNL3_HUMAN Guanine nucleotide-binding protein-like 3 OS=Homo sapiens OX=9606 GN=GNL3 PE=1 SV=2,9,9,25.0,28.5592483574218,28.773415924834,4.42168670121973,4.40094061045596
Q5T3I0;A0A0A0MRK1;E9PAV9;F8W895;E9PPY4;F2Z3C6,Q5T3I0;A0A0A0MRK1;E9PAV9;F8W895,9;8;8;6;3;3,9;8;8;6;3;3,9;8;8;6;3;3,G patch domain-containing protein 4,GPATCH4,sp|Q5T3I0|GPTC4_HUMAN G patch domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GPATCH4 PE=1 SV=2;tr|A0A0A0MRK1|A0A0A0MRK1_HUMAN G patch domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GPATCH4 PE=1 SV=1;tr|E9PAV9|E9PAV9_HUMAN G patch domain-con,9,9,27.8,27.6827778575472,27.4019427397404,25.608484728487,23.6350015467788
P35269;M0QXD6;M0R0R9;M0R0Z3,P35269;M0QXD6,9;6;4;3,9;6;4;3,9;6;4;3,General transcription factor IIF subunit 1,GTF2F1,sp|P35269|T2FA_HUMAN General transcription factor IIF subunit 1 OS=Homo sapiens OX=9606 GN=GTF2F1 PE=1 SV=2;tr|M0QXD6|M0QXD6_HUMAN Transcription initiation factor IIF subunit alpha (Fragment) OS=Homo sapiens OX=9606 GN=GTF2F1 PE=1 SV=1,9,9,20.5,27.5044582377448,27.9264311028328,25.8320248449972,25.6696878581068
O94992,O94992,9,9,9,Protein HEXIM1,HEXIM1,sp|O94992|HEXI1_HUMAN Protein HEXIM1 OS=Homo sapiens OX=9606 GN=HEXIM1 PE=1 SV=1,9,9,44.0,28.3105136295771,28.151463095861,23.9575718285882,22.0645072741445
Q14103;H0YA96;H0Y8G5;D6RAF8;D6RF44;D6RBQ9;D6RD83,Q14103;H0YA96;H0Y8G5;D6RAF8;D6RF44;D6RBQ9,10;10;10;8;6;5;3,10;10;10;8;6;5;3,9;9;9;7;5;4;3,Heterogeneous nuclear ribonucleoprotein D0,HNRNPD,sp|Q14103|HNRPD_HUMAN Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1;tr|H0YA96|H0YA96_HUMAN Heterogeneous nuclear ribonucleoprotein D0 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1;tr|H0Y8G5|H0Y8G5_HUMAN Het,10,9,26.2,29.7557954376767,29.720074845328,28.1423860014134,27.9383714930165
Q96P70,Q96P70,9,9,9,Importin-9,IPO9,sp|Q96P70|IPO9_HUMAN Importin-9 OS=Homo sapiens OX=9606 GN=IPO9 PE=1 SV=3,9,9,12.4,23.1528424685206,25.4298832715035,26.2206099243254,26.2747453997868
Q96ST2;A0A1B0GW95;H7C0U1,Q96ST2;A0A1B0GW95,9;5;1,9;5;1,9;5;1,Protein IWS1 homolog,IWS1,sp|Q96ST2|IWS1_HUMAN Protein IWS1 homolog OS=Homo sapiens OX=9606 GN=IWS1 PE=1 SV=2;tr|A0A1B0GW95|A0A1B0GW95_HUMAN Protein IWS1 homolog (Fragment) OS=Homo sapiens OX=9606 GN=IWS1 PE=1 SV=1,9,9,13.7,27.2816237465287,27.6334641197821,25.1513566378299,23.6312312424508
Q9BW19;A0A087X1W5;A2AB20;A0A140T9E6,Q9BW19,9;2;2;2,9;2;2;2,9;2;2;2,Kinesin-like protein KIFC1,KIFC1,sp|Q9BW19|KIFC1_HUMAN Kinesin-like protein KIFC1 OS=Homo sapiens OX=9606 GN=KIFC1 PE=1 SV=2,9,9,18.6,27.1978866264816,26.29360004222,21.59996004622,22.9727011861443
Q14974;J3KTM9;J3QRG4;J3QR48;J3QKQ5,Q14974;J3KTM9,9;7;1;1;1,9;7;1;1;1,9;7;1;1;1,Importin subunit beta-1,KPNB1,sp|Q14974|IMB1_HUMAN Importin subunit beta-1 OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=2;tr|J3KTM9|J3KTM9_HUMAN Importin subunit beta-1 (Fragment) OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=1,9,9,14.6,25.943064208162,26.0189889777434,25.4094725143075,25.7265042321277
Q4G0J3;H0YA82;D6RFF0;D6R9Z6,Q4G0J3;H0YA82,9;5;4;3,9;5;4;3,9;5;4;3,La-related protein 7,LARP7,sp|Q4G0J3|LARP7_HUMAN La-related protein 7 OS=Homo sapiens OX=9606 GN=LARP7 PE=1 SV=1;tr|H0YA82|H0YA82_HUMAN La-related protein 7 (Fragment) OS=Homo sapiens OX=9606 GN=LARP7 PE=1 SV=1,9,9,18.4,27.1509307271319,26.9421246476984,22.4696100226578,23.1675559646496
Q14847;C9J9W2;F6S2S5;K7ESD6;J3KSN1,Q14847;C9J9W2,9;7;2;1;1,9;7;2;1;1,9;7;2;1;1,LIM and SH3 domain protein 1,LASP1,sp|Q14847|LASP1_HUMAN LIM and SH3 domain protein 1 OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=2;tr|C9J9W2|C9J9W2_HUMAN LIM and SH3 domain protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=1,9,9,41.8,24.8116663190461,25.1869559973657,29.1728367466535,29.0323885713032
Q15691,Q15691,9,9,9,Microtubule-associated protein RP/EB family member 1,MAPRE1,sp|Q15691|MARE1_HUMAN Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens OX=9606 GN=MAPRE1 PE=1 SV=3,9,9,44.8,25.8289542253446,25.7169883414739,27.4161095416869,27.3489991818702
P43121,P43121,9,9,9,Cell surface glycoprotein MUC18,MCAM,sp|P43121|MUC18_HUMAN Cell surface glycoprotein MUC18 OS=Homo sapiens OX=9606 GN=MCAM PE=1 SV=2,9,9,16.7,4.44813127545976,4.42301530869759,27.6634306303889,27.655468379004
Q6P1R3;B4E1M0;E9PPE2,Q6P1R3;B4E1M0;E9PPE2,9;6;6,9;6;6,9;6;6,Myb/SANT-like DNA-binding domain-containing protein 2,MSANTD2,sp|Q6P1R3|MSD2_HUMAN Myb/SANT-like DNA-binding domain-containing protein 2 OS=Homo sapiens OX=9606 GN=MSANTD2 PE=1 SV=1;tr|B4E1M0|B4E1M0_HUMAN Myb/SANT-like DNA-binding domain-containing protein 2 OS=Homo sapiens OX=9606 GN=MSANTD2 PE=1 SV=1;tr|E9PPE2|E9PP,9,9,25.6,26.6235214123718,26.8732617949855,24.2174146260736,24.8425889741475
Q12965;H0YNQ8;O00160;H0YN00;H0YLE5,Q12965,9;2;1;1;1,9;2;1;1;1,9;2;1;1;1,Unconventional myosin-Ie,MYO1E,sp|Q12965|MYO1E_HUMAN Unconventional myosin-Ie OS=Homo sapiens OX=9606 GN=MYO1E PE=1 SV=2,9,9,11.5,24.8369287752994,25.3062603214211,24.1033358376765,26.2048606523644
Q5VVJ2;A0A590UJD8;A0A590UJW2;A0A590UK32;A0A590UJT8,Q5VVJ2;A0A590UJD8;A0A590UJW2;A0A590UK32,9;9;6;5;1,9;9;6;5;1,9;9;6;5;1,Histone H2A deubiquitinase MYSM1,MYSM1,sp|Q5VVJ2|MYSM1_HUMAN Histone H2A deubiquitinase MYSM1 OS=Homo sapiens OX=9606 GN=MYSM1 PE=1 SV=1;tr|A0A590UJD8|A0A590UJD8_HUMAN Histone H2A deubiquitinase MYSM1 OS=Homo sapiens OX=9606 GN=MYSM1 PE=1 SV=1;tr|A0A590UJW2|A0A590UJW2_HUMAN Histone H2A deubiqui,9,9,15.9,26.8607677892582,27.4152231426058,22.5534680555768,22.9238884486083
P43490;A0A0C4DFS8;C9JG65,P43490;A0A0C4DFS8,9;6;1,9;6;1,9;6;1,Nicotinamide phosphoribosyltransferase,NAMPT,sp|P43490|NAMPT_HUMAN Nicotinamide phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAMPT PE=1 SV=1;tr|A0A0C4DFS8|A0A0C4DFS8_HUMAN Nicotinamide phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAMPT PE=1 SV=1,9,9,31.6,26.5052763411639,24.0379168888293,26.6408592050475,24.2060538868937
Q8NBF2,Q8NBF2,9,9,9,NHL repeat-containing protein 2,NHLRC2,sp|Q8NBF2|NHLC2_HUMAN NHL repeat-containing protein 2 OS=Homo sapiens OX=9606 GN=NHLRC2 PE=1 SV=1,9,9,22.2,23.5959376279907,24.3329692604603,27.9357890356424,27.6918560592302
Q9BYG3;C9J6C5;C9J808;H7BZL0,Q9BYG3,9;4;3;2,9;4;3;2,9;4;3;2,MKI67 FHA domain-interacting nucleolar phosphoprotein,NIFK,sp|Q9BYG3|MK67I_HUMAN MKI67 FHA domain-interacting nucleolar phosphoprotein OS=Homo sapiens OX=9606 GN=NIFK PE=1 SV=1,9,9,44.7,27.8408016416269,28.0706594136462,23.6921088963124,24.0732865209891
P51843;A6NNU8,P51843,9;2,9;2,9;2,Nuclear receptor subfamily 0 group B member 1,NR0B1,sp|P51843|NR0B1_HUMAN Nuclear receptor subfamily 0 group B member 1 OS=Homo sapiens OX=9606 GN=NR0B1 PE=1 SV=2,9,9,30.4,27.3795609442821,27.6068905355971,4.42168670121973,4.40094061045596
Q9UKK9;A6NFX8;A6NJU6;A6NCQ0;H0YEY4;C9JYY9,Q9UKK9;A6NFX8;A6NJU6;A6NCQ0,9;9;7;5;3;2,9;9;7;5;3;2,9;9;7;5;3;2,ADP-sugar pyrophosphatase,NUDT5,sp|Q9UKK9|NUDT5_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1;tr|A6NFX8|A6NFX8_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1;tr|A6NJU6|A6NJU6_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606,9,9,39.7,27.8045819623138,28.1437974262096,29.3524551442997,29.0635798206171
Q9Y6R0;A0A0C4DGH3;M0QXQ4;M0QYC2;M0R0Q4;M0QZV7,Q9Y6R0;A0A0C4DGH3;M0QXQ4;M0QYC2,13;13;9;8;5;5,9;9;6;5;4;4,9;9;6;5;4;4,Numb-like protein,NUMBL,sp|Q9Y6R0|NUMBL_HUMAN Numb-like protein OS=Homo sapiens OX=9606 GN=NUMBL PE=1 SV=1;tr|A0A0C4DGH3|A0A0C4DGH3_HUMAN Numb-like protein OS=Homo sapiens OX=9606 GN=NUMBL PE=1 SV=1;tr|M0QXQ4|M0QXQ4_HUMAN Numb-like protein (Fragment) OS=Homo sapiens OX=9606 GN=NU,13,9,22.0,4.44813127545976,4.42301530869759,27.8102326121261,27.3141493684338
P37198;M0QXN5;M0QX10;M0QYY0;M0QX13;M0QZL5;M0R1S1;M0QX64;M0R302,P37198;M0QXN5,9;7;1;1;1;1;1;1;1,9;7;1;1;1;1;1;1;1,9;7;1;1;1;1;1;1;1,Nuclear pore glycoprotein p62,NUP62,sp|P37198|NUP62_HUMAN Nuclear pore glycoprotein p62 OS=Homo sapiens OX=9606 GN=NUP62 PE=1 SV=3;tr|M0QXN5|M0QXN5_HUMAN Nuclear pore glycoprotein p62 OS=Homo sapiens OX=9606 GN=NUP62 PE=1 SV=1,9,9,19.3,23.7742457608617,25.4899586680496,26.894695849917,26.7615449427795
Q9UQ80;F8VR77;H0YIN7;F8W0A3,Q9UQ80,9;4;3;3,9;4;3;3,9;4;3;3,Proliferation-associated protein 2G4,PA2G4,sp|Q9UQ80|PA2G4_HUMAN Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=3,9,9,25.6,4.44813127545976,4.42301530869759,27.7053671430759,27.1967616449125
Q8N7H5;B4DGJ5;M0QYC7,Q8N7H5,9;4;1,9;4;1,9;4;1,RNA polymerase II-associated factor 1 homolog,PAF1,sp|Q8N7H5|PAF1_HUMAN RNA polymerase II-associated factor 1 homolog OS=Homo sapiens OX=9606 GN=PAF1 PE=1 SV=2,9,9,25.0,26.9960418980776,26.5484261351861,4.42168670121973,4.40094061045596
Q9BWT3;F8WAT4;H7C3W0;A0A0C4DH56,Q9BWT3;F8WAT4,13;7;5;3,9;4;3;3,9;4;3;3,Poly(A) polymerase gamma,PAPOLG,sp|Q9BWT3|PAPOG_HUMAN Poly(A) polymerase gamma OS=Homo sapiens OX=9606 GN=PAPOLG PE=1 SV=2;tr|F8WAT4|F8WAT4_HUMAN Poly(A) polymerase gamma OS=Homo sapiens OX=9606 GN=PAPOLG PE=1 SV=1,13,9,22.3,27.7423329789413,28.0824835957592,27.0127590446712,26.5696534450336
Q9UKK3,Q9UKK3,9,9,9,Poly [ADP-ribose] polymerase 4,PARP4,sp|Q9UKK3|PARP4_HUMAN Protein mono-ADP-ribosyltransferase PARP4 OS=Homo sapiens OX=9606 GN=PARP4 PE=1 SV=3,9,9,5.9,27.444111524421,26.1863704458442,26.2948272710322,26.2733586715636
Q96KB5;E5RFX4;E5RIE1,Q96KB5;E5RFX4,9;6;2,9;6;2,9;6;2,Lymphokine-activated killer T-cell-originated protein kinase,PBK,sp|Q96KB5|TOPK_HUMAN Lymphokine-activated killer T-cell-originated protein kinase OS=Homo sapiens OX=9606 GN=PBK PE=1 SV=3;tr|E5RFX4|E5RFX4_HUMAN Lymphokine-activated killer T-cell-originated protein kinase (Fragment) OS=Homo sapiens OX=9606 GN=PBK PE=1 SV,9,9,31.7,25.0530457854175,25.3613184201244,27.2542178314552,26.9333708119582
O94913;E9PKN0;E9PNY7,O94913;E9PKN0,38;29;1,38;29;1,9;1;1,Pre-mRNA cleavage complex 2 protein Pcf11,PCF11,sp|O94913|PCF11_HUMAN Pre-mRNA cleavage complex 2 protein Pcf11 OS=Homo sapiens OX=9606 GN=PCF11 PE=1 SV=3;tr|E9PKN0|E9PKN0_HUMAN Pre-mRNA cleavage complex 2 protein Pcf11 (Fragment) OS=Homo sapiens OX=9606 GN=PCF11 PE=1 SV=1,38,9,32.0,30.6561676855889,30.5832481627287,27.2841858682827,27.4321316402918
P30041,P30041,9,9,9,Peroxiredoxin-6,PRDX6,sp|P30041|PRDX6_HUMAN Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3,9,9,54.0,27.3786517955338,26.006138226794,27.6505466001038,27.4519908178506
O43172,O43172,9,9,9,U4/U6 small nuclear ribonucleoprotein Prp4,PRPF4,sp|O43172|PRP4_HUMAN U4/U6 small nuclear ribonucleoprotein Prp4 OS=Homo sapiens OX=9606 GN=PRPF4 PE=1 SV=2,9,9,24.5,31.1183637488046,26.6593529141613,24.0467683187096,24.7770084386987
Q9NS91;F8WE49;H7C0A5;C9J0Q4;H7C3I2,Q9NS91;F8WE49,9;6;2;2;2,9;6;2;2;2,9;6;2;2;2,E3 ubiquitin-protein ligase RAD18,RAD18,sp|Q9NS91|RAD18_HUMAN E3 ubiquitin-protein ligase RAD18 OS=Homo sapiens OX=9606 GN=RAD18 PE=1 SV=2;tr|F8WE49|F8WE49_HUMAN E3 ubiquitin-protein ligase RAD18 OS=Homo sapiens OX=9606 GN=RAD18 PE=1 SV=1,9,9,20.6,28.7424936049968,25.5981831566771,25.2781000313522,24.7062502226974
Q96EV2;A8MTF7;A0A0C4DFS3;H0Y3K3,Q96EV2,25;5;3;2,25;5;3;2,9;5;3;2,RNA-binding protein 33,RBM33,sp|Q96EV2|RBM33_HUMAN RNA-binding protein 33 OS=Homo sapiens OX=9606 GN=RBM33 PE=1 SV=3,25,9,30.8,30.5741618483341,30.8405615625747,29.0536717998503,28.707771278589
O95104,O95104,11,9,9,"Splicing factor, arginine/serine-rich 15",SCAF4,sp|O95104|SCAF4_HUMAN SR-related and CTD-associated factor 4 OS=Homo sapiens OX=9606 GN=SCAF4 PE=1 SV=3,11,9,18.5,28.1358951682654,28.3792717318211,24.0648032756813,24.2305200857922
Q8WVM8;J3KNG4;G3V4I1;G3V5F3;G3V2M8;G3V3K9;G3V363;H0YJS6;H0YJY1,Q8WVM8,9;4;3;3;3;2;2;2;1,9;4;3;3;3;2;2;2;1,9;4;3;3;3;2;2;2;1,Sec1 family domain-containing protein 1,SCFD1,sp|Q8WVM8|SCFD1_HUMAN Sec1 family domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SCFD1 PE=1 SV=4,9,9,20.7,4.44813127545976,4.42301530869759,26.2796593187012,26.7139771342515
Q99961;M0QYE0;M0R0I3;Q99962;M0R2K6,Q99961;M0QYE0;M0R0I3,9;7;7;2;1,9;7;7;2;1,9;7;7;2;1,Endophilin-A2,SH3GL1,sp|Q99961|SH3G1_HUMAN Endophilin-A2 OS=Homo sapiens OX=9606 GN=SH3GL1 PE=1 SV=1;tr|M0QYE0|M0QYE0_HUMAN Endophilin-A2 (Fragment) OS=Homo sapiens OX=9606 GN=SH3GL1 PE=1 SV=8;tr|M0R0I3|M0R0I3_HUMAN Endophilin-A2 (Fragment) OS=Homo sapiens OX=9606 GN=SH3GL1 PE,9,9,31.8,4.44813127545976,4.42301530869759,27.9157021638652,27.700943618674
O43166;H0YJY2;Q9P2F8,O43166,38;7;1,38;7;1,9;2;0,Signal-induced proliferation-associated 1-like protein 1,SIPA1L1,sp|O43166|SI1L1_HUMAN Signal-induced proliferation-associated 1-like protein 1 OS=Homo sapiens OX=9606 GN=SIPA1L1 PE=1 SV=4,38,9,32.2,22.9697237703501,24.4428196609481,29.8463573006275,29.6391175172123
Q9Y5X3;Q5QPE4;Q5QPE5;A0A087WUY5;U3KQL0;U3KQP5,Q9Y5X3;Q5QPE4;Q5QPE5,9;7;6;4;1;1,9;7;6;4;1;1,9;7;6;4;1;1,Sorting nexin-5,SNX5,sp|Q9Y5X3|SNX5_HUMAN Sorting nexin-5 OS=Homo sapiens OX=9606 GN=SNX5 PE=1 SV=1;tr|Q5QPE4|Q5QPE4_HUMAN Sorting nexin-5 (Fragment) OS=Homo sapiens OX=9606 GN=SNX5 PE=1 SV=7;tr|Q5QPE5|Q5QPE5_HUMAN Sorting nexin-5 (Fragment) OS=Homo sapiens OX=9606 GN=SNX5 PE=,9,9,26.2,4.44813127545976,4.42301530869759,27.3516972272658,27.5032453792951
P48436;P57073;P56693;A6PVD3;P35713;Q9H6I2,P48436,9;4;3;3;1;1,9;4;3;3;1;1,9;4;3;3;1;1,Transcription factor SOX-9,SOX9,sp|P48436|SOX9_HUMAN Transcription factor SOX-9 OS=Homo sapiens OX=9606 GN=SOX9 PE=1 SV=1,9,9,30.3,28.9797829539322,28.8918312058548,26.363793083651,26.7055648944353
Q6ZRS2;A0A0A0MS59;A0A0C4DFX4;A0A087X0E3,Q6ZRS2;A0A0A0MS59;A0A0C4DFX4;A0A087X0E3,9;9;8;6,9;9;8;6,9;9;8;6,Helicase SRCAP,SRCAP,sp|Q6ZRS2|SRCAP_HUMAN Helicase SRCAP OS=Homo sapiens OX=9606 GN=SRCAP PE=1 SV=3;tr|A0A0A0MS59|A0A0A0MS59_HUMAN Helicase SRCAP OS=Homo sapiens OX=9606 GN=SRCAP PE=1 SV=1;tr|A0A0C4DFX4|A0A0C4DFX4_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=96,9,9,3.5,26.8132331886445,27.1599062813056,4.42168670121973,4.40094061045596
O76094;D6RDY6;R4GNC1,O76094;D6RDY6,9;6;4,9;6;4,9;6;4,Signal recognition particle subunit SRP72,SRP72,sp|O76094|SRP72_HUMAN Signal recognition particle subunit SRP72 OS=Homo sapiens OX=9606 GN=SRP72 PE=1 SV=3;tr|D6RDY6|D6RDY6_HUMAN Signal recognition particle subunit SRP72 (Fragment) OS=Homo sapiens OX=9606 GN=SRP72 PE=1 SV=3,9,9,18.8,4.44813127545976,4.42301530869759,27.5528878703384,26.7156798931338
Q8IYB3;A9Z1X7;E9PCT1;M0R088;M0R1E7;M0QXG5,Q8IYB3;A9Z1X7;E9PCT1,9;9;6;4;2;2,9;9;6;4;2;2,9;9;6;4;2;2,Serine/arginine repetitive matrix protein 1,SRRM1,sp|Q8IYB3|SRRM1_HUMAN Serine/arginine repetitive matrix protein 1 OS=Homo sapiens OX=9606 GN=SRRM1 PE=1 SV=2;tr|A9Z1X7|A9Z1X7_HUMAN Serine/arginine repetitive matrix protein 1 OS=Homo sapiens OX=9606 GN=SRRM1 PE=1 SV=1;tr|E9PCT1|E9PCT1_HUMAN Serine/arginin,9,9,15.0,28.3625646428118,29.2371743589096,4.42168670121973,4.40094061045596
Q9BXP5;H7C3A1;A0A0A0MSP6,Q9BXP5;H7C3A1,9;7;1,9;7;1,9;7;1,Serrate RNA effector molecule homolog,SRRT,sp|Q9BXP5|SRRT_HUMAN Serrate RNA effector molecule homolog OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1;tr|H7C3A1|H7C3A1_HUMAN Serrate RNA effector molecule homolog (Fragment) OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1,9,9,12.7,27.0621906100708,26.6654651745717,4.42168670121973,4.40094061045596
P28290;E9PHV5;E7EUL7;H7BZ26,P28290;E9PHV5;E7EUL7,9;9;7;1,9;9;7;1,9;9;7;1,Sperm-specific antigen 2,SSFA2,sp|P28290|ITPI2_HUMAN Protein ITPRID2 OS=Homo sapiens OX=9606 GN=ITPRID2 PE=1 SV=3;tr|E9PHV5|E9PHV5_HUMAN Protein ITPRID2 OS=Homo sapiens OX=9606 GN=ITPRID2 PE=1 SV=1;tr|E7EUL7|E7EUL7_HUMAN Protein ITPRID2 OS=Homo sapiens OX=9606 GN=ITPRID2 PE=1 SV=1,9,9,9.1,4.44813127545976,4.42301530869759,26.4720298716906,25.9285673491558
Q92783;A6NMU3;C9J1E5,Q92783,11;5;1,9;5;1,9;5;1,Signal transducing adapter molecule 1,STAM,sp|Q92783|STAM1_HUMAN Signal transducing adapter molecule 1 OS=Homo sapiens OX=9606 GN=STAM PE=1 SV=3,11,9,29.3,4.44813127545976,4.42301530869759,27.8434997816332,26.93752989517
O75886,O75886,11,11,9,Signal transducing adapter molecule 2,STAM2,sp|O75886|STAM2_HUMAN Signal transducing adapter molecule 2 OS=Homo sapiens OX=9606 GN=STAM2 PE=1 SV=1,11,9,26.5,4.44813127545976,4.42301530869759,28.3714825434997,28.5005507031311
O60506;B7Z645;F6UXX1,O60506;B7Z645,14;12;4,9;8;2,9;8;2,Heterogeneous nuclear ribonucleoprotein Q,SYNCRIP,sp|O60506|HNRPQ_HUMAN Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2;tr|B7Z645|B7Z645_HUMAN Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=1,14,9,26.3,27.7012080907262,27.87097147612,27.0185009104616,25.8583745326404
P02786;G3V0E5;H7C3V5,P02786;G3V0E5,9;9;2,9;9;2,9;9;2,"Transferrin receptor protein 1;Transferrin receptor protein 1, serum form",TFRC,"sp|P02786|TFR1_HUMAN Transferrin receptor protein 1 OS=Homo sapiens OX=9606 GN=TFRC PE=1 SV=2;tr|G3V0E5|G3V0E5_HUMAN Transferrin receptor (P90, CD71), isoform CRA_c OS=Homo sapiens OX=9606 GN=TFRC PE=1 SV=1",9,9,14.3,4.44813127545976,4.42301530869759,26.1397151193765,26.5527852880699
Q9UJA5,Q9UJA5,9,9,9,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6,TRMT6,sp|Q9UJA5|TRM6_HUMAN tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 OS=Homo sapiens OX=9606 GN=TRMT6 PE=1 SV=1,9,9,24.1,28.1796384469645,27.8941754284452,25.1280182428117,25.2568470368809
