SMU1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
GART,-0.2540902557,0.457981845091442,0,P22102;F8WD69;C9JBJ1;C9JTV6;C9JZG2;C9JKQ7;H7C366;A0A140TA71,P22102,29;13;11;11;7;7;4;2,29;13;11;11;7;7;4;2,29;13;11;11;7;7;4;2,Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase,GART,sp|P22102|PUR2_HUMAN Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1,29,29,37.3,1010
PAICS,0.4555994225,0.118285550394852,0,P22234;E9PBS1;D6RF62,P22234;E9PBS1;D6RF62,27;26;19,27;26;19,27;26;19,Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase,PAICS,sp|P22234|PUR6_HUMAN Multifunctional protein ADE2 OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=3;tr|E9PBS1|E9PBS1_HUMAN Multifunctional protein ADE2 (Fragment) OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=1;tr|D6RF62|D6RF62_HUMAN Multifunctional protein ADE2 OS=Ho,27,27,53.9,425
UBA1,-0.0217754183,0.926881617371999,0,P22314;Q5JRR6;Q5JRR9;Q5JRS0;Q5JRS2;Q5JRS1;Q5JRS3,P22314,38;12;11;11;9;8;8,38;12;11;11;9;8;8,38;12;11;11;9;8;8,Ubiquitin-like modifier-activating enzyme 1,UBA1,sp|P22314|UBA1_HUMAN Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3,38,38,41.7,1058
FDXR,1.1777314752,0.0353746778442305,1,P22570;A0A0A0MTN9;A0A0C4DFN8;A0A0A0MSZ4;A0A0A0MT64;J3QQX3;A0A0A0MTR6;A0A0C4DGN7;J3QKZ8;J3QQW7,P22570;A0A0A0MTN9;A0A0C4DFN8;A0A0A0MSZ4;A0A0A0MT64;J3QQX3;A0A0A0MTR6;A0A0C4DGN7,20;18;18;18;18;16;16;16;6;1,20;18;18;18;18;16;16;16;6;1,20;18;18;18;18;16;16;16;6;1,"NADPH:adrenodoxin oxidoreductase, mitochondrial",FDXR,"sp|P22570|ADRO_HUMAN NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=FDXR PE=1 SV=3;tr|A0A0A0MTN9|A0A0A0MTN9_HUMAN NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=FDXR PE=1 SV=1;tr|A0A0C4DFN8|A0A0C4DFN8",20,20,53.8,491
HNRNPA2B1,0.0606898745,0.803172987217452,0,P22626;A0A087WUI2,P22626;A0A087WUI2,29;19,29;19,29;19,Heterogeneous nuclear ribonucleoproteins A2/B1,HNRNPA2B1,sp|P22626|ROA2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2;tr|A0A087WUI2|A0A087WUI2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=1,29,29,67.7,353
UQCRC2,1.8773415785,0.0036227174445936,1,P22695;H3BRG4;H3BSJ9;H3BP04;A0A087WVZ4;H3BUE4;H3BUI9,P22695;H3BRG4;H3BSJ9;H3BP04,12;11;10;7;2;2;2,12;11;10;7;2;2;2,12;11;10;7;2;2;2,"Cytochrome b-c1 complex subunit 2, mitochondrial",UQCRC2,"sp|P22695|QCR2_HUMAN Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=3;tr|H3BRG4|H3BRG4_HUMAN Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=1;tr|H3BSJ9|H3BSJ9_HUMAN Cyt",12,12,33.8,453
SFPQ,1.2385681456,0.0271972639135607,1,P23246;H0Y9K7;H0Y9U2,P23246,25;4;2,25;4;2,23;4;2,"Splicing factor, proline- and glutamine-rich",SFPQ,"sp|P23246|SFPQ_HUMAN Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",25,23,31.7,707
TUBG1;TUBG2,-0.5921312768,0.0940632739650623,0,P23258;Q9NRH3;K7EKE5;K7EIS0,P23258;Q9NRH3;K7EKE5;K7EIS0,3;3;2;2,3;3;2;2,3;3;2;2,Tubulin gamma-1 chain;Tubulin gamma-2 chain;Tubulin gamma chain,TUBG1;TUBG2,sp|P23258|TBG1_HUMAN Tubulin gamma-1 chain OS=Homo sapiens OX=9606 GN=TUBG1 PE=1 SV=2;sp|Q9NRH3|TBG2_HUMAN Tubulin gamma-2 chain OS=Homo sapiens OX=9606 GN=TUBG2 PE=2 SV=1;tr|K7EKE5|K7EKE5_HUMAN Tubulin gamma-1 chain OS=Homo sapiens OX=9606 GN=TUBG1 PE=4 S,3,3,9.3,451
PPIB,-0.7919021997,0.0157277881301035,0,P23284,P23284,18,18,18,Peptidyl-prolyl cis-trans isomerase B,PPIB,sp|P23284|PPIB_HUMAN Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2,18,18,71.8,216
WARS,0.9284743595,0.00937816567682902,0,P23381;G3V423;G3V3P2;G3V227;G3V5U1;G3V456;G3V2Y7;H0YJP3;G3V277;G3V3H8;G3V3Y5;G3V5W1;G3V3S7;G3V3X0,P23381,6;2;2;2;2;2;2;2;2;2;2;1;1;1,6;2;2;2;2;2;2;2;2;2;2;1;1;1,6;2;2;2;2;2;2;2;2;2;2;1;1;1,"Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS",WARS,"sp|P23381|SYWC_HUMAN Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=WARS1 PE=1 SV=2",6,6,17,471
RPS3,0.3526065469,0.183046428774516,0,P23396;E9PL09;F2Z2S8;H0YCJ7;H0YEU2;E9PQ96;E9PJH4;H0YF32;E9PK82;E9PSF4,P23396;E9PL09;F2Z2S8;H0YCJ7,33;29;21;19;16;14;14;14;14;8,33;29;21;19;16;14;14;14;14;8,11;9;5;5;6;0;0;5;0;3,40S ribosomal protein S3,RPS3,sp|P23396|RS3_HUMAN 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2;tr|E9PL09|E9PL09_HUMAN 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=1;tr|F2Z2S8|F2Z2S8_HUMAN 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3,33,11,92.2,243
AHCY,0.5902155517,0.0485724990937262,0,P23526,P23526,24,24,24,Adenosylhomocysteinase,AHCY,sp|P23526|SAHH_HUMAN Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4,24,24,49.3,432
CFL1,-0.7907053412,0.0195086010988351,0,P23528;E9PP50;E9PK25;G3V1A4;E9PQB7;E9PS23;E9PLJ3,P23528;E9PP50;E9PK25;G3V1A4;E9PQB7,22;21;19;18;15;10;8,22;21;19;18;15;10;8,12;11;9;9;6;9;6,Cofilin-1,CFL1,sp|P23528|COF1_HUMAN Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3;tr|E9PP50|E9PP50_HUMAN Cofilin-1 (Fragment) OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=8;tr|E9PK25|E9PK25_HUMAN Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=1;tr|G3V1A4|G3V1A4_HUMAN,22,12,88,166
DTYMK,2.4817541324,0.000787660967023868,1,P23919;G5E9E9;H7BZ20;H7C3A4;H7C312,P23919;G5E9E9;H7BZ20,5;3;3;1;1,5;3;3;1;1,5;3;3;1;1,Thymidylate kinase,DTYMK,"sp|P23919|KTHY_HUMAN Thymidylate kinase OS=Homo sapiens OX=9606 GN=DTYMK PE=1 SV=4;tr|G5E9E9|G5E9E9_HUMAN Deoxythymidylate kinase (Thymidylate kinase), isoform CRA_d OS=Homo sapiens OX=9606 GN=DTYMK PE=1 SV=1;tr|H7BZ20|H7BZ20_HUMAN Thymidylate kinase (Frag",5,5,20.3,212
EEF1B2,1.4480687716,0.00377699922751924,1,P24534;C9JZW3;F8WF65;F2Z2G2,P24534,8;2;1;1,8;2;1;1,8;2;1;1,Elongation factor 1-beta,EEF1B2,sp|P24534|EF1B_HUMAN Elongation factor 1-beta OS=Homo sapiens OX=9606 GN=EEF1B2 PE=1 SV=3,8,8,34.7,225
ATP5F1,0.396922491,0.323739880903924,0,P24539;Q5QNZ2,P24539;Q5QNZ2,4;3,4;3,4;3,"ATP synthase F(0) complex subunit B1, mitochondrial",ATP5F1,"sp|P24539|AT5F1_HUMAN ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PB PE=1 SV=2;tr|Q5QNZ2|Q5QNZ2_HUMAN ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PB PE=1 SV=1",4,4,20.3,256
MCM3,0.4179441783,0.217269013836757,0,P25205;J3KQ69;A0A499FHX9;Q7Z6P5,P25205;J3KQ69;A0A499FHX9,20;13;13;2,20;13;13;2,20;13;13;2,DNA replication licensing factor MCM3,MCM3,sp|P25205|MCM3_HUMAN DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3;tr|J3KQ69|J3KQ69_HUMAN DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3;tr|A0A499FHX9|A0A499FHX9_HUMAN DNA replication licen,20,20,25.9,808
RPS12,-0.0179065252,0.942962555706845,0,P25398,P25398,13,13,13,40S ribosomal protein S12,RPS12,sp|P25398|RS12_HUMAN 40S ribosomal protein S12 OS=Homo sapiens OX=9606 GN=RPS12 PE=1 SV=3,13,13,84.1,132
ATP5A1,1.0910698719,0.134822168972037,0,P25705;K7EK77;K7ENJ4;K7ERX7;K7EJP1;K7EQH4;K7ESA0,P25705;K7EK77,45;24;19;17;14;8;2,45;24;19;17;14;8;2,45;24;19;17;14;8;2,"ATP synthase subunit alpha, mitochondrial",ATP5A1,"sp|P25705|ATPA_HUMAN ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1;tr|K7EK77|K7EK77_HUMAN ATP synthase subunit alpha, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",45,45,65.1,553
PSMA1,0.3276095472,0.305043927797405,0,P25786;F5GX11;B4DEV8,P25786;F5GX11,17;13;8,17;13;8,17;13;8,Proteasome subunit alpha type-1,PSMA1,sp|P25786|PSA1_HUMAN Proteasome subunit alpha type-1 OS=Homo sapiens OX=9606 GN=PSMA1 PE=1 SV=1;tr|F5GX11|F5GX11_HUMAN Proteasome endopeptidase complex OS=Homo sapiens OX=9606 GN=PSMA1 PE=1 SV=1,17,17,69.6,263
PSMA3,0.3138142102,0.386248793448629,0,P25788;G3V4X5;G3V3W4;G3V5N4;H0YJ03,P25788,11;5;2;2;1,11;5;2;2;1,11;5;2;2;1,Proteasome subunit alpha type-3,PSMA3,sp|P25788|PSA3_HUMAN Proteasome subunit alpha type-3 OS=Homo sapiens OX=9606 GN=PSMA3 PE=1 SV=2,11,11,51.4,255
ITGA3,0.5262540259,0.157148043702592,0,P26006;D6R9X8;K7EMU3,P26006,8;3;1,8;3;1,8;3;1,Integrin alpha-3;Integrin alpha-3 heavy chain;Integrin alpha-3 light chain,ITGA3,sp|P26006|ITA3_HUMAN Integrin alpha-3 OS=Homo sapiens OX=9606 GN=ITGA3 PE=1 SV=5,8,8,9,1051
MSN,0.2577470039,0.310825691116793,0,P26038;V9GZ54,P26038,47;11,47;11,35;8,Moesin,MSN,sp|P26038|MOES_HUMAN Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3,47,35,69.7,577
DDX6,2.4407579791,0.0824558853547055,0,P26196;Q8IV96,P26196,5;1,5;1,5;1,Probable ATP-dependent RNA helicase DDX6,DDX6,sp|P26196|DDX6_HUMAN Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens OX=9606 GN=DDX6 PE=1 SV=2,5,5,13.9,483
U2AF2,2.3254055874,0.0234673845248916,1,P26368,P26368,3,3,1,Splicing factor U2AF 65 kDa subunit,U2AF2,sp|P26368|U2AF2_HUMAN Splicing factor U2AF 65 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF2 PE=1 SV=4,3,1,8.2,475
RPL13,0.1047836055,0.651683281168146,0,P26373;J3QSB4;H3BTH3;H3BUK8;J3KS98,P26373;J3QSB4,17;12;5;2;2,17;12;5;2;2,17;12;5;2;2,60S ribosomal protein L13,RPL13,sp|P26373|RL13_HUMAN 60S ribosomal protein L13 OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=4;tr|J3QSB4|J3QSB4_HUMAN 60S ribosomal protein L13 (Fragment) OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=1,17,17,59.7,211
HMGB2,0.523507146,0.065589990102056,0,P26583;D6R9A6,P26583;D6R9A6,10;7,5;3,5;3,High mobility group protein B2,HMGB2,sp|P26583|HMGB2_HUMAN High mobility group protein B2 OS=Homo sapiens OX=9606 GN=HMGB2 PE=1 SV=2;tr|D6R9A6|D6R9A6_HUMAN High mobility group protein B2 (Fragment) OS=Homo sapiens OX=9606 GN=HMGB2 PE=1 SV=1,10,5,44,209
PTBP1,0.4238050194,0.137349488606141,0,P26599;A0A0U1RRM4;A6NLN1;A0A0D9SF20;K7EKJ7;A0A087WUW5;K7ES59;K7EK45;K7ELW5;A0A087WU68;O95758;X6R242,P26599;A0A0U1RRM4;A6NLN1;A0A0D9SF20,22;21;20;13;7;5;5;5;4;3;2;2,22;21;20;13;7;5;5;5;4;3;2;2,22;21;20;13;7;5;5;5;4;3;2;2,Polypyrimidine tract-binding protein 1,PTBP1,sp|P26599|PTBP1_HUMAN Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1;tr|A0A0U1RRM4|A0A0U1RRM4_HUMAN Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1;tr|A6NLN1|A6NLN1_HUMAN Polypyrimidine t,22,22,55,531
TARS,0.5783316042,0.0483725839365526,0,P26639;A2RTX5;D6R9F8;B7ZLP8;Q9BW92;D6RJ97;D6RHV7;D6RCS6;D6RCA5;D6RDJ6;F6S7Q7;U3KQG0,P26639,32;3;2;2;1;1;1;1;1;1;1;1,32;3;2;2;1;1;1;1;1;1;1;1,32;3;2;2;1;1;1;1;1;1;1;1,"Threonine--tRNA ligase, cytoplasmic",TARS,"sp|P26639|SYTC_HUMAN Threonine--tRNA ligase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TARS1 PE=1 SV=3",32,32,43.2,723
VARS,0.9331245955,0.0150730758912487,0,P26640;A0A140T936;A0A140T954;A2ABF4;A0A0G2JJT9;A0A140T904;H0Y426,P26640;A0A140T936,28;25;6;5;5;2;2,28;25;6;5;5;2;2,28;25;6;5;5;2;2,Valine--tRNA ligase,VARS,sp|P26640|SYVC_HUMAN Valine--tRNA ligase OS=Homo sapiens OX=9606 GN=VARS1 PE=1 SV=4;tr|A0A140T936|A0A140T936_HUMAN Valine--tRNA ligase (Fragment) OS=Homo sapiens OX=9606 GN=VARS1 PE=1 SV=1,28,28,29.4,1264
EEF1G,0.5840748876,0.0428621589552211,0,P26641,P26641,27,27,27,Elongation factor 1-gamma,EEF1G,sp|P26641|EF1G_HUMAN Elongation factor 1-gamma OS=Homo sapiens OX=9606 GN=EEF1G PE=1 SV=3,27,27,49.4,437
YWHAQ,0.4596069396,0.0936726624972758,0,P27348;E9PG15,P27348;E9PG15,21;16,15;13,15;13,14-3-3 protein theta,YWHAQ,sp|P27348|1433T_HUMAN 14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1;tr|E9PG15|E9PG15_HUMAN 14-3-3 protein theta (Fragment) OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1,21,15,61.2,245
RPL10,-0.3758898236,0.286981705382287,0,P27635;X1WI28;F8W7C6;A0A087WV22;Q96L21;H7C123;B8A6G2;H7C2C5;A6QRI9;H7C2U2,P27635;X1WI28;F8W7C6;A0A087WV22,17;16;14;14;7;6;6;6;6;1,17;16;14;14;7;6;6;6;6;1,17;16;14;14;7;6;6;6;6;1,60S ribosomal protein L10,RPL10,sp|P27635|RL10_HUMAN 60S ribosomal protein L10 OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=4;tr|X1WI28|X1WI28_HUMAN 60S ribosomal protein L10 (Fragment) OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=7;tr|F8W7C6|F8W7C6_HUMAN 60S ribosomal protein L10 OS=Homo sapien,17,17,71,214
APEX1,0.3611425341,0.503015305712735,0,P27695;G3V5Q1;G3V3M6;G3V5D9;A0A0C4DGK8;H7C4A8;G3V3C7;G3V5M0;G3V359,P27695;G3V5Q1;G3V3M6;G3V5D9;A0A0C4DGK8;H7C4A8;G3V3C7,8;6;6;4;4;4;4;3;3,8;6;6;4;4;4;4;3;3,8;6;6;4;4;4;4;3;3,"DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial",APEX1,sp|P27695|APEX1_HUMAN DNA-(apurinic or apyrimidinic site) endonuclease OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=2;tr|G3V5Q1|G3V5Q1_HUMAN DNA-(apurinic or apyrimidinic site) lyase (Fragment) OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=1;tr|G3V3M6|G3V3M6_HUMAN ,8,8,35.5,318
CALR,-0.315610968,0.476708137817621,0,P27797;K7EJB9;K7EL50,P27797;K7EJB9,17;12;1,17;12;1,17;12;1,Calreticulin,CALR,sp|P27797|CALR_HUMAN Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1;tr|K7EJB9|K7EJB9_HUMAN Calreticulin (Fragment) OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1,17,17,45.1,417
CANX,0.8478484949,0.0523681259989337,0,P27824;D6RDP7;D6RAU8;D6RB85;H0Y9Q7;D6RAQ8;D6RFL1;D6RGY2;D6RHJ3;D6RD16;H0Y9H1,P27824;D6RDP7,14;7;6;6;6;5;3;3;2;2;2,14;7;6;6;6;5;3;3;2;2;2,14;7;6;6;6;5;3;3;2;2;2,Calnexin,CANX,sp|P27824|CALX_HUMAN Calnexin OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=2;tr|D6RDP7|D6RDP7_HUMAN Calnexin (Fragment) OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=1,14,14,28.2,592
PSMA5,0.8628874806,0.0198480180020725,0,P28066,P28066,10,10,10,Proteasome subunit alpha type-5,PSMA5,sp|P28066|PSA5_HUMAN Proteasome subunit alpha type-5 OS=Homo sapiens OX=9606 GN=PSMA5 PE=1 SV=3,10,10,39,241
PSMB4,0.6926457607,0.0282519188335767,0,P28070,P28070,7,7,7,Proteasome subunit beta type-4,PSMB4,sp|P28070|PSB4_HUMAN Proteasome subunit beta type-4 OS=Homo sapiens OX=9606 GN=PSMB4 PE=1 SV=4,7,7,41.7,264
PSMB6,0.9920225136,0.00732157254516478,0,P28072;I3L3X7;A0A087X2I4,P28072,7;2;2,7;2;2,7;2;2,Proteasome subunit beta type-6,PSMB6,sp|P28072|PSB6_HUMAN Proteasome subunit beta type-6 OS=Homo sapiens OX=9606 GN=PSMB6 PE=1 SV=4,7,7,30.5,239
PSMB5,0.8922117527,0.0110628309745683,0,P28074;H0YJM8,P28074,9;4,9;4,9;4,Proteasome subunit beta type-5,PSMB5,sp|P28074|PSB5_HUMAN Proteasome subunit beta type-5 OS=Homo sapiens OX=9606 GN=PSMB5 PE=1 SV=3,9,9,38.8,263
MAPK1,0.9297793508,0.112998754979067,0,P28482,P28482,11,11,9,Mitogen-activated protein kinase 1,MAPK1,sp|P28482|MK01_HUMAN Mitogen-activated protein kinase 1 OS=Homo sapiens OX=9606 GN=MAPK1 PE=1 SV=3,11,9,37.5,360
LAP3,0.2162641114,0.542186376807511,0,P28838;H0Y9Q1;H0Y983,P28838,18;8;1,18;8;1,18;8;1,Cytosol aminopeptidase,LAP3,sp|P28838|AMPL_HUMAN Cytosol aminopeptidase OS=Homo sapiens OX=9606 GN=LAP3 PE=1 SV=3,18,18,48.4,519
IMPA1,0.7873511373,0.065129769408328,0,P29218;H0YBL1;E5RG13;E5RIP7;E5RG94;E5RHE9;E5RI82;E5RIF4;E5RGY4,P29218;H0YBL1;E5RG13;E5RIP7,6;5;4;4;2;2;2;1;1,6;5;4;4;2;2;2;1;1,6;5;4;4;2;2;2;1;1,Inositol monophosphatase 1,IMPA1,sp|P29218|IMPA1_HUMAN Inositol monophosphatase 1 OS=Homo sapiens OX=9606 GN=IMPA1 PE=1 SV=1;tr|H0YBL1|H0YBL1_HUMAN Inositol-1-monophosphatase (Fragment) OS=Homo sapiens OX=9606 GN=IMPA1 PE=1 SV=1;tr|E5RG13|E5RG13_HUMAN Inositol monophosphatase 1 (Fragment),6,6,27.8,277
TKT,1.603145959,0.00120077980841477,1,P29401;A0A0B4J1R6;E9PFF2;F8W888;F8WAX4,P29401;A0A0B4J1R6;E9PFF2,34;27;17;6;2,34;27;17;6;2,34;27;17;6;2,Transketolase,TKT,sp|P29401|TKT_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3;tr|A0A0B4J1R6|A0A0B4J1R6_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=1;tr|E9PFF2|E9PFF2_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=1,34,34,69.3,623
ERP29,0.0130349883,0.968252406584025,0,P30040;F8VY02;F8W1G0,P30040;F8VY02,13;9;2,13;9;2,13;9;2,Endoplasmic reticulum resident protein 29,ERP29,sp|P30040|ERP29_HUMAN Endoplasmic reticulum resident protein 29 OS=Homo sapiens OX=9606 GN=ERP29 PE=1 SV=4;tr|F8VY02|F8VY02_HUMAN Endoplasmic reticulum resident protein 29 OS=Homo sapiens OX=9606 GN=ERP29 PE=1 SV=1,13,13,48.3,261
PRDX6,-0.3389315689,0.207860132753933,0,P30041,P30041,19,19,19,Peroxiredoxin-6,PRDX6,sp|P30041|PRDX6_HUMAN Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3,19,19,79,224
BLVRB,-1.1705702712,0.00671384549539608,1,P30043;M0R192;A0A2R8YEP4;A0A2R8Y7Y9;M0QZL1,P30043;M0R192;A0A2R8YEP4,5;4;4;1;1,5;4;4;1;1,5;4;4;1;1,Flavin reductase (NADPH),BLVRB,sp|P30043|BLVRB_HUMAN Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3;tr|M0R192|M0R192_HUMAN Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=1;tr|A0A2R8YEP4|A0A2R8YEP4_HUMAN Flavin reductase (NADPH) OS=Homo sapiens OX=,5,5,27.2,206
PRDX5,0.2192331654,0.73112897604436,0,P30044,P30044,9,9,9,"Peroxiredoxin-5, mitochondrial",PRDX5,"sp|P30044|PRDX5_HUMAN Peroxiredoxin-5, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX5 PE=1 SV=4",9,9,44.9,214
PRDX3,-0.3591109262,0.356266979200511,0,P30048,P30048,9,9,9,"Thioredoxin-dependent peroxide reductase, mitochondrial",PRDX3,"sp|P30048|PRDX3_HUMAN Thioredoxin-dependent peroxide reductase, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX3 PE=1 SV=3",9,9,39.1,256
RPL12,0.6458670456,0.0326558952498891,0,P30050,P30050,11,11,11,60S ribosomal protein L12,RPL12,sp|P30050|RL12_HUMAN 60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1,11,11,67.3,165
ECHS1,1.431004538,0.0103005036320067,1,P30084,P30084,7,7,7,"Enoyl-CoA hydratase, mitochondrial",ECHS1,"sp|P30084|ECHM_HUMAN Enoyl-CoA hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ECHS1 PE=1 SV=4",7,7,28.6,290
CMPK1,1.3420844748,0.00224745277857824,1,P30085;Q5T0D2;A0A494BXC7,P30085;Q5T0D2,4;3;1,4;3;1,4;3;1,UMP-CMP kinase,CMPK1,sp|P30085|KCY_HUMAN UMP-CMP kinase OS=Homo sapiens OX=9606 GN=CMPK1 PE=1 SV=3;tr|Q5T0D2|Q5T0D2_HUMAN UMP-CMP kinase OS=Homo sapiens OX=9606 GN=CMPK1 PE=1 SV=1,4,4,30.1,196
PEBP1,0.3726059822,0.176682717158246,0,P30086,P30086,12,12,12,Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide,PEBP1,sp|P30086|PEBP1_HUMAN Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens OX=9606 GN=PEBP1 PE=1 SV=3,12,12,71.1,187
PDIA3,0.0956812064,0.668301412794692,0,P30101,P30101,27,27,21,Protein disulfide-isomerase A3,PDIA3,sp|P30101|PDIA3_HUMAN Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4,27,21,50.9,505
PPP2R1A,1.1369368528,0.0275165313692626,1,P30153;C9J9C1;B3KQV6;E9PH38;E9PPI5;E9PNM7;E9PHZ6,P30153;C9J9C1;B3KQV6,18;10;10;4;2;2;2,18;10;10;4;2;2;2,14;7;9;4;0;0;0,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,PPP2R1A,sp|P30153|2AAA_HUMAN Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R1A PE=1 SV=4;tr|C9J9C1|C9J9C1_HUMAN Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (Fr,18,14,36.2,589
PPIF,0.6451482643,0.0527803844559485,0,P30405;H0Y548;R4GN99,P30405;H0Y548;R4GN99,10;8;7,10;8;7,10;8;7,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial;Peptidyl-prolyl cis-trans isomerase",PPIF,"sp|P30405|PPIF_HUMAN Peptidyl-prolyl cis-trans isomerase F, mitochondrial OS=Homo sapiens OX=9606 GN=PPIF PE=1 SV=1;tr|H0Y548|H0Y548_HUMAN Peptidyl-prolyl cis-trans isomerase (Fragment) OS=Homo sapiens OX=9606 GN=PPIF PE=1 SV=1;tr|R4GN99|R4GN99_HUMAN Pepti",10,10,59.9,207
