Gene_names,SMU1_vs_BirA_logFC,SMU1_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_SMU1_N1,Peptides_SMU1_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_SMU1_N1,Razor___unique_peptides_SMU1_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_SMU1_N1,Unique_peptides_SMU1_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_SMU1_N1,Identification_type_SMU1_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_SMU1_N1,Ratio_H_L_SMU1_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_SMU1_N1,Ratio_H_L_normalized_SMU1_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____SMU1_N1,Ratio_H_L_variability_____SMU1_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_SMU1_N1,Ratio_H_L_count_SMU1_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_SMU1_N1,Ratio_H_L_iso_count_SMU1_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_SMU1_N1,Ratio_H_L_type_SMU1_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_SMU1_N1____,Sequence_coverage_SMU1_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_SMU1_N1,Intensity_L_SMU1_N1,Intensity_H_SMU1_N1,Intensity_SMU1_N2,Intensity_L_SMU1_N2,Intensity_H_SMU1_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_SMU1_N1,metacell_Intensity_L_SMU1_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
SND1,-1.15868354927333,0.0051108679004247,Q7KZF4;H7C597,Q7KZF4,34;9,34;9,34;9,Staphylococcal nuclease domain-containing protein 1,sp|Q7KZF4|SND1_HUMAN Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1,2,34,34,34,23,26,13,16,23,26,13,16,23,26,13,16,47.8,47.8,47.8,102.0,910,910;231,0.0,144.19,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33956,1.0385,29.673,77,33,Leave out requantified,0.29763,0.38218,0.15881,0.15574,1.0384,1.0206,0.16421,0.16793,18.912,29.86,94.203,99.809,24,28,12,13,7,1,12,13,Leave out requantified,Leave out requantified,Median,Median,38.2,40.4,20.1,25.2,4325100000,3303000000,1022100000,1256800000,940320000,316510000,1732700000,1209900000,522830000,688070000,599780000,88291000,647440000,552960000,94476000,,,,2128,43;971;1178;1726;2746;2818;2832;3486;3487;4227;4683;4910;5637;6355;7840;8574;8703;9232;9573;10946;11095;11403;11952;12019;12279;12744;13291;13652;15699;16058;16129;16578;16966;17352,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,48;1228;1229;1516;2201;3525;3618;3635;4435;4436;5326;5937;6255;7207;8137;10026;10944;11100;11756;12159;13813;13994;14356;15019;15099;15438;15981;16649;17077;19599;19600;20075;20161;20726;21183;21668,122;2948;2949;2950;2951;3640;3641;3642;5326;5327;5328;8312;8519;8520;8556;8557;10282;10283;12301;12302;12303;13666;14429;14430;14431;16614;18719;18720;18721;18722;18723;22991;22992;25208;25209;25582;27066;27930;27931;27932;27933;31618;31619;31620;31621;32029;32827;32828;32829;32830;32831;34305;34306;34307;34308;34471;34472;34473;35177;35178;36455;38055;38056;39073;39074;45084;45085;45086;45087;45088;45089;46245;46246;46247;46464;46465;46466;47762;47763;48793;48794;49884;49885;49886;49887,198;4961;4962;4963;4964;4965;6100;6101;6102;6103;9038;9039;9040;13883;14230;14231;14274;14275;14276;16890;16891;20164;20165;20166;20167;20168;20169;20170;22501;23654;23655;23656;23657;27138;30592;30593;30594;30595;30596;30597;30598;30599;37490;37491;37492;40971;40972;40973;40974;40975;40976;40977;40978;41604;43945;43946;43947;45150;45151;45152;45153;45154;51029;51030;51031;51032;51033;51034;51035;51036;51757;53049;53050;53051;53052;53053;53054;53055;53056;55489;55490;55491;55492;55493;55494;55495;55496;55730;55731;55732;55733;56790;56791;58925;61529;61530;61531;61532;63166;63167;63168;73419;73420;73421;73422;73423;73424;73425;73426;73427;73428;75361;75362;75363;75364;75365;75366;75367;75368;75369;75744;75745;75746;75747;75748;77880;79468;79469;79470;79471;79472;79473;79474;81188;81189;81190;81191;81192;81193;81194,198;4964;6100;9039;13883;14230;14275;16890;16891;20169;22501;23655;27138;30594;37492;40977;41604;43947;45154;51031;51757;53049;55495;55731;56790;58925;61530;63166;73421;75365;75744;77880;79474;81191,,,,,-1;-1,protein_2129,quanti,quanti,quanti,quanti
TRMT10C,0.218900861236129,0.787799151944867,Q7L0Y3;C9JVB6,Q7L0Y3;C9JVB6,4;3,4;3,4;3,Mitochondrial ribonuclease P protein 1,sp|Q7L0Y3|TM10C_HUMAN tRNA methyltransferase 10 homolog C OS=Homo sapiens OX=9606 GN=TRMT10C PE=1 SV=2;tr|C9JVB6|C9JVB6_HUMAN tRNA methyltransferase 10 homolog C (Fragment) OS=Homo sapiens OX=9606 GN=TRMT10C PE=1 SV=1,2,4,4,4,1,1,3,1,1,1,3,1,1,1,3,1,11.7,11.7,11.7,47.346,403,403;312,0.0,4.652,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34953,0.55408,68.64,6,5,Median,0.30544,0.35345,0.34566,0.50649,0.90575,0.86874,0.3907,0.58565,,,69.171,,1,1,3,1,1,0,3,1,Median,Median,Median,Median,4.2,4.2,7.4,2.5,145800000,109900000,35903000,26859000,18043000,8816100,30664000,21549000,9115700,70995000,56847000,14148000,17284000,13461000,3823000,,,,2130,2952;8985;11674;16631,True;True;True;True,3780;11463;14682;20796,8890;26421;26422;33565;47937;47938,14799;42893;42894;42895;54307;78144;78145,14799;42895;54307;78144,,,,,-1;-1,protein_2131,quanti,quanti,quanti,quanti
DHX30,1.88056669717071,0.0371289034260043,Q7L2E3;H7BXY3;F6R0H4,Q7L2E3;H7BXY3,9;7;2,9;7;2,9;7;2,Putative ATP-dependent RNA helicase DHX30,sp|Q7L2E3|DHX30_HUMAN ATP-dependent RNA helicase DHX30 OS=Homo sapiens OX=9606 GN=DHX30 PE=1 SV=1;tr|H7BXY3|H7BXY3_HUMAN ATP-dependent RNA helicase DHX30 OS=Homo sapiens OX=9606 GN=DHX30 PE=1 SV=1,3,9,9,9,2,2,8,3,2,2,8,3,2,2,8,3,8.4,8.4,8.4,133.94,1194,1194;1166;42,0.0,9.2919,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.52279,1.1092,158.1,12,6,Leave out requantified,0.41353,0.43791,0.21357,1.3055,0.94758,0.8919,0.23111,1.7614,30.144,22.973,298.81,295.21,2,2,6,2,0,0,5,1,Median,Median,Median,Median,2.5,2.5,6.6,2.7,1388400000,234420000,1154000000,25171000,16314000,8857100,31902000,22069000,9833200,1145900000,148170000,997760000,185410000,47869000,137540000,,,,2131,1183;2241;4136;4137;6808;7547;9732;11385;15683,True;True;True;True;True;True;True;True;True,1521;2863;5217;5218;8707;9621;12347;14327;19578,3655;6816;6817;12057;12058;20078;20079;22078;22079;28324;28325;32758;32759;32760;45034,6120;11516;19768;19769;32849;32850;36106;36107;45770;45771;52921;52922;52923;73345,6120;11516;19768;19769;32849;36107;45770;52923;73345,,,,,-1;-1;-1,protein_2132,quanti,quanti,quanti,quanti
EIF3M,0.65283746824058,0.4146349952633,Q7L2H7;H0YCQ8;E9PRI2;E7ESM3;E9PRY0;J3KNJ2,Q7L2H7,7;3;2;2;1;1,7;3;2;2;1;1,7;3;2;2;1;1,Eukaryotic translation initiation factor 3 subunit M,sp|Q7L2H7|EIF3M_HUMAN Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1,6,7,7,7,1,4,2,3,1,4,2,3,1,4,2,3,18.4,18.4,18.4,42.502,374,374;220;59;123;74;191,0.0,7.6826,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.39245,1.0363,101.32,7,4,Median,0.39245,0.41132,0.1545,0.68546,1.0556,1.0544,0.17223,0.7987,,17.496,,191.37,1,3,1,2,0,1,1,2,Median,Plateau,Median,Median,4.8,8.8,7.2,9.6,271180000,176560000,94616000,19605000,13361000,6243800,85240000,55903000,29338000,74291000,67635000,6656500,92043000,39665000,52378000,,,,2132,9174;9210;11599;12166;13885;13886;15738,True;True;True;True;True;True;True,11685;11727;14593;15287;17347;17348;19659,26924;27012;33352;33353;34876;39737;39738;39739;39740;45241,43727;43862;43863;53967;53968;56347;64282;64283;64284;64285;64286;64287;64288;73693,43727;43862;53967;56347;64286;64288;73693,,,,,-1;-1;-1;-1;-1;-1,protein_2133,quanti,quanti,quanti,quanti
CYFIP1,0.23502175468624,0.36933184346098,Q7L576;A0A0G2JRX2;A0A087WU52;A0A0G2JRV9;A0A087WWL1;A0A0G2JR96;A0A0G2JQT1,Q7L576,6;2;2;2;2;2;2,6;2;2;2;2;2;2,3;1;1;1;1;1;1,Cytoplasmic FMR1-interacting protein 1,sp|Q7L576|CYFP1_HUMAN Cytoplasmic FMR1-interacting protein 1 OS=Homo sapiens OX=9606 GN=CYFIP1 PE=1 SV=1,7,6,6,3,4,3,4,3,4,3,4,3,2,1,1,1,5.3,5.3,2.7,145.18,1253,1253;151;151;161;161;862;862,0.0,14.369,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33585,0.97885,50.805,13,7,Leave out requantified,0.28546,0.39512,0.16843,0.25927,0.92258,1.0386,0.19277,0.28496,83.575,18.143,36.5,96.017,4,3,3,3,1,0,3,3,Leave out requantified,Leave out requantified,Median,Median,3.4,2.7,3.3,3.0,435660000,328840000,106820000,101330000,67661000,33668000,96624000,68116000,28508000,104180000,90002000,14176000,133530000,103060000,30471000,,,,2134,1203;8576;9256;11024;14960;16847,True;True;True;True;True;True,1551;10946;11789;13907;18657;21040;21041,3740;25212;25213;25214;25215;27131;27132;31830;42826;42827;48492;48493;48494;48495;48496;48497,6281;40981;40982;40983;40984;40985;40986;40987;40988;40989;40990;44038;44039;51433;69673;69674;79027;79028;79029;79030;79031;79032;79033,6281;40983;44038;51433;69674;79030,,,,,-1;-1;-1;-1;-1;-1;-1,protein_2135,quanti,quanti,quanti,quanti
COMMD6,-20.5324597517542,5.42042532451389e-08,Q7Z4G1;B0QZ40,Q7Z4G1;B0QZ40,3;2,3;2,3;2,COMM domain-containing protein 6,sp|Q7Z4G1|COMD6_HUMAN COMM domain-containing protein 6 OS=Homo sapiens OX=9606 GN=COMMD6 PE=1 SV=1;tr|B0QZ40|B0QZ40_HUMAN COMM domain-containing protein 6 OS=Homo sapiens OX=9606 GN=COMMD6 PE=1 SV=1,2,3,3,3,3,3,0,0,3,3,0,0,3,3,0,0,56.5,56.5,56.5,9.638,85,85;100,0.0,4.7311,By MS/MS,By MS/MS,,,0.44039,1.0807,67.11,6,1,Leave out requantified,0.44179,0.55588,,,1.2345,1.082,,,76.894,57.866,,,3,3,0,0,1,0,0,0,Median,Leave out requantified,Median,Median,56.5,56.5,0.0,0.0,113180000,63152000,50031000,46086000,28668000,17418000,67097000,34484000,32613000,0,0,0,0,0,0,,,,2140,8527;10340;13272,True;True;True,10893;13090;16621,25086;25087;30023;30024;37986;37987,40803;40804;40805;48514;48515;48516;48517;61424;61425,40804;48516;61424,,,,,-1;-1,protein_2141,imputed MEC,imputed MEC,quanti,quanti
HUWE1,-1.21319424272362,0.00739421424809234,Q7Z6Z7;H0Y659,Q7Z6Z7;H0Y659,9;5,9;5,9;5,E3 ubiquitin-protein ligase HUWE1,sp|Q7Z6Z7|HUWE1_HUMAN E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=3;tr|H0Y659|H0Y659_HUMAN E3 ubiquitin-protein ligase HUWE1 (Fragment) OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=1,2,9,9,9,5,5,4,3,5,5,4,3,5,5,4,3,3.1,3.1,3.1,481.89,4374,4374;1197,0.0,10.787,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.61661,1.3177,44.083,14,4,Leave out requantified,0.46303,0.60689,0.55486,0.59363,1.3743,1.2783,0.63121,0.69074,56.49,16.853,73.454,96.353,5,5,2,2,1,1,1,1,Leave out requantified,Leave out requantified,Median,Median,1.6,1.9,1.1,0.9,379230000,246920000,132310000,136600000,84285000,52316000,133080000,78214000,54864000,55646000,42062000,13583000,53909000,42363000,11546000,,,,2143,3255;5854;7205;8563;9020;14618;14959;15848;15915,True;True;True;True;True;True;True;True;True,4159;7525;9177;10933;11503;18250;18656;19812;19895,9728;9729;9730;9731;17370;21105;21106;25178;25179;25180;25181;26500;41881;42825;45600;45806;45807,16076;16077;28412;34487;34488;34489;34490;34491;40937;40938;40939;40940;40941;40942;40943;40944;43005;68135;69672;74263;74632;74633,16077;28412;34488;40939;43005;68135;69672;74263;74632,,,,,-1;-1,protein_2144,quanti,quanti,quanti,quanti
PABPN1,-0.844320385148624,0.0142489310281193,Q86U42;B4DEH8;G3V4T2;H0YJH9,Q86U42;B4DEH8;G3V4T2,5;3;3;2,5;3;3;2,5;3;3;2,Polyadenylate-binding protein 2,sp|Q86U42|PABP2_HUMAN Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=3;tr|B4DEH8|B4DEH8_HUMAN Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=1;tr|G3V4T2|G3V4T2_HUMAN Polyadenylate-binding protein 2 OS=H,4,5,5,5,5,5,2,2,5,5,2,2,5,5,2,2,24.5,24.5,24.5,32.749,306,306;168;178;96,0.0,98.629,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.41785,1.1337,36.739,14,6,Leave out requantified,0.34134,0.51152,0.068941,0.11372,1.0401,1.2357,0.073571,0.12208,40.754,33.189,125.62,63.461,5,5,2,2,1,1,2,2,Leave out requantified,Leave out requantified,Median,Median,24.5,24.5,8.8,8.8,684760000,503880000,180890000,199310000,136870000,62441000,261980000,165090000,96891000,115500000,103630000,11868000,107970000,98281000,9686200,,,,2148,0;1;4518;13107;14796,True;True;True;True;True,0;1;5711;16413;18458,0;1;2;3;4;5;13147;13148;37497;37498;42331;42332;42333;42334,0;1;2;3;4;5;6;7;8;9;21619;21620;21621;21622;60646;60647;60648;60649;68802;68803;68804;68805;68806;68807;68808,2;9;21620;60649;68803,,,,,-1;-1;-1;-1,protein_2149,quanti,quanti,quanti,quanti
KTN1,-1.37468271511477,0.0456267912826156,Q86UP2;G3V4Y7;H0YJZ8;G3V5G2;B7Z6P3;H0YJP2;G3V5P0,Q86UP2;G3V4Y7,7;4;2;2;2;1;1,7;4;2;2;2;1;1,7;4;2;2;2;1;1,Kinectin,sp|Q86UP2|KTN1_HUMAN Kinectin OS=Homo sapiens OX=9606 GN=KTN1 PE=1 SV=1;tr|G3V4Y7|G3V4Y7_HUMAN Kinectin OS=Homo sapiens OX=9606 GN=KTN1 PE=1 SV=1,7,7,7,7,4,5,1,2,4,5,1,2,4,5,1,2,7.4,7.4,7.4,156.27,1357,1357;595;153;162;334;138;160,0.0,15.418,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.37247,1.0013,23.112,11,5,Leave out requantified,0.30925,0.41342,0.13797,0.073911,0.97331,1.0278,0.15318,0.079415,27.926,17.374,,93.077,4,4,1,2,1,1,1,2,Leave out requantified,Leave out requantified,Median,Median,4.3,5.3,1.3,2.1,323040000,237380000,85657000,110510000,77999000,32509000,122080000,79602000,42481000,28452000,24093000,4359100,61992000,55685000,6307300,,,,2149,1147;1567;3438;9411;9785;13823;16321,True;True;True;True;True;True;True,1476;2006;4380;11972;12415;17271;20387,3547;3548;4839;4840;4841;10176;10177;27520;28476;39515;46947;46948;46949,5918;5919;5920;5921;8194;8195;8196;16734;16735;16736;16737;16738;44573;45985;63891;76526;76527;76528,5920;8195;16735;44573;45985;63891;76527,,,,,-1;-1;-1;-1;-1;-1;-1,protein_2150,quanti,quanti,quanti,quanti
ALYREF,1.22619564250239,0.00903757478946137,Q86V81;E9PB61,Q86V81;E9PB61,7;5,7;5,7;5,THO complex subunit 4,sp|Q86V81|THOC4_HUMAN THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=3;tr|E9PB61|E9PB61_HUMAN THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=1,2,7,7,7,4,6,5,5,4,6,5,5,4,6,5,5,38.5,38.5,38.5,26.888,257,257;264,0.0,24.319,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.36158,1.0763,12.695,26,15,Leave out requantified,0.31766,0.39725,0.098307,0.090033,1.0483,1.0763,0.11273,0.11379,14.772,11.824,132.57,104.16,5,7,7,7,0,1,7,7,Leave out requantified,Leave out requantified,Median,Median,18.7,28.8,27.2,27.2,2361100000,2030500000,330620000,280860000,206360000,74502000,474430000,336280000,138150000,855310000,783600000,71705000,750520000,704260000,46262000,,,,2150,333;334;11591;12093;12156;12274;13236,True;True;True;True;True;True;True,405;406;14581;15194;15274;15432;16571;16572,980;981;982;983;984;985;986;987;33328;33329;34673;34846;34847;34848;34849;34850;35165;35166;37846;37847;37848;37849;37850;37851;37852;37853;37854;37855,1700;1701;1702;1703;1704;1705;1706;1707;1708;1709;1710;1711;1712;1713;1714;1715;53918;53919;53920;53921;56046;56047;56048;56303;56304;56305;56306;56307;56308;56776;56777;61191;61192;61193;61194;61195;61196;61197;61198;61199;61200;61201;61202;61203;61204;61205;61206;61207;61208;61209;61210;61211;61212,1707;1711;53921;56047;56306;56777;61199,,,,,-1;-1,protein_2151,quanti,quanti,quanti,quanti
CAND1,0.983411891210292,0.200693726194779,Q86VP6;A0A0C4DGH5;O75155;F5H6I6;A0A3B3ISC4;F8WBB8;H0YH27,Q86VP6;A0A0C4DGH5,8;6;1;1;1;1;1,8;6;1;1;1;1;1,8;6;1;1;1;1;1,Cullin-associated NEDD8-dissociated protein 1,sp|Q86VP6|CAND1_HUMAN Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens OX=9606 GN=CAND1 PE=1 SV=2;tr|A0A0C4DGH5|A0A0C4DGH5_HUMAN Cullin-associated NEDD8-dissociated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=CAND1 PE=1 SV=1,7,8,8,8,3,2,6,3,3,2,6,3,3,2,6,3,9.3,9.3,9.3,136.37,1230,1230;770;1236;54;89;110;442,0.0,14.919,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.23395,0.24014,100.25,13,10,Median,0.30318,0.29653,0.15602,0.13264,1.0148,0.82326,0.1648,0.13684,8.8311,,64.473,42.622,3,1,6,3,1,0,6,3,Median,Median,Median,Median,3.0,2.3,7.3,3.8,601120000,492060000,109060000,152850000,109970000,42886000,56349000,43632000,12718000,236280000,206460000,29826000,155640000,132000000,23631000,,,,2151,1637;3006;4197;6966;8952;10683;14992;15157,True;True;True;True;True;True;True;True,2083;3843;5287;8887;11425;13502;18693;18903,5030;5031;5032;5033;5034;5035;9010;12212;20468;26336;26337;30922;30923;42904;43389;43390,8516;8517;8518;8519;8520;8521;8522;8523;14966;20005;33474;33475;42751;42752;42753;49949;49950;69811;69812;69813;70650;70651,8523;14966;20005;33474;42753;49950;69813;70650,,,,,-1;-1;-1;-1;-1;-1;-1,protein_2152,quanti,quanti,quanti,quanti
CXorf67,1.34208766895778,0.161114030906968,Q86X51,Q86X51,5,5,5,Uncharacterized protein CXorf67,sp|Q86X51|EZHIP_HUMAN EZH inhibitory protein OS=Homo sapiens OX=9606 GN=EZHIP PE=1 SV=1,1,5,5,5,2,1,2,3,2,1,2,3,2,1,2,3,11.3,11.3,11.3,51.893,503,503,0.0,8.7189,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.23327,0.24115,113.43,7,5,Median,0.32322,0.46928,0.10258,0.16505,0.9713,1.1461,0.11829,0.16565,63.628,,31.046,53.112,2,1,2,2,0,1,2,2,Median,Median,Median,Median,4.8,1.8,4.6,9.1,413300000,348790000,64502000,109470000,75922000,33546000,30031000,21622000,8408900,160180000,146880000,13298000,113620000,104370000,9249200,,,,2155,2716;4456;7091;13488;13596,True;True;True;True;True,3483;5630;5631;9041;16886;17012,8216;12968;12969;12970;12971;20816;20817;38618;38899,13744;21323;21324;21325;21326;34024;34025;62465;62880,13744;21325;34025;62465;62880,,,,,-1,protein_2156,quanti,quanti,quanti,quanti
CARM1,-0.0820562573085439,0.774094140668083,Q86X55;K7EK20;K7EPK1;K7EQB9;K7EQA8,Q86X55,5;2;2;1;1,5;2;2;1;1,5;2;2;1;1,Histone-arginine methyltransferase CARM1,sp|Q86X55|CARM1_HUMAN Histone-arginine methyltransferase CARM1 OS=Homo sapiens OX=9606 GN=CARM1 PE=1 SV=3,5,5,5,5,5,5,3,3,5,5,3,3,5,5,3,3,15.6,15.6,15.6,65.853,608,608;120;161;176;343,0.0,15.432,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34999,0.92437,36.231,17,10,Leave out requantified,0.32263,0.45143,0.11791,0.12121,0.93957,1.25,0.1701,0.13792,16.863,23.335,32.325,84.34,5,6,3,3,1,4,3,2,Leave out requantified,Median,Plateau,Median,15.6,15.6,11.3,11.3,731860000,572970000,158890000,158910000,114090000,44823000,218120000,153480000,64633000,196210000,177410000,18794000,158620000,127990000,30637000,,,,2156,11;593;1412;9175;13679,True;True;True;True;True,12;730;1812;11686;17109,29;30;31;32;33;1736;1737;1738;1739;4376;4377;4378;4379;26925;26926;39152;39153,50;51;52;53;54;55;56;57;2897;2898;2899;2900;2901;7423;7424;7425;7426;7427;7428;7429;7430;7431;7432;7433;7434;7435;7436;43728;43729;63290;63291;63292;63293,56;2897;7426;43728;63290,,,,,-1;-1;-1;-1;-1,protein_2157,quanti,quanti,quanti,quanti
NIT1,-20.1706775886864,5.97791237102603e-08,Q86X76,Q86X76,2,2,2,Nitrilase homolog 1,sp|Q86X76|NIT1_HUMAN Deaminated glutathione amidase OS=Homo sapiens OX=9606 GN=NIT1 PE=1 SV=2,1,2,2,2,2,2,0,0,2,2,0,0,2,2,0,0,7.6,7.6,7.6,35.896,327,327,0.0,3.8678,By MS/MS,By MS/MS,,,0.44082,1.0376,1.3666,4,0,Leave out requantified,0.40218,0.48316,,,1.0104,1.0656,,,0.30495,3.0381,,,2,2,0,0,0,0,0,0,Median,Median,Median,Median,7.6,7.6,0.0,0.0,72400000,49058000,23342000,34034000,22795000,11239000,38366000,26264000,12102000,0,0,0,0,0,0,,,,2157,1750;6105,True;True,2227;7838,5373;5374;18066;18067,9109;9110;9111;29489;29490,9111;29489,,,,,-1,protein_2158,imputed MEC,imputed MEC,quanti,quanti
HIST2H2AB,1.28585281620172,0.368506940844097,Q8IUE6,Q8IUE6,9,2,2,Histone H2A type 2-B,sp|Q8IUE6|H2A2B_HUMAN Histone H2A type 2-B OS=Homo sapiens OX=9606 GN=H2AC21 PE=1 SV=3,1,9,2,2,7,7,3,2,1,1,1,1,1,1,1,1,70.8,28.5,28.5,13.995,130,130,0.0,4.1065,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.20002,0.65978,50.018,6,2,Median,0.17883,0.35473,0.2127,0.13471,0.65978,0.91893,0.4428,0.25563,10.388,20.136,,,2,2,1,1,0,0,1,1,Median,Median,Median,Median,70.8,70.8,30.0,12.3,1680000000,1444900000,235050000,409900000,317380000,92512000,86270000,58571000,27699000,230140000,180790000,49344000,953690000,888190000,65499000,,,,2161,672;673;5749;5750;7484;9007;13693;15441;15442,False;False;True;True;False;False;False;False;False,830;831;832;7367;7368;7369;9537;11490;17123;19261;19262,1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;17011;17012;17013;17014;17015;17016;17017;21873;21874;26473;39189;39190;39191;39192;44228;44229;44230;44231;44232;44233;44234;44235;44236;44237,3295;3296;3297;3298;3299;3300;3301;3302;3303;3304;3305;3306;3307;3308;3309;3310;3311;3312;3313;3314;3315;3316;3317;3318;3319;3320;3321;3322;3323;27861;27862;27863;27864;27865;27866;27867;27868;27869;27870;27871;27872;35744;42965;63347;63348;63349;63350;63351;63352;72053;72054;72055;72056;72057;72058;72059;72060;72061;72062;72063;72064;72065;72066,3299;3323;27865;27867;35744;42965;63351;72053;72056,,,,,-1,protein_2162,quanti,quanti,quanti,quanti
AHNAK2,-2.13723437942475,0.0074473583277935,Q8IVF2,Q8IVF2,6,6,6,Protein AHNAK2,sp|Q8IVF2|AHNK2_HUMAN Protein AHNAK2 OS=Homo sapiens OX=9606 GN=AHNAK2 PE=1 SV=2,1,6,6,6,4,3,2,2,4,3,2,2,4,3,2,2,5.5,5.5,5.5,616.62,5795,5795,0.0,6.2845,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.69017,1.8982,17.292,12,6,Leave out requantified,0.66474,0.73235,2.7825,0.51844,2.1465,1.9942,3.154,0.58534,56.116,8.6534,187.01,9.5098,4,4,2,2,0,3,2,1,Leave out requantified,Median,Median,Median,5.4,4.6,1.3,1.4,390180000,221280000,168900000,111420000,52444000,58976000,194870000,124110000,70768000,42591000,18979000,23612000,41294000,25748000,15546000,,,,2162,3858;5189;9695;10771;10866;16192,True;True;True;True;True;True,4889;6629;12302;13604;13720;20233,11338;11339;15294;15295;28230;31142;31417;31418;31419;31420;31421;46619,18580;18581;18582;18583;18584;25075;45624;50287;50710;50711;50712;50713;50714;50715;50716;50717;50718;76000,18583;25075;45624;50287;50715;76000,,,,,-1,protein_2163,quanti,quanti,quanti,quanti
