KATNB1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
VIM,0.5341205135,0.00383782826942328,0,P08670;B0YJC4;B0YJC5;A0A1B0GTT5;A0A1B0GVG8;P41219;H7C5W5;P07197;Q16352;F8W835;E7EMV2;E7ESP9;P12036;P07196,P08670;B0YJC4;B0YJC5,69;63;35;14;6;5;5;2;2;2;2;2;1;1,69;63;35;14;6;5;5;2;2;2;2;2;1;1,64;58;32;12;6;4;4;0;0;2;0;0;0;0,Vimentin,VIM,sp|P08670|VIME_HUMAN Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4;tr|B0YJC4|B0YJC4_HUMAN Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=1;tr|B0YJC5|B0YJC5_HUMAN Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=1,69,64,90.1,466
ANXA5,-0.3287429175,0.0167197704567786,0,P08758;D6RBL5;E9PHT9;D6RBE9;D6RCN3,P08758;D6RBL5;E9PHT9;D6RBE9,21;14;12;12;3,21;14;12;12;3,21;14;12;12;3,Annexin A5;Annexin,ANXA5,sp|P08758|ANXA5_HUMAN Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2;tr|D6RBL5|D6RBL5_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=1;tr|E9PHT9|E9PHT9_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=1;tr|D6RBE9|D6RBE9_HUMAN Annexin O,21,21,61.6,320
ENO2,-0.6035638824,0.00862792551863347,0,P09104;F5H0C8;F5H1C3;U3KQQ1;U3KQP4,P09104;F5H0C8,24;18;5;2;1,20;15;4;2;1,18;13;4;1;1,Gamma-enolase;Enolase,ENO2,sp|P09104|ENOG_HUMAN Gamma-enolase OS=Homo sapiens OX=9606 GN=ENO2 PE=1 SV=3;tr|F5H0C8|F5H0C8_HUMAN Gamma-enolase OS=Homo sapiens OX=9606 GN=ENO2 PE=1 SV=1,24,18,63.6,434
GSTP1,-0.2523578173,0.151530817606457,0,P09211;A8MX94;A0A087X2E9;A0A2R8Y5E5;A0A087X243,P09211;A8MX94,19;17;5;2;1,19;17;5;2;1,19;17;5;2;1,Glutathione S-transferase P,GSTP1,sp|P09211|GSTP1_HUMAN Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=2;tr|A8MX94|A8MX94_HUMAN Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=1,19,19,72.9,210
SNRPC,0.1692934385,0.380179327658102,0,P09234;A0A0A0MRR7,P09234;A0A0A0MRR7,3;2,3;2,3;2,U1 small nuclear ribonucleoprotein C,SNRPC,sp|P09234|RU1C_HUMAN U1 small nuclear ribonucleoprotein C OS=Homo sapiens OX=9606 GN=SNRPC PE=1 SV=1;tr|A0A0A0MRR7|A0A0A0MRR7_HUMAN U1 small nuclear ribonucleoprotein C OS=Homo sapiens OX=9606 GN=SNRPC PE=1 SV=1,3,3,20.1,159
LGALS1,-0.2782595491,0.0985148592179995,0,P09382;F8WEI7,P09382,15;2,15;2,15;2,Galectin-1,LGALS1,sp|P09382|LEG1_HUMAN Galectin-1 OS=Homo sapiens OX=9606 GN=LGALS1 PE=1 SV=2,15,15,99.3,135
QDPR,-0.0714283755,0.453448795792776,0,P09417;B7Z415;D6RGG7;H0Y8F7;D6RHJ7,P09417;B7Z415;D6RGG7,7;4;4;3;1,7;4;4;3;1,7;4;4;3;1,Dihydropteridine reductase,QDPR,sp|P09417|DHPR_HUMAN Dihydropteridine reductase OS=Homo sapiens OX=9606 GN=QDPR PE=1 SV=2;tr|B7Z415|B7Z415_HUMAN Dihydropteridine reductase OS=Homo sapiens OX=9606 GN=QDPR PE=1 SV=1;tr|D6RGG7|D6RGG7_HUMAN Dihydropteridine reductase OS=Homo sapiens OX=9606 ,7,7,34.8,244
HMGB1,-0.2090817177,0.0626936373381694,0,P09429;Q5T7C4;B2RPK0,P09429;Q5T7C4,15;14;6,15;14;6,11;11;3,High mobility group protein B1,HMGB1,sp|P09429|HMGB1_HUMAN High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=3;tr|Q5T7C4|Q5T7C4_HUMAN High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=1,15,11,43.7,215
CLTA,0.1074343062,0.254678124121073,0,P09496;C9J8P9;F8WF69,P09496;C9J8P9;F8WF69,8;6;5,8;6;5,8;6;5,Clathrin light chain A,CLTA,sp|P09496|CLCA_HUMAN Clathrin light chain A OS=Homo sapiens OX=9606 GN=CLTA PE=1 SV=1;tr|C9J8P9|C9J8P9_HUMAN Clathrin light chain OS=Homo sapiens OX=9606 GN=CLTA PE=1 SV=1;tr|F8WF69|F8WF69_HUMAN Clathrin light chain OS=Homo sapiens OX=9606 GN=CLTA PE=1 SV=,8,8,25.8,248
ANXA4,-0.6521536473,0.0257267404147197,0,P09525;Q6P452;B4E1S2,P09525;Q6P452,11;10;5,11;10;5,11;10;5,Annexin A4;Annexin,ANXA4,sp|P09525|ANXA4_HUMAN Annexin A4 OS=Homo sapiens OX=9606 GN=ANXA4 PE=1 SV=4;tr|Q6P452|Q6P452_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA4 PE=1 SV=1,11,11,38.2,319
DLD,-0.1349104954,0.25887402483909,0,P09622;E9PEX6;F8WDM5;A0A1W2PR83;F2Z2E3,P09622;E9PEX6,19;17;4;4;4,19;17;4;4;4,19;17;4;4;4,"Dihydrolipoyl dehydrogenase, mitochondrial;Dihydrolipoyl dehydrogenase",DLD,"sp|P09622|DLDH_HUMAN Dihydrolipoyl dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=2;tr|E9PEX6|E9PEX6_HUMAN Dihydrolipoyl dehydrogenase OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=1",19,19,41.3,509
SNRPA1,0.3112909455,0.0754164070716374,0,P09661;H0YMA0;H0YKK0;H0YLR3,P09661;H0YMA0;H0YKK0,8;5;5;3,8;5;5;3,8;5;5;3,U2 small nuclear ribonucleoprotein A,SNRPA1,sp|P09661|RU2A_HUMAN U2 small nuclear ribonucleoprotein A OS=Homo sapiens OX=9606 GN=SNRPA1 PE=1 SV=2;tr|H0YMA0|H0YMA0_HUMAN U2 small nuclear ribonucleoprotein A (Fragment) OS=Homo sapiens OX=9606 GN=SNRPA1 PE=1 SV=1;tr|H0YKK0|H0YKK0_HUMAN Small nuclear ,8,8,29.8,255
PARP1,-0.2131521498,0.0531626095835577,0,P09874;Q5VX84;Q5VX85,P09874,30;3;3,30;3;3,30;3;3,Poly [ADP-ribose] polymerase 1,PARP1,sp|P09874|PARP1_HUMAN Poly [ADP-ribose] polymerase 1 OS=Homo sapiens OX=9606 GN=PARP1 PE=1 SV=4,30,30,39.8,1014
LTA4H,0.134733608,0.284512131649635,0,P09960;B4DEH5,P09960,15;1,15;1,15;1,Leukotriene A-4 hydrolase,LTA4H,sp|P09960|LKHA4_HUMAN Leukotriene A-4 hydrolase OS=Homo sapiens OX=9606 GN=LTA4H PE=1 SV=2,15,15,33.6,611
ALDOC,-0.2555024195,0.270077380266348,0,P09972;K7EKH5;J3KSV6;J3QKP5;A8MVZ9;C9J8F3,P09972;K7EKH5;J3KSV6;J3QKP5;A8MVZ9,6;3;3;3;3;2,2;2;2;2;2;1,2;2;2;2;2;1,Fructose-bisphosphate aldolase C;Fructose-bisphosphate aldolase,ALDOC,sp|P09972|ALDOC_HUMAN Fructose-bisphosphate aldolase C OS=Homo sapiens OX=9606 GN=ALDOC PE=1 SV=2;tr|K7EKH5|K7EKH5_HUMAN Fructose-bisphosphate aldolase C (Fragment) OS=Homo sapiens OX=9606 GN=ALDOC PE=1 SV=1;tr|J3KSV6|J3KSV6_HUMAN Fructose-bisphosphate ald,6,2,25.5,364
H2AFV;H2AFZ,-0.4784763484,0.0315658451646515,0,Q71UI9;P0C0S5;C9J0D1;A0A494C189;C9J386,Q71UI9;P0C0S5;C9J0D1;A0A494C189,8;8;6;6;2,6;6;4;4;1,6;6;4;4;1,Histone H2A.V;Histone H2A.Z;Histone H2A,H2AFV;H2AFZ,sp|Q71UI9|H2AV_HUMAN Histone H2A.V OS=Homo sapiens OX=9606 GN=H2AZ2 PE=1 SV=3;sp|P0C0S5|H2AZ_HUMAN Histone H2A.Z OS=Homo sapiens OX=9606 GN=H2AZ1 PE=1 SV=2;tr|C9J0D1|C9J0D1_HUMAN Histone H2A OS=Homo sapiens OX=9606 GN=H2AZ2 PE=1 SV=1;tr|A0A494C189|A0A494C1,8,6,58.6,128
U2AF1,0.0145912282,0.879544153361531,0,Q01081;P0DN76;A0A1B0GW87;M0R2N4;K7EJH3;K7EJM7,Q01081;P0DN76;A0A1B0GW87;M0R2N4,6;6;4;4;2;2,6;6;4;4;2;2,2;2;0;0;0;0,Splicing factor U2AF 35 kDa subunit,U2AF1,sp|Q01081|U2AF1_HUMAN Splicing factor U2AF 35 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF1 PE=1 SV=3;sp|P0DN76|U2AF5_HUMAN Splicing factor U2AF 35 kDa subunit-like protein OS=Homo sapiens OX=9606 GN=U2AF1L5 PE=1 SV=1;tr|A0A1B0GW87|A0A1B0GW87_HUMAN Splicing,6,2,22.5,240
CALM2;CALM3;CALM1,0.0706817312,0.503268221672493,0,P0DP25;P0DP24;P0DP23;A0A590UK56;E7EMB3;M0QZ52;F8WBR5;G3V479;Q96HY3;G3V361;A0A590UJI2;A0A590UJC0;G3V226;P27482;P02585;C9J7T9,P0DP25;P0DP24;P0DP23;A0A590UK56;E7EMB3;M0QZ52;F8WBR5;G3V479;Q96HY3,8;8;8;6;6;5;4;4;4;3;3;2;2;1;1;1,8;8;8;6;6;5;4;4;4;3;3;2;2;1;1;1,8;8;8;6;6;5;4;4;4;3;3;2;2;1;1;1,,CALM2;CALM3;CALM1,sp|P0DP25|CALM3_HUMAN Calmodulin-3 OS=Homo sapiens OX=9606 GN=CALM3 PE=1 SV=1;sp|P0DP24|CALM2_HUMAN Calmodulin-2 OS=Homo sapiens OX=9606 GN=CALM2 PE=1 SV=1;sp|P0DP23|CALM1_HUMAN Calmodulin-1 OS=Homo sapiens OX=9606 GN=CALM1 PE=1 SV=1;tr|A0A590UK56|A0A590UK,8,8,60.4,149
TUBA3E,-0.1605578044,0.359923255170234,0,P0DPH8;P0DPH7;Q6PEY2;V9GZ17;F8W0F6;C9K0S6;C9JDL2;F8VXZ7,P0DPH8;P0DPH7;Q6PEY2,33;33;24;10;3;2;2;1,3;3;3;0;0;0;0;0,3;3;3;0;0;0;0;0,Tubulin alpha-3E chain,TUBA3E,sp|P0DPH8|TBA3D_HUMAN Tubulin alpha-3D chain OS=Homo sapiens OX=9606 GN=TUBA3D PE=1 SV=1;sp|P0DPH7|TBA3C_HUMAN Tubulin alpha-3C chain OS=Homo sapiens OX=9606 GN=TUBA3C PE=1 SV=1;sp|Q6PEY2|TBA3E_HUMAN Tubulin alpha-3E chain OS=Homo sapiens OX=9606 GN=TUBA3E,33,3,68.4,450
GAA,-0.8130415863,0.00684161359920581,0,P10253;I3L0S5;I3L3L3,P10253,12;2;2,12;2;2,12;2;2,Lysosomal alpha-glucosidase;76 kDa lysosomal alpha-glucosidase;70 kDa lysosomal alpha-glucosidase,GAA,sp|P10253|LYAG_HUMAN Lysosomal alpha-glucosidase OS=Homo sapiens OX=9606 GN=GAA PE=1 SV=4,12,12,16.7,952
HIST1H1E;HIST1H1D,-0.6436445464,0.00330330697454873,0,P10412;P16402;P22492;P16401,P10412;P16402,15;12;4;2,15;12;4;2,4;1;0;0,Histone H1.4;Histone H1.3,HIST1H1E;HIST1H1D,sp|P10412|H14_HUMAN Histone H1.4 OS=Homo sapiens OX=9606 GN=H1-4 PE=1 SV=2;sp|P16402|H13_HUMAN Histone H1.3 OS=Homo sapiens OX=9606 GN=H1-3 PE=1 SV=2,15,4,36.5,219
TXN,0.1119066244,0.467757063792608,0,P10599,P10599,6,6,6,Thioredoxin,TXN,sp|P10599|THIO_HUMAN Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3,6,6,43.8,105
COX5B,-0.3395182607,0.0288869703518645,0,P10606,P10606,4,4,4,"Cytochrome c oxidase subunit 5B, mitochondrial",COX5B,"sp|P10606|COX5B_HUMAN Cytochrome c oxidase subunit 5B, mitochondrial OS=Homo sapiens OX=9606 GN=COX5B PE=1 SV=2",4,4,30.2,129
CTSA,0.8327337722,0.00743769874806466,0,P10619;X6R5C5;X6R8A1;Q5JZH0,P10619;X6R5C5;X6R8A1,5;5;5;1,5;5;5;1,5;5;5;1,Lysosomal protective protein;Lysosomal protective protein 32 kDa chain;Lysosomal protective protein 20 kDa chain;Carboxypeptidase,CTSA,sp|P10619|PPGB_HUMAN Lysosomal protective protein OS=Homo sapiens OX=9606 GN=CTSA PE=1 SV=2;tr|X6R5C5|X6R5C5_HUMAN Carboxypeptidase OS=Homo sapiens OX=9606 GN=CTSA PE=1 SV=1;tr|X6R8A1|X6R8A1_HUMAN Carboxypeptidase OS=Homo sapiens OX=9606 GN=CTSA PE=1 SV=1,5,5,13.5,480
PRKAR1A,-1.8258702207,0.0748798947332861,0,P10644;K7EPB2;K7EQK3;K7EMU2;X6RAV4;K7EMZ6;K7EM13;K7EIE5;K7EID3;K7EJ40;K7EK41;P31321;K7EKR1;K7EPR5;H7BYW5;C9JSK5,P10644;K7EPB2,6;4;2;2;2;2;2;2;2;2;2;1;1;1;1;1,6;4;2;2;2;2;2;2;2;2;2;1;1;1;1;1,6;4;2;2;2;2;2;2;2;2;2;1;1;1;1;1,"cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed",PRKAR1A,sp|P10644|KAP0_HUMAN cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR1A PE=1 SV=1;tr|K7EPB2|K7EPB2_HUMAN cAMP-dependent protein kinase type I-alpha regulatory subunit (Fragment) OS=Homo sapiens OX=9606 GN=PRKAR,6,6,21.3,381
ESD,0.0419170991,0.792967615439618,0,P10768;U3KQT1;X6RA14;H7BZT7,P10768;U3KQT1;X6RA14;H7BZT7,14;13;11;10,14;13;11;10,14;13;11;10,S-formylglutathione hydrolase,ESD,"sp|P10768|ESTD_HUMAN S-formylglutathione hydrolase OS=Homo sapiens OX=9606 GN=ESD PE=1 SV=2;tr|U3KQT1|U3KQT1_HUMAN Esterase D/formylglutathione hydrolase, isoform CRA_c OS=Homo sapiens OX=9606 GN=ESD PE=1 SV=2;tr|X6RA14|X6RA14_HUMAN S-formylglutathione hyd",14,14,55.7,282
HSPD1,0.5073693829,0.00456759992302514,0,P10809;E7ESH4;E7EXB4;C9JL25;C9JL19;C9JCQ4;C9J0S9,P10809,52;17;16;8;6;6;1,52;17;16;8;6;6;1,52;17;16;8;6;6;1,"60 kDa heat shock protein, mitochondrial",HSPD1,"sp|P10809|CH60_HUMAN 60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2",52,52,71.9,573
HSPA5,0.1960700805,0.0699310000591204,0,P11021,P11021,40,39,39,78 kDa glucose-regulated protein,HSPA5,sp|P11021|BIP_HUMAN Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2,40,39,56.1,654
HSPA8,0.4917729764,0.00953053304800128,0,P11142;E9PKE3;E9PN89;E9PNE6;A8K7Q2;E9PLF4;E9PQQ4;E9PQK7;E9PK54;E9PPY6;E9PI65;E9PN25;P54652;E9PS65;E9PM13,P11142;E9PKE3;E9PN89;E9PNE6,56;51;40;36;27;24;23;23;23;17;17;15;12;7;3,56;51;40;36;27;24;23;23;23;17;17;15;12;7;3,51;46;37;32;25;21;21;21;21;15;14;13;7;7;3,Heat shock cognate 71 kDa protein,HSPA8,sp|P11142|HSP7C_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1;tr|E9PKE3|E9PKE3_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1;tr|E9PN89|E9PN89_HUMAN Heat shock cognate 71 kDa protein ,56,51,61.8,646
SLC2A1,0.2352528905,0.310623410505157,0,P11166,P11166,3,3,3,"Solute carrier family 2, facilitated glucose transporter member 1",SLC2A1,"sp|P11166|GTR1_HUMAN Solute carrier family 2, facilitated glucose transporter member 1 OS=Homo sapiens OX=9606 GN=SLC2A1 PE=1 SV=2",3,3,5.5,492
SLC2A3;SLC2A14,-1.5331655274,0.000501262014630711,1,P11169;Q8TDB8,P11169;Q8TDB8,2;2,2;2,2;2,"Solute carrier family 2, facilitated glucose transporter member 3;Solute carrier family 2, facilitated glucose transporter member 14",SLC2A3;SLC2A14,"sp|P11169|GTR3_HUMAN Solute carrier family 2, facilitated glucose transporter member 3 OS=Homo sapiens OX=9606 GN=SLC2A3 PE=1 SV=1;sp|Q8TDB8|GTR14_HUMAN Solute carrier family 2, facilitated glucose transporter member 14 OS=Homo sapiens OX=9606 GN=SLC2A14 P",2,2,5.8,496
UMPS,0.5199787329,0.00581966619918007,0,P11172;E9PFD2;F2Z3P2;F2Z303;F8WDG4,P11172;E9PFD2,8;4;3;3;3,8;4;3;3;3,8;4;3;3;3,Uridine 5-monophosphate synthase;Orotate phosphoribosyltransferase;Orotidine 5-phosphate decarboxylase,UMPS,sp|P11172|UMPS_HUMAN Uridine 5-monophosphate synthase OS=Homo sapiens OX=9606 GN=UMPS PE=1 SV=1;tr|E9PFD2|E9PFD2_HUMAN Uridine 5-monophosphate synthase OS=Homo sapiens OX=9606 GN=UMPS PE=1 SV=1,8,8,23.3,480
PDHB,-0.0832525386,0.536881076200944,0,P11177;C9J634;F8WF02,P11177;C9J634;F8WF02,12;8;6,12;8;6,12;8;6,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",PDHB,"sp|P11177|ODPB_HUMAN Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=PDHB PE=1 SV=3;tr|C9J634|C9J634_HUMAN Pyruvate dehydrogenase E1 component subunit beta OS=Homo sapiens OX=9606 GN=PDHB PE=1 SV=1;tr|F8WF02|F8WF0",12,12,43.7,359
RALB;RALA,0.0020037964,0.983082039896917,0,P11234;P11233;F8WEQ6;C9JPE8;C9JYR1;H7C3P7;C9J6B1;C9JQB3,P11234;P11233,3;3;1;1;1;1;1;1,3;3;1;1;1;1;1;1,3;3;1;1;1;1;1;1,Ras-related protein Ral-B;Ras-related protein Ral-A,RALB;RALA,sp|P11234|RALB_HUMAN Ras-related protein Ral-B OS=Homo sapiens OX=9606 GN=RALB PE=1 SV=1;sp|P11233|RALA_HUMAN Ras-related protein Ral-A OS=Homo sapiens OX=9606 GN=RALA PE=1 SV=1,3,3,11.2,206
LAMP1,-0.4502322388,0.0080129076841292,0,P11279,P11279,4,4,4,Lysosome-associated membrane glycoprotein 1,LAMP1,sp|P11279|LAMP1_HUMAN Lysosome-associated membrane glycoprotein 1 OS=Homo sapiens OX=9606 GN=LAMP1 PE=1 SV=3,4,4,11.3,417
TOP2A,0.5032983741,0.00501961756317307,0,P11388;J3KTB7,P11388,24;3,24;3,18;1,DNA topoisomerase 2-alpha,TOP2A,sp|P11388|TOP2A_HUMAN DNA topoisomerase 2-alpha OS=Homo sapiens OX=9606 GN=TOP2A PE=1 SV=3,24,18,21.2,1531
G6PD,-0.4733837502,0.0657315625968792,0,P11413;E7EUI8;E9PD92;E7EM57,P11413;E7EUI8;E9PD92;E7EM57,29;17;16;16,29;17;16;16,29;17;16;16,Glucose-6-phosphate 1-dehydrogenase,G6PD,sp|P11413|G6PD_HUMAN Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=4;tr|E7EUI8|E7EUI8_HUMAN Glucose-6-phosphate 1-dehydrogenase (Fragment) OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=8;tr|E9PD92|E9PD92_HUMAN Glucose-6-phosphate 1-,29,29,64.9,515
IGF2R,-0.9782509785,0.0026357680706677,0,P11717;S4R328,P11717,5;1,5;1,5;1,Cation-independent mannose-6-phosphate receptor,IGF2R,sp|P11717|MPRI_HUMAN Cation-independent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=IGF2R PE=1 SV=3,5,5,2.5,2491
ADH5,-0.0483778774,0.823641551379731,0,P11766;D6RFE4;H0YAG8;D6RAY0;D6R9G2,P11766;D6RFE4;H0YAG8,8;5;4;3;3,8;5;4;3;3,8;5;4;3;3,Alcohol dehydrogenase class-3,ADH5,sp|P11766|ADHX_HUMAN Alcohol dehydrogenase class-3 OS=Homo sapiens OX=9606 GN=ADH5 PE=1 SV=4;tr|D6RFE4|D6RFE4_HUMAN Alcohol dehydrogenase class-3 OS=Homo sapiens OX=9606 GN=ADH5 PE=1 SV=1;tr|H0YAG8|H0YAG8_HUMAN Alcohol dehydrogenase class-3 (Fragment) OS=H,8,8,21.9,374
PRPS2,0.3546062181,0.0267807843163199,0,P11908;A6NMS2;D3YTJ7,P11908,8;3;3,1;1;1,1;1;1,Ribose-phosphate pyrophosphokinase 2,PRPS2,sp|P11908|PRPS2_HUMAN Ribose-phosphate pyrophosphokinase 2 OS=Homo sapiens OX=9606 GN=PRPS2 PE=1 SV=2,8,1,36.5,318
PABPC1,0.2073691414,0.14804105865062,0,P11940;E7EQV3;A0A087WTT1;E7ERJ7;H0YAR2;Q9H361;H0YBN4;E5RGH3;E5RJB9;H0YAP2;E5RH24;H0YB86;H0YB75;Q4VXU2;H0YAS6;H0YAS7;E5RHG7;Q5JQF8;Q96DU9;H0YC10;E5RGC4;H0YAW6;E5RFD8,P11940;E7EQV3;A0A087WTT1;E7ERJ7,31;30;30;28;15;14;10;9;9;8;8;7;5;5;5;3;3;2;2;2;1;1;1,31;30;30;28;15;14;10;9;9;8;8;7;5;5;5;3;3;2;2;2;1;1;1,20;19;19;18;11;11;4;3;3;8;3;5;4;4;4;2;1;1;2;2;1;1;1,Polyadenylate-binding protein 1;Polyadenylate-binding protein,PABPC1,sp|P11940|PABP1_HUMAN Polyadenylate-binding protein 1 OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=2;tr|E7EQV3|E7EQV3_HUMAN Polyadenylate-binding protein OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=1;tr|A0A087WTT1|A0A087WTT1_HUMAN Polyadenylate-binding protein ,31,20,50.8,636
PCNA,-0.2884427011,0.0783822876946907,0,P12004,P12004,19,19,19,Proliferating cell nuclear antigen,PCNA,sp|P12004|PCNA_HUMAN Proliferating cell nuclear antigen OS=Homo sapiens OX=9606 GN=PCNA PE=1 SV=1,19,19,59.4,261
COX6A1,-0.5262430435,0.00422653725790308,0,P12074;H0YIV9,P12074;H0YIV9,2;1,2;1,2;1,"Cytochrome c oxidase subunit 6A1, mitochondrial",COX6A1,"sp|P12074|CX6A1_HUMAN Cytochrome c oxidase subunit 6A1, mitochondrial OS=Homo sapiens OX=9606 GN=COX6A1 PE=1 SV=4;tr|H0YIV9|H0YIV9_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=3 SV=1",2,2,43.1,109
HARS,0.3734539186,0.0252366049662955,0,P12081;B3KWE1;B4DDD8;E7ETE2;B4E1C5;A0A2R8Y5P7;P49590;A0A2R8Y3N3;A0A2R8Y6I1;D6RJE6;A0A2R8YCI2;A0A2R8Y4X6;A0A2R8Y5E8;D6RF05;A0A2R8YFR1;D6RB22;B4DQ67,P12081;B3KWE1;B4DDD8;E7ETE2;B4E1C5,11;9;8;7;6;3;3;3;3;2;2;2;2;2;1;1;1,11;9;8;7;6;3;3;3;3;2;2;2;2;2;1;1;1,11;9;8;7;6;3;3;3;3;2;2;2;2;2;1;1;1,"Histidine--tRNA ligase, cytoplasmic",HARS,"sp|P12081|HARS1_HUMAN Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=HARS1 PE=1 SV=2;tr|B3KWE1|B3KWE1_HUMAN Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=HARS1 PE=1 SV=1;tr|B4DDD8|B4DDD8_HUMAN Histidine--tRNA ligase, cytopl",11,11,21.8,509
SLC25A6,0.0999888888,0.40966455277964,0,P12236,P12236,24,8,5,"ADP/ATP translocase 3;ADP/ATP translocase 3, N-terminally processed",SLC25A6,sp|P12236|ADT3_HUMAN ADP/ATP translocase 3 OS=Homo sapiens OX=9606 GN=SLC25A6 PE=1 SV=4,24,5,60.4,298
IMPDH2,0.1903141316,0.0946705427480106,0,P12268;H0Y4R1;E7ETK5;P20839;C9K0R9;A0A3B3IRL5;C9J381,P12268;H0Y4R1,35;33;13;1;1;1;1,35;33;13;1;1;1;1,35;33;13;1;1;1;1,Inosine-5-monophosphate dehydrogenase 2,IMPDH2,sp|P12268|IMDH2_HUMAN Inosine-5-monophosphate dehydrogenase 2 OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=2;tr|H0Y4R1|H0Y4R1_HUMAN Inosine-5-monophosphate dehydrogenase 2 (Fragment) OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=1,35,35,65.6,514
TPR,-0.1338586779,0.304257179811383,0,P12270,P12270,8,8,8,Nucleoprotein TPR,TPR,sp|P12270|TPR_HUMAN Nucleoprotein TPR OS=Homo sapiens OX=9606 GN=TPR PE=1 SV=3,8,8,5,2363
CKB,-0.0172225018,0.846915949189136,0,P12277;G3V4N7;H0YJG0;H0YJK0;G3V461,P12277;G3V4N7,8;4;3;1;1,8;4;3;1;1,8;4;3;1;1,Creatine kinase B-type,CKB,sp|P12277|KCRB_HUMAN Creatine kinase B-type OS=Homo sapiens OX=9606 GN=CKB PE=1 SV=1;tr|G3V4N7|G3V4N7_HUMAN Creatine kinase B-type (Fragment) OS=Homo sapiens OX=9606 GN=CKB PE=1 SV=1,8,8,38.1,381
ANXA3,0.2898487067,0.107552131459624,0,P12429;D6RA82;D6RFG5;D6RCA8;D6RAZ8;D6RFJ9,P12429;D6RA82;D6RFG5,10;9;5;4;2;1,10;9;5;4;2;1,10;9;5;4;2;1,Annexin A3;Annexin,ANXA3,sp|P12429|ANXA3_HUMAN Annexin A3 OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=3;tr|D6RA82|D6RA82_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=1;tr|D6RFG5|D6RFG5_HUMAN Annexin (Fragment) OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=1,10,10,33.4,323
