DCAF11_vs_BirA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
MYL3;MYL1,-0.0732114293,0.674874003752152,0,P08590;P05976,P08590;P05976,2;1,2;1,2;1,"Myosin light chain 3;Myosin light chain 1/3, skeletal muscle isoform",MYL3;MYL1,"sp|P08590|MYL3_HUMAN Myosin light chain 3 OS=Homo sapiens OX=9606 GN=MYL3 PE=1 SV=3;sp|P05976|MYL1_HUMAN Myosin light chain 1/3, skeletal muscle isoform OS=Homo sapiens OX=9606 GN=MYL1 PE=1 SV=3",2,2,15.9,195
SNRNP70,-0.2683479801,0.175816558062734,0,P08621;M0QYR1,P08621;M0QYR1,4;2,4;2,4;2,U1 small nuclear ribonucleoprotein 70 kDa,SNRNP70,sp|P08621|RU17_HUMAN U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens OX=9606 GN=SNRNP70 PE=1 SV=2;tr|M0QYR1|M0QYR1_HUMAN U1 small nuclear ribonucleoprotein 70 kDa (Fragment) OS=Homo sapiens OX=9606 GN=SNRNP70 PE=1 SV=1,4,4,8,437
VIM,0.3678486795,0.0185558407846728,0,P08670;B0YJC4;B0YJC5;A0A1B0GTT5;A0A1B0GVG8;P41219;H7C5W5;Q16352;E7EMV2;P07197;F8W835;E7ESP9;Q8N1N4;CON__Q8N1N4-2;CON__Q7RTT2;P12036;U3KPR1;P07196;K7EKH9;K7ELP4;B4DIR1,P08670;B0YJC4,67;61;33;15;7;5;5;2;2;2;2;2;1;1;1;1;1;1;1;1;1,67;61;33;15;7;5;5;2;2;2;2;2;1;1;1;1;1;1;1;1;1,62;56;30;13;7;4;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0,Vimentin,VIM,sp|P08670|VIME_HUMAN Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4;tr|B0YJC4|B0YJC4_HUMAN Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=1,67,62,91.8,466
ANXA5,-0.0910907322,0.373351717862654,0,P08758;D6RBL5;E9PHT9;D6RBE9;D6RCN3,P08758;D6RBL5;E9PHT9;D6RBE9,17;11;10;10;3,17;11;10;10;3,17;11;10;10;3,Annexin A5;Annexin,ANXA5,sp|P08758|ANXA5_HUMAN Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2;tr|D6RBL5|D6RBL5_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=1;tr|E9PHT9|E9PHT9_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=1;tr|D6RBE9|D6RBE9_HUMAN Annexin O,17,17,47.5,320
ENO2,-0.673000952,0.00521039988204474,0,P09104;F5H0C8;F5H1C3;U3KQQ1;U3KQP4,P09104;F5H0C8,20;15;5;2;1,16;13;4;2;1,15;12;4;1;1,Gamma-enolase;Enolase,ENO2,sp|P09104|ENOG_HUMAN Gamma-enolase OS=Homo sapiens OX=9606 GN=ENO2 PE=1 SV=3;tr|F5H0C8|F5H0C8_HUMAN Gamma-enolase OS=Homo sapiens OX=9606 GN=ENO2 PE=1 SV=1,20,15,49.5,434
GSTP1,-0.0781812283,0.626362125362439,0,P09211;A8MX94;A0A087X2E9;A0A2R8Y5E5;A0A087X243,P09211;A8MX94,17;15;5;2;1,17;15;5;2;1,17;15;5;2;1,Glutathione S-transferase P,GSTP1,sp|P09211|GSTP1_HUMAN Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=2;tr|A8MX94|A8MX94_HUMAN Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=1,17,17,72.9,210
SNRPC,0.1407316511,0.576433906959611,0,P09234;A0A0A0MRR7,P09234;A0A0A0MRR7,2;1,2;1,2;1,U1 small nuclear ribonucleoprotein C,SNRPC,sp|P09234|RU1C_HUMAN U1 small nuclear ribonucleoprotein C OS=Homo sapiens OX=9606 GN=SNRPC PE=1 SV=1;tr|A0A0A0MRR7|A0A0A0MRR7_HUMAN U1 small nuclear ribonucleoprotein C OS=Homo sapiens OX=9606 GN=SNRPC PE=1 SV=1,2,2,12.6,159
LGALS1,0.2155465353,0.188154279864658,0,P09382;F8WEI7,P09382,17;2,17;2,17;2,Galectin-1,LGALS1,sp|P09382|LEG1_HUMAN Galectin-1 OS=Homo sapiens OX=9606 GN=LGALS1 PE=1 SV=2,17,17,99.3,135
QDPR,0.0067892302,0.962360724339695,0,P09417;B7Z415;D6RGG7;H0Y8F7;D6RHJ7,P09417;B7Z415;D6RGG7,6;3;3;2;1,6;3;3;2;1,6;3;3;2;1,Dihydropteridine reductase,QDPR,sp|P09417|DHPR_HUMAN Dihydropteridine reductase OS=Homo sapiens OX=9606 GN=QDPR PE=1 SV=2;tr|B7Z415|B7Z415_HUMAN Dihydropteridine reductase OS=Homo sapiens OX=9606 GN=QDPR PE=1 SV=1;tr|D6RGG7|D6RGG7_HUMAN Dihydropteridine reductase OS=Homo sapiens OX=9606 ,6,6,28.7,244
HMGB1,-0.2000369768,0.0789276842568492,0,P09429;Q5T7C4;B2RPK0,P09429;Q5T7C4,14;12;5,14;12;5,9;9;2,High mobility group protein B1,HMGB1,sp|P09429|HMGB1_HUMAN High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=3;tr|Q5T7C4|Q5T7C4_HUMAN High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=1,14,9,44.7,215
CLTA,0.1048275017,0.547585862836348,0,P09496;C9J8P9;F8WF69,P09496;C9J8P9;F8WF69,8;5;5,8;5;5,8;5;5,Clathrin light chain A,CLTA,sp|P09496|CLCA_HUMAN Clathrin light chain A OS=Homo sapiens OX=9606 GN=CLTA PE=1 SV=1;tr|C9J8P9|C9J8P9_HUMAN Clathrin light chain OS=Homo sapiens OX=9606 GN=CLTA PE=1 SV=1;tr|F8WF69|F8WF69_HUMAN Clathrin light chain OS=Homo sapiens OX=9606 GN=CLTA PE=1 SV=,8,8,25.8,248
ANXA4,-0.4448027506,0.0941719698949528,0,P09525;Q6P452;B4E1S2,P09525;Q6P452,11;10;5,11;10;5,11;10;5,Annexin A4;Annexin,ANXA4,sp|P09525|ANXA4_HUMAN Annexin A4 OS=Homo sapiens OX=9606 GN=ANXA4 PE=1 SV=4;tr|Q6P452|Q6P452_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA4 PE=1 SV=1,11,11,38.9,319
DLD,-0.2258221546,0.0570748014567356,0,P09622;E9PEX6;F8WDM5;A0A1W2PR83;F2Z2E3,P09622;E9PEX6,15;14;2;2;2,15;14;2;2;2,15;14;2;2;2,"Dihydrolipoyl dehydrogenase, mitochondrial;Dihydrolipoyl dehydrogenase",DLD,"sp|P09622|DLDH_HUMAN Dihydrolipoyl dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=2;tr|E9PEX6|E9PEX6_HUMAN Dihydrolipoyl dehydrogenase OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=1",15,15,35.4,509
SNRPA1,0.2208498436,0.174910273411334,0,P09661;H0YMA0;H0YLR3;H0YKK0,P09661;H0YMA0;H0YLR3;H0YKK0,8;6;4;4,8;6;4;4,8;6;4;4,U2 small nuclear ribonucleoprotein A,SNRPA1,sp|P09661|RU2A_HUMAN U2 small nuclear ribonucleoprotein A OS=Homo sapiens OX=9606 GN=SNRPA1 PE=1 SV=2;tr|H0YMA0|H0YMA0_HUMAN U2 small nuclear ribonucleoprotein A (Fragment) OS=Homo sapiens OX=9606 GN=SNRPA1 PE=1 SV=1;tr|H0YLR3|H0YLR3_HUMAN U2 small nucle,8,8,30.6,255
PARP1,-0.2755799008,0.0481664938192894,0,P09874;Q5VX84;Q5VX85,P09874,22;3;3,22;3;3,22;3;3,Poly [ADP-ribose] polymerase 1,PARP1,sp|P09874|PARP1_HUMAN Poly [ADP-ribose] polymerase 1 OS=Homo sapiens OX=9606 GN=PARP1 PE=1 SV=4,22,22,28.7,1014
LTA4H,-0.0224106497,0.84227038313778,0,P09960;B4DEH5,P09960,11;2,11;2,11;2,Leukotriene A-4 hydrolase,LTA4H,sp|P09960|LKHA4_HUMAN Leukotriene A-4 hydrolase OS=Homo sapiens OX=9606 GN=LTA4H PE=1 SV=2,11,11,22.7,611
H2AFV;H2AFZ,-0.3873613702,0.0562983587833759,0,Q71UI9;P0C0S5;C9J0D1;A0A494C189;C9J386,Q71UI9;P0C0S5;C9J0D1;A0A494C189,8;8;6;6;2,6;6;4;4;1,6;6;4;4;1,Histone H2A.V;Histone H2A.Z;Histone H2A,H2AFV;H2AFZ,sp|Q71UI9|H2AV_HUMAN Histone H2A.V OS=Homo sapiens OX=9606 GN=H2AZ2 PE=1 SV=3;sp|P0C0S5|H2AZ_HUMAN Histone H2A.Z OS=Homo sapiens OX=9606 GN=H2AZ1 PE=1 SV=2;tr|C9J0D1|C9J0D1_HUMAN Histone H2A OS=Homo sapiens OX=9606 GN=H2AZ2 PE=1 SV=1;tr|A0A494C189|A0A494C1,8,6,58.6,128
UQCRFS1;UQCRFS1P1,-0.5320648074,0.123058625052418,0,P47985;P0C7P4,P47985;P0C7P4,3;3,3;3,3;3,"Cytochrome b-c1 complex subunit Rieske, mitochondrial;Cytochrome b-c1 complex subunit 11;Putative cytochrome b-c1 complex subunit Rieske-like protein 1",UQCRFS1;UQCRFS1P1,"sp|P47985|UCRI_HUMAN Cytochrome b-c1 complex subunit Rieske, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRFS1 PE=1 SV=2;sp|P0C7P4|UCRIL_HUMAN Putative cytochrome b-c1 complex subunit Rieske-like protein 1 OS=Homo sapiens OX=9606 GN=UQCRFS1P1 PE=5 SV=1",3,3,16.8,274
U2AF1,-0.2022340828,0.106648595730118,0,Q01081;P0DN76;A0A1B0GW87;M0R2N4,Q01081;P0DN76,4;4;1;1,4;4;1;1,3;3;0;0,Splicing factor U2AF 35 kDa subunit,U2AF1,sp|Q01081|U2AF1_HUMAN Splicing factor U2AF 35 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF1 PE=1 SV=3;sp|P0DN76|U2AF5_HUMAN Splicing factor U2AF 35 kDa subunit-like protein OS=Homo sapiens OX=9606 GN=U2AF1L5 PE=1 SV=1,4,3,25.8,240
CALM2;CALM3;CALM1,-0.1163435156,0.314904908400867,0,P0DP25;P0DP24;P0DP23;F8WBR5;M0QZ52;G3V479;A0A590UK56;E7EMB3;G3V361;A0A590UJI2;Q96HY3;P27482;P02585;A0A590UJC0;G3V226;C9J7T9,P0DP25;P0DP24;P0DP23;F8WBR5;M0QZ52;G3V479;A0A590UK56;E7EMB3,6;6;6;4;4;4;4;4;2;2;2;1;1;1;1;1,6;6;6;4;4;4;4;4;2;2;2;1;1;1;1;1,6;6;6;4;4;4;4;4;2;2;2;1;1;1;1;1,,CALM2;CALM3;CALM1,sp|P0DP25|CALM3_HUMAN Calmodulin-3 OS=Homo sapiens OX=9606 GN=CALM3 PE=1 SV=1;sp|P0DP24|CALM2_HUMAN Calmodulin-2 OS=Homo sapiens OX=9606 GN=CALM2 PE=1 SV=1;sp|P0DP23|CALM1_HUMAN Calmodulin-1 OS=Homo sapiens OX=9606 GN=CALM1 PE=1 SV=1;tr|F8WBR5|F8WBR5_HUMAN,6,6,45.6,149
TUBA3E,-0.1142415131,0.504550559079518,0,P0DPH8;P0DPH7;Q6PEY2,P0DPH8;P0DPH7;Q6PEY2,34;34;25,4;4;4,4;4;4,Tubulin alpha-3E chain,TUBA3E,sp|P0DPH8|TBA3D_HUMAN Tubulin alpha-3D chain OS=Homo sapiens OX=9606 GN=TUBA3D PE=1 SV=1;sp|P0DPH7|TBA3C_HUMAN Tubulin alpha-3C chain OS=Homo sapiens OX=9606 GN=TUBA3C PE=1 SV=1;sp|Q6PEY2|TBA3E_HUMAN Tubulin alpha-3E chain OS=Homo sapiens OX=9606 GN=TUBA3E,34,4,62.4,450
GAA,-0.8033684852,0.0087066043128778,0,P10253;I3L0S5;I3L3L3,P10253,7;1;1,7;1;1,7;1;1,Lysosomal alpha-glucosidase;76 kDa lysosomal alpha-glucosidase;70 kDa lysosomal alpha-glucosidase,GAA,sp|P10253|LYAG_HUMAN Lysosomal alpha-glucosidase OS=Homo sapiens OX=9606 GN=GAA PE=1 SV=4,7,7,9.3,952
HIST1H1E;HIST1H1D,-0.6017734401,0.00581298732339954,0,P10412;P16402;P16401;P22492,P10412;P16402,21;18;6;4,21;18;6;4,4;1;0;0,Histone H1.4;Histone H1.3,HIST1H1E;HIST1H1D,sp|P10412|H14_HUMAN Histone H1.4 OS=Homo sapiens OX=9606 GN=H1-4 PE=1 SV=2;sp|P16402|H13_HUMAN Histone H1.3 OS=Homo sapiens OX=9606 GN=H1-3 PE=1 SV=2,21,4,45.2,219
TXN,-0.1556302781,0.331167586701527,0,P10599,P10599,3,3,3,Thioredoxin,TXN,sp|P10599|THIO_HUMAN Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3,3,3,39,105
COX5B,-0.4007646778,0.1228963524103,0,P10606,P10606,4,4,4,"Cytochrome c oxidase subunit 5B, mitochondrial",COX5B,"sp|P10606|COX5B_HUMAN Cytochrome c oxidase subunit 5B, mitochondrial OS=Homo sapiens OX=9606 GN=COX5B PE=1 SV=2",4,4,30.2,129
CTSA,-1.3158657416,0.00375879317336255,1,P10619;X6R8A1;X6R5C5,P10619;X6R8A1;X6R5C5,2;2;2,2;2;2,2;2;2,Lysosomal protective protein;Lysosomal protective protein 32 kDa chain;Lysosomal protective protein 20 kDa chain;Carboxypeptidase,CTSA,sp|P10619|PPGB_HUMAN Lysosomal protective protein OS=Homo sapiens OX=9606 GN=CTSA PE=1 SV=2;tr|X6R8A1|X6R8A1_HUMAN Carboxypeptidase OS=Homo sapiens OX=9606 GN=CTSA PE=1 SV=1;tr|X6R5C5|X6R5C5_HUMAN Carboxypeptidase OS=Homo sapiens OX=9606 GN=CTSA PE=1 SV=1,2,2,5.6,480
PRKAR1A,-1.9032167829,0.0671622714380573,0,P10644;K7EPB2;K7EM13;P31321;K7EKR1;K7EPR5;K7EQK3;K7EMU2;X6RAV4;K7EMZ6;K7EIE5;K7EID3;K7EJ40;K7EK41;H7BYW5;C9JSK5,P10644;K7EPB2;K7EM13,4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1,4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1,4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1,"cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed",PRKAR1A,sp|P10644|KAP0_HUMAN cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR1A PE=1 SV=1;tr|K7EPB2|K7EPB2_HUMAN cAMP-dependent protein kinase type I-alpha regulatory subunit (Fragment) OS=Homo sapiens OX=9606 GN=PRKAR,4,4,11.5,381
ESD,0.1047790664,0.531867711249039,0,P10768;U3KQT1;X6RA14;H7BZT7,P10768;U3KQT1;X6RA14;H7BZT7,13;12;10;9,13;12;10;9,13;12;10;9,S-formylglutathione hydrolase,ESD,"sp|P10768|ESTD_HUMAN S-formylglutathione hydrolase OS=Homo sapiens OX=9606 GN=ESD PE=1 SV=2;tr|U3KQT1|U3KQT1_HUMAN Esterase D/formylglutathione hydrolase, isoform CRA_c OS=Homo sapiens OX=9606 GN=ESD PE=1 SV=2;tr|X6RA14|X6RA14_HUMAN S-formylglutathione hyd",13,13,55.7,282
HSPD1,0.4226259135,0.0101558365184488,0,P10809;E7ESH4;E7EXB4;C9JL25;C9JCQ4;C9JL19;C9J0S9,P10809,54;20;19;10;8;7;1,54;20;19;10;8;7;1,54;20;19;10;8;7;1,"60 kDa heat shock protein, mitochondrial",HSPD1,"sp|P10809|CH60_HUMAN 60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2",54,54,68.8,573
HSPA5,0.1979482287,0.0888706733644405,0,P11021,P11021,33,31,31,78 kDa glucose-regulated protein,HSPA5,sp|P11021|BIP_HUMAN Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2,33,31,50.5,654
HSPA8,0.60967188,0.0048903075640193,0,P11142;E9PKE3;E9PN89;E9PNE6;E9PLF4;A8K7Q2;E9PQQ4;E9PQK7;E9PK54;E9PI65;E9PPY6;E9PN25;P54652;E9PS65;E9PM13,P11142;E9PKE3;E9PN89;E9PNE6,54;49;40;33;24;24;23;23;23;18;17;15;14;4;2,54;49;40;33;24;24;23;23;23;18;17;15;14;4;2,48;43;37;28;20;22;20;20;20;14;14;12;8;4;2,Heat shock cognate 71 kDa protein,HSPA8,sp|P11142|HSP7C_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1;tr|E9PKE3|E9PKE3_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1;tr|E9PN89|E9PN89_HUMAN Heat shock cognate 71 kDa protein ,54,48,61.6,646
UMPS,0.2891204602,0.0493518215166748,0,P11172;F2Z3P2;F2Z303;F8WDG4;E9PFD2,P11172,5;1;1;1;1,5;1;1;1;1,5;1;1;1;1,Uridine 5-monophosphate synthase;Orotate phosphoribosyltransferase;Orotidine 5-phosphate decarboxylase,UMPS,sp|P11172|UMPS_HUMAN Uridine 5-monophosphate synthase OS=Homo sapiens OX=9606 GN=UMPS PE=1 SV=1,5,5,14.2,480
PDHB,-0.2333031217,0.168728070629328,0,P11177;C9J634;F8WF02,P11177;C9J634;F8WF02,9;6;5,9;6;5,9;6;5,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",PDHB,"sp|P11177|ODPB_HUMAN Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=PDHB PE=1 SV=3;tr|C9J634|C9J634_HUMAN Pyruvate dehydrogenase E1 component subunit beta OS=Homo sapiens OX=9606 GN=PDHB PE=1 SV=1;tr|F8WF02|F8WF0",9,9,33.1,359
RALB;RALA,-0.005204985,0.958972326488162,0,P11234;P11233;F8WEQ6;C9JPE8;C9JYR1;H7C3P7;C9J6B1;C9JQB3,P11234;P11233;F8WEQ6;C9JPE8;C9JYR1;H7C3P7;C9J6B1;C9JQB3,2;2;1;1;1;1;1;1,2;2;1;1;1;1;1;1,2;2;1;1;1;1;1;1,Ras-related protein Ral-B;Ras-related protein Ral-A,RALB;RALA,sp|P11234|RALB_HUMAN Ras-related protein Ral-B OS=Homo sapiens OX=9606 GN=RALB PE=1 SV=1;sp|P11233|RALA_HUMAN Ras-related protein Ral-A OS=Homo sapiens OX=9606 GN=RALA PE=1 SV=1;tr|F8WEQ6|F8WEQ6_HUMAN Ras-related protein Ral-B OS=Homo sapiens OX=9606 GN=RA,2,2,11.2,206
LAMP1,-0.5117276741,0.00801947434973066,0,P11279,P11279,4,4,4,Lysosome-associated membrane glycoprotein 1,LAMP1,sp|P11279|LAMP1_HUMAN Lysosome-associated membrane glycoprotein 1 OS=Homo sapiens OX=9606 GN=LAMP1 PE=1 SV=3,4,4,11.3,417
TOP2A,-0.1780008707,0.331276906967014,0,P11388;E9PCY5;J3KTB7,P11388,16;4;3,16;4;3,12;0;1,DNA topoisomerase 2-alpha,TOP2A,sp|P11388|TOP2A_HUMAN DNA topoisomerase 2-alpha OS=Homo sapiens OX=9606 GN=TOP2A PE=1 SV=3,16,12,14.7,1531
G6PD,-0.2979808696,0.242242449821058,0,P11413;E9PD92;E7EM57;E7EUI8,P11413;E9PD92;E7EM57;E7EUI8,26;15;15;15,26;15;15;15,26;15;15;15,Glucose-6-phosphate 1-dehydrogenase,G6PD,sp|P11413|G6PD_HUMAN Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=4;tr|E9PD92|E9PD92_HUMAN Glucose-6-phosphate 1-dehydrogenase (Fragment) OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=1;tr|E7EM57|E7EM57_HUMAN Glucose-6-phosphate 1-,26,26,57.7,515
ADH5,-0.1061732646,0.413335903383062,0,P11766;D6RFE4;D6RAY0;D6R9G2;H0YAG8,P11766;D6RFE4,5;3;2;2;2,5;3;2;2;2,5;3;2;2;2,Alcohol dehydrogenase class-3,ADH5,sp|P11766|ADHX_HUMAN Alcohol dehydrogenase class-3 OS=Homo sapiens OX=9606 GN=ADH5 PE=1 SV=4;tr|D6RFE4|D6RFE4_HUMAN Alcohol dehydrogenase class-3 OS=Homo sapiens OX=9606 GN=ADH5 PE=1 SV=1,5,5,21.9,374
PCNA,-0.4730808377,0.0176233186715758,0,P12004,P12004,19,19,19,Proliferating cell nuclear antigen,PCNA,sp|P12004|PCNA_HUMAN Proliferating cell nuclear antigen OS=Homo sapiens OX=9606 GN=PCNA PE=1 SV=1,19,19,52.1,261
COX6A1,-0.0251489697,0.95564293627268,0,P12074;H0YIV9,P12074;H0YIV9,2;1,2;1,2;1,"Cytochrome c oxidase subunit 6A1, mitochondrial",COX6A1,"sp|P12074|CX6A1_HUMAN Cytochrome c oxidase subunit 6A1, mitochondrial OS=Homo sapiens OX=9606 GN=COX6A1 PE=1 SV=4;tr|H0YIV9|H0YIV9_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=3 SV=1",2,2,43.1,109
HARS,0.3896287749,0.0534069743782024,0,P12081;B4DDD8;B3KWE1;E7ETE2;B4E1C5;D6RF05;A0A2R8YCI2;P49590;A0A2R8YFR1;A0A2R8Y4X6;A0A2R8Y5E8;D6RJE6;A0A2R8Y6I1;A0A2R8Y3N3;A0A2R8Y5P7,P12081;B4DDD8;B3KWE1;E7ETE2;B4E1C5,10;8;8;6;6;2;2;1;1;1;1;1;1;1;1,10;8;8;6;6;2;2;1;1;1;1;1;1;1;1,10;8;8;6;6;2;2;1;1;1;1;1;1;1;1,"Histidine--tRNA ligase, cytoplasmic",HARS,"sp|P12081|HARS1_HUMAN Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=HARS1 PE=1 SV=2;tr|B4DDD8|B4DDD8_HUMAN Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=HARS1 PE=1 SV=1;tr|B3KWE1|B3KWE1_HUMAN Histidine--tRNA ligase, cytopl",10,10,17.7,509
SLC25A6,0.0592603022,0.731293872705048,0,P12236,P12236,22,6,4,"ADP/ATP translocase 3;ADP/ATP translocase 3, N-terminally processed",SLC25A6,sp|P12236|ADT3_HUMAN ADP/ATP translocase 3 OS=Homo sapiens OX=9606 GN=SLC25A6 PE=1 SV=4,22,4,54.7,298
TPR,-0.079367446,0.623463378259563,0,P12270,P12270,4,4,4,Nucleoprotein TPR,TPR,sp|P12270|TPR_HUMAN Nucleoprotein TPR OS=Homo sapiens OX=9606 GN=TPR PE=1 SV=3,4,4,1.9,2363
CKB,0.3805176314,0.0101839638524162,0,P12277;G3V4N7;G3V461,P12277;G3V4N7,5;4;2,5;4;2,5;4;2,Creatine kinase B-type,CKB,sp|P12277|KCRB_HUMAN Creatine kinase B-type OS=Homo sapiens OX=9606 GN=CKB PE=1 SV=1;tr|G3V4N7|G3V4N7_HUMAN Creatine kinase B-type (Fragment) OS=Homo sapiens OX=9606 GN=CKB PE=1 SV=1,5,5,29.1,381
ANXA3,0.0885059596,0.599705573660866,0,P12429;D6RA82;D6RFG5;D6RCA8;D6RAZ8;D6RFJ9,P12429;D6RA82;D6RFG5,8;7;4;3;2;1,8;7;4;3;2;1,8;7;4;3;2;1,Annexin A3;Annexin,ANXA3,sp|P12429|ANXA3_HUMAN Annexin A3 OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=3;tr|D6RA82|D6RA82_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=1;tr|D6RFG5|D6RFG5_HUMAN Annexin (Fragment) OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=1,8,8,29.4,323
CKMT1A;CKMT1B,-0.582749957,0.00596127586771256,0,P12532;F8WCN3;C9JSQ1;C9J6W7;C9JT96;C9JJX8;C9J995;C9J8F6;P17540,P12532;F8WCN3;C9JSQ1;C9J6W7;C9JT96,6;5;4;3;3;2;2;2;1,6;5;4;3;3;2;2;2;1,6;5;4;3;3;2;2;2;1,"Creatine kinase U-type, mitochondrial",CKMT1A;CKMT1B,"sp|P12532|KCRU_HUMAN Creatine kinase U-type, mitochondrial OS=Homo sapiens OX=9606 GN=CKMT1A PE=1 SV=1;tr|F8WCN3|F8WCN3_HUMAN Creatine kinase U-type, mitochondrial OS=Homo sapiens OX=9606 GN=CKMT1A PE=1 SV=1;tr|C9JSQ1|C9JSQ1_HUMAN Creatine kinase U-type, m",6,6,29.7,417
ACTN1,0.6504406602,0.00826457427629599,0,P12814;H9KV75;G3V2N5;G3V2W4;A0A494C1A0;Q08043;P35609;H0YJ11;H0YJW3;G3V2X9;H7C5W8;A0A087WSZ2;A0A494C166;A0A494C033;G3V5M4;F6THM6;A0A494C0Q3;K7EP19;G3V2E8;A0A494C060;G3V380,P12814;H9KV75,44;39;18;17;11;11;11;10;10;10;8;8;7;7;5;4;4;3;3;2;1,23;22;8;8;0;0;0;7;6;5;5;0;0;0;1;0;0;0;0;0;1,23;22;8;8;0;0;0;7;6;5;5;0;0;0;1;0;0;0;0;0;1,Alpha-actinin-1,ACTN1,sp|P12814|ACTN1_HUMAN Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2;tr|H9KV75|H9KV75_HUMAN Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=1,44,23,52.7,892
XRCC6,-0.062975344,0.521460128757935,0,P12956;B1AHC9,P12956;B1AHC9,20;19,20;19,20;19,X-ray repair cross-complementing protein 6,XRCC6,sp|P12956|XRCC6_HUMAN X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2;tr|B1AHC9|B1AHC9_HUMAN X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=1,20,20,30.4,609
XRCC5,-0.0636201116,0.5592304877717,0,P13010;C9JZ81;H7C0H9,P13010,24;5;2,24;5;2,24;5;2,X-ray repair cross-complementing protein 5,XRCC5,sp|P13010|XRCC5_HUMAN X-ray repair cross-complementing protein 5 OS=Homo sapiens OX=9606 GN=XRCC5 PE=1 SV=3,24,24,31.6,732
COX4I1,0.4579978157,0.0589096729309914,0,P13073;H3BN72;H3BNV9;Q86WV2;H3BNI5;H3BPG0,P13073;H3BN72;H3BNV9;Q86WV2,5;4;4;3;2;2,5;4;4;3;2;2,5;4;4;3;2;2,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",COX4I1,"sp|P13073|COX41_HUMAN Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens OX=9606 GN=COX4I1 PE=1 SV=1;tr|H3BN72|H3BN72_HUMAN Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens OX=9606 GN=COX4I1 PE=1 SV=1;tr|H3BNV9|H",5,5,33.7,169
