Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity TLE3-N1,Intensity TLE3-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
P11498;A0A494C016;A0A494C101;A0A494C0T2;E9PRE7;A0A494BZT5,P11498;A0A494C016,76;38;28;28;26;3,76;38;28;28;26;3,76;38;28;28;26;3,"Pyruvate carboxylase, mitochondrial",PC,"sp|P11498|PYC_HUMAN Pyruvate carboxylase, mitochondrial OS=Homo sapiens OX=9606 GN=PC PE=1 SV=2;tr|A0A494C016|A0A494C016_HUMAN Pyruvate carboxylase, mitochondrial OS=Homo sapiens OX=9606 GN=PC PE=1 SV=1",76,76,70.2,34.4027357030486,34.0037011734914,34.7626778446812,34.8014997216493
Q15365;F8VTZ0;H3BSP4;C9K0A2;F8WC71,Q15365,16;2;1;1;1,16;2;1;1;1,12;0;0;0;0,Poly(rC)-binding protein 1,PCBP1,sp|Q15365|PCBP1_HUMAN Poly(rC)-binding protein 1 OS=Homo sapiens OX=9606 GN=PCBP1 PE=1 SV=2,16,12,69.7,31.0791551091452,30.3575187486627,30.8327371647845,30.8413116769996
Q15366;H3BSS4,Q15366,12;3,8;3,2;2,Poly(rC)-binding protein 2,PCBP2,sp|Q15366|PCBP2_HUMAN Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1,12,2,48.8,28.8231092718613,28.0892691869094,28.7645534945143,28.9827503149771
P57723;C9JTY5;C9JZY3;C9J0A4;C9IZV9;C9J7A9;C9JSA6;C9J5V4,P57723;C9JTY5;C9JZY3;C9J0A4;C9IZV9;C9J7A9;C9JSA6;C9J5V4,3;3;3;3;2;2;2;2,2;2;2;2;1;1;1;1,2;2;2;2;1;1;1;1,Poly(rC)-binding protein 4,PCBP4,sp|P57723|PCBP4_HUMAN Poly(rC)-binding protein 4 OS=Homo sapiens OX=9606 GN=PCBP4 PE=2 SV=1;tr|C9JTY5|C9JTY5_HUMAN Poly(rC)-binding protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=PCBP4 PE=1 SV=1;tr|C9JZY3|C9JZY3_HUMAN Poly(rC)-binding protein 4 (Fragment),3,2,8.2,25.0466850678922,23.2895427643684,4.43802889902157,4.4166468749236
P05165;A0A1B0GU58;A0A1B0GUX9;A0A1B0GWI4;A0A1B0GWA1;A0A1B0GTR1;H0Y5U0;Q5JTW6;Q5JVH2;H0Y4B9;A0A2R8Y725;H0Y798,P05165;A0A1B0GU58;A0A1B0GUX9;A0A1B0GWI4;A0A1B0GWA1,58;51;39;39;34;16;10;7;3;3;2;2,58;51;39;39;34;16;10;7;3;3;2;2,58;51;39;39;34;16;10;7;3;3;2;2,"Propionyl-CoA carboxylase alpha chain, mitochondrial",PCCA,"sp|P05165|PCCA_HUMAN Propionyl-CoA carboxylase alpha chain, mitochondrial OS=Homo sapiens OX=9606 GN=PCCA PE=1 SV=4;tr|A0A1B0GU58|A0A1B0GU58_HUMAN Propionyl-CoA carboxylase alpha chain, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=PCCA PE=1 SV=1;tr|",58,58,73.4,33.6604456830028,33.1957765659173,34.0771027412819,33.8726161756648
P05166;E9PDR0;C9JQS9;E7EX59;E7ETT4;E7EUY3;E7ETT1;E9PEC3;F8WBI9;E7ENC1;C9JAW3;C9JVW9;H7C5C9;C9JVY9,P05166;E9PDR0;C9JQS9;E7EX59;E7ETT4;E7EUY3;E7ETT1;E9PEC3;F8WBI9,14;14;14;14;13;13;13;12;8;6;2;2;2;2,14;14;14;14;13;13;13;12;8;6;2;2;2;2,14;14;14;14;13;13;13;12;8;6;2;2;2;2,"Propionyl-CoA carboxylase beta chain, mitochondrial",PCCB,"sp|P05166|PCCB_HUMAN Propionyl-CoA carboxylase beta chain, mitochondrial OS=Homo sapiens OX=9606 GN=PCCB PE=1 SV=3;tr|E9PDR0|E9PDR0_HUMAN Propionyl-CoA carboxylase beta chain, mitochondrial OS=Homo sapiens OX=9606 GN=PCCB PE=1 SV=1;tr|C9JQS9|C9JQS9_HUMAN P",14,14,34.5,27.1750716291438,27.2002275243518,4.43802889902157,4.4166468749236
O94913;E9PQ01;E9PKN0;E9PQF9;E9PNY7,O94913;E9PQ01;E9PKN0,23;17;17;5;2,23;17;17;5;2,23;17;17;5;2,Pre-mRNA cleavage complex 2 protein Pcf11,PCF11,sp|O94913|PCF11_HUMAN Pre-mRNA cleavage complex 2 protein Pcf11 OS=Homo sapiens OX=9606 GN=PCF11 PE=1 SV=3;tr|E9PQ01|E9PQ01_HUMAN Pre-mRNA cleavage complex 2 protein Pcf11 (Fragment) OS=Homo sapiens OX=9606 GN=PCF11 PE=1 SV=8;tr|E9PKN0|E9PKN0_HUMAN Pre-mRN,23,23,21.0,27.3480705621916,28.1469559575124,27.2841858682827,27.4321316402918
Q9Y6V0,Q9Y6V0,4,4,4,Protein piccolo,PCLO,sp|Q9Y6V0|PCLO_HUMAN Protein piccolo OS=Homo sapiens OX=9606 GN=PCLO PE=1 SV=5,4,4,1.4,24.6873107486696,24.7555207347683,24.9600935206281,24.4367608419954
Q15154;A0A5H1ZRS1;H0YBA1,Q15154;A0A5H1ZRS1,26;25;10,26;25;10,2;2;2,Pericentriolar material 1 protein,PCM1,sp|Q15154|PCM1_HUMAN Pericentriolar material 1 protein OS=Homo sapiens OX=9606 GN=PCM1 PE=1 SV=5;tr|A0A5H1ZRS1|A0A5H1ZRS1_HUMAN Pericentriolar material 1 protein OS=Homo sapiens OX=9606 GN=PCM1 PE=1 SV=1,26,2,18.8,23.3999961556955,23.207826999396,28.909621158222,28.0432780728166
P22061;A0A0A0MRJ6;H7BY58;F6S8N6;A0A3F2YNX8;F8WDT3;F8WAV5;F8WAX2;H7C4X2;C9J0F2,P22061;A0A0A0MRJ6;H7BY58;F6S8N6;A0A3F2YNX8,5;5;5;4;4;2;2;2;1;1,5;5;5;4;4;2;2;2;1;1,5;5;5;4;4;2;2;2;1;1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase;Protein-L-isoaspartate O-methyltransferase,PCMT1,sp|P22061|PIMT_HUMAN Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4;tr|A0A0A0MRJ6|A0A0A0MRJ6_HUMAN Protein-L-isoaspartate O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=1;tr|H7BY58|H7BY58_HU,5,5,31.7,24.1561494422145,24.0401766581734,26.2196502315379,26.1381336556283
P12004,P12004,2,2,2,Proliferating cell nuclear antigen,PCNA,sp|P12004|PCNA_HUMAN Proliferating cell nuclear antigen OS=Homo sapiens OX=9606 GN=PCNA PE=1 SV=1,2,2,10.0,4.20850867790137,4.29066777690332,25.3272826288055,24.6011623205125
Q8WW12,Q8WW12,9,9,9,PEST proteolytic signal-containing nuclear protein,PCNP,sp|Q8WW12|PCNP_HUMAN PEST proteolytic signal-containing nuclear protein OS=Homo sapiens OX=9606 GN=PCNP PE=1 SV=2,9,9,40.4,29.6924215545787,29.637339172344,30.2306620835612,29.9519929845246
O95613,O95613,3,3,3,Pericentrin,PCNT,sp|O95613|PCNT_HUMAN Pericentrin OS=Homo sapiens OX=9606 GN=PCNT PE=1 SV=4,3,3,1.3,18.2023725693039,20.9408791976101,23.6328958267371,23.1796631219967
Q13442;F8WBW6,Q13442,6;1,6;1,6;1,28 kDa heat- and acid-stable phosphoprotein,PDAP1,sp|Q13442|HAP28_HUMAN 28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens OX=9606 GN=PDAP1 PE=1 SV=1,6,6,27.1,25.7175113887164,25.5557279662147,29.8816578296067,29.6060963089377
Q53EL6,Q53EL6,3,3,3,Programmed cell death protein 4,PDCD4,sp|Q53EL6|PDCD4_HUMAN Programmed cell death protein 4 OS=Homo sapiens OX=9606 GN=PDCD4 PE=1 SV=2,3,3,9.2,22.232131626498,22.8941546076811,25.447772868487,25.3062255488873
O14737;K7EQA1;K7ESJ4;Q3HM38;X6R2P6,O14737;K7EQA1,5;4;2;1;1,5;4;2;1;1,5;4;2;1;1,Programmed cell death protein 5,PDCD5,sp|O14737|PDCD5_HUMAN Programmed cell death protein 5 OS=Homo sapiens OX=9606 GN=PDCD5 PE=1 SV=3;tr|K7EQA1|K7EQA1_HUMAN Programmed cell death protein 5 OS=Homo sapiens OX=9606 GN=PDCD5 PE=1 SV=1,5,5,36.8,25.2143048896005,23.6352230228371,28.3840569312083,26.624916129264
Q8WUM4;A0A3B3IT07;F8WEQ7;F8WBR8;F8WDK9;C9IZF9,Q8WUM4,8;3;1;1;1;1,8;3;1;1;1;1,8;3;1;1;1;1,Programmed cell death 6-interacting protein,PDCD6IP,sp|Q8WUM4|PDC6I_HUMAN Programmed cell death 6-interacting protein OS=Homo sapiens OX=9606 GN=PDCD6IP PE=1 SV=1,8,8,10.6,4.20850867790137,4.29066777690332,25.8467309028962,26.2603332416082
Q13371,Q13371,4,4,4,Phosducin-like protein,PDCL,sp|Q13371|PHLP_HUMAN Phosducin-like protein OS=Homo sapiens OX=9606 GN=PDCL PE=1 SV=3,4,4,13.0,4.20850867790137,4.29066777690332,24.7766069232908,25.464041386167
Q53GG5;A0A2U3TZH4;A0A087WYF8;D6RAF1;A0A2R8Y6L7,Q53GG5;A0A2U3TZH4;A0A087WYF8;D6RAF1;A0A2R8Y6L7,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,PDZ and LIM domain protein 3,PDLIM3,sp|Q53GG5|PDLI3_HUMAN PDZ and LIM domain protein 3 OS=Homo sapiens OX=9606 GN=PDLIM3 PE=1 SV=1;tr|A0A2U3TZH4|A0A2U3TZH4_HUMAN PDZ and LIM domain protein 3 OS=Homo sapiens OX=9606 GN=PDLIM3 PE=1 SV=1;tr|A0A087WYF8|A0A087WYF8_HUMAN PDZ and LIM domain protein,2,2,9.1,4.20850867790137,4.29066777690332,25.1498460230947,25.2187453210558
P50479;C9J542,P50479,21;7,21;7,21;7,PDZ and LIM domain protein 4,PDLIM4,sp|P50479|PDLI4_HUMAN PDZ and LIM domain protein 4 OS=Homo sapiens OX=9606 GN=PDLIM4 PE=1 SV=2,21,21,79.1,29.6678690179379,29.7253669340423,32.8176842698111,32.6255128304833
Q96HC4;H0Y8Y3;A0A0A0MSP3;H0YBI4;A0A0D9SFR4;H0Y929;D6RAA1;A0A0D9SFW3;D6RGG6,Q96HC4;H0Y8Y3,22;13;8;7;4;3;1;1;1,22;13;8;7;4;3;1;1;1,22;13;8;7;4;3;1;1;1,PDZ and LIM domain protein 5,PDLIM5,sp|Q96HC4|PDLI5_HUMAN PDZ and LIM domain protein 5 OS=Homo sapiens OX=9606 GN=PDLIM5 PE=1 SV=5;tr|H0Y8Y3|H0Y8Y3_HUMAN PDZ and LIM domain protein 5 (Fragment) OS=Homo sapiens OX=9606 GN=PDLIM5 PE=1 SV=1,22,22,49.8,26.0132277565145,25.9781469359445,30.2148884760026,29.9162718361493
Q9NR12;D6RH06;D6RF83;H7BYK4;D6RAN1,Q9NR12;D6RH06;D6RF83;H7BYK4,7;6;5;5;2,7;6;5;5;2,7;6;5;5;2,PDZ and LIM domain protein 7,PDLIM7,sp|Q9NR12|PDLI7_HUMAN PDZ and LIM domain protein 7 OS=Homo sapiens OX=9606 GN=PDLIM7 PE=1 SV=1;tr|D6RH06|D6RH06_HUMAN PDZ and LIM domain protein 7 (Fragment) OS=Homo sapiens OX=9606 GN=PDLIM7 PE=1 SV=1;tr|D6RF83|D6RF83_HUMAN PDZ and LIM domain protein 7 (F,7,7,18.6,24.7261403942757,24.2142307664962,27.0166957495375,27.0348563777362
Q29RF7;H0Y9L6;H0Y9L9,Q29RF7,16;3;2,16;3;2,15;3;2,Sister chromatid cohesion protein PDS5 homolog A,PDS5A,sp|Q29RF7|PDS5A_HUMAN Sister chromatid cohesion protein PDS5 homolog A OS=Homo sapiens OX=9606 GN=PDS5A PE=1 SV=1,16,15,15.3,24.7319508176276,24.5625315933402,27.5611437630033,26.8908750590838
Q9NTI5,Q9NTI5,5,4,4,Sister chromatid cohesion protein PDS5 homolog B,PDS5B,sp|Q9NTI5|PDS5B_HUMAN Sister chromatid cohesion protein PDS5 homolog B OS=Homo sapiens OX=9606 GN=PDS5B PE=1 SV=1,5,4,4.1,4.20850867790137,4.29066777690332,25.9271887584719,25.634272613903
Q6P996;H3BND4,Q6P996;H3BND4,3;3,3;3,3;3,Pyridoxal-dependent decarboxylase domain-containing protein 1,PDXDC1,sp|Q6P996|PDXD1_HUMAN Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PDXDC1 PE=1 SV=2;tr|H3BND4|H3BND4_HUMAN Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PDXDC1 PE=1 SV=1,3,3,3.9,4.20850867790137,4.29066777690332,24.8577103520771,24.1834636410376
Q15121;B1AKZ5,Q15121;B1AKZ5,6;3,6;3,6;3,Astrocytic phosphoprotein PEA-15,PEA15,sp|Q15121|PEA15_HUMAN Astrocytic phosphoprotein PEA-15 OS=Homo sapiens OX=9606 GN=PEA15 PE=1 SV=2;tr|B1AKZ5|B1AKZ5_HUMAN Astrocytic phosphoprotein PEA-15 OS=Homo sapiens OX=9606 GN=PEA15 PE=1 SV=1,6,6,51.5,4.20850867790137,4.29066777690332,29.0351711132298,28.5862403962924
Q9H792;H0YN99;H3BUZ5,Q9H792;H0YN99,21;12;5,21;12;5,21;12;5,Pseudopodium-enriched atypical kinase 1,PEAK1,sp|Q9H792|PEAK1_HUMAN Inactive tyrosine-protein kinase PEAK1 OS=Homo sapiens OX=9606 GN=PEAK1 PE=1 SV=4;tr|H0YN99|H0YN99_HUMAN Inactive tyrosine-protein kinase PEAK1 OS=Homo sapiens OX=9606 GN=PEAK1 PE=1 SV=1,21,21,17.2,4.20850867790137,4.29066777690332,28.2075533521933,28.0918434007328
Q8IZL8;C9JFV4;E7EV54;I3L1P4;I3L4M7;I3L445,Q8IZL8;C9JFV4;E7EV54,3;3;2;1;1;1,3;3;2;1;1;1,3;3;2;1;1;1,"Proline-, glutamic acid- and leucine-rich protein 1",PELP1,"sp|Q8IZL8|PELP1_HUMAN Proline-, glutamic acid- and leucine-rich protein 1 OS=Homo sapiens OX=9606 GN=PELP1 PE=1 SV=2;tr|C9JFV4|C9JFV4_HUMAN Proline-, glutamic acid- and leucine-rich protein 1 OS=Homo sapiens OX=9606 GN=PELP1 PE=1 SV=2;tr|E7EV54|E7EV54_HUMA",3,3,3.7,4.20850867790137,4.29066777690332,23.8816636634979,23.4775369384295
P12955;A0A494C194;K7ES25;A0A494C165,P12955;A0A494C194;K7ES25;A0A494C165,2;1;1;1,2;1;1;1,2;1;1;1,Xaa-Pro dipeptidase,PEPD,sp|P12955|PEPD_HUMAN Xaa-Pro dipeptidase OS=Homo sapiens OX=9606 GN=PEPD PE=1 SV=3;tr|A0A494C194|A0A494C194_HUMAN Xaa-Pro dipeptidase (Fragment) OS=Homo sapiens OX=9606 GN=PEPD PE=1 SV=1;tr|K7ES25|K7ES25_HUMAN Xaa-Pro dipeptidase (Fragment) OS=Homo sapiens,2,2,8.9,4.20850867790137,4.29066777690332,24.5758863476618,24.0513397312771
O00541;B5MCF9;B3KXD6;H7C267;H7BYY8,O00541;B5MCF9;B3KXD6,17;17;11;3;1,17;17;11;3;1,17;17;11;3;1,Pescadillo homolog,PES1,sp|O00541|PESC_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1;tr|B5MCF9|B5MCF9_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1;tr|B3KXD6|B3KXD6_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1,17,17,32.5,25.596478011153,26.3924421621354,29.4448224256574,29.13374138027
O75381;K7EK59,O75381,7;1,7;1,7;1,Peroxisomal membrane protein PEX14,PEX14,sp|O75381|PEX14_HUMAN Peroxisomal membrane protein PEX14 OS=Homo sapiens OX=9606 GN=PEX14 PE=1 SV=1,7,7,30.8,4.20850867790137,4.29066777690332,28.1916883437605,27.1905585166133
P50542;B4E0T2;J3KPV0;F5H3X7;F5H5C0;F5H432;F5GXX3;F5H205;F5GZ41;F5H0L9;F5GYB4;F5H637,P50542;B4E0T2,16;16;7;3;3;2;2;2;2;2;2;2,16;16;7;3;3;2;2;2;2;2;2;2,16;16;7;3;3;2;2;2;2;2;2;2,Peroxisomal targeting signal 1 receptor,PEX5,sp|P50542|PEX5_HUMAN Peroxisomal targeting signal 1 receptor OS=Homo sapiens OX=9606 GN=PEX5 PE=1 SV=3;tr|B4E0T2|B4E0T2_HUMAN Peroxisomal targeting signal 1 receptor OS=Homo sapiens OX=9606 GN=PEX5 PE=1 SV=1,16,16,38.7,25.6674697833593,24.2451772263547,27.5872066185588,27.7893629969957
Q9UHV9,Q9UHV9,3,3,3,Prefoldin subunit 2,PFDN2,sp|Q9UHV9|PFD2_HUMAN Prefoldin subunit 2 OS=Homo sapiens OX=9606 GN=PFDN2 PE=1 SV=1,3,3,22.7,24.2891909475937,24.309510493795,24.705301219932,24.429819436852
O60825;Q16875;F2Z2I2;Q5W015;Q5VX20;A0A1W2PR17;P16118;F6RAZ1;I1Z9G3;Q16877;F6XNB3;A0A1W2PNV9;H0Y483;Q4VBA9;Q66S35,O60825,18;3;3;3;3;3;2;2;2;1;1;1;1;1;1,18;3;3;3;3;3;2;2;2;1;1;1;1;1;1,18;3;3;3;3;3;2;2;2;1;1;1;1;1;1,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2;6-phosphofructo-2-kinase;Fructose-2,6-bisphosphatase",PFKFB2,"sp|O60825|F262_HUMAN 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 OS=Homo sapiens OX=9606 GN=PFKFB2 PE=1 SV=2",18,18,38.2,22.2210194449521,21.7440257209046,28.1002406874564,28.1573062227902
P17858,P17858,5,5,4,"ATP-dependent 6-phosphofructokinase, liver type",PFKL,"sp|P17858|PFKAL_HUMAN ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens OX=9606 GN=PFKL PE=1 SV=6",5,4,9.1,26.4534445997718,25.7570489398761,25.6119491924283,25.065830587516
P18669;Q8N0Y7,P18669,9;3,9;3,6;1,Phosphoglycerate mutase 1,PGAM1,sp|P18669|PGAM1_HUMAN Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2,9,6,49.2,24.7880065483386,24.9217549508412,27.5571313092905,27.992480618912
Q9NXJ5;U3KQ24;U3KQG9;S4R2Y9,Q9NXJ5;U3KQ24;U3KQG9;S4R2Y9,2;1;1;1,2;1;1;1,2;1;1;1,Pyroglutamyl-peptidase 1,PGPEP1,sp|Q9NXJ5|PGPI_HUMAN Pyroglutamyl-peptidase 1 OS=Homo sapiens OX=9606 GN=PGPEP1 PE=1 SV=1;tr|U3KQ24|U3KQ24_HUMAN Pyroglutamyl-peptidase 1 OS=Homo sapiens OX=9606 GN=PGPEP1 PE=1 SV=2;tr|U3KQG9|U3KQG9_HUMAN Pyroglutamyl-peptidase 1 OS=Homo sapiens OX=9606 GN,2,2,18.7,4.20850867790137,4.29066777690332,23.0550195703404,24.2025459482337
O15173;U3KQM0;O00264;U3KPU8,O15173;U3KQM0,9;5;1;1,9;5;1;1,9;5;1;1,Membrane-associated progesterone receptor component 2,PGRMC2,sp|O15173|PGRC2_HUMAN Membrane-associated progesterone receptor component 2 OS=Homo sapiens OX=9606 GN=PGRMC2 PE=1 SV=1;tr|U3KQM0|U3KQM0_HUMAN Membrane-associated progesterone receptor component 2 OS=Homo sapiens OX=9606 GN=PGRMC2 PE=1 SV=1,9,9,33.2,21.9840540227936,22.0227606208403,29.7286139814864,29.0599238412214
Q8IZ21;A0A0J9YVR0,Q8IZ21,10;2,10;2,10;2,Phosphatase and actin regulator 4,PHACTR4,sp|Q8IZ21|PHAR4_HUMAN Phosphatase and actin regulator 4 OS=Homo sapiens OX=9606 GN=PHACTR4 PE=1 SV=1,10,10,20.2,4.20850867790137,4.29066777690332,28.0854752147,27.9459796585243
Q9H814,Q9H814,13,13,13,Phosphorylated adapter RNA export protein,PHAX,sp|Q9H814|PHAX_HUMAN Phosphorylated adapter RNA export protein OS=Homo sapiens OX=9606 GN=PHAX PE=1 SV=1,13,13,35.5,27.8665567711077,28.1286869493713,28.0476005627713,28.5132964107787
Q99623;F5GWA7;F5GY37;J3KPX7;F5H3X6,Q99623;F5GWA7;F5GY37;J3KPX7;F5H3X6,3;3;3;3;2,3;3;3;3;2,3;3;3;3;2,Prohibitin-2,PHB2,sp|Q99623|PHB2_HUMAN Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2;tr|F5GWA7|F5GWA7_HUMAN Prohibitin (Fragment) OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=1;tr|F5GY37|F5GY37_HUMAN Prohibitin OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=1;tr|J3KPX7|J3KPX7_,3,3,10.4,24.1205415121211,23.4985054646153,24.9829930515438,23.6361085872267
P78364;J3KQH6;F5H0T9;F5H6F5;F5H6F9;F5H6P9;F5GZP4,P78364;J3KQH6,6;5;1;1;1;1;1,6;5;1;1;1;1;1,6;5;1;1;1;1;1,Polyhomeotic-like protein 1,PHC1,sp|P78364|PHC1_HUMAN Polyhomeotic-like protein 1 OS=Homo sapiens OX=9606 GN=PHC1 PE=1 SV=3;tr|J3KQH6|J3KQH6_HUMAN Polyhomeotic-like protein 1 OS=Homo sapiens OX=9606 GN=PHC1 PE=1 SV=1,6,6,8.1,24.6275623824341,25.0435596892759,24.8880434683007,24.0018720199549
Q8NDX5;E7EX82;Q8IXK0;H7C528;H7C4H9;B3KPJ4;A0A0A0MSI2,Q8NDX5;E7EX82,6;5;1;1;1;1;1,6;5;1;1;1;1;1,6;5;1;1;1;1;1,Polyhomeotic-like protein 3,PHC3,sp|Q8NDX5|PHC3_HUMAN Polyhomeotic-like protein 3 OS=Homo sapiens OX=9606 GN=PHC3 PE=1 SV=1;tr|E7EX82|E7EX82_HUMAN Polyhomeotic-like protein 3 OS=Homo sapiens OX=9606 GN=PHC3 PE=1 SV=1,6,6,10.2,26.6750566091134,25.7933750920527,4.43802889902157,4.4166468749236
A8MW92;A0A0A0MQS0;E9PM57;A8MUE8;F8W9L8,A8MW92;A0A0A0MQS0;E9PM57;A8MUE8;F8W9L8,2;2;1;1;1,2;2;1;1;1,2;2;1;1;1,PHD finger protein 20-like protein 1,PHF20L1,sp|A8MW92|P20L1_HUMAN PHD finger protein 20-like protein 1 OS=Homo sapiens OX=9606 GN=PHF20L1 PE=1 SV=2;tr|A0A0A0MQS0|A0A0A0MQS0_HUMAN PHD finger protein 20-like protein 1 OS=Homo sapiens OX=9606 GN=PHF20L1 PE=1 SV=1;tr|E9PM57|E9PM57_HUMAN PHD finger prote,2,2,3.0,24.4050242649061,22.3197305475725,24.5348685093593,24.3904098737813
Q92576;E7EVH3;E7ER40;E9PE34;A0A1B0GX99;H0Y8L0;D6RBF0,Q92576;E7EVH3;E7ER40,38;24;22;14;14;2;1,38;24;22;14;14;2;1,27;14;22;3;3;2;0,PHD finger protein 3,PHF3,sp|Q92576|PHF3_HUMAN PHD finger protein 3 OS=Homo sapiens OX=9606 GN=PHF3 PE=1 SV=3;tr|E7EVH3|E7EVH3_HUMAN PHD finger protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=PHF3 PE=1 SV=1;tr|E7ER40|E7ER40_HUMAN PHD finger protein 3 (Fragment) OS=Homo sapiens OX=9,38,27,26.1,27.4262241822244,28.8295047580136,28.755477116542,28.7053671430759
P46020;A6NIT2;A6NMN0;P46019,P46020;A6NIT2;A6NMN0,3;3;3;1,3;3;3;1,3;3;3;1,"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform",PHKA1,"sp|P46020|KPB1_HUMAN Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform OS=Homo sapiens OX=9606 GN=PHKA1 PE=1 SV=2;tr|A6NIT2|A6NIT2_HUMAN Phosphorylase b kinase regulatory subunit OS=Homo sapiens OX=9606 GN=PHKA1 PE=1 SV=1;tr|A6NMN0|A",3,3,3.2,23.4354286573108,23.2708485059993,23.7378926267142,23.2745499162656
Q86UU1;A0A087WZL0,Q86UU1,3;1,3;1,3;1,Pleckstrin homology-like domain family B member 1,PHLDB1,sp|Q86UU1|PHLB1_HUMAN Pleckstrin homology-like domain family B member 1 OS=Homo sapiens OX=9606 GN=PHLDB1 PE=1 SV=1,3,3,3.3,4.20850867790137,4.29066777690332,23.6405282737372,23.756845399379
Q9P1Y6;A0A0J9YX88;E9PJ24;B7ZM65;F8WEF5;A0A0J9YYB5;A0A0J9YWD5,Q9P1Y6;A0A0J9YX88;E9PJ24;B7ZM65;F8WEF5;A0A0J9YYB5;A0A0J9YWD5,4;4;4;4;4;4;4,4;4;4;4;4;4;4,4;4;4;4;4;4;4,PHD and RING finger domain-containing protein 1,PHRF1,sp|Q9P1Y6|PHRF1_HUMAN PHD and RING finger domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PHRF1 PE=1 SV=3;tr|A0A0J9YX88|A0A0J9YX88_HUMAN PHD and RING finger domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PHRF1 PE=1 SV=1;tr|E9PJ24|E9PJ24_HUMA,4,4,3.3,23.1637841706754,25.2298969626307,4.43802889902157,4.4166468749236
O75925;O75928;B4DGW0;A0A087WUY7,O75925;O75928;B4DGW0;A0A087WUY7,2;1;1;1,2;1;1;1,2;1;1;1,E3 SUMO-protein ligase PIAS1;E3 SUMO-protein ligase PIAS2,PIAS1;PIAS2,sp|O75925|PIAS1_HUMAN E3 SUMO-protein ligase PIAS1 OS=Homo sapiens OX=9606 GN=PIAS1 PE=1 SV=2;sp|O75928|PIAS2_HUMAN E3 SUMO-protein ligase PIAS2 OS=Homo sapiens OX=9606 GN=PIAS2 PE=1 SV=3;tr|B4DGW0|B4DGW0_HUMAN E3 SUMO-protein ligase PIAS2 OS=Homo sapiens,2,2,3.7,25.0977216070612,24.2125990939544,4.43802889902157,4.4166468749236
Q13492;E9PLJ8;E9PI56;E9PKP6;E5RK51;E9PDG8;E5RGY9;O60641;E5RIJ5;E5RFC6;E5RHK9;E5RFU0;E9PK13;H0YE97;H0YEY8;H0YCY1;H0YD48;H0YEF7;H0YEH1;E9PJT1,Q13492;E9PLJ8;E9PI56;E9PKP6,11;6;6;6;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1,11;6;6;6;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1,11;6;6;6;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1,Phosphatidylinositol-binding clathrin assembly protein,PICALM,sp|Q13492|PICAL_HUMAN Phosphatidylinositol-binding clathrin assembly protein OS=Homo sapiens OX=9606 GN=PICALM PE=1 SV=2;tr|E9PLJ8|E9PLJ8_HUMAN Phosphatidylinositol-binding clathrin assembly protein (Fragment) OS=Homo sapiens OX=9606 GN=PICALM PE=1 SV=1;tr,11,11,21.0,23.7871596770346,23.8152871258654,28.271819265182,27.913592418355
